Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-10-01,1600674411,672.00,112.00,560.00,Horticon Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-01,1600674369,707.52,117.92,589.60,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2021-10-01,601331545,2756.00,0.00,2756.00,Inspiring Communities Together,Outside Hierarchy,Other Prof Fees
Salford City Council,2021-10-01,1600674372,616.68,102.78,513.90,Killgerm Chemicals,Place Directorate,Chemicals
Salford City Council,2021-10-01,1600673880,25790.51,4298.42,21492.09,Kool-It-Services Limited,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-01,601331560,11494.05,0.00,11494.05,Manchester City Council,People (Adults) - CHSC,Sals & Wags Realloc
Salford City Council,2021-10-01,1600673645,11966.40,1994.40,9972.00,Peak Fabrications (Bolton) Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-01,1600674223,3800.00,0.00,3800.00,Penrhyn Audit Services Limited,Service Reform (Corp Bus & Transform),Contractors
Salford City Council,2021-10-01,1600674378,739.86,123.31,616.55,Ptsg,Place Directorate,UV Day to Day
Salford City Council,2021-10-01,6003353533,21079.29,0.00,21079.29,Redaction,People (Adults) - CHSC,Home Helps
Salford City Council,2021-10-01,6003353682,26096.02,0.00,26096.02,Redaction,People (Adults) - CHSC,Home Helps
Salford City Council,2021-10-01,1600674404,3250.00,0.00,3250.00,Redaction,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-10-01,1600674398,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-01,1600673797,277478.74,0.00,277478.74,St John Vianney School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-10-01,1600674377,3900.00,650.00,3250.00,Stone Central (Nw) Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-01,1600674384,3584.00,0.00,3584.00,T/A The Marlowe School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-10-01,601331559,796.50,132.75,663.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2021-10-01,601331525,3600.00,0.00,3600.00,Teens And Toddlers,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2021-10-01,1600673838,24000.00,4000.00,20000.00,The Growth Company,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-01,1600674422,3352.00,0.00,3352.00,The Orchards Special Free School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-10-01,1600674421,6701.00,0.00,6701.00,The Orchards Special Free School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-10-01,601331530,3750.00,0.00,3750.00,Thorneycroft Solicitors Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-10-01,1600674379,9476.25,0.00,9476.25,"Tlc:Talk,Listen,Change",People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-04,1600674494,810.00,135.00,675.00,Andrew Jenner Ltd. T/As Rcd Leaflet,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-10-04,1600665104,3864.00,0.00,3864.00,Cheadle Royal School Priory,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-04,1600674463,3178.20,529.70,2648.50,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2021-10-04,1600674070,14419.20,2403.20,12016.00,Exclusec Group Ltd,People (Childrens) Service Group,UV Vandalism
Salford City Council,2021-10-04,601331725,711.36,118.56,592.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-04,601331726,823.68,137.28,686.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-04,1600674048,21315.60,3552.60,17763.00,Ihs Global Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2021-10-04,1600674171,559.20,93.20,466.00,Ijm Electrical Contractors Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-10-04,601331580,10272.26,1712.04,8560.22,Ingenitech Ltd,Service Reform (Corp Bus & Transform),Lease line rentals
Salford City Council,2021-10-04,601331579,11241.79,1873.63,9368.16,Ingenitech Ltd,Service Reform (Corp Bus & Transform),Lease line rentals
Salford City Council,2021-10-04,601331581,16676.32,2779.39,13896.93,Ingenitech Ltd,Service Reform (Corp Bus & Transform),Lease line rentals
Salford City Council,2021-10-04,1600664057,532.00,0.00,532.00,Manchester Jewish Advertiser,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-10-04,1600657144,600.00,0.00,600.00,Manchester Jewish Advertiser,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-10-04,601331723,945.50,157.58,787.92,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2021-10-04,601331716,1620.86,270.14,1350.72,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2021-10-04,601331720,2431.30,405.22,2026.08,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2021-10-04,601331566,2086.00,0.00,2086.00,Redaction,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-04,601331565,2400.00,0.00,2400.00,Redaction,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-04,1600674482,1513.85,252.31,1261.54,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-04,1600674273,536.42,89.40,447.02,Schoolcomms,Place Directorate,Interest & Charges
Salford City Council,2021-10-04,1600674423,2430.00,405.00,2025.00,Sis4Ers Distillery,Place Directorate,Contractors
Salford City Council,2021-10-04,1600674424,2430.00,405.00,2025.00,Sis4Ers Distillery,Place Directorate,Contractors
Salford City Council,2021-10-04,1600674467,2430.00,405.00,2025.00,Sis4Ers Distillery,Place Directorate,Contractors
Salford City Council,2021-10-04,1600674461,900.00,150.00,750.00,Sports Labs Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-10-04,1600674458,2280.00,380.00,1900.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-10-04,1600674459,4320.00,720.00,3600.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-10-04,1600674460,6000.00,1000.00,5000.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-10-04,601331718,750.00,0.00,750.00,Willmott Dixon Construction Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-05,1600674591,3352.00,0.00,3352.00,Altrincham Grammer School For Girls,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-10-05,601331741,1760.55,0.00,1760.55,Aqa Education,People (Childrens) Service Group,Exam fees
Salford City Council,2021-10-05,601331784,10338.00,1723.00,8615.00,Barratt & Hughes,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2021-10-05,1600674519,14675.67,0.00,14675.67,Cambian Childcare Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-10-05,601331790,686.30,0.00,686.30,Christ Church  Primary School,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-05,601331734,593.60,0.00,593.60,Country Food Services Ltd,Place Directorate,Food and refreshment
Salford City Council,2021-10-05,1600673905,21120.00,3520.00,17600.00,Dock 10 Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2021-10-05,1600674549,968.40,161.40,807.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-10-05,1600674250,896.04,149.34,746.70,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-05,1600674391,129541.58,21590.26,107951.32,Eurovia Infrastructure Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-10-05,601331803,607.68,0.00,607.68,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,601331770,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331781,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331785,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331787,526.08,87.68,438.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331783,594.01,99.00,495.01,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331780,944.48,157.41,787.07,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331766,1049.86,174.98,874.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331764,1077.31,179.55,897.76,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331776,1146.44,191.07,955.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331771,1164.07,194.01,970.06,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331775,1351.62,225.27,1126.35,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331769,1768.62,294.77,1473.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-05,601331747,1063.65,50.65,1013.00,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-10-05,601331746,5545.05,264.05,5281.00,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-10-05,601331744,39197.82,5166.51,34031.31,Gazprom Energy,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2021-10-05,1600673786,13312.98,2218.83,11094.15,Novus Property Solutions,People (Childrens) Service Group,UV Prog Rep
Salford City Council,2021-10-05,601331806,715.68,0.00,715.68,Nutkins Nursery Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,601331793,740.00,0.00,740.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2021-10-05,601331796,540.00,0.00,540.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2021-10-05,601331795,1040.00,0.00,1040.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2021-10-05,601331745,73445.35,12240.98,61204.37,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2021-10-05,601331398,502.80,83.80,419.00,S A Secure Ltd,People (Childrens) Service Group,Stationery
Salford City Council,2021-10-05,1600674538,1199.92,199.99,999.93,Schofield & Sons,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-10-05,1600674606,922.84,153.81,769.03,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-10-05,1600674543,1011.17,168.53,842.64,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-10-05,1600674545,1127.47,187.91,939.56,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-10-05,1600674539,1130.03,188.34,941.69,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-10-05,1600674608,3619.92,603.32,3016.60,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-10-05,1600674607,1789.07,298.18,1490.89,Schofield & Sons Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-10-05,1600674521,2639.80,439.97,2199.83,Schofield & Sons Ltd,Outside Hierarchy,UV Day to Day
Salford City Council,2021-10-05,1600674576,562.96,93.83,469.13,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-10-05,1600674096,2204.30,367.38,1836.92,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-10-05,1600674548,-968.40,-161.40,-807.00,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),UV Day to Day
Salford City Council,2021-10-05,1600674544,4955.46,825.91,4129.55,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-05,1600674529,5400.22,900.04,4500.18,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-05,1600673983,11455.93,1909.32,9546.61,Support In Sport (Uk) Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-05,1600674332,7200.00,1200.00,6000.00,The Uk Firework And Events Company,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2021-10-05,1600674518,4370.00,0.00,4370.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674508,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674509,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674510,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674512,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674515,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674516,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674517,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674511,10833.33,0.00,10833.33,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-05,1600674513,10833.33,0.00,10833.33,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-06,601331848,19671.43,0.00,19671.43,Acorn Residential Care Ltd T/A Adec,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331850,22950.00,0.00,22950.00,Acorn Residential Care Ltd T/A Adec,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331810,1120.86,186.81,934.05,Berendsen Uk Ltd,Place Directorate,Laundry
Salford City Council,2021-10-06,1600674657,14675.67,0.00,14675.67,Cambian Childcare Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-10-06,1600674671,3000.00,500.00,2500.00,Capita Property & Infrastructure,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-06,601331871,4665.99,777.66,3888.33,Clarion Security Systems Ltd,People (Childrens) Service Group,XXXXX SECURITY SYS R
Salford City Council,2021-10-06,1600674659,555.86,92.65,463.21,E J Rawlings and Co.,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-10-06,601331880,8894.00,0.00,8894.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331878,9908.00,0.00,9908.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331876,10428.00,0.00,10428.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331874,11428.00,0.00,11428.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331879,11434.00,0.00,11434.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331815,852.50,0.00,852.50,Forviva,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-06,1600674661,661.33,110.22,551.11,G Jones Builders Ltd,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2021-10-06,1600674658,32672.06,5445.34,27226.72,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-10-06,1600674648,975.10,162.52,812.58,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,1600674652,2255.58,375.93,1879.65,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,1600674650,2342.64,390.44,1952.20,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,1600674653,5229.59,871.60,4357.99,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,1600674647,6000.00,1000.00,5000.00,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,1600674649,6000.00,1000.00,5000.00,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,1600674651,6000.00,1000.00,5000.00,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,1600673262,1056.00,176.00,880.00,Horticon Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-10-06,601331836,5000.00,0.00,5000.00,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2021-10-06,601331869,712.48,0.00,712.48,Keoghs Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-10-06,601331846,1088.64,0.00,1088.64,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-06,601331840,2438.56,0.00,2438.56,Kindertons Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-10-06,1600674678,3290.62,0.00,3290.62,New Park Academy,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-06,1600674646,5315.80,885.97,4429.83,Quay Interiors Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-06,601331839,660.00,0.00,660.00,Redaction,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-06,601331586,26736.23,0.00,26736.23,Reed Specialist Recruitment Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-06,601331851,2204.00,0.00,2204.00,Safehands Property Services,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2021-10-06,1600674666,1982.57,330.43,1652.14,Schofield & Sons Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2021-10-06,1600674672,13457.74,2242.96,11214.78,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-06,1600674660,14082.61,2347.10,11735.51,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-06,1600674665,14737.20,2456.20,12281.00,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-06,1600674664,15701.14,2616.86,13084.28,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-10-06,601331844,1842.24,0.00,1842.24,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-06,1600674551,31054.66,0.00,31054.66,Talmud Torah Yetev Lev Ltd-Nursery,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-10-06,1600674670,7200.00,0.00,7200.00,The Hershel Weiss,People (Adults) - CHSC,Grants
Salford City Council,2021-10-06,1600674675,10494.50,499.74,9994.76,Together Housing Association Ltd,People (Adults) - CHSC,Unitary Charge
Salford City Council,2021-10-07,1600674692,2514.00,419.00,2095.00,A  Venning Ltd,Place Directorate,del'd kitchen formul
Salford City Council,2021-10-07,601331847,2528.08,0.00,2528.08,Ait Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-10-07,1600674758,640.32,106.72,533.60,Arco Ltd,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2021-10-07,6003359851,503.23,0.00,503.23,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003358986,507.88,1.65,506.23,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003359215,518.53,0.00,518.53,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003359344,525.34,5.26,520.08,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003358872,527.30,1.65,525.65,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003359963,534.73,0.00,534.73,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003359274,542.73,17.69,525.04,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003358915,564.56,14.69,549.87,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003359116,568.13,2.12,566.01,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003359752,577.60,0.83,576.77,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003358998,578.05,5.71,572.34,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003359558,593.83,0.83,593.00,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,6003358724,673.51,15.05,658.46,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2021-10-07,1600672313,1738.03,289.67,1448.36,British Telecommunications Plc,People (Adults) - CHSC,Telephones & Fax
Salford City Council,2021-10-07,1600674781,1556.40,259.40,1297.00,C Owens (Builders & Contractors) Lt,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-10-07,1600674777,1413.60,235.60,1178.00,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-10-07,1600674760,617.83,102.97,514.86,C P Davidson & Sons Ltd,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2021-10-07,1600674700,3370.99,561.83,2809.16,Carbon Creative Ltd,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-10-07,601331915,571.88,0.00,571.88,Cloverleaf Advocacy,People (Adults) - CHSC,Other Prof Fees
Salford City Council,2021-10-07,1600674783,691.20,115.20,576.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-10-07,1600674789,697.20,116.20,581.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-10-07,1600674782,758.40,126.40,632.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-10-07,1600674788,915.60,152.60,763.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-10-07,1600674778,2282.40,380.40,1902.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-10-07,1600674776,3416.90,569.48,2847.42,Electricity North West Ltd,Place Directorate,UV Prog Rep
Salford City Council,2021-10-07,1600674701,1470.00,245.00,1225.00,Elygra,Place Directorate,Marketing/Publicity
Salford City Council,2021-10-07,1600674748,786.93,131.15,655.78,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2021-10-07,1600674704,4091.95,681.99,3409.96,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-10-07,1600674707,4819.58,803.26,4016.32,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-10-07,1600674705,5820.36,970.06,4850.30,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-10-07,1600674706,6799.88,1133.31,5666.57,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-10-07,1600674703,7743.92,1290.65,6453.27,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-10-07,601331902,956.16,159.36,796.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-10-07,1600674772,629.76,104.96,524.80,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2021-10-07,1600674773,757.68,126.28,631.40,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2021-10-07,1600674724,9000.00,1500.00,7500.00,Ing Media Ltd,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-10-07,1600674725,4500.00,750.00,3750.00,Kainos Software Ltd,Place Directorate,Subscriptions
Salford City Council,2021-10-07,601331909,650.00,0.00,650.00,Knight Frank Llp,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-10-07,1600674682,531.38,88.56,442.82,L.I.T. Service,People (Childrens) Service Group,Interpreter/translat
Salford City Council,2021-10-07,601331912,28719.60,4786.60,23933.00,Mazars Llp,Service Reform (Corp Bus & Transform),District Audit Fees
Salford City Council,2021-10-07,1600674723,2750.00,0.00,2750.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-07,1600674803,672.00,112.00,560.00,Monton Fencing Limited,Place Directorate,Materials
Salford City Council,2021-10-07,1600674680,7530.42,0.00,7530.42,New Park Academy,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-10-07,1600674696,6537.60,1089.60,5448.00,Nordic Products & Services Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-10-07,6003359115,516.43,0.00,516.43,Ralph Livesey Ltd,Place Directorate,Food and refreshments
Salford City Council,2021-10-07,1600674697,1050.00,0.00,1050.00,Redaction,People (Childrens) Service Group,Consultants
