Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2020-01-08,601262031,3330.72,555.12,2775.6,Unique Specialist Services Group Lt,People (Adults) - CHSC,Security Services
Salford City Council,2020-01-08,601262030,3515.76,585.96,2929.8,Unique Specialist Services Group Lt,People (Adults) - CHSC,Security Services
Salford City Council,2020-01-08,1600639757,1125,0,1125,Unlimited Potential,Place Directorate,Training of Staff
Salford City Council,2020-01-08,1600639789,989.45,164.91,824.54,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-01-08,1600639769,1125.19,187.53,937.66,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-01-08,1600639788,5967.55,994.59,4972.96,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-01-08,1600639790,6453.3,1075.55,5377.75,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-01-08,1600639807,3547.74,591.29,2956.45,Gtm Electrical Services Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-01-08,1600639445,24000,4000,20000,Laing O'Rourke Construction North,Capital Expenditure,Works & Building
Salford City Council,2020-01-09,601262079,714,119,595,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-09,601262099,828,138,690,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-09,1600639820,3504,584,2920,Ingenitech Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-01-09,601262103,2500,0,2500,Jdp Educational Consultant Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2020-01-09,1600639847,1260,0,1260,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2020-01-09,1600639832,9144,1524,7620,Rigby Taylor Ltd,Place Directorate,Contractors
Salford City Council,2020-01-09,601262083,1037.57,172.93,864.64,Orbis Protect Ltd,Capital Expenditure,Demolition
Salford City Council,2020-01-09,6002963051,508,0,508,Ao Retail Limited,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-01-09,1600639821,642,0,642,Arriva North West Plc,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2020-01-09,1600639928,12000,2000,10000,Cheetham & Mortimer Surveyors Llp,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-01-09,6002979390,512.63,11.04,501.59,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-01-09,6002979323,527.37,1.22,526.15,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-01-09,6002978951,569.22,0,569.22,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-01-09,6002963145,662.02,0,662.02,Creamline Dairies,Place Directorate,Food and refreshment
Salford City Council,2020-01-09,6002978377,3709.35,0,3709.35,Wilds Of Oldham,Service Reform (Corp Bus & Transform),Food and refreshment
Salford City Council,2020-01-09,601262109,615,0,615,Beis Rochel Manchester Girls School,People (Childrens) Service Group,Grants
Salford City Council,2020-01-09,601262110,615,0,615,Care Chiefs,People (Childrens) Service Group,Grants
Salford City Council,2020-01-09,601262111,615,0,615,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Grants
Salford City Council,2020-01-09,1600639850,3240,540,2700,Stannah Stairlifts Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-01-09,1600639926,514.57,0,514.57,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2020-01-09,1600639927,5666,0,5666,Salford Community Leisure Ltd,Place Directorate,Other Prof Fees
Salford City Council,2020-01-09,601262112,577.5,0,577.5,Ladybird Private Day Nursery,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-01-09,601262114,1687.5,0,1687.5,T/A Holyrood Day Nursery - Media City,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-01-09,1600639811,1405.26,234.21,1171.05,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-01-09,1600639830,5263.33,0,5263.33,Fir Tree Fishery Cic,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-01-09,1600639826,19792.33,0,19792.33,Langdon College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-01-09,1600639641,2200,0,2200,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-01-09,1600639837,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-01-09,1600639838,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-01-09,1600639839,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-01-09,1600639929,980,0,980,Doro Care Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-01-09,1600639823,1440,240,1200,Walk The Plank,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-01-09,1600639842,5978.75,0,5978.75,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-01-09,1600639841,7971.66,0,7971.66,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-01-09,1600639840,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-01-09,1600639843,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-01-09,1600639844,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-01-09,1600639845,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-01-09,1600639846,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-01-09,601262098,7620.82,1270.14,6350.68,Quorum Estates Pension Fund Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-01-09,601262080,4000,0,4000,The Riverside Group,People (Adults) - CHSC,Rents
Salford City Council,2020-01-09,601262077,26350.33,4391.72,21958.61,Zurich Assurance Ltd,Place Directorate,Rents
Salford City Council,2020-01-09,1600639853,1178,0,1178,T/A Greater Manchester Travelcards,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-01-09,1600639854,1178,0,1178,T/A Greater Manchester Travelcards,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-01-09,1600639860,6000,1000,5000,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Training of Staff
Salford City Council,2020-01-09,1600639919,4932.28,822.05,4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-01-09,1600639920,7255.62,0,7255.62,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-01-09,1600639921,17214.96,2869.16,14345.8,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-01-09,1600639923,16251.9,0,16251.9,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-01-09,1600639922,34278.84,5713.14,28565.7,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-01-09,1600639848,2024.4,337.4,1687,Ijm Electrical Contractors Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-01-09,1600639874,1030.82,171.8,859.02,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-01-09,1600639870,614.5,102.42,512.08,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-01-09,1600639875,1606.39,267.73,1338.66,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-01-09,1600639831,1512,252,1260,Survey Systems Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-01-10,601262142,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-10,601262145,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-10,601262146,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-10,601262147,1080,180,900,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-10,601262151,726,121,605,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-10,601262150,828,138,690,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-01-10,1600639941,750,125,625,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2020-01-10,1600639940,1010.64,168.44,842.2,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
