Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2013-05-01,601086187,13842.90,0.00,13842.90,Horizon Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-01,601086323,12883.50,2147.25,10736.25,Ingenitech Ltd,Customer and Support Services,Lease line rentals
Salford City Council,2013-05-01,601086007,46361.64,0.00,46361.64,Inspirit Care Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2013-05-01,601086008,34474.04,0.00,34474.04,Inspirit Care Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2013-05-01,601086010,52987.64,0.00,52987.64,Inspirit Care Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2013-05-01,601086039,43832.00,0.00,43832.00,Inspirit Care Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2013-05-01,1600469400,9121.68,1520.28,7601.40,Manchester City Council,Customer and Support Services,Payts to Other LA's
Salford City Council,2013-05-01,601085765,9745.71,0.00,9745.71,New Horizons (Stockport) Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-01,601086588,2500.00,416.67,2083.33,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2013-05-01,1600470083,550.80,91.80,459.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-05-01,1600470084,550.80,91.80,459.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-05-01,1600470105,550.80,91.80,459.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-05-01,601087831,22224.02,3704.00,18520.02,Peel Media Ltd,The Office of the Chief Executive,Service Tenancies
Salford City Council,2013-05-01,601087832,38550.00,6425.00,32125.00,Peel Media Ltd,The Office of the Chief Executive,Service Tenancies
Salford City Council,2013-05-01,601087811,1672.72,278.79,1393.93,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2013-05-01,601087813,2024.92,337.49,1687.43,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2013-05-01,601087815,1973.26,328.88,1644.38,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2013-05-01,1600468755,2525.52,420.92,2104.60,Prism Medical Uk,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-01,601085713,758.74,0.00,758.74,Redacted Personal Data,"Community, Health & Social Care",Rents
Salford City Council,2013-05-01,601087786,536.64,24.22,512.42,Refreshment Systems Ltd,Environment and Community Safety,Provisions
Salford City Council,2013-05-01,601086307,994.84,0.00,994.84,Rossendales,Customer and Support Services,VAT Adjustment
Salford City Council,2013-05-01,1600470376,751.93,125.32,626.61,Rubax Lifts Ltd,"Community, Health & Social Care",UV Air Con
Salford City Council,2013-05-01,1600470385,510.00,85.00,425.00,Rubax Lifts Ltd,"Community, Health & Social Care",UV Air Con
Salford City Council,2013-05-01,1600470386,510.60,85.10,425.50,Rubax Lifts Ltd,"Community, Health & Social Care",UV Air Con
Salford City Council,2013-05-01,1600470544,772.80,128.80,644.00,Rubax Lifts Ltd,"Community, Health & Social Care",UV Air Con
Salford City Council,2013-05-01,1600468780,1095.60,182.60,913.00,Sidhil  Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-01,1600468829,2627.61,437.94,2189.67,Speedy Products Ltd,Environment and Community Safety,Rents
Salford City Council,2013-05-01,1600470936,5278.08,879.68,4398.40,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2013-05-01,1600470937,1156.08,192.68,963.40,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2013-05-01,1600468602,540.00,90.00,450.00,Technology Solutions Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2013-05-01,47427237,777.65,129.63,648.02,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-05-01,1600470766,5000.00,0.00,5000.00,The Landing At Media City Ltd,The Office of the Chief Executive,Consult/Contractors
Salford City Council,2013-05-01,1600468843,5602.01,0.00,5602.01,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2013-05-01,1600469404,13036.12,2172.69,10863.43,Thyssenkrupp Encasa Ltd,Sustainable Regeneration,Lift Rep & Maint
Salford City Council,2013-05-01,601085980,1861.00,0.00,1861.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2013-05-01,601087782,707.29,0.00,707.29,United Utilities Water Limited,Children's Services,Water
Salford City Council,2013-05-01,601087783,7207.58,1201.26,6006.32,Urban Vision Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2013-05-01,601087784,4443.62,740.60,3703.02,Urban Vision Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2013-05-01,601087801,12300.00,2050.00,10250.00,Urban Vision Partnership Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-05-01,601086625,9040.04,1506.67,7533.37,Urban Vision Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2013-05-01,1600468754,1900.80,316.80,1584.00,Viglen,Customer and Support Services,Computer Equipment
Salford City Council,2013-05-01,1600469309,900.00,150.00,750.00,Worsley Glass & Glazing,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2013-05-01,601087823,18425.15,0.00,18425.15,Wow Kids Ltd T/A Bright Futures,Children's Services,Payts to Agencies
Salford City Council,2013-05-01,47427157,671.52,111.92,559.60,Www.Greensigns.Co.Uk,Office of the Chief Executive,non -UV Building Repairs & Maintenance
Salford City Council,2013-05-02,1600471178,690.00,115.00,575.00,Abacus Cleaning Services Ltd,"Community, Health & Social Care",Cleaning Services
Salford City Council,2013-05-02,1600468869,1584.54,264.09,1320.45,Aidapt Bathrooms Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-02,601087864,986.50,153.00,833.50,Bcl,Capital Expenditure,Disturbance Payments
Salford City Council,2013-05-02,601087847,2932.50,0.00,2932.50,Bolton Council,Children's Services,Pupil Assistance
Salford City Council,2013-05-02,47477934,790.95,11.32,779.63,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2013-05-02,1600470612,999.60,166.60,833.00,Carbon Creative Ltd,Environment and Community Safety,Marketing/Publicity
Salford City Council,2013-05-02,1600468890,7075.65,0.00,7075.65,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-05-02,47477924,3458.70,576.45,2882.25,Cintas Document Uk,Customer and Support Services,Document Storage
Salford City Council,2013-05-02,601087883,1067.52,177.92,889.60,Coca-Cola Enterprises Ltd,Environment and Community Safety,Bar Stocks for hired venues for resale
Salford City Council,2013-05-02,601087877,5571.30,928.55,4642.75,De Lage Landen Leasing Ltd,The Office of the Chief Executive,IT  Licence Fee
Salford City Council,2013-05-02,1600471067,7820.00,0.00,7820.00,Disabled Living,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2013-05-02,601086377,2025.66,0.00,2025.66,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2013-05-02,1600468731,510.00,85.00,425.00,Gerald Simonds Healthcare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-02,601087845,2865.49,0.00,2865.49,H Booth The Elder Charity,Sustainable Regeneration,Insurance Premiums
Salford City Council,2013-05-02,1600468629,1776.00,296.00,1480.00,Horticon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-05-02,1600468798,654.00,109.00,545.00,Hospital Radio Publications,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2013-05-02,1600462870,910.00,0.00,910.00,Intact Projects Ltd,Children's Services,Rents
Salford City Council,2013-05-02,1600462871,780.00,0.00,780.00,Intact Projects Ltd,Children's Services,Rents
Salford City Council,2013-05-02,1600469457,516.37,86.06,430.31,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-05-02,1600468762,653.21,108.87,544.34,Langham Products,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-02,1600468746,549.60,91.60,458.00,Mci Diventi Limited,Children's Services,Telephones & Fax
Salford City Council,2013-05-02,1600468777,739.61,123.27,616.34,Misco,Children's Services,Other Prof Fees
Salford City Council,2013-05-02,1600468774,8480.50,0.00,8480.50,Mjcc,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2013-05-02,1600468813,550.00,91.67,458.33,Mothercare Customer Service Centre,Children's Services,Equipment Purchase
Salford City Council,2013-05-02,1600471194,505.20,0.00,505.20,National Grid,Capital Expenditure,Demolition
Salford City Council,2013-05-02,1600468839,2008.74,334.79,1673.95,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2013-05-02,1600468807,921.60,153.60,768.00,Patterson Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-02,1600468815,1339.80,223.30,1116.50,Patterson Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-02,601085923,9533.41,1588.90,7944.51,Pitney Bowes Business Insight,Environment and Community Safety,Computer Maintenance
Salford City Council,2013-05-02,1600468846,1025.00,0.00,1025.00,Primrose Hill Primary School,Children's Services,Equipment Purchase
Salford City Council,2013-05-02,601087858,1732.76,0.00,1732.76,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2013-05-02,601087859,2519.50,0.00,2519.50,Redacted Personal Data,Children's Services,Fst Care Disc Pay
Salford City Council,2013-05-02,601087861,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2013-05-02,601087839,2801.74,466.95,2334.79,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2013-05-02,601087843,9812.53,1635.42,8177.11,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2013-05-02,1600468734,1938.00,323.00,1615.00,S & S Marquees,"Community, Health & Social Care",Equipment Hire
Salford City Council,2013-05-02,47477964,512.40,77.40,435.00,Safestore Limited,Sustainable Regeneration,Food and refreshments
Salford City Council,2013-05-02,1600470930,7914.79,0.00,7914.79,Salford Community Leisure Ltd,Children's Services,Grants - External
Salford City Council,2013-05-02,1600468639,1349.10,0.00,1349.10,Salford Community Leisure Ltd,Children's Services,MFP Devices
Salford City Council,2013-05-02,1600468697,4808.81,0.00,4808.81,Salford Community Leisure Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2013-05-02,1600468600,117072.48,0.00,117072.48,Salford Community Leisure Ltd,Children's Services,Other Prof Fees
Salford City Council,2013-05-02,1600471130,1091.30,181.88,909.42,Specialist Computer Centres Plc,Customer and Support Services,Training of Others
Salford City Council,2013-05-02,601087885,6500.00,0.00,6500.00,Tameside Mbc,Customer and Support Services,Payt to Lead Dists
Salford City Council,2013-05-02,1600471080,4422.80,737.13,3685.67,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2013-05-02,1600471081,4210.02,701.67,3508.35,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2013-05-02,1600471082,3312.80,552.13,2760.67,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2013-05-02,1600471083,4654.02,775.67,3878.35,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2013-05-02,601085908,777.65,129.61,648.04,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-05-02,1600468835,2489.80,0.00,2489.80,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-05-02,601087870,130784.50,0.00,130784.50,United Utilities Water Limited,Capital Expenditure,Water
Salford City Council,2013-05-03,601086623,1024.60,170.76,853.84,Acumen,Customer and Support Services,Liability Insurance
Salford City Council,2013-05-03,601086624,1750.40,291.73,1458.67,Acumen,Customer and Support Services,Liability Insurance
Salford City Council,2013-05-03,47554663,1829.50,0.00,1829.50,Alexander Support Serv,Sustainable Regeneration,Rents
Salford City Council,2013-05-03,1600469238,1219.80,203.30,1016.50,Ans Group Plc,Customer and Support Services,Computer Equipment
Salford City Council,2013-05-03,1600469277,13825.18,2304.20,11520.98,Baileyteswaine Ltd,Customer and Support Services,Telephones & Fax
Salford City Council,2013-05-03,1600470370,1543.80,257.30,1286.50,Bcl,Capital Expenditure,Purch of Comp Equip
Salford City Council,2013-05-03,1600469111,720.00,120.00,600.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469112,960.00,160.00,800.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469113,1680.00,280.00,1400.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469114,576.00,96.00,480.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469253,720.00,120.00,600.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469255,1680.00,280.00,1400.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469256,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469266,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469268,3360.00,560.00,2800.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469270,947.15,157.86,789.29,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469274,1260.00,210.00,1050.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2013-05-03,1600469117,584.88,97.48,487.40,Capita Education Services Ltd,Customer and Support Services,IT  Licence Fee
Salford City Council,2013-05-03,601087893,13365.59,2227.60,11137.99,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600468905,2160.00,360.00,1800.00,Ccats Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2013-05-03,1600470375,16416.00,0.00,16416.00,Chatsworth High School,Children's Services,Grants - External
Salford City Council,2013-05-03,1600469097,3245.11,0.00,3245.11,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469184,3786.34,0.00,3786.34,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,601087933,3317.00,0.00,3317.00,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,601087935,4380.30,0.00,4380.30,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469096,19086.32,3181.05,15905.27,Datawatch International Ltd,Customer and Support Services,IT  Licence Fee
Salford City Council,2013-05-03,1600469170,1161.00,193.50,967.50,Direct Telecom Services Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2013-05-03,1600469236,1581.59,263.60,1317.99,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-03,1600469259,594.00,99.00,495.00,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-03,601087687,45480.84,7580.14,37900.70,Dwf Llp,Customer and Support Services,Consult/Contractors
Salford City Council,2013-05-03,1600468966,2034.00,339.00,1695.00,E & J Kane Ltd,The Office of the Chief Executive,Electricity
Salford City Council,2013-05-03,1600470068,8742.05,1457.01,7285.04,E & J Kane Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2013-05-03,1600468968,8560.61,742.57,7818.04,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2013-05-03,1600469146,9640.50,0.00,9640.50,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469227,1428.56,0.00,1428.56,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,601087948,2396.10,0.00,2396.10,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,601087949,3537.10,0.00,3537.10,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469145,173315.00,0.00,173315.00,Gaddum Centre,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2013-05-03,1600470163,528.00,88.00,440.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-05-03,1600470164,14448.00,2408.00,12040.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-05-03,1600470196,87696.00,14616.00,73080.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-05-03,1600470165,5410.67,901.78,4508.89,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-05-03,1600469261,600.00,100.00,500.00,Griffin Care Ltd,Children's Services,Training expenses
Salford City Council,2013-05-03,1600469102,835.56,139.26,696.30,Helping Hand Company,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-03,1600468997,17526.32,2921.05,14605.27,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-05-03,1600469271,9251.39,1541.90,7709.49,Insight Media Internet Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2013-05-03,601087947,900.00,0.00,900.00,Institute Of Acoustics,Environment and Community Safety,Training expenses
Salford City Council,2013-05-03,1600469294,614.40,102.40,512.00,Integrated Water Services,Children's Services,UV Tank Clean
Salford City Council,2013-05-03,1600469237,1507.20,251.20,1256.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-03,601086243,22356.00,3726.00,18630.00,Kpmg Llp Advisory,Customer and Support Services,Other Prof Fees
Salford City Council,2013-05-03,601087897,7360.97,0.00,7360.97,Life Opportunities,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2013-05-03,601087898,7360.97,0.00,7360.97,Life Opportunities,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2013-05-03,601087899,4918.25,0.00,4918.25,Life Opportunities,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2013-05-03,601087900,14721.94,0.00,14721.94,Life Opportunities,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2013-05-03,1600469246,17165.70,0.00,17165.70,Manchester City Council,Children's Services,Payts to Other LA's
Salford City Council,2013-05-03,601086302,17106.00,2851.00,14255.00,Manchester Science Parks Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2013-05-03,1600470367,1500.00,0.00,1500.00,Mds Mini Buses,Children's Services,Pupil Assistance
Salford City Council,2013-05-03,601085924,17470.67,2911.78,14558.89,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2013-05-03,601087826,2292.98,382.16,1910.82,Mitie Security Ltd,Sustainable Regeneration,Rental Income
Salford City Council,2013-05-03,1600469229,12049.90,2008.32,10041.58,Mitie Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2013-05-03,601086271,11640.00,0.00,11640.00,New Horizons (Stockport) Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469124,13138.00,0.00,13138.00,Oldham Mbc,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469378,140750.44,23458.41,117292.03,Olm Profesional Services Ltd,Customer and Support Services,IT  Licence Fee
Salford City Council,2013-05-03,601086277,5029.30,838.22,4191.08,Openreach Billing Team (Cns),Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-05-03,1600471234,1140947.00,0.00,1140947.00,Peel Investments (Intermediate) Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,2013-05-03,1600469086,20556.00,3426.00,17130.00,Pitney Bowes Software,Sustainable Regeneration,Computer Software
Salford City Council,2013-05-03,1600469087,16020.00,2670.00,13350.00,Pitney Bowes Software,Sustainable Regeneration,Computer Software
Salford City Council,2013-05-03,1600469296,540.98,90.16,450.82,Protec Fire Detection Plc.,Children's Services,UV Light/Fire
Salford City Council,2013-05-03,1600469108,594.00,99.00,495.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2013-05-03,1600469217,594.00,99.00,495.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2013-05-03,1600469666,648.00,108.00,540.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2013-05-03,601087967,625.35,0.00,625.35,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2013-05-03,6001308107,2679.57,0.00,2679.57,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308116,18533.40,0.00,18533.40,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308134,6901.32,0.00,6901.32,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308132,13614.96,0.00,13614.96,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308118,6673.03,0.00,6673.03,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308142,14479.92,0.00,14479.92,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308103,1046.52,0.00,1046.52,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308106,18149.88,0.00,18149.88,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,6001308127,18062.12,0.00,18062.12,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2013-05-03,601087922,1425.00,0.00,1425.00,Redacted Personal Data,Children's Services,Payt to care clients
Salford City Council,2013-05-03,601087920,1308.82,0.00,1308.82,Redacted Personal Data,"Community, Health & Social Care",Refunds
Salford City Council,2013-05-03,601087927,641.80,0.00,641.80,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-05-03,601087911,730.40,0.00,730.40,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-05-03,601087925,1003.29,0.00,1003.29,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-05-03,601087924,1000.00,0.00,1000.00,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-05-03,1600469138,511.20,85.20,426.00,Rehabilitation Manufacturing,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-03,601087408,2648.22,441.37,2206.85,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2013-05-03,1600471218,12865.00,0.00,12865.00,Salford Heart Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2013-05-03,1600469264,1235.00,0.00,1235.00,St Aidans Church,"Community, Health & Social Care",Conferences/Seminars
Salford City Council,2013-05-03,1600469147,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469148,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469291,875.90,0.00,875.90,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469292,875.90,0.00,875.90,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469103,1500.00,0.00,1500.00,T.H.O.M.A.S,Environment and Community Safety,Grants - External
Salford City Council,2013-05-03,1600469249,4296.00,716.00,3580.00,Talley Group Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-05-03,1600470485,5764.02,960.67,4803.35,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2013-05-03,47554720,2148.00,358.00,1790.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-05-03,47554721,2539.80,423.30,2116.50,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-05-03,1600469289,1035.00,0.00,1035.00,The Inclusion Trust,Children's Services,Other Prof Fees
Salford City Council,2013-05-03,601086303,3333.00,0.00,3333.00,The Interlink Foundation,Customer and Support Services,Payts to Agencies
Salford City Council,2013-05-03,601086219,13996.00,0.00,13996.00,Timeout Homes Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469098,11315.00,0.00,11315.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,1600469185,15500.00,0.00,15500.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2013-05-03,601087680,18885.21,0.00,18885.21,Trafford Housing Trust Ltd,Sustainable Regeneration,Rents
Salford City Council,2013-05-03,1600468893,906.50,0.00,906.50,Transport For Greater Manchester,Sustainable Regeneration,Office Equipment
