Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2022-01-04,6003410562,814.00,0.00,814.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,2022-01-04,601338614,24460.17,0.00,24460.17,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2022-01-04,6003410643,1119.77,0.00,1119.77,Travelodge Gb0000,People (Childrens) Service Group,Staff Travel
Salford City Council,2022-01-04,1600679885,9418.80,1569.80,7849.00,Vaisala Ltd,Place Directorate,Oth Office Expenses
Salford City Council,2022-01-04,601338601,570.00,95.00,475.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffd Security Serv
Salford City Council,2022-01-04,601338608,570.00,95.00,475.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffd Security Serv
Salford City Council,2022-01-05,1600679937,1503.60,250.60,1253.00,Bold Communications Ltd,Place Directorate,Contractors
Salford City Council,2022-01-05,601338754,3000.00,0.00,3000.00,Brackley Conservative Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2022-01-05,1600679975,5970.00,995.00,4975.00,Capita Property & Infrastructure Lt,Place Directorate,Consultants
Salford City Council,2022-01-05,1600679976,16828.06,2804.68,14023.38,Capita Property & Infrastructure Lt,Place Directorate,Consultants
Salford City Council,2022-01-05,1600679977,30061.79,5010.30,25051.49,Capita Property & Infrastructure Lt,Place Directorate,Consultants
Salford City Council,2022-01-05,601338747,941.16,0.00,941.16,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338745,1010.75,0.00,1010.75,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338746,1010.75,0.00,1010.75,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338744,731.00,0.00,731.00,Cobra Global Ltd (Nisa),People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338669,1856.00,84.00,1772.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-05,601338668,1944.00,324.00,1620.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-05,601338667,2250.00,375.00,1875.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-05,601338666,2304.00,384.00,1920.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-05,601338636,3834.00,639.00,3195.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-05,601338635,4473.00,745.50,3727.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-05,601338634,5493.60,915.60,4578.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-05,601338637,719.17,119.86,599.31,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2022-01-05,601338628,2546.99,282.99,2264.00,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-05,601338627,2989.97,288.97,2701.00,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-05,601338753,4000.00,0.00,4000.00,Irlam Catholic Mens Social Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2022-01-05,601338630,1849.20,308.20,1541.00,Lynx Learning Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2022-01-05,601338748,716.39,0.00,716.39,Oakwood Academy,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338655,2640.00,440.00,2200.00,Property Elite,Place Directorate,Training expenses
Salford City Council,2022-01-05,1600679953,20810.00,0.00,20810.00,Redacted Data,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2022-01-05,601338752,3000.00,0.00,3000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2022-01-05,1600679941,525.00,0.00,525.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338670,67914.70,11319.19,56595.51,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2022-01-05,601338749,1158.99,0.00,1158.99,Rsa Motability,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2022-01-05,601338737,1010.75,0.00,1010.75,Seddon Construction Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338738,1010.75,0.00,1010.75,Seddon Construction Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,1600679938,3702.00,617.00,3085.00,Small Steps Consultation Ltd,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2022-01-05,1600679926,4725.00,0.00,4725.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2022-01-05,1600679925,7000.00,0.00,7000.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2022-01-05,1600679927,7000.00,0.00,7000.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2022-01-05,1600679928,10115.00,0.00,10115.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2022-01-05,1600676944,10000.00,0.00,10000.00,Tameside Mbc,Place Directorate,Other Prof Fees
Salford City Council,2022-01-05,601338629,1169.98,195.00,974.98,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2022-01-05,601338732,10152.00,0.00,10152.00,The Court Service,Place Directorate,Debt Collection
Salford City Council,2022-01-05,601338751,1637.71,0.00,1637.71,The Dispensary Salford,Place Directorate,Payts to Vol Orgs
Salford City Council,2022-01-05,601338742,941.16,0.00,941.16,The Floorbrite Group Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338739,716.39,0.00,716.39,Toasted Productions,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338741,941.16,0.00,941.16,Toasted Productions,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338740,1010.75,0.00,1010.75,Toasted Productions,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,1600679945,996.00,166.00,830.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2022-01-05,1600679944,1200.00,200.00,1000.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2022-01-05,601338658,570.00,95.00,475.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffd Security Serv
Salford City Council,2022-01-05,601338736,941.16,0.00,941.16,Willmott Dixon Construction Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338735,1010.75,0.00,1010.75,Wingate Electrical Plc,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-05,601338734,1010.75,0.00,1010.75,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,6003411789,1869.72,0.00,1869.72,Adobe Acropro Subs,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,2022-01-06,1600679999,5446.80,907.80,4539.00,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2022-01-06,1600680000,16988.47,2831.41,14157.06,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2022-01-06,1600680022,3854.40,642.40,3212.00,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2022-01-06,6003411748,1079.94,180.00,899.94,Amazon.Co.Uk*Bw1Nv2Xw5,People (Childrens) Service Group,Marketing & Publicity
Salford City Council,2022-01-06,6003411747,1287.73,85.09,1202.64,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Food and refreshments
Salford City Council,2022-01-06,601338589,1066.81,0.00,1066.81,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2022-01-06,601338588,1360.86,0.00,1360.86,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2022-01-06,1600680040,1328.26,221.38,1106.88,C P Davidson & Sons Ltd,Service Reform (Corp Bus & Transform),VMS Materials
Salford City Council,2022-01-06,6003411793,1204.00,0.00,1204.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411758,2396.80,0.00,2396.80,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411778,2396.80,0.00,2396.80,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411755,2996.00,0.00,2996.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411772,2996.00,0.00,2996.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411784,1797.60,0.00,1797.60,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411737,2996.00,0.00,2996.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411783,4793.60,0.00,4793.60,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411815,13908.44,0.00,13908.44,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411764,23715.00,0.00,23715.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411822,1797.60,0.00,1797.60,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411771,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,6003411746,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2022-01-06,601338801,600.00,0.00,600.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2022-01-06,1600680023,880.00,0.00,880.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,601338762,626.40,104.40,522.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-06,601338761,720.00,120.00,600.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-06,601338763,1006.20,167.70,838.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-06,601338759,1080.00,180.00,900.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-06,601338757,1099.80,183.30,916.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-06,601338755,1571.80,0.00,1571.80,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-06,601338766,1064.40,0.00,1064.40,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2022-01-06,601338765,2340.00,0.00,2340.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2022-01-06,1600679985,10577.23,0.00,10577.23,Foundation 92,People (Adults) - CHSC,Grants
Salford City Council,2022-01-06,1600679725,32527.15,5421.19,27105.96,G Jones Builders Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2022-01-06,601338811,43200.00,7200.00,36000.00,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2022-01-06,601338812,3384.00,564.00,2820.00,Ict Revolutions Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,601338809,3000.00,500.00,2500.00,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2022-01-06,601338808,5640.00,940.00,4700.00,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2022-01-06,601338807,6600.00,1100.00,5500.00,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2022-01-06,601338810,77850.00,12975.00,64875.00,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2022-01-06,6003411798,1164.00,0.00,1164.00,Kevin Booth Painters,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2022-01-06,601338777,2497.50,0.00,2497.50,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,601338778,3645.00,0.00,3645.00,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,1600679882,2025.00,0.00,2025.00,Manchester City Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,1600680025,26660.99,4443.50,22217.49,Mis Conversions Ltd,Place Directorate,Other Prof Fees
Salford City Council,2022-01-06,6003411781,900.00,0.00,900.00,Park View Residence,People (Adults) - CHSC,Staff Travel
Salford City Council,2022-01-06,6003411734,1150.00,0.00,1150.00,Park View Residence,People (Adults) - CHSC,Staff Travel
Salford City Council,2022-01-06,6003411752,1150.00,0.00,1150.00,Park View Residence,People (Adults) - CHSC,Staff Travel
Salford City Council,2022-01-06,6003411805,1150.00,0.00,1150.00,Park View Residence,People (Adults) - CHSC,Staff Travel
Salford City Council,2022-01-06,601338779,8090.00,0.00,8090.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2022-01-06,6003411763,1338.09,0.00,1338.09,Pdq.Com,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,2022-01-06,6003411741,1150.00,0.00,1150.00,Pvr Services,People (Adults) - CHSC,Telephones & Fax Machines
Salford City Council,2022-01-06,6003411356,736.21,0.00,736.21,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2022-01-06,6003411076,1471.56,0.00,1471.56,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2022-01-06,601338767,46608.30,7768.15,38840.15,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2022-01-06,601338819,1705.00,0.00,1705.00,Safe Start Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,601338820,1705.00,0.00,1705.00,Safe Start Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,601338821,1705.00,0.00,1705.00,Safe Start Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,1600679982,20000.00,0.00,20000.00,Salford Foundation Ltd,Public Health,Licencing
Salford City Council,2022-01-06,601338760,600.00,100.00,500.00,Sedgwick International Uk,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2022-01-06,1600675554,2592.00,432.00,2160.00,Spunhill Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2022-01-06,1600679989,19188.00,3198.00,15990.00,Ssi Schaefer Limited,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2022-01-06,1600680054,583.71,27.80,555.91,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2022-01-06,1600679981,4209.60,701.60,3508.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2022-01-06,1600679992,741.20,0.00,741.20,T/A Greater Manchester Travelcards,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2022-01-06,601338822,25622.38,4270.40,21351.98,The Arch Company Properties Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2022-01-06,1600679983,15219.20,0.00,15219.20,The Endorphins Group,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,1600679988,23648.75,0.00,23648.75,The Hershel Weiss,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-06,1600679650,1400.00,0.00,1400.00,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2022-01-06,1600679649,5250.00,0.00,5250.00,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2022-01-06,1600679996,9000.00,1500.00,7500.00,Vivid Resourcing,Place Directorate,Cash in Transit Serv
Salford City Council,2022-01-06,601338826,570.00,95.00,475.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffd Security Serv
Salford City Council,2022-01-06,601338827,630.00,105.00,525.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffd Security Serv
Salford City Council,2022-01-07,1600680067,3000.00,500.00,2500.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2022-01-07,1600680068,4380.00,730.00,3650.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2022-01-07,1600680069,47610.05,7935.01,39675.04,Bloom Procurement Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,1600680070,6024.37,1004.06,5020.31,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2022-01-07,1600680063,4405.25,0.00,4405.25,Bnos Margulis Viznitz Girls School,People (Childrens) Service Group,Release of Provision
Salford City Council,2022-01-07,6003412408,582.68,0.00,582.68,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,2022-01-07,601338856,660.00,0.00,660.00,Carrington Riding Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2022-01-07,601338919,941.16,0.00,941.16,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,601338836,636.00,106.00,530.00,Eccles Glass Company,People (Adults) - CHSC,Contractors
Salford City Council,2022-01-07,1600680057,528.00,0.00,528.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,1600680062,1608.00,0.00,1608.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,1600680061,2000.00,0.00,2000.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,1600680060,2360.00,0.00,2360.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,1600680059,8344.00,0.00,8344.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,601338846,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2022-01-07,601338849,561.31,93.55,467.76,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2022-01-07,601338844,716.34,119.39,596.95,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2022-01-07,601338915,780.24,130.04,650.20,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2022-01-07,601338843,1157.34,192.89,964.45,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2022-01-07,601338847,1653.89,275.65,1378.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2022-01-07,601338916,550.00,0.00,550.00,Mayfair Management (Uk) Ltd,People (Adults) - CHSC,Rental Bonds
Salford City Council,2022-01-07,1600680066,167035.49,27839.25,139196.24,Nps Electrical Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2022-01-07,601338835,1005.00,167.50,837.50,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2022-01-07,6003412652,7053.07,0.00,7053.07,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2022-01-07,6003412651,7782.32,0.00,7782.32,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2022-01-07,6003412654,14408.36,0.00,14408.36,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2022-01-07,6003412653,15776.47,0.00,15776.47,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2022-01-07,6003412650,16291.08,0.00,16291.08,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2022-01-07,6003412493,50915.69,0.00,50915.69,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2022-01-07,601338837,1093.18,182.20,910.98,Rm Education Plc,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2022-01-07,601338936,615.00,0.00,615.00,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2022-01-07,601338833,750.00,0.00,750.00,Thompsons Academy Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,601338832,1200.00,0.00,1200.00,Thompsons Academy Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,601338830,5250.00,0.00,5250.00,Thompsons Academy Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,601338834,5250.00,0.00,5250.00,Thompsons Academy Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,6003412329,4907.15,0.00,4907.15,Wilds Of Oldham,Place Directorate,Food and refreshments
Salford City Council,2022-01-07,601338917,941.16,0.00,941.16,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-07,601338920,4491.40,0.00,4491.40,Your Law,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2022-01-10,1600680143,13351.80,2225.30,11126.50,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2022-01-10,1600680076,3600.00,600.00,3000.00,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2022-01-10,1600680122,-11497.87,-1916.31,-9581.56,Clc Contractors Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2022-01-10,1600680121,25518.16,4253.03,21265.13,Clc Contractors Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2022-01-10,1600680120,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2022-01-10,601338962,1050.00,0.00,1050.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-10,601338963,3075.00,0.00,3075.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-10,601338964,5100.00,0.00,5100.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-10,601338960,36666.67,0.00,36666.67,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2022-01-10,1600680134,1980.00,330.00,1650.00,Education Matters Services Limited,People (Childrens) Service Group,Consultants
Salford City Council,2022-01-10,1600680074,23229.66,0.00,23229.66,Egerton High School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2022-01-10,601338996,1343.40,223.90,1119.50,Eurobox (Manchester) Ltd,Place Directorate,Food and refreshment
Salford City Council,2022-01-10,601338997,1058.40,176.40,882.00,Exclusec Group Ltd,Place Directorate,Security Services
Salford City Council,2022-01-10,1600680110,2216.40,369.40,1847.00,Firemark Ltd,Place Directorate,Fire Equipment
Salford City Council,2022-01-10,1600680098,1240.50,206.75,1033.75,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2022-01-10,1600680096,3977.20,662.87,3314.33,Ingenitech Ltd,Place Directorate,Cmputer Eqt purchase
Salford City Council,2022-01-10,1600680095,830.40,138.40,692.00,Ingenitech Ltd,Place Directorate,Contractors
Salford City Council,2022-01-10,1600680097,696.00,116.00,580.00,Ingenitech Ltd,Place Directorate,Equipment Purchase
Salford City Council,2022-01-10,1600680081,5000.00,0.00,5000.00,Inspiring Communities Together,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2022-01-10,1600680142,720.82,120.14,600.68,Killgerm Chemicals,Place Directorate,Chemicals
Salford City Council,2022-01-10,1600680072,780.00,0.00,780.00,Mersey Medical Services Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2022-01-10,1600680102,2749.14,458.19,2290.95,Mott Macdonald Ltd,Place Directorate,Other Prof Fees
Salford City Council,2022-01-10,601339030,88006.62,14667.77,73338.85,Nsl Ltd,Place Directorate,Contractors
Salford City Council,2022-01-10,1600680075,12500.00,0.00,12500.00,Oldham Mbc,People (Childrens) Service Group,Consultants
Salford City Council,2022-01-10,1600680136,8681.18,1446.86,7234.32,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software
