Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-07-01,1600668995,663.66,110.61,553.05,Magnatech Led (Uk) Ltd,Place Directorate,Materials
Salford City Council,2021-07-01,601324295,2904.77,484.13,2420.64,Manchester City Council,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-07-01,601324294,4543.13,757.19,3785.94,Manchester City Council,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-07-01,1600667542,24576,4096,20480,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2021-07-01,1600669001,2400,400,2000,One Agency Media Limited,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-07-01,1600669000,1492.99,248.83,1244.16,P F Cusack (Tools Supplies) Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-07-01,6003299099,750.2,0,750.2,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,6003299209,753.36,0,753.36,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,6003299225,767.66,0,767.66,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,6003299241,820.71,0,820.71,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,6003299244,1173.08,0,1173.08,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,6003299064,1398.06,0,1398.06,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,6003299054,1510.6,0,1510.6,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,6003299151,1751.85,0,1751.85,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-07-01,1600668962,1800,0,1800,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2021-07-01,6003299189,977,0,977,Redacted Data,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2021-07-01,601324270,2337.2,0,2337.2,Redacted Data,Service Reform (Corp Bus & Transform),Tenants Rental
Salford City Council,2021-07-01,1600668949,1060.32,176.72,883.6,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-07-01,1600668255,1552.8,258.8,1294,Rubax Lifts Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-07-01,601321912,570,95,475,Team Teach Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,2021-07-01,601324250,1010.75,0,1010.75,The Floorbrite Group Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-01,1600668951,33906.62,5651.1,28255.52,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-07-01,1600668993,3729.6,621.6,3108,Viatec Uk Limited,Place Directorate,Materials
Salford City Council,2021-07-01,1600668994,3729.6,621.6,3108,Viatec Uk Limited,Place Directorate,Materials
Salford City Council,2021-07-01,1600668991,2281.2,380.2,1901,Worsley Electrical Supplies,Place Directorate,Materials
Salford City Council,2021-07-01,1600668961,1695.9,282.65,1413.25,Wrixon Care,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-02,1600668624,71117.57,11852.93,59264.64,Adare Sec Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-07-02,1600668623,28591.74,4765.29,23826.45,Adare Sec Ltd,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2021-07-02,601324307,1350,0,1350,Adk 24Hr Building Maintenance Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-07-02,1600668263,1102.8,183.8,919,Aqua Clenz,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-07-02,1600668816,10000,0,10000,Boothstown Methodist Primary,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-07-02,1600669010,3000,0,3000,Buymemedia,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-07-02,1600669009,5650,0,5650,Buymemedia,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-07-02,1600668191,169717.5,28286.25,141431.25,Citizens Advice Bureau,People (Adults) - CHSC,Grants
Salford City Council,2021-07-02,6003299599,900,0,900,Clarendon Medical Practice,Public Health,Payts to Agencies
Salford City Council,2021-07-02,601324371,693,0,693,Dale Industrial Complex,Service Reform (Corp Bus & Transform),Unidentified Income
Salford City Council,2021-07-02,6003299600,580,0,580,Dr L Addlestone & Partners,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299606,8972.53,400,8572.53,Georgemead Ltd T/A Cohens Chemist,Public Health,Payts to Agencies
Salford City Council,2021-07-02,1600669016,6667,0,6667,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2021-07-02,1600669017,37863.01,6310.5,31552.51,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-07-02,6003299607,637.66,28.22,609.44,Higher Broughton Salford Pharmacy,Public Health,Payts to Agencies
Salford City Council,2021-07-02,601324322,1694.22,0,1694.22,Home Office,Place Directorate,Other Prof Fees
Salford City Council,2021-07-02,1600668754,623.7,103.95,519.75,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2021-07-02,1600668147,707.88,117.98,589.9,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2021-07-02,1600668253,502.52,83.75,418.77,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-07-02,6003299582,978.57,43.62,934.95,K'S Chemist,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299609,1573.45,68.5,1504.95,Lloyds Pharmacy - Macdonald Health,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299611,1686.08,80.65,1605.43,Lloyds Pharmacy In Sainsburys,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299604,1752.92,33.95,1718.97,Lloyds Pharmacy In Sainsburys,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299608,588.79,25.9,562.89,Lloyds Pharmacy Ltd - 90 Liverpool,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299583,512.58,34.77,477.81,Lloyds Pharmacy Ltd -178 Liverpool,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299584,4182.17,186.06,3996.11,Lloyds Pharmacy Ltd-Pendleton Gatew,Public Health,Payts to Agencies
Salford City Council,2021-07-02,601324360,1579.68,0,1579.68,Ordsall Health Surgery,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299592,1652.68,73.94,1578.74,Pct Healthcare Ltd (Hodg),Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299615,533.19,23.6,509.59,Pct Healthcare Ltd (Manc),Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299616,1880.01,97.26,1782.75,Pct Healthcare Ltd (Mars),Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299595,2592.06,115.69,2476.37,Pct Healthcare Ltd (Pend),Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299590,964.17,43.29,920.88,Pct Healthcare Ltd-Coniston Avenue,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299591,704.9,31.9,673,Pct Healthcare Ltd-Ellenbrook,Public Health,Payts to Agencies
Salford City Council,2021-07-02,601324323,625,0,625,Peel Park Pink Picnic,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-02,601324324,625,0,625,Peel Park Pink Picnic,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-02,601324325,625,0,625,Peel Park Pink Picnic,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-02,601324326,625,0,625,Peel Park Pink Picnic,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-02,601324327,625,0,625,Peel Park Pink Picnic,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-02,1600669018,19194.33,0,19194.33,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-07-02,1600669020,20850,0,20850,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-07-02,1600669021,22916,0,22916,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-07-02,1600669019,26492,0,26492,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-07-02,6003299588,883.62,39.22,844.4,Queen Street Pharmacy Ltd,Public Health,Payts to Agencies
Salford City Council,2021-07-02,1600668159,509.35,84.89,424.46,Redacted Data,Place Directorate,Equipment Purchase
Salford City Council,2021-07-02,601324361,650,0,650,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-07-02,601324362,675,0,675,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-07-02,1600668086,676.3,112.72,563.58,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-07-02,6003299613,765.97,34.21,731.76,Sms Pharmacy Ltd,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299565,1141.06,22.91,1118.15,Sms Pharmacy Ltd,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299587,3022.22,134.51,2887.71,Sorrel Bank Chemist,Public Health,Payts to Agencies
Salford City Council,2021-07-02,601324359,1998.88,0,1998.88,The Gill Medical Centre,Public Health,Payts to Agencies
Salford City Council,2021-07-02,6003299597,915.28,40.13,875.15,Vincent Smith Pharmacy,Public Health,Payts to Agencies
Salford City Council,2021-07-05,1600669035,734.4,0,734.4,Abiility Smart Limited,People (Childrens) Service Group,Training of Staff
Salford City Council,2021-07-05,1600669042,979.72,0,979.72,Access To Music Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-05,1600669090,909.48,151.58,757.9,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2021-07-05,1600669088,6190.8,1031.8,5159,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2021-07-05,1600669050,558,93,465,Aqua Clenz,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-07-05,601324460,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2021-07-05,601324474,825,0,825,Brighter Futures,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-05,601324473,1925,0,1925,Brighter Futures,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-05,1600669036,938,0,938,Bury Soft Furnishings,Place Directorate,Equipment Purchase
Salford City Council,2021-07-05,1600669037,595,0,595,Concordia Education & Training Llp,People (Childrens) Service Group,Training of Others
Salford City Council,2021-07-05,1600669061,1058.4,176.4,882,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-07-05,601324472,3840,640,3200,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-05,601324481,2809,0,2809,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-05,1600669028,1392,232,1160,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-07-05,1600669031,4464,744,3720,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-07-05,1600669029,4752,792,3960,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-07-05,1600669027,5184,864,4320,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-07-05,601324374,902.34,150.39,751.95,Imserv Europe Ltd,People (Childrens) Service Group,Electricity
Salford City Council,2021-07-05,601324393,2916,486,2430,Imserv Europe Ltd,People (Childrens) Service Group,Electricity
Salford City Council,2021-07-05,601324470,1124.98,187.5,937.48,Initial Medical Supplies Ltd,Public Health,Refuse Disposal
Salford City Council,2021-07-05,601324463,2715,0,2715,Irlam & Cadishead Academy,People (Adults) - CHSC,Food and refreshment
Salford City Council,2021-07-05,601324478,1075,0,1075,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-05,1600669056,912,152,760,Ornate Interiors Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-07-05,601324462,6594,0,6594,Pcc For Greater Manchester,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-05,1600669038,3840,640,3200,Power Data Associates Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2021-07-05,1600669084,1939.5,0,1939.5,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-05,601324399,850,0,850,Redacted Data,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-05,601324397,768,0,768,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-05,1600669055,967.44,161.24,806.2,Security Dynamics (Europe) Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-07-05,1600669034,6000,0,6000,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-07-05,1600669059,3018,503,2515,Spectra Security,Place Directorate,XXXXX SECURITY SYS R
Salford City Council,2021-07-05,601324400,777.6,129.6,648,Sublime Science Limited,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2021-07-05,601324464,1250,0,1250,The Staff College,People (Childrens) Service Group,Subscriptions
Salford City Council,2021-07-05,1600668759,8427.6,1404.6,7023,Willmott Dixon Construction Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-07-06,1600669247,7110,0,7110,Access Sport Bmx Cic,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-07-06,601324640,4824.36,0,4824.36,Accident Assistance Services,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-07-06,1600667173,7854,1309,6545,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2021-07-06,1600669203,2568,0,2568,Arriva North West Plc,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2021-07-06,1600669245,764.78,127.46,637.32,Beesley & Fildes Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-07-06,601324500,809.49,0,809.49,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-07-06,601324494,845.09,0,845.09,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-07-06,601324495,968.62,0,968.62,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-07-06,601324493,1168.07,0,1168.07,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-07-06,601324492,1176.35,0,1176.35,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-07-06,601324482,14462.19,2427.03,12035.16,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2021-07-06,1600669223,5427,904.5,4522.5,Burgess Security Systems Ltd,People (Childrens) Service Group,XXXXX SECURITY SYS R
Salford City Council,2021-07-06,1600668978,18210,0,18210,Buymemedia,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-07-06,601324680,576,96,480,Centre For Civil Society Ltd,Service Reform (Corp Bus & Transform),Subscriptions
Salford City Council,2021-07-06,1600669135,6960,1160,5800,Cheshire Turf Machinery Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-07-06,1600669250,35838,5973,29865,Ci Electrics Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-07-06,1600669191,512.71,85.45,427.26,Click Fire & Security Ltd,Place Directorate,UV Light/Fire
Salford City Council,2021-07-06,1600669252,3211.77,535.29,2676.48,Click Fire & Security Ltd,Place Directorate,UV Light/Fire
Salford City Council,2021-07-06,1600669193,17514.04,2919,14595.04,Click Fire & Security Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-07-06,1600669251,3309.6,551.6,2758,Dwf Llp - Manchester,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-07-06,1600669124,9822.48,0,9822.48,Expanse Group Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669154,533.28,88.88,444.4,F. R. Sharrock Limited,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2021-07-06,1600669149,699.43,116.57,582.86,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2021-07-06,1600669158,957.65,159.61,798.04,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2021-07-06,1600669249,1550.36,258.4,1291.96,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2021-07-06,1600669233,2409.26,401.54,2007.72,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2021-07-06,1600669210,15360,0,15360,Foundation 92,People (Adults) - CHSC,Grants
Salford City Council,2021-07-06,1600669273,2640,440,2200,Good Sense (Conflict Resolution)Training,People (Childrens) Service Group,Training expenses
Salford City Council,2021-07-06,1600669098,1680,280,1400,Griffin Care Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2021-07-06,1600669097,937.2,0,937.2,Lancashire County Council,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669116,5955.5,0,5955.5,Loreto Sixth Form College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,601324642,1693.76,0,1693.76,Lyons Davidson Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-07-06,601324486,1100,0,1100,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669146,3850,0,3850,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669147,884.7,147.45,737.25,Metric Group Limited,Place Directorate,Prog Maint & Works
Salford City Council,2021-07-06,601324663,513.6,85.6,428,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669163,2148,358,1790,Nps Electrical Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-07-06,1600669134,6500,0,6500,Ohr Torah Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2021-07-06,1600669220,4949.42,824.9,4124.52,Polar (N.E.) Limited,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-07-06,1600669113,1833.33,0,1833.33,Project Inc,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669246,799.01,133.17,665.84,Redacted Data,Place Directorate,Clothing & Uniforms
Salford City Council,2021-07-06,601324639,5376,0,5376,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2021-07-06,601324643,5760,0,5760,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2021-07-06,6003301808,541.16,0,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301860,542.08,0,542.08,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301843,544.8,0,544.8,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301979,567.48,0,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301881,567.68,0,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301824,588.24,0,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301934,596.4,0,596.4,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301836,610.52,0,610.52,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301804,638.64,0,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301840,660,0,660,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301816,724,0,724,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301927,809.14,0,809.14,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301800,868,0,868,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301982,993.44,0,993.44,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301790,1379,0,1379,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301856,1423.12,0,1423.12,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301847,2047.24,0,2047.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301796,2160,0,2160,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301923,2204.16,0,2204.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,6003301875,2208,0,2208,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-07-06,1600669121,800,0,800,Redacted Data,People (Childrens) Service Group,Training of Others
Salford City Council,2021-07-06,601324499,74879.83,12480.13,62399.7,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2021-07-06,1600669271,1140,190,950,Safeplay Ps Ltd T/A Fearless Ramps,Place Directorate,Materials
Salford City Council,2021-07-06,601324677,1351503.6,225250.6,1126253,Salford Community Leisure Ltd,Place Directorate,SCL management fee
Salford City Council,2021-07-06,601324487,762.6,127.1,635.5,Sedgwick International Uk,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-07-06,1600669216,4683.6,780.6,3903,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-07-06,1600669186,2685.6,447.6,2238,T/A Vizwear Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-07-06,1600669189,1405.44,234.24,1171.2,T/A Vizwear Ltd,Place Directorate,XXXXX PRICE DIFF VMS
Salford City Council,2021-07-06,1600669167,1600,0,1600,Tameside Mbc,Place Directorate,Other Prof Fees
Salford City Council,2021-07-06,1600669136,540,0,540,The Urban Fitness Collective,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-06,1600669105,1137.6,0,1137.6,Trafford Mbc,Place Directorate,Other Prof Fees
Salford City Council,2021-07-06,601324484,7732.14,1288.69,6443.45,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2021-07-06,1600669108,1605.4,267.57,1337.83,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-07-06,1600669185,1960.06,326.68,1633.38,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-07-06,1600669107,6048.4,1008.07,5040.33,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-07-06,1600669188,9960.99,1659.2,8301.79,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-07-06,1600669173,4042.44,0,4042.44,Wigan Council,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669171,4964.4,0,4964.4,Wigan Council,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669175,6775.4,0,6775.4,Wigan Council,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,1600669172,8464.51,0,8464.51,Wigan Council,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-07-06,601324645,685,0,685,Wingate Electrical Plc,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-06,601324673,5000,0,5000,Yorkshire Adoption Agency Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-07-07,6003303195,1681.84,0,1681.84,Adobe Acropro Subs,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,2021-07-07,1600669457,10239,1706.5,8532.5,Aecom Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-07-07,6003303038,4305,0,4305,Albert View Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,2021-07-07,1600669328,525.36,87.56,437.8,Alliance Disposables Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-07-07,601324755,1675.2,279.2,1396,Andrew Horner & Son Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2021-07-07,6003303233,1025.54,0,1025.54,Bettaveg,Place Directorate,Food and refreshments
Salford City Council,2021-07-07,1600669434,8367.4,1394.57,6972.83,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
