Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-08-03,1600669586,810,135,675,Associated Cleaning Contractors Ltd,Place Directorate,Cleaning Services
Salford City Council,2021-08-03,1600671441,637.92,106.32,531.6,Bilway Marine Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-08-03,1600670245,703.8,117.3,586.5,Burgess Security Systems Ltd,Place Directorate,XXXXX SECURITY SYS R
Salford City Council,2021-08-03,1600669527,3342,557,2785,C. Masters Decorators Ltd,People (Childrens) Service Group,UV Day to Day
Salford City Council,2021-08-03,601327089,4157.21,0,4157.21,Chatsworth High School & Community,People (Childrens) Service Group,Maternity Supply
Salford City Council,2021-08-03,1600669401,2227.8,371.3,1856.5,Click Fire & Security Ltd - 24 Acco,Place Directorate,UV Light/Fire
Salford City Council,2021-08-03,1600671390,6000,1000,5000,Community First Partnership Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-08-03,1600671456,5012.24,835.37,4176.87,Day Architectural Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-08-03,1600670695,51661.13,8610.19,43050.94,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2021-08-03,1600670040,74025.01,12337.5,61687.51,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-03,1600671442,2160,360,1800,Essential Mediation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-03,601327053,576,96,480,Eurobox (Manchester) Ltd,Place Directorate,Food and refreshment
Salford City Council,2021-08-03,601327103,1209.6,57.6,1152,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-08-03,601327104,1719.9,81.9,1638,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-08-03,1600669823,520.32,86.72,433.6,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2021-08-03,1600670767,913.63,152.27,761.36,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-08-03,601327094,1875,0,1875,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-03,601327095,2500,0,2500,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-03,601327096,2250,0,2250,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-03,1600671388,540,90,450,M & A Brown (Engravers) Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-08-03,1600671452,884.7,147.45,737.25,Metric Group Limited,Place Directorate,Prog Maint & Works
Salford City Council,2021-08-03,1600671357,1250,0,1250,Monton Unitarian Church,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-08-03,601327052,2773.57,462.26,2311.31,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),Agnc Rec Hlth Auth
Salford City Council,2021-08-03,1600671005,13479.6,2246.6,11233,One Agency Media Limited,Place Directorate,Other Prof Fees
Salford City Council,2021-08-03,1600669727,540.16,90.03,450.13,Otis Limited,Place Directorate,UV Lift Maint
Salford City Council,2021-08-03,1600671383,1920,320,1600,Pos Enterprises Ltd,Place Directorate,Other Prof Fees
Salford City Council,2021-08-03,6003321758,541.16,0,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321816,542.08,0,542.08,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321796,544.8,0,544.8,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321956,567.48,0,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321840,567.68,0,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321775,588.24,0,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321905,596.4,0,596.4,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321788,610.52,0,610.52,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321754,638.64,0,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321793,660,0,660,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321766,724,0,724,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321750,868,0,868,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321959,993.44,0,993.44,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321740,1379,0,1379,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321812,1423.12,0,1423.12,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321799,2047.24,0,2047.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321744,2160,0,2160,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321892,2204.16,0,2204.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,6003321832,2208,0,2208,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2021-08-03,1600669231,1182,197,985,Richard L Thomas Associates Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-08-03,1600669505,7665.97,1277.66,6388.31,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2021-08-03,1600671451,4800,0,4800,Salford City Red Devils Foundation,People (Adults) - CHSC,Grants
Salford City Council,2021-08-03,1600670689,707.33,117.89,589.44,Schofield & Sons,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-08-03,1600670610,502.24,83.7,418.54,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600669490,557.42,92.9,464.52,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600669736,2065.44,344.24,1721.2,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600670685,2338.04,389.67,1948.37,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600669306,725.76,120.96,604.8,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600670686,884.16,147.36,736.8,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600669296,968.4,161.4,807,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),UV Day to Day
Salford City Council,2021-08-03,1600669308,2592,432,2160,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600669744,2766,461,2305,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-08-03,1600671378,720,120,600,Survey Operations Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-03,1600671380,600,0,600,Tackling Track Safety Project Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-03,601327098,1500,0,1500,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-03,601327097,2188,0,2188,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-03,1600671437,2073.1,345.52,1727.58,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-08-03,1600671436,4288.7,714.78,3573.92,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-08-04,601327188,586.17,0,586.17,Ateres Elisheva Daycare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,1600669464,1708.32,284.72,1423.6,Banner Group Ltd,People (Childrens) Service Group,Stationery
Salford City Council,2021-08-04,601327189,2750.49,0,2750.49,Beis Ruchel Girls School Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327190,751.5,0,751.5,Belz Cheider Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327191,789.07,0,789.07,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,1600671463,945,157.5,787.5,Causeway Technologies Ltd,Place Directorate,Computer Software
Salford City Council,2021-08-04,601327207,901.8,0,901.8,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327114,614.29,102.38,511.91,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-04,601327158,39751.31,5406.49,34344.82,Gazprom Energy,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2021-08-04,601327255,1500,0,1500,Genting Casinos Uk Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-08-04,601327256,1500,0,1500,Genting Casinos Uk Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-08-04,601327195,526.05,0,526.05,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327201,2389.77,0,2389.77,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327202,6087.15,0,6087.15,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327206,601.2,0,601.2,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327208,961.92,0,961.92,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327210,1713.42,0,1713.42,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327203,526.05,0,526.05,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327212,2795.58,0,2795.58,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327122,1825.2,4.2,1821,Redacted Data,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,601327125,2212.68,217.11,1995.57,Redacted Data,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,601327126,3000,500,2500,Redacted Data,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,601327123,4230,705,3525,Redacted Data,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,601327124,12684.19,2114.03,10570.16,Redacted Data,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,601327193,526.05,0,526.05,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327213,526.05,0,526.05,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327194,1052.1,0,1052.1,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,6003321898,542.6,0,542.6,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321880,548.4,0,548.4,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321756,597.6,0,597.6,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321801,840,0,840,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321749,932,0,932,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321850,1096.4,0,1096.4,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321926,1366.6,0,1366.6,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321854,1508.8,0,1508.8,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,6003321833,3060.92,0,3060.92,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2021-08-04,601327156,60629.13,10104.99,50524.14,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2021-08-04,601327157,126061.15,21010.28,105050.87,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2021-08-04,1600671464,662567,0,662567,Salford Community Leisure Ltd,Place Directorate,Grants
Salford City Council,2021-08-04,1600671131,213482.74,0,213482.74,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,1600671133,226879.37,0,226879.37,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,1600671130,797297.02,0,797297.02,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-04,601327216,876.25,0,876.25,Sylvan House Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327196,1803.6,0,1803.6,T/A Holyrood Day Nursery - Media City,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,6003321811,19368.64,0,19368.64,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2021-08-04,601327217,601.2,0,601.2,The Stables Day Nursery Monton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,1600669771,33085,0,33085,Trafford Mbc,Public Health,Payts to Agencies
Salford City Council,2021-08-04,601327219,541.08,0,541.08,Unicorn Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327220,601.2,0,601.2,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327253,1000,0,1000,Webbers Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-08-04,601327254,1000,0,1000,Webbers Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-08-04,601327221,3156.3,0,3156.3,Welcome Nurseries @ Little Hulton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,601327222,616.23,0,616.23,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-04,1600671468,882.56,147.09,735.47,Xma Ltd,Public Health,Cmputer Eqt purchase
Salford City Council,2021-08-04,1600671469,882.56,147.09,735.47,Xma Ltd,Public Health,Cmputer Eqt purchase
Salford City Council,2021-08-04,1600671466,2647.69,441.28,2206.41,Xma Ltd,People (Adults) - CHSC,Cmputer Eqt purchase
Salford City Council,2021-08-04,1600671467,3530.26,588.38,2941.88,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-08-05,1600671545,15297.6,2549.6,12748,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-05,1600671475,1350,0,1350,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-05,1600670438,11984.3,1997.38,9986.92,City Fibre Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-05,1600671473,26870.4,4478.4,22392,Costar,Place Directorate,IT  Licence Fee
Salford City Council,2021-08-05,601327275,5909.6,0,5909.6,Creative Support Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2021-08-05,1600670935,38754,0,38754,Daisy Club Ltd,People (Adults) - CHSC,Grants
Salford City Council,2021-08-05,601327271,584.05,97.34,486.71,Dandara Living Manchester (A) Lp,Place Directorate,Servicing
Salford City Council,2021-08-05,1600671477,800,0,800,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2021-08-05,1600671541,1000,0,1000,Greater Manchester Combined,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-05,1600671539,3080,0,3080,Greater Manchester Combined,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-05,1600671538,4650,0,4650,Greater Manchester Combined,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-05,1600671540,1326.14,0,1326.14,Greater Manchester Combined,Public Health,Payts to Agencies
Salford City Council,2021-08-05,1600671537,35400.59,5900.1,29500.49,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-05,1600671498,9000,1500,7500,Ing Media Ltd,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-08-05,1600671518,1574.4,262.4,1312,Ingenitech Ltd,Place Directorate,Contractors
Salford City Council,2021-08-05,1600671520,672,112,560,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-08-05,1600671508,10000,0,10000,Majic Sport And H&H Family Centre,People (Adults) - CHSC,Grants
Salford City Council,2021-08-05,1600671491,2000,0,2000,Nisai Virtual Academy Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-08-05,601327277,5391.58,898.6,4492.98,Office Needs Direct (Uk) Limited,People (Childrens) Service Group,Leisure Activity
Salford City Council,2021-08-05,601327274,7065.16,1177.53,5887.63,Office Needs Direct (Uk) Limited,People (Childrens) Service Group,Leisure Activity
Salford City Council,2021-08-05,1600671513,1050,0,1050,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2021-08-05,1600671517,1500,0,1500,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2021-08-05,601327268,2200,0,2200,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-08-05,1600671516,918,153,765,Rigby Taylor Ltd,Place Directorate,Contractors
Salford City Council,2021-08-05,1600671523,9882.92,0,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2021-08-05,1600671526,9882.92,0,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2021-08-05,1600671496,840,140,700,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2021-08-05,1600670246,477206,0,477206,Salford Royal Nhs Foundation Trust,Public Health,Payts to Agencies
Salford City Council,2021-08-05,1600671470,18627.37,3104.56,15522.81,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-05,1600671514,600,100,500,Small Steps Consultation Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-08-05,1600671497,2148,358,1790,Small Steps Consultation Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-08-05,1600671544,3401.93,0,3401.93,The Trafford College Group,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-08-05,1600671510,684,114,570,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2021-08-05,601327263,2766.96,0,2766.96,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-08-05,601327262,12071.06,0,12071.06,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-08-05,601327266,10476,0,10476,Your Law,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-08-06,1600671318,15297.6,2549.6,12748,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-06,1600671006,20297.34,3382.89,16914.45,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-06,1600670783,24165.02,4027.5,20137.52,Aecom Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-06,1600671548,810,135,675,Andrew Jenner Ltd. T/As Rcd Leaflet,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-08-06,1600670940,12000,2000,10000,Associated Network Solutions Group,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2021-08-06,1600671580,1887.42,314.57,1572.85,Baker Consultants,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-08-06,601328178,836.55,0,836.55,Beis Ruchel Girls School Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-06,601328179,1575.6,0,1575.6,Belz Cheider Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-06,1600671253,17640,2940,14700,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-06,1600670786,10623.9,0,10623.9,Brentwood High School & Community,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2021-08-06,601328224,4502,0,4502,Broadoak Cp School,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-08-06,601328148,585,0,585,Care Chiefs,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-06,1600671208,16800,2800,14000,Cheshire Turf Machinery Ltd,Service Reform (Corp Bus & Transform),Pay to Ctrs-Landscap
Salford City Council,2021-08-06,1600671560,658.6,109.76,548.84,Click Fire & Security Ltd - 24 Acco,Place Directorate,UV Day to Day
Salford City Council,2021-08-06,601328163,1170,0,1170,Clk Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-06,1600671567,1036.8,172.8,864,Dwf Llp - Manchester,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-08-06,1600671578,1107.24,184.54,922.7,Esendex Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2021-08-06,601328182,764.25,0,764.25,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-06,601328183,1575.6,0,1575.6,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-06,601328149,975,0,975,Fledglings (Irlam) Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-06,601328154,585,0,585,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-06,601328155,585,0,585,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-08-06,601328192,842.4,0,842.4,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-08-06,1600671040,46981.41,7830.23,39151.18,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-08-06,1600671041,46981.41,7830.23,39151.18,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-08-06,1600671044,46981.41,7830.23,39151.18,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-08-06,1600671045,46981.41,7830.23,39151.18,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-08-06,1600671046,46981.41,7830.23,39151.18,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-08-06,601325304,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325334,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601327135,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601327139,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601327149,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601327141,579.16,96.53,482.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325323,672.07,112.01,560.06,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325321,700.08,116.68,583.4,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601327148,700.08,116.68,583.4,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325324,728.62,121.44,607.18,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325320,732.6,122.1,610.5,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601327146,923.38,153.9,769.48,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325331,1023.16,170.53,852.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325316,1052.48,175.41,877.07,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325332,1060.75,176.79,883.96,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325329,1137.07,189.51,947.56,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601325333,1165.21,194.2,971.01,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-08-06,601327151,1217.4,202.9,1014.5,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
