Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2018-08-02,1600611382,30694,5115.67,25578.33,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2018-08-02,1600610108,740.88,123.48,617.4,Chubb Fire & Security Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-08-02,601223746,1343,0,1343,Alexander Care,People (Adults) - CHSC,Rents
Salford City Council,2018-08-02,1600611069,1275.84,0,1275.84,Autism Initiatives,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-02,1600610822,1531,0,1531,Autism Initiatives,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-02,1600610604,903,0,903,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-02,1600610602,7980,0,7980,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-02,1600611022,2000,0,2000,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-02,1600610355,2950,0,2950,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents
Salford City Council,2018-08-02,1600611330,720,120,600,F. R. Sharrock Limited,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-08-02,1600611329,2520,420,2100,F. R. Sharrock Limited,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-08-02,1600610984,34680,5780,28900,Languard Ltd,Place Directorate,Contractors
Salford City Council,2018-08-02,1600610823,838.8,139.8,699,Amenity Horticultural Services Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2018-08-02,1600610983,679.96,113.33,566.63,Apem Ltd,Place Directorate,Building Rep & Maint
Salford City Council,2018-08-02,1600610982,5919.3,986.55,4932.75,Apem Ltd,Place Directorate,Electricity
Salford City Council,2018-08-02,601223698,3375.84,0,3375.84,Admiral Law,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-02,qhetkijps,506.4,84.4,422,Contact Photographic,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2018-08-03,601223797,59796.66,9966.17,49830.49,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-08-03,601223796,66170.64,11028.48,55142.16,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-08-03,601223795,73391.45,12232.07,61159.38,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-08-03,601223770,1500,0,1500,Assoc Of Indpdt Lscb Chairs Ltd,Capital Expenditure,Cash Reconciliation
Salford City Council,2018-08-03,1600610432,117212.94,19535.49,97677.45,Laing O'Rourke Construction North,Capital Expenditure,External Fees-Other
Salford City Council,2018-08-03,1600610242,3453.84,575.64,2878.2,Manchester City Council,Capital Expenditure,External Fees-Other
Salford City Council,2018-08-03,1600610413,36347.82,6057.97,30289.85,John Turner Construction Group Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-03,1600610606,96699.7,16116.62,80583.08,Laing O'Rourke Construction North,Capital Expenditure,Works & Building
Salford City Council,2018-08-03,1600611096,648,108,540,Fools Paradise Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-08-03,1600611097,2010,335,1675,Fools Paradise Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-08-03,1600611104,985,0,985,One69A Manchester Creative Educatio,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-08-03,1600611138,27400,4566.67,22833.33,The Lowry Centre Trust,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-08-03,1600608630,4326.39,721.06,3605.33,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-08-03,1600610103,4326.39,721.06,3605.33,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-08-03,1600610676,11787.6,1964.6,9823,Broxap Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-08-03,1600611335,41630,0,41630,Healthwatch Salford,People (Adults) - CHSC,Payts to Agencies
Salford City Council,2018-08-03,1600610710,1300,0,1300,Mhfa England Cic,People (Adults) - CHSC,Training expenses
Salford City Council,2018-08-03,2205006214,6114015.17,0,6114015.17,NHS CCG,People (Adults) - CHSC,Payts to HA
Salford City Council,2018-08-03,601223724,585.6,97.6,488,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-03,601223723,514.04,85.67,428.37,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-03,601223725,549.6,91.6,458,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-03,601223721,585.6,97.6,488,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-03,601223720,1939.63,323.27,1616.36,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-03,1600610903,582.9,97.15,485.75,Salford Supply Desk Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-03,601223730,2625.1,437.52,2187.58,Salford Supply Desk Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-03,601223534,646.02,107.67,538.35,Tradewind Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-03,601223535,646.02,107.67,538.35,Tradewind Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-03,601223709,2050,0,2050,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-08-03,601223708,2400,0,2400,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-08-03,601223393,576,96,480,Cartridge Care Ltd,People (Childrens) Service Group,Computer Consumables
Salford City Council,2018-08-03,1600610776,1200,0,1200,Bizziekids,People (Childrens) Service Group,Hire of Facilities
Salford City Council,2018-08-03,601223778,4753.67,0,4753.67,Birtenshaw Hall,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-03,601223773,21825,0,21825,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-03,601223771,19194,0,19194,Witherslack Group,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-03,1600611514,2000,0,2000,Child Safety Media Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-03,601223395,725,0,725,Manchester City Council,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-03,601223788,538.35,0,538.35,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-08-03,601223782,73167,0,73167,Aim Habonim-Nursery,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-03,601223783,79055,0,79055,Aim Habonim-Nursery,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-03,601223781,84944,0,84944,Aim Habonim-Nursery,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-03,601223776,14082,0,14082,Loreto Sixth Form College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-03,601223777,14082,0,14082,Loreto Sixth Form College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-03,1600610718,4680,780,3900,One Education,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-03,601223780,8860,0,8860,Salford City College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-03,601223769,1093.39,182.23,911.16,Kone Plc,People (Childrens) Service Group,Rechargeable R & Mnt
Salford City Council,2018-08-03,601222244,2550,0,2550,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2018-08-03,1600611362,630,0,630,Lancashire County Council,People (Childrens) Service Group,Training expenses
Salford City Council,2018-08-03,1600610712,855,0,855,Lancashire County Council,People (Childrens) Service Group,Training expenses
Salford City Council,2018-08-03,1600610713,1035,0,1035,Lancashire County Council,People (Childrens) Service Group,Training expenses
Salford City Council,2018-08-03,1600610631,778.05,0,778.05,First Group Plc,People (Childrens) Service Group,Travel Expenses
Salford City Council,2018-08-03,1600611111,33100,5516.67,27583.33,The Lowry Centre Trust,Place Directorate,SCL management fee
Salford City Council,2018-08-03,1600610527,4284,714,3570,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-08-03,1600610529,4284,714,3570,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-08-03,lmbxsettt,573.6,95.6,478,A Venning Ltd,Place Directorate,Delegated kitchen formula
Salford City Council,2018-08-03,1600611107,22800,3800.01,18999.99,F. R. Sharrock Limited,Place Directorate,Equipment Purchase
Salford City Council,2018-08-03,1600610702,537.6,89.6,448,T/A Tudor Environmental,Place Directorate,Equipment Purchase
Salford City Council,2018-08-03,1600610701,1118.84,186.47,932.37,T/A Tudor Environmental,Place Directorate,Equipment Purchase
Salford City Council,2018-08-03,1600611026,936,156,780,Vale Engineerring (York) Ltd,Place Directorate,Training expenses
Salford City Council,2018-08-03,1600608650,561.6,93.6,468,Rbs Invoice Finance Limited,Place Directorate,Equipment Repair
Salford City Council,2018-08-03,1600610241,513.36,85.56,427.8,Parkeon Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2018-08-03,1600610861,786.35,131.06,655.29,Vanguard Storage Services Ltd,Place Directorate,Removal Expenses
Salford City Council,2018-08-03,1600605149,812.56,135.43,677.13,Vanguard Storage Services Ltd,Place Directorate,Removal Expenses
Salford City Council,2018-08-03,1600609089,812.56,135.43,677.13,Vanguard Storage Services Ltd,Place Directorate,Removal Expenses
Salford City Council,2018-08-03,1600610827,509.4,84.9,424.5,Churches Fire Security Ltd,Place Directorate,UV Light/Fire
Salford City Council,2018-08-03,601223765,2250,0,2250,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-03,601223786,7647,0,7647,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-03,601223785,17250,0,17250,Ramsey Robinson,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-03,601223784,1486.75,0,1486.75,Rsa Motability,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-03,601223793,3000,0,3000,Scott Rees & Co,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-03,601223766,1188,0,1188,Signage Systems Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-03,601223531,2932.36,488.73,2443.63,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2018-08-03,601223731,7362.52,1227.09,6135.43,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2018-08-03,601222906,642,0,642,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2018-08-03,qqqhcfpjq,959.97,0,959.97,Bt Business Direct Ltd,Service Reform (Corp Bus & Transform),Purchase of Computer Equipment
Salford City Council,2018-08-06,1600610630,30600,5100,25500,Cyclehoop Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2018-08-06,1600610970,20569.07,3428.18,17140.89,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-06,601223808,764.98,127.5,637.48,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223811,776.16,129.36,646.8,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223817,1045.5,174.25,871.25,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223812,1157,192.83,964.17,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223820,1163.86,193.98,969.88,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223809,1291.33,215.22,1076.11,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223821,1291.39,215.23,1076.16,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223822,1303.5,217.25,1086.25,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223813,1348.14,224.69,1123.45,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223819,1454.98,242.5,1212.48,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-06,601223835,1546.5,0,1546.5,Alexander Care,People (Adults) - CHSC,Rents
Salford City Council,2018-08-06,601223732,880,0,880,Barton Cleaning Services Ltd,People (Adults) - CHSC,Water
Salford City Council,2018-08-06,601223827,627,104.5,522.5,Guardian Selection Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-06,601223801,1220.34,203.39,1016.95,Just Teachers Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-06,601223800,579.84,96.64,483.2,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-06,601223798,674.06,112.34,561.72,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-06,601223799,724.8,120.8,604,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-06,1600611389,745.66,124.28,621.38,Rm Education Plc,People (Childrens) Service Group,Computer Equipment
Salford City Council,2018-08-06,1600608552,500.52,83.42,417.1,G Jones Builders Ltd,People (Childrens) Service Group,Dev Servs Day to Day
Salford City Council,2018-08-06,1600608905,518.4,2.4,516,Early Intervention Wales Training,People (Childrens) Service Group,Equipment for Staff
Salford City Council,2018-08-06,1600610270,1020,170,850,Schofield & Sons Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2018-08-06,1600609780,8230.96,1371.83,6859.13,Exclusec Security Solutions Ltd,People (Childrens) Service Group,Manned Security Serv
Salford City Council,2018-08-06,1600605788,9364.96,1560.83,7804.13,Exclusec Security Solutions Ltd,People (Childrens) Service Group,Manned Security Serv
Salford City Council,2018-08-06,1600611591,504.6,84.1,420.5,Salford Supply Desk Ltd,People (Childrens) Service Group,Nursery Supply-Basic
Salford City Council,2018-08-06,601223829,2544.5,0,2544.5,Barnardos North West,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-06,601223500,725,0,725,Manchester City Council,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-06,601223803,725,0,725,Manchester City Council,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-06,1600610852,1925.28,0,1925.28,Adullam Homes Housing Assoc Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-06,1600611458,8681.87,0,8681.87,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611538,538.8,89.8,449,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611459,4940.46,823.41,4117.05,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611457,10418.24,1736.37,8681.87,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611547,39336.83,0,39336.83,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611539,505.2,84.2,421,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611542,561.6,93.6,468,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611543,1140,190,950,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611548,20049.66,3341.61,16708.05,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,1600611546,47204.2,7867.37,39336.83,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-06,nccnfmvtq,645,129,516,Travel Republic Ltd,People (Childrens) Service Group,Staff Travel
Salford City Council,2018-08-06,1600611392,6845,0,6845,Myerscough College,People (Childrens) Service Group,Training expenses
Salford City Council,2018-08-06,1600610102,1738.8,289.8,1449,Security Plus Ltd,Place Directorate,Cash in Transit Serv
Salford City Council,2018-08-06,1600609629,650.63,108.45,542.18,Alliance Disposables Ltd,Place Directorate,Catering Materials
Salford City Council,2018-08-06,fczhjbtna,516,86,430,A Venning Ltd,Place Directorate,Delegated kitchen formula
Salford City Council,2018-08-06,ilvniprsy,1046.4,174.4,872,A Venning Ltd,Place Directorate,Delegated kitchen formula
Salford City Council,2018-08-06,601223882,601.16,0,601.16,Grosvenor Road Primary School,Place Directorate,Equipment Purchase
Salford City Council,2018-08-06,601223871,600,0,600,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2018-08-06,pvtdciccf,508,101.6,406.4,Appliance World,Place Directorate,Equipment Purchase
Salford City Council,2018-08-06,1600611545,18300,3050,15250,Quorum Estates Pension Fund Ltd,Place Directorate,Rents
Salford City Council,2018-08-06,1600610230,705.6,117.6,588,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2018-08-06,601223880,2200.5,0,2200.5,BOC Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-06,601223888,10680.85,0,10680.85,Ramsey Robinson,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-06,1600606624,678,113,565,Eco Air Control Ltd,Service Reform (Corp Bus & Transform),Equipment Maint'ce
Salford City Council,2018-08-06,1600610459,1208.64,201.44,1007.2,Eco Air Control Ltd,Service Reform (Corp Bus & Transform),Equipment Maint'ce
Salford City Council,2018-08-06,1600611354,652.3,108.72,543.58,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-08-06,1600611355,1426.72,237.79,1188.93,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-08-06,1600611356,3781.21,630.2,3151.01,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-08-07,1600611614,1584,264,1320,Pictorial Meadows Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2018-08-07,601223985,4489.5,748.25,3741.25,Language Empire Limited,Capital Expenditure,Translation services
Salford City Council,2018-08-07,601223984,47480.05,7913.34,39566.71,Language Empire Limited,Capital Expenditure,Translation services
Salford City Council,2018-08-07,601223914,27060,0,27060,Salford Royal Nhs Foundation Trust,Capital Expenditure,Unidentified Income
Salford City Council,2018-08-07,1600611613,1148.2,191.37,956.83,British Telecommunications Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2018-08-07,601223956,710,0,710,Paypoint Plc,People (Adults) - CHSC,Premises Insurance
Salford City Council,2018-08-07,601223957,740,0,740,Paypoint Plc,People (Adults) - CHSC,Premises Insurance
Salford City Council,2018-08-07,1600610755,573.74,95.62,478.12,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600610765,976.98,162.83,814.15,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611632,908.82,151.47,757.35,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611634,908.82,151.47,757.35,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223896,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611636,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611637,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611651,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611652,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611633,1514.7,252.45,1262.25,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223898,1533.86,255.64,1278.22,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600611635,1537.38,256.23,1281.15,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223895,1538.78,256.46,1282.32,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223900,1538.78,256.46,1282.32,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223894,1543.64,257.27,1286.37,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223897,1545.8,257.63,1288.17,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223899,1558.22,259.7,1298.52,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,601223743,690,115,575,Prospero Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-07,1600610838,1119.6,186.6,933,Posturite (Uk) Limited,People (Childrens) Service Group,Furniture
Salford City Council,2018-08-07,6002597868,526.04,0,526.04,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597806,541.16,0,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597786,551.28,0,551.28,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597793,553.52,0,553.52,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597951,567.48,0,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597898,567.68,0,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597858,570.16,0,570.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597821,588.24,0,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597803,638.64,0,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597846,660,0,660,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597894,680.64,0,680.64,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597960,709.08,0,709.08,Redacted Data,People (Childrens) Service Group,Payt to care clients
