Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-03-01,1600662446,5750.00,0.00,5750.00,Greater Manchester Combined,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-03-01,601307466,1000.00,0.00,1000.00,Habonim Nursery,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,1600662467,2400.00,400.00,2000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-03-01,1600661273,672.00,112.00,560.00,J Fletcher Engineers Ltd,Place Directorate,UV Oil/Gas
Salford City Council,2021-03-01,601307472,750.00,0.00,750.00,Kerem Shloime Ltd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307475,750.00,0.00,750.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307473,1500.00,0.00,1500.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307477,750.00,0.00,750.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307479,7500.00,0.00,7500.00,Little People Day Nursery,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,1600662037,-10785.21,0.00,-10785.21,Melland High School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-03-01,1600662046,10785.21,0.00,10785.21,Melland High School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-03-01,1600662028,43698.00,0.00,43698.00,Melland High School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-03-01,601307481,1250.00,0.00,1250.00,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,1600662080,525.23,87.54,437.69,Novus Property Solutions,Place Directorate,UV Prog Rep
Salford City Council,2021-03-01,1600661880,1592.40,265.40,1327.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-03-01,601307482,750.00,0.00,750.00,Redacted Data,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307494,750.00,0.00,750.00,Redacted Data,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307508,681.45,0.00,681.45,Redacted Data,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-03-01,601307496,1440.00,240.00,1200.00,Rentokil Initial Washroom Hygience,People (Adults) - CHSC,Cleaning Services
Salford City Council,2021-03-01,1600662160,11331.60,1888.60,9443.00,Roche Audio Visual,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2021-03-01,601306668,6508.00,0.00,6508.00,Salford Community & Voluntary,Public Health,Oth Office Expenses
Salford City Council,2021-03-01,1600661971,3420.00,570.00,2850.00,Salford Schools Solutions Ltd,People (Childrens) Service Group,Legal Fees
Salford City Council,2021-03-01,1600661726,633.60,105.60,528.00,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-03-01,601307486,1250.00,0.00,1250.00,St Ambrose Young Families,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,1600661386,912.00,152.00,760.00,Sunbright Blinds Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-03-01,601307489,3750.00,0.00,3750.00,Sylvan House Day Nursery Ltd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307468,1000.00,0.00,1000.00,T/A Holly House Day Nursery,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307470,1500.00,0.00,1500.00,T/A Holyrood Day Nursery - Hope,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307471,4000.00,0.00,4000.00,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307490,6500.00,0.00,6500.00,Talmud Torah Chinuch N'Orim,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307491,2250.00,0.00,2250.00,Tashbar Academy Ltd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307493,2750.00,0.00,2750.00,Tinytots Vision Ltd,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307461,1500.00,0.00,1500.00,University Of Salford Busy Bees,People (Childrens) Service Group,Grants
Salford City Council,2021-03-01,601307495,-618.89,-103.15,-515.74,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2021-03-01,601307442,3745.75,624.29,3121.46,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2021-03-01,601307439,4001.99,667.00,3334.99,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2021-03-01,601307441,10537.49,1756.25,8781.24,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2021-03-02,601308853,2096.00,0.00,2096.00,11:11 And The Realm Rooms,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307586,700.00,0.00,700.00,110 Percent Exhibitions Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308762,2096.00,0.00,2096.00,1Mma Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308969,2096.00,0.00,2096.00,247 Wholesale Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308314,2096.00,0.00,2096.00,43Rd Boys Scout Troop,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308154,2096.00,0.00,2096.00,5220 Leisure Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308066,3143.00,0.00,3143.00,A A Fast Foods Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308716,2096.00,0.00,2096.00,A Nice Sip (Salford) Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308819,2096.00,0.00,2096.00,A.S.H Investment Properties Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308329,2096.00,0.00,2096.00,A2Z Smoking Products Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308047,3143.00,0.00,3143.00,Aanda Sports,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307575,700.00,0.00,700.00,Abc Coach Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308470,2096.00,0.00,2096.00,Abm Cafe Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309004,2096.00,0.00,2096.00,Accessories For The Home Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308348,2096.00,0.00,2096.00,Adam James Hairdressing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309025,2096.00,0.00,2096.00,Adams Gateway Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308282,2096.00,0.00,2096.00,Adele Bags Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309006,2096.00,0.00,2096.00,Adm Oldham Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309010,2096.00,0.00,2096.00,Afc Monton Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308715,2096.00,0.00,2096.00,Afm Company 2015 Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308159,2096.00,0.00,2096.00,African Hut Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308879,2096.00,0.00,2096.00,Agecroft Rowing,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308191,2096.00,0.00,2096.00,Ageing Soul,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308120,2096.00,0.00,2096.00,Ahhi Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308036,3143.00,0.00,3143.00,Airb 4 Me Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308868,2096.00,0.00,2096.00,Airhosts4U Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308872,2096.00,0.00,2096.00,Airhosts4U Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308319,2096.00,0.00,2096.00,Ajo Cafe Bar Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308261,2096.00,0.00,2096.00,Ajs Hair  Beauty And Tanning Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308630,2096.00,0.00,2096.00,Aland Cutz Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308051,3143.00,0.00,3143.00,Alaturka Foods Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309023,2096.00,0.00,2096.00,Albert View Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308814,2096.00,0.00,2096.00,Alfa Bargain And Stock Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308607,2096.00,0.00,2096.00,Alfred Fraser Bathrooms And Tiles,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308321,2096.00,0.00,2096.00,Ali Centre Car Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308056,3143.00,0.00,3143.00,All Aboard Shops Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308565,2096.00,0.00,2096.00,Allegiance Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307949,3143.00,0.00,3143.00,Am Bell T/As Victoriana,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308817,2096.00,0.00,2096.00,Amir Khadija Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308367,2096.00,0.00,2096.00,Amour Hair,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308744,2096.00,0.00,2096.00,Angel Shop Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307747,2096.00,0.00,2096.00,Anthem Tuition Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308812,2096.00,0.00,2096.00,Apl Motors Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,6003211030,5392.80,0.00,5392.80,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-03-02,601308980,2096.00,0.00,2096.00,Appliance World,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308098,3143.00,0.00,3143.00,Appliance World,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,6003210948,2996.00,0.00,2996.00,Approved Property Mana,People (Adults) - CHSC,Rents
Salford City Council,2021-03-02,601308831,2096.00,0.00,2096.00,Aram Barbers Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308837,2096.00,0.00,2096.00,Aram Barbers Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307725,667.00,0.00,667.00,Ariel Enterprises Ltd S Sodha,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307726,667.00,0.00,667.00,Ariel Enterprises Ltd S Sodha,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308962,2001.00,0.00,2001.00,Ariel Enterprises Ltd S Sodha,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308964,2096.00,0.00,2096.00,Ariel Enterprises Ltd S Sodha,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308965,2096.00,0.00,2096.00,Ariel Enterprises Ltd S Sodha,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308959,3068.86,0.00,3068.86,Ariel Enterprises Ltd S Sodha,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308963,4000.00,0.00,4000.00,Ariel Enterprises Ltd S Sodha,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308075,3143.00,0.00,3143.00,Arts Let Loose,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308215,2096.00,0.00,2096.00,Ascott Hotel,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308592,2096.00,0.00,2096.00,Ask Aesthetics Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308665,2096.00,0.00,2096.00,B And M Restaurant Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308053,3143.00,0.00,3143.00,Baggage Factory Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308813,2096.00,0.00,2096.00,Ballet Ventures Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308788,2096.00,0.00,2096.00,Balti Brasserie Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308737,2096.00,0.00,2096.00,Barakah Restaurant Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309028,2096.00,0.00,2096.00,Barker S T/A Barker Mills,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308375,2096.00,0.00,2096.00,Barnets,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307978,3143.00,0.00,3143.00,Barton Athletic Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308818,2096.00,0.00,2096.00,Barton Fireplace And Stove Centre,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308428,2096.00,0.00,2096.00,Bc Whincup Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308399,2096.00,0.00,2096.00,Beaufurnishers (M/Cr) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307996,3143.00,0.00,3143.00,Beauty Outlet Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308532,2096.00,0.00,2096.00,Bee Happy Cafe,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,1600661185,-2400.00,-400.00,-2000.00,Bha For Equality,Public Health,Payts to Agencies
Salford City Council,2021-03-02,1600660281,19075.20,3179.20,15896.00,Bha For Equality,Public Health,Payts to Agencies
Salford City Council,2021-03-02,1600659278,269415.90,44902.65,224513.25,Bha For Equality,Public Health,Payts to Agencies
Salford City Council,2021-03-02,601307735,600.00,0.00,600.00,Big Steps Childcare,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307736,1000.00,0.00,1000.00,Big Steps Childcare,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307915,4714.00,0.00,4714.00,Big Table Group Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307925,4714.00,0.00,4714.00,Big Table Group Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,1600662582,4394.52,732.42,3662.10,Bilway Marine Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-03-02,601308018,3143.00,0.00,3143.00,Black Lion Hotel Manchester Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308073,3143.00,0.00,3143.00,Blacksticks Restaurant Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308830,2096.00,0.00,2096.00,Bleemys Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307928,3143.00,0.00,3143.00,Blind Tiger Inns Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308413,2096.00,0.00,2096.00,Bliss Beauty Lounge,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308101,3143.00,0.00,3143.00,Blue Horse Mcr Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308700,2096.00,0.00,2096.00,Blue Remedy Mcr Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307994,3143.00,0.00,3143.00,Blueprint Studios Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307952,3143.00,0.00,3143.00,Bmb Clothing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307937,3143.00,0.00,3143.00,Bodega Wine Bar Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309012,2096.00,0.00,2096.00,Body And Base Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308189,2096.00,0.00,2096.00,Bodyworx,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,1600662581,5250.00,0.00,5250.00,Bolton Council,People (Childrens) Service Group,Training of Others
Salford City Council,2021-03-02,601308577,2096.00,0.00,2096.00,Boogie Knights,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308132,2096.00,0.00,2096.00,Boothstown Royal British Legion,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308063,3143.00,0.00,3143.00,Bop Trading Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308249,2096.00,0.00,2096.00,Borough Social Club Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307720,700.00,0.00,700.00,Boylesports Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307719,1500.00,0.00,1500.00,Boylesports Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307918,4714.00,0.00,4714.00,Boylesports Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308338,2096.00,0.00,2096.00,Brackley Conservative Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307989,3143.00,0.00,3143.00,Brackmans Sydney Addleman,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307743,2096.00,0.00,2096.00,Bridgewater Heritage Boat Company,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308529,2096.00,0.00,2096.00,Bridgewater Marina Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308097,3143.00,0.00,3143.00,Bridgewater Salford Amateur Boxing,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308203,2096.00,0.00,2096.00,Brierleyandknowles,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308629,2096.00,0.00,2096.00,Broadway Garden And Angling,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308623,2096.00,0.00,2096.00,Brooke Health And Beauty Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308787,2096.00,0.00,2096.00,Broughton Cricket And Rugby Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,1600662504,2794.80,465.80,2329.00,Bsi,Place Directorate,Training of Staff
Salford City Council,2021-03-02,601308242,2096.00,0.00,2096.00,Bu Unique Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308558,2096.00,0.00,2096.00,Bubbaloo Photography Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,6003211024,3261.12,0.00,3261.12,Bunk-A-Bin Limited,People (Adults) - CHSC,Equipment Repair
Salford City Council,2021-03-02,601308669,2096.00,0.00,2096.00,Burns Jewellers (Uk) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,1600662531,5514.00,919.00,4595.00,Burrell Consulting Ltd,Place Directorate,Other Prof Fees
Salford City Council,2021-03-02,601308933,2096.00,0.00,2096.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308838,2096.00,0.00,2096.00,Buyit-Wholesale.Com Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307987,3143.00,0.00,3143.00,Bwa Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308003,3143.00,0.00,3143.00,By Kaso Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308193,2096.00,0.00,2096.00,C Marshall T/A Power Cuts,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308152,2096.00,0.00,2096.00,Cadishead Pub Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308603,2096.00,0.00,2096.00,Cadishead Public Band Building,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308923,2096.00,0.00,2096.00,Cafe186,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308179,2096.00,0.00,2096.00,Cakes By P Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307580,700.00,0.00,700.00,Canal Cellars Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308411,2096.00,0.00,2096.00,Carl Allen Furnishings Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308514,2096.00,0.00,2096.00,Carolines Of Irlam Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601309029,2096.00,0.00,2096.00,Carols Florist (Manchester) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308327,2096.00,0.00,2096.00,Carpet Connection (Worsley) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307974,3143.00,0.00,3143.00,Cash Converters Yorkshire Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307871,4714.00,0.00,4714.00,Cathedral Arches Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307897,4714.00,0.00,4714.00,Cathedral Arches Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307942,3143.00,0.00,3143.00,Celtic Pub Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308658,2096.00,0.00,2096.00,Centauri Relocations Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308690,2096.00,0.00,2096.00,Centauri Relocations Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307588,700.00,0.00,700.00,Centre Gh Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308094,3143.00,0.00,3143.00,Cex Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308839,2096.00,0.00,2096.00,Ch Nutrition And Training Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308462,2096.00,0.00,2096.00,Chandos Sports And Social Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308500,2096.00,0.00,2096.00,Chantelle Aesthetics Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308639,2096.00,0.00,2096.00,Chappell And Gillott,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308643,2096.00,0.00,2096.00,Cherubim And Seraphim Movement Church,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307990,3143.00,0.00,3143.00,Cheshire Kitchen Projects Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307563,2000.00,0.00,2000.00,Child Safety Media Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-03-02,1600662540,751.92,125.32,626.60,Chipside Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-03-02,601307910,4714.00,0.00,4714.00,City Airport Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,1600662052,13800.00,2300.00,11500.00,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Electoral expenses
Salford City Council,2021-03-02,601307557,39900.00,6650.00,33250.00,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2021-03-02,601308985,2096.00,0.00,2096.00,Claire Culshaw School Of Dance,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601307762,2096.00,0.00,2096.00,Claires Pretty Petals,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308259,2096.00,0.00,2096.00,Claremont Tennis And Social Club No,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308899,2096.00,0.00,2096.00,Clarityled Led,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308300,2096.00,0.00,2096.00,Clarke Manchester Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308642,2096.00,0.00,2096.00,Clear Vapour,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308369,2096.00,0.00,2096.00,Clifton Cricket Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308701,2096.00,0.00,2096.00,Close Male Grooming (Spectrum),Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308000,3143.00,0.00,3143.00,Closetrade Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-03-02,601308210,2096.00,0.00,2096.00,Combat Fitness School,Service Reform (Corp Bus & Transform),Grants
