Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2020-09-01,601284680,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284688,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284692,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284693,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,6003096962,1379.00,0.00,1379.00,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003096968,553.52,0.00,553.52,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003096972,868.00,0.00,868.00,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003096975,638.64,0.00,638.64,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003096978,541.16,0.00,541.16,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003096985,724.00,0.00,724.00,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003096991,588.24,0.00,588.24,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097006,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097012,521.28,0.00,521.28,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097014,2047.24,0.00,2047.24,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097028,1423.12,0.00,1423.12,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097030,542.08,0.00,542.08,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097040,1620.00,0.00,1620.00,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097043,741.59,0.00,741.59,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097044,567.68,0.00,567.68,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097096,2166.08,0.00,2166.08,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097101,624.00,0.00,624.00,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097119,567.48,0.00,567.48,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,6003097122,993.44,0.00,993.44,Redacted Data,People (Childrens) Service Group,Payt To Care Clients
Salford City Council,2020-09-01,1600652600,35280.00,5880.00,29400.00,Rosehill Polymers Ltd,Place Directorate,Materials
Salford City Council,2020-09-01,1600652803,4932.28,822.05,4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-09-01,1600652804,2098.32,349.72,1748.60,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-09-01,1600652540,10380.52,0.00,10380.52,Salford City College,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-01,601284691,10000.00,0.00,10000.00,Sh Heating Solutions Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284682,25000.00,0.00,25000.00,Shape It Recruitment Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284677,25000.00,0.00,25000.00,Sim Trava Coffee Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284662,10000.00,0.00,10000.00,St Heating Services Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284606,550.00,0.00,550.00,Sure Move,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-01,601284669,10000.00,0.00,10000.00,Tandj Textiles And Hosiery Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284672,4500.00,0.00,4500.00,The Launch Project Greater Manchest,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284694,10000.00,0.00,10000.00,The Scent Factory Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-01,601284610,2355.00,0.00,2355.00,The Stables Day Nursery Limited,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-09-01,601284667,7500.00,0.00,7500.00,Wilding Industrial Services Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-09-02,1600652879,6361.75,1060.29,5301.46,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2020-09-02,601284755,610.80,101.80,509.00,Asdan,People (Childrens) Service Group,Exam Fees
Salford City Council,2020-09-02,1600652918,1539.70,256.62,1283.08,Capita Business Services Ltd,Place Directorate,Storage
Salford City Council,2020-09-02,1600652897,6000.00,1000.00,5000.00,Cmgrp Uk Ltd T/A Weber Shandwick,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2020-09-02,1600652886,15820.20,2636.70,13183.50,Gl Education Group,People (Childrens) Service Group,Materials
Salford City Council,2020-09-02,1600652924,4715.28,785.88,3929.40,Glasdon Uk Ltd,Place Directorate,Materials
Salford City Council,2020-09-02,1600652884,4935.00,822.50,4112.50,Ingenitech Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-09-02,1600652894,570.53,95.09,475.44,Instarmac,Place Directorate,Materials
Salford City Council,2020-09-02,1600652902,2094.00,349.00,1745.00,Jm Carroll Ltd,Place Directorate,Contractors
Salford City Council,2020-09-02,601284717,545.00,0.00,545.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-09-02,1600652893,1620.00,270.00,1350.00,Platt White Partnership,Place Directorate,Other Prof Fees
Salford City Council,2020-09-02,601284716,848.67,0.00,848.67,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-09-02,601284746,1152.48,0.00,1152.48,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-09-02,1600652900,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-02,6003096965,1205.60,0.00,1205.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097023,509.20,0.00,509.20,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097031,680.00,0.00,680.00,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097058,632.10,0.00,632.10,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097060,3060.92,0.00,3060.92,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097063,570.80,0.00,570.80,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097071,1548.60,0.00,1548.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097075,1196.00,0.00,1196.00,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097080,1531.80,0.00,1531.80,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097106,668.40,0.00,668.40,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097114,542.60,0.00,542.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,6003097139,1311.60,0.00,1311.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-09-02,1600652891,2400.00,400.00,2000.00,Richard L Thomas Associates Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-09-02,1600652892,570.00,95.00,475.00,Richard L Thomas Associates Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-09-02,601284715,1728.11,288.02,1440.09,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-09-02,1600652878,439206.00,0.00,439206.00,Salford Royal Nhs Foundation Trust,Public Health,Payts To Agencies
Salford City Council,2020-09-02,6003097026,13616.47,0.00,13616.47,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-09-02,1600652887,4878.42,813.07,4065.35,Tiger Communications Plc,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-09-02,1600652907,13674.00,2279.00,11395.00,Traffic Direct,Place Directorate,Materials
Salford City Council,2020-09-02,1600652914,3449.99,0.00,3449.99,Tree House Care Fostering Solutions,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-02,601284750,678.41,0.00,678.41,Water Plus Ltd,Place Directorate,Water
Salford City Council,2020-09-02,601284714,565.78,0.00,565.78,Witherslack Group Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-09-03,1600652934,5353.69,892.28,4461.41,Allpay Ltd,Service Reform (Corp Bus & Transform),Bank Commission
Salford City Council,2020-09-03,1600652552,528.00,88.00,440.00,Burgess Security Systems Ltd,Place Directorate,Security Sys R
Salford City Council,2020-09-03,1600652943,889.20,148.20,741.00,Door Repair Service  Ltd,Place Directorate,Uv Dec&Flr
Salford City Council,2020-09-03,1600652957,2160.00,360.00,1800.00,Egbert H Taylor & Co Ltd,Place Directorate,Equipment Repair
Salford City Council,2020-09-03,1600652931,695.04,115.85,579.19,F. R. Sharrock Limited,Place Directorate,Price Diff Vms
Salford City Council,2020-09-03,601284788,12771.40,0.00,12771.40,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-09-03,1600652684,824.44,137.41,687.03,Ijm Electrical Contractors Ltd,Place Directorate,Uv Day To Day
Salford City Council,2020-09-03,1600652953,3853.20,642.20,3211.00,Pitney Bowes Software Europe Ltd,Place Directorate,It  Licence Fee
Salford City Council,2020-09-03,6003099394,695.29,0.00,695.29,Redacted Data,People (Childrens) Service Group,Clienttravel Expense
Salford City Council,2020-09-03,6003099597,575.94,0.00,575.94,Redacted Data,People (Childrens) Service Group,Clienttravel Expense
Salford City Council,2020-09-03,6003099599,510.60,0.00,510.60,Redacted Data,People (Childrens) Service Group,Clienttravel Expense
Salford City Council,2020-09-03,6003099646,682.86,0.00,682.86,Redacted Data,People (Childrens) Service Group,Clienttravel Expense
Salford City Council,2020-09-03,601284782,6370.40,1061.73,5308.67,Rothwell Robinson Ltd,People (Childrens) Service Group,Nonuv Build Rp&Maint
Salford City Council,2020-09-03,601284783,6631.18,1105.20,5525.98,Rothwell Robinson Ltd,People (Childrens) Service Group,Nonuv Build Rp&Maint
Salford City Council,2020-09-03,601284785,16987.84,2831.31,14156.53,Rothwell Robinson Ltd,People (Childrens) Service Group,Nonuv Build Rp&Maint
Salford City Council,2020-09-03,1600652004,668.57,111.43,557.14,Schofield & Sons Ltd,Place Directorate,Uv Day To Day
Salford City Council,2020-09-03,1600652007,587.52,97.92,489.60,Schofield & Sons Ltd,Place Directorate,Uv Day To Day
Salford City Council,2020-09-03,601284780,13500.00,2250.00,11250.00,Stanley Security Solutions Ltd,People (Childrens) Service Group,Nonuv Build Rp&Maint
Salford City Council,2020-09-03,1600652944,2748.00,458.00,2290.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-09-03,1600652386,852.00,142.00,710.00,Style North,Place Directorate,Uv Day To Day
Salford City Council,2020-09-03,1600652960,2856.00,476.00,2380.00,Thomas Telford Ltd,Place Directorate,Recruitment Advert.
Salford City Council,2020-09-04,1600652707,13943.81,2323.97,11619.84,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-09-04,1600652977,1558.30,259.72,1298.58,Allied Publicity Services (M/Cr),Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-09-04,601284818,1155.60,192.60,963.00,Anglia Dna Services Ltd,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-04,601284819,1155.60,192.60,963.00,Anglia Dna Services Ltd,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-04,1600653018,685.20,114.20,571.00,Ashbrook (Warrington) Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-09-04,601284880,3412.94,0.00,3412.94,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-09-04,601284887,1732.07,0.00,1732.07,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-09-04,1600652983,3862.25,643.70,3218.55,Bilway Marine Ltd,Place Directorate,Nonuv Build Rp&Maint
Salford City Council,2020-09-04,601284854,588.00,98.00,490.00,Carrington Riding Centre,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-04,1600652980,750.00,0.00,750.00,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-04,1600652989,108000.00,18000.00,90000.00,Commonplace Digital Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-09-04,1600652731,12464.15,2077.35,10386.80,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2020-09-04,601284882,743.55,0.00,743.55,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-09-04,601284797,5642.00,0.00,5642.00,Cromwood Housing Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-09-04,601284798,5771.00,0.00,5771.00,Cromwood Housing Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-09-04,601284799,5460.00,0.00,5460.00,Cromwood Housing Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-09-04,601284872,9033.43,0.00,9033.43,David Marlow Building Contractor Lt,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-09-04,601284874,7321.99,0.00,7321.99,David Marlow Building Contractor Lt,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-09-04,1600653036,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2020-09-04,1600651751,5940.00,990.00,4950.00,Door Repair Service  Ltd,Place Directorate,Uv Dec&Flr
Salford City Council,2020-09-04,1600652994,4287.36,714.56,3572.80,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-09-04,1600652995,3368.64,561.44,2807.20,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-09-04,601284817,607.50,0.00,607.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-09-04,601284850,5842.80,973.80,4869.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-09-04,601284851,5704.80,950.80,4754.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-09-04,601284852,5823.60,970.60,4853.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-09-04,601284823,835.24,139.21,696.03,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284824,791.11,131.88,659.23,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284841,615.61,102.60,513.01,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284843,1103.70,183.95,919.75,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284844,504.00,84.00,420.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284858,705.32,117.55,587.77,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284914,873.32,145.55,727.77,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284915,1115.24,185.87,929.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-09-04,601284839,1763.96,84.00,1679.96,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284853,1555.99,74.09,1481.90,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284886,5554.00,0.00,5554.00,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-09-04,601284829,960.00,0.00,960.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284831,1190.00,0.00,1190.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284832,1275.00,0.00,1275.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284834,525.00,0.00,525.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284835,1125.00,0.00,1125.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284836,1080.00,0.00,1080.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284837,840.00,0.00,840.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284838,525.00,0.00,525.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-09-04,601284815,662.40,110.40,552.00,Keoghs Llp,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-09-04,1600653002,2524.80,420.80,2104.00,Len Grant Photography,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-09-04,601284816,735.05,122.51,612.54,Manchester City Council,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-09-04,601284893,504.00,84.00,420.00,Next Level Learning Ltd,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-04,1600652965,1177.20,196.20,981.00,Nla Media Access Limited,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2020-09-04,1600652962,557.93,92.99,464.94,North West Timber Treatments,Place Directorate,Furniture
Salford City Council,2020-09-04,1600652691,38699.46,6449.91,32249.55,P Casey & Co Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-09-04,1600652978,6192.00,1032.00,5160.00,Pennine Medical Supplies Ltd T/A Pe,Service Reform (Corp Bus & Transform),Payts To Agencies
Salford City Council,2020-09-04,601284871,10898.00,0.00,10898.00,Pollock Lifts,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-09-04,601284803,9600.00,1600.00,8000.00,Prp Architects Llp,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-09-04,601284804,12000.00,2000.00,10000.00,Prp Architects Llp,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-09-04,601284805,20880.00,3480.00,17400.00,Prp Architects Llp,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-09-04,601284806,28320.00,4720.00,23600.00,Prp Architects Llp,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-09-04,601284807,22536.00,3756.00,18780.00,Prp Architects Llp,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-09-04,601284881,1172.39,0.00,1172.39,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-09-04,601284888,687.73,0.00,687.73,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-09-04,601284808,75065.46,12510.93,62554.53,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2020-09-04,1600652974,5466.18,911.03,4555.15,Rr Consultancy Ltd,People (Childrens) Service Group,Payts To Agencies
Salford City Council,2020-09-04,1600652702,36966.40,6161.07,30805.33,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-09-04,1600652704,181797.66,30299.61,151498.05,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Payments To H A
Salford City Council,2020-09-04,1600652336,604.80,100.80,504.00,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),It  Licence Fee
Salford City Council,2020-09-04,1600653017,1250.00,0.00,1250.00,Smartruck Uk,Place Directorate,Materials
Salford City Council,2020-09-04,601284905,20474.92,0.00,20474.92,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-09-04,601284892,3000.00,0.00,3000.00,Trafford Mbc,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-09-04,1600653004,866.52,144.42,722.10,Valtech,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-09-04,1600652971,1356.11,226.02,1130.09,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-09-04,1600653014,1572.00,262.00,1310.00,Wicksteed Leisure Ltd,Service Reform (Corp Bus & Transform),Pmnt To Ctrs-Improv
Salford City Council,2020-09-07,601284922,14639.30,0.00,14639.30,Chatsworth High School & Community,People (Childrens) Service Group,Maternity Supply
Salford City Council,2020-09-07,1600653051,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2020-09-07,601284923,3826.30,0.00,3826.30,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-09-07,601284924,576.00,96.00,480.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
