Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107969615,179191.00,2013-09-26
10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107969645,169113.00,2013-09-26
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900018633,157800.00,2013-10-01
10002550,CITY OF WESTMINSTER,544075,Grants to External Organisations,5107947501,153384.00,2013-09-16
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107975654,147977.42,2013-10-07
10019301,THAMES REACH,542800,Hsg-Rough Sleeping,5107955075,146430.00,2013-10-02
10014169,LONDON BOROUGH OF HILLINGDON,544075,Grants to External Organisations,5107963802,144392.60,2013-10-09
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900018580,143612.00,2013-09-25
13000399,VOLKER FITZPATRICK LTD,550010,Contracted Services Buildings,5107864405,121002.53,2013-09-18
10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107969298,119057.63,2013-09-26
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018675,115368.00,2013-10-11
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900018651,100975.00,2013-10-04
10014169,LONDON BOROUGH OF HILLINGDON,544075,Grants to External Organisations,5107963892,94653.76,2013-10-09
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5107960466,94596.66,2013-10-09
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107975653,93991.00,2013-10-07
10022773,ARK UK PROGRAMMES,544075,Grants to External Organisations,5107975753,92000.00,2013-10-09
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107971648,84401.57,2013-10-01
10021284,LONDON BOROUGH OF BARNET,544075,Grants to External Organisations,5107971374,81082.17,2013-10-09
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107960142,70703.18,2013-09-24
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900018646,68632.00,2013-10-03
10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107969289,67852.00,2013-09-26
10007901,OVE ARUP & PARTNERS LTD,542000,Management & Support Consultancy,5107955297,66062.00,2013-09-20
18000005,CENTREPOINT,544076,HSG Grants to Registered Providers,1900018560,63214.00,2013-09-18
10022048,LONDON YOUTH SUPPORT TRUST,544075,Grants to External Organisations,5107976323,61922.31,2013-10-07
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107971648,58936.00,2013-10-01
10001899,ERNST & YOUNG LLP,542350,Non KPMG Audit Fees,5107949601,55280.00,2013-09-25
10017108,THAMES FESTIVAL,544075,Grants to External Organisations,5107946831,54000.00,2013-09-17
10017232,NORLAND MANAGED SERVICES LIMITED,530010,Equipment Repairs & Maintenance,5107949613,49939.05,2013-09-18
10021258,SEETEC,544075,Grants to External Organisations,5107935726,45396.82,2013-09-26
10021648,SHP,544075,Grants to External Organisations,5107944857,41472.00,2013-09-17
10017495,GREENWICH & DOCKLANDS FESTIVALS,542330,Event Management Fee,5107955041,40000.00,2013-09-23
13002176,GBM SERVICES LTD,510700,Office Cleaning,5107954215,39382.94,2013-10-01
10014156,LONDON BOROUGH OF REDBRIDGE,544075,Grants to External Organisations,5107963525,35941.85,2013-10-09
10023542,THE PRINCE'S TEACHING INSTITUTE,544075,Grants to External Organisations,5107979525,33000.00,2013-10-10
10000122,RICOH UK LTD,536300,Computer Hardware,5107981469,32250.89,2013-10-11
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900018642,31909.00,2013-10-02
14000685,CUK SECURITY SERVICES,510025,Security Services (Guards),5107979330,31379.87,2013-10-10
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018676,31304.00,2013-10-11
10006055,L B HAMMERSMITH & FULHAM,542000,Management & Support Consultancy,5107975751,30000.00,2013-10-04
10021284,LONDON BOROUGH OF BARNET,544075,Grants to External Organisations,5107971374,29651.05,2013-10-09
10001016,URS INFRASTRUCTURE & ENVIRONMENT,542000,Management & Support Consultancy,5107947955,27230.00,2013-09-18
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107975652,26222.30,2013-10-07
10007641,HERBERT SMITH LLP,510010,Property Management Fees,5107965221,25222.39,2013-09-23
10004625,LONDON METROPOLITAN UNIVERSITY,544075,Grants to External Organisations,5107949629,25000.00,2013-09-18
10016694,BOW TIE,530010,Equipment Repairs & Maintenance,5107975336,24358.50,2013-10-08
10007848,SOUTH LONDON AND MAUDSLEY NHS TRUST,544075,Grants to External Organisations,5107962555,22500.00,2013-09-17
10017322,SERVOCA SECURE SOLUTIONS,510020,Security Equipment,5107964993,22465.79,2013-09-23
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107949716,22448.00,2013-09-18
10021284,LONDON BOROUGH OF BARNET,544075,Grants to External Organisations,5107971375,21089.39,2013-10-09
15500120,LONDON BOROUGH OF BARKING & DAGENHA,544075,Grants to External Organisations,5107963653,21020.75,2013-10-09
10017322,SERVOCA SECURE SOLUTIONS,510020,Security Equipment,5107964999,20475.03,2013-09-23
10006055,L B HAMMERSMITH & FULHAM,542000,Management & Support Consultancy,5107836174,20102.24,2013-09-19
10014774,LONDON YOUTH,544075,Grants to External Organisations,5107975388,20000.00,2013-10-04
18000124,AMICUSHORIZON LIMITED,544076,HSG Grants to Registered Providers,1900018547,20000.00,2013-09-16
10006219,SOUTH BANK UNIVERSITY,544075,Grants to External Organisations,5107850376,19872.00,2013-09-17
10003065,LONDON FIRE & EMERGENCY PLANNING,542321,Payroll Services Fees,5107939348,18600.00,2013-09-17
10019494,BRAND FOUNDRY DESIGN,540110,Marketing Exhibitions & Events,5107977047,18596.50,2013-10-11
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107975655,18405.38,2013-10-07
10023368,SHUBBAK,544075,Grants to External Organisations,5107964497,18000.00,2013-10-01
10023312,ARCHITECTURE 00 LTD,542002,Consultancy-Project Management,5107939066,17888.36,2013-09-23
10022647,SHINE TRUST,544075,Grants to External Organisations,5107964485,17869.00,2013-09-30
10022213,TROWERS & HAMLINS LLP,542000,Management & Support Consultancy,5107974705,17543.50,2013-10-03
10020909,THE RUGBY FOOTBALL LEAGUE LTD,544075,Grants to External Organisations,5107962536,17500.00,2013-09-26
10022213,TROWERS & HAMLINS LLP,542000,Management & Support Consultancy,5107974732,17014.32,2013-10-03
18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018583,16000.00,2013-09-26
18000033,POPLAR HARCA LTD,544076,HSG Grants to Registered Providers,1900018603,16000.00,2013-09-27
18000124,AMICUSHORIZON LIMITED,544076,HSG Grants to Registered Providers,1900018604,16000.00,2013-09-27
10020985,DESIGN FOR HOMES,542355,Other Professional Fees,5107958922,15810.00,2013-09-25
10022213,TROWERS & HAMLINS LLP,542000,Management & Support Consultancy,5107974724,15395.74,2013-10-03
10000221,AECOM LIMITED,542000,Management & Support Consultancy,5107963255,15029.00,2013-10-09
10016707,BURGES SALMON LLP,542300,Legal Fees,5107976794,14418.00,2013-10-08
15500125,CROYDON COUNCIL,544075,Grants to External Organisations,5107952972,13570.97,2013-09-18
18000029,ESTUARY HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900018647,13500.00,2013-10-03
10020702,ROCKET SCIENCE UK LTD,542002,Consultancy-Project Management,5107958906,13370.65,2013-09-27
10016640,ALL CLEAN GROUP,510000,Building Maintenance & Repairs,5107952316,13252.50,2013-09-25
10008226,EDENRED (UK GROUP) LTD,504702,Childcare Vouchers,5107964712,13249.95,2013-09-23
10022074,G4S SECURE SOLUTIONS (UK) LTD,510025,Security Services (Guards),5107955171,12803.35,2013-09-26
10021772,SQW CONSULTING,542050,Research & Study Fees,5107963584,12484.00,2013-09-19
10017244,OCLC (UK) LTD,533100,Publications & Periodicals,5107936735,12093.49,2013-10-08
10016872,G4S ASSESSMENT SERVICES (UK) LTD,542000,Management & Support Consultancy,5107944728,12000.00,2013-09-16
10000493,UNIVERSITY OF EAST LONDON,544075,Grants to External Organisations,5107964150,11710.00,2013-10-01
10021284,LONDON BOROUGH OF BARNET,544075,Grants to External Organisations,5107971375,11699.01,2013-10-09
10014169,LONDON BOROUGH OF HILLINGDON,544075,Grants to External Organisations,5107963892,11417.70,2013-10-09
10007848,SOUTH LONDON AND MAUDSLEY NHS TRUST,544075,Grants to External Organisations,5107962554,11250.00,2013-09-17
10021258,SEETEC,544075,Grants to External Organisations,5107935726,10285.46,2013-09-26
10018022,W A FAIRHURST & PARTNERS,510052,Grounds Maintenance,5107952384,9995.15,2013-09-25
10000221,AECOM LIMITED,542000,Management & Support Consultancy,5107963448,9980.83,2013-10-02
10014169,LONDON BOROUGH OF HILLINGDON,544075,Grants to External Organisations,5107963802,9906.16,2013-10-09
10017690,MEDIAEDGE:CIA UK LTD,540000,Advertising,5107919270,9841.96,2013-09-16
10022814,LEONARD CHESHIRE DISABILITY,544075,Grants to External Organisations,5107953104,9423.33,2013-10-01
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107947143,8820.00,2013-09-18
10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107960625,8725.00,2013-09-17
10018022,W A FAIRHURST & PARTNERS,510052,Grounds Maintenance,5107952335,7949.82,2013-09-25
10000221,AECOM LIMITED,542000,Management & Support Consultancy,5107969976,7427.51,2013-10-03
10017690,MEDIAEDGE:CIA UK LTD,540000,Advertising,5107933539,7382.48,2013-09-19
10002085,DRIVERS JONAS DELOITTE,587016,Disposal Fees - Property,5107947192,7374.58,2013-09-18
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107949616,7321.84,2013-09-25
13002540,VITAL ENERGI UTILITES LTD,550010,Contracted Services Buildings,5107977078,7217.50,2013-10-08
10021767,KATE F JONES LTD,542002,Consultancy-Project Management,5107960147,7200.00,2013-09-18
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107949624,7035.19,2013-09-25
10011083,BUCKNALL AUSTIN,542060,Planning & Development Consultancy,5107958747,7000.00,2013-09-25
10020847,PROJECT DIRT,542000,Management & Support Consultancy,5107965038,7000.00,2013-09-23
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107935677,6935.91,2013-09-30
10006055,L B HAMMERSMITH & FULHAM,542000,Management & Support Consultancy,5107975752,6830.55,2013-10-04
15500130,LONDON BOROUGH OF LEWISHAM,544075,Grants to External Organisations,5107973823,6820.00,2013-10-01
10017245,OCS CATERING,531010,Caterers Service Charges,5107965764,6005.08,2013-09-25
10017736,WYG MANAGEMENT SERVICES,542002,Consultancy-Project Management,5107955367,6000.00,2013-10-09
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107965898,5951.25,2013-09-24
13002265,ATKINS LIMITED,542000,Management & Support Consultancy,5107950391,5808.90,2013-09-24
14000615,CAPITA SYMONDS LTD,542000,Management & Support Consultancy,5107957768,5447.96,2013-09-25
10002789,GVA GRIMLEY LTD,542002,Consultancy-Project Management,5107964180,5405.04,2013-10-10
10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5107952279,5388.73,2013-09-25
10017458,TRANSPORT TRADING LTD,533000,Printing,1900018562,5360.00,2013-09-19
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107962629,5310.46,2013-09-25
10020702,ROCKET SCIENCE UK LTD,542002,Consultancy-Project Management,5107964703,5119.77,2013-10-09
10020702,ROCKET SCIENCE UK LTD,542002,Consultancy-Project Management,5107964704,5119.77,2013-10-09
10020702,ROCKET SCIENCE UK LTD,542002,Consultancy-Project Management,5107975395,5119.77,2013-10-08
10018022,W A FAIRHURST & PARTNERS,530010,Equipment Repairs & Maintenance,5107947930,5055.11,2013-10-11
10020663,BOP CONSULTING,542002,Consultancy-Project Management,5107958690,5000.00,2013-09-18
10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107964156,4875.00,2013-10-09
10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107964169,4875.00,2013-10-09
10018146,EC HARRIS LLP,510700,Office Cleaning,5107949126,4801.00,2013-09-24
10019560,USER37 LTD,540600,Marketing & Economic Research,5107953512,4800.00,2013-09-16
10022984,VBA PARTNERS LTD,504200,Staff Training,5107959292,4658.00,2013-09-17
10019560,USER37 LTD,540600,Marketing & Economic Research,5107953510,4500.00,2013-09-16
10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107969643,4286.00,2013-09-26
10013803,BUREAU VERITAS UK LTD,542000,Management & Support Consultancy,5107941906,4250.00,2013-09-17
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107962557,4232.06,2013-09-25
10002085,DRIVERS JONAS DELOITTE,542000,Management & Support Consultancy,5107947192,4190.14,2013-09-18
10005471,GLENNY,542000,Management & Support Consultancy,5107962799,4168.53,2013-09-18
10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5107971554,4112.52,2013-10-11
10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5107947445,4070.74,2013-10-11
10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5107971562,4070.74,2013-10-11
10002789,GVA GRIMLEY LTD,542002,Consultancy-Project Management,5107970106,4015.00,2013-10-09
10015256,OLYMPIC DELIVERY AUTHORITY,542050,Research & Study Fees,5107980570,4000.00,2013-10-10
10016938,ICM RESEARCH LIMITED,540600,Marketing & Economic Research,5107963106,4000.00,2013-10-07
10016938,ICM RESEARCH LIMITED,540600,Marketing & Economic Research,5107963108,4000.00,2013-10-07
10020677,NETWORK RAIL LIMITED,510051,Land/Ground Rents,5107968567,3945.50,2013-09-26
10010242,ROFFEY PARK INSTITUTE LTD,504200,Staff Training,5107977129,3900.00,2013-10-09
10014084,GERALD EVE,542000,Management & Support Consultancy,5107976765,3863.76,2013-10-08
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107971648,3798.07,2013-10-01
10017470,COMPUTACENTER,536300,Computer Hardware,5107946998,3779.85,2013-09-17
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107968623,3750.10,2013-09-27
10015270,MUF ARCHITECTURE / ART LLP,542002,Consultancy-Project Management,5107970207,3750.00,2013-10-08
10018022,W A FAIRHURST & PARTNERS,510001,External Building Maintenance,5107952282,3726.84,2013-09-25
10017158,VAN VYNCK ENVIRONMENTAL SERVICES,510000,Building Maintenance & Repairs,5107959467,3720.00,2013-09-16
10021767,KATE F JONES LTD,542002,Consultancy-Project Management,5107963446,3600.00,2013-09-24
10005471,GLENNY,542000,Management & Support Consultancy,5107962797,3556.46,2013-09-18
10019204,TIMEBANK,544075,Grants to External Organisations,5107960133,3500.00,2013-09-18
10020365,THE CONSERVATION VOLUNTEERS,544075,Grants to External Organisations,5107955979,3500.00,2013-09-26
10021116,ENVIRONMENTAL VISION,544075,Grants to External Organisations,5107964151,3500.00,2013-09-24
10023632,ACTION TUTORING,544075,Grants to External Organisations,5107979085,3500.00,2013-10-09
10005471,GLENNY,542000,Management & Support Consultancy,5107962797,3486.04,2013-09-18
10017736,WYG MANAGEMENT SERVICES,510630,Health & Safety Pest Control,5107955873,3464.67,2013-10-01
10006783,LONDON BOROUGH OF CROYDON,544075,Grants to External Organisations,5107955092,3373.60,2013-10-04
10016904,GREENWICH LEISURE LTD,510010,Property Management Fees,5107944917,3340.00,2013-09-18
13000121,THAMES WATER UTILITIES LIMITED,510300,Water,1900018535,3286.64,2013-09-30
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107949611,3257.14,2013-09-25
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107960441,3187.52,2013-09-18
10016692,ERICA BOLTON & JANE QUINN LTD,540700,Public Affairs & Media Relations,5107953481,3000.00,2013-10-10
10022993,JENNIFER CROOK,542050,Research & Study Fees,5107981299,3000.00,2013-10-11
10017245,OCS CATERING,531010,Caterers Service Charges,5107940632,2883.95,2013-09-25
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107962628,2838.77,2013-09-25
10017322,SERVOCA SECURE SOLUTIONS,502000,Agency Staff,5107964994,2771.06,2013-09-24
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107971648,2652.12,2013-10-01
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107949627,2571.43,2013-09-25
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107962627,2515.52,2013-09-25
12002322,FUTERRA SUSTAINABILITY COMMUNICATIO,544075,Grants to External Organisations,5107954395,2500.00,2013-10-09
15050001,BALLYMORE PROPERTIES LTD,544070,Miscellaneous Finance Expenses,1900018539,2500.00,2013-09-17
14000615,CAPITA SYMONDS LTD,542000,Management & Support Consultancy,5107957788,2444.40,2013-09-25
10005471,GLENNY,542000,Management & Support Consultancy,5107962797,2429.66,2013-09-18
10015083,PROMO2U,540510,Publications & Publicity Material,5107958957,2390.00,2013-09-20
10017322,SERVOCA SECURE SOLUTIONS,502000,Agency Staff,5107964996,2387.16,2013-09-24
15050001,CONNECTION CONSULTING,544075,Grants to External Organisations,1900018569,2380.00,2013-10-07
10020502,E-MANAGE LIMITED,536510,Software Maintenance,5107959497,2302.03,2013-09-23
10004788,TRADE WINDS,540510,Publications & Publicity Material,5107965692,2275.00,2013-09-24
10012289,JAMES O JENKINS,540100,Photography & Video,5107955844,2255.00,2013-09-18
10004788,TRADE WINDS,540510,Publications & Publicity Material,5107947692,2252.00,2013-09-16
10013803,BUREAU VERITAS UK LTD,542000,Management & Support Consultancy,5107926080,2240.00,2013-09-17
10013803,BUREAU VERITAS UK LTD,542000,Management & Support Consultancy,5107955410,2240.00,2013-09-25
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107856812,2232.65,2013-10-02
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107859203,2232.65,2013-10-02
10017187,MARTINSPEED,540110,Marketing Exhibitions & Events,5107971365,2216.00,2013-10-11
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107965154,2211.56,2013-10-02
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107970532,2211.56,2013-10-04
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107949595,2203.86,2013-09-25
10005471,GLENNY,542000,Management & Support Consultancy,5107962797,2200.78,2013-09-18
10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5107955281,2138.40,2013-09-25
15050001,HM REVENUE & CUSTOMS,504710,PAYE on Staff Benefits,1900018558,2125.89,2013-09-18
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,Consultancy-Project Management,5107960445,2125.72,2013-10-02
10005471,GLENNY,542000,Management & Support Consultancy,5107962799,2098.46,2013-09-18
10005471,GLENNY,542000,Management & Support Consultancy,5107962797,2095.14,2013-09-18
10017322,SERVOCA SECURE SOLUTIONS,510025,Security Services (Guards),5107965000,2090.00,2013-09-23
10016933,HOWE UK LIMITED,530000,Furniture & Equipment,5107969551,2086.00,2013-09-26
10002540,PERFORMING RIGHTS SOCIETY LTD,533010,Stationery,5107955394,2080.83,2013-10-01
10023484,CENSUSWIDE LIMITED,542050,Research & Study Fees,5107969579,2010.00,2013-10-01
10018498,FRESH NETWORKS GLOBAL LTD,542000,Management & Support Consultancy,5107976678,2000.00,2013-10-09
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107971041,1983.75,2013-09-30
10017245,OCS CATERING,531010,Caterers Service Charges,5107959800,1958.50,2013-09-19
10000396,COMPUTERS IN PERSONNEL LTD,542100,IT Consultancy,5107979764,1942.46,2013-10-09
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107950465,1915.20,2013-09-25
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107960054,1915.20,2013-09-18
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107965267,1915.20,2013-09-26
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107971372,1875.05,2013-10-08
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107976763,1875.05,2013-10-08
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107979010,1875.05,2013-10-09
10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5107958571,1833.75,2013-09-25
10016705,BT,535000,"Telephone Line Rent, Calls & Equipment",1900018561,1762.11,2013-10-09
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107949609,1754.19,2013-09-25
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107949590,1714.29,2013-09-25
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107950485,1658.67,2013-09-25
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107950489,1658.67,2013-09-25
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107965149,1658.67,2013-09-26
10017322,SERVOCA SECURE SOLUTIONS,510020,Security Equipment,5107964997,1648.40,2013-09-27
10000044,CITY OF LONDON,533040,Document Archive & Storage,5107947633,1584.63,2013-09-17
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107960072,1532.16,2013-09-18
13000121,THAMES WATER UTILITIES LIMITED,510300,Water,1900018528,1528.24,2013-09-25
14000615,CAPITA SYMONDS LTD,542000,Management & Support Consultancy,5107957770,1517.11,2013-10-02
13000121,THAMES WATER UTILITIES LIMITED,510300,Water,1900018565,1447.81,2013-10-09
10005471,GLENNY,542000,Management & Support Consultancy,5107962799,1446.23,2013-09-18
10005471,GLENNY,542000,Management & Support Consultancy,5107962797,1408.50,2013-09-18
10005471,GLENNY,542000,Management & Support Consultancy,5107962799,1346.98,2013-09-18
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107856816,1339.59,2013-10-02
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107964822,1339.59,2013-10-09
10004788,TRADE WINDS,540510,Publications & Publicity Material,5107965695,1318.00,2013-09-24
11000019,BRITISH GAS BUSINESS,510100,Electricity,1900001084,1309.47,2013-10-07
10009679,SCARLETT MCCGWIRE,504200,Staff Training,5107954383,1300.00,2013-09-25
10023487,WOODS WHUR LLP,542355,Other Professional Fees,5107959820,1250.00,2013-09-18
10008837,TRANSPORT AND TRAVEL RESEARCH LTD,542000,Management & Support Consultancy,5107965689,1226.60,2013-10-11
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107965269,1212.95,2013-09-26
10023596,FIRST INTUITION,504200,Staff Training,5107965878,1212.00,2013-09-26
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107949367,1196.63,2013-09-19
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107952295,1196.63,2013-09-19
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107952297,1196.63,2013-09-19
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107952299,1196.63,2013-09-19
10009342,K-INTERNATIONAL PLC,540110,Marketing Exhibitions & Events,5107952686,1190.00,2013-09-25
10018532,CRISTIE DATA LIMITED,542100,IT Consultancy,5107974903,1125.00,2013-10-03
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107970844,1113.06,2013-10-09
10002540,PERFORMING RIGHTS SOCIETY LTD,540110,Marketing Exhibitions & Events,5107953992,1108.60,2013-09-20
10020677,NETWORK RAIL LIMITED,510051,Land/Ground Rents,5107968562,1106.25,2013-09-26
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107957943,1105.78,2013-09-18
10022429,QUOD (2010) LIMITED,542000,Management & Support Consultancy,5107929576,1050.00,2013-10-03
10005471,GLENNY,542000,Management & Support Consultancy,5107962797,1021.16,2013-09-18
11000019,BRITISH GAS BUSINESS,510100,Electricity,1900018548,1019.31,2013-10-02
10000160,AUGUSTUS MARTIN LTD,540050,Marketing Services,5107944120,1006.00,2013-09-16
10018022,W A FAIRHURST & PARTNERS,510001,External Building Maintenance,5107952331,1001.25,2013-09-25
10021982,O-SB DESIGN,542002,Consultancy-Project Management,5107963229,1000.00,2013-09-24
10023400,SPACEHIVE,542000,Management & Support Consultancy,5107960607,1000.00,2013-09-17
15050001,FEAST LONDON LTD,537100,External Meeting Room Hire & Expenses,1900018540,994,2013-09-19
10018532,CRISTIE DATA LIMITED,542100,IT Consultancy,5107974476,971.64,2013-10-03
10022562,BARBARA HARRISON ASSOCIATES LTD,542001,Consultancy  Evaluation Assessment,5107962674,962.5,2013-09-24
