Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
10023407,CARNALL FARRAR,542000,Management & Support Consultancy,5107939121,1416.30,2013-08-20
10023407,CARNALL FARRAR,542000,Management & Support Consultancy,5107954481,1413.50,2013-09-12
10022713,CAPP & CO LTD,504200,Staff Training,5107934918,1350.00,2013-08-21
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107941558,1302.91,2013-08-19
14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107945368,1211.64,2013-09-04
10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5107947467,1207.36,2013-09-02
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107931382,1200.00,2013-08-28
10010859,ILX GROUP PLC,504200,Staff Training,5107937280,1195.00,2013-09-04
10017245,OCS CATERING,531010,Caterers Service Charges,5107947927,1185.60,2013-08-28
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107934928,1142.90,2013-08-28
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107941559,1112.64,2013-08-19
10019924,YOUTHFORCE LTD,544075,Grants to External Organisations,5107950576,1108.20,2013-09-03
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107929315,1101.10,2013-08-21
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107944423,1096.10,2013-09-03
10020189,URBAN BEINGS LIMITED,542000,Management & Support Consultancy,5107949939,1085.26,2013-09-02
10019763,RSM TENON,542000,Management & Support Consultancy,5107946581,1072.50,2013-08-23
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107944418,1051.05,2013-09-03
10019763,RSM TENON,542000,Management & Support Consultancy,5107929866,1028.28,2013-08-21
10002540,PERFORMING RIGHTS SOCIETY LTD,540110,Marketing Exhibitions & Events,5107928227,1024.34,2013-08-20
10018022,W A FAIRHURST & PARTNERS,510001,External Building Maintenance,5107947990,1001.21,2013-09-02
10002789,GVA GRIMLEY LTD,542000,Management & Support Consultancy,5107941490,1000.00,2013-08-19
10004598,PORT OF LONDON AUTHORITY,530010,Equipment Repairs & Maintenance,5107934861,975.00,2013-09-02
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107950171,952.00,2013-09-02
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107908796,946.51,2013-09-06
11000019,BRITISH GAS BUSINESS,510100,Electricity,1900018402,926.09,2013-09-02
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107950463,905.28,2013-09-12
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947058,899.01,2013-08-28
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107928286,893.06,2013-08-21
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107933371,893.06,2013-08-30
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107933660,893.06,2013-08-28
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107939108,893.06,2013-09-04
15050001,GAUTIER DELBLONDE,540100,Photography & Video,1900018406,860.81,2013-08-20
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947056,856.20,2013-08-28
10020781,ARC SEVEN COMMUNICATIONS,542000,Management & Support Consultancy,5107954678,850.00,2013-09-12
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107855729,843.00,2013-08-19
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947015,825.21,2013-08-28
10017084,THE STAIRWAY CONSULTANCY LTD,504200,Staff Training,5107947190,816.00,2013-08-30
13000121,THAMES WATER UTILITIES LIMITED,510300,Water,1900018385,803.06,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947010,792.12,2013-08-30
10017688,EAST THAMES GROUP,510051,Land/Ground Rents,5107933935,790.28,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941744,789.00,2013-09-09
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107934418,774.80,2013-08-28
14000521,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107934447,763.31,2013-08-28
10017245,OCS CATERING,531010,Caterers Service Charges,5107947866,763.10,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107930462,757.50,2013-09-02
10017687,ARCHANT,533100,Publications & Periodicals,5107955063,756.60,2013-09-06
10000428,THE PRESS ASSOCIATION LTD,540700,Public Affairs & Media Relations,5107930665,755.41,2013-08-28
10016872,G4S ASSESSMENT SERVICES (UK) LTD,542000,Management & Support Consultancy,5107944727,750.00,2013-08-22
13002562,C-ELECT ASSOCIATES LTD,510001,External Building Maintenance,5107949403,750.00,2013-09-04
10018022,W A FAIRHURST & PARTNERS,510001,External Building Maintenance,5107947443,749.28,2013-09-11
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107936461,745.19,2013-09-04
14000521,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107939578,731.34,2013-08-21
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107925278,730.38,2013-08-21
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941695,730.38,2013-09-09
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941742,721.13,2013-08-21
10019260,MIDDLETON BURGESS LTD,504200,Staff Training,5107954358,718.80,2013-09-06
14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107936782,717.15,2013-08-28
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107925666,712.13,2013-08-21
10019763,RSM TENON,542000,Management & Support Consultancy,5107943805,709.32,2013-08-21
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107933570,705.94,2013-08-28
10014276,DATA PROTECT UK,536000,Manage IT Services,5107849525,704.80,2013-09-06
10014276,DATA PROTECT UK,536000,Manage IT Services,5107874361,701.60,2013-09-06
10005586,LAIDLAW & CONSTABLE LTD,504200,Staff Training,5107948061,700.00,2013-08-30
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941745,694.86,2013-08-21
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107939562,691.89,2013-08-21
10014276,DATA PROTECT UK,536000,Manage IT Services,5107920551,689.80,2013-09-06
14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107944481,687.83,2013-09-04
14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107953792,687.83,2013-09-11
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107936564,678.75,2013-09-04
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941697,678.75,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947014,678.75,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107950461,678.75,2013-09-06
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107943533,669.80,2013-09-09
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107848625,669.70,2013-08-27
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107950467,669.70,2013-09-06
14000521,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107949306,669.70,2013-08-30
14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107953587,669.24,2013-09-06
11000180,CORONA ENERGY RETAIL 4 LTD,510200,Gas,1900018405,666.58,2013-08-28
14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107955313,663.66,2013-09-09
14000521,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107949304,660.65,2013-08-30
14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107936613,659.95,2013-08-22
10002694,BIRKBECK COLLEGE,504200,Staff Training,5107954030,650.00,2013-09-06
10003560,EVERSHEDS,542000,Management & Support Consultancy,5107949974,650.00,2013-09-02
10019180,DATA TRACK TECHNOLOGY PLC,536000,Manage IT Services,5107935834,650.00,2013-09-09
10022064,PRECISE MEDIA MONITORING LTD,540700,Public Affairs & Media Relations,5107939619,650.00,2013-09-02
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107953769,647.87,2013-09-05
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107925148,645.30,2013-08-21
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107934451,645.30,2013-08-28
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107936464,645.30,2013-09-04
10002540,PERFORMING RIGHTS SOCIETY LTD,540110,Marketing Exhibitions & Events,5107928227,640.96,2013-08-20
10022210,PROFILE SECURITY SERVICES LTD,510025,Security Services (Guards),5107930786,640.50,2013-08-28
10000772,DENTONS UKMEA LLP,502000,Agency Staff,5107840822,625.56,2013-08-23
10000407,BT CONFERENCING,535000,"Telephone Line Rent, Calls & Equipment",1900018425,625.01,2013-09-03
10021714,PLANNING INSPECTORATE,542300,Legal Fees,5107903268,623.93,2013-08-30
10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107946575,606.05,2013-08-23
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107936409,600.60,2013-09-12
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107936425,600.60,2013-09-03
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107944422,600.60,2013-09-03
10017066,PREMIER PARTNER,504200,Staff Training,5107952876,600.00,2013-09-05
13002562,C-ELECT ASSOCIATES LTD,510000,Building Maintenance & Repairs,5107953928,600.00,2013-09-11
10017690,MEDIAEDGE:CIA UK LTD,542000,Management & Support Consultancy,5107958589,588.40,2013-09-11
10002789,GVA GRIMLEY LTD,542000,Management & Support Consultancy,5107954029,577.52,2013-09-05
14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107929735,573.72,2013-08-21
13000220,DAMOVO UK LTD,536200,Computer Software,5107953942,570.00,2013-09-05
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107936462,557.32,2013-09-04
15500077,LONDON BOROUGH OF BARKING,510010,Property Management Fees,5107948051,542.45,2013-09-04
10011291,SPM INTELLIGENT PRINT & COMMUNICATI,533000,Printing,5107944387,531.00,2013-09-02
10017245,OCS CATERING,531010,Caterers Service Charges,5107935937,530.80,2013-08-20
14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107939065,529.82,2013-09-02
10006303,SWETS INFORMATION SERVICES,533100,Publications & Periodicals,5107934618,514.08,2013-08-27
10004788,TRADE WINDS,540510,Publications & Publicity Material,5107947697,492.00,2013-08-28
10018022,W A FAIRHURST & PARTNERS,510001,External Building Maintenance,5107947938,491.96,2013-09-02
10005586,LAIDLAW & CONSTABLE LTD,504200,Staff Training,5107949405,485.00,2013-09-04
10021097,RPS GROUP PLC,510010,Property Management Fees,5107925324,478.50,2013-08-21
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941339,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941340,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941341,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941342,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941343,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941279,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941280,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941281,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941282,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941283,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941284,476.00,2013-08-19
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107950172,476.00,2013-09-02
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107950173,476.00,2013-09-02
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107950174,476.00,2013-09-02
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107950224,476.00,2013-09-11
10015409,RADE NEW MEDIA LTD,542000,Management & Support Consultancy,5107950556,475.00,2013-09-09
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941600,467.97,2013-09-12
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941734,462.60,2013-08-22
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941738,462.60,2013-08-22
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947052,462.60,2013-08-29
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107953791,462.60,2013-09-11
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941740,462.60,2013-08-21
12001491,INDEPENDENT LIVING ALTERNATIVES,504500,Staff Welfare Benefits,5107948881,462.00,2013-08-29
10002540,PERFORMING RIGHTS SOCIETY LTD,540110,Marketing Exhibitions & Events,5107954010,461.90,2013-09-05
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941734,452.32,2013-08-22
10012289,JAMES O JENKINS,540100,Photography & Video,5107947425,450.00,2013-08-28
13002562,C-ELECT ASSOCIATES LTD,510000,Building Maintenance & Repairs,5107954491,447.53,2013-09-06
10019298,ECIRCLE LTD,542000,Management & Support Consultancy,5107935229,440.93,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941752,438.53,2013-08-21
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941726,431.76,2013-08-22
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947054,428.10,2013-08-28
10023182,MOIRA MCLAUGHLIN ASSOCIATES,504200,Staff Training,5107954392,412.50,2013-09-09
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107939531,402.73,2013-09-04
10014090,DTZ DEBENHAM TIE LEUNG,510010,Property Management Fees,5107836453,400.00,2013-09-04
10017245,OCS CATERING,531010,Caterers Service Charges,5107948141,398.75,2013-08-28
10021925,QUAYSTONE FACILITIES MANAGEMENT,510642,Health & Safety Systems & Assurance,5107955039,396.00,2013-09-09
14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107909321,390.39,2013-08-22
11000019,BRITISH GAS BUSINESS,510100,Electricity,1900001071,389.11,2013-09-11
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107928776,387.25,2013-08-27
10017187,MARTINSPEED,540110,Marketing Exhibitions & Events,5107934415,376.46,2013-09-06
10002540,PERFORMING RIGHTS SOCIETY LTD,540110,Marketing Exhibitions & Events,5107954010,369.50,2013-09-05
10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107946575,368.90,2013-08-23
10017245,OCS CATERING,531010,Caterers Service Charges,5107947525,358.20,2013-08-28
10016709,BYWATERS (LEYTON) LIMITED,510710,Non Recyclable Waste Disposal/Refuse Collection,5107936398,355.57,2013-08-28
13000220,DAMOVO UK LTD,536510,Software Maintenance,5107953938,355.00,2013-09-05
13000338,MALTAWARD (BARRIERS) LTD,510020,Security Equipment,5107954311,354.29,2013-09-06
10017245,OCS CATERING,531010,Caterers Service Charges,5107947515,349.45,2013-08-28
10017245,OCS CATERING,531010,Caterers Service Charges,5107947744,345.90,2013-08-28
10017470,COMPUTACENTER,536300,Computer Hardware,5107944465,344.30,2013-09-11
10017638,AHREND LIMITED,533030,Office Accommodation Moves,5107954211,342.00,2013-09-09
10000532,M&C SAATCHI LTD,540100,Photography & Video,5107928453,340.00,2013-08-21
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941726,339.24,2013-08-22
10017245,OCS CATERING,531010,Caterers Service Charges,5107947837,335.41,2013-08-28
10000063,VODAFONE CORPORATE LTD,535020,"Mobile Phone Line Rent, Calls & Equipment",5107880957,325.00,2013-08-30
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107931380,324.52,2013-08-28
10017470,COMPUTACENTER,536300,Computer Hardware,5107939799,316.80,2013-09-04
10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107946575,316.20,2013-08-23
10023404,PUBLIC HEALTH ENGLAND,504210,Conferences & Seminars,5107944569,315.00,2013-08-27
10017245,OCS CATERING,531010,Caterers Service Charges,5107947907,314.60,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941738,308.40,2013-08-22
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107947052,308.40,2013-08-29
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107953791,308.40,2013-09-11
10017187,MARTINSPEED,540110,Marketing Exhibitions & Events,5107889850,301.32,2013-09-06
10017187,MARTINSPEED,540110,Marketing Exhibitions & Events,5107913859,300.28,2013-09-06
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107929415,294.30,2013-08-23
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107930396,294.00,2013-08-22
10017187,MARTINSPEED,540110,Marketing Exhibitions & Events,5107870479,291.60,2013-09-06
10003568,"SQUIRE, SANDERS & DEMPSEY (UK) LLP",542000,Management & Support Consultancy,5107918721,280.00,2013-09-04
11000019,BRITISH GAS BUSINESS,510100,Electricity,1900001065,278.83,2013-09-04
10017232,NORLAND MANAGED SERVICES LIMITED,510010,Property Management Fees,5107931379,278.16,2013-08-28
10016709,BYWATERS (LEYTON) LIMITED,510710,Non Recyclable Waste Disposal/Refuse Collection,5107936399,277.98,2013-08-28
10019522,PINNACLE PSG,535020,"Mobile Phone Line Rent, Calls & Equipment",5107908995,276.08,2013-09-05
10019522,PINNACLE PSG,535020,"Mobile Phone Line Rent, Calls & Equipment",5107913561,276.08,2013-09-05
10019522,PINNACLE PSG,535020,"Mobile Phone Line Rent, Calls & Equipment",5107934909,276.08,2013-08-27
10017470,COMPUTACENTER,536510,Software Maintenance,5107940426,271.82,2013-09-04
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107939532,271.50,2013-08-28
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107941740,268.28,2013-08-21
10000135,OFFICE DEPOT UK LTD,533010,Stationery,5107941278,264.00,2013-08-19
13002176,GBM SERVICES LTD,530000,Furniture & Equipment,5107944561,262.50,2013-09-04
10017245,OCS CATERING,531010,Caterers Service Charges,5107948136,260.80,2013-08-28
10019924,YOUTHFORCE LTD,520410,Business Fares,5107947390,259.50,2013-08-28
10000245,JONES YARRELL & CO LTD,533100,Publications & Periodicals,5107931321,256.48,2013-08-28
10017232,NORLAND MANAGED SERVICES LIMITED,510010,Property Management Fees,5107931375,254.98,2013-08-28
10019522,PINNACLE PSG,535020,"Mobile Phone Line Rent, Calls & Equipment",5107950059,(284.36),2013-09-05
10000063,VODAFONE CORPORATE LTD,535020,"Mobile Phone Line Rent, Calls & Equipment",5107953539,(330.00),2013-09-12
10006303,SWETS INFORMATION SERVICES,533100,Publications & Periodicals,5107934618,(385.56),2013-08-27
15500077,LONDON BOROUGH OF BARKING,510010,Property Management Fees,5107948051,(461.12),2013-09-04
10017690,MEDIAEDGE:CIA UK LTD,542000,Management & Support Consultancy,5107958663,(607.53),2013-09-12
14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107945368,(637.92),2013-09-04
10000063,VODAFONE CORPORATE LTD,535020,"Mobile Phone Line Rent, Calls & Equipment",5107951018,(755.00),2013-09-12
14000521,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107949303,"(1,330.35)",2013-09-04
10002682,BPP ACCOUNTANCY COURSES,504200,Staff Training,5107934149,"(3,299.83)",2013-08-28
10017690,MEDIAEDGE:CIA UK LTD,540050,Marketing Services,5107958629,"(4,200.00)",2013-09-12
10005850,REED BUSINESS INFORMATION,533100,Publications & Periodicals,5107940731,"(5,181.07)",2013-08-29
10017256,OPEN IQ,536200,Computer Software,5107931444,"(17,160.00)",2013-08-21
10019301,THAMES REACH,544075,Grants to External Organisations,5107934344,"(33,076.00)",2013-08-28
