Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
10004455,BERWIN LEIGHTON PAISNER,542300,Legal Fees,5107986154,6793.02,2014-01-09
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5108013249,6630.00,2014-01-20
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5108029808,6545.00,2014-01-07
10004455,BERWIN LEIGHTON PAISNER,542300,Legal Fees,5108060585,6414.30,2014-01-29
10005471,GLENNY,542000,Management & Support Consultancy,5108049853,6326.66,2014-01-16
10017245,OCS CATERING,531010,Caterers Service Charges,5108061503,6157.70,2014-01-30
10022213,TROWERS & HAMLINS LLP,542300,Legal Fees,5108044391,6084.00,2014-01-13
10002789,GVA GRIMLEY LTD,510010,Property Management Fees,5108045199,5643.75,2014-01-10
10016904,GREENWICH LEISURE LTD,510010,Property Management Fees,5108041873,5643.04,2014-01-21
10016904,GREENWICH LEISURE LTD,510010,Property Management Fees,5108049075,5643.04,2014-01-21
10023772,BAKER TILLY BUSINESS SERV LTD,542000,Management & Support Consultancy,5108050784,5637.00,2014-01-17
11000180,CORONA ENERGY RETAIL 4 LTD,510200,Gas,1900019097,5542.97,2014-01-28
10022210,PROFILE SECURITY SERVICES LTD,510025,Security Services (Guards),5108049187,5540.40,2014-01-28
10022213,TROWERS & HAMLINS LLP,542300,Legal Fees,5108041721,5287.40,2014-01-13
10018485,CEBR LTD,533100,Publications & Periodicals,5108037605,5200.00,2014-01-09
10002789,GVA GRIMLEY LTD,510010,Property Management Fees,5108041030,5169.27,2014-01-20
10020702,ROCKET SCIENCE UK LTD,542002,Consultancy-Project Management,5108038821,5119.77,2014-01-10
10002085,DRIVERS JONAS DELOITTE,542000,Management & Support Consultancy,5108049842,5093.76,2014-01-16
10004455,BERWIN LEIGHTON PAISNER,542300,Legal Fees,5108060580,5074.50,2014-01-29
10003560,EVERSHEDS,587016,Disposal Fees - Property,5108041570,5042.00,2014-01-20
10022715,JEWISH LEADERSHIP COUNCIL,544075,Grants to External Organisations,5108062422,5000.00,2014-01-31
10023739,MERTON CHAMBER OF COMMERCE,542002,Consultancy-Project Management,5108049710,5000.00,2014-01-16
10023781,CARBON SMART,542002,Consultancy-Project Management,5108050407,5000.00,2014-01-17
16001057,URB TOWN PLAN & PLACE MANAGEMENT,542355,Other Professional Fees,5108048984,5000.00,2014-01-31
10021706,LEE SEARLES,542000,Management & Support Consultancy,5108037627,4990.00,2014-01-07
10020885,FUTURE OF LONDON 2011 LIMITED,533100,Publications & Periodicals,5108044742,4950.00,2014-01-09
10016709,BYWATERS (LEYTON) LIMITED,510710,Non Recyclable Waste Disposal/Refuse Collection,5107935736,4863.13,2014-01-16
10017095,SUSTAIN,542000,Management & Support Consultancy,5108050786,4808.14,2014-01-17
10018146,EC HARRIS LLP,510700,Office Cleaning,5108039430,4801.00,2014-01-08
15050001,LONDON BOROUGH OF ENFIELD,544070,Miscellaneous Finance Expenses,1900019048,4800.00,2014-01-08
10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5108012485,4750.00,2014-01-16
10022213,TROWERS & HAMLINS LLP,542300,Legal Fees,5108041724,4712.60,2014-01-13
10022138,HARINGEY COUNCIL,544075,Grants to External Organisations,5108057089,4712.08,2014-01-24
15050001,MR CAMERON T LUGTON,502020,Consultants (Contractors),1900019126,4700.00,2014-01-21
10023080,SIRIUS,536510,Software Maintenance,5108045946,4587.00,2014-01-15
10023080,SIRIUS,536510,Software Maintenance,5108046179,4587.00,2014-01-15
15050001,NABIHAH SACHEDINA,542000,Management & Support Consultancy,1900019044,4587.00,2014-01-15
10003560,EVERSHEDS,587015,Disposal Fees - Legal,5108041568,4500.00,2014-01-20
10016944,IMPACT DISTRIBUTION SERVICES LTD,540510,Publications & Publicity Material,5108024010,4270.00,2014-01-07
10021772,SQW CONSULTING,542001,Consultancy  Evaluation Assessment,5108049727,4138.00,2014-01-17
10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5108029756,4070.74,2014-01-10
10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5108039445,4070.74,2014-01-09
10005471,GLENNY,542000,Management & Support Consultancy,5108049853,4024.68,2014-01-16
10018146,EC HARRIS LLP,510000,Building Maintenance & Repairs,5107836305,3995.91,2014-01-28
10023080,SIRIUS,536000,Manage IT Services,5108050425,3900.00,2014-01-20
10002085,DRIVERS JONAS DELOITTE,542000,Management & Support Consultancy,5108049813,3883.93,2014-01-16
10017245,OCS CATERING,531010,Caterers Service Charges,5108051503,3752.50,2014-01-21
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5108039189,3750.10,2014-01-10
10004230,GL HEARN PROPERTY CONSULTANTS,510012,Valuation Fees,5108049131,3750.00,2014-01-16
10017158,VAN VYNCK ENVIRONMENTAL SERVICES,510000,Building Maintenance & Repairs,5108044076,3720.00,2014-01-14
10021518,CORNWALL ENERGY ASSOCIATES LTD,542000,Management & Support Consultancy,5108051639,3500.00,2014-01-23
10023568,THE HACKNEY PIRATES,544075,Grants to External Organisations,5108052373,3500.00,2014-01-21
10023824,GROUNDWORK SOUTH,544075,Grants to External Organisations,5108042228,3500.00,2014-01-14
12002687,ANNABEL JACKSON ASSOCIATES LTD,542001,Consultancy  Evaluation Assessment,5108044856,3500.00,2014-01-14
10017245,OCS CATERING,531010,Caterers Service Charges,5108061575,3334.63,2014-01-30
10004455,BERWIN LEIGHTON PAISNER,542300,Legal Fees,5108060574,3313.80,2014-01-29
10022529,SPICERHAART ESTATE AGENTS LIMITED,542000,Management & Support Consultancy,5108017710,3242.50,2014-01-24
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5108061423,3211.13,2014-01-31
15050001,TRACEY ADAMSON,502020,Consultants (Contractors),1900019127,3150.00,2014-01-21
10015602,KEMSLEY LLP,510012,Valuation Fees,5108055197,3150.00,2014-01-28
14000615,CAPITA SYMONDS LTD,542000,Management & Support Consultancy,5108037841,3104.08,2014-01-15
12000558,EAST,542002,Consultancy-Project Management,5108045334,3040.00,2014-01-15
10017256,OPEN IQ,536000,Manage IT Services,5108027206,3000.00,2014-01-14
10021656,NYMAD LIMITED,542100,IT Consultancy,5108049972,3000.00,2014-01-17
10023407,CARNALL FARRAR,542000,Management & Support Consultancy,5108041660,3000.00,2014-01-07
10023407,CARNALL FARRAR,542000,Management & Support Consultancy,5108045128,3000.00,2014-01-14
10012662,RAMBOLL UK LTD,542000,Management & Support Consultancy,5108044867,3000.00,2014-01-09
10023721,THE UNIVERSITY OF BIRMINGHAM,504200,Staff Training,5108027214,2990.00,2014-01-07
13002176,GBM SERVICES LTD,510010,Property Management Fees,5108011688,2964.74,2014-01-16
10004044,WORDWAVE INTERNATIONAL LTD,542322,Transcription,5108046110,2920.50,2014-01-20
10019713,BLOSSOMS HEALTHCARE LLP,504400,Staff Medical Insurance & Treatment,5108055413,2820.00,2014-01-22
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5108041861,2802.20,2014-01-23
14000685,CUK SECURITY SERVICES,510025,Security Services (Guards),5108040765,2797.46,2014-01-14
13000121,THAMES WATER UTILITIES LTD,510300,Water,1900019034,2785.15,2014-01-13
10002789,GVA GRIMLEY LTD,510010,Property Management Fees,5108037685,2750.00,2014-01-13
10004455,BERWIN LEIGHTON PAISNER,587015,Disposal Fees - Legal,5108034829,2704.32,2014-01-08
10018022,W A FAIRHURST & PARTNERS,510052,Grounds Maintenance,5108039356,2645.00,2014-01-15
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5108050420,2625.07,2014-01-17
10020798,SCENE CHANGE CREATIVE C LTD,504200,Staff Training,5108041765,2500.00,2014-01-10
10021222,THE LONDON ORCHARD PROJECT,544075,Grants to External Organisations,5108046660,2500.00,2014-01-14
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5108041849,2487.49,2014-01-08
10023575,THIS CHARMING MAN LTD,502000,Agency Staff,5108058353,2475.00,2014-01-30
10002085,DRIVERS JONAS DELOITTE,542000,Management & Support Consultancy,5108049816,2414.21,2014-01-16
10023727,THIRTEEN DESIGN LTD,540050,Marketing Services,5108049276,2400.00,2014-01-16
10020138,JULIE'S BICYCLE LTD,542002,Consultancy-Project Management,5108037798,2375.00,2014-01-10
10021868,QUBE GLOBAL SOFTWARE LTD,510010,Property Management Fees,5108049764,2348.35,2014-01-21
10000201,ST MARTIN IN THE FIELDS,540110,Marketing Exhibitions & Events,5107997686,2345.40,2014-01-08
10016933,HOWE UK LIMITED,530000,Furniture & Equipment,5108055685,2312.00,2014-01-23
10023080,SIRIUS,536510,Software Maintenance,5108056313,2293.50,2014-01-28
10004455,BERWIN LEIGHTON PAISNER,542300,Legal Fees,5108060582,2264.60,2014-01-29
10022213,TROWERS & HAMLINS LLP,542300,Legal Fees,5108041721,2260.50,2014-01-13
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5108037786,2211.56,2014-01-22
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5108050004,2211.56,2014-01-22
10020564,THREE HANDS,504200,Staff Training,5108052374,2200.00,2014-01-22
10023851,ROCK SOLID MEDIA GROUP,540110,Marketing Exhibitions & Events,5108038577,2140.00,2014-01-08
10011291,SPM INTELLIGENT PRINT & COMMUNICATI,533000,Printing,5108041278,2122.00,2014-01-06
10016797,DBR (LONDON) LIMITED,510000,Building Maintenance & Repairs,5108036737,2085.66,2014-01-09
10004455,BERWIN LEIGHTON PAISNER,587015,Disposal Fees - Legal,5108008711,2073.40,2014-01-17
10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5108042625,2025.90,2014-01-09
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5108039444,2009.39,2014-01-15
10014124,CBRE LIMITED,542000,Management & Support Consultancy,5108056067,2003.95,2014-01-23
10018498,FRESH NETWORKS GLOBAL LTD,542002,Consultancy-Project Management,5108050548,2000.00,2014-01-17
10021881,MASK DOCUMENTS LTD,533100,Publications & Periodicals,5108058269,2000.00,2014-01-28
10023727,THIRTEEN DESIGN LTD,540050,Marketing Services,5108049275,2000.00,2014-01-16
10017245,OCS CATERING,531010,Caterers Service Charges,5108060544,1999.95,2014-01-29
10017245,OCS CATERING,531010,Caterers Service Charges,5108051503,1931.40,2014-01-21
10009516,OXFORD ECONOMIC FORECASTING,533100,Publications & Periodicals,5108001076,1915.00,2014-01-07
10006393,L B BEXLEY,544075,Grants to External Organisations,5108049450,1894.00,2014-01-30
10014124,CBRE LIMITED,542000,Management & Support Consultancy,5108056067,1887.44,2014-01-23
14000615,CAPITA SYMONDS LTD,542000,Management & Support Consultancy,5108042266,1878.80,2014-01-28
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5108055403,1875.05,2014-01-31
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5108060409,1875.05,2014-01-30
10007586,LEVEL 3 COMMUNICATIONS UK LTD,535000,"Telephone Line Rent, Calls & Equipment",1900019124,1871.78,2014-01-29
10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5108045533,1871.53,2014-01-10
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5108045880,1805.71,2014-01-15
10022590,C JAMIESON,540100,Photography & Video,5108045466,1800.00,2014-01-15
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5108033873,1786.12,2014-01-08
10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5108041744,1786.12,2014-01-21
15050001,NC TRANSACTION INC,504200,Staff Training,1900018993,1773.98,2014-01-07
10017487,COLT,535250,Maintenance of Telecommunications Equipment,1900019188,1770.83,2014-01-28
10017487,COLT,535250,Maintenance of Telecommunications Equipment,1900019189,1770.83,2014-01-28
