Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900029408,55000.00,2015-07-30,Housing,Capital,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108506573,53450.00,2015-07-29,Communities and Intelligence,Cultural & related services,
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5108517341,53125.00,2015-08-06,Resources,Support Costs,
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5108528600,53125.00,2015-08-19,Resources,Support Costs,
10023404,PUBLIC HEALTH ENGLAND,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108507654,49000.00,2015-08-12,Communities and Intelligence,Public Health,
15500077,LONDON BOROUGH OF BARKING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108433822,47608.67,2015-08-10,Development & Environment,Capital,
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5108435099,44015.40,2015-07-27,Housing & Land,Housing & Land Services,
10011455,LONDON TRAVELWATCH,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS215,44000.00,2015-07-27,Resources,Highways and transport services,
10023708,LEATHERMARKET JMB,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108513595,40791.00,2015-08-04,Housing,Housing services,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108507729,40570.01,2015-07-28,Communities and Intelligence,Cultural & related services,
10016524,TRANSPORT FOR LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108421184,40000.00,2015-08-04,"Development, Enterprise & Environment",Economic Development,
10017495,GREENWICH & DOCKLANDS FESTIVALS,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108507039,40000.00,2015-08-03,External Affairs,Cultural & related services,
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108500024,38250.00,2015-07-31,Resources,Support Costs,
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108525820,38250.00,2015-08-18,Resources,Support Costs,
10016942,IDOX,533100,PUBLICATIONS & PERIODICALS,5108488896,37992.75,2015-07-29,Communities and Intelligence,Cultural & related services,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108516419,36913.82,2015-08-05,Communities and Intelligence,Cultural & related services,
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108487066,36812.50,2015-07-27,Resources,Support Costs,
10003560,EVERSHEDS,542300,LEGAL FEES,5108523938,36488.77,2015-08-14,Housing & Land,Housing & Land Services,
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108511365,35269.40,2015-08-19,Housing,Environmental & regulatory services,
10025238,AOS SECURITY LTD,510025,SECURITY SERVICES (GUARDS),5108518082,34944.97,2015-08-11,Resources,Cultural & related services,
10006080,LONDON BOROUGH OF HAVERING,544076,HSG GRANTS TO REGISTERED PROVIDERS,5108511423,34000.00,2015-08-13,Housing,Capital,
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108518990,32158.61,2015-08-17,Development & Environment,Capital,
10025544,CFE RESEARCH LTD,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108511173,30000.00,2015-07-30,Communities and Intelligence,Childrens and education services,
10016668,ATIYA HASSAN,542002,CONSULTANCY-PROJECT MANAGEMENT,5108523338,29829.00,2015-08-21,Communities and Intelligence,Cultural & related services,
10022795,3SC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108512957,28894.63,2015-08-03,Communities and Intelligence,Childrens and education services,
10000072,STEER DAVIES & GLEAVE LTD,542051,CONSULTANCY-COMMISSIONED REPORT,5108518967,28000.00,2015-08-18,"Development, Enterprise & Environment",Economic Development,
10024526,STEMNET,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108517670,27725.00,2015-08-06,Communities and Intelligence,Childrens and education services,
13000225,E-ON TRADING AS,510100,ELECTRICITY,1900029671,26798.00,2015-08-13,Resources,Support Costs,
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108517289,25887.25,2015-08-06,Resources,Support Costs,
10018774,CENTRE FOR ECON & SOCIAL INCLUSION,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108522936,25058.00,2015-08-12,Communities and Intelligence,Childrens and education services,
12000158,AECOM LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108510828,24220.00,2015-08-11,"Development, Enterprise & Environment",Environmental Initiatives,
10016689,BLISS EVENTS MANAGEMENT LIMITED,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108507110,23900.70,2015-08-14,External Affairs,Cultural & related services,
10006571,LONDON BOROUGH OF  WALTHAM FOREST,502010,SECONDED STAFF,5108424572,23122.50,2015-08-14,"Development, Enterprise & Environment",Economic Development,
10025265,SOLOMAN EXECUTIVE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108529541,21212.24,2015-08-21,"Development, Enterprise & Environment",Economic Development,
10017495,GREENWICH & DOCKLANDS FESTIVALS,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108516001,20500.00,2015-08-05,External Affairs,Cultural & related services,
10024951,HSNO,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108529528,20199.25,2015-08-21,Housing,Capital,
18000202,HARROW COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900029674,20000.00,2015-08-11,Housing,Capital,
10002527,XEROX (UK) LTD,533000,PRINTING,5108492178,19708.76,2015-07-29,Resources,Support Costs,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108512332,19186.67,2015-07-31,Housing & Land,Housing & Land Services,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108512338,19186.67,2015-07-31,Housing & Land,Housing & Land Services,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108512347,19186.67,2015-07-31,Housing & Land,Housing & Land Services,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108512343,19185.00,2015-07-31,Housing & Land,Housing & Land Services,
10017322,SERVOCA SECURE SOLUTIONS,510025,SECURITY SERVICES (GUARDS),5108528247,18438.75,2015-08-19,Resources,Support Costs,
10025028,CODE ENIGMA LIMITED,540012,MARKETING STRATEGY AND CONSULTANCY,5108510427,17900.00,2015-08-05,Communities and Intelligence,Cultural & related services,
10023216,PLUNKETT FOUNDATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108524461,17500.00,2015-08-19,"Development, Enterprise & Environment",Economic Development,
10016714,CALYX MANAGED SERVICES LTD,536300,COMPUTER HARDWARE,5108491788,17380.06,2015-08-03,Resources,Capital,
10004598,PORT OF LONDON AUTHORITY,510051,LAND/GROUND RENTS,5108492083,17235.96,2015-07-29,Housing & Land,Housing & Land Services,
10025843,HEART OF LONDON BUSINESS ALLIANCE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108519531,17050.00,2015-08-14,Development & Environment,Economic Development,
10014124,CBRE LTD,542060,PLANNING & DEVELOPMENT CONSULTANCY,5108410038,16212.50,2015-08-04,Housing,Capital,
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900029857,16000.00,2015-08-20,Housing,Capital,
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900029858,16000.00,2015-08-20,Housing,Capital,
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900029670,16000.00,2015-08-10,Housing,Capital,
18000119,CATALYST COMMUNITIES H.A. LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900029571,16000.00,2015-08-03,Housing,Capital,
10020702,ROCKET SCIENCE UK LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108505271,15819.00,2015-07-29,Communities and Intelligence,Childrens and education services,
10015889,REWARD GATEWAY (UK) LTD,504702,CHILDCARE VOUCHERS,5108523216,15543.94,2015-08-18,Resources,Support Costs,
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108497196,15157.90,2015-07-29,Development & Environment,Capital,
10015889,REWARD GATEWAY (UK) LTD,504500,STAFF WELFARE BENEFITS,5108501019,15101.84,2015-07-31,Resources,Support Costs,
10006426,KINGS COLLEGE LONDON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108516187,15000.00,2015-08-19,"Development, Enterprise & Environment",Environmental Initiatives,
10021291,FIGHT FOR CHANGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108517048,15000.00,2015-08-06,Communities and Intelligence,Cultural & related services,
10022683,RSPH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108525181,14848.00,2015-08-17,Communities and Intelligence,Public Health,
10000547,WRAGGE LAWRENCE GRAHAM & CO LLP,542300,LEGAL FEES,5108529689,14798.40,2015-08-21,Housing & Land,Housing & Land Services,
10008866,BMG RESEARCH,542050,RESEARCH & STUDY FEES,5108504503,14732.50,2015-08-11,Communities and Intelligence,Childrens and education services,
10016715,CAMBRIDGE ECONOMETRICS,542002,CONSULTANCY-PROJECT MANAGEMENT,5108523103,14573.00,2015-08-13,"Development, Enterprise & Environment",Economic Development,
10016715,CAMBRIDGE ECONOMETRICS,542002,CONSULTANCY-PROJECT MANAGEMENT,5108515151,14572.00,2015-08-18,"Development, Enterprise & Environment",Economic Development,
10024117,FOUND IN MUSIC LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5108501576,14000.00,2015-07-27,Communities and Intelligence,Cultural & related services,
10016640,ALL CLEAN GROUP,510700,OFFICE CLEANING,5108492364,13925.60,2015-07-28,Resources,Support Costs,
15500137,LONDON BOROUGH OF HARROW,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108512082,13555.02,2015-08-12,Communities and Intelligence,Childrens and education services,
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900029669,13500.00,2015-08-10,Housing,Capital,
10002966,ARCO,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108524644,13452.93,2015-08-17,Communities and Intelligence,Community Development,
10025568,NORTH LONDON PARTNERSHIP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108525542,13104.63,2015-08-20,Development & Environment,Economic Development,
10019447,GLASGOWS,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108513499,12144.00,2015-08-19,External Affairs,Corporate and democratic core,
10025348,A-Z EVENTS LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108517566,12124.97,2015-08-11,Communities and Intelligence,Community Development,
10017470,COMPUTACENTER,536510,SOFTWARE MAINTENANCE,5108494594,11818.18,2015-08-05,Resources,Support Costs,
10024415,EMDP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108506763,11681.08,2015-07-27,Communities and Intelligence,Cultural & related services,
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108518107,11449.50,2015-08-19,Housing,Housing services,
10006458,LONDON BOROUGH OF BRENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108513134,11332.00,2015-08-04,Communities and Intelligence,Public Health,
10000772,DENTONS UKMEA LLP,542300,LEGAL FEES,5108512733,11021.21,2015-08-05,Housing & Land,Housing & Land Services,
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900029859,11000.00,2015-08-20,Housing,Capital,
10025706,RODIN CONSULTING LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108510510,10950.00,2015-07-29,"Development, Enterprise & Environment",Environmental Initiatives,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108524502,10558.92,2015-08-18,Corporate Management,Corporate and democratic core,
10016689,BLISS EVENTS MANAGEMENT LIMITED,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108519770,10360.00,2015-08-20,Communities and Intelligence,Cultural & related services,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108524472,10001.00,2015-08-19,Communities and Intelligence,Cultural & related services,
10024657,5K STUDIOS LTD,542100,IT CONSULTANCY,5108528489,10000.00,2015-08-20,Resources,Support Costs,
NC,TULLETT PREBON,542410,BROKERS FEES,CHAPS264,9972.60,2015-08-13,Resources,Financing and investment income and expenditure,
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108511357,9675.00,2015-08-19,Housing & Land,Housing & Land Services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108519129,9533.83,2015-08-10,External Affairs,Corporate and democratic core,
14000615,CAPITA SYMONDS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108505358,9471.85,2015-08-11,Housing,Environmental & regulatory services,
10018532,CRISTIE DATA LIMITED,536300,COMPUTER HARDWARE,5108504246,9247.85,2015-07-27,Resources,Support Costs,
10004830,DTZ,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108506803,9120.00,2015-08-19,Housing,Housing services,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108517279,8777.00,2015-08-11,Communities and Intelligence,Cultural & related services,
15050001,The Children's Event Professionals,542330,EVENT MANAGEMENT FEE,1900029667,8770.18,2015-08-19,Communities and Intelligence,Community Development,
10000221,AECOM INFRASTRUCTURE & ENVIRONMENT,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108500639,8066.83,2015-08-11,"Development, Enterprise & Environment",Environmental Initiatives,
10024360,BRITISH MEDICAL ASSOCIATION,531010,CATERERS SERVICE CHARGES,5108511622,8025.00,2015-08-17,External Affairs,Cultural & related services,
10016694,BOW TIE,542100,IT CONSULTANCY,5108506174,8010.00,2015-08-10,Resources,Support Costs,
10020261,GREATER LONDON VOLUNTEERING,504520,STAFF AWARDS & COMMENDATIONS,5108512105,8000.00,2015-07-31,Communities and Intelligence,Community Development,
10021772,SQW CONSULTING,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108500586,7977.00,2015-07-28,Communities and Intelligence,Childrens and education services,
10020451,ESTEEM SYSTEMS LTD,536300,COMPUTER HARDWARE,5108504345,7963.00,2015-08-03,Resources,Support Costs,
10017039,PANATHLON FOUNDATION LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108503946,7500.00,2015-08-12,Communities and Intelligence,Cultural & related services,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540014,AGENCY FEES PAID TO MARKETING AGENCIES,5108463373,7472.67,2015-07-30,Communities and Intelligence,Community Development,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540018,SOCIAL MEDIA AND DIGITAL ADVERTISING SPACE,5108499119,7419.64,2015-08-05,Communities and Intelligence,Community Development,
10017276,RAMIDUS,542050,RESEARCH & STUDY FEES,5108513734,7394.00,2015-08-14,Development & Environment,Planning Policy,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540014,AGENCY FEES PAID TO MARKETING AGENCIES,5108428627,7287.95,2015-08-04,Communities and Intelligence,Community Development,
10022119,GET SCHEDULED LTD,535020,"MOBILE PHONE LINE RENT, CALLS & EQUIPMENT",5108519246,7135.44,2015-08-12,Communities and Intelligence,Community Development,
10025354,MATT HUTCHINGS,542300,LEGAL FEES,5108519226,6600.00,2015-08-10,Housing & Land,Housing & Land Services,
10018532,CRISTIE DATA LIMITED,536300,COMPUTER HARDWARE,5108511292,6552.00,2015-07-31,Resources,Support Costs,
10013441,LAMBERT SMITH HAMPTON,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108481535,6290.00,2015-08-17,Housing,Housing services,
10018859,TEST PARTNERS LTD,542100,IT CONSULTANCY,5108523996,6262.50,2015-08-17,Resources,Support Costs,
14001067,MICHAEL PAGE UK LTD,502000,AGENCY STAFF,5108515977,6242.86,2015-08-19,External Affairs,Support Costs,
15050001,CT Live Ltd,510600,FIXTURES & FITTINGS,1900029341,6200.00,2015-08-14,Communities and Intelligence,Community Development,
15050001,Brent Bereavement Services,542500,MISCELLANEOUS COSTS,1900029342,6040.00,2015-07-30,External Affairs,Cultural & related services,
10025936,SALIMA KHATUN,542002,CONSULTANCY-PROJECT MANAGEMENT,5108519172,6000.00,2015-08-10,Housing,Housing services,
10015554,PROBRAND LTD,536300,COMPUTER HARDWARE,5108511582,5902.96,2015-08-05,Resources,Capital,
10025463,ATTENDA LIMITED,542100,IT CONSULTANCY,5108516311,5850.00,2015-08-10,Resources,Support Costs,
10025681,C.A.N.E (COMM. ASSOC OF NEW ELTHAM),544075,GRANTS TO EXTERNAL ORGANISATIONS,5108507070,5735.07,2015-07-29,Development & Environment,Capital,
10004830,DTZ,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108486106,5700.00,2015-07-29,Housing & Land,Housing & Land Services,
10023039,GREEN CORRIDOR,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108517438,5696.80,2015-08-06,Development & Environment,Capital,
10025347,WEB USABILITY,542100,IT CONSULTANCY,5108512184,5630.62,2015-08-04,Resources,Support Costs,
10026043,CARNALL FARRAR LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108519839,5618.00,2015-08-21,Communities and Intelligence,Public Health,
14001067,MICHAEL PAGE UK LTD,502000,AGENCY STAFF,5108524543,5494.35,2015-08-18,Resources,Support Costs,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108522205,5316.30,2015-08-12,External Affairs,Community Development,
10025975,SINGH SABHA LONDON EAST,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108522875,5305.55,2015-08-17,External Affairs,Cultural & related services,
10025147,DHL SUPPLY CHAIN LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108512113,5221.50,2015-08-12,"Development, Enterprise & Environment",Environmental Initiatives,
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108496995,5212.00,2015-07-29,Development & Environment,Economic Development,
10019713,BLOSSOMS HEALTHCARE LLP,504400,STAFF MEDICAL INSURANCE & TREATMENT,5108500854,5195.00,2015-08-11,Resources,Support Costs,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108510499,5187.50,2015-07-29,External Affairs,Community Development,
10005471,GLENNY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108516406,5160.00,2015-08-05,Housing,Capital,
10016709,BYWATERS (LEYTON) LIMITED,510710,NON RECYCLABLE WASTE DISPOSAL/REFUSE COLLECTION,5108494657,5106.29,2015-07-28,Resources,Support Costs,
10017470,COMPUTACENTER,536510,SOFTWARE MAINTENANCE,5108494605,5088.00,2015-08-04,Resources,Support Costs,
10025887,STREETSAGOGO,542002,CONSULTANCY-PROJECT MANAGEMENT,5108515904,5000.00,2015-08-06,Communities and Intelligence,Cultural & related services,
10003560,EVERSHEDS,542300,LEGAL FEES,5108529358,4910.40,2015-08-21,Housing,Capital,
10022847,CITY YEAR LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108511175,4849.20,2015-07-30,Communities and Intelligence,Childrens and education services,
15050001,Pesh Flowers,542500,MISCELLANEOUS COSTS,1900029329,4785.00,2015-07-30,External Affairs,Cultural & related services,
10004230,GL HEARN LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108517321,4625.00,2015-08-17,Housing & Land,Housing & Land Services,
10017495,GREENWICH & DOCKLANDS FESTIVALS,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108516001,4500.00,2015-08-05,External Affairs,Cultural & related services,
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108519057,4500.00,2015-08-17,Development & Environment,Economic Development,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108510487,4376.30,2015-07-29,Communities and Intelligence,Cultural & related services,
10026007,ATELIER YORK LIMITED,533101,DATA PURCHASE,5108511837,4375.00,2015-08-03,Development & Environment,Development Control,
13000220,DAISY CORPORATE SERVICES LTD,536300,COMPUTER HARDWARE,5108510516,4305.00,2015-08-19,Resources,Support Costs,
10024433,TIM SPIRES,542002,CONSULTANCY-PROJECT MANAGEMENT,5108505963,4200.00,2015-07-29,Communities and Intelligence,Cultural & related services,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108510479,4191.60,2015-08-19,Assembly & Secretariat,Corporate and democratic core,
10024093,SPEAKEASY,540100,PHOTOGRAPHY & VIDEO,5108520992,4184.00,2015-08-12,Housing,Housing services,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108504929,4105.00,2015-07-30,Communities and Intelligence,Community Development,
10009499,LONDON COMMUNICATIONS AGENCY,542051,CONSULTANCY-COMMISSIONED REPORT,5108528172,4056.16,2015-08-20,Communities and Intelligence,Public Health,
10003560,EVERSHEDS,542300,LEGAL FEES,5108512336,4012.00,2015-08-04,Housing & Land,Housing & Land Services,
10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5108519111,4006.51,2015-08-10,Resources,Support Costs,
10017480,TOWN & COUNTRY PLAN ASSOC,542050,RESEARCH & STUDY FEES,5108494093,4000.00,2015-08-03,Communities and Intelligence,Cultural & related services,
10007005,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108491601,3950.00,2015-08-12,Development & Environment,Capital,
10003560,EVERSHEDS,542300,LEGAL FEES,5108412492,3950.00,2015-08-04,Housing & Land,Housing & Land Services,
