Body,Organisation Name,Date,Internal Ref Number,Invoice Number,Net Amount,Irrecoverable VAT,Supplier(Beneficiary) Name,Supplier Registered Company Number,Supplier Registered Charity Number,Supplier ID,VAT Registration Number,Expense Area,Procurement Classification: Council's Procurement Category Name,Expense Code,BVACOP,Proclass,Extended Description,Source,Subsource,Definition,Purpose of Spend (Summary)
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595329,2018:10DSLDual,848.00,N/A,2018:10DSLDual Sensory Loss,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595331,2018:10FTIFrail,128752.50,N/A,2018:10FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595333,2018:10HI Heari,3132.32,N/A,2018:10HI Hearing Impairment,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595334,2018:10LD Learn,250238.76,N/A,2018:10LD Learning Disabilities,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884B6003,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595336,2018:10MH Menta,21146.20,N/A,2018:10MH Mental Health (Except Dementia),,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884C6004,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595338,2018:10OV Other,51051.44,N/A,2018:10OV Other Vulnerable People,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884D6005,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595340,2018:10PD Physi,271393.66,N/A,2018:10PD Physically Disabled,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-28,28595343,2018:10VI Visua,17848.16,N/A,2018:10VI Visual Impairment,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-02,28524327,818,1000.00,N/A,220 Soft Ltd,,,S335076,,Children and Young People's Services-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4018,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-13,28552400,178247,650.00,N/A,42 Bedford Row No 2 Account,,,S335576,,Children and Young People's Services-Childrens Care Services,Services,72024408,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-07,28530235,52179999,598.50,N/A,@first parts solutions - Brunel Ford,,,S119515,,Economy and Environment (obsolete)-Transport Services,Direct Transport Costs,780330653109,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-20,28582914,52191870,909.47,N/A,@first parts solutions - Brunel Ford,,,S119515,,Economy and Environment (obsolete)-Transport Services,Direct Transport Costs,78033068SC04,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-06,28528909,9565,1538.00,N/A,A Ashworth & Son Landscapes Ltd,01203270,,S202,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds,543720P0,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-13,28552353,9566,580.00,N/A,A Ashworth & Son Landscapes Ltd,01203270,,S202,,Children and Young People's Services-Childrens Care Services,Services,72154433,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-22,28585476,9574,454.00,N/A,A Ashworth & Son Landscapes Ltd,01203270,,S202,,Communities & Service Support (obsolete)-Recreation & Support,Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds,06122000,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-05,28525998,39,9195.80,N/A,A Class Taxis Ltd,,,S315919,,Economy and Environment (obsolete)-Transport Services,Contract Hire And Operating Leases,78523218,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-16,28578541,42,4485.10,N/A,A Class Taxis Ltd,,,S315919,,Economy and Environment (obsolete)-Transport Services,Contract Hire And Operating Leases,78523218,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-07,28530313,28366763,21393.16,N/A,AECOM,,,S211979,,Economy and Environment (obsolete)-Highways & Engineering Services - Capital,Consultant Fees,57011072,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-14,28558132,2041B,8970.00,N/A,AES Digital Solutions Ltd,,,S270031,,Deputy Chief Executive (obsolete)-Human Resources,Communications And Computers,86354540,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-01,28522113,92415,10300.00,N/A,AHR Architects Ltd,,,S108214,,Children and Young People's Services-Education - Capital,Other Fees,23BN0290,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-02,28524455,92420,2000.00,N/A,AHR Architects Ltd,,,S108214,,Children and Young People's Services-Education - Capital,Other Fees,23BN0290,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-19,28580414,585122,712.58,N/A,ALS Environmental Ltd,,,S320790,,Economy and Environment (obsolete)-Environmental Services,Services,E2124414,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-19,28580415,585122,548.61,N/A,ALS Environmental Ltd,,,S320790,,Economy and Environment (obsolete)-Environmental Services,Services,E2124414,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-19,28580416,585122,291.02,N/A,ALS Environmental Ltd,,,S320790,,Economy and Environment (obsolete)-Environmental Services,Services,E2124414,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-21,28584626,2848,2061.58,N/A,ALS Support,,,S91184,,Adult Services and Wellbeing-Adult Health & Social Care,Voluntary Associations,46445400,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-21,28584625,2849,881.05,N/A,ALS Support,,,S91184,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88745500,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-16,28578341,A1/18/085,5707.00,N/A,AMG Sport-Play Ltd,7617231,,S321726,,Communities & Service Support (obsolete)-Service Development - Client Services,Equipment,03380250,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-27,28593441,3299,9285.00,N/A,APA Concrete Repairs,4255907,,S93145,,Economy and Environment (obsolete)-Highways & Engineering Services - Capital,Construction & Conversion,577204208731,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586858,A9980139821,16.44,N/A,ATS Euromaster Ltd,,,S24165,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Services,90314458,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586859,A9980139821,55.57,N/A,ATS Euromaster Ltd,,,S24165,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Contract Hire And Operating Leases,902632VT,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586862,A9980139821,14.42,N/A,ATS Euromaster Ltd,,,S24165,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Contract Hire And Operating Leases,903632VT,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586861,A9980139821,169.12,N/A,ATS Euromaster Ltd,,,S24165,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Contract Hire And Operating Leases,902332VT,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586860,A9980139821,276.00,N/A,ATS Euromaster Ltd,,,S24165,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Contract Hire And Operating Leases,902432VT,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586709,13541,83124.33,N/A,AWM Ltd,,,S183100,,Economy and Environment (obsolete)-Environmental Services,Private Contractors,E2355564,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586707,14790,82080.99,N/A,AWM Ltd,,,S183100,,Economy and Environment (obsolete)-Environmental Services,Private Contractors,E2355564,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586705,20081,72847.81,N/A,AWM Ltd,,,S183100,,Economy and Environment (obsolete)-Environmental Services,Private Contractors,E2355564,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-06,28528917,21602,1260.00,N/A,Access Solutions Northern Ltd,05736883,,S312195,,Economy and Environment (obsolete)-Markets,Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds,140220P0,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-20,28583169,21640,990.00,N/A,Access Solutions Northern Ltd,05736883,,S312195,,Economy and Environment (obsolete)-Markets,Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds,140220P0,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-02,28524630,B-19116,1075.00,N/A,Acorn Analytical Services Ltd,,,S206342,,Economy and Environment (obsolete)-Highways & Engineering Services - Capital,Boarding up,57011A21,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-23,28586939,23355,11376.67,N/A,Acorn Care & Education Limited re Meadowcroft,,,S278807,,Children and Young People's Services-Schools and Children's Services - Non-School,Private Contractors,68065510,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-02,28524466,18/2994,3066.30,N/A,Acorn House (Fostering Services) Ltd,,,S289602,,Children and Young People's Services-Childrens Care Services,Private Contractors,72465550,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-01,28522292,2125,1254.68,N/A,Active,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705503,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-06,28528761,2254,1254.68,N/A,Active,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705503,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-13,28552535,2388,1254.68,N/A,Active,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705503,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-21,28584608,2503,1557.12,N/A,Active,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Voluntary Associations,46445400,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-21,28584597,2522,1254.68,N/A,Active,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705503,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-27,28593452,2677,1254.68,N/A,Active,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705503,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-08,28531414,PS10064168,600.00,N/A,Adare Sec Limited,,,S293610,,Chief Executive's Office (obsolete)-Law & Administration Service,Printing Stationery And General Office Expenses,80464300,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-08,28531415,PS10064168,25.00,N/A,Adare Sec Limited,,,S293610,,Chief Executive's Office (obsolete)-Law & Administration Service,Communications And Computers,80464500,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-08,28531413,PS10064168,750.00,N/A,Adare Sec Limited,,,S293610,,Chief Executive's Office (obsolete)-Law & Administration Service,Printing Stationery And General Office Expenses,80464300,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-20,28583200,3856308,13038.40,N/A,Addleshaw Goddard,,,S314474,,Economy and Environment (obsolete)-Regeneration - Capital,Other Fees,17740090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-09,28547913,REDACTED PERSONAL DATA,2427.60,N/A,Advanced Child Care Assessments Ltd,,,S158064,,Children and Young People's Services-Childrens Care Services,Miscellaneous Expenses,72324850,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-13,28553520,05NOV-02DEC,18540.48,N/A,Advinia Care Homes Ltd Re West Ridings Care Home,,,S335292,,Adult Services and Wellbeing-Adult Health & Social Care,Other Local Authorities,88735100,,,,CQ,RC,Residential Care,Payments to homes for people assessed as needing residential/nursing care
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559410,TP24686,1416.64,N/A,REDACTED PERSONAL DATA,,,S324870,,Deputy Chief Executive (obsolete)-Human Resources,Expenses,86421603,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559420,INV-18330,7710.00,N/A,Alcium Software Ltd,,,S224435,,Economy and Environment (obsolete)-Economy and Investment,Grants And Subscriptions,16504730,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559466,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Communities & Service Support (obsolete)-Museums & Arts,Fixtures Fittings And Furnishings (Part Of Building),12CF25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559455,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Fixtures Fittings And Furnishings (Part Of Building),90HP25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559454,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Fixtures Fittings And Furnishings (Part Of Building),546I25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559465,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Fixtures Fittings And Furnishings (Part Of Building),546T25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559456,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Communities & Service Support (obsolete)-Museums & Arts,Fixtures Fittings And Furnishings (Part Of Building),12CF25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559457,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Fixtures Fittings And Furnishings (Part Of Building),546C25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559458,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Fixtures Fittings And Furnishings (Part Of Building),90IJ25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559459,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Communities & Service Support (obsolete)-Libraries Info & Tourism,Fixtures Fittings And Furnishings (Part Of Building),08RF25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559460,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Communities & Service Support (obsolete)-Safer Cleaner Greener,Fixtures Fittings And Furnishings (Part Of Building),90SS25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559461,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Markets,Fixtures Fittings And Furnishings (Part Of Building),141225IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559462,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Fixtures Fittings And Furnishings (Part Of Building),546C25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559463,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Fixtures Fittings And Furnishings (Part Of Building),546W25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559464,26175,45.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Fixtures Fittings And Furnishings (Part Of Building),546T25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-15,28559452,26298,540.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Regeneration - Capital,Other Fees,17740090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-16,28578899,26031,650.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Children and Young People's Services-Schools and Children's Services - Non-School,Fixtures Fittings And Furnishings (Part Of Building),68T425IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-20,28583043,25929,25.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Communities & Service Support (obsolete)-Libraries Info & Tourism,Fixtures Fittings And Furnishings (Part Of Building),08BG25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-20,28583042,25929,25.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Children and Young People's Services-Schools and Children's Services - Non-School,Fixtures Fittings And Furnishings (Part Of Building),683D25IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-11-20,28583041,25929,25.00,N/A,Aldermore Invoice Finance re Key Security UK Ltd,,,S172864,,Economy and Environment (obsolete)-Economy and Investment,Fixtures Fittings And Furnishings (Part Of Building),161625IA,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
