,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,4258.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,JULIE HUNT ADVERTISING,5000.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Commercial Services,JULIE HUNT ADVERTISING,5650.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Commercial Services,LADHAR LEISURE,645.00,Ticket Sales Paid to Others
INSERTED DETAIL,,Place,Commercial Services,OTIS PLC,9566.12,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,SAPPHIRE GB LTD,560.40,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),880.65,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Culture,ALAN DARLOW PRODUCTIONS LTD,45000.00,Artist payments
INSERTED DETAIL,,Place,Culture,ALREADY SORTED LTD,635.00,Production Costs
INSERTED DETAIL,,Place,Culture,ARENA,10205.08,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4500.00,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4148.19,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,6306.78,Artist payments
INSERTED DETAIL,,Place,Culture,AUDIOGO LTD,967.09,BOOKS
INSERTED DETAIL,,Place,Culture,AUDIOGO LTD,501.60,BOOKS
INSERTED DETAIL,,Place,Culture,AUDIOGO LTD,5208.30,BOOKS
INSERTED DETAIL,,Place,Culture,AUDIOGO LTD,2159.10,BOOKS
INSERTED DETAIL,,Place,Culture,AUDIOGO LTD,2077.40,BOOKS
INSERTED DETAIL,,Place,Culture,BIG WOODEN HORSE (UK) LTD,750.00,Artist payments
INSERTED DETAIL,,Place,Culture,BILL KENWRIGHT LTD,18000.00,Artist payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,540.00,Artist payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,833.98,Artist payments
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,2072.75,CHEMICALS
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,640.00,CHEMICALS
INSERTED DETAIL,,Place,Culture,BRIGHT BOOK SUPPLIES LTD,700.06,BOOKS
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,930.22,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,1439.90,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,1023.86,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CHG MERIDAN COMPUTER LEASING UK LTD,5960.05,LEASING CHARGES
INSERTED DETAIL,,Place,Culture,CHIMES INTERNATIONAL ENTERTAINMENTS LTD,2757.19,Artist payments
INSERTED DETAIL,,Place,Culture,CITY OF NEWCASTLE UPON TYNE,1351.11,BOOKS
INSERTED DETAIL,,Place,Culture,CLUB SYSTEMS INTERNATIONAL,2448.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,COLE MUSIC PRODUCTIONS (UK) LTD,9260.86,Artist payments
INSERTED DETAIL,,Place,Culture,COMBINED POWER (SOUTH) LTD,2256.84,ELECTRICITY
INSERTED DETAIL,,Place,Culture,ELECTRIC CENTRE,629.45,Repairs - Electrical
INSERTED DETAIL,,Place,Culture,GLOBAL MARKETING GROUP LIMITED,18616.70,Merchandise Sales Paid to Others
INSERTED DETAIL,,Place,Culture,HICCUP THEATRE,800.00,Artist payments
INSERTED DETAIL,,Place,Culture,HULL TRUCK THEATRE CO,15208.31,Artist payments
INSERTED DETAIL,,Place,Culture,HUMBLES COACHES,1012.28,STATIONERY
INSERTED DETAIL,,Place,Culture,J P LENNARD LTD,509.26,EQUIPMENT
INSERTED DETAIL,,Place,Culture,JOHN LAYBOURN,1150.00,BOOKS
INSERTED DETAIL,,Place,Culture,LANGTON (MEDICAL TRAINING) LTD,650.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Place,Culture,MIDDLE GROUND THEATRE COMPANY,22000.00,Artist payments
INSERTED DETAIL,,Place,Culture,NES SERVICES LTD,578.88,SECURITY SERVICES
INSERTED DETAIL,,Place,Culture,NLS SECURITY LIMITED,704.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1497.43,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2131.16,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2932.50,WATER CHARGES
INSERTED DETAIL,,Place,Culture,OAKHILL PUBLISHING LTD,2063.80,BOOKS
INSERTED DETAIL,,Place,Culture,OTIS PLC,2410.77,Cyclical-Lift Maintenance
INSERTED DETAIL,,Place,Culture,PETER BRENT PROMOTIONS,10548.34,Artist payments
INSERTED DETAIL,,Place,Culture,PETER BRENT PROMOTIONS,10548.34,Artist payments
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,918.69,Artist payments
INSERTED DETAIL,,Place,Culture,PROQUEST INFORMATION & LEARNING LTD,2510.00,BOOKS
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,431305.25,Artist payments
INSERTED DETAIL,,Place,Culture,RALPH GIVENS,1791.12,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Place,Culture,RAYMOND GUBBAY LTD,71207.40,Artist payments
INSERTED DETAIL,,Place,Culture,RAYMOND GUBBAY LTD,3420.00,Merchandise Sales Paid to Others
INSERTED DETAIL,,Place,Culture,REBECCA VAUGHAN,1000.00,Artist payments
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,642.88,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,ROCKMAN MUSIC LTD,5371.34,Artist payments
INSERTED DETAIL,,Place,Culture,SEM ELECTRICAL LTD,975.00,Repairs - Mechanical
INSERTED DETAIL,,Place,Culture,STONEGRAVE AGGREGATES LTD,772.34,WASTE DISPOSAL
INSERTED DETAIL,,Place,Culture,THE SOUTHAMPTON NUFFIELD THEATRE TRUST LTD,1140.00,Artist payments
INSERTED DETAIL,,Place,Culture,THEATRE 1ST LIMITED,4000.00,Artist payments
INSERTED DETAIL,,Place,Culture,VIRGIN MEDIA BUSINESS LIMITED,9038.42,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,W F HOWES LTD,1452.00,BOOKS
INSERTED DETAIL,,Place,Culture,W F HOWES LTD,550.00,BOOKS
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,918.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,962.55,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,738.99,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,576.66,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,720.46,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,639.63,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,630.24,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,582.04,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,514.40,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,903.12,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,630.94,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1460.58,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,602.82,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,514.81,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,4953.88,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,764.16,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,2126.67,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,585.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AQUAJET DRAIN CLEANING,960.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BAILEY CONCRETE PUMPING LTD,500.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BARCLAY ROOFING LTD,11663.68,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,583.77,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,742.98,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BURNT TREE VEHICLE RENTAL,529.00,VEHICLE HIRE
INSERTED DETAIL,,Place,DLO Services,CARPETTIME LIMITED,697.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,538.38,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,599.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,788.92,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,525.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,810.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CHRYSTAL CONSULTING,46225.00,LEASING CHARGES
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,5097.36,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,5671.57,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,650.32,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1161.42,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1377.36,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,4770.32,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,523.55,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,749.95,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COXHOE SERVICE & SUPPLY,600.00,EQUIPMENT HIRE
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,867.94,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1606.52,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,527.20,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,604.98,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1625.93,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1201.06,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1201.06,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,895.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,895.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1623.45,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,951.03,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,951.03,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1110.96,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,805.74,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,805.74,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1418.04,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,977.25,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,895.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,895.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,895.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1074.40,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1139.25,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1463.32,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,985.23,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,895.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,895.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,881.04,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,881.04,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1020.90,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,623.28,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,929.70,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,591.89,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1607.32,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1625.93,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,742.04,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,977.25,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,866.36,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,977.25,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,793.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,682.95,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,977.25,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,673.60,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1581.23,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1437.69,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,1200.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,637.00,DIRECT CHARGES - CONTRACTORS
