,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Finance,OXFORD COMPUTER CONSULTANTS,41200.00,Ict Software Purchase
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,13561.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1042.82,Security Services
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10696.95,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,SIEMENS ENTERPRISE COMMUNICATIONS LTD,30898.08,Equipment
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,1108.38,Telephone Costs
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1000.00,Counselling Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1220.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,9279.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,13797.50,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,7917.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,730.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,7315.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,CASTLE GROUP LTD,750.00,Equipment
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2420.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,HARTLEPOOL BOROUGH COUNCIL,650.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,HARTLEPOOL BOROUGH COUNCIL,650.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,7424.13,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,1315.29,Medical
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,1051.40,Medical
INSERTED DETAIL,,Resources Group,Human resources management,MH SAFETY SOLUTIONS,3100.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,500.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,1167.06,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,1994.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,1258.34,Repairs - Door Entry System
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,1505.00,Cctv Monitoring Charge
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,694.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,BARR & WRAY LTD,8505.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,BODY 2 FIT LTD,600.00,Rent Of Facilities
INSERTED DETAIL,,Resources Group,Transformation,CARPETTIME LIMITED,660.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,2954.14,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,72792.77,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,659.67,Electricity
INSERTED DETAIL,,Resources Group,Transformation,C-TECH SOLUTIONS LTD,1674.76,Ict Consumables
INSERTED DETAIL,,Resources Group,Transformation,DURHAM COUNTY COUNCIL,718.10,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,ELECTRIC CENTRE,1210.00,Repairs - Electrical
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,735.95,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,INSIGHT DIRECT (UK) LTD,698.68,Ict Hardware Purchase
INSERTED DETAIL,,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,1246.00,Alterations & Improvements - Decoration
INSERTED DETAIL,,Resources Group,Transformation,NETA TRAINING GROUP,500.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,NORTHERN STEEPLEJACKS (EDINBURGH) LTD,3160.00,Repairs - Electrical
INSERTED DETAIL,,Resources Group,Transformation,NORTHERN STEEPLEJACKS (EDINBURGH) LTD,3495.00,Repairs - Electrical
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2678.66,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,3118.19,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2751.01,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2705.82,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1218.29,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,650.62,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4047.15,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,9302.45,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1025.87,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,813.53,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,6112.33,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,36699.36,Electricity
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,2645.22,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,2580.20,Removal Costs - Staff Moves
INSERTED DETAIL,,Resources Group,Transformation,STONEGRAVE AGGREGATES LTD,871.89,Direct Charges - Materials Oncost (Dlo)
INSERTED DETAIL,,Resources Group,Transformation,STONEGRAVE AGGREGATES LTD,1754.63,Open Contractor Oncosts
INSERTED DETAIL,,Resources Group,Transformation,STONEGRAVE AGGREGATES LTD,885.85,Direct Charges - Materials Oncost (Dlo)
INSERTED DETAIL,,Resources Group,Transformation,STOREYS EDWARD SYMMONDS,792.41,Gas
INSERTED DETAIL,,Resources Group,Transformation,STOREYS EDWARD SYMMONDS,859.87,Electricity
INSERTED DETAIL,,Resources Group,Transformation,STOREYS EDWARD SYMMONDS,956.00,Electricity
INSERTED DETAIL,,Resources Group,Transformation,STOREYS EDWARD SYMMONDS,848.19,Gas
INSERTED DETAIL,,Resources Group,Transformation,STOREYS EDWARD SYMMONDS,7821.95,Rent Of Facilities
INSERTED DETAIL,,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,805.76,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,911.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,1090.75,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,775.47,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,1132.90,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,909.77,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,1142.79,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,1137.98,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,818.85,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,757.89,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,795.56,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,834.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,1079.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,NBS CUSTOMER CENTRE,2510.00,Subscriptions
INSERTED DETAIL,,Place,Economic Regeneration,BRADFORD FESTIVAL LIGHTS,1350.00,Equipment
INSERTED DETAIL,,Place,Economic Regeneration,BRADFORD FESTIVAL LIGHTS,2343.00,Equipment R&M
INSERTED DETAIL,,Place,Economic Regeneration,CITY DRESSING,4976.53,Alterations & Improvements
INSERTED DETAIL,,Place,Economic Regeneration,CITY DRESSING,1103.81,Alterations & Improvements
INSERTED DETAIL,,Place,Economic Regeneration,COUNTING SOLUTIONS LTD,5330.00,Equipment
INSERTED DETAIL,,Place,Economic Regeneration,COUNTING SOLUTIONS LTD,2318.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,Economic Regeneration,DARLINGTON & DISTRICT BUSINESS CLUB,500.00,Events & Awards
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Economic Regeneration,TOBIAS WILKINS,763.00,Internet Costs
INSERTED DETAIL,,Place,Economic Regeneration,UNIVERSITY OF BRADFORD,2000.00,Events & Awards
INSERTED DETAIL,,Place,Commercial Services,CSL DUALCOM LIMITED,540.00,Equipment
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,1970.00,Equipment
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,855.73,Equipment
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,4000.00,Equipment
INSERTED DETAIL,,Place,Commercial Services,GUEST SERVICES WORLDWIDE LTD,800.00,Marketing & Advertising
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,1144.00,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,587.72,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,2080.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,578.95,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,879.15,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,1177.13,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,TECTONICS UK,3346.40,Equipment
INSERTED DETAIL,,Place,Culture,ABBEY DISTRIBUTORS,1995.00,Events & Awards
INSERTED DETAIL,,Place,Culture,ACORN DAIRY,501.12,Catering Provisions
INSERTED DETAIL,,Place,Culture,AMANDE CONCERTS,10727.12,Artist Payments
INSERTED DETAIL,,Place,Culture,ANDREA RAPER,504.00,Artist Payments
INSERTED DETAIL,,Place,Culture,ANDY LAMB,680.00,Artist Payments
INSERTED DETAIL,,Place,Culture,ANDY LAMB,768.70,Artist Payments
INSERTED DETAIL,,Place,Culture,ANITA DOOLEY,833.00,Artist Payments
INSERTED DETAIL,,Place,Culture,APPLIED SCIENCE ACTIVITIES,2200.00,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Culture,AQUAJET DRAIN CLEANING,900.00,Repairs - Building Fabric
INSERTED DETAIL,,Place,Culture,ARTIFAX SOFTWARE LTD,3673.40,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,661.16,Catering Provisions
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,804.30,Catering Provisions
INSERTED DETAIL,,Place,Culture,BEST UNION UK LTD,12833.19,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,2340.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,1080.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,2770.88,Chemicals
INSERTED DETAIL,,Place,Culture,BRIGHTSOLID ONLINE PUBLISHING LTD,600.00,Books
INSERTED DETAIL,,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,881.28,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,649.61,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,505.21,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,CENTURY ADVENTURES HISTORY GROUP,549.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,CHRYSTAL CONSULTING,4400.00,Leasing Charges
INSERTED DETAIL,,Place,Culture,COLE MUSIC PRODUCTIONS (UK) LTD,8399.23,Artist Payments
INSERTED DETAIL,,Place,Culture,COMMUNITY FOUNDATION,500.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,COVERGOLD LTD,4200.00,Ict Hardware Purchase
INSERTED DETAIL,,Place,Culture,CRYOSERVICE LIMITED,517.32,Chemicals
INSERTED DETAIL,,Place,Culture,CULTURAL CONNECTORS,600.00,Artist Payments
INSERTED DETAIL,,Place,Culture,CULTURE PARTNERS,2500.00,Artist Payments
INSERTED DETAIL,,Place,Culture,DARLINGTON SCAFFOLDING LTD,1560.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,DARLINGTON SCAFFOLDING LTD,675.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,1920.00,Artist Payments
INSERTED DETAIL,,Place,Culture,DSG RETAIL LTD (CURRYS),749.16,Equipment
INSERTED DETAIL,,Place,Culture,ELECTRONIC READING SYSTEMS,797.53,Ict Hardware Purchase
INSERTED DETAIL,,Place,Culture,FREEMAN CATERING BUTCHERS,608.65,Catering Provisions
INSERTED DETAIL,,Place,Culture,HCS DRAIN SERVICES,1184.00,Cctv Monitoring Charge
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,532.27,Catering Provisions
INSERTED DETAIL,,Place,Culture,HUMMERSKNOTT ACTIVE LTD,530.00,Production Costs
INSERTED DETAIL,,Place,Culture,INDUSTRIAL DEEP CLEANING LTD,1675.00,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,JOHN LAYBOURN,1190.00,Books
INSERTED DETAIL,,Place,Culture,KOMPASS (UK) LTD,795.00,Books
INSERTED DETAIL,,Place,Culture,LANGTON (MEDICAL TRAINING) LTD,845.00,Employee Training Course Costs
INSERTED DETAIL,,Place,Culture,MAGNA LARGE PRINT BOOKS,3090.60,Books
INSERTED DETAIL,,Place,Culture,MARK ANDREWS PRODUCTIONS,2983.75,Artist Payments
INSERTED DETAIL,,Place,Culture,MARLER HALEY LIMITED,766.75,Equipment
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,1229.54,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,536.29,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MAVAL ELECTRICAL ENGINEERING CO LTD,1031.05,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,MRS HELEN PICKARD,875.00,Artist Payments
INSERTED DETAIL,,Place,Culture,MULTICORD,1100.00,Production Costs
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1155.22,Water Charges
INSERTED DETAIL,,Place,Culture,OAKHILL PUBLISHING LTD,540.00,Books
INSERTED DETAIL,,Place,Culture,OCLC UK LTD,2178.38,Books
INSERTED DETAIL,,Place,Culture,OVERLANDER MINI COACHES,560.00,Artist Payments
INSERTED DETAIL,,Place,Culture,OXFORD UNIVERSITY PRESS,2800.00,Books
INSERTED DETAIL,,Place,Culture,PASSWORD PRODUCTIONS LTD,8485.08,Artist Payments
INSERTED DETAIL,,Place,Culture,PAUL DILLON,565.00,Artist Payments
INSERTED DETAIL,,Place,Culture,PHIL MCINTYRE ENTERTAINMENTS LTD,25162.81,Artist Payments
INSERTED DETAIL,,Place,Culture,POLYTAN SPORTS SURFACES,8650.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,PROMOACTIVE,2075.00,Equipment
INSERTED DETAIL,,Place,Culture,PROQUEST INFORMATION & LEARNING LTD,1400.00,Books
INSERTED DETAIL,,Place,Culture,RAVE ON LIMITED,19337.21,Artist Payments
INSERTED DETAIL,,Place,Culture,RAVE ON LIMITED,1079.50,Merchandise Sales Paid To Others
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,596.09,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,ROYAL GEOGRAPHICAL SOCIETY,587.89,Artist Payments
INSERTED DETAIL,,Place,Culture,RUNNING IMP INTERNATIONAL,751.51,Equipment
INSERTED DETAIL,,Place,Culture,SAVILLS (UK) LTD,4049.84,Rent Of Facilities
INSERTED DETAIL,,Place,Culture,SCOTT YOUNG,600.00,Projects
INSERTED DETAIL,,Place,Culture,SCREENTECH,8200.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,737.61,Catering Provisions
INSERTED DETAIL,,Place,Culture,SUSANNAH R STEPHEN,1750.00,Projects
INSERTED DETAIL,,Place,Culture,TECHNICAL SURFACES,501.75,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,THE ASA,1838.40,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,8000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,THE BRITISH LIBRARY,500.00,Books
INSERTED DETAIL,,Place,Culture,THE CIRCUS OF HORRORS,7011.72,Artist Payments
INSERTED DETAIL,,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,7731.34,Licences
INSERTED DETAIL,,Place,Culture,THE TOURING CONSORTIUM LTD,25000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,TRAVELZOO (EUROPE)LTD,1357.25,Artist Payments
INSERTED DETAIL,,Place,Culture,TRAVELZOO (EUROPE)LTD,1141.00,Artist Payments
INSERTED DETAIL,,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,728.08,Equipment
INSERTED DETAIL,,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,1198.00,Equipment
INSERTED DETAIL,,Place,Culture,VAMPIRES ROCK LIMITED,3036.09,Artist Payments
INSERTED DETAIL,,Place,DLO Services,A1 TRAINING & SAFETY,500.00,Employee Training Course Costs
INSERTED DETAIL,,Place,DLO Services,A1 TRAINING & SAFETY,700.00,Employee Training Course Costs
INSERTED DETAIL,,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,1232.00,Vehicle Hire
INSERTED DETAIL,,Place,DLO Services,ASCOT DOORS LIMITED,7624.50,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ASCOT DOORS LIMITED,554.58,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ASCOT DOORS LIMITED,6054.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ATLAS ROOFING & CLADDING SYSTEMS,31966.98,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ATLAS WASHROOM SYSTEMS,2140.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,BEAVER84,617.50,Plant Hire
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,20840.63,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,510.60,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,CAPITA BUSINESS SRV LTD (DARLINGTON),19804.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,595.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,600.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,792.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,804.85,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,533.54,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,539.46,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,540.75,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,648.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,547.96,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,539.46,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,533.54,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,533.54,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,648.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,648.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COTTAGE CONTRACT FURNISHERS,948.50,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1355.58,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1378.06,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1416.93,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1483.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1475.93,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1483.31,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1401.86,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1542.25,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1124.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1492.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1377.43,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1489.11,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1516.14,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1523.14,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1509.68,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1534.38,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,885.15,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,603.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1051.82,Direct Charges - Materials (Dlo)
