Darlington Borough Council - Analysis of Transactions Over £500,,,,,
Mar-15,,,,,
,,,,,
,,,,,
text description,text servdesc,apar_name,order_id,amount,accdesc
Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,"1,478.75",Agency Staff Costs - Non Teaching
Resources Group,Resources,MISS SARAH GREENAN,3064201,740,Professional Fees & Consultancy
Resources Group,Resources,MR GERALD BROWNE,3063997,950,Professional Fees & Consultancy
Resources Group,Resources,MR STEPHEN AINSLEY,3063993,"1,350.00",Professional Fees & Consultancy
Resources Group,Resources,MRS ELAINE AVERIS,3064195,800,Professional Fees & Consultancy
Resources Group,Resources,MRS GILLIAN KANE,3065593,650,Professional Fees & Consultancy
Resources Group,Resources,NEIL COOKSON,3035690,"1,044.25",Consultancy Fees
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3061271,"2,091.39",Marketing & Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3064515,745.34,Marketing & Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3061271,524,Marketing & Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3061271,524,Marketing & Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3061271,786,Marketing & Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3061271,524,Marketing & Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3060108,694.23,Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3061271,786,Marketing & Advertising
Resources Group,Resources,NORTHGATE INFORMATION SOLUTIONS,3051005,542.8,Other Supplies & Services
Resources Group,Resources,OCTAGON LEGAL,3064203,700,Professional Fees & Consultancy
Resources Group,Resources,PHILIP CORDERY,3064198,"1,350.00",Professional Fees & Consultancy
Resources Group,Resources,PRIMARY PUBLISHING TEESSIDE LTD,3063281,"1,190.00",Marketing & Advertising
Resources Group,Resources,ROYAL MAIL NORTH EAST,0,"1,106.06",Postages
Resources Group,Resources,ROYAL MAIL NORTH EAST,0,978.8,Postages
Resources Group,Resources,SHAW AND SONS LTD,3062059,"1,000.00",Other Supplies & Services
Resources Group,Resources,SHAW AND SONS LTD,3061952,"1,394.40",Other Supplies & Services
Resources Group,Resources,SUPPLIES TEAM,3063963,"1,140.00",Stationery
Resources Group,Resources,TCS MEDIA,0,"1,600.00",Marketing & Advertising
Resources Group,Resources,WHISTL UK LIMITED,0,"2,957.74",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,776.82",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,587.54,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,928.4,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,514.09,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"8,738.27",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,564.64",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,838.75",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,298.26",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,758.18,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,936.78",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,061.87",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,546.16",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,377.33",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,261.93",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,273.30",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,435.24",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"4,336.43",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,428.92",Postages
Resources Group,Finance,CIPFA,3064942,775,Ict Software Purchase
Resources Group,Finance,CIPFA,3064717,"1,770.00",Employee Training Course Costs
Resources Group,Finance,OXFORD COMPUTER CONSULTANTS,3064266,"1,500.00",Ict Software Purchase
Resources Group,Finance,PRICE WATERHOUSE COOPERS,3058985,"13,561.00",Professional Fees & Consultancy
Resources Group,Finance,PRICE WATERHOUSE COOPERS,3058985,"13,561.00",Professional Fees & Consultancy
Resources Group,Finance,PRICE WATERHOUSE COOPERS,3058985,"3,000.00",Professional Fees & Consultancy
Resources Group,Finance,SECURICOR CASH SERVICES LTD,0,985.44,Security Services
Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,569,Telephone Costs
Resources Group,ICT,DAISY COMMUNICATIONS LTD,0,"8,647.13",Telephone Costs
Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,"4,243.88",Telephone Costs
Resources Group,Human resources management,ACAS,3062646,520,Employee Training Course Costs
Resources Group,Human resources management,BODY 2 FIT LTD,3051374,"1,400.00",Physiotherapy Recharge
Resources Group,Human resources management,BOND DICKINSON,3051099,937.5,Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051100,"5,755.00",Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051100,"3,062.00",Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051100,"2,818.00",Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051100,"5,037.50",Professional Fees & Consultancy
Resources Group,Human resources management,COMPUTERS IN PERSONNEL,3065290,"4,750.00",Professional Fees & Consultancy
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,"8,139.65",Professional Fees & Consultancy
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,"8,139.65",Professional Fees & Consultancy
Resources Group,Human resources management,POSTURITE (UK) LTD,3063234,"1,690.00",Subscriptions
Resources Group,Transformation,AIRCON REFRIGERATION LTD,3055659,520,Cyclical - Air Conditioning
Resources Group,Transformation,AIRCON REFRIGERATION LTD,3063647,587.36,Cyclical - Air Conditioning
Resources Group,Transformation,AIRCON REFRIGERATION LTD,3063762,891,Repairs - Mechanical
Resources Group,Transformation,ALFRED BAGNALL & SONS (NORTH EAST )  LTD,3064368,"1,597.00",Repairs - Building Fabric
Resources Group,Transformation,ALU-FIX,3060111,"1,150.00",Repairs - Building Fabric
Resources Group,Transformation,AQUAJET DRAIN CLEANING,3063850,"3,450.00",Repairs - Building Fabric
Resources Group,Transformation,AQUAJET DRAIN CLEANING,3059479,"1,800.00",Repairs - Building Fabric
Resources Group,Transformation,BISHOP AUCKLAND GLAZING CO LTD,3064369,"1,336.05",Repairs - Door Entry System
Resources Group,Transformation,BISHOP AUCKLAND GLAZING CO LTD,3064292,"1,285.13",Repairs - Door Entry System
Resources Group,Transformation,CARPETTIME LIMITED,3064370,726,Repairs - Building Fabric
Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,"2,211.56",Electricity
Resources Group,Transformation,CONTRACT FLOORING SERVICES (NE) LTD,0,525.52,Repairs - Building Fabric
Resources Group,Transformation,CONTRACT FLOORING SERVICES (NE) LTD,3062859,859.95,Repairs - Building Fabric
Resources Group,Transformation,CORONA ENERGY LTD,0,"2,397.34",Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,"69,627.32",Gas
Resources Group,Transformation,CROSSLING LTD,3062648,"2,600.00",Repairs - Mechanical
Resources Group,Transformation,CROSSLING LTD,3063111,568.16,Repairs - Mechanical
Resources Group,Transformation,DAMP SHIELD,3061968,"1,491.00",Repairs - Building Fabric
Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3062809,645,Repairs - Building Fabric
Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3064098,"1,625.00",Repairs - Building Fabric
Resources Group,Transformation,DURHAM COUNTY COUNCIL,3063508,795.43,Repairs - Lifts
Resources Group,Transformation,ELDERS WALKER GLASS LTD,3061995,"2,010.36",Repairs - Building Fabric
Resources Group,Transformation,ELDERS WALKER GLASS LTD,3061995,"1,500.84",Repairs - Building Fabric
Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3064147,710,Cyclical - Fire Alarms
Resources Group,Transformation,FRANCIS CONSTRUCTION,3064444,"1,200.00",Repairs - Building Fabric
Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,796.63,Agency Staff Costs - Non Teaching
Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,796.63,Agency Staff Costs - Non Teaching
Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,796.63,Agency Staff Costs - Non Teaching
Resources Group,Transformation,JEWSON LTD,3063455,"1,572.72",Repairs - Mechanical
Resources Group,Transformation,LORD TECHNICAL LTD,3061942,746.18,Equipment
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3062873,"1,450.00",Repairs - Building Fabric
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3063925,"4,244.00",Repairs - Building Fabric
Resources Group,Transformation,MULTICORD,3063857,528,Building Repairs And Maintenance
Resources Group,Transformation,MULTICORD,3063858,528,Building Repairs And Maintenance
Resources Group,Transformation,MULTICORD,3062685,528,Building Repairs And Maintenance
Resources Group,Transformation,NES SERVICES LTD,3064820,"1,232.70",Security Services
Resources Group,Transformation,NORTHUMBRIAN WATER,0,"1,984.10",Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,"3,823.40",Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,"2,448.21",Water Charges
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"44,870.26",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,416.18",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,970.74",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"5,479.66",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,739.31",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"3,053.08",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,782.75,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"3,359.26",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,015.40",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,266.60",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,831.55,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,033.53",Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3064939,"1,037.40",Equipment
Resources Group,Transformation,SCREENTECH,3063247,784.15,Ppe Clothing & Equipment
Resources Group,Transformation,SUPPLIES TEAM,3064597,506.8,Stationery
Resources Group,Transformation,T P S BOILER SPARES,3059858,"5,333.65",Repairs - Mechanical
Resources Group,Transformation,T P S BOILER SPARES,3063604,860,Repairs - Mechanical
Resources Group,Transformation,T.A PLASTIC SUPPLIES,3064636,"1,388.44",Repairs - Mechanical
Resources Group,Transformation,TT ELECMECH LIMITED,3065273,579,Repairs - Electrical
Resources Group,Transformation,UPNORTH ENGINEERING SERVICES LTD,3060170,"3,220.40",Equipment
Resources Group,Transformation,WESTWOOD TIMBER & FENCING,3062577,600,Ground Maintenance
Resources Group,Transformation,YESSS ELECTRICAL,3063391,709.55,Repairs - Emergency Lighting
Resources Group,Transformation,YESSS ELECTRICAL,3062007,535.55,Repairs - Emergency Lighting
Resources Group,Transformation,YESSS ELECTRICAL,3063230,859,Repairs - Electrical
Resources Group,Transformation,YESSS ELECTRICAL,3063606,899.88,Alterations & Improvements - Electrical
Resources Group,Transformation,YESSS ELECTRICAL,3064582,889.8,Repairs - Electrical
Resources Group,DLO Services,NUMATIC INTERNATIONAL LTD.,3064884,"1,973.25",Other Consumables
Place,Building Design Services,ANDERS ELITE,3063269,875.38,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,965.55,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,787.25,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,746.13,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,897.9,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,928.65,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,781.38,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,953.25,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,605.13,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,922.5,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,977.85,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,564,Agency Staff Costs - Non Teaching
Place,Building Design Services,BAKER MALLETT LLP,3063480,"1,350.00",Consultancy Fees
Place,Building Design Services,BAKER MALLETT LLP,3063743,"1,300.00",Consultancy Fees
Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,"1,112.54",Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,"1,105.18",Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,"1,100.95",Agency Staff Costs - Non Teaching
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3063388,500,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3063482,"3,120.00",Consultancy Fees
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Commercial Services,ASSET EPOS SYSTEMS,0,"1,800.00",Other Supplies & Services
Place,Commercial Services,BEST EVIDENCE TECHNOLOGY LTD,3063582,510,Cctv Monitoring Charge
Place,Commercial Services,COUNTING SOLUTIONS LTD,3063569,"2,890.00",Equipment
Place,Commercial Services,CSL DUALCOM LIMITED,3063451,"1,260.00",Equipment
Place,Commercial Services,DISTINCT DARLINGTON LIMITED,0,"2,800.04",Other Supplies & Services
Place,Commercial Services,INDOOR OUTDOOR,0,"3,796.00",Other Supplies & Services
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,790.04,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,"1,048.83",Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,949.73,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,733.66,Bar Provisions For Resale
Place,Commercial Services,SHOPFITTING SUPPLIES LTD,3063715,722.5,Equipment
Place,Culture,222 SPORTS LIMITED,3064415,"3,600.00",Other Supplies & Services
Place,Culture,ABBEY DISTRIBUTORS,3063117,"1,890.00",Events & Awards
Place,Culture,ACORN DAIRY,0,532.98,Catering Provisions
Place,Culture,A-HA DISTRIBUTION,3063311,960,Other Supplies & Services
Place,Culture,ANDREA RAPER,3051986,504,Artist Payments
Place,Culture,ARTIFAX SOFTWARE LTD,0,"3,684.42",Ict Software Support & Maintenance
Place,Culture,ASG STAGE PRODUCTS LIMITED,3061134,800,Equipment
Place,Culture,AUTHORS ABROAD & CABOODLE BOOKS LTD,0,616.67,Events & Awards
Place,Culture,BARRY COLLINGS ENTERTAINMENTS,0,"6,358.81",Artist Payments
Place,Culture,BIRDSONG PRODUCTIONS LTD,0,"10,000.00",Artist Payments
Place,Culture,BONNIE DAVIES,3051964,"2,340.00",Artist Payments
Place,Culture,BONNIE DAVIES,3051964,"2,340.00",Artist Payments
Place,Culture,BOUND & GAGGED LIMITED,0,"9,658.62",Artist Payments
Place,Culture,BRENNTAG UK & IRELAND,3063408,"2,734.66",Chemicals
Place,Culture,BRIGHT BOOK SUPPLIES LTD,0,500.08,Books
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,"1,098.90",Cleaning Materials & Consumables
Place,Culture,CLEVELAND STUDIOS LIMITED,3062460,539.4,Production Costs
Place,Culture,COCA COLA ENTERPRISES LTD,0,949.74,Bar Provisions For Resale
Place,Culture,CROWCON DETECTION INST LTD,0,515.2,Other Supplies & Services
Place,Culture,CRYOSERVICE LIMITED,0,548.36,Chemicals
Place,Culture,DEBBIE WAISTELL,3052636,"2,220.00",Artist Payments
Place,Culture,DEREK BLOCK CONCERT PROMOTIONS,0,"4,412.43",Artist Payments
Place,Culture,ENCYCLOPAEDIA BRITANNICA (UK) LTD,0,770,Books
Place,Culture,EXTERIOR LIGHTING SOLUTIONS LTD,0,773.08,Building Repairs And Maintenance
Place,Culture,FIERYLIGHT AQUA LTD,0,"3,730.32",Artist Payments
Place,Culture,FLYING ENTERTAINMENT LIMITED,0,"7,434.39",Artist Payments
Place,Culture,FLYING ENTERTAINMENT LIMITED,0,520,Merchandise Sales Paid To Others
Place,Culture,FORBIDDEN PLANET MUSICALS LTD,0,"24,000.00",Artist Payments
Place,Culture,GOES WRONG LIMITED,0,"14,989.68",Artist Payments
Place,Culture,GSA PARTNERS LLP,3064156,600,Other Supplies & Services
Place,Culture,HANNAH MURRAY-LESLIE,0,"1,040.00",Other Supplies & Services
Place,Culture,HIGHLY SPRUNG PERFORMANCE CO,0,"2,024.00",Artist Payments
Place,Culture,HOPWELLS LIMITED,0,531.79,Catering Provisions
Place,Culture,INDUSTRIAL DEEP CLEANING LTD,0,"1,675.00",Cleaning Materials & Consumables
Place,Culture,IQL UK LTD,3063579,571,Employee Training Course Costs
Place,Culture,J P LENNARD LTD,3064402,806.8,Equipment
Place,Culture,JOHN LAYBOURN,0,"1,370.00",Books
Place,Culture,JULIE MACBEAN,3059641,800,Artist Payments
Place,Culture,MADELEINE LINDLEY LTD,0,740.61,Books
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,"1,185.94",Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,"1,593.72",Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,575.4,Bar Provisions For Resale
Place,Culture,MICHELLE DOUGLAS,3053806,800,Artist Payments
Place,Culture,MICROFORM IMAGING LTD,0,500.43,Books
Place,Culture,MIDDLE GROUND THEATRE COMPANY,0,"5,237.00",Artist Payments
Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3063048,"2,280.00",Building Repairs And Maintenance
Place,Culture,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3063314,600,Other Supplies & Services
Place,Culture,NORTHUMBRIAN WATER,0,"1,415.32",Water Charges
Place,Culture,OAKHILL PUBLISHING LTD,0,540,Books
Place,Culture,OAKHILL PUBLISHING LTD,0,"2,080.80",Books
Place,Culture,OCLC UK LTD,0,"2,324.30",Books
Place,Culture,PETRA LLOYD,3051975,"1,440.00",Artist Payments
Place,Culture,PETRA LLOYD,3051975,"1,650.52",Artist Payments
Place,Culture,PHASE ONE,3063609,707.5,Equipment
Place,Culture,PRIMARY PUBLISHING TEESSIDE LTD,3063295,"1,320.00",Marketing & Advertising
Place,Culture,PROMOACTIVE,3063140,618.3,Equipment
Place,Culture,PROSPEC LTD,3062557,846.4,Building Repairs And Maintenance
Place,Culture,RARING2GO DARLINGTON LTD,3063212,956,Other Supplies & Services
Place,Culture,RAYMOND GUBBAY LTD,0,"2,496.00",Programme Sales Paid To Others
Place,Culture,RAYMOND GUBBAY LTD,0,"59,165.38",Artist Payments
Place,Culture,RILEY DUNN & WILSON LIMITED,3061226,"3,763.44",Materials
Place,Culture,RIP PRODUCTIONS LTD,0,"1,500.00",Artist Payments
Place,Culture,SAVILLS (UK) LTD,0,"4,049.84",Rent Of Facilities
Place,Culture,SCREENTECH,3063581,"7,868.75",Other Supplies & Services
Place,Culture,STOBBS WHOLESALERS,0,598.65,Catering Provisions
Place,Culture,TAG TEAMWEAR LIMITED,0,"1,184.00",Equipment
Place,Culture,TARNSIDE CONSULTING,3055871,"1,694.72",Consultancy Fees
Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,"7,445.44",Licences
Place,Culture,TYNESIDE PIANO COMPANY,3062833,690,Equipment Hire
Place,Culture,UPEX  ELECTRICAL DISTRIBUTORS LTD,3063659,501.27,Building Repairs And Maintenance
Place,Culture,VAMPIRES ROCK LIMITED,0,"2,665.78",Artist Payments
Place,Culture,VAMPIRES ROCK LIMITED,0,"4,000.00",Artist Payments
Place,Culture,W F HOWES LTD,0,"2,971.01",Books
Place,Culture,W F HOWES LTD,0,"1,469.00",Books
Place,Culture,W F HOWES LTD,0,562,Books
Place,Culture,WELL INFORMED LIMITED,0,"1,042.00",Books
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,"1,232.00",Vehicle Hire
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3062977,"1,224.00",Vehicle Hire
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,"1,364.00",Vehicle Hire
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,552.5,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,518.63,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,764.5,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,"1,071.83",Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,799.25,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,535.5,Materials
Place,DLO Services,AT WAGGOTT HAULAGE,3058284,"6,560.50",Direct Charges - Contractors
Place,DLO Services,BATLEYS LTD,0,514.26,Catering Provisions
Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3061683,"4,956.87",Materials
Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3061683,"31,989.30",Materials
Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3065135,"4,958.87",Materials
Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,"3,609.00",Direct Charges - Contractors
Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,"4,150.00",Materials
Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,"2,280.00",Direct Charges - Contractors
Place,DLO Services,BROXAP  LTD,3063899,750,Direct Charges - Contractors
Place,DLO Services,CAPITA BUSINESS SRV LTD (DARLINGTON),0,"19,337.00",Ict Software Support & Maintenance
Place,DLO Services,CLEE HILL PLANT LTD,3062627,881,Plant Hire
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,727.23,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064043,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,696.61,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064043,694.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064043,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,796.12,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,688.95,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,681.3,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,CORMETON ELECTRONICS LTD,3062926,611.89,Repairs - Electrical
Place,DLO Services,CROSSLING LTD,3062658,"1,293.43",Materials
Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3062680,"1,650.00",Direct Charges - Contractors
