,,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1959.26,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1982.86,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,0,3079.03,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,608.94,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1054.58,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,19326.20,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1070.82,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,804.61,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,14477.01,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1916.21,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1040.14,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,986.54,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,542.65,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
INSERTED DETAIL,,Resources Group,Transformation,PALINTEST LTD,3071544,834.95,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3070201,549,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3072221,1037.40,Equipment
INSERTED DETAIL,,Resources Group,Transformation,T P S BOILER SPARES,3069246,1670.10,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,UPNORTH FOODSERVICE EQUIPMENT LIMITED,3071345,629.28,Equipment
INSERTED DETAIL,,Resources Group,Transformation,YESSS ELECTRICAL,3072554,590,Alterations & Improvements - Electrical
INSERTED DETAIL,,Resources Group,Transformation,YESSS ELECTRICAL,3070306,1650.00,Repairs - Electrical
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,906.53,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,803.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DESCO,3072804,1500.00,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,904.96,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1281.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1107.73,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3071661,1890.00,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3071663,1057.98,Consultancy Fees
INSERTED DETAIL,,Place,Economic Regeneration,NE CHAMBER OF COMMERCE TRADE & INDTY,3072949,2208.00,Subscriptions
INSERTED DETAIL,,Place,Economic Regeneration,NPOWER NORTHERN LTD,3072956,884.11,Events & Awards
INSERTED DETAIL,,Place,Economic Regeneration,THE CREATIVE ALCHEMIST,3072509,1270.00,Marketing & Advertising
INSERTED DETAIL,,Place,Commercial Services,ALL EVENTS SECURITY,3071460,1728.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,DR TWISTS PHOTOGRAPHARIUM,3070251,590,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3070512,3087.50,Equipment
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3071525,8492.00,Equipment
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,983.15,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,SOUTHERN ELECTRIC GAS,0,3416.75,Electricity
INSERTED DETAIL,,Place,Commercial Services,SOUTHERN ELECTRIC GAS,0,3224.71,Electricity
INSERTED DETAIL,,Place,Culture,ACCESS TRAINING SERVICES,3072328,750,Course Purchase
INSERTED DETAIL,,Place,Culture,AIR PRODUCTS PLC,0,583.26,Chemicals
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,3071645,528,Security Services
INSERTED DETAIL,,Place,Culture,ARMADILLO MUSIC LTD,3072228,1000.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,0,5757.62,Artist Payments
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,0,680,Books
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,3065832,782.89,Artist Payments
INSERTED DETAIL,,Place,Culture,BPH DATA LTD,0,700,Equipment
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,3071289,2851.29,Chemicals
INSERTED DETAIL,,Place,Culture,BURTS CONTRACT SERVICES,3070863,598,Direct Charges - Contractors
INSERTED DETAIL,,Place,Culture,CHARTER SELF DRIVE LTD,3070343,544.17,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,COCA COLA ENTERPRISES LTD,0,673.05,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,COCA COLA ENTERPRISES LTD,0,609.03,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,DARLINGTON DANCE FESTIVAL ASSOCIATION,0,4472.00,Ticket Sales Paid To Others
INSERTED DETAIL,,Place,Culture,DARLINGTON SCHOOL OF MATHEMATICS & SCIENCE,3072389,18705.00,Equipment
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,0,2400.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,ELECTRONIC SECURITY SOLUTIONS LTD,3069875,777.49,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,HANDSHAKE LTD,0,7600.94,Artist Payments
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,0,540.86,Catering Provisions
INSERTED DETAIL,,Place,Culture,JAMES FLETCHER,3072419,577.5,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,JAMES FLETCHER,3068871,577.5,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,JERKIN CROCUS PROMOTIONS LTD,3072231,1000.00,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Culture,JERKIN CROCUS PROMOTIONS LTD,3072231,1000.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,LONGFIELD ACADEMY OF SPORT,3072396,13937.00,Equipment
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1194.57,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,567.48,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,NLS SECURITY LIMITED,0,717,Equipment
INSERTED DETAIL,,Place,Culture,NORTH TEES & HARTLEPOOL NHS F TRUST,3067770,680.8,Chemicals
INSERTED DETAIL,,Place,Culture,NORTHERN SEATING,3071104,2491.80,Equipment
INSERTED DETAIL,,Place,Culture,PREMIER TRAFFIC MANAGEMENT,0,580,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,PROMOACTIVE,3071860,555.4,Equipment
INSERTED DETAIL,,Place,Culture,RLF BUILDING FUTURES,3064675,1777.50,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,SAVILLS (UK) LTD,0,4049.84,Rent Of Facilities
INSERTED DETAIL,,Place,Culture,SAVILLS (UK) LTD,0,4049.84,Rent Of Facilities
INSERTED DETAIL,,Place,Culture,SCHOTT REMOVALS TRANSPORT LTD,3070250,700,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,SPEEDY HIRE,3068884,1002.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,SPORT SYSTEMS LIMITED,0,700.42,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,0,605.3,Catering Provisions
INSERTED DETAIL,,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,4125.30,Licences
INSERTED DETAIL,,Place,Culture,THE WOOD FLOOR COMPANY UK LTD,3071481,991.08,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,THEATRICAL ADVENTURES LTD,0,15000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,W F HOWES LTD,0,1256.86,Books
INSERTED DETAIL,,Place,Culture,WERNICK HIRE LTD,3071248,1340.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,WORLD ON STAGE LTD,0,2000.00,Artist Payments
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3066108,20015.69,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,2180.75,Materials
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,1072.50,Materials
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,572,Materials
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,1680.25,Materials
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,3066651,8961.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BATLEYS LTD,0,585.41,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BEAVER84,3071364,720,Materials
INSERTED DETAIL,,Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3069772,6982.00,Materials
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3070107,7450.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,COSYSEAL INSULATION UK LTD,3072308,1109.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,3071735,1166.50,Materials
INSERTED DETAIL,,Place,DLO Services,CTRACK LTD,3072067,650,Equipment
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3071413,510,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,647.87,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,533.4,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,985.6,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,620,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,522.3,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,701.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,866.04,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,542.1,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,513.6,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,584.69,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,590,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,807.93,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,593.6,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,650.52,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,592.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,712.89,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,603.72,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,881.99,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,557.22,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,557.22,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,536.41,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,589.29,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,617.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,558.8,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,985.6,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,780,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,620,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,652.88,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,824.8,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,824.8,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,3068899,628.34,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,3070109,3386.95,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3065420,2370.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3071147,2140.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3070625,2630.35,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3071305,3627.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1051.24,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,3070486,599.05,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HILL BASTIN INTERIORS LTD,3070111,505.4,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,HOPWELLS LIMITED,0,513.3,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,HPS MAINTENANCE & RESTORATION LTD,3064446,50000.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,K C PLANT HIRE,3070321,700,Equipment
INSERTED DETAIL,,Place,DLO Services,LUCY ZODION LTD,3071581,963.59,Materials
INSERTED DETAIL,,Place,DLO Services,LYNX PRECAST LTD,3070184,2795.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3068565,854.54,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3070115,5940.92,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3070116,20234.22,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3067629,8630.25,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,771,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1131.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1211.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1845.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1131.00,Direct Charges - Contractors
