,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,848.44,ELECTRICITY
INSERTED DETAIL,,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,2391.87,ELECTRICITY
INSERTED DETAIL,,Corporate Services,Corporate Services,SCHOTT REMOVALS TRANSPORT LTD,1243.55,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Corporate Services,Corporate Services,SCHOTT REMOVALS TRANSPORT LTD,656.00,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Corporate Services,Corporate Services,SCHOTT REMOVALS TRANSPORT LTD,510.00,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Corporate Services,Corporate Services,STOREYS:SSP,959.47,ELECTRICITY
INSERTED DETAIL,,Corporate Services,Corporate Services,STOREYS:SSP,1135.56,ELECTRICITY
INSERTED DETAIL,,Corporate Services,Corporate Services,STOREYS:SSP,715.82,ELECTRICITY
INSERTED DETAIL,,Corporate Services,Corporate Services,STOREYS:SSP,546.69,GAS
INSERTED DETAIL,,Corporate Services,Corporate Services,STOREYS:SSP,38407.61,RENT OF FACILITIES
INSERTED DETAIL,,Corporate Services,Corporate Services,STOREYS:SSP,37746.39,WASTE DISPOSAL
INSERTED DETAIL,,Corporate Services,Corporate Services,STOREYS:SSP,614.01,ELECTRICITY
INSERTED DETAIL,,Corporate Services,Corporate Services,TABS RECRUITMENT,1909.73,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Corporate Services,VIGLEN LTD,1007.40,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Corporate Services,Human Resources,ALLIANCE PSYCHOLOGICAL SERVICES,1750.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Corporate Services,Human Resources,BASE 2 TRAINING,950.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Corporate Services,Human Resources,BODY 2 FIT LTD,1300.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,500.24,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Human Resources,CRIMINAL RECORDS BUREAU,3634.00,CRB CHECKS
INSERTED DETAIL,,Corporate Services,Human Resources,IHS (GLOBAL) LIMITED,3020.00,SUBSCRIPTIONS
INSERTED DETAIL,,Corporate Services,ICT & Printing,DAISY COMMUNICATIONS LTD,9751.35,TELEPHONE COSTS
INSERTED DETAIL,,Corporate Services,ICT & Printing,VIRGIN MEDIA BUSINESS LIMITED,807.32,TELEPHONE COSTS
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ADT FIRE & SECURITY PLC,515.45,SECURITY SERVICES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,AMTEC CONSULTING PLC,59169.33,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Corporate Services,Legal & Democratic,DURHAM BUSINESSWEAR LTD,521.02,PURCHASE OF CLOTHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,KONICA EAST DIRECT LTD,554.08,ADMIN EQUIPMENT
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1591.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1766.75,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1489.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,NEIL COOKSON,2126.00,CONSULTANCY FEES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,NORTHGATE PUBLIC SECTOR LIMITED,59169.33,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,2228.56,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1593.44,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1000.00,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1598.43,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1446.20,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT (UK) LTD,2388.11,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT (UK) LTD,1335.98,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT (UK) LTD,2444.73,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT (UK) LTD,2298.61,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT POST LTD,2298.61,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT POST LTD,2388.11,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT POST LTD,1136.06,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,WATERSTONS,1785.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Corporate Services,Public Protection,BEMROSE BOOTH LTD,1083.75,STATIONERY
INSERTED DETAIL,,Corporate Services,Public Protection,IHS (GLOBAL) LIMITED,3020.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Corporate Services,Public Protection,IHS (GLOBAL) LIMITED,3020.00,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Corporate Services,Public Protection,MIDDLESBROUGH BOROUGH COUNCIL,1867.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Corporate Services,Public Protection,NSL LIMITED,4254.32,SECURITY SERVICES
INSERTED DETAIL,,Corporate Services,Public Protection,PARKEON,13570.58,EQUIPMENT R&M
INSERTED DETAIL,,Corporate Services,Joint Leveys & Boards,ENVIRONMENT AGENCY,21318.50,Contributions/Donations
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,6116.32,Adult Placement Schemes
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,564.80,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,582.59,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,524.86,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,512.90,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,622.13,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,622.13,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,756.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,810.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,607.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,864.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,769.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,810.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,648.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,1005.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,756.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,918.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,621.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,607.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,756.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,7511.04,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,639.36,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,599.40,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,4593.26,Day Care - Private Contractors
INSERTED DETAIL,,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,9523.64,Day Care - Private Contractors
INSERTED DETAIL,,Community Services,Adult Social Care and Health,DARLINGTON PROPERTIES LTD,3087.50,RENT OF FACILITIES
INSERTED DETAIL,,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,EXTERNAL COURIER SERVICE
INSERTED DETAIL,,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,EXTERNAL COURIER SERVICE
INSERTED DETAIL,,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),1646.72,EXTERNAL COURIER SERVICE
INSERTED DETAIL,,Community Services,Adult Social Care and Health,HCL,567.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,INNOVATIONS,9140.90,Day Care - Private Contractors
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MANNING LIMITED,818.07,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MENCAP,5660.00,RENT OF FACILITIES
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,885.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1080.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1050.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,NORTH REGIONAL ASSOCIATION FOR SENSORY SUPPORT,750.00,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,NOTTINGHAM REHAB SUPPLIES,805.72,OCCUPATIONAL THERAPY EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PEART FENCING,1131.00,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PEART FENCING,641.00,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PEART FENCING,641.00,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PEART FENCING,600.00,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PEART FENCING,641.00,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PEART FENCING,752.00,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PIN POINT RECRUITMENT,920.42,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1200.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,992.80,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1153.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,920.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1120.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1096.88,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1096.88,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1177.05,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,877.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,880.80,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1126.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,958.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1080.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SCHOTT REMOVALS TRANSPORT LTD,1390.00,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105.00,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2193.75,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,"TEES,ESK & WEAR VALLEYS NHS TRUST",2144.29,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,THE STROKE ASSOCIATION,1000.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1841.17,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1841.17,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1291.62,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1435.75,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1297.45,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1733.68,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1927.16,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1741.51,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1733.69,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1927.16,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1741.51,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1294.00,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1726.00,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1725.56,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,1371.69,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,3944.47,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,3882.00,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,3714.20,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,4128.68,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TOGETHER WORKING FOR WELLBEING,3730.97,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TYNETEC LTD,541.49,EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,TYNETEC LTD,2039.37,EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,WOMENS ROYAL VOLUNTARY SERVICE (WRVS),1200.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,1045.16,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,ALAN LOVELL,2500.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,ALL EVENTS SECURITY,4842.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,ALL EVENTS SECURITY,565.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,ALL EVENTS SECURITY,773.50,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,AQUA SPHERE UK LTD,2519.04,ITEMS FOR RESALE
INSERTED DETAIL,,Community Services,Cultural Services,AR ENTERTAINMENTS,900.00,EQUIPMENT
INSERTED DETAIL,,Community Services,Cultural Services,AR ENTERTAINMENTS,900.00,EQUIPMENT
INSERTED DETAIL,,Community Services,Cultural Services,BILL KENWRIGHT LTD,32230.03,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BLACK & WHITE ADVERTISING (URWIN GARTON),720.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Community Services,Cultural Services,BLACK & WHITE ADVERTISING (URWIN GARTON),1815.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Community Services,Cultural Services,BONNIE DAVIES,900.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BONNIE DAVIES,720.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,CHARTER FUELS LTD,1132.50,FUEL OIL FOR HEATING
INSERTED DETAIL,,Community Services,Cultural Services,CHARTER FUELS LTD,1329.88,FUEL OIL FOR HEATING
INSERTED DETAIL,,Community Services,Cultural Services,CHIMES INTERNATIONAL ENTERTAINMENTS LTD,15000.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,CHRYSTAL CONSULTING,1975.00,EQUIPMENT
INSERTED DETAIL,,Community Services,Cultural Services,CHRYSTAL CONSULTING,700.00,EQUIPMENT
INSERTED DETAIL,,Community Services,Cultural Services,COMBINED POWER (SOUTH) LTD,2209.20,ALTERATIONS & IMPROVEMENTS
INSERTED DETAIL,,Community Services,Cultural Services,DANCE FLOOR UK,500.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,DAVE SAUNDERS,600.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,DEBBIE WAISTELL,750.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,EDEN FARM LTD,553.14,CATERING PROVISIONS
INSERTED DETAIL,,Community Services,Cultural Services,EDEN FARM LTD,670.54,CATERING PROVISIONS
INSERTED DETAIL,,Community Services,Cultural Services,ELECTRIC CENTRE,1135.30,EQUIPMENT
INSERTED DETAIL,,Community Services,Cultural Services,GREENWOODS ELECTRICAL SERVICES,970.00,Repairs - Electrical
INSERTED DETAIL,,Community Services,Cultural Services,HEINEKEN UK,930.76,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Community Services,Cultural Services,HILARITY BITES COMEDY CLUB,855.00,Ticket Sales Paid to Others
INSERTED DETAIL,,Community Services,Cultural Services,INDOOR OUTDOOR,3498.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,INDOOR OUTDOOR,1695.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,INDOOR OUTDOOR,2250.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,INDOOR OUTDOOR,3294.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,INDOOR OUTDOOR,715.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,IQL UK LTD,627.40,EQUIPMENT
INSERTED DETAIL,,Community Services,Cultural Services,JOHN NEILSON,3899.43,Production Costs
INSERTED DETAIL,,Community Services,Cultural Services,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,1232.09,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,LLOYDS BRITISH TESTING CO LTD,560.00,Statutory Testing
INSERTED DETAIL,,Community Services,Cultural Services,MAKIN PROJECTS,550.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,MULTICORD,705.00,Production Costs
INSERTED DETAIL,,Community Services,Cultural Services,NES SERVICES LTD,571.32,SECURITY SERVICES
INSERTED DETAIL,,Community Services,Cultural Services,NORTHUMBRIAN WATER,2883.62,WATER CHARGES
INSERTED DETAIL,,Community Services,Cultural Services,NORTHUMBRIAN WATER,1987.95,WATER CHARGES
INSERTED DETAIL,,Community Services,Cultural Services,NORTHUMBRIAN WATER,2290.56,WATER CHARGES
INSERTED DETAIL,,Community Services,Cultural Services,QUADRANT (DARLINGTON) LTD,1147.65,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Community Services,Cultural Services,RALPH GIVENS,4701.48,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Community Services,Cultural Services,ROBERT LAYCOCK LTD,1600.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,SAPPHIRE GB LTD,506.85,MARKETING & ADVERTISING
INSERTED DETAIL,,Community Services,Cultural Services,SCREENTECH,543.75,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,SPEEDY ASSET SERVICES LIMITED (SPEEDY),640.41,Other Supplies & Services
