,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,617.76,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,561.33,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,794.36,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,677.88,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,522.76,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1026.10,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.71,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10975.07,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,2099.87,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,841.43,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2490.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8139.89,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Transformation,ALBANY OFFICE FURNITURE SOLUTIONS,724.00,FURNITURE
INSERTED DETAIL,,Resources Group,Transformation,CIPFA,850.00,MEMBERSHIPS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,4410.96,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,37477.49,GAS
INSERTED DETAIL,,Resources Group,Transformation,ESS,14899.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Transformation,JAMES BURRELL BUILDERS MERCHANTS LTD,1020.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,48866.16,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4935.61,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,13389.13,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,8934.47,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3221.20,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,690.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,5762.20,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1250.20,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,703.92,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,938.63,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,44227.15,PREMISES INSURANCE
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,620.65,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,42268.34,RENT OF FACILITIES
INSERTED DETAIL,,Resources Group,Transformation,URS SCOTT WILSON LTD,1680.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Transformation,VIGLEN LTD,1056.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Place,Building Design Services,BARRETT ENVIRONMENTAL,1450.00,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,574.50,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,2062.20,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,2249.23,CONSULTANCY FEES
INSERTED DETAIL,,Place,Economic Regeneration,CLEVELAND STUDIOS LIMITED,750.00,GRANTS
INSERTED DETAIL,,Place,Economic Regeneration,NOOVO CREATIVE,650.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Commercial Services,ALL EVENTS SECURITY,4635.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,EDEN FARM LTD,515.64,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,895.00,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,8492.00,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,FOOLS PARADISE LTD,670.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,1028.09,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,611.73,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,3379.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,3525.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,985.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,MARKMARK PRODUCTIONS,640.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,THE FAIRLY FAMOUS FAMILY,924.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),613.64,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),511.10,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,664.91,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,757.02,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,1094.75,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,2040.50,EQUIPMENT
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,510.00,SECURITY SERVICES
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4000.00,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4000.00,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTIC SOLUTIONS LIMITED,4915.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Culture,ASG STAGE PRODUCTS LIMITED,800.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,AXIELL LIMITED,5409.11,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,BILL KENWRIGHT LTD,35000.00,Artist payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,3600.00,Artist payments
INSERTED DETAIL,,Place,Culture,BPH DATA LTD,762.50,EQUIPMENT
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,1927.12,EQUIPMENT
INSERTED DETAIL,,Place,Culture,CARLTON SERVICES UK,835.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,1420.20,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CHIMES INTERNATIONAL ENTERTAINMENTS LTD,12000.00,Artist payments
INSERTED DETAIL,,Place,Culture,DANCEWRIGHT STUDIO,1000.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,DARLINGTON FOOTBALL CLUB 1883 LTD,13131.81,Artist payments
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,1000.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,1495.00,Artist payments
INSERTED DETAIL,,Place,Culture,DIRECTA (UK) LIMITED,1051.20,EQUIPMENT
INSERTED DETAIL,,Place,Culture,DURHAM MEDICAL,565.80,EQUIPMENT
INSERTED DETAIL,,Place,Culture,FATPIPE SATCOM LTD,3420.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,FATPIPE SATCOM LTD,3420.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,GEOFF GRANGE,600.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,GURKHA WELFARE TRUST NORTH EAST BRN,1117.50,Ticket Sales Paid to Others
INSERTED DETAIL,,Place,Culture,INITIAL WASHROOM SOLUTIONS,2025.95,HYGIENE SERVICES
INSERTED DETAIL,,Place,Culture,INITIAL WASHROOM SOLUTIONS,2033.52,HYGIENE SERVICES
INSERTED DETAIL,,Place,Culture,INITIAL WASHROOM SOLUTIONS,2025.95,HYGIENE SERVICES
INSERTED DETAIL,,Place,Culture,JOHN TAYLOR MANAGEMENT,3000.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,LEADER ONLINE,589.93,EQUIPMENT
INSERTED DETAIL,,Place,Culture,LMC ASSOCIATES LTD NORTH EAST,550.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Place,Culture,NES SERVICES LTD,4490.06,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2553.56,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,3111.60,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1758.83,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1698.62,WATER CHARGES
INSERTED DETAIL,,Place,Culture,OPERA DELLA LUNA,1075.73,Artist payments
INSERTED DETAIL,,Place,Culture,PERFORMING RIGHT SOCIETY LIMITED,3955.77,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,908.38,Artist payments
INSERTED DETAIL,,Place,Culture,POOL COVER SYSTEMS UK,540.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,PREMIER TRAFFIC MANAGEMENT,1400.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,PROMOACTIVE,1618.56,EQUIPMENT
INSERTED DETAIL,,Place,Culture,RALPH GIVENS,3438.94,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Place,Culture,SPEEDY HIRE,610.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,STORAGE ASPECTS LIMITED,11835.00,Production Costs
INSERTED DETAIL,,Place,Culture,THE BREAD & BUTTER THEATRE COMPANY,650.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,THE ORIGINAL THEATRE COMPANY,3500.00,Artist payments
INSERTED DETAIL,,Place,Culture,THEATRESEARCH LTD,2750.00,CONSULTANCY FEES
INSERTED DETAIL,,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,1562.75,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,937.25,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,945.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,VIRGIN MEDIA BUSINESS LIMITED,7079.75,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,WEST END THEATRE MANAGERS LTD,1554.00,TMA Theatre Tokens
INSERTED DETAIL,,Place,Culture,WM MORRISON SUPERMARKETS PLC,4049.84,RENT OF FACILITIES
INSERTED DETAIL,,Place,DLO Services,ACORN DAIRY,538.62,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,612.09,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,ALAN WADKINS LTD,1475.00,EQUIPMENT
INSERTED DETAIL,,Place,DLO Services,ATLAS WASHROOM SYSTEMS,2800.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AUTOBAR UK  LTD,543.03,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,AUTOBAR UK  LTD,508.13,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,13581.63,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,1731.28,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,530.25,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,1365.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BROXAP  LTD,548.95,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CLEVELAND ROOFING CENTRE (ASPHALTIC),642.00,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,COCA COLA ENTERPRISES LTD,523.39,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,DLO Services,COLGRAVE SEEDS LTD,2906.63,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,556.13,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,802.15,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1504.61,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1538.28,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1192.87,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,999.50,EQUIPMENT
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,857.85,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,717.15,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,502.50,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1707.74,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,565.09,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1615.86,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1586.91,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,793.28,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1122.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,967.71,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1591.13,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,763.62,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1096.02,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1120.19,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1097.64,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1182.55,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,938.62,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1037.91,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,948.75,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1501.96,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1035.72,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1054.40,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,576.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,948.33,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,659.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1691.08,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1635.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1192.87,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,710.45,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,580.72,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1603.02,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1037.64,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,883.13,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1477.90,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1479.56,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1461.41,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1674.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,888.14,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,675.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,860.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,1183.20,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,1843.66,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,13581.63,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,DUNELM PROPERTY SERVICES,8993.39,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,EARLEY ORNAMENTALS LTD,1653.28,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,12332.37,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ELDERS WALKER GLASS LTD,504.97,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,803.32,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,1410.00,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,632.88,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,502.50,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,528.00,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,20439.91,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3090.75,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,630.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,FLEMING & COMPANY (MACHINERY) LTD,1092.00,EQUIPMENT
INSERTED DETAIL,,Place,DLO Services,GELPACK EXCELSIOR LIMITED,1792.08,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,GELPACK EXCELSIOR LIMITED,1833.42,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,GENTOO CONSTRUCTION LTD,11293.27,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,770.30,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,515.78,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,640.47,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,605.85,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,727.02,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,502.09,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,502.09,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,761.64,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,727.02,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,564.48,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,515.78,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,753.90,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,803.81,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,517.00,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,915.08,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,1047.91,BAR PROVISIONS FOR RESALE
