Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,"3,200.92",ELECTRICITY
Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,"2,865.63",ELECTRICITY
Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,"5,730.57",ELECTRICITY
Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,"56,346.77",ELECTRICITY
Corporate Services,Corporate Services,SAFE ESTATES SERVICES LTD,"1,456.00","RENTS, WAYLEAVES (NON VAT)"
Corporate Services,Corporate Services,STOREYS:SSP,"2,033.84",ELECTRICITY
Corporate Services,Corporate Services,STOREYS:SSP,515.57,GAS
Corporate Services,Corporate Services,STOREYS:SSP,830.00,ELECTRICITY
Corporate Services,Human Resources,CRIMINAL RECORDS BUREAU,"2,592.00",CRB CHECKS
Corporate Services,Human Resources,CRIMINAL RECORDS BUREAU,"1,332.00",CRB CHECKS
Corporate Services,Human Resources,SYD STRIKE TRAINING SOLUTIONS,530.00,TRAINING
Corporate Services,Human Resources,THOMPSONS SOLICITORS,"1,500.00",PROFESSIONAL FEES & CONSULTANCY
Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,"2,697.05",TELEPHONE COSTS
Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,"10,236.46",TELEPHONE COSTS
Corporate Services,ICT & Printing,OPAL,"1,051.00",TELEPHONE COSTS
Corporate Services,ICT & Printing,VIRGIN MEDIA BUSINESS LIMITED,576.75,TELEPHONE COSTS
Corporate Services,Legal & Democratic,ADT FIRE & SECURITY PLC,550.00,DLO RECHARGES
Corporate Services,Legal & Democratic,ADT FIRE & SECURITY PLC,"1,184.38",DLO RECHARGES
Corporate Services,Legal & Democratic,AMTEC CONSULTING PLC,"59,169.33",PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Legal & Democratic,DX NETWORK SERVICES LTD,"4,173.64",POSTAGES
Corporate Services,Legal & Democratic,MERCEDES BENZ OF TEESSIDE,851.04,R&M (VEHICLES)
Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,946.46,PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,"1,452.25",PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,"1,566.21",PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,"1,051.54",PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,"1,736.04",PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Legal & Democratic,NEIL COOKSON,"2,080.00",PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Legal & Democratic,NEOPOST FINANCE LTD (LEASE),"1,896.68",POSTAGES
Corporate Services,Legal & Democratic,NORTHUMBRIAN WATER,"2,856.08",WATER CHARGES
Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,"1,599.23",POSTAGES
Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,"1,682.42",POSTAGES
Corporate Services,Legal & Democratic,SWEET & MAXWELL LTD,"3,109.00",SUBSCRIPTIONS
Corporate Services,Legal & Democratic,TNT POST LTD,"2,633.17",POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,"1,689.95",POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,917.49,POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,528.76,POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,"1,720.86",POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,560.92,POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,990.68,POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,679.99,POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,"1,911.25",POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,"1,197.19",POSTAGES
Corporate Services,Legal & Democratic,TNT POST LTD,"1,727.19",POSTAGES
Corporate Services,Legal & Democratic,VIGLEN LTD,"2,518.50",ICT HARDWARE PURCHASE
Corporate Services,Legal & Democratic,WATERSTONS,"4,746.00",Other Supplies & Services
Corporate Services,Public Protection,BEMROSE BOOTH LTD,"1,590.00",STATIONERY
Corporate Services,Public Protection,BEMROSE BOOTH LTD,639.00,STATIONERY
Corporate Services,Public Protection,CRIMINAL RECORDS BUREAU,540.00,FEES & CHARGES GENERAL (OUTSIDE SCOPE VAT)
Corporate Services,Public Protection,KIM SOFTWARE SOLUTIONS LTD,871.43,NEWSPAPERS AND PERIODICALS
Corporate Services,Public Protection,NSL LIMITED,"3,807.02",SECURITY SERVICES
Corporate Services,Public Protection,STEVE HORNER ENVIRONMENTAL SERVICES,853.00,PROFESSIONAL FEES & CONSULTANCY
Corporate Services,Public Protection,TRANSPARENCYDATA LTD,"2,337.50",EQUIPMENT
Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,"6,116.32",Adult Placement Schemes
Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"19,170.00",Day Care - Private Contractors
Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"2,380.88",PRIVATE CONTRACTORS
Community Services,Adult Social Care and Health,AHMAD KHOUJA LIMITED,"1,312.00",COURT COSTS RECOVERED
Community Services,Adult Social Care and Health,ALBANY OFFICE FURNITURE SOLUTIONS,620.00,FURNITURE
Community Services,Adult Social Care and Health,AMARNA HOUSE CARE CENTRE,"1,548.60",Nursing - Private Contractor
Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,"2,490.04",Nursing - Private Contractor
Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"1,764.00",Residential
Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"36,603.00",Residential
Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,"1,851.24",Nursing - Private Contractor
Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,"2,733.24",Nursing - Private Contractor
Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"10,163.43",Home Care - Private Contractor
Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"2,224.44",Home Care - Private Contractor
Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"4,327.60",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"12,804.99",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"60,237.89",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CARE QUALITY COMMISION,621.00,PROFESSIONAL FEES & CONSULTANCY
Community Services,Adult Social Care and Health,CARE UK,"4,939.63",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CARE UK,"14,049.91",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CARE UK,"1,051.16",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CARELINE LIFESTYLES,500.00,Nursing - Private Contractor
Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"3,890.56",Nursing - Private Contractor
Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"2,944.00",Residential
Community Services,Adult Social Care and Health,CAREWATCH (DRS),"2,730.15",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"3,488.00",Residential
Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"18,215.43",Nursing - Private Contractor
Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,704.00",Nursing - Private Contractor
Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,704.00",Residential
Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),"6,377.84",Residential
Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),"6,254.44",Residential
Community Services,Adult Social Care and Health,COURTADE HOME CARE,"1,180.21",Home Care - Private Contractor
Community Services,Adult Social Care and Health,CRAIGMORE HOUSE,"2,175.80",Residential
Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,"4,536.80",Home Care - Private Contractor
Community Services,Adult Social Care and Health,DALBY VIEW,"3,680.00",Residential
Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,"2,020.00",TRAINING
Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,"3,099.60",Home Care - Private Contractor
Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,"1,476.00",Home Care - Private Contractor
Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,"117,612.92",Home Care - Private Contractor
Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,"19,595.83",Home Care - Private Contractor
Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,"8,388.91",Home Care - Private Contractor
Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,588.60,Home Care - Private Contractor
Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,"2,811.11",Home Care - Private Contractor
Community Services,Adult Social Care and Health,DOLPHIN PROP CO LTD (HOLLYLODGE),"1,818.84",Nursing - Private Contractor
Community Services,Adult Social Care and Health,DR IAN HALL,"2,164.90",COURT COSTS RECOVERED
Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"3,152.00",Residential
Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"14,184.00",Residential
Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"9,456.00",Nursing - Private Contractor
Community Services,Adult Social Care and Health,EDEN COTTAGE,910.00,Day Care - Private Contractors
Community Services,Adult Social Care and Health,EDEN COTTAGE,"16,426.34",Residential
Community Services,Adult Social Care and Health,ELDERWOOD RESIDENTIAL HOME,"31,101.43",Residential
Community Services,Adult Social Care and Health,ELMRIDGE NURSING HOME,"2,369.00",Residential
Community Services,Adult Social Care and Health,ELMRIDGE NURSING HOME,"2,776.59",Nursing - Private Contractor
Community Services,Adult Social Care and Health,ETHERLEY LODGE RESIDENTIAL HOME,"1,771.92",Residential
Community Services,Adult Social Care and Health,ETHERLEY LODGE RESIDENTIAL HOME,"1,687.04",Residential
Community Services,Adult Social Care and Health,FIRTREE HOUSE,"1,664.64",Residential
Community Services,Adult Social Care and Health,FIRTREE HOUSE,"6,177.12",Residential
Community Services,Adult Social Care and Health,FIRTREE HOUSE,"1,664.64",Nursing - Private Contractor
Community Services,Adult Social Care and Health,GAINFORD CARE HOMES LTD,"1,905.76",Residential
Community Services,Adult Social Care and Health,GAINFORD CARE HOMES LTD,"3,811.52",Nursing - Private Contractor
Community Services,Adult Social Care and Health,GOLDSHIELD ELECTRONIC SECURITY LTD,650.00,EQUIPMENT
Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,ENVIRONMENTAL
Community Services,Adult Social Care and Health,HADRIAN HEALTHCARE GROUP (NE LTD),"4,634.02",Residential
Community Services,Adult Social Care and Health,HARDRIDING HOUSE,"1,595.96",Residential
Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,992.29,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,817.47,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,975.70,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,956.73,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,959.73,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS OFFICE SUPPORT,990.10,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS OFFICE SUPPORT,984.09,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,"1,022.45",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,"1,008.66",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.70,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,916.37,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.70,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,981.70,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,949.33,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,989.69,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.70,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,978.90,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.69,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HCL,556.50,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HCL,583.00,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,HUNDENS PARK CARE CENTRE,"1,668.00",Residential
Community Services,Adult Social Care and Health,HUNDENS PARK CARE CENTRE,"17,275.71",Nursing - Private Contractor
Community Services,Adult Social Care and Health,J & R FARRAGHER T/A POTENS,"5,872.72",Home Care - Private Contractor
Community Services,Adult Social Care and Health,KEYSTONE COMPUTER GROUP,525.00,ICT HARDWARE PURCHASE
Community Services,Adult Social Care and Health,KINGSWAY CARE HOME,"3,443.12",Nursing - Private Contractor
Community Services,Adult Social Care and Health,LAKESIDE LODGE,"12,928.00",Residential
Community Services,Adult Social Care and Health,LAKESIDE LODGE,"7,500.86",Nursing - Private Contractor
Community Services,Adult Social Care and Health,LEONARD CHESHIRE,"3,166.84",Residential
Community Services,Adult Social Care and Health,LEONARD CHESHIRE,"3,166.84",Residential
Community Services,Adult Social Care and Health,LIFT ABLE LTD,"1,097.34",PRIVATE CONTRACTORS
Community Services,Adult Social Care and Health,LINDISFARNE COURT,"30,952.17",Residential
Community Services,Adult Social Care and Health,LINDISFARNE COURT,"1,823.76",Residential
Community Services,Adult Social Care and Health,LINDISFARNE COURT,"3,647.52",Residential
Community Services,Adult Social Care and Health,MANGAR INTERNATIONAL LIMITED,803.49,EQUIPMENT
Community Services,Adult Social Care and Health,MEDEX SKILLS LTD,710.00,TRAINING
Community Services,Adult Social Care and Health,MENCAP,"1,385.28",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENCAP,"1,385.28",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENCAP,"1,385.28",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENCAP,"1,385.28",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENCAP,732.60,Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENCAP,532.80,Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENCAP,"6,416.74",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENCAP,"52,194.52",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MENTAL HEALTH MATTERS,"51,574.50",PRIVATE CONTRACTORS
Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,"1,792.00",Nursing - Private Contractor
Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,"8,960.00",Residential
Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,"5,890.02",Residential
Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,"13,262.80",Residential
Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,"4,282.28",Residential
Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,"5,890.02",Residential
Community Services,Adult Social Care and Health,MIMOSA HEALTHCARE HOLDINGS LIMITED,"1,752.00",Residential
Community Services,Adult Social Care and Health,MIMOSA HEALTHCARE HOLDINGS LIMITED,"1,752.00",Residential
Community Services,Adult Social Care and Health,MOORLANDS,"13,150.60",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MOORLANDS,"2,595.45",Home Care - Private Contractor
Community Services,Adult Social Care and Health,MORGAN HUNT PUBLIC SECTOR LTD,900.00,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,NORTH REGIONAL ASSOCIATION FOR SENSORY SUPPORT,701.24,PRIVATE CONTRACTORS
Community Services,Adult Social Care and Health,NORTH YORKSHIRE MOBILITY & SAFETY,"1,333.95",REPAIRS AND MAINTENANCE
Community Services,Adult Social Care and Health,NORTHERN LIFE CARE LTD,"36,651.43",Home Care - Private Contractor
Community Services,Adult Social Care and Health,NORTHERN LIFE CARE LTD,"42,378.16",Home Care - Private Contractor
Community Services,Adult Social Care and Health,OSWALD HOUSE,"2,100.00",Residential
Community Services,Adult Social Care and Health,PARKLANDS NURSING HOME,"1,721.56",Nursing - Private Contractor
Community Services,Adult Social Care and Health,PARKLANDS RESIDENTIAL HOME,"1,285.96",Residential
Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),"13,952.00",Residential
Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),"16,692.58",Nursing - Private Contractor
Community Services,Adult Social Care and Health,POPULAR CARE LTD,"11,454.14",Nursing - Private Contractor
Community Services,Adult Social Care and Health,POPULAR CARE LTD,"9,768.00",Residential
Community Services,Adult Social Care and Health,POTENS,"14,880.60",Residential
Community Services,Adult Social Care and Health,PREMIER COMMUNITY CARE LTD,"3,141.50",Home Care - Private Contractor
Community Services,Adult Social Care and Health,PREMIER COMMUNITY CARE LTD,595.90,Home Care - Private Contractor
Community Services,Adult Social Care and Health,PREMIER COMMUNITY CARE LTD,"3,004.32",Home Care - Private Contractor
Community Services,Adult Social Care and Health,QUEENS HOUSE CARE HOME,"4,970.88",Residential
Community Services,Adult Social Care and Health,QUEENS HOUSE CARE HOME,"1,906.64",Residential
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,569.91",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,069.11",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,323.84",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,245.04",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,272.90",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,569.91",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,018.32",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,187.90",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,526.07,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,977.12,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,569.91",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,408.00",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,960.00,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,240.00",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,592.00,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,960.00,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,072.00",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,148.85",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,947.03,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,216.00",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,195.43",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,024.65",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RIDGEWAY HOUSE,"2,877.60",Residential
Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,994.50,AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,"1,111.50",AGENCY STAFF COSTS - NON TEACHING
Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"1,576.00",Nursing - Private Contractor
Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"3,192.00",Nursing - Private Contractor
Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"9,616.00",Residential
Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"36,173.90",Nursing - Private Contractor
Community Services,Adult Social Care and Health,SERAPH LTD,"5,025.58",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,950.00",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"1,885.76",Residential
Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,612.96,Day Care - Private Contractors
Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,"41,128.00",Residential
Community Services,Adult Social Care and Health,ST AIDENS COTTAGE,"3,011.81",Residential
Community Services,Adult Social Care and Health,ST AIDENS COTTAGE,"2,990.00",Residential
Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,745.00",Residential
Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,745.00",Residential
Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
Community Services,Adult Social Care and Health,ST CUTHBERTS CARE,"1,852.00",Nursing - Private Contractor
Community Services,Adult Social Care and Health,ST JOSEPHS LITTLE SISTERS OF THE POOR,"1,744.00",Residential
Community Services,Adult Social Care and Health,ST MARGARET'S NURSING HOME,"1,905.76",Residential
Community Services,Adult Social Care and Health,ST WILLIAMS RESIDENTIAL HOME,"19,025.14",Residential
Community Services,Adult Social Care and Health,SUPPLIES TEAM,"1,973.26",ICT CONSUMABLES
Community Services,Adult Social Care and Health,SUPPLIES TEAM,926.55,ICT CONSUMABLES
Community Services,Adult Social Care and Health,SUPPLIES TEAM,"1,331.44",ICT CONSUMABLES
Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"6,172.60",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"8,555.10",Home Care - Private Contractor
Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),652.68,Home Care - Private Contractor
Community Services,Adult Social Care and Health,TABS RECRUITMENT,782.26,AGENCY STAFF COSTS - NON TEACHING
