,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Transformation,DALE POWER SOLUTIONS PLC,563.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,765.71,Repairs - Emergency Lighting
INSERTED DETAIL,,Resources Group,Transformation,ENVIRONMENTAL DRAINAGE SOLUTIONS,850.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Transformation,EVERYTHING EVERYWHERE LIMITED,689.60,Voice Telephone Equipment
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,3390.00,Cyclical - Electrical Installation Test
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,656.38,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,735.94,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,576.82,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,735.93,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,INITIAL WASHROOM SOLUTIONS,4420.77,Hygiene Services
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2859.06,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1184.92,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2640.10,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,23791.64,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1031.42,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,567.44,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3002.79,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,7278.32,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,987.33,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,9914.47,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,519.37,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3628.70,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2776.36,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,53972.73,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2715.01,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,821.64,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,967.31,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,819.59,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1296.43,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,14692.52,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1820.73,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,500.95,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,7206.20,Electricity
INSERTED DETAIL,,Resources Group,Transformation,SCHNEIDER ELECTRIC LIMITED,590.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3092.25,Equipment
INSERTED DETAIL,,Resources Group,Transformation,T W WARD INDUSTRIAL BOILERS,2710.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,775.41,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Building Design Services,BILLINGHURST GEORGE & PARTNERS,1282.40,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,DESCO,3500.00,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,815.05,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,830.92,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,815.05,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,820.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,5578.44,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,3991.47,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,704.89,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,525.00,Consultancy Fees
INSERTED DETAIL,,Place,Economic Regeneration,ELVEDEN FARMS,1148.00,Other Supplies & Services
INSERTED DETAIL,,Place,Economic Regeneration,KOMODO DESIGN LTD,1980.00,Internet Costs
INSERTED DETAIL,,Place,Economic Regeneration,NOOVO CREATIVE,2000.00,Marketing & Advertising
INSERTED DETAIL,,Place,Commercial Services,AIRWAVE SOLUTIONS LTD,4297.18,Voice Telephone Land Line Costs
INSERTED DETAIL,,Place,Commercial Services,COCA COLA ENTERPRISES LTD,545.48,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,705.90,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,1490.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,3046.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,914.50,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,585.00,Marketing & Advertising
INSERTED DETAIL,,Place,Commercial Services,ROLLOVER LTD,650.48,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,ROLLOVER LTD,588.14,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,954.79,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,865.10,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,TECTONICS UK,3192.72,Equipment
INSERTED DETAIL,,Place,Culture,A I R  LTD,2150.00,Production Costs
INSERTED DETAIL,,Place,Culture,AARK,676.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,AIR PRODUCTS PLC,517.32,Chemicals
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,794.75,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,AMATEUR SWIMMING ASSOCIATION,547.00,Items For Resale
INSERTED DETAIL,,Place,Culture,ANDREA RAPER,504.00,Artist Payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4619.65,Artist Payments
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,512.25,Catering Provisions
INSERTED DETAIL,,Place,Culture,AXIELL LIMITED,3825.21,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,1088.56,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,579.28,Artist Payments
INSERTED DETAIL,,Place,Culture,BRAKES BROS LTD,1054.44,Catering Provisions
INSERTED DETAIL,,Place,Culture,BRAKES BROS LTD,631.04,Catering Provisions
INSERTED DETAIL,,Place,Culture,BRAKES BROS LTD,567.52,Catering Provisions
INSERTED DETAIL,,Place,Culture,BRAKES BROS LTD,603.20,Catering Provisions
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,2787.44,Chemicals
INSERTED DETAIL,,Place,Culture,BUNZL CATERING SUPPLIES,969.34,Catering Payments
INSERTED DETAIL,,Place,Culture,BURY ST EDMUNDS THEATRE MANAGEMENT LTD,4994.39,Artist Payments
INSERTED DETAIL,,Place,Culture,COCA COLA ENTERPRISES LTD,723.03,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,CONTRACT FLOORING SERVICES (NE) LTD,1454.70,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,CUTTING THE STRINGS,3758.28,Artist Payments
INSERTED DETAIL,,Place,Culture,DARLINGTON FOR CULTURE,2050.00,Projects
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,1085.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,DEIDRE MCCRIMMON,720.00,Artist Payments
INSERTED DETAIL,,Place,Culture,FOOLS PARADISE LTD,660.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,FREEMAN CATERING BUTCHERS,544.81,Catering Provisions
INSERTED DETAIL,,Place,Culture,FREEMAN CATERING BUTCHERS,1066.72,Catering Provisions
INSERTED DETAIL,,Place,Culture,FREEMAN CATERING BUTCHERS,1203.44,Catering Provisions
INSERTED DETAIL,,Place,Culture,HALF MOON YOUNG PEOPLE'S THEATRE LTD,900.00,Artist Payments
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,665.06,Catering Provisions
INSERTED DETAIL,,Place,Culture,HUMANTICS COMMUNITY INTEREST COMPANY,4500.00,Projects
INSERTED DETAIL,,Place,Culture,HUMMERSKNOTT ACTIVE LTD,540.00,Production Costs
INSERTED DETAIL,,Place,Culture,J R HOLLAND FOOD SERVICES LTD,689.88,Catering Provisions
INSERTED DETAIL,,Place,Culture,JENDAGI UK LIMITED,8905.56,Artist Payments
INSERTED DETAIL,,Place,Culture,KEN DODD,16769.95,Artist Payments
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,1156.71,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,3007.63,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MICHELLE DOUGLAS,590.00,Artist Payments
INSERTED DETAIL,,Place,Culture,MICROFORM IMAGING LTD,1788.52,Books
INSERTED DETAIL,,Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,973.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,MRS HELEN PICKARD,691.00,Artist Payments
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,961.79,Water Charges
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,40000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,40000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,40000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,40000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,SAVILLS (UK) LTD,1252.91,Premises Insurance
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,566.75,Catering Provisions
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,9243.70,Artist Payments
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,1027.00,Merchandise Sales Paid To Others
INSERTED DETAIL,,Place,Culture,THE JOHN BODDY AGENCY LLP,967.40,Artist Payments
INSERTED DETAIL,,Place,Culture,THE TOURING CONSORTIUM LTD,13742.78,Artist Payments
INSERTED DETAIL,,Place,Culture,THEATRICAL MANAGEMENT ASSOCIATION LTD,3060.00,Subscriptions
INSERTED DETAIL,,Place,Culture,TYNESIDE FOODSERVICE,643.80,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,1320.00,Vehicle Hire
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,800.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,4680.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,930.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,4338.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,1248.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BARCLAY ROOFING LTD,32814.95,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,790.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,Colas Ltd,29476.44,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1540.05,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,504.00,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1615.98,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1061.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1277.54,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1413.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,912.44,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1220.37,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1208.83,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1453.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1466.78,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1254.33,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1416.79,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1178.59,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,502.50,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,621.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1061.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,588.40,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1070.99,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1070.99,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1581.60,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,4511.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,1242.93,Materials
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,1495.89,Materials
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,582.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,1512.64,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,2219.50,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,579.00,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,12661.84,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,GEORGE BOYD ARCHITECTURAL IRONMONGERY,791.12,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,GRAHAM,688.32,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,591.68,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,614.10,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,900.68,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HOPWELLS LIMITED,601.61,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,JCB FINANCE (LEASING LTD),22245.34,Leasing Charges
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,672.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,1596.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,718.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,1260.00,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,664.04,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,537.98,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,1332.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,1260.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,1600.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,K C PLANT HIRE,735.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,28052.14,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,52817.69,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,1369.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MALLATITE LIMITED,26476.10,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MALLATITE LIMITED,7128.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,502.48,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,527.72,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,536.71,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,536.70,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,MARWOOD ELECTRICAL COMPANY LTD,581.00,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,MARWOOD ELECTRICAL COMPANY LTD,11712.37,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MECHPLANT NORTH EAST LTD,647.10,Plant Hire
INSERTED DETAIL,,Place,DLO Services,MECHPLANT NORTH EAST LTD,1344.00,Plant Hire
INSERTED DETAIL,,Place,DLO Services,MECHPLANT NORTH EAST LTD,700.00,Plant Hire
INSERTED DETAIL,,Place,DLO Services,MECHPLANT NORTH EAST LTD,1555.00,Plant Hire
