,,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,793.63,Postages
INSERTED DETAIL,,Resources Group,Resources,TURKINGTON PSYCHIATRY LIMITED,3070287,1620.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,VIRGIN MEDIA BUSINESS LIMITED,0,762.7,Equipment
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,1887.64,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,1671.44,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,788.44,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,1452.89,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,844.5,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,699.15,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,679.86,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,604.96,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,756.05,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,1403.16,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,1910.28,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,1422.99,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,2071.84,Postages
INSERTED DETAIL,,Resources Group,Resources,WHISTL UK LIMITED,0,8742.11,Postages
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,0,985.44,Security Services
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,3240.00,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,0,6779.65,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,3777.83,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VODAFONE,0,2665.30,Telephone Costs
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,3067048,1127.00,Counselling Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,3067051,1560.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,3067051,1500.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,3065636,6816.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,3065636,9432.50,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,BOND DICKINSON,3065636,17845.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,0,4290.00,DBS Checks
INSERTED DETAIL,,Resources Group,Human resources management,GATENBY SANDERSON,3069741,4800.00,Recruitment Advertising
INSERTED DETAIL,,Resources Group,Human resources management,GATENBY SANDERSON,3069742,4619.00,Recruitment Advertising
INSERTED DETAIL,,Resources Group,Human resources management,LANGTON (MEDICAL TRAINING) LTD,3069876,540,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3067011,8629.88,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,3068584,1040.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,3068584,520,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069445,562.56,Cctv Monitoring Charge
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069672,1035.34,Cctv Monitoring Charge
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069185,879.55,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069305,802.8,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069971,1223.28,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069979,762.73,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069444,1693.24,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069333,2576.18,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069682,4831.63,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069939,1012.04,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069111,1339.51,Cyclical - Maint Gates & Doors
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069966,4038.37,Cyclical - Maint Gates & Doors
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069829,615.53,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069135,2526.89,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069306,1017.64,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069978,959.58,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069936,827.97,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069443,1063.75,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069442,1159.77,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069968,1040.81,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069967,1380.61,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069671,814.82,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069446,703.81,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069755,1845.04,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069969,732.12,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069681,745.3,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069824,760.91,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069938,1474.89,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3069937,2331.44,Repairs - Door Entry System
INSERTED DETAIL,,Resources Group,Transformation,APEC ENVIRONMENTAL,3069310,1080.00,Repairs - Asbestos Removal
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,0,19955.71,Printing
INSERTED DETAIL,,Resources Group,Transformation,CHARLES SOLOMEN,3069961,900,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2366.25,Electricity
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,0,3264.56,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,0,579.5,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,0,2000.56,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,0,651.35,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,0,6676.97,Gas
INSERTED DETAIL,,Resources Group,Transformation,CROWCON DETECTION INST LTD,3068778,570,Cyclical-Boiler/Servicing
INSERTED DETAIL,,Resources Group,Transformation,DURHAM COUNTY COUNCIL,3069189,555.47,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,EASBY FLOORING LTD,3066217,4238.09,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,FLEURETS (LEISURE PROPERTY SPECIALISTS),3070532,4950.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Transformation,FRANCIS CONSTRUCTION,3070138,500,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,FRANCIS CONSTRUCTION,3068563,7800.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,FRANCIS CONSTRUCTION,3065659,1300.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,3067280,2340.00,Repairs - Electrical
INSERTED DETAIL,,Resources Group,Transformation,HAMWORTHY HEATING LTD,3068863,1186.00,Alterations & Improvements - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,HUTTON FIRE PROTECTION,3064017,767.12,Cyclical - Fire Fighting Equipment
INSERTED DETAIL,,Resources Group,Transformation,JEWSON LTD,3068864,828.7,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3066857,3930.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,MULTICORD,3068547,528,Premises Related Hire Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHERN STEEPLEJACKS (EDINBURGH) LTD,3068154,850,Cyclical - Building Surveys
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,0,519.09,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2048.53,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2643.68,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2134.57,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,13707.83,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,686.07,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,531.25,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,946.63,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1929.43,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1263.39,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,845.24,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2400.61,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1484.08,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1124.28,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2900.42,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1027.56,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,912.21,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,20424.30,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,932.35,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,632.72,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
INSERTED DETAIL,,Resources Group,Transformation,POST BOX SHOP LIMITED,3068913,2039.66,Furniture
INSERTED DETAIL,,Resources Group,Transformation,RENNYCO LTD,3068244,1675.70,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,RENNYCO LTD,3065729,1985.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3068158,1490.00,Repairs - Asbestos Removal
INSERTED DETAIL,,Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3068158,1490.00,Repairs - Asbestos Removal
INSERTED DETAIL,,Resources Group,Transformation,S & I STRUCTURES,3068650,1100.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3070119,1143.80,Removal Costs - Staff Moves
INSERTED DETAIL,,Resources Group,Transformation,SMITH OF DERBY LTD,3063913,4450.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,THE BSS GROUP PLC,3069355,1086.84,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,THE KNOWLEDGE ACADEMY,3068757,725,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,YESSS ELECTRICAL,3069021,1800.70,Alterations & Improvements - Electrical
INSERTED DETAIL,,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3069007,948.11,Other Consumables
INSERTED DETAIL,,Council Wide,Council Wide,GATESHEAD MBC,3069396,59958.00,Memberships
INSERTED DETAIL,,Place,Building Design Services,BAKER MALLETT LLP,3068561,5600.00,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,BAKER MALLETT LLP,3068560,3999.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,BGP CONSULTING LIMITED,3069627,1030.50,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,877.84,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,780.3,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,620.46,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,705.71,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,883.58,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,763.09,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,DE-POEL,0,912.26,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062398,890.82,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062398,886.3,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062398,865.09,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062398,1107.73,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,3064667,1082.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3070163,973.82,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3070152,1767.31,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3070151,1920.00,Consultancy Fees
INSERTED DETAIL,,Place,Capital Projects,WS ATKINS (SERVICES) LTD,3064935,684,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,0,544.08,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,0,3454.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,0,2099.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,674.02,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,PATRIOT SYSTEMS,3070101,803.44,Equipment
INSERTED DETAIL,,Place,Commercial Services,SKIPBRIDGE SIGNS & GRAPHICS,3067053,1100.00,Sponsorship
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,3067972,850.5,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ANDREA RAPER,3065840,504,Artist Payments
INSERTED DETAIL,,Place,Culture,ANDREA RAPER,3065840,520,Artist Payments
INSERTED DETAIL,,Place,Culture,ANDY LAMB,3065835,800,Artist Payments
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,0,540,Books
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,0,780,Books
INSERTED DETAIL,,Place,Culture,AVALON PROMOTIONS LTD,0,11591.96,Artist Payments
INSERTED DETAIL,,Place,Culture,BEST UNION UK LTD,0,16896.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,Culture,BEST UNION UK LTD,0,617.5,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,3065832,1440.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,3065832,2160.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,3068774,3006.49,Chemicals
INSERTED DETAIL,,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,519.33,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,585.33,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,CALAMITY JANE LTD,0,50265.88,Artist Payments
INSERTED DETAIL,,Place,Culture,CLOVER,3066382,942,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,COCA COLA ENTERPRISES LTD,0,506.95,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,COCA COLA ENTERPRISES LTD,0,572.21,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,COCA COLA ENTERPRISES LTD,0,614.69,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,CONTINENTAL SPORTS LTD,3063891,1660.00,Equipment
INSERTED DETAIL,,Place,Culture,CONTINENTAL SPORTS LTD,3068281,892,Equipment
INSERTED DETAIL,,Place,Culture,CONTINENTAL SPORTS LTD,3063891,1126.00,Equipment
INSERTED DETAIL,,Place,Culture,DIRECTA (UK) LIMITED,3069719,547.51,Equipment
INSERTED DETAIL,,Place,Culture,EMBLEM PRINT PRODUCTS LTD,3068100,612.86,Items For Resale
INSERTED DETAIL,,Place,Culture,GIFTWEND LTD,0,10000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,H R (AVENUE Q 2015) LIMITED,0,13396.60,Artist Payments
INSERTED DETAIL,,Place,Culture,H R (AVENUE Q 2015) LIMITED,0,1130.50,Merchandise Sales Paid To Others
INSERTED DETAIL,,Place,Culture,H R (HISTORY BOYS) LTD,0,14201.64,Artist Payments
INSERTED DETAIL,,Place,Culture,HALF MOON YOUNG PEOPLE'S THEATRE LTD,0,1200.00,Artist Payments
INSERTED DETAIL,,Place,Culture,HUMANTICS COMMUNITY INTEREST COMPANY,0,1175.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,INSTITUTE OF SWIMMING LTD,0,2000.00,Employee Training Course Costs
INSERTED DETAIL,,Place,Culture,JASPER CARROTT LIMITED,0,3618.60,Artist Payments
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,809.03,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,555.27,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MIDDLESBROUGH BOROUGH COUNCIL,0,509,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3069045,535,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,NEIL HILLIER,3070226,1300.00,Projects
INSERTED DETAIL,,Place,Culture,NEW BIRTH THEATRE PRODUCTIONS LIMITED,0,5000.00,Admissions
INSERTED DETAIL,,Place,Culture,NO THIRD ENTERTAINMENTS LLP,0,2664.82,Artist Payments
INSERTED DETAIL,,Place,Culture,NPOWER NORTHERN FINANCE,0,571.91,Electricity
INSERTED DETAIL,,Place,Culture,PELICAN ROUGE COFFEE SOLUTIONS LIMITED,0,592.54,Catering Provisions
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,3065836,1620.00,Artist Payments
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,3065836,1680.00,Artist Payments
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,0,25000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,RACHEL PROUDLOCK,3065839,504,Artist Payments
INSERTED DETAIL,,Place,Culture,RILEY DUNN & WILSON LIMITED,3068633,1790.80,Production Costs
INSERTED DETAIL,,Place,Culture,SINGALONGA PRODUCTIONS LIMITED,0,9274.04,Artist Payments
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,0,588.75,Catering Provisions
INSERTED DETAIL,,Place,Culture,TAG TEAMWEAR LIMITED,3066081,688,Ppe Clothing & Equipment
INSERTED DETAIL,,Place,Culture,TAG TEAMWEAR LIMITED,0,950,Ppe Clothing & Equipment
INSERTED DETAIL,,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,3367.63,Licences
INSERTED DETAIL,,Place,Culture,TRAVELZOO (EUROPE)LTD,0,601.75,Artist Payments
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3065897,2769.00,Materials
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3065897,2804.50,Materials
INSERTED DETAIL,,Place,DLO Services,ALLGLASS SYSTEMS LTD,3070253,1506.63,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AON LIMITED,0,2650.00,Misc. Insurances
INSERTED DETAIL,,Place,DLO Services,AON LIMITED,0,800,Misc. Insurances
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,3066651,5874.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BATLEYS LTD,0,562.71,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BATLEYS LTD,0,508.99,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BATLEYS LTD,0,911.86,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3067531,6347.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CONSTRUCTION SKILLS,3069577,710,Employee Training Course Costs
INSERTED DETAIL,,Place,DLO Services,CONSTRUCTION SKILLS,3069578,550,Employee Training Course Costs
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,3068894,594,Equipment R&M
INSERTED DETAIL,,Place,DLO Services,CTRACK LTD,3064789,650,Equipment
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,780,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,780,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,592.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,592.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,780,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,617.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,644.17,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,603.72,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,DE-POEL,0,504.56,Agency Staff Costs - Non Teaching
