Darlington Borough Council - Analysis of Transactions Over £500,,,,,
Nov-14,,,,,
,,,,,
,,,,,
,,,,,
Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
Resources Group,Transformation,PETERLEE FIRE COMPANY LTD,3052436,883.4,Cyclical - Fire Fighting Equipment
Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3060611,614,Repairs - Building Fabric
Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3060611,614,Repairs - Building Fabric
Resources Group,Transformation,TT ELECMECH LIMITED,3061094,579,Repairs - Mechanical
Resources Group,Transformation,V & T (PLUMBING CENTRAL HEATING & BATHROOMS) LTD T/A AQUA INTERIORS,3059021,"4,929.20",Cyclical - Electrical Installation Test
Resources Group,Transformation,XYLEM WATER SOLUTIONS UK LTD,3061069,577,Repairs - Mechanical
Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3060262,907.5,Other Consumables
Resources Group,DLO Services,NILFISK ADVANCE LTD,3059954,"2,750.00",Other Consumables
Place,Building Design Services,BAKER MALLETT LLP,3060522,"1,400.00",Consultancy Fees
Place,Building Design Services,HAYS SPECIALIST SERVICES,3060841,"1,131.20",Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3056405,"1,077.19",Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3060841,"1,119.61",Agency Staff Costs - Non Teaching
Place,Building Design Services,NBS CUSTOMER CENTRE,3061190,"2,585.00",Subscriptions
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3061191,"3,555.00",Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3061192,"4,280.01",Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3060747,637.19,Consultancy Fees
Place,Economic Regeneration,ELECTRONIC SECURITY SOLUTIONS LTD,3060839,700,Equipment R&M
Place,Economic Regeneration,ELVEDEN FARMS,3058617,"1,171.00",Other Supplies & Services
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Commercial Services,ALL EVENTS SECURITY,3060448,"2,073.00",Other Supplies & Services
Place,Commercial Services,ARGOS BUSINESS SOLUTIONS,3060532,518.29,Other Supplies & Services
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3059786,"8,492.00",Equipment
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3057701,"1,050.00",Cctv Monitoring Charge
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3057265,603.03,Equipment
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3060878,"4,905.00",Equipment
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3060877,"2,800.00",Equipment
Place,Commercial Services,HULLEYS,0,775.14,Catering Provisions
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,834.6,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,879.86,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,789.45,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,"1,620.96",Bar Provisions For Resale
Place,Commercial Services,ROLLOVER LTD,0,647.14,Catering Provisions
Place,Commercial Services,STOBBS WHOLESALERS,0,"1,012.84",Catering Provisions
Place,Commercial Services,STOBBS WHOLESALERS,0,547.96,Catering Provisions
Place,Commercial Services,STOBBS WHOLESALERS,0,514.64,Catering Provisions
Place,Commercial Services,TECTONICS UK,3059514,"1,768.22",Equipment
Place,Commercial Services,THE SKI BAND,0,"1,350.00",Other Supplies & Services
Place,Culture,A THOUSAND CRANES,0,850,Artist Payments
Place,Culture,ACORN DAIRY,0,503.1,Catering Provisions
Place,Culture,ALL EVENTS SECURITY,3058682,819,Other Supplies & Services
Place,Culture,ARTISTES INTERNATIONAL REPRESENTATION LTD,0,"2,500.00",Production Costs
Place,Culture,AXIELL LIMITED,0,"4,810.08",Ict Hardware Support & Maintenance
Place,Culture,BATLEYS LTD,0,635.68,Catering Provisions
Place,Culture,BONNAR KEENLYSIDE,0,"2,200.00",Projects
Place,Culture,BONNIE DAVIES,3051964,"2,340.00",Artist Payments
Place,Culture,BRAKES BROS LTD,0,941,Catering Provisions
Place,Culture,BUNZL CATERING SUPPLIES,0,"1,194.00",Catering Payments
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,698.16,Cleaning Materials & Consumables
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,"1,431.94",Cleaning Materials & Consumables
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,517.2,Cleaning Materials & Consumables
Place,Culture,BURTS CONTRACT SERVICES,3056795,"2,124.00",Direct Charges - Contractors
Place,Culture,BURTS CONTRACT SERVICES,3056795,720,Direct Charges - Contractors
Place,Culture,CHEEKY CHOPS FACE PAINTING,3051579,600,Professional Fees & Consultancy
Place,Culture,COCA COLA ENTERPRISES LTD,0,513.03,Bar Provisions For Resale
Place,Culture,COCA COLA ENTERPRISES LTD,0,512.11,Bar Provisions For Resale
Place,Culture,EXTERIOR LIGHTING SOLUTIONS LTD,3059396,"1,546.16",Building Repairs And Maintenance
Place,Culture,FREEMAN CATERING BUTCHERS,0,"1,162.55",Catering Provisions
Place,Culture,HARTLEPOOL BOROUGH COUNCIL,3060899,554,Equipment
Place,Culture,HOPWELLS LIMITED,0,517.81,Catering Provisions
Place,Culture,INDUSTRIAL DEEP CLEANING LTD,0,525,Other Supplies & Services
Place,Culture,JAMES FLETCHER,3056484,"1,601.25",Production Costs
Place,Culture,JAMES FLETCHER,3056484,"4,638.90",Production Costs
Place,Culture,KZA,3061078,750,Other Supplies & Services
Place,Culture,LONGFIELD ACADEMY OF SPORT,3051266,827.5,Hospitality & Room Hire
Place,Culture,M & M VALUE LTD,0,565.95,Production Costs
Place,Culture,MACROBERT ARTS CENTRE LTD,0,750,Artist Payments
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,567.61,Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,"5,083.09",Bar Provisions For Resale
Place,Culture,MICROFORM IMAGING LTD,0,"2,274.92",Books
Place,Culture,MRS HELEN PICKARD,3051982,732,Artist Payments
Place,Culture,MULTICORD,3051308,945,Production Costs
Place,Culture,NORTHUMBRIAN WATER,0,"1,390.19",Water Charges
Place,Culture,PC WORLD BUSINESS,3060346,765.84,Artist Payments
Place,Culture,PELICAN ROUGE COFFEE SOLUTIONS LIMITED,0,"1,010.28",Catering Provisions
Place,Culture,PETRA LLOYD,3051975,"1,540.00",Artist Payments
Place,Culture,POOL COVER SYSTEMS UK,3060724,"1,359.00",Building Repairs And Maintenance
Place,Culture,POOL COVER SYSTEMS UK,0,"1,770.00",Building Repairs And Maintenance
Place,Culture,QDOS PANTOMIMES,0,"40,000.00",Artist Payments
Place,Culture,QDOS PANTOMIMES,0,"40,000.00",Artist Payments
Place,Culture,QDOS PANTOMIMES,0,"40,000.00",Artist Payments
Place,Culture,ROY LAWSON,3052492,500,Professional Fees & Consultancy
Place,Culture,SAVILLS (UK) LTD,0,"4,049.84",Rent Of Facilities
Place,Culture,SCREENTECH,3060591,820,Other Supplies & Services
Place,Culture,TAG TEAMWEAR LIMITED,3060606,"1,841.00",Purchase Of Clothing
Place,Culture,TAG TEAMWEAR LIMITED,3060606,"1,567.00",Purchase Of Clothing
Place,Culture,TARNSIDE CONSULTING,3055871,"1,384.94",Consultancy Fees
Place,Culture,THE BIRMINGHAM STAGE COMPANY,0,"2,416.50",Merchandise Sales Paid To Others
Place,Culture,THE BIRMINGHAM STAGE COMPANY,0,"6,434.14",Artist Payments
Place,Culture,THE HISTORY WARDROBE,3051902,549,Professional Fees & Consultancy
Place,Culture,ULTIMATE DISCO (CARL DOUTHWAITE),0,"1,000.00",Production Costs
Place,Culture,WICKED TECHNICAL SERVICES,3060553,502.49,Production Costs
Place,Culture,WOODHORN ENTERPRISES LTD,3060570,"1,061.40",Materials
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,"1,320.00",Vehicle Hire
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,"1,364.00",Vehicle Hire
Place,DLO Services,ACS REGISTRARS,0,"1,920.00",Professional Fees & Consultancy
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3061022,504,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3056876,"83,466.15",Direct Charges - Contractors
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3060704,501.15,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3056876,"74,458.73",Direct Charges - Contractors
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3061022,756,Materials
Place,DLO Services,AT WAGGOTT HAULAGE,3058284,"6,802.00",Direct Charges - Contractors
Place,DLO Services,ATLAS ROOFING & CLADDING SYSTEMS,3058248,"47,115.55",Direct Charges - Contractors
Place,DLO Services,BATLEYS LTD,0,701.79,Catering Provisions
Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3061040,770,Direct Charges - Contractors
Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3056285,"15,145.00",Direct Charges - Contractors
Place,DLO Services,Colas Ltd,3056286,"27,450.30",Direct Charges - Contractors
Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,0,"1,137.39",Direct Charges - Contractors
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,796.12,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,694.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,696.61,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,681.3,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,580.5,Agency Staff Costs - Non Teaching
Place,DLO Services,CROSSLING LTD,3060232,"1,045.78",Materials
Place,DLO Services,CROSSLING LTD,3059348,"1,390.00",Materials
Place,DLO Services,CROSSLING LTD,3059808,"1,112.94",Materials
Place,DLO Services,CROSSLING LTD,3059367,"3,183.00",Materials
Place,DLO Services,CROSSLING LTD,3060616,542.31,Materials
Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3056598,"3,595.80",Direct Charges - Contractors
Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3058014,510,Direct Charges - Contractors
Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,3059138,"1,683.16",Materials
Place,DLO Services,EASBY FLOORING LTD,3057649,669.11,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3057834,616.06,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3058204,525.87,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3052338,672.53,Direct Charges - Contractors
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3056532,745.18,Materials
Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,0,"3,753.75",Direct Charges - Contractors
Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3060816,"1,648.00",Direct Charges - Contractors
Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,0,"1,090.05",Direct Charges - Contractors
Place,DLO Services,FLEMING & COMPANY (MACHINERY) LTD,3060451,"1,067.43",Equipment
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059293,"1,076.88",Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059290,510.27,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059290,547.25,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059290,517.67,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059293,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059291,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,632.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059291,615.68,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059294,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059294,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,615.68,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061265,606.41,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061265,510.27,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061265,517.65,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061265,547.25,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HOPWELLS LIMITED,0,698.96,Catering Provisions
Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3055717,711.31,Direct Charges - Contractors
Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3056131,"1,155.63",Direct Charges - Contractors
Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3060929,"1,158.85",Direct Charges - Contractors
Place,DLO Services,J S & T BROUGHAM LTD,3055910,840,Direct Charges - Contractors
Place,DLO Services,J S & T BROUGHAM LTD,3055910,840,Direct Charges - Contractors
Place,DLO Services,JEWSON LTD,3058938,"3,918.60",Materials
Place,DLO Services,JEWSON LTD,3060567,770,Materials
Place,DLO Services,JEWSON LTD,3060656,704,Materials
Place,DLO Services,JEWSON LTD,3060567,"1,540.00",Materials
Place,DLO Services,JEWSON LTD,3057687,"2,224.60",Materials
Place,DLO Services,JEWSON LTD,3060181,811.36,Materials
Place,DLO Services,JEWSON LTD,3057687,"1,548.72",Materials
Place,DLO Services,JEWSON LTD,3060567,"1,540.00",Materials
Place,DLO Services,JEWSON LTD,3060567,"1,540.00",Materials
Place,DLO Services,JEWSON LTD,3060567,"1,540.00",Materials
Place,DLO Services,JEWSON LTD,3059941,"1,387.27",Materials
Place,DLO Services,JEWSON LTD,3059911,"1,203.64",Materials
Place,DLO Services,JEWSON LTD,3059953,932.44,Materials
Place,DLO Services,LAFARGE AGGREGATES LIMITED,3057573,"42,287.93",Direct Charges - Contractors
Place,DLO Services,LAFARGE AGGREGATES LIMITED,3059575,"138,976.95",Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,"1,092.00",Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,"1,092.00",Direct Charges - Contractors
Place,DLO Services,MACLEAN ELECTRICAL,3057484,"1,671.25",Materials
Place,DLO Services,MACLEAN ELECTRICAL,3057485,"4,140.92",Materials
Place,DLO Services,MAGNET TRADE,3055565,"2,990.53",Direct Charges - Contractors
Place,DLO Services,MAGNET TRADE,3059301,512.64,Materials
Place,DLO Services,MAGNET TRADE,3059603,547.98,Materials
Place,DLO Services,MAGNET TRADE,3059303,559.22,Materials
Place,DLO Services,MASTERDOR  LTD,3058515,671.72,Materials
Place,DLO Services,MASTERDOR  LTD,3058208,"2,256.89",Materials
Place,DLO Services,MASTERDOR  LTD,3058810,765.72,Materials
Place,DLO Services,MECHPLANT NORTH EAST LTD,3049936,"3,089.48",Plant Hire
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049275,"1,050.00",Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049275,"1,050.00",Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3061197,773.5,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3059671,759.52,Materials
Place,DLO Services,MRC ROADS LIMITED,3057914,"1,806.40",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3057914,"1,019.00",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3057913,729.42,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3058593,"11,803.27",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3058593,"3,931.00",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3059626,608.2,Alterations & Improvements
Place,DLO Services,NES SERVICES LTD,3058428,"1,233.67",Direct Charges - Contractors
Place,DLO Services,NES SERVICES LTD,3058428,"1,233.67",Direct Charges - Contractors
Place,DLO Services,NES SERVICES LTD,3060660,"1,233.67",Direct Charges - Contractors
Place,DLO Services,NES SERVICES LTD,3060660,"1,233.67",Direct Charges - Contractors
Place,DLO Services,NES SERVICES LTD,3060660,"1,233.67",Direct Charges - Contractors
Place,DLO Services,NETWORK RAIL,3058540,"1,550.61",Direct Charges - Contractors
Place,DLO Services,NORTHERN POWERGRID (NORTHEAST) LTD,3061384,970.34,Direct Charges - Contractors
Place,DLO Services,NORTHGATE VEHICLE HIRE LIMITED,0,616,Agency Staff Costs - Non Teaching
Place,DLO Services,NORTHUMBRIAN ROADS LTD,3059672,"169,323.96",Direct Charges - Contractors
Place,DLO Services,POLLOCK LIFTS,3056281,"10,393.00",Direct Charges - Contractors
Place,DLO Services,PORTABLE APPLIANCE SAFETY SERVICES,3060725,564,Materials
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,"12,850.00",Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,"1,176.89",Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,"2,394.92",Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,866.66,Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,"2,908.11",Direct Charges - Contractors
Place,DLO Services,RENNYCO LTD,0,704.89,Direct Charges - Contractors
Place,DLO Services,RENNYCO LTD,3058940,"9,000.00",Direct Charges - Contractors
Place,DLO Services,RENNYCO LTD,3056503,"33,160.53",Direct Charges - Contractors
Place,DLO Services,RENNYCO LTD,3059574,"6,834.30",Materials
Place,DLO Services,RMS RECRUITMENT,3059372,834.75,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3059372,834.75,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3059372,751.28,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053956,764.33,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055355,636.18,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3060573,502.8,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3060576,502.8,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3060578,502.8,Agency Staff Costs - Non Teaching
