,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Human resources management,SKILLGATE LTD,3870.00,*DO NOT USE* - CENTRAL TRAINING BUDGET
INSERTED DETAIL,,Resources Group,Human resources management,THE DOCUMENT MANAGEMENT GROUP,575.00,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,1170.13,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,4514.68,GAS
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,11805.30,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,9808.20,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,11805.30,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DELOITTE LLP,11153.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,549.65,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,603.57,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1538.51,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,50928.26,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,690.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,2196.76,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,PHS GROUP,653.38,EQUIPMENT
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,780.00,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1562.75,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1250.20,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,668.20,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,1154.19,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,740.76,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,1588.75,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,VIRGIN MEDIA BUSINESS,7400.00,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Transformation,VIRGIN MEDIA BUSINESS LIMITED,1618.86,TELEPHONE COSTS
INSERTED DETAIL,,Place,Building Design Services,BILLINGHURST GEORGE & PARTNERS,3997.00,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,ROYAL INST OF CHARTERED SURVEYORS BOOKS,1405.00,SUBSCRIPTIONS
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Commercial Services,AIRWAVE SOLUTIONS LTD,3202.15,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,BAUER RADIO LTD,634.98,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Commercial Services,EDEN FARM LTD,787.14,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,556.71,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,NORTHERN ROUND DELIVERY SERVICES,1160.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Commercial Services,NORTHUMBRIAN WATER,2194.33,WATER CHARGES
INSERTED DETAIL,,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),631.61,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,958.74,Repairs - Intruder Alarms
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,1144.01,Repairs - Intruder Alarms
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,1167.43,Repairs - Intruder Alarms
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,1094.75,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ALISON ASHTON-ARTS PRACTITIONER,1000.00,Production Costs
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,670.00,BOOKS
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,795.00,BOOKS
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,900.00,Artist payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,720.00,Artist payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,720.00,Artist payments
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,630.00,CHEMICALS
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,1638.00,CHEMICALS
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,1438.20,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,667.85,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,968.50,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CISILION LTD,2639.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Place,Culture,COMBINED POWER (SOUTH) LTD,2185.01,ELECTRICITY
INSERTED DETAIL,,Place,Culture,COMBINED POWER (SOUTH) LTD,2462.95,ELECTRICITY
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,1580.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,DURHAM BUSINESSWEAR LTD,802.75,PURCHASE OF CLOTHING
INSERTED DETAIL,,Place,Culture,DURHAM BUSINESSWEAR LTD,1032.15,EQUIPMENT
INSERTED DETAIL,,Place,Culture,ELECTRONIC SECURITY SOLUTIONS LTD,621.55,Repairs - Fire Alarms
INSERTED DETAIL,,Place,Culture,ELECTRONIC SECURITY SOLUTIONS LTD,1990.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,ENCHANTED ENTERTAINMENT LTD,15773.94,Artist payments
INSERTED DETAIL,,Place,Culture,ENGLISH TOURING THEATRE,13540.85,Artist payments
INSERTED DETAIL,,Place,Culture,ENGLISH TOURING THEATRE,1220.50,Programme Sales Paid to Others
INSERTED DETAIL,,Place,Culture,FLYING ENTERTAINMENT LIMITED,17006.88,Artist payments
INSERTED DETAIL,,Place,Culture,GLYNIS DARLOW,1094.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Culture,GOODNIGHTS ENTERTAINMENT LTD,8000.00,Artist payments
INSERTED DETAIL,,Place,Culture,ICON,1478.74,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,INITIAL WASHROOM SOLUTIONS,1880.69,HYGIENE SERVICES
INSERTED DETAIL,,Place,Culture,INITIAL WASHROOM SOLUTIONS,1658.09,HYGIENE SERVICES
INSERTED DETAIL,,Place,Culture,J P LENNARD LTD,602.87,EQUIPMENT
INSERTED DETAIL,,Place,Culture,J P LENNARD LTD,1384.46,EQUIPMENT
INSERTED DETAIL,,Place,Culture,KING PLEASURE & THE BISCUIT BOYS,1000.00,Artist payments
INSERTED DETAIL,,Place,Culture,KONICA MINOLTA BUSINESS SOLUTIONS EAST LTD,1785.25,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,LLOYDS BRITISH TESTING CO LTD,727.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,M & M VALUE LTD,746.39,ITEMS FOR RESALE
INSERTED DETAIL,,Place,Culture,MIKE MARAN PRODUCTIONS,800.00,Artist payments
INSERTED DETAIL,,Place,Culture,MR S QUILLON,695.93,Artist payments
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1633.34,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2212.63,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2471.16,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2158.78,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,864.39,WATER CHARGES
INSERTED DETAIL,,Place,Culture,OTIS PLC,1128.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,1080.00,Artist payments
INSERTED DETAIL,,Place,Culture,PROMINENT FLUID CONTROLS (UK) LTD,1001.52,EQUIPMENT
INSERTED DETAIL,,Place,Culture,RALPH GIVENS,2807.70,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Place,Culture,ROYAL GEOGRAPHICAL SOCIETY,892.44,Artist payments
INSERTED DETAIL,,Place,Culture,SANDLER SEATING LTD,855.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,SCREEN SERVICES,651.25,Merchandise Sales Paid to Others
INSERTED DETAIL,,Place,Culture,SIEMENS FINANCIAL SERVICES LTD,15992.20,LEASING CHARGES
INSERTED DETAIL,,Place,Culture,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,15000.00,Artist payments
INSERTED DETAIL,,Place,Culture,STAGE ELECTRICS,692.31,"EQUPMENT, REPAIRS, SERVICE & INSURANCE (CURRICULUM)"
INSERTED DETAIL,,Place,Culture,STAR RADIO,500.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Culture,STONEGRAVE AGGREGATES LTD,639.48,WASTE DISPOSAL
INSERTED DETAIL,,Place,Culture,STREETMASTER (SOUTH WALES) LTD,1547.22,EQUIPMENT
INSERTED DETAIL,,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,THE GRUFFALO 2009 LTD,8502.24,Artist payments
INSERTED DETAIL,,Place,Culture,THE GRUFFALO 2009 LTD,1725.00,Merchandise Sales Paid to Others
INSERTED DETAIL,,Place,Culture,THE PUPPET LAB,1103.73,Artist payments
INSERTED DETAIL,,Place,Culture,ULTIMATE COMMUNICATION SYSTEMS,1553.19,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,VICTORIA & ALBERT MUSEUM,500.00,Artist payments
INSERTED DETAIL,,Place,Culture,WM MORRISON SUPERMARKETS PLC,4049.84,RENT OF FACILITIES
INSERTED DETAIL,,Place,Culture,YES PRIME MINISTER LTD,25000.00,Artist payments
INSERTED DETAIL,,Place,DLO Services,A HILL & SONS LTD,949.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,ACS REGISTRARS,2360.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,DLO Services,ADT FIRE & SECURITY PLC,651.14,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ADT FIRE & SECURITY PLC,934.35,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,517.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,518.98,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,4304.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1528.21,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,614.40,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,751.66,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3382.91,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,765.50,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3357.23,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,6501.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,828.10,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,735.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AIRCON REFRIGERATION LTD,1149.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,2327.71,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,1002.07,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,2240.80,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,13386.76,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,3200.67,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,1965.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,APEX ACOUSTICS LTD,730.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AUTOBAR UK  LTD,756.22,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BARCLAY ROOFING LTD,2466.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BARCLAY ROOFING LTD,3021.20,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BELL GROUP UK,3002.14,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,553.39,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,624.31,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRENWOOD FENCING,1418.44,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BRENWOOD FENCING,2941.68,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BRENWOOD FENCING,774.14,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BRENWOOD FENCING,10574.66,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BURTS CONTRACT SERVICES,910.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CARPETTIME LIMITED,9640.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CARPETTIME LIMITED,7610.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,547.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,538.38,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,547.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CDM RECRUITMENT LTD,675.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COLGRAVE SEEDS LTD,631.36,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,COLGRAVE SEEDS LTD,9297.84,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,COLGRAVE SEEDS LTD,1680.49,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,COLGRAVE SEEDS LTD,1187.72,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,COLGRAVE SEEDS LTD,697.93,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,COLGRAVE SEEDS LTD,955.42,Bedding Plug Plants
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,5151.22,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1593.77,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,2988.52,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1022.50,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,14247.87,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,735.80,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,629.68,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,523.55,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,523.55,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,735.80,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,667.33,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,556.11,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,555.74,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CORMETON ELECTRONICS LTD,1128.04,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CORMETON ELECTRONICS LTD,5550.79,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROMWELL TRAINING LIMITED,2000.00,EMPLOYEE TRAINING COURSE COSTS
