,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Corporate Services,Legal & Democratic,AMTEC CONSULTING PLC,59169.33,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ELECTORAL REFORM SERVICES,1483.05,OTHER INCOME(OUTSIDE SCOPE VAT)
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1748.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1406.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1535.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1609.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,MULTICORD,528.00,FIXTURES AND FITTINGS
INSERTED DETAIL,,Corporate Services,Legal & Democratic,NEIL COOKSON,1330.75,CONSULTANCY FEES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1399.38,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1042.27,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1064.50,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1853.72,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,SWEET & MAXWELL LTD,2107.00,BOOKS
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT (UK) LTD,631.36,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT (UK) LTD,2230.85,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT POST LTD,1875.77,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT POST LTD,980.15,MARKETING & ADVERTISING
INSERTED DETAIL,,Corporate Services,Legal & Democratic,TNT POST LTD,1335.98,POSTAGES
INSERTED DETAIL,,Corporate Services,Legal & Democratic,WATERSTONS,1785.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Corporate Services,Legal & Democratic,WATERSTONS,2975.00,INTERNET COSTS
INSERTED DETAIL,,Corporate Services,Public Protection,BEMROSE BOOTH LTD,815.00,STATIONERY
INSERTED DETAIL,,Corporate Services,Public Protection,BEMROSE BOOTH LTD,1590.00,STATIONERY
INSERTED DETAIL,,Corporate Services,Public Protection,CRIMINAL RECORDS BUREAU,616.00,CRB CHECKS
INSERTED DETAIL,,Corporate Services,Public Protection,HMCTS,2000.00,Other Supplies & Services
INSERTED DETAIL,,Corporate Services,Public Protection,METRIC GROUP LIMITED,2376.36,"EQUPMENT, REPAIRS, SERVICE & INSURANCE (CURRICULUM)"
INSERTED DETAIL,,Corporate Services,Public Protection,NSL LIMITED,3971.03,STATIONERY
INSERTED DETAIL,,Corporate Services,Public Protection,PARKEON,2730.00,EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,6116.32,Adult Placement Schemes
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,6116.32,Adult Placement Schemes
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,547.68,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,634.08,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,706.56,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,622.13,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,613.83,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,622.13,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,780.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,675.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,900.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,870.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,660.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,900.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,900.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,900.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,621.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,999.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,900.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,810.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,BLUECARE,877.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,CITY OF SUNDERLAND,4256.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,7511.04,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,1068.00,OCCUPATIONAL THERAPY EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4016.00,OCCUPATIONAL THERAPY EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,DARLINGTON PRIMARY CARE TRUST,11187.78,Nursing - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,KAYE H HUNT,575.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,LIFT ABLE LTD,633.05,OCCUPATIONAL THERAPY EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,LYNCH HEALTHCARE LIMITED,1740.00,OCCUPATIONAL THERAPY EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MANGAR INTERNATIONAL LIMITED,763.21,OCCUPATIONAL THERAPY EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MEDEX SKILLS LTD,695.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MENTAL HEALTH MATTERS,17191.50,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MR BRIAN MATHER,750.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,MR CLIVE LEWIS QC,2250.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,NORTH EAST AUTISM SOCIETY,1841.20,Residential
INSERTED DETAIL,,Community Services,Adult Social Care and Health,NORTH EAST AUTISM SOCIETY,1841.20,Residential
INSERTED DETAIL,,Community Services,Adult Social Care and Health,NORTH REGIONAL ASSOCIATION FOR SENSORY SUPPORT,930.44,ADVOCACY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,NORTH YORKSHIRE MOBILITY & SAFETY,750.10,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,OFFICE FOR PUBLIC MANAGEMENT LTD,2861.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PEART FENCING,752.00,CLIENT HOME ADAPTATIONS - PRIVATE HOUSING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,PETER OLDHAM QC,2400.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1162.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1153.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1232.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1310.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1185.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,978.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,920.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1185.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1168.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,759.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,811.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1201.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1107.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1287.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1082.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,869.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,880.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,951.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,781.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,858.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,847.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,874.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,885.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,847.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1082.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1082.25,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,658.13,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,RNIB,1368.05,VISUAL EQUIPMENT
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ROYAL NATIONAL INSTITUTE BLIND,1722.00,BOOKS
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1112.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1114.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1126.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1117.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1102.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1122.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1110.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105.00,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,630.00,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105.00,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,1180.00,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,"TEES,ESK & WEAR VALLEYS NHS TRUST",2144.29,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Community Services,Adult Social Care and Health,THREE RIVERS HOUSING ASSOCIATIONS LTD,688.31,RENT OF FACILITIES
INSERTED DETAIL,,Community Services,Adult Social Care and Health,ULTIMATE COMMUNICATION SYSTEMS,1436.31,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Community Services,Adult Social Care and Health,UNITED RESPONSE,4674.00,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,UNITED RESPONSE,1111.50,Home Care - Private Contractor
INSERTED DETAIL,,Community Services,Adult Social Care and Health,WALWORTH CASTLE HOTEL,612.50,HOSPITALITY & ROOM HIRE
INSERTED DETAIL,,Community Services,Adult Social Care and Health,WOMENS ROYAL VOLUNTARY SERVICE (WRVS),12953.11,PRIVATE CONTRACTORS
INSERTED DETAIL,,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,582.94,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,1653.28,Alterations & Improvements - Mechanical
INSERTED DETAIL,,Community Services,Cultural Services,ALAN FAIRBAIRN MARQUEE HIRE LIMITED,700.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,ALREADY SORTED LTD,546.40,MATERIALS
INSERTED DETAIL,,Community Services,Cultural Services,ANDREA RAPER,1288.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,AQUAJET DRAIN CLEANING,960.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,BETH STOBBART,750.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BILL KENWRIGHT LTD,36784.94,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BLACK & WHITE ADVERTISING (URWIN GARTON),1014.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Community Services,Cultural Services,BONNIE DAVIES,540.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BONNIE DAVIES,592.24,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BONNIE DAVIES,800.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BONNIE DAVIES,540.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BONNIE DAVIES,540.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,BRENNTAG UK & IRELAND,2493.75,CHEMICALS
INSERTED DETAIL,,Community Services,Cultural Services,BURTS CONTRACT SERVICES,1596.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,CHARTER FUELS LTD,879.34,FUEL OIL FOR HEATING
INSERTED DETAIL,,Community Services,Cultural Services,CHROMAZONE,995.00,Production Costs
INSERTED DETAIL,,Community Services,Cultural Services,CLYDEBUILT THEATRE LTD,620.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,CONTRACT FLOORING SERVICES (NE) LTD,556.80,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Community Services,Cultural Services,DARLINGTON MEDIA GROUP,3800.50,GRANTS
INSERTED DETAIL,,Community Services,Cultural Services,EDEN FARM LTD,523.79,CATERING PROVISIONS
INSERTED DETAIL,,Community Services,Cultural Services,FELIX KNIGHT LIMITED,5767.70,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,GASTO PROMOTIONS,560.00,Ticket Sales Paid to Others
INSERTED DETAIL,,Community Services,Cultural Services,GAZEBO T I E,800.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,GOBO PRODUCTIONS,7777.57,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,HEINEKEN UK,945.26,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Community Services,Cultural Services,HUNGRY CATERPILLAR PRODUCTIONS LTD,6000.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,JETHRO ENTERPRISES LTD,6568.88,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,JONATHON SCOTT,560.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Community Services,Cultural Services,KATIE BIRD,925.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Community Services,Cultural Services,KATIE BIRD,925.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Community Services,Cultural Services,KOMODO DESIGN LTD,509.06,MARKETING & ADVERTISING
INSERTED DETAIL,,Community Services,Cultural Services,MARK MARK PRODUCTIONS,650.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,MUSICALS ON TOUR LTD,25000.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,NICK BROOKE THEATRE LIMITED,1500.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,NORMANDY MARSWORTH LIMITED,3049.60,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,NORTHUMBRIAN WATER,1045.18,WATER CHARGES
INSERTED DETAIL,,Community Services,Cultural Services,NORTHUMBRIAN WATER,2611.49,WATER CHARGES
INSERTED DETAIL,,Community Services,Cultural Services,NORWELL LAPLEY PRODUCTIONS LTD,3197.66,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,PETRA LLOYD,911.45,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,PETRA LLOYD,917.39,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,PPL,3403.50,LICENCES
INSERTED DETAIL,,Community Services,Cultural Services,PREMIER TRAFFIC MANAGEMENT,1400.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,RALPH GIVENS,1820.00,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Community Services,Cultural Services,RIGBY TAYLOR LTD,3322.79,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,RIGBY TAYLOR LTD,8386.35,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,RILEY DUNN & WILSON LIMITED,638.52,MATERIALS
INSERTED DETAIL,,Community Services,Cultural Services,SIEMENS FINANCIAL SERVICES LTD,636.47,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,SOFTBRICK COMPANY LTD,698.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Community Services,Cultural Services,SPEAKERS FROM THE EDGE LTD,1147.01,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,STACEY CHAPMAN,1008.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,STAR RADIO,660.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Community Services,Cultural Services,THE PERFORMING RIGHT SOCIETY LIMITED,738.48,LICENCES
INSERTED DETAIL,,Community Services,Cultural Services,TONY CLAYMAN PROMOTIONS,7000.00,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,TOTAL ARTS MANAGEMENT LIMITED,4493.88,Artist payments
INSERTED DETAIL,,Community Services,Cultural Services,TYNESIDE PIANO COMPANY,505.00,EQUIPMENT
INSERTED DETAIL,,Community Services,Cultural Services,VIKING PRODUCTIONS LIMITED,800.00,Other Supplies & Services
INSERTED DETAIL,,Community Services,Cultural Services,WAVERLEY VINTERS LTD (scottish courage),965.14,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Community Services,Cultural Services,WEST END THEATRE MANAGERS LTD,969.00,TMA Theatre Tokens
INSERTED DETAIL,,Community Services,DLO Services,ACP (CONCRETE) LIMITED,4900.39,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Community Services,DLO Services,ADT FIRE & SECURITY PLC,2559.92,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,658.64,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,658.64,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,950.04,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,641.45,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,658.64,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1029.76,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,639.60,DIRECT CHARGES - MATERIALS (DLO)
