Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
Resources Group,Human resources management,BOND DICKINSON,3051100,3062.00,Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051100,2818.00,Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051100,5037.50,Professional Fees & Consultancy
Resources Group,Human resources management,COMPUTERS IN PERSONNEL,3065290,4750.00,Professional Fees & Consultancy
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,8139.65,Professional Fees & Consultancy
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,8139.65,Professional Fees & Consultancy
Resources Group,Human resources management,POSTURITE (UK) LTD,3063234,1690.00,Subscriptions
Resources Group,Transformation,AIRCON REFRIGERATION LTD,3055659,520,Cyclical - Air Conditioning
Resources Group,Transformation,AIRCON REFRIGERATION LTD,3063647,587.36,Cyclical - Air Conditioning
Resources Group,Transformation,AIRCON REFRIGERATION LTD,3063762,891,Repairs - Mechanical
Resources Group,Transformation,ALFRED BAGNALL & SONS (NORTH EAST )  LTD,3064368,1597.00,Repairs - Building Fabric
Resources Group,Transformation,ALU-FIX,3060111,1150.00,Repairs - Building Fabric
Resources Group,Transformation,AQUAJET DRAIN CLEANING,3063850,3450.00,Repairs - Building Fabric
Resources Group,Transformation,AQUAJET DRAIN CLEANING,3059479,1800.00,Repairs - Building Fabric
Resources Group,Transformation,BISHOP AUCKLAND GLAZING CO LTD,3064369,1336.05,Repairs - Door Entry System
Resources Group,Transformation,BISHOP AUCKLAND GLAZING CO LTD,3064292,1285.13,Repairs - Door Entry System
Resources Group,Transformation,CARPETTIME LIMITED,3064370,726,Repairs - Building Fabric
Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2211.56,Electricity
Resources Group,Transformation,CONTRACT FLOORING SERVICES (NE) LTD,0,525.52,Repairs - Building Fabric
Resources Group,Transformation,CONTRACT FLOORING SERVICES (NE) LTD,3062859,859.95,Repairs - Building Fabric
Resources Group,Transformation,CORONA ENERGY LTD,0,2397.34,Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,69627.32,Gas
Resources Group,Transformation,CROSSLING LTD,3062648,2600.00,Repairs - Mechanical
Resources Group,Transformation,CROSSLING LTD,3063111,568.16,Repairs - Mechanical
Resources Group,Transformation,DAMP SHIELD,3061968,1491.00,Repairs - Building Fabric
Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3062809,645,Repairs - Building Fabric
Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3064098,1625.00,Repairs - Building Fabric
Resources Group,Transformation,DURHAM COUNTY COUNCIL,3063508,795.43,Repairs - Lifts
Resources Group,Transformation,ELDERS WALKER GLASS LTD,3061995,2010.36,Repairs - Building Fabric
Resources Group,Transformation,ELDERS WALKER GLASS LTD,3061995,1500.84,Repairs - Building Fabric
Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3064147,710,Cyclical - Fire Alarms
Resources Group,Transformation,FRANCIS CONSTRUCTION,3064444,1200.00,Repairs - Building Fabric
Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,796.63,Agency Staff Costs - Non Teaching
Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,796.63,Agency Staff Costs - Non Teaching
Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,796.63,Agency Staff Costs - Non Teaching
Resources Group,Transformation,JEWSON LTD,3063455,1572.72,Repairs - Mechanical
Resources Group,Transformation,LORD TECHNICAL LTD,3061942,746.18,Equipment
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3062873,1450.00,Repairs - Building Fabric
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3063925,4244.00,Repairs - Building Fabric
Resources Group,Transformation,MULTICORD,3063857,528,Building Repairs And Maintenance
Resources Group,Transformation,MULTICORD,3063858,528,Building Repairs And Maintenance
Resources Group,Transformation,MULTICORD,3062685,528,Building Repairs And Maintenance
Resources Group,Transformation,NES SERVICES LTD,3064820,1232.70,Security Services
Resources Group,Transformation,NORTHUMBRIAN WATER,0,1984.10,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,3823.40,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,2448.21,Water Charges
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,44870.26,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1416.18,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1970.74,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,5479.66,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1739.31,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,3053.08,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,782.75,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,3359.26,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1015.40,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1266.60,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,831.55,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1033.53,Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3064939,1037.40,Equipment
Resources Group,Transformation,SCREENTECH,3063247,784.15,Ppe Clothing & Equipment
Resources Group,Transformation,SUPPLIES TEAM,3064597,506.8,Stationery
Resources Group,Transformation,T P S BOILER SPARES,3059858,5333.65,Repairs - Mechanical
Resources Group,Transformation,T P S BOILER SPARES,3063604,860,Repairs - Mechanical
Resources Group,Transformation,T.A PLASTIC SUPPLIES,3064636,1388.44,Repairs - Mechanical
Resources Group,Transformation,TT ELECMECH LIMITED,3065273,579,Repairs - Electrical
Resources Group,Transformation,UPNORTH ENGINEERING SERVICES LTD,3060170,3220.40,Equipment
Resources Group,Transformation,WESTWOOD TIMBER & FENCING,3062577,600,Ground Maintenance
Resources Group,Transformation,YESSS ELECTRICAL,3063391,709.55,Repairs - Emergency Lighting
Resources Group,Transformation,YESSS ELECTRICAL,3062007,535.55,Repairs - Emergency Lighting
Resources Group,Transformation,YESSS ELECTRICAL,3063230,859,Repairs - Electrical
Resources Group,Transformation,YESSS ELECTRICAL,3063606,899.88,Alterations & Improvements - Electrical
Resources Group,Transformation,YESSS ELECTRICAL,3064582,889.8,Repairs - Electrical
Resources Group,DLO Services,NUMATIC INTERNATIONAL LTD.,3064884,1973.25,Other Consumables
Place,Building Design Services,ANDERS ELITE,3063269,875.38,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,965.55,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,787.25,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,746.13,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,897.9,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,928.65,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,781.38,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,953.25,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,605.13,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,922.5,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063270,977.85,Agency Staff Costs - Non Teaching
Place,Building Design Services,ANDERS ELITE,3063269,564,Agency Staff Costs - Non Teaching
Place,Building Design Services,BAKER MALLETT LLP,3063480,1350.00,Consultancy Fees
Place,Building Design Services,BAKER MALLETT LLP,3063743,1300.00,Consultancy Fees
Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,1112.54,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,1105.18,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,1100.95,Agency Staff Costs - Non Teaching
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3063388,500,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3063482,3120.00,Consultancy Fees
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,3138.22,Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,3138.22,Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,3138.22,Grants
Place,Commercial Services,ASSET EPOS SYSTEMS,0,1800.00,Other Supplies & Services
Place,Commercial Services,BEST EVIDENCE TECHNOLOGY LTD,3063582,510,Cctv Monitoring Charge
Place,Commercial Services,COUNTING SOLUTIONS LTD,3063569,2890.00,Equipment
Place,Commercial Services,CSL DUALCOM LIMITED,3063451,1260.00,Equipment
Place,Commercial Services,DISTINCT DARLINGTON LIMITED,0,2800.04,Other Supplies & Services
Place,Commercial Services,INDOOR OUTDOOR,0,3796.00,Other Supplies & Services
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,790.04,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1048.83,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,949.73,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,733.66,Bar Provisions For Resale
Place,Commercial Services,SHOPFITTING SUPPLIES LTD,3063715,722.5,Equipment
Place,Culture,222 SPORTS LIMITED,3064415,3600.00,Other Supplies & Services
Place,Culture,ABBEY DISTRIBUTORS,3063117,1890.00,Events & Awards
Place,Culture,ACORN DAIRY,0,532.98,Catering Provisions
Place,Culture,A-HA DISTRIBUTION,3063311,960,Other Supplies & Services
Place,Culture,ANDREA RAPER,3051986,504,Artist Payments
Place,Culture,ARTIFAX SOFTWARE LTD,0,3684.42,Ict Software Support & Maintenance
Place,Culture,ASG STAGE PRODUCTS LIMITED,3061134,800,Equipment
Place,Culture,AUTHORS ABROAD & CABOODLE BOOKS LTD,0,616.67,Events & Awards
Place,Culture,BARRY COLLINGS ENTERTAINMENTS,0,6358.81,Artist Payments
Place,Culture,BIRDSONG PRODUCTIONS LTD,0,10000.00,Artist Payments
Place,Culture,BONNIE DAVIES,3051964,2340.00,Artist Payments
Place,Culture,BONNIE DAVIES,3051964,2340.00,Artist Payments
Place,Culture,BOUND & GAGGED LIMITED,0,9658.62,Artist Payments
Place,Culture,BRENNTAG UK & IRELAND,3063408,2734.66,Chemicals
Place,Culture,BRIGHT BOOK SUPPLIES LTD,0,500.08,Books
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,1098.90,Cleaning Materials & Consumables
Place,Culture,CLEVELAND STUDIOS LIMITED,3062460,539.4,Production Costs
Place,Culture,COCA COLA ENTERPRISES LTD,0,949.74,Bar Provisions For Resale
Place,Culture,CROWCON DETECTION INST LTD,0,515.2,Other Supplies & Services
Place,Culture,CRYOSERVICE LIMITED,0,548.36,Chemicals
Place,Culture,DEBBIE WAISTELL,3052636,2220.00,Artist Payments
Place,Culture,DEREK BLOCK CONCERT PROMOTIONS,0,4412.43,Artist Payments
Place,Culture,ENCYCLOPAEDIA BRITANNICA (UK) LTD,0,770,Books
Place,Culture,EXTERIOR LIGHTING SOLUTIONS LTD,0,773.08,Building Repairs And Maintenance
Place,Culture,FIERYLIGHT AQUA LTD,0,3730.32,Artist Payments
Place,Culture,FLYING ENTERTAINMENT LIMITED,0,7434.39,Artist Payments
Place,Culture,FLYING ENTERTAINMENT LIMITED,0,520,Merchandise Sales Paid To Others
Place,Culture,FORBIDDEN PLANET MUSICALS LTD,0,24000.00,Artist Payments
Place,Culture,GOES WRONG LIMITED,0,14989.68,Artist Payments
Place,Culture,GSA PARTNERS LLP,3064156,600,Other Supplies & Services
Place,Culture,HANNAH MURRAY-LESLIE,0,1040.00,Other Supplies & Services
Place,Culture,HIGHLY SPRUNG PERFORMANCE CO,0,2024.00,Artist Payments
Place,Culture,HOPWELLS LIMITED,0,531.79,Catering Provisions
Place,Culture,INDUSTRIAL DEEP CLEANING LTD,0,1675.00,Cleaning Materials & Consumables
Place,Culture,IQL UK LTD,3063579,571,Employee Training Course Costs
Place,Culture,J P LENNARD LTD,3064402,806.8,Equipment
Place,Culture,JOHN LAYBOURN,0,1370.00,Books
Place,Culture,JULIE MACBEAN,3059641,800,Artist Payments
Place,Culture,MADELEINE LINDLEY LTD,0,740.61,Books
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1185.94,Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1593.72,Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,575.4,Bar Provisions For Resale
Place,Culture,MICHELLE DOUGLAS,3053806,800,Artist Payments
Place,Culture,MICROFORM IMAGING LTD,0,500.43,Books
Place,Culture,MIDDLE GROUND THEATRE COMPANY,0,5237.00,Artist Payments
Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3063048,2280.00,Building Repairs And Maintenance
Place,Culture,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3063314,600,Other Supplies & Services
Place,Culture,NORTHUMBRIAN WATER,0,1415.32,Water Charges
Place,Culture,OAKHILL PUBLISHING LTD,0,540,Books
Place,Culture,OAKHILL PUBLISHING LTD,0,2080.80,Books
Place,Culture,OCLC UK LTD,0,2324.30,Books
Place,Culture,PETRA LLOYD,3051975,1440.00,Artist Payments
Place,Culture,PETRA LLOYD,3051975,1650.52,Artist Payments
Place,Culture,PHASE ONE,3063609,707.5,Equipment
Place,Culture,PRIMARY PUBLISHING TEESSIDE LTD,3063295,1320.00,Marketing & Advertising
Place,Culture,PROMOACTIVE,3063140,618.3,Equipment
Place,Culture,PROSPEC LTD,3062557,846.4,Building Repairs And Maintenance
Place,Culture,RARING2GO DARLINGTON LTD,3063212,956,Other Supplies & Services
Place,Culture,RAYMOND GUBBAY LTD,0,2496.00,Programme Sales Paid To Others
Place,Culture,RAYMOND GUBBAY LTD,0,59165.38,Artist Payments
Place,Culture,RILEY DUNN & WILSON LIMITED,3061226,3763.44,Materials
Place,Culture,RIP PRODUCTIONS LTD,0,1500.00,Artist Payments
Place,Culture,SAVILLS (UK) LTD,0,4049.84,Rent Of Facilities
Place,Culture,SCREENTECH,3063581,7868.75,Other Supplies & Services
Place,Culture,STOBBS WHOLESALERS,0,598.65,Catering Provisions
Place,Culture,TAG TEAMWEAR LIMITED,0,1184.00,Equipment
Place,Culture,TARNSIDE CONSULTING,3055871,1694.72,Consultancy Fees
Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,7445.44,Licences
Place,Culture,TYNESIDE PIANO COMPANY,3062833,690,Equipment Hire
Place,Culture,UPEX  ELECTRICAL DISTRIBUTORS LTD,3063659,501.27,Building Repairs And Maintenance
Place,Culture,VAMPIRES ROCK LIMITED,0,2665.78,Artist Payments
Place,Culture,VAMPIRES ROCK LIMITED,0,4000.00,Artist Payments
Place,Culture,W F HOWES LTD,0,2971.01,Books
Place,Culture,W F HOWES LTD,0,1469.00,Books
Place,Culture,W F HOWES LTD,0,562,Books
Place,Culture,WELL INFORMED LIMITED,0,1042.00,Books
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1232.00,Vehicle Hire
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3062977,1224.00,Vehicle Hire
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1364.00,Vehicle Hire
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,552.5,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,518.63,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,764.5,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,1071.83,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,799.25,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,535.5,Materials
Place,DLO Services,AT WAGGOTT HAULAGE,3058284,6560.50,Direct Charges - Contractors
Place,DLO Services,BATLEYS LTD,0,514.26,Catering Provisions
Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3061683,4956.87,Materials
Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3061683,31989.30,Materials
Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3065135,4958.87,Materials
Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,3609.00,Direct Charges - Contractors
Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,4150.00,Materials
Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,2280.00,Direct Charges - Contractors
Place,DLO Services,BROXAP  LTD,3063899,750,Direct Charges - Contractors
Place,DLO Services,CAPITA BUSINESS SRV LTD (DARLINGTON),0,19337.00,Ict Software Support & Maintenance
Place,DLO Services,CLEE HILL PLANT LTD,3062627,881,Plant Hire
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,727.23,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064043,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,696.61,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064043,694.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064043,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,796.12,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,688.95,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,681.3,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,CORMETON ELECTRONICS LTD,3062926,611.89,Repairs - Electrical
Place,DLO Services,CROSSLING LTD,3062658,1293.43,Materials
Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3062680,1650.00,Direct Charges - Contractors
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,3062811,925,Agency Staff Costs - Non Teaching
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,3062811,925,Agency Staff Costs - Non Teaching
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,3062811,925,Agency Staff Costs - Non Teaching
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,3062811,925,Agency Staff Costs - Non Teaching
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,3065418,925,Agency Staff Costs - Non Teaching
Place,DLO Services,EASBY FLOORING LTD,3061807,536.55,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3062620,1208.55,Direct Charges - Contractors
Place,DLO Services,ELDERS WALKER GLASS LTD,3062994,857.47,Materials
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3061497,1834.77,Materials
