,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Human resources management,MH SAFETY SOLUTIONS,3100.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,700.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,1724.42,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,BODY 2 FIT LTD,600.00,Rent Of Facilities
INSERTED DETAIL,,Resources Group,Transformation,CALBARRIE LIMITED,715.05,Cyclical - Portable App Test
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2327.98,Electricity
INSERTED DETAIL,,Resources Group,Transformation,CONTRACT FLOORING SERVICES (NE) LTD,607.42,Building Repairs And Maintenance
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,3470.22,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,67841.30,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,2776.36,Electricity
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,53972.73,Electricity
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,567.71,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,GILGEN DOOR SYSTEMS UK LIMITED,1046.00,Cyclical - Fire Fighting Equipment
INSERTED DETAIL,,Resources Group,Transformation,GOODMAN NASH,1013.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,1290.00,Cyclical - Electrical Installation Test
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,735.95,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,716.05,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,INITIAL WASHROOM SOLUTIONS,4229.63,Hygiene Services
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2286.10,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1390.46,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1162.80,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2904.44,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,570.89,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2128.48,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2251.26,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2168.81,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2832.09,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2227.78,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,53536.50,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3126.24,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1241.01,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4362.77,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4444.22,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3771.76,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3017.38,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,587.60,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,526.44,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,720.00,Electricity
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,10496.42,Cyclical-Lift Maintenance
INSERTED DETAIL,,Resources Group,Transformation,SMITH OF DERBY LTD,886.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,STONE TECHNICAL SERVICES,750.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,STONEGRAVE AGGREGATES LTD,926.13,Direct Charges - Materials Oncost (Dlo)
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,981.57,Electricity
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,785.40,Gas
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,1453.16,Gas
INSERTED DETAIL,,Resources Group,Transformation,SUPPLIES TEAM,516.00,Stationery
INSERTED DETAIL,,Resources Group,Transformation,T W WARD INDUSTRIAL BOILERS,2143.02,Cyclical-Boiler/Servicing
INSERTED DETAIL,,Resources Group,Transformation,WESTWOOD TIMBER & FENCING,600.00,Ground Maintenance
INSERTED DETAIL,,Resources Group,Transformation,WORK PLATFORM LTD,590.00,Cyclical-Lift Maintenance
INSERTED DETAIL,,Council Wide,Council Wide,ENVIRONMENT AGENCY,1290.00,Subscriptions
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,797.48,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,1971.39,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,2873.38,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,4713.19,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,1057.98,Consultancy Fees
INSERTED DETAIL,,Place,Economic Regeneration,COBWEB INFORMATION LTD,1495.00,Subscriptions
INSERTED DETAIL,,Place,Economic Regeneration,KOMODO DESIGN LTD,720.00,Internet Costs
INSERTED DETAIL,,Place,Economic Regeneration,MITIE PROPERTY SERVICES (NORTH EAST) LTD,2240.00,Alterations & Improvements
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Commercial Services,ALL EVENTS SECURITY,1890.00,Marketing & Advertising
INSERTED DETAIL,,Place,Commercial Services,ALL EVENTS SECURITY,1684.80,Marketing & Advertising
INSERTED DETAIL,,Place,Commercial Services,COCA COLA ENTERPRISES LTD,741.15,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,CSL DUALCOM LIMITED,540.00,Equipment
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,898.72,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,507.96,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,655.74,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,1003.10,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,809.70,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,757.29,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,586.15,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,951.48,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,568.54,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,823.88,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,4251.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,531.11,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,585.00,Marketing & Advertising
INSERTED DETAIL,,Place,Commercial Services,ROLLOVER LTD,603.56,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,ROLLOVER LTD,662.56,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,SKIPBRIDGE SIGNS & GRAPHICS,1999.60,Signage
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,606.44,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,834.37,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,835.04,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,THE SKI BAND,1250.00,Marketing & Advertising
INSERTED DETAIL,,Place,Culture,A I R  LTD,1850.00,Production Costs
INSERTED DETAIL,,Place,Culture,ACORN DAIRY,608.19,Catering Provisions
INSERTED DETAIL,,Place,Culture,ANTON HECHT,800.00,Projects
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,725.40,Catering Provisions
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,1219.97,Catering Provisions
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,757.28,Catering Provisions
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,5998.00,Equipment
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,600.77,Catering Provisions
INSERTED DETAIL,,Place,Culture,AVAPRINT,1730.00,Materials
INSERTED DETAIL,,Place,Culture,AXIELL LIMITED,4708.44,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Place,Culture,AXIELL LIMITED,800.00,Stationery
INSERTED DETAIL,,Place,Culture,BIBLIOGRAPHIC DATA SERVICE LTD (BDS),1370.00,Books
INSERTED DETAIL,,Place,Culture,BILL KENWRIGHT LTD,1169.00,Merchandise Sales Paid To Others
INSERTED DETAIL,,Place,Culture,BILL KENWRIGHT LTD,32706.46,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,1095.72,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,1866.53,Artist Payments
INSERTED DETAIL,,Place,Culture,BRAKES BROS LTD,510.90,Catering Provisions
INSERTED DETAIL,,Place,Culture,BRAKES BROS LTD,502.85,Catering Provisions
INSERTED DETAIL,,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,848.64,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,652.80,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Culture,CHEEKY CHOPS FACE PAINTING,600.00,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,1260.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,DEBBIE WAISTELL,1050.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,FLYING MUSIC CO  LTD,2536.00,Advertising Income
INSERTED DETAIL,,Place,Culture,GROUNDWORK NORTH EAST,1235.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,HEINEKEN UK,1022.84,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,HEINEKEN UK,2529.44,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,519.52,Catering Provisions
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,533.43,Catering Provisions
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,640.26,Catering Provisions
INSERTED DETAIL,,Place,Culture,JAMES FLETCHER,6436.50,Production Costs
INSERTED DETAIL,,Place,Culture,JAMES FLETCHER,655.20,Production Costs
INSERTED DETAIL,,Place,Culture,KEVIN HUBERY,640.00,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Culture,MAGNA LARGE PRINT BOOKS,3173.69,Books
INSERTED DETAIL,,Place,Culture,MAGNA LARGE PRINT BOOKS,2461.54,Books
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,1130.98,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MAVAL ELECTRICAL ENGINEERING CO LTD,632.50,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,MUCH LOVED PRODUCTIONS LTD,3000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,650.00,Marketing & Advertising
INSERTED DETAIL,,Place,Culture,OAKHILL PUBLISHING LTD,2080.80,Books
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,925.66,Artist Payments
INSERTED DETAIL,,Place,Culture,QUESTNBS,750.00,Equipment
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,740.60,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,615.83,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,778.84,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,1088.33,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,636.72,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,579.90,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,790.92,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,540.88,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,ROBIN COLVILL,8752.00,Ticket Sales Paid To Others
INSERTED DETAIL,,Place,Culture,SPORTING FUTURES,750.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,SPORTING FUTURES,1015.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,514.22,Catering Provisions
INSERTED DETAIL,,Place,Culture,SUSANNE ANGUS,800.00,Artist Payments
INSERTED DETAIL,,Place,Culture,SWISS TIMING,3972.71,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,TARNSIDE CONSULTING,569.37,Consultancy Fees
INSERTED DETAIL,,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,3510.21,Licences
INSERTED DETAIL,,Place,Culture,THEATRE HULLABALOO,11000.00,Projects
INSERTED DETAIL,,Place,Culture,ULVERSCROFT LARGE PRINT BOOKS LTD,1468.80,Books
INSERTED DETAIL,,Place,Culture,ULVERSCROFT LARGE PRINT BOOKS LTD,2569.55,Books
INSERTED DETAIL,,Place,Culture,ULVERSCROFT LARGE PRINT BOOKS LTD,1282.65,Books
INSERTED DETAIL,,Place,Culture,ULVERSCROFT LARGE PRINT BOOKS LTD,3081.60,Books
INSERTED DETAIL,,Place,Culture,ULVERSCROFT LARGE PRINT BOOKS LTD,4108.80,Books
INSERTED DETAIL,,Place,Culture,VIRGIN MEDIA BUSINESS LIMITED,6253.00,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Place,Culture,WORLD ON STAGE LTD,3000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,WORLD ON STAGE LTD,736.41,Artist Payments
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1420.20,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AIR PRODUCTS PLC,4016.00,Equipment
INSERTED DETAIL,,Place,DLO Services,AIR PRODUCTS PLC,909.00,Equipment
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,1671.13,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,600.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,1365.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,2730.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,DLO Services,ASCOT DOORS LIMITED,29118.38,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ASPECT CONTRACTS LTD,850.00,Equipment
INSERTED DETAIL,,Place,DLO Services,ASPECT CONTRACTS LTD,850.00,Equipment
INSERTED DETAIL,,Place,DLO Services,ASPECT CONTRACTS LTD,850.00,Equipment
INSERTED DETAIL,,Place,DLO Services,ASPECT CONTRACTS LTD,850.00,Equipment
INSERTED DETAIL,,Place,DLO Services,ASPECT CONTRACTS LTD,850.00,Equipment
INSERTED DETAIL,,Place,DLO Services,BARCLAY ROOFING LTD,2045.45,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,20840.63,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,21295.93,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,5747.93,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,3153.42,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,595.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,7373.68,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,COTTAGE CONTRACT FURNISHERS,908.66,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1061.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1302.02,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1347.46,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1433.87,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1297.50,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1323.91,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1259.64,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1349.31,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1364.83,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1098.63,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1170.56,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1307.86,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1460.58,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1309.22,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1377.82,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1529.98,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1149.84,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,747.20,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1089.98,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1357.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1374.10,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,790.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1114.42,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1138.90,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1478.28,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1058.02,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1046.01,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1818.84,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,910.87,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1082.23,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1631.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,978.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1242.04,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1439.92,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1481.14,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1488.64,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1365.27,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1209.74,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,550.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1488.64,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1249.89,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1099.32,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1576.75,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1502.63,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1290.38,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1305.20,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1287.07,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1030.71,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1126.85,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1143.70,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1168.38,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1182.93,Direct Charges - Materials (Dlo)
