Darlington Borough Council - Analysis of Transactions Over œ500,,,,,
Nov-14,,,,,
,,,,,
,,,,,
Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
Resources Group,Transformation,NORTHUMBRIAN WATER,0,"2,291.64",Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,587.57,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,"2,018.13",Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,877.3,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,"2,255.70",Water Charges
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,682.2,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,630.67,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"3,941.19",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,542.2,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"3,614.12",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,501.97",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,100.22",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"11,996.68",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,442.49",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"3,402.67",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,406.25",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"16,122.79",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"7,621.55",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"1,592.20",Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,"5,593.93",Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3058672,"1,980.00",Repairs - Building Fabric
Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3059930,"1,995.00",Equipment
Resources Group,Transformation,T P S BOILER SPARES,3058477,796.48,Cyclical-Boiler/Servicing
Resources Group,Transformation,T W WARD INDUSTRIAL BOILERS,3058026,"4,657.49",Cyclical-Boiler/Servicing
Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3059450,648.92,Other Consumables
Place,Building Design Services,CAPITA BUSINESS SRV LTD (DARLINGTON),3051151,591,Printing
Place,Building Design Services,IHS (GLOBAL) LIMITED,3059686,"4,253.70",Ict Software Support & Maintenance
Place,Economic Regeneration,ALEXANDER MACMURRAY CATERING LTD,3058551,726,Events & Awards
Place,Economic Regeneration,M T AUDIO SYSTEMS,3058555,"2,250.00",Events & Awards
Place,Economic Regeneration,NE CHAMBER OF COMMERCE TRADE & INDTY,3057589,"2,065.00",Memberships
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,"3,138.22",Grants
Place,Economic Regeneration,RE-SYSTEMS,3059427,"8,800.00",Ict Software Purchase
Place,Economic Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,3059390,"1,000.00",Grants
Place,Economic Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,3059390,500,Grants
Place,Commercial Services,C P HODGSON,3060452,550,Other Supplies & Services
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3050010,"2,908.82",Equipment
Place,Commercial Services,HULLEYS,0,609.77,Catering Provisions
Place,Commercial Services,HULLEYS,0,551.63,Catering Provisions
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,"1,235.94",Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,652.95,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,648.14,Bar Provisions For Resale
Place,Commercial Services,STOBBS WHOLESALERS,0,562.5,Catering Provisions
Place,Culture,ACORN DAIRY,0,656.04,Catering Provisions
Place,Culture,AIRQUEE LTD,3055537,"1,015.00",Equipment
Place,Culture,ALAN FAIRBAIRN MARQUEE HIRE LIMITED,3058954,550,Production Costs
Place,Culture,ALBANY OFFICE FURNITURE SOLUTIONS,3058757,670.5,Equipment
Place,Culture,AMATEUR SWIMMING ASSOCIATION,3049447,500,Equipment
Place,Culture,ANDREA RAPER,3051986,504,Artist Payments
Place,Culture,APRIL IN PARIS,0,"10,124.28",Artist Payments
Place,Culture,ARTISTES INTERNATIONAL REPRESENTATION LTD,0,600,Other Supplies & Services
Place,Culture,AVAPRINT,3059359,"1,999.20",Materials
Place,Culture,BATLEYS LTD,0,523.53,Catering Provisions
Place,Culture,BERENDSEN UK LTD,0,532.45,Production Costs
Place,Culture,BILL KENWRIGHT LTD,0,"19,130.38",Artist Payments
Place,Culture,BILL KENWRIGHT LTD,0,675,Merchandise Sales Paid To Others
Place,Culture,BILL KENWRIGHT LTD,0,"17,808.51",Artist Payments
Place,Culture,BILL KENWRIGHT LTD,0,"45,000.00",Artist Payments
Place,Culture,BILL KENWRIGHT LTD,0,"45,000.00",Artist Payments
Place,Culture,BONNAR KEENLYSIDE,0,"2,200.00",Projects
Place,Culture,BONNIE DAVIES,3051964,"2,160.00",Artist Payments
Place,Culture,BRENNTAG UK & IRELAND,3059326,"2,849.91",Chemicals
Place,Culture,BRITISH GYMNASTICS,3058585,738,Employee Training Course Costs
Place,Culture,BUNZL CATERING SUPPLIES,0,658.48,Catering Payments
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,675.24,Cleaning Materials & Consumables
Place,Culture,CLOVER,0,500,Building Repairs And Maintenance
Place,Culture,COCA COLA ENTERPRISES LTD,0,573.44,Bar Provisions For Resale
Place,Culture,COCA COLA ENTERPRISES LTD,0,519.95,Bar Provisions For Resale
Place,Culture,DEMCO INTERIORS,3051582,"2,800.00",Building Repairs And Maintenance
Place,Culture,DIRECTA (UK) LIMITED,3058683,636.48,Production Costs
Place,Culture,HANNAH MURRAY-LESLIE,0,520,Other Supplies & Services
Place,Culture,HARTLEPOOL BOROUGH COUNCIL,3052791,552.89,Equipment
Place,Culture,HMY RADFORD,3056784,"25,006.25",Equipment
Place,Culture,HOPWELLS LIMITED,0,579.82,Catering Provisions
Place,Culture,HOPWELLS LIMITED,0,855.44,Catering Provisions
Place,Culture,HOPWELLS LIMITED,0,553.55,Catering Provisions
Place,Culture,HOPWELLS LIMITED,0,665.37,Catering Provisions
Place,Culture,HUMANTICS COMMUNITY INTEREST COMPANY,0,800,Other Supplies & Services
Place,Culture,HUMMERSKNOTT ACTIVE LTD,3052992,500,Hospitality & Room Hire
Place,Culture,INDUSTRIAL DEEP CLEANING LTD,0,800,Cleaning Materials & Consumables
Place,Culture,IQL UK LTD,3059199,540,Equipment
Place,Culture,J P LENNARD LTD,3058842,530.24,Equipment
Place,Culture,J R HOLLAND FOOD SERVICES LTD,0,609.02,Catering Provisions
Place,Culture,JACKIE STONEHOUSE,3052357,540,Artist Payments
Place,Culture,JAMES FLETCHER,3056484,"2,276.00",Production Costs
Place,Culture,JAMIE WILSON PRODUCTIONS LTD,0,"3,447.65",Artist Payments
Place,Culture,LLOYDS BRITISH TESTING CO LTD,3057076,680,Equipment
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,692.62,Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,"1,627.19",Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,837.84,Bar Provisions For Resale
Place,Culture,MR IAN DAVISON,3060535,676.73,Production Costs
Place,Culture,NORTH TEES & HARTLEPOOL NHS F TRUST,3058916,682.32,Chemicals
Place,Culture,PC WORLD BUSINESS,3059335,799.17,Equipment
Place,Culture,PETRA LLOYD,3051975,"1,620.00",Artist Payments
Place,Culture,PHOENIX SOFTWARE LTD,3060095,840.39,Ict Software Purchase
Place,Culture,QDOS PANTOMIMES,0,"40,000.00",Artist Payments
Place,Culture,QDOS PANTOMIMES,0,"40,000.00",Artist Payments
Place,Culture,QDOS PANTOMIMES,0,"40,000.00",Artist Payments
Place,Culture,RMS RECRUITMENT,0,888.3,Agency Staff Costs - Non Teaching
Place,Culture,ROYAL GEOGRAPHICAL SOCIETY,0,"1,765.62",Artist Payments
Place,Culture,SEABRIGHT PRODUCTIONS LTD,0,"3,483.30",Artist Payments
Place,Culture,STOBBS WHOLESALERS,0,590.27,Catering Provisions
Place,Culture,STOBBS WHOLESALERS,0,656.64,Catering Provisions
Place,Culture,TAG TEAMWEAR LIMITED,0,808.5,Equipment
Place,Culture,TAP TAP THEATRE,0,500,Artist Payments
Place,Culture,TARNSIDE CONSULTING,3055871,665.82,Consultancy Fees
Place,Culture,THE BIRMINGHAM STAGE COMPANY,0,"20,000.00",Artist Payments
Place,Culture,THE TOURING CONSORTIUM LTD,0,"20,000.00",Artist Payments
Place,Culture,THE WRIGHT FOUNDATION,3059346,"4,165.00",Employee Training Course Costs
Place,Culture,THE WRIGHT FOUNDATION,3059346,"4,165.00",Employee Training Course Costs
Place,Culture,THEORY BRANDING AGENCY LIMITED,0,"2,325.00",Marketing & Advertising
Place,Culture,THEORY BRANDING AGENCY LIMITED,0,"2,050.00",Marketing & Advertising
Place,Culture,TOTAL MERCHANDISE LTD,3059654,522,Artist Payments
Place,Culture,TYNESIDE PIANO COMPANY,3058799,630,Equipment
Place,Culture,WORLD ON STAGE LTD,0,"2,920.24",Artist Payments
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3059453,"1,102.50",Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3058077,562.83,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3058077,501.15,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3058077,510.48,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3059453,"1,143.63",Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3059453,"1,176.31",Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3058077,539.7,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3058077,555.12,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3058077,732.45,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3059453,535.5,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3059453,"1,165.50",Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3059453,"1,102.50",Materials
Place,DLO Services,AT WAGGOTT HAULAGE,3058284,"7,883.00",Direct Charges - Contractors
Place,DLO Services,AT WAGGOTT HAULAGE,3051141,"7,395.00",Direct Charges - Contractors
Place,DLO Services,BATLEYS LTD,0,595.16,Catering Provisions
Place,DLO Services,CONSTRUCTION SKILLS,3058945,550,Employee Training Course Costs
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,681.3,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,681.3,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,681.3,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,CRANMER LAWRENCE & CO LTD,3050627,"19,813.69",Leasing Charges
Place,DLO Services,CROSSLING LTD,3058715,"1,015.02",Materials
Place,DLO Services,CROSSLING LTD,3059103,741.95,Materials
Place,DLO Services,CROSSLING LTD,3059003,"1,348.98",Materials
Place,DLO Services,CROSSLING LTD,3059104,"1,147.80",Materials
Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3056598,"2,376.60",Direct Charges - Contractors
Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,3059138,"2,517.65",Materials
Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,3059139,"2,768.78",Materials
Place,DLO Services,EASBY FLOORING LTD,3057165,614.68,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3057164,567.08,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3059729,808.88,Direct Charges - Contractors
Place,DLO Services,ECO REND NORTH EAST LIMITED,0,792.9,Direct Charges - Contractors
Place,DLO Services,ESH CONSTRUCTION LIMITED,0,"2,316.22",Direct Charges - Contractors
Place,DLO Services,ESH CONSTRUCTION LIMITED,0,"6,613.02",Direct Charges - Contractors
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3056481,745.18,Materials
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3055224,"1,120.50",Materials
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3055224,"1,120.50",Materials
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3057911,"3,317.00",Materials
Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,0,"4,219.51",Direct Charges - Contractors
Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3056337,"2,952.00",Direct Charges - Contractors
Place,DLO Services,FLETCHER JOINERY,3057059,"1,000.00",Direct Charges - Contractors
Place,DLO Services,FLETCHER JOINERY,3057059,680,Direct Charges - Contractors
Place,DLO Services,HALL CONSTRUCTION SERVICES,3056877,"162,706.62",Direct Charges - Contractors
Place,DLO Services,HARFIELD COMPONENTS LTD,0,"1,356.00",Equipment
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059294,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059293,"1,179.44",Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059293,"1,076.88",Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059293,"1,076.88",Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059294,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059293,"1,179.44",Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,548.8,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059291,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3055848,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059291,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059291,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059291,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059294,962.09,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3059294,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3059600,560.25,Agency Staff Costs - Non Teaching
Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3055460,"1,200.00",Agency Staff Costs - Non Teaching
Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3056338,"2,624.26",Direct Charges - Contractors
Place,DLO Services,JCB FINANCE (LEASING LTD),3058983,"1,495.00",Leasing Charges
Place,DLO Services,JCB FINANCE (LEASING LTD),0,"1,751.25",Leasing Charges
Place,DLO Services,JCB FINANCE (LEASING LTD),0,"1,452.35",Leasing Charges
Place,DLO Services,JCB FINANCE (LEASING LTD),0,"13,275.62",Leasing Charges
Place,DLO Services,JCB FINANCE (LEASING LTD),0,702.75,Leasing Charges
Place,DLO Services,JCB FINANCE (LEASING LTD),0,"1,405.88",Leasing Charges
Place,DLO Services,JCB FINANCE (LEASING LTD),0,"4,250.11",Leasing Charges
Place,DLO Services,JCB FINANCE (LEASING LTD),0,"23,780.84",Leasing Charges
Place,DLO Services,JEWSON LTD,3058143,572.8,Materials
Place,DLO Services,JEWSON LTD,3058143,515.52,Materials
Place,DLO Services,JEWSON LTD,3059775,816.16,Materials
Place,DLO Services,JEWSON LTD,3059209,"1,110.59",Materials
Place,DLO Services,JEWSON LTD,3057944,"1,540.00",Materials
Place,DLO Services,JEWSON LTD,3058143,"1,021.92",Materials
Place,DLO Services,JEWSON LTD,3057073,652.83,Materials
Place,DLO Services,JEWSON LTD,3057944,616,Materials
Place,DLO Services,JEWSON LTD,3057944,739.2,Materials
Place,DLO Services,JEWSON LTD,3057452,704,Materials
Place,DLO Services,JEWSON LTD,3057944,616,Materials
Place,DLO Services,JEWSON LTD,3057617,"1,906.43",Materials
Place,DLO Services,JEWSON LTD,3058143,"1,003.58",Materials
Place,DLO Services,JEWSON LTD,3058143,758.48,Materials
Place,DLO Services,JEWSON LTD,3059121,"1,056.00",Materials
Place,DLO Services,JEWSON LTD,3058143,"1,594.16",Materials
Place,DLO Services,LAFARGE AGGREGATES LIMITED,3059575,"13,996.72",Direct Charges - Contractors
Place,DLO Services,LORD TECHNICAL LTD,3056965,"1,224.00",Plant Hire
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3055599,"14,234.17",Direct Charges - Contractors
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3056023,"14,427.25",Direct Charges - Contractors
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3055481,"8,352.85",Direct Charges - Contractors
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,0,"1,365.49",Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,591.5,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,"1,092.00",Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,"2,878.00",Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,537.5,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,"1,092.00",Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3058278,"1,092.00",Direct Charges - Contractors
Place,DLO Services,MACLEAN ELECTRICAL,3051032,"8,335.00",Materials
Place,DLO Services,MACLEAN ELECTRICAL,3059608,799,Materials
Place,DLO Services,MAGNET TRADE,3057840,593.34,Materials
Place,DLO Services,MAGNET TRADE,3057688,627.4,Materials
Place,DLO Services,MAGNET TRADE,3054964,585.9,Materials
Place,DLO Services,MASTERDOR  LTD,3056434,669.06,Materials
Place,DLO Services,MASTERDOR  LTD,3056434,508.48,Materials
Place,DLO Services,MASTERDOR  LTD,3056434,508.48,Materials
Place,DLO Services,MASTERDOR  LTD,3056647,640.48,Materials
