Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,9653.99,Telephone Costs
Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,569,Telephone Costs
Resources Group,ICT,CISILION LTD,3057106,2672.97,Ict Hardware Purchase
Resources Group,ICT,DAISY COMMUNICATIONS LTD,0,9745.87,Telephone Costs
Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,1550.78,Telephone Costs
Resources Group,ICT,VODAFONE LTD,0,2698.54,Telephone Costs
Resources Group,Human resources management,BODY 2 FIT LTD,3051374,1380.00,Physiotherapy Recharge
Resources Group,Human resources management,BODY 2 FIT LTD,3051374,1380.00,Physiotherapy Recharge
Resources Group,Human resources management,BOND DICKINSON,3051100,5193.50,Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051099,2458.33,Professional Fees & Consultancy
Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,0,3212.00,DBS Checks
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3058307,1700.00,Employee Related Health Schemes
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,7066.37,Professional Fees & Consultancy
Resources Group,Human resources management,MH SAFETY SOLUTIONS,3058747,3100.00,Employee Training Course Costs
Resources Group,Human resources management,SKILLGATE LTD,3057973,3995.00,Employee Training Course Costs
Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,3056385,530,Employee Training Course Costs
Resources Group,Transformation,BODY 2 FIT LTD,0,600,Rent Of Facilities
Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2421.09,Electricity
Resources Group,Transformation,CORONA ENERGY LTD,0,3079.58,Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,23078.97,Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,3974.64,Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,21182.55,Gas
Resources Group,Transformation,EASBY FLOORING LTD,3059168,3846.00,Repairs - Building Fabric
Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3058001,699.94,Repairs - Fire Alarms
Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,3054379,3650.00,Cyclical - Electrical Installation Test
Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3058737,3644.37,Hygiene Services
Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3058937,925.05,Waste Disposal
Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3058737,4365.68,Hygiene Services
Resources Group,Transformation,MAINTEL HOLDINGS PLC,3058709,906.91,Ict Hardware Support & Maintenance
Resources Group,Transformation,MAVAL ELECTRICAL ENGINEERING CO LTD,3058229,550.91,Equipment
Resources Group,Transformation,MAVAL ELECTRICAL ENGINEERING CO LTD,3058550,568.48,Repairs - Electrical
Resources Group,Transformation,MGL (DEMOLITION) LTD,3057077,660,Ground Maintenance
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3057097,592,Alterations & Improvements - Decoration
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3056184,725,Repairs - Building Fabric
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3055958,645,Repairs - Building Fabric
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3057486,1387.00,Alterations & Improvements - Decoration
Resources Group,Transformation,MULTICORD,3057733,528,Equipment
Resources Group,Transformation,NES SERVICES LTD,3056098,649.8,Security Services
Resources Group,Transformation,NORTHUMBRIAN WATER,0,578.16,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,3167.63,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,2698.06,Water Charges
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2676.82,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,34206.77,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,625.87,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2822.48,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1409.32,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,834.25,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1828.50,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,3707.87,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1352.47,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2878.89,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,13735.90,Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,OTIS PLC,3056488,1673.00,Repairs - Electrical
Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3059492,1995.00,Equipment
Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,3050784,1695.79,Leasing Charges
Resources Group,Transformation,STOREYS EDWARD SYMMONDS,0,85798.55,Rent Of Facilities
Resources Group,Transformation,T P S BOILER SPARES,3058075,3014.88,Repairs - Mechanical
Resources Group,Transformation,T P S BOILER SPARES,3057712,3341.72,Repairs - Mechanical
Resources Group,Transformation,WESTWOOD TIMBER & FENCING,3056176,2950.00,Ground Maintenance
Resources Group,Transformation,WESTWOOD TIMBER & FENCING,3056176,4281.60,Ground Maintenance
Resources Group,Transformation,WESTWOOD TIMBER & FENCING,3056177,4058.00,Ground Maintenance
Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3057855,891.68,Other Consumables
Chief Executive,Chief Executive,DRUMMOND,3058980,1547.25,Consultancy Fees
Place,Building Design Services,HAYS SPECIALIST SERVICES,3056405,671.65,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059473,1072.67,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059473,1081.71,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059472,1107.73,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059472,671.65,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059472,904.96,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059472,1079.45,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059472,1119.61,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059472,1126.68,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3056405,1041.84,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059083,734.4,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059083,590.43,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3059083,712.79,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3053700,501.52,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3053700,780.32,Agency Staff Costs - Non Teaching
Place,Building Design Services,MASTERBILL MICRO SYSTEMS LTD,3058817,3273.60,Ict Software Purchase
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3057444,3417.32,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3058822,817.53,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3058821,4039.56,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3059090,2205.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3057642,1202.25,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3057641,4664.73,Consultancy Fees
Place,Building Design Services,STANDING STONE DRAWING OFF SUP,3058312,597.48,Ict Consumables
Place,Economic Regeneration,BUREAU VAN DIJK,3059375,5500.00,Subscriptions
Place,Economic Regeneration,PRIMARY ENGINEER,3057320,1050.00,Grants
Place,Commercial Services,CSL DUALCOM LIMITED,3059255,720,Equipment
Place,Commercial Services,CSL DUALCOM LIMITED,0,540,Equipment
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3057835,655.71,Equipment
Place,Commercial Services,INDOOR OUTDOOR,0,889,Other Supplies & Services
Place,Commercial Services,INDOOR OUTDOOR,0,1063.00,Other Supplies & Services
Place,Commercial Services,INDOOR OUTDOOR,0,3696.00,Other Supplies & Services
Place,Commercial Services,INDOOR OUTDOOR,0,3410.00,Other Supplies & Services
Place,Commercial Services,INDOOR OUTDOOR,0,1825.00,Other Supplies & Services
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1234.46,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,734.62,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,547.54,Bar Provisions For Resale
Place,Commercial Services,TECTONICS UK,3056016,1687.80,Equipment
Place,Culture,ALL EVENTS SECURITY,3057521,837,Other Supplies & Services
Place,Culture,ANDREA RAPER,3051986,504,Artist Payments
Place,Culture,APRIL IN PARIS,0,10000.00,Artist Payments
Place,Culture,ARTISTIC SOLUTIONS LIMITED,0,600,Other Supplies & Services
Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,0,690,Books
Place,Culture,BACKSCRATCH CIC,3057645,1500.00,Other Supplies & Services
Place,Culture,BONNIE DAVIES,3051964,2160.00,Artist Payments
Place,Culture,BUNZL CATERING SUPPLIES,0,582.03,Cleaning Materials & Consumables
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,533.27,Cleaning Materials & Consumables
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,835.71,Cleaning Materials & Consumables
Place,Culture,CLEVELAND STUDIOS LIMITED,3057647,4904.54,Production Costs
Place,Culture,CLIVE CONWAY CELEBRITY PRODUCTIONS LTD,0,2600.00,Artist Payments
Place,Culture,CLOVER,3056075,500,Building Repairs And Maintenance
Place,Culture,CLOVER,3051299,500,Building Repairs And Maintenance
Place,Culture,CONTINENTAL SPORTS LTD,3055300,2365.00,Equipment
Place,Culture,CONTINENTAL SPORTS LTD,3055300,900,Equipment
Place,Culture,DARLINGTON DANCE FESTIVAL ASSOCIATION,0,2999.00,Ticket Sales Commission
Place,Culture,DARLINGTON RHYTHM & BLUES CLUB,0,600,Other Supplies & Services
Place,Culture,DEBBIE WAISTELL,3051276,780,Agency Staff Costs - Non Teaching
Place,Culture,DEBBIE WAISTELL,3052636,1235.00,Artist Payments
Place,Culture,DIRECTA (UK) LIMITED,3058000,524.16,Production Costs
Place,Culture,FITNESS INDUSTRY ASSOCIATION LIMITED,0,3375.00,Other Supplies & Services
Place,Culture,HOPWELLS LIMITED,0,521.03,Catering Provisions
Place,Culture,HUMMERSKNOTT ACTIVE LTD,3052992,500,Hospitality & Room Hire
Place,Culture,INSIGHT DIRECT (UK) LTD,3058908,1547.25,Ict Hardware Purchase
Place,Culture,JULIE SMITH,3051988,504,Artist Payments
Place,Culture,KEN DODD,0,14364.50,Artist Payments
Place,Culture,M T AUDIO SYSTEMS,0,1535.00,Other Supplies & Services
Place,Culture,MATT DOBISON,3051584,550,Agency Staff Costs - Non Teaching
Place,Culture,NATIONWIDE WATERSLIDE SERVICES LTD,0,1850.00,Building Repairs And Maintenance
Place,Culture,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,0,612,Other Supplies & Services
Place,Culture,NICK BROOKE LTD,0,1165.01,Artist Payments
Place,Culture,NO THIRD ENTERTAINMENTS LLP,0,5183.49,Artist Payments
Place,Culture,NORTHERN SEATING,3055618,5000.00,Equipment
Place,Culture,OFF THE KERB PRODUCTIONS,0,12920.64,Artist Payments
Place,Culture,PETER COLLUMBINE,3054086,500,Artist Payments
Place,Culture,PETRA LLOYD,3051975,1440.00,Artist Payments
Place,Culture,POOL COVER SYSTEMS UK,3058110,4490.00,Equipment
Place,Culture,PROMOACTIVE,3057602,749.5,Equipment
Place,Culture,PROSPEC LTD,3058111,658.85,Equipment
Place,Culture,PURE RECORDS,0,6366.23,Artist Payments
Place,Culture,RMS RECRUITMENT,0,947.87,Agency Staff Costs - Non Teaching
Place,Culture,RMS RECRUITMENT,0,902.02,Agency Staff Costs - Non Teaching
Place,Culture,RMS RECRUITMENT,0,912.46,Agency Staff Costs - Non Teaching
Place,Culture,ROTHERY ARTIST MANAGEMENT,0,2880.00,Other Supplies & Services
Place,Culture,RUNNING IMP INTERNATIONAL,3057872,1533.83,Equipment
Place,Culture,SCAMP THEATRE LIMITED,0,15592.30,Artist Payments
Place,Culture,SCHOTT REMOVALS TRANSPORT LTD,3057429,840,Other Supplies & Services
Place,Culture,SEABRIGHT PRODUCTIONS LTD,0,3000.00,Artist Payments
Place,Culture,SEABRIGHT PRODUCTIONS LTD,0,1694.62,Artist Payments
Place,Culture,SOFTBRICK COMPANY LTD,3056369,1349.00,Building Repairs And Maintenance
Place,Culture,STOBBS WHOLESALERS,0,525.37,Catering Provisions
Place,Culture,SUBSTANCE 2005 LTD,0,1500.00,Employee Training Course Costs
Place,Culture,TALKING SCARLET,0,6669.88,Artist Payments
Place,Culture,TARNSIDE CONSULTING,3055871,524.3,Consultancy Fees
Place,Culture,TECHNICAL SURFACES,3055735,595,Building Repairs And Maintenance
Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,3402.79,Licences
Place,Culture,THEORY BRANDING AGENCY LIMITED,0,1850.00,Marketing & Advertising
Place,Culture,WORLD ON STAGE LTD,0,2000.00,Artist Payments
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1320.00,Vehicle Hire
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3058077,616.8,Materials
Place,DLO Services,ARCHWAY PRODUCTS (UK) LTD,3055841,6940.74,Direct Charges - Contractors
Place,DLO Services,AT WAGGOTT HAULAGE,3051141,5595.00,Direct Charges - Contractors
Place,DLO Services,AT WAGGOTT HAULAGE,3051141,7271.00,Direct Charges - Contractors
Place,DLO Services,ATLAS WASHROOM SYSTEMS,3056018,922,Materials
Place,DLO Services,BROXAP  LTD,3055806,2338.00,Direct Charges - Contractors
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,612.36,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,546.75,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,512.89,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,696.61,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,648.81,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,694.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,585,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
Place,DLO Services,CROSSLING LTD,3058225,887.28,Materials
Place,DLO Services,CROSSLING LTD,3058300,867.9,Materials
Place,DLO Services,CROSSLING LTD,3057068,565.7,Materials
Place,DLO Services,CROSSLING LTD,3057436,1245.46,Materials
Place,DLO Services,CROSSLING LTD,3057679,1094.76,Materials
Place,DLO Services,CROSSLING LTD,3057408,1310.29,Materials
Place,DLO Services,CROSSLING LTD,3057555,856.36,Materials
Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,3054065,3192.35,Materials
Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,3054064,6584.44,Materials
Place,DLO Services,DEERNESS FENCING & LANDSCAPING LTD,3053187,5511.11,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3057683,687.37,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3056021,2161.65,Direct Charges - Contractors
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3055817,558,Materials
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3055225,1494.00,Materials
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3055225,1672.65,Materials
Place,DLO Services,G.SWEENEY LIMITED,3057525,2574.00,Direct Charges - Contractors
Place,DLO Services,HARFIELD COMPONENTS LTD,0,1248.70,Equipment
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052707,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052705,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052707,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059294,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3055264,544.25,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052707,1153.80,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052966,543,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052887,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3058135,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3058135,560.25,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3054246,547.25,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052966,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052966,543,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052887,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059291,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,948.68,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HILL BASTIN INTERIORS LTD,3057151,614.4,Direct Charges - Contractors
Place,DLO Services,HOWDEN JOINERY LTD (1000060392),3055637,881.48,Materials
Place,DLO Services,J S & T BROUGHAM LTD,3058466,660,Direct Charges - Contractors
Place,DLO Services,J S & T BROUGHAM LTD,3055910,800,Direct Charges - Contractors
Place,DLO Services,JACK TIGHE DECORATING LTD,3056027,2050.00,Direct Charges - Contractors
Place,DLO Services,JCB FINANCE (LEASING LTD),3050634,3371.01,Leasing Charges
Place,DLO Services,JEWSON LTD,3057685,668.88,Materials
Place,DLO Services,JEWSON LTD,3055947,683.12,Materials
Place,DLO Services,JEWSON LTD,3055947,1273.04,Materials
Place,DLO Services,JEWSON LTD,3057684,1366.05,Materials
Place,DLO Services,JEWSON LTD,3058143,1650.81,Materials
Place,DLO Services,JEWSON LTD,3058305,637.18,Materials
Place,DLO Services,JEWSON LTD,3056276,788.95,Equipment
Place,DLO Services,JEWSON LTD,3056920,652.6,Materials
Place,DLO Services,K C PLANT HIRE,3058169,525,Equipment
Place,DLO Services,LAFARGE AGGREGATES LIMITED,3059575,150255.75,Direct Charges - Contractors
Place,DLO Services,LORD HIRE CENTRES,3056667,529,Equipment
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,1336.00,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,2599.00,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,1149.00,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,1529.00,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,2881.00,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,944,Direct Charges - Contractors
Place,DLO Services,MACLEAN ELECTRICAL,3054940,5375.24,Materials
Place,DLO Services,MASTERDOR  LTD,3054780,653.48,Materials
Place,DLO Services,MASTERDOR  LTD,3055267,525.7,Materials
Place,DLO Services,MASTERDOR  LTD,3055976,526.94,Materials
Place,DLO Services,MASTERDOR  LTD,3055267,679.48,Materials
Place,DLO Services,MECHPLANT NORTH EAST LTD,3049936,2092.70,Plant Hire
Place,DLO Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3057024,3490.00,Direct Charges - Contractors
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049296,796.62,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3054564,1080.30,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3057730,1149.12,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3058168,3018.55,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3057619,504.14,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3057894,501.08,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3056835,27573.00,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049274,1329.16,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049274,759.52,Materials
Place,DLO Services,MRC ROADS LIMITED,3055823,4866.18,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3055823,1303.00,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3056786,1840.70,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3051999,751,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3055950,2657.53,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3055952,1090.80,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3054808,1041.16,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3058591,1482.54,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3058291,1293.00,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3058290,1506.81,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3058290,544,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3054808,2278.00,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3057242,526,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3058878,699,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3057242,7897.24,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,0,4866.18,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3051999,2197.08,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3051999,853,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3052000,821.2,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3055268,2413.97,Direct Charges - Contractors
