Darlington Borough Council - Analysis of Transactions Over £500,,,,,
Aug-14,,,,,
,,,,,
,,,,,
text description,text servdesc,apar_name,order_id,amount,accdesc
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052885,500.49,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052079,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052885,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052079,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,588,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3055849,595.7,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3055849,595.7,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,910.22,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3055265,525.91,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,948.68,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HCS DRAIN SERVICES,3055420,520,Direct Charges - Contractors
Place,DLO Services,HOWDEN JOINERY LTD (1000060392),3054821,968.18,Materials
Place,DLO Services,HOWDEN JOINERY LTD (1000060392),3055638,791.94,Materials
Place,DLO Services,HULLEYS,0,775.99,Catering Provisions
Place,DLO Services,HULLEYS,0,868.56,Catering Provisions
Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,0,"2,284.17",Direct Charges - Contractors
Place,DLO Services,LAMINATE PRODUCTS DIRECT LTD,3055597,"2,165.00",Materials
Place,DLO Services,LEGIONELLA CONTROL ASSOCIATION,0,698,Subscriptions
Place,DLO Services,LORD TECHNICAL LTD,3054684,581,Plant Hire
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,0,"7,614.36",Direct Charges - Contractors
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,0,"21,036.22",Direct Charges - Contractors
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,0,"3,783.36",Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,"1,584.00",Direct Charges - Contractors
Place,DLO Services,MAGNET LTD,3056279,618.06,Materials
Place,DLO Services,MAGNET LTD,3055413,510.72,Materials
Place,DLO Services,MANSE MASTERDOR  LTD,3052710,509.7,Materials
Place,DLO Services,MANSE MASTERDOR  LTD,3053665,525.7,Materials
Place,DLO Services,MANSE MASTERDOR  LTD,3053665,811,Materials
Place,DLO Services,MANSE MASTERDOR  LTD,3052343,651.96,Materials
Place,DLO Services,MGL (DEMOLITION) LTD,0,"6,267.84",Direct Charges - Contractors
Place,DLO Services,MICROCAD LTD,3055349,745,Consultancy Fees
Place,DLO Services,MICROCAD LTD,3055349,"2,655.00",Ict Software Support & Maintenance
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3055288,560,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049274,569.64,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3055822,765,Materials
Place,DLO Services,MRC ROADS LIMITED,3055812,"1,898.20",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3054807,642.28,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3053172,"3,979.29",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3053172,"1,286.00",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3054811,907.32,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3054807,"3,895.30",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3054807,"1,235.00",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,3054811,829.78,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,0,"2,660.30",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,0,"1,235.00",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,0,907.32,Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,0,"2,693.29",Direct Charges - Contractors
Place,DLO Services,MRC ROADS LIMITED,0,"1,286.00",Direct Charges - Contractors
Place,DLO Services,NORTHGATE VEHICLE HIRE LIMITED,3055430,942.29,Vehicle Hire
Place,DLO Services,NORTHGATE VEHICLE HIRE LIMITED,0,534.98,Vehicle Hire
Place,DLO Services,NORTHGATE VEHICLE HIRE LIMITED,0,552,Vehicle Hire
Place,DLO Services,NORTHGATE VEHICLE HIRE LIMITED,0,708.4,Agency Staff Costs - Non Teaching
Place,DLO Services,NORTHGATE VEHICLE HIRE LIMITED,0,501.4,Vehicle Hire
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,536.02,Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,693.08,Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,"5,142.64",Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,623.74,Direct Charges - Contractors
Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3053067,"7,870.00",Direct Charges - Contractors
Place,DLO Services,RIMICK FLOORS,0,"9,402.51",Direct Charges - Contractors
Place,DLO Services,RIMICK FLOORS,0,"5,520.15",Direct Charges - Contractors
Place,DLO Services,RMS RECRUITMENT,3042365,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3050437,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053793,615.81,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3054091,511.71,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3043061,571.17,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053194,779.1,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055355,525.54,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3048851,535.39,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053194,779.1,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055375,535.02,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055374,615.81,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053956,764.33,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053957,576.83,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3042363,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055073,539.37,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053794,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055374,615.81,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053956,764.33,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055375,535.02,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3054091,511.71,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3049855,546.29,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3042365,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3053793,732.73,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3049854,571.57,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3049855,546.29,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3054091,511.71,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3042367,615.81,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3050437,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3042365,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3043061,571.17,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3043332,535.02,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3055073,539.37,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3050437,511.34,Agency Staff Costs - Non Teaching
Place,DLO Services,RMS RECRUITMENT,3043061,571.17,Agency Staff Costs - Non Teaching
Place,DLO Services,ROSEHILL POLYMERS LIMITED,3055728,"8,410.00",Materials
Place,DLO Services,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),0,"1,060.24",Direct Charges - Contractors
Place,DLO Services,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),0,"4,120.91",Direct Charges - Contractors
Place,DLO Services,SIBCAS LTD,3050679,658.63,Equipment
Place,DLO Services,STONEGRAVE AGGREGATES LTD,3056436,"3,641.60",Waste Management
Place,DLO Services,STONEGRAVE AGGREGATES LTD,3056436,"4,886.31",Waste Management
Place,DLO Services,STONEGRAVE AGGREGATES LTD,3056436,"7,308.29",Waste Management
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,757.5,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053072,665,Waste Management
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,931.75,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,560.45,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,540,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,"1,231.75",Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,744,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,877.5,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,526.5,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,564,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,947,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,"1,231.75",Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,877.5,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,960,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,858,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,"1,231.75",Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,3053071,640,Direct Charges - Contractors
Place,DLO Services,T M WARD (DARLINGTON) LTD,0,842.85,Direct Charges - Contractors
Place,DLO Services,TARMAC LTD,3049610,558.88,Materials
Place,DLO Services,TARMAC LTD,3049610,"1,156.72",Materials
Place,DLO Services,TARMAC LTD,3049610,970.3,Materials
Place,DLO Services,TARMAC LTD,3049610,780.56,Materials
Place,DLO Services,TARMAC LTD,3055493,603.6,Materials
Place,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,3051037,"2,000.00",Direct Charges - Contractors
Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3054054,"4,189.05",Materials
Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3053229,726.3,Materials
Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3054054,890.46,Materials
Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3054054,"1,224.00",Materials
Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3054054,"1,384.65",Materials
Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3053229,627.75,Materials
Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3053229,"1,218.47",Materials
Place,DLO Services,VENN GROUP LTD,3052900,637.5,Agency Staff Costs - Non Teaching
Place,DLO Services,VENN GROUP LTD,3052854,629,Agency Staff Costs - Non Teaching
Place,DLO Services,VENN GROUP LTD,3052901,581.25,Agency Staff Costs - Non Teaching
Place,DLO Services,VENN GROUP LTD,3052901,562.5,Agency Staff Costs - Non Teaching
Place,DLO Services,VENN GROUP LTD,3055816,555,Agency Staff Costs - Non Teaching
Place,DLO Services,VENN GROUP LTD,3052854,629,Agency Staff Costs - Non Teaching
Place,DLO Services,VENN GROUP LTD,3052900,637.5,Agency Staff Costs - Non Teaching
Place,DLO Services,VENN GROUP LTD,3052901,570,Agency Staff Costs - Non Teaching
