,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Finance,CAPITA CHILDRENS SERVICES LTD,1000.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,DURHAM COUNTY COUNCIL,131400.00,PENSION INCREASE PAY
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,632.10,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,636.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1327.44,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,TECHNIFORCE LTD,624.60,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Resources Group,Finance,TECHNIFORCE LTD,651.60,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,727.79,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,9518.03,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,791.48,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1100.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1550.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,ASSOCIATION OF ELECTORAL ADMINISTRATORS,532.00,CONFERENCES & SEMINARS
INSERTED DETAIL,,Resources Group,Human resources management,ASSOCIATION OF ELECTORAL ADMINISTRATORS,532.00,CONFERENCES & SEMINARS
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1880.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1880.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,11005.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,11833.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,3036.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,4470.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,3877.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,JIGSAW @ WORK,1529.50,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8318.65,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3547.09,Repairs - Door Entry System
INSERTED DETAIL,,Resources Group,Transformation,AIR CONCERN LTD,1331.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,4085.29,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,58697.06,GAS
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,11459.90,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,ERIKS INDUSTRIAL SERVICES LTD,1459.09,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,567.11,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,50968.06,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,690.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,1933.32,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,PETERLEE FIRE COMPANY LTD,615.27,Cyclical - Fire Fighting Equipment
INSERTED DETAIL,,Resources Group,Transformation,PETERLEE FIRE COMPANY LTD,630.06,Cyclical - Fire Fighting Equipment
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1562.75,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,792.40,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,1223.08,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,WESTWOOD TIMBER & FENCING,1090.00,SECURITY SERVICES
INSERTED DETAIL,,Council Wide,Council Wide,GATESHEAD MBC,37000.00,MEMBERSHIPS
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,830.93,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,IHS (GLOBAL) LIMITED,3891.78,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,3800.00,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,STANDING STONE DRAWING OFF SUP,1097.50,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Place,Economic Regeneration,ALEXANDER MACMURRAY CATERING LTD,586.20,EVENTS & AWARDS
INSERTED DETAIL,,Place,Economic Regeneration,M T AUDIO SYSTEMS,1380.00,EVENTS & AWARDS
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Economic Regeneration,THE MOSAIC PARTNERSHIP,6196.67,CONSULTANCY FEES
INSERTED DETAIL,,Place,Commercial Services,ENERGY MAINTENANCE CO LTD,926.00,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,889.02,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,720.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,LJM ENTERTAINMENTS,609.00,Ticket Sales Paid to Others
INSERTED DETAIL,,Place,Commercial Services,PATRIOT SYSTEMS LTD,743.75,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,ULTIMATE COMMUNICATION SYSTEMS,1042.85,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),646.29,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,885.58,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ALAN FIELD ASSOCIATES,5673.48,Artist payments
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,1300.50,SECURITY SERVICES
INSERTED DETAIL,,Place,Culture,AMATEUR SWIMMING ASSOCIATION,1911.50,ITEMS FOR RESALE
INSERTED DETAIL,,Place,Culture,ARC ENTERTAINMENTS,560.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,3000.00,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTIC SOLUTIONS LIMITED,2587.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,ARTISTIC SOLUTIONS LIMITED,2100.00,Production Costs
INSERTED DETAIL,,Place,Culture,ARTS PROFESSIONAL,1378.00,RECRUITMENT ADVERTISING
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,625.00,BOOKS
INSERTED DETAIL,,Place,Culture,AV IRRIGATION LTD,1693.88,EQUIPMENT
INSERTED DETAIL,,Place,Culture,BEYOND THE BARRICADE LIMITED,6828.60,Artist payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,2700.00,Artist payments
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,1384.97,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CLEVELAND STUDIOS LIMITED,619.32,Production Costs
INSERTED DETAIL,,Place,Culture,CLYDEBUILT THEATRE LTD,630.00,Artist payments
INSERTED DETAIL,,Place,Culture,COMBINED POWER (SOUTH) LTD,2185.01,ELECTRICITY
INSERTED DETAIL,,Place,Culture,DEREK BLOCK CONCERT PROMOTIONS,8008.58,Artist payments
INSERTED DETAIL,,Place,Culture,DEREK BLOCK CONCERT PROMOTIONS,6000.00,Artist payments
INSERTED DETAIL,,Place,Culture,FIERYLIGHT 2010 LIMITED,15000.00,Artist payments
INSERTED DETAIL,,Place,Culture,GAG REFLEX LTD,1088.17,Artist payments
INSERTED DETAIL,,Place,Culture,GEMINI DATA LOGGERS (UK) LIMITED,659.95,MATERIALS
INSERTED DETAIL,,Place,Culture,GRAHAM TAYLOR,750.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Culture,IAN D MARTIN,509.00,Artist payments
INSERTED DETAIL,,Place,Culture,IAN FRICKER (THEATRE) LTD,8336.06,Artist payments
INSERTED DETAIL,,Place,Culture,JEFF DOBSON,994.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,M T AUDIO SYSTEMS,2226.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,MARK DOBINSON,1389.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,NLS SECURITY LIMITED,600.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1282.47,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2166.44,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2438.28,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1881.89,WATER CHARGES
INSERTED DETAIL,,Place,Culture,PAUL DILLON,860.00,Artist payments
INSERTED DETAIL,,Place,Culture,PEARSON DESIGN AND PRINT LTD,572.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,PRESTIGE PRODUCTIONS,4490.17,Artist payments
INSERTED DETAIL,,Place,Culture,PROSPEC LTD,517.60,EQUIPMENT
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,25000.00,Artist payments
INSERTED DETAIL,,Place,Culture,RALPH GIVENS,3371.95,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Place,Culture,SETON LTD,1340.00,Production Costs
INSERTED DETAIL,,Place,Culture,SIEMENS FINANCIAL SERVICES LTD,636.48,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,STATUS PROMOTIONS,840.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,STATUS PROMOTIONS,636.62,EQUIPMENT
INSERTED DETAIL,,Place,Culture,STATUS PROMOTIONS,677.71,EQUIPMENT
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,3486.50,Merchandise Sales Paid to Others
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,6312.78,Artist payments
INSERTED DETAIL,,Place,Culture,THE BREAD & BUTTER THEATRE COMPANY,500.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,TURTLE KEY ARTS,1290.86,Artist payments
INSERTED DETAIL,,Place,Culture,TUTTI FRUTTI PRODUCTIONS,1500.00,Artist payments
INSERTED DETAIL,,Place,Culture,WEST END THEATRE MANAGERS LTD,1914.00,TMA Theatre Tokens
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,614.40,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,754.30,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,757.32,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,763.35,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,34986.30,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1460.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,761.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,754.30,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,754.30,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1151.14,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,583.35,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,761.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,559.51,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,750.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ALU-FIX,751.78,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AQUAJET DRAIN CLEANING,2100.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ATLAS WASHROOM SYSTEMS,1260.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AUTOBAR UK  LTD,683.26,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,AYCLIFFE FABRICATIONS LTD,554.50,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,1907.65,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,639.23,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,533.32,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,28877.74,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,510.60,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,CALBARRIE LIMITED,554.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CALBARRIE LIMITED,624.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CALBARRIE LIMITED,740.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,COCA COLA ENTERPRISES LTD,503.60,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,DLO Services,Colas Ltd,20929.15,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,Colas Ltd,11961.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1653.60,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,549.90,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CORMETON ELECTRONICS LTD,585.59,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,720.03,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1134.65,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,844.24,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,910.16,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,976.78,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,544.90,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,587.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,875.29,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,926.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,838.12,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,890.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,926.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,934.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1128.75,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,881.73,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,855.37,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1076.23,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,742.83,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,881.16,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1185.32,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,887.61,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,887.58,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1186.19,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,887.58,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,887.58,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,688.40,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,5868.71,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1085.22,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,995.42,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2156.43,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2133.94,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,944.99,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,811.98,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1022.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,712.87,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,659.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,916.42,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,954.12,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,951.73,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,896.35,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1017.12,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1057.50,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,920.73,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1379.21,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,623.20,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2056.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,865.05,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,502.50,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,682.95,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,659.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,984.19,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1003.92,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,887.61,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1177.03,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1480.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1599.30,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,711.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,516.30,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,918.42,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1203.82,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1023.55,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,914.84,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2129.63,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1065.28,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2154.48,DIRECT CHARGES - MATERIALS (DLO)
