,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,841.51,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Economic Regeneration,FALCK NUTEC LTD,842.00,GRANTS
INSERTED DETAIL,,Place,Economic Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,635.61,GRANTS
INSERTED DETAIL,,Place,Commercial Services,COCA COLA ENTERPRISES LTD,613.78,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,EDEN FARM LTD,1014.26,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,EDEN FARM LTD,970.11,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,EDEN FARM LTD,518.44,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,566.56,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,1065.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,4382.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,1470.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,1316.85,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,ROLLOVER LTD,533.96,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,669.03,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,1234.81,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,747.05,CATERING PROVISIONS
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,574.95,CATERING PROVISIONS
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,659.57,Repairs - Intruder Alarms
INSERTED DETAIL,,Place,Culture,ALCHEMY FIREWORKS LIMITED,2500.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,790.50,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ALLIANCE & LEICESTER COMMERCIAL FINANCE,6467.00,LEASING CHARGES
INSERTED DETAIL,,Place,Culture,ARC ENTERTAINMENTS,520.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ARTISTIC SOLUTIONS LIMITED,650.00,Production Costs
INSERTED DETAIL,,Place,Culture,BILL KENWRIGHT LTD,37966.88,Artist payments
INSERTED DETAIL,,Place,Culture,BILL KENWRIGHT LTD,772.00,Merchandise Sales Paid to Others
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,1440.00,Artist payments
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,1389.60,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CIMSPA,548.20,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Place,Culture,COVERGOLD LTD,5050.00,Projects
INSERTED DETAIL,,Place,Culture,DIRECTA (UK) LIMITED,770.40,EQUIPMENT
INSERTED DETAIL,,Place,Culture,ELVEDEN FARMS,1103.20,EVENTS & AWARDS
INSERTED DETAIL,,Place,Culture,ENTA TICKETING SOLUTIONS,1496.69,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,ENTA TICKETING SOLUTIONS,15092.62,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,HARTLEPOOL BOROUGH COUNCIL,520.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,HAUNTING JULIA LTD,9819.16,Artist payments
INSERTED DETAIL,,Place,Culture,JAMES FLETCHER,4554.38,EQUIPMENT HIRE
INSERTED DETAIL,,Place,Culture,OPENING THE BOOK FURNITURE LTD,1140.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,PROMOACTIVE,7900.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,40000.00,Artist payments
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,40000.00,Artist payments
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,40000.00,Artist payments
INSERTED DETAIL,,Place,Culture,VIGLEN LTD,3443.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Place,Culture,WEST END THEATRE MANAGERS LTD,1315.00,TMA Theatre Tokens
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,34907.44,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,65333.16,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,690.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,1044.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,1287.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,1110.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ATLAS WASHROOM SYSTEMS,1991.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AYCLIFFE FABRICATIONS LTD,1213.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,875.51,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,545.70,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,790.45,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,834.75,CATERING PROVISIONS
INSERTED DETAIL,,Place,DLO Services,BT OPENREACH,11260.20,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,BT TELEPHONE PAYMENT CENTRE,2148.00,TELEPHONE COSTS
INSERTED DETAIL,,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,527.85,CLEANING MATERIALS & CONSUMABLES
INSERTED DETAIL,,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,2535.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,1950.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,2535.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,1560.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,1560.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,522.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,546.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,1434.00,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,2100.35,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,12057.96,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,659.94,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,858.40,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,754.77,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1238.79,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,830.67,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1128.23,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,777.47,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,529.60,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1268.15,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1174.97,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1128.23,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,914.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1147.89,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1214.78,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1032.74,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1293.37,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1083.34,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,983.70,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,981.69,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,966.42,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,529.60,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,985.44,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1020.23,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2539.37,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1280.00,OTHER CONSUMABLES
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,601.82,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1044.31,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1168.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,976.18,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,546.94,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,517.39,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,617.54,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,790.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1101.93,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1054.06,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,790.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,928.57,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,777.17,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1218.65,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,904.20,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1086.89,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1013.06,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,969.64,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,926.39,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,994.13,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,953.06,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1226.12,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1037.77,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,934.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1959.24,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1349.75,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,947.37,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1270.02,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,597.61,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,924.70,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,998.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1207.80,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1120.43,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1051.14,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1103.43,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,529.60,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1158.74,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1041.27,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,976.02,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,988.65,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,918.53,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1091.10,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1001.82,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,822.22,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1134.46,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1003.01,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1000.81,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,969.43,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,711.72,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1139.54,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1233.33,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,933.51,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,921.96,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1021.73,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,948.61,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1198.19,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1007.63,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,972.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1046.97,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,901.48,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,3335.42,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,DUNELM PROPERTY SERVICES,59558.76,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,522.09,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,572.00,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,1410.00,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,572.00,STORES PURCHASES (DLO)
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,2371.00,STORES PURCHASES (DLO)
