Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Supplier ID,Organisational Unit,Service Label,Service Code,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2016-03-01,1202755,818.10,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202756,310.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202758,821.80,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202760,456.92,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202761,2173.90,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202762,406.41,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202765,671.92,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202766,269.84,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202767,2063.74,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202768,613.51,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202769,3632.51,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202771,1736.19,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202772,4091.72,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202774,2432.62,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202775,665.96,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202777,646.14,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202779,805.11,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202781,296.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202786,567.14,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202788,349.28,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202789,470.25,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202791,636.30,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202792,545.40,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202793,992.46,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202797,1242.72,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202798,512.28,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202800,460.74,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202801,265.21,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202804,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202806,828.48,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202809,461.48,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202810,831.34,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202818,271.74,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202821,380.76,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202823,492.56,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202826,886.45,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202829,980.28,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202830,480.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202831,1495.90,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202832,272.70,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202833,1279.16,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202835,285.77,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202837,1326.43,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202839,1242.72,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202840,460.28,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202841,1178.81,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202842,340.26,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202843,1688.14,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202845,288.45,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202846,828.48,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202848,3021.36,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202849,2899.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202850,630.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202851,1124.37,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202852,363.04,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202853,275.02,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202854,716.04,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202855,414.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202857,487.77,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202860,517.80,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202861,1139.16,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202867,478.80,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202870,818.10,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202872,644.96,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202873,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202874,702.06,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202878,414.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202880,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202884,293.40,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202885,442.38,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202886,351.18,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202888,586.36,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202889,1352.78,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202891,463.50,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202899,746.28,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202900,360.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202908,367.58,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202912,1635.80,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202915,276.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202916,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202918,321.72,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202920,1041.34,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202921,355.13,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-03-01,1202922,4320.00,PEARLCATCHERS LTD,390252,HR & Organisational Development,Central Services,102,Supplies and Services,504,Contribution to Provisions,5033,Revenue,18.CONFERENCING
2016-03-01,1202923,250.00,HOWELL CUMMINGS CATERING EQUIPMENT LIMITED,386407,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-03-01,1202923,3318.75,HOWELL CUMMINGS CATERING EQUIPMENT LIMITED,386407,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-03-01,1202924,1200.00,MCKECHNIES LIMITED,326115,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,18.CONFERENCING
2016-03-01,1202924,1200.00,MCKECHNIES LIMITED,326115,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,18.CONFERENCING
2016-03-01,1202928,350.00,ARROW,388562,Business & Economic Development,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONSULTANTS FEES
2016-03-01,1202930,19.90,ZOLL MEDICAL UK LTD,387651,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,11.EQUIPMENT
2016-03-01,1202930,109.00,ZOLL MEDICAL UK LTD,387651,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,11.EQUIPMENT
2016-03-01,1202930,134.00,ZOLL MEDICAL UK LTD,387651,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,11.EQUIPMENT
2016-03-01,1202930,472.00,ZOLL MEDICAL UK LTD,387651,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,11.EQUIPMENT
2016-03-01,1202933,18.90,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,18.75,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,18.75,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,18.75,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,18.90,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,18.90,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,18.90,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,24.60,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,37.50,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,37.50,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,37.50,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,37.50,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,37.50,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,37.50,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,50.00,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202933,50.00,MOORLAND POTERY LTD,386942,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.ART & CRAFT
2016-03-01,1202935,6197.29,SWAN HUNTER (NE) LTD,386245,Business & Economic Development,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,FIRE GUARD
2016-03-01,1202937,319.00,NHC NHS FOUNDATION TRUST,317869,Law & Governance,Central Services,102,Third Party Payments,505,Health Authorities,5038,Revenue,00.PUBLIC SECTOR
2016-03-01,1202937,677.60,NHC NHS FOUNDATION TRUST,317869,Law & Governance,Central Services,102,Third Party Payments,505,Health Authorities,5038,Revenue,00.PUBLIC SECTOR
2016-03-01,1202938,500.00,NORTHGATE INFORMATION SOLUTIONS,365790,Chief Executive Office,Central Services,102,Supplies and Services,504,Communications & Computing,5028,Revenue,15.HARDWARE
2016-03-01,1202939,275.00,G HARRISONS T/A GMA MOTORS,343303,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-03-01,1202941,1770.00,METRIC GROUP LTD,001287,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,18.EQUIPMENT
2016-03-01,1202944,448.00,SUTTON MEDIA LTD,380932,"Environment, Housing & Leisure",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,16.ADVERTISING
2016-03-01,1202945,1326.00,SITE AND FIELD SERVICES LTD,283213,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-03-01,1202946,1000.00,TYNE METROPOLITAN COLLEGE,359590,HR & Organisational Development,Children's & Education Services,103,Supplies and Services,504,Catering,5024,Revenue,00.EXT SCHOOLS
2016-03-01,1202946,1000.00,TYNE METROPOLITAN COLLEGE,359590,HR & Organisational Development,Children's & Education Services,103,Supplies and Services,504,Catering,5024,Revenue,00.EXT SCHOOLS
2016-03-01,1202946,1000.00,TYNE METROPOLITAN COLLEGE,359590,HR & Organisational Development,Children's & Education Services,103,Supplies and Services,504,Catering,5024,Revenue,00.EXT SCHOOLS
2016-03-01,1202952,800.00,DRAWING & TALKING LTD,371872,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,18.CONFERENCING
2016-03-01,1202956,6775.63,NORTH TYNESIDE CARERS CENTRE,300370,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2016-03-01,1202957,22991.38,AGE UK NORTH TYNESIDE,334565,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-03-01,1202957,33831.43,AGE UK NORTH TYNESIDE,334565,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-03-01,1202959,260.00,CALM TRAINING SERVICES LTD,347275,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,18.CONFERENCING
2016-03-01,1202961,267.00,SIGNS & GRAPHICS LTD,018029,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE SIGNAGE
2016-03-01,1202962,427.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,457.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,457.50,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,457.50,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,457.50,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,457.50,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,488.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,488.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202962,610.00,NORTHUMBRIA UNIVERSITY,347400,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-03-01,1202963,528.75,COQUET TRUST,347369,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
