Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
WESSEX LIFT CO. LIMITED,2017-05-17,4167.71,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2017-05-19,2185.83,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2017-04-19,3832.51,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2017-04-19,3397.58,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2017-06-20,2100.03,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2017-06-20,3914.59,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION,2017-04-20,1450.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION,2017-04-20,500.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION,2017-04-20,500.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION,2017-04-20,950.00,Adult Services,Sub Category To Be Classified
CHRYSALIS ASSOCIATES LTD,2017-06-19,3700.00,Professional Services,Medical
CHRYSALIS ASSOCIATES LTD,2017-05-10,2825.00,Professional Services,Medical
INTEGRATE FAMILIES,2017-06-05,600.00,Children and Young People,Looked After Children - Fostering & Adoption
INTEGRATE FAMILIES,2017-05-04,1262.50,Children and Young People,Looked After Children - Fostering & Adoption
INTEGRATE FAMILIES,2017-04-24,1017.50,Children and Young People,Looked After Children - Fostering & Adoption
INTEGRATE FAMILIES,2017-04-25,600.00,Children and Young People,Looked After Children - Fostering & Adoption
PAC UK LTD,2017-04-19,1123.10,Business Services,Training
PAC UK LTD,2017-04-20,1105.77,Business Services,Training
PLAY THERAPY CENTRAL,2017-06-05,525.00,Children and Young People,Looked After Children - Fostering & Adoption
REFLECTIVE MINDS LTD,2017-06-19,831.00,Professional Services,Medical
REFLECTIVE MINDS LTD,2017-04-20,2054.00,Professional Services,Medical
TAVISTOCK AND PORTMAN NHS FT,2017-04-20,4633.00,Public Health,Health Authorities and Hospitals
THE CHILD PSYCHOLOGY SERVICE,2017-04-05,1323.20,Professional Services,Medical
THE CHILD PSYCHOLOGY SERVICE,2017-06-19,1170.65,Professional Services,Medical
THE CHILD PSYCHOLOGY SERVICE,2017-05-04,953.85,Professional Services,Medical
ACTION FOR BLIND PEOPLE,2017-04-04,15036.50,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2017-06-19,6290.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2017-06-19,6245.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2017-05-11,6290.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2017-05-11,6245.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2017-04-18,6290.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2017-04-18,6244.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2017-04-18,8860.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2017-06-19,8860.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2017-05-11,8860.00,Adult Services,Sub Category To Be Classified
ARK HOME HEALTHCARE LTD,2017-05-12,33987.84,Adult Services,Sub Category To Be Classified
CGL,2017-06-30,59039.50,Public Health,Substance Misuse
COMMUNITY INTEGRATED CARE,2017-05-12,50164.25,Adult Services,Sub Category To Be Classified
COMMUNITY INTEGRATED CARE,2017-04-19,50164.25,Adult Services,Sub Category To Be Classified
COMMUNITY INTEGRATED CARE,2017-06-22,50164.25,Adult Services,Sub Category To Be Classified
DIAL WAKEFIELD,2017-06-19,17473.00,Adult Services,Sub Category To Be Classified
DONCASTER & BASSETLAW TEACHING FT NHS,2017-05-15,1691.66,Public Health,Health Authorities and Hospitals
DONCASTER & BASSETLAW TEACHING FT NHS,2017-06-16,1387.00,Public Health,Health Authorities and Hospitals
FAMILIES AND BABIES,2017-04-07,52492.00,Public Health,Health & Wellbeing
FAMILIES AND BABIES,2017-05-16,17500.00,Public Health,Health & Wellbeing
GASPED,2017-04-04,17499.99,Public Health,Substance Misuse
GASPED,2017-06-22,17499.99,Public Health,Substance Misuse
HEALTHWATCH WAKEFIELD,2017-05-02,18105.83,Public Health,Health & Wellbeing
HEALTHWATCH WAKEFIELD,2017-05-30,18105.83,Public Health,Health & Wellbeing
HEALTHWATCH WAKEFIELD,2017-04-27,18105.87,Public Health,Health & Wellbeing
HORTICARE,2017-05-02,4086.50,Environment,Parks and Public Spaces Contractors
HORTICARE,2017-04-04,4083.50,Environment,Parks and Public Spaces Contractors
HORTICARE,2017-05-31,4086.50,Environment,Parks and Public Spaces Contractors
LEEDS CITY COUNCIL,2017-06-09,3007.00,n/a,Sub Category Not Applicable
LEEDS CITY COUNCIL,2017-04-18,3683.00,n/a,Sub Category Not Applicable
LEEDS CITY COUNCIL,2017-04-18,3642.00,n/a,Sub Category Not Applicable
LOCALA COMMUNITY PARTNERSHIPS CIC,2017-05-23,2075.00,Public Health,Sexual Health
LOCALA COMMUNITY PARTNERSHIPS CIC,2017-05-18,775.00,Public Health,Sexual Health
LOCALA COMMUNITY PARTNERSHIPS CIC,2017-04-21,3858.00,Public Health,Sexual Health
MOVE AHEAD WAKEFELD LTD,2017-04-18,566.00,Adult Services,Sub Category To Be Classified
MOVE AHEAD WAKEFELD LTD,2017-05-11,566.00,Adult Services,Sub Category To Be Classified
MOVE AHEAD WAKEFELD LTD,2017-06-19,566.00,Adult Services,Sub Category To Be Classified
NOVA WAKEFIELD DISTRICT LIMITED,2017-05-11,35622.83,Public Health,Health & Wellbeing
NOVA WAKEFIELD DISTRICT LIMITED,2017-06-16,35622.83,Public Health,Health & Wellbeing
NOVA WAKEFIELD DISTRICT LIMITED,2017-04-24,18105.87,Public Health,Health & Wellbeing
NOVA WAKEFIELD DISTRICT LIMITED,2017-04-24,37822.83,Public Health,Health & Wellbeing
PENDERELS TRUST,2017-05-05,13093.09,Adult Services,Sub Category To Be Classified
PENDERELS TRUST,2017-06-23,13093.09,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2017-05-31,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2017-04-04,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2017-05-02,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT LIVE AT HOME SCHEME,2017-04-18,1359.00,Adult Services,Sub Category To Be Classified
PONTEFRACT LIVE AT HOME SCHEME,2017-05-11,1359.00,Adult Services,Sub Category To Be Classified
PONTEFRACT LIVE AT HOME SCHEME,2017-06-19,1359.00,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2017-05-12,28000.00,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2017-05-12,50112.50,Adult Services,Sub Category To Be Classified
SEVACARE (UK) LTD,2017-06-09,42130.61,Adult Services,Sub Category To Be Classified
SEVACARE (UK) LTD,2017-04-24,42912.05,Adult Services,Sub Category To Be Classified
SEVACARE (UK) LTD,2017-05-19,41880.31,Adult Services,Sub Category To Be Classified
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2017-04-11,5371.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2017-04-24,71666.63,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2017-04-07,3305.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2017-05-11,71666.67,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2017-06-16,71666.67,Public Health,Health Authorities and Hospitals
SPECTRUM COMMUNITY HEALTH CIC,2017-05-11,7820.91,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-06-22,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-05-23,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-06-16,7820.91,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-04-27,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-04-10,2966.00,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-04-24,7820.91,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-04-24,1586.00,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2017-04-24,207176.60,Public Health,Sexual Health
ST ANNES COMMUNITY SERVICES,2017-06-09,15497.83,Adult Services,Sub Category To Be Classified
ST ANNES COMMUNITY SERVICES,2017-06-09,15497.83,Adult Services,Sub Category To Be Classified
ST CATHERINES CHURCH AND CENTRE,2017-05-25,9190.00,Adult Services,Sub Category To Be Classified
ST CATHERINES CHURCH AND CENTRE,2017-04-04,9190.00,Adult Services,Sub Category To Be Classified
ST CATHERINES CHURCH AND CENTRE,2017-04-26,9190.00,Adult Services,Sub Category To Be Classified
ST CATHERINES CHURCH AND CENTRE,2017-06-27,9190.00,Adult Services,Sub Category To Be Classified
ST HELENS & KNOWSLEY NHS TRUST,2017-05-23,805.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-04-12,1024.88,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-04-12,4853.13,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-04-24,27329.65,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-04-24,683.25,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-04-24,17837.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-06-16,27329.67,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-06-16,683.24,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-06-16,17837.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-05-11,17837.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-05-11,27329.67,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2017-05-11,683.24,Public Health,Health Authorities and Hospitals
TOGETHER HOUSING ASSOCIATION,2017-05-11,10416.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION,2017-06-19,10416.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION,2017-04-18,10416.00,Adult Services,Sub Category To Be Classified
TURNING POINT SERVICES LTD,2017-05-22,335612.25,Public Health,Substance Misuse
TURNING POINT SERVICES LTD,2017-04-04,337278.94,Public Health,Substance Misuse
TURNING POINT SERVICES LTD,2017-05-03,335612.28,Public Health,Substance Misuse
TURNING POINT SERVICES LTD,2017-06-21,335612.28,Public Health,Substance Misuse
VOICEABILITY,2017-04-19,23933.00,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2017-04-26,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2017-06-27,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2017-04-04,30271.85,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2017-05-25,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2017-04-18,6271.00,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2017-05-11,6240.00,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2017-06-19,6240.00,Adult Services,Sub Category To Be Classified
WELL WOMEN CENTRE,2017-05-12,5592.50,Adult Services,Sub Category To Be Classified
WELL WOMEN CENTRE,2017-04-19,5592.50,Adult Services,Sub Category To Be Classified
WELL WOMEN CENTRE,2017-06-22,5592.50,Adult Services,Sub Category To Be Classified
WEST WAKEFIELD HEALTH AND WELLBEING LTD,2017-06-28,12500.00,Public Health,Health & Wellbeing
WEST WAKEFIELD HEALTH AND WELLBEING LTD,2017-05-10,12500.00,Public Health,Health & Wellbeing
WEST WAKEFIELD HEALTH AND WELLBEING LTD,2017-05-10,12500.00,Public Health,Health & Wellbeing
WEST WAKEFIELD HEALTH AND WELLBEING LTD,2017-05-10,12500.00,Public Health,Health & Wellbeing
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2017-05-18,1052.00,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2017-06-16,919.89,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2017-04-11,1110.00,Public Health,Health Authorities and Hospitals
YORKSHIRE MESMAC,2017-04-26,39203.25,Public Health,Sexual Health
COMMUNICORP UK LIMITED,2017-05-25,2099.00,Business Services,Advertising - Radio & TV
FEATURE MEDIA,2017-04-24,5197.50,Culture & Sport,Events
FEATURE MEDIA,2017-06-12,5022.14,Culture & Sport,Events
GHOST PUBLISHING LIMITED,2017-04-24,3000.00,Business Services,Publications
JOHNSTON PUBLISHING,2017-04-24,540.72,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-04-24,715.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-05-08,877.50,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-05-08,660.88,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-06-07,780.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-06-07,570.76,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-06-07,630.84,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-05-25,812.50,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-04-06,715.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-04-06,600.80,Business Services,Advertising Services
JOHNSTON PUBLISHING,2017-06-20,682.50,Business Services,Advertising Services
MORGARD COURT LTD T/A GARDNERS,2017-04-04,2040.00,Business Services,Advertising - Outdoor
RIDINGS FM,2017-04-26,2725.00,Business Services,Advertising - Radio & TV
TMP (UK) LTD,2017-04-19,809.50,Business Services,Advertising Services
WALTON HISTORICAL,2017-05-22,2000.00,Adult Services,Sub Category To Be Classified
TOGETHER,2017-06-07,24603.15,Adult Services,Sub Category To Be Classified
TOGETHER,2017-06-01,24603.15,Adult Services,Sub Category To Be Classified
VOICEABILITY,2017-06-22,23940.00,Adult Services,Sub Category To Be Classified
VOICEABILITY,2017-05-12,23940.00,Adult Services,Sub Category To Be Classified
ACTION FOR CHILDREN,2017-06-19,825.00,Children and Young People,Looked After Children - Fostering & Adoption
ACTION FOR CHILDREN,2017-06-05,825.00,Children and Young People,Looked After Children - Fostering & Adoption
ADOPTION MATTERS,2017-06-05,5001.00,Children and Young People,Looked After Children - Fostering & Adoption
ADOPTION MATTERS,2017-06-05,2250.00,Children and Young People,Looked After Children - Fostering & Adoption
KIRKLEES METROPOLITAN COUNCIL,2017-05-05,18000.00,n/a,Sub Category Not Applicable
NEW LEAF ADOPTION,2017-05-16,18000.00,Children and Young People,Looked After Children
ASSET HEALTH SOLUTIONS,2017-05-12,1843.20,Business Services,Occupational Health
ASSET HEALTH SOLUTIONS,2017-04-07,2010.40,Business Services,Occupational Health
BADENOCH & CLARK,2017-05-02,3500.00,Business Services,Agency
BIG FISH LITTLE FISH,2017-05-09,530.37,Business Services,Agency
BIG FISH LITTLE FISH,2017-04-19,512.09,Business Services,Agency
CHEVIOT RECRUITMENT LTD,2017-04-27,564.78,Business Services,Agency
CHEVIOT RECRUITMENT LTD,2017-04-27,525.83,Business Services,Agency
CHEVIOT RECRUITMENT LTD,2017-04-04,599.51,Business Services,Agency
CHEVIOT RECRUITMENT LTD,2017-04-04,525.83,Business Services,Agency
D & A CARTWRIGHT ASOCIATES LTD,2017-06-05,3600.00,Business Services,HR Services
D & A CARTWRIGHT ASOCIATES LTD,2017-05-10,5600.00,Business Services,HR Services
D & A CARTWRIGHT ASOCIATES LTD,2017-04-12,5600.00,Business Services,HR Services
DETAILS REDACTED,2017-06-09,900.00,Professional Services,Legal Services
DETAILS REDACTED,2017-06-09,900.00,Professional Services,Legal Services
DETAILS REDACTED,2017-04-04,1110.00,Professional Services,Legal Services
DETAILS REDACTED,2017-04-04,1110.00,Professional Services,Legal Services
DETAILS REDACTED,2017-05-26,1110.00,Professional Services,Legal Services
DETAILS REDACTED,2017-06-14,1110.00,Professional Services,Legal Services
DETAILS REDACTED,2017-05-09,1110.00,Professional Services,Legal Services
DETAILS REDACTED,2017-05-09,960.00,Professional Services,Legal Services
DETAILS REDACTED,2017-04-26,1110.00,Professional Services,Legal Services
DETAILS REDACTED,2017-04-26,1110.00,Professional Services,Legal Services
DETAILS REDACTED,2017-04-26,900.00,Professional Services,Legal Services
DETAILS REDACTED,2017-04-05,800.00,Children and Young People,SEND - Special Educational Needs
DETAILS REDACTED,2017-04-05,800.00,Children and Young People,SEND - Special Educational Needs
DETAILS REDACTED,2017-04-05,800.00,Children and Young People,SEND - Special Educational Needs
DETAILS REDACTED,2017-04-05,800.00,Children and Young People,SEND - Special Educational Needs
DETAILS REDACTED,2017-04-05,800.00,Children and Young People,SEND - Special Educational Needs
DETAILS REDACTED,2017-04-05,800.00,Children and Young People,SEND - Special Educational Needs
DETAILS REDACTED,2017-04-11,800.00,Children and Young People,SEND - Special Educational Needs
DETAILS REDACTED,2017-06-20,715.00,Adult Services,Sub Category To Be Classified
EVOLUTION PSYCHOLOGY LIMITED,2017-05-24,1400.00,Children and Young People,Education & Careers
HEWITT OCCUPATIONAL SERVICES LTD,2017-04-07,3052.50,Business Services,Occupational Health
HORWICH LTD,2017-04-05,2181.25,Business Services,Agency
HORWICH LTD,2017-04-24,2271.25,Business Services,Agency
HORWICH LTD,2017-04-24,1941.25,Business Services,Agency
HORWICH LTD,2017-06-29,1951.25,Business Services,Agency
HORWICH LTD,2017-06-29,1921.25,Business Services,Agency
HORWICH LTD,2017-04-10,1851.25,Business Services,Agency
HORWICH LTD,2017-06-08,1529.00,Business Services,Agency
HORWICH LTD,2017-06-08,1509.00,Business Services,Agency
HORWICH LTD,2017-05-30,1559.00,Business Services,Agency
HORWICH LTD,2017-05-30,1944.75,Business Services,Agency
HORWICH LTD,2017-05-30,1891.25,Business Services,Agency
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-06-05,1575.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-04-24,945.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-04-24,945.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-05-16,945.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-05-11,945.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-06-19,1890.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-05-30,945.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-05-30,945.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2017-04-05,945.00,Highways,Highways Schemes
LCB OCCUPATIONAL HEALTH SERVICES,2017-04-04,585.24,Business Services,Occupational Health
LCB OCCUPATIONAL HEALTH SERVICES,2017-04-04,584.24,Business Services,Occupational Health
LCB OCCUPATIONAL HEALTH SERVICES,2017-05-12,2044.84,Business Services,Occupational Health
LCB OCCUPATIONAL HEALTH SERVICES,2017-06-13,2025.37,Business Services,Occupational Health
MATRIX SCM LTD,2017-04-19,1021.20,Business Services,Agency
MATRIX SCM LTD,2017-06-21,519.11,Business Services,Agency
MATRIX SCM LTD,2017-06-21,1022.15,Business Services,Agency
MATRIX SCM LTD,2017-05-17,510.60,Business Services,Agency
MATRIX SCM LTD,2017-05-17,722.99,Business Services,Agency
MATRIX SCM LTD,2017-06-07,735.45,Business Services,Agency
MATRIX SCM LTD,2017-05-24,710.52,Business Services,Agency
MATRIX SCM LTD,2017-06-28,561.66,Business Services,Agency
MATRIX SCM LTD,2017-06-28,922.41,Business Services,Agency
MATRIX SCM LTD,2017-05-31,922.43,Business Services,Agency
MATRIX SCM LTD,2017-05-31,510.60,Business Services,Agency
MATRIX SCM LTD,2017-05-10,502.09,Business Services,Agency
MATRIX SCM LTD,2017-04-05,1080.77,Business Services,Agency
MATRIX SCM LTD,2017-04-05,1014.54,Business Services,Agency
MATRIX SCM LTD,2017-04-12,1259.48,Business Services,Agency
MATRIX SCM LTD,2017-04-12,638.34,Business Services,Agency
MATRIX SCM LTD,2017-06-14,510.60,Business Services,Agency
MATRIX SCM LTD,2017-06-14,822.71,Business Services,Agency
MATRIX SCM LTD,2017-06-21,649.62,Business Services,Agency
MATRIX SCM LTD,2017-06-14,649.62,Business Services,Agency
MATRIX SCM LTD,2017-06-14,649.62,Business Services,Agency
MATRIX SCM LTD,2017-05-31,649.62,Business Services,Agency
MATRIX SCM LTD,2017-06-07,918.57,Business Services,Agency
