Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-01,23126780,1,550.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-07,23090601,1,635.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-04,23108254,1,720.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-10,23113604,1,765.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-12,23113602,1,783.20,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-07,23073078,1,864.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-04,23108355,1,885.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-07,23087038,1,1030.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-08,23087029,1,1165.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-25,23096752,1,1189.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-05,23130405,1,1385.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-15,23134225,1,1935.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-07,23073079,1,1995.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-12,23090626,1,2290.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-14,23090598,1,2500.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-01,23087033,1,2505.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,2016-08-09,23097622,1,640.00,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Building Services - Plumbing,SUBCAT0118,Bathroom Equipment & Fittings,06800,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,2016-08-19,23111880,1,640.00,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Building Services - Plumbing,SUBCAT0118,Bathroom Equipment & Fittings,06800,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,2016-09-26,23135025,1,640.00,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Building Services - Plumbing,SUBCAT0118,Bathroom Equipment & Fittings,06800,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,2016-08-31,23118354,1,1040.00,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Building Services - Plumbing,SUBCAT0118,Bathroom Equipment & Fittings,06800,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,2016-09-21,23146139,1,1025.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,2016-09-22,23147094,1,1235.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,2016-09-22,23146974,1,3691.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,2016-09-22,23146980,1,5777.55,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,LIVE-LINK (CALL SYSTEMS) LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-19,23119340,1,740.00,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Security,SUBCAT0138,Intercom Systems,45560,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NETWORK COMMUNICATION SYSTEMS LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-25,23107632,1,1928.61,Nil,Adaptations,Revenue,ICT,CAT11,Telecoms (Telephone),SUBCAT1110,Telecommunication Services,76510,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-04,23100821,1,620.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-26,23129475,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-30,23129492,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-07,23132328,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-04,23100824,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-13,23136588,1,700.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-14,23092668,1,700.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-11,23109606,1,700.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-08-09,23114320,1,765.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-07-07,23076023,1,810.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-01,23129489,1,860.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-26,23149133,1,1810.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-09-15,23136188,1,535.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-08-09,23110870,1,550.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-09-27,23136120,1,550.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-09-15,23135763,1,565.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-09-29,23152293,1,625.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-07-20,23098312,1,694.75,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-08-17,23118156,1,995.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-09-13,23135616,1,1640.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,2016-07-20,23094798,1,2669.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,2016-09-21,23145647,1,1143.60,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,2016-08-09,23115853,1,2903.99,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,2016-08-09,23115854,1,3039.63,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,2016-09-19,23144733,1,3305.23,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,2016-09-19,23144025,1,3461.85,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,2016-07-21,23094359,1,3535.17,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,2016-08-09,23114506,1,1000.00,Nil,Administration Charge,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,2016-08-09,23114504,1,2000.00,Nil,Administration Charge,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2016-09-30,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,2016-08-09,23114503,1,3000.00,Nil,Administration Charge,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
