Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,N/A,N/A,Not yet available,2018-04-25,23546052,1,620,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction,SUBCAT0150,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,N/A,N/A,Not yet available,2018-04-25,23546044,1,635,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction,SUBCAT0150,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,N/A,N/A,Not yet available,2018-04-25,23546051,1,830,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction,SUBCAT0150,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,N/A,N/A,Not yet available,2018-06-14,23575812,1,830,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction,SUBCAT0150,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,C MITCHELL & SONS,Redacted,N/A,N/A,Not yet available,2018-06-26,23591172,1,650,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Roofing Services,65470,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,2018-05-14,23559882,1,774,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,2018-04-13,23534075,1,821,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,2018-05-15,23552209,1,1030,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,2018-05-24,23561657,1,1034,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,2018-05-24,23559877,1,1135,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,2018-05-23,23561653,1,2305,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,4057914,N/A,Not yet available,2018-04-25,23546094,1,570,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,4057914,N/A,Not yet available,2018-04-25,23534510,1,690,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-05-10,23544025,1,1500,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-05-10,23557271,1,1990,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-05-10,23540472,1,2365,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-05-16,23560490,1,5614,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-06-25,23590491,1,5773.6,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,CDS ASSISTIVE TECHNOLOGY LTD,Redacted,10095814,N/A,Not yet available,2018-06-12,23575411,1,840,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,Burglar & Intruder Alarm Systems,11700,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,N/A,N/A,Not yet available,2018-05-24,23557084,1,550,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,N/A,N/A,Not yet available,2018-05-14,23541021,1,600,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,N/A,N/A,Not yet available,2018-05-24,23541022,1,600,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,N/A,N/A,Not yet available,2018-05-24,23557083,1,600,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,N/A,N/A,Not yet available,2018-06-12,23576200,1,820,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,ITS DESIGNS LTD T/A ALERT-IT CARE ALARMS,Redacted,4628666,N/A,Not yet available,2018-05-10,23539950,1,558.6,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,N/A,Not yet available,2018-06-28,23591104,1,2680.59,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,N/A,Not yet available,2018-06-14,23578738,1,3241.09,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,N/A,Not yet available,2018-04-25,23545790,1,3291.97,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,N/A,Not yet available,2018-05-24,23571985,1,4639.51,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,N/A,Not yet available,2018-04-25,23545791,1,4774.56,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,CHILTERN INVADEX (UK) LTD,Redacted,4704248,N/A,Not yet available,2018-06-22,23576328,1,753.3,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,CAIR (UK) LTD,Redacted,8652937,N/A,Not yet available,2018-05-10,23545500,1,540,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Electronic Component Mnfrs & Distributors,30710,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,CAIR (UK) LTD,Redacted,8652937,N/A,Not yet available,2018-05-16,23560531,1,1260,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Electronic Component Mnfrs & Distributors,30710,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,GL PROPERTIES,Redacted,N/A,N/A,Not yet available,2018-05-14,23557385,1,1140,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Building Services,11400,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,LEGRAND ELECTRIC LIMITED T/A LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,115834,N/A,Not yet available,2018-06-25,23590450,1,1133.2,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,LEEDS CITY COUNCIL,Redacted,N/A,N/A,Not yet available,2018-05-01,23554273,1,8525.57,Nil,Adoption Support Fund Expenditure,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,J A FOULKES LTD,Redacted,5584742,N/A,Not yet available,2018-05-18,23564019,1,537.4,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,5695034,N/A,Not yet available,2018-06-25,23592263,1,1790,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,5695034,N/A,Not yet available,2018-04-19,23543853,1,1790,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-05-02,23555739,1,500,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-06-25,23592319,1,550,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-05-02,23555750,1,600,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-05-02,23555736,1,600,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-06-25,23592318,1,600,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-05-02,23555747,1,650,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-05-02,23555742,1,700,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-05-02,23555752,1,750,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,INTEGRATE FAMILIES LIMITED,Redacted,8674690,N/A,Not yet available,2018-06-25,23592264,1,750,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,REFLECTIVE MINDS LTD,Redacted,9776633,N/A,Not yet available,2018-04-09,23539118,1,915.5,Nil,Adoption Support Fund Expenditure,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Psychologists,62100,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,REFLECTIVE MINDS LTD,Redacted,9776633,N/A,Not yet available,2018-04-03,23536444,1,1399.5,Nil,Adoption Support Fund Expenditure,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Psychologists,62100,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,2018-05-17,23562040,1,908.33,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,2018-06-30,CHILDYOU,4,Children\xB4s and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,2018-04-03,23536445,1,1252,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Occupational Health,SUBCAT0217,Occupational Therapists,53385,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,LEEDS CITY COUNCIL,Redacted,N/A,N/A,Not yet available,2018-06-22,23591387,1,3455,Nil,Adult Service Contracts,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,LEEDS CITY COUNCIL,Redacted,N/A,N/A,Not yet available,2018-04-09,23539850,1,4335,Nil,Adult Service Contracts,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,P,Public Health,LEEDS CITY COUNCIL,Redacted,N/A,N/A,Not yet available,2018-04-05,23537492,1,4411,Nil,Adult Service Contracts,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,DIAL WAKEFIELD,Redacted,2617983,1003466,Not yet available,2018-06-12,23580163,1,17473,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,TOGETHER HOUSING ASSOCIATION LIMITED,Redacted,IP28687R,N/A,Not yet available,2018-06-12,23580185,1,10416,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,TOGETHER HOUSING ASSOCIATION LIMITED,Redacted,IP28687R,N/A,Not yet available,2018-04-09,23539095,1,10416,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,TOGETHER HOUSING ASSOCIATION LIMITED,Redacted,IP28687R,N/A,Not yet available,2018-05-24,23564183,1,10416,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,TOGETHER HOUSING ASSOCIATION LIMITED,Redacted,IP28687R,N/A,Not yet available,2018-06-20,23583776,1,10416,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,FOUNDATION,Redacted,1829004,515517,Not yet available,2018-06-06,23578353,1,48885.6,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,FOUNDATION,Redacted,1829004,515517,Not yet available,2018-05-09,23559336,1,48885.6,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,FOUNDATION,Redacted,1829004,515517,Not yet available,2018-04-11,23540547,1,75074.32,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,MHA PONTEFRACT LIVE AT HOME SCHEME,Redacted,4043124,1083995,Not yet available,2018-06-20,23583592,1,1359,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,MHA PONTEFRACT LIVE AT HOME SCHEME,Redacted,4043124,1083995,Not yet available,2018-04-09,23539071,1,1359,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,MHA PONTEFRACT LIVE AT HOME SCHEME,Redacted,4043124,1083995,Not yet available,2018-06-12,23580172,1,1359,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,7,Adult Social Care,MHA PONTEFRACT LIVE AT HOME SCHEME,Redacted,4043124,1083995,Not yet available,2018-05-29,23564176,1,1359,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,THE RIVERSIDE GROUP LTD,Redacted,IP030938,N/A,Not yet available,2018-06-06,23578351,1,9673.48,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,THE RIVERSIDE GROUP LTD,Redacted,IP030938,N/A,Not yet available,2018-05-09,23559334,1,9673.48,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,THE RIVERSIDE GROUP LTD,Redacted,IP030938,N/A,Not yet available,2018-06-06,23578350,0,13118.64,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,THE RIVERSIDE GROUP LTD,Redacted,IP030938,N/A,Not yet available,2018-05-09,23559333,0,13118.64,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,2018-06-30,ADULTS,6,Housing Services,THE RIVERSIDE GROUP LTD,Redacted,IP030938,N/A,Not yet available,2018-04-11,23540545,1,14855.7,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
