Wakefield Council Supplier Spend Greater Than �500 for Quarter 1st April 2016 to 30th June.,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,07/04/2016,23011823,1,1815.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,21/04/2016,23032386,1,1960.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,16/05/2016,23049184,1,2600.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,27/04/2016,23028162,1,1660.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,26/04/2016,23032751,1,750.00,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Building Services - Plumbing,SUBCAT0118,Bathroom Equipment & Fittings,06800,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,27/04/2016,23032750,1,750.00,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Building Services - Plumbing,SUBCAT0118,Bathroom Equipment & Fittings,06800,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,24/05/2016,23048305,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,18/04/2016,23030044,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,07/06/2016,23065102,1,700.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,07/06/2016,23069124,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,08/06/2016,23051981,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/04/2016,23015365,1,1250.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/04/2016,23015370,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,30/06/2016,23084973,1,700.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,27/06/2016,23069078,1,740.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,15/04/2016,23015367,1,750.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,06/06/2016,23065101,1,735.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,18/04/2016,23031795,1,625.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,27/06/2016,23053546,1,625.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,06/04/2016,23014320,1,865.25,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,18/04/2016,23031794,1,625.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,29/04/2016,23044952,1,1737.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,06/04/2016,23015167,1,650.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,SAFESPACES CORNHOLME LTD,Redacted,Not yet available,Not yet available,Not yet available,30/06/2016,23089125,1,2500.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,SAFESPACES CORNHOLME LTD,Redacted,Not yet available,Not yet available,Not yet available,30/06/2016,23089126,1,2899.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,TYNETEC LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2016,23014981,1,600.00,Nil,Adaptations,Revenue,ICT,CAT11,Systems & Software,SUBCAT1108,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,TYNETEC LTD,Redacted,Not yet available,Not yet available,Not yet available,15/06/2016,23074386,1,4598.80,Nil,Adaptations,Revenue,ICT,CAT11,Systems & Software,SUBCAT1108,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,TYNETEC LTD,Redacted,Not yet available,Not yet available,Not yet available,24/06/2016,23078105,1,1476.40,Nil,Adaptations,Revenue,ICT,CAT11,Systems & Software,SUBCAT1108,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,TYNETEC LTD,Redacted,Not yet available,Not yet available,Not yet available,21/04/2016,23027675,1,5797.13,Nil,Adaptations,Revenue,ICT,CAT11,Systems & Software,SUBCAT1108,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,TYNETEC LTD,Redacted,Not yet available,Not yet available,Not yet available,21/04/2016,23027712,1,1274.56,Nil,Adaptations,Revenue,ICT,CAT11,Systems & Software,SUBCAT1108,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,Not yet available,Not yet available,Not yet available,08/06/2016,23070099,1,1392.43,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,Not yet available,Not yet available,Not yet available,08/06/2016,23070193,1,3258.60,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,Not yet available,Not yet available,Not yet available,11/05/2016,23049901,1,778.88,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,Not yet available,Not yet available,Not yet available,11/05/2016,23049903,1,3439.34,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,Not yet available,Not yet available,Not yet available,12/04/2016,23027793,1,769.59,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,Not yet available,Not yet available,Not yet available,12/04/2016,23027788,1,3746.44,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,7,Adult Social Care,YORKSHIRE HOUSING LTD,Redacted,Not yet available,Not yet available,Not yet available,25/05/2016,23056394,1,2190.50,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,BACK CARE SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,05/04/2016,23024409,1,1201.60,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Furniture,SUBCAT0133,Office Equipment Mnfrs & Distributors,53390,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,22/04/2016,23034658,1,2200.00,Nil,Administration Charge,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,30/06/2016,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,22/04/2016,23034745,1,2000.00,Nil,Administration Charge,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,08/06/2016,23071618,1,751.55,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,15/06/2016,23075679,1,8172.00,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,14/04/2016,23030401,1,654.00,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,10/05/2016,23050113,1,918.00,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/04/2016,23030414,1,4000.00,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Occupational Health - Counselling & Advice,SUBCAT0230,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,17/05/2016,23054842,1,3000.00,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Occupational Health - Counselling & Advice,SUBCAT0230,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,17/06/2016,23074552,1,3000.00,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Occupational Health - Counselling & Advice,SUBCAT0230,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,22/04/2016,23035448,1,12000.00,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Occupational Health - Counselling & Advice,SUBCAT0230,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,INTEGRATE FAMILIES,Redacted,Not yet available,Not yet available,Not yet available,24/05/2016,23057810,1,2000.00,Nil,Adoption Support Fund Expenditure,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,30/06/2016,CHILDYOU,4,Children큦 and Education Services,INTEGRATE FAMILIES,Redacted,Not yet available,Not yet available,Not yet available,24/05/2016,23057816,1,2000.00,Nil,Adoption Support Fund Expenditure,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Social Services & Welfare Organisations,71855,Not yet available
