Newcastle City Council Invoices over £250 paid in February 2020,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ABSOLUTE QUALITY CARE,7971536,revenue,1MG50,Home Care-Spot Purchased OP,19216.77
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ABSOLUTE QUALITY CARE,7971536,revenue,1MH50,Home Care PD,5436.89
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ABSOLUTE QUALITY CARE,7971536,revenue,1MK51,Home Care LD,1358.15
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ABSOLUTE QUALITY CARE,7971500,revenue,1MK50,Supported Living LD,1650.08
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,12/02/2020,ABSOLUTE QUALITY CARE,7973030,revenue,1MK50,Supported Living LD,5995
Resources,Financial Services,Revenue Expenditure,12/02/2020,ACCESS INDEPENDENT,7973450,revenue,1CS00,Revs and Bens Staffing,700
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,19/02/2020,ACCOUNTABILITY,7978383,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/02/2020,ACORN DAIRY,7970369,revenue,1KFX2,School Meals Overhead,10506.25
Operations & Reg Services,Operations,Revenue Expenditure,25/02/2020,ACP,7977169,revenue,1KENB,Fleet Workshops OH,429.66
Operations & Reg Services,Operations,Revenue Expenditure,25/02/2020,ACP,7977170,revenue,1KESW,Fleet Internal & External Hire,3648.35
Operations & Reg Services,Operations,Revenue Expenditure,24/02/2020,ACP,7981610,revenue,1KENB,Fleet Workshops OH,440.68
Operations & Reg Services,Operations,Revenue Expenditure,10/02/2020,ACP,7968977,revenue,1KENB,Fleet Workshops OH,298.62
Resources,Business Management,Revenue Expenditure,25/02/2020,ACP,7977170,revenue,1KSCD,External Vehicle Tracking,1329.35
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,03/02/2020,ACTION FOR CHILDREN,7966613,revenue,1MC13,Post 18 Staying Put,1360
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,03/02/2020,ACTION FOR CHILDREN,7966613,revenue,1MC22,IND Sector Foster Carer Costs,6080
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,04/02/2020,ACTION FOUNDATION,7967772,revenue,1VH40,Newcastle Migrant Connection,135497
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,13/02/2020,ACTION ON HEARING LOSS,7974020,revenue,1MH50,Home Care PD,1161.6
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,13/02/2020,ACTION ON HEARING LOSS,7974021,revenue,1MH50,Home Care PD,1161.6
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/02/2020,ACTION ON HEARING LOSS,7976131,revenue,1MH50,Home Care PD,561.44
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/02/2020,ACTION ON HEARING LOSS,7976134,revenue,1MH50,Home Care PD,464.64
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,03/02/2020,ACTIVE ARK,7966636,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,03/02/2020,ACTIVE ARK,7966637,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,03/02/2020,ACTIVE ARK,7966638,revenue,1MC02,Ind Sector Placements,27820
Place,Fairer Housing Unit,Capital Expenditure,05/02/2020,ADC DISPATCH PROPERTIES,7968648,Capital,2N401,Capital General,2000
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,27/02/2020,ADC ELECTRICAL CO LTD(F),7982408,revenue,1KR8L,Wide District Heating,1460
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,18/02/2020,ADT FIRE & SECURITY,7977427,revenue,1VH22,Temporary Accommodation Prem,1045.49
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,18/02/2020,ADT FIRE & SECURITY,7976107,revenue,1VH22,Temporary Accommodation Prem,1045.49
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,21/02/2020,ADT FIRE & SECURITY,7977428,revenue,1VH22,Temporary Accommodation Prem,256
"Children, Education and Skills",Education Schools,Revenue Expenditure,19/02/2020,ADT FIRE & SECURITY,7978649,revenue,1E877,Walbottle Leisure,477.54
Resources,Financial Services,Revenue Expenditure,04/02/2020,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7967700,revenue,1FF51,Finance,4179
Resources,Financial Services,Revenue Expenditure,10/02/2020,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7967733,revenue,1FF51,Finance,264.02
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,24/02/2020,ADVANCED CLEANING & MAINTENANCE LTD,7966199,revenue,1MH50,Home Care PD,478.24
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,14/02/2020,ADVANCED CLEANING & MAINTENANCE LTD,7974544,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,915.04
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,06/02/2020,ADVANCED INDUSTRIAL SOLUTIONS,7960098,revenue,1KB06,Citybuild Training,2685
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,27/02/2020,ADVANCED WATER TECHNOLOGIES,7962832,revenue,1KR05,District Heating,1100
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,27/02/2020,ADVANCED WATER TECHNOLOGIES,7962832,revenue,1KR8L,Wide District Heating,265
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,12/02/2020,ADVANTAGE UTILTITIES LTD,7967460,revenue,1KR58,Specialist Repairs & Mntce Wks,1500
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,12/02/2020,ADVANTEX NETWORK SOLUTIONS LTD,7945328,revenue,1KVEE,Electrical Stand Alone Works,931.88
Place,Transport,Revenue Expenditure,20/02/2020,AECOM,7965958,revenue,1V091,Air Quality,180796.5
"Children, Education and Skills",Education,Revenue Expenditure,17/02/2020,AFD SOFTWARE LTD,7975564,revenue,1EA15,Newcastle City Learning Main,2000
City Futures,"Museums, Arts and Culture",Revenue Expenditure,18/02/2020,AIR TECHNIQUE,7977081,revenue,1DF71,High Bridge Studios & Gallery,525
Place,Commercial Dev & Property,Revenue Expenditure,18/02/2020,AIR TECHNIQUE,7977082,revenue,1KKX1,Civic Centre Direct Costs,1311
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,06/02/2020,AKW MEDI-CARE LTD,7959779,revenue,1KVWC,Minor Works Contracts,1104
Operations & Reg Services,Parking,Revenue Expenditure,13/02/2020,ALAN CARR DESIGN & PRINT,7959649,revenue,1V204,Car Parking Infrastructure,435.2
Operations & Reg Services,Parking,Revenue Expenditure,24/02/2020,ALAN CARR DESIGN & PRINT,7980874,revenue,1V300,Green Travel office,541
Operations & Reg Services,Parking,Revenue Expenditure,24/02/2020,ALAN CARR DESIGN & PRINT,7981677,revenue,1V300,Green Travel office,340
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALBANY HOUSE  (WHITLEY BAY),7977303,revenue,1MM20,Residential Care MH,5884.68
Place,Major Projects,Capital Expenditure,06/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7967722,Capital,2CAPI,Capital Investment,335
Public Health,Public Health,Capital Expenditure,21/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7970392,Capital,2CAPI,Capital Investment,3833
Resources,Financial Services,Revenue Expenditure,28/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7976211,revenue,1CS14,Revs & Bens Small Grants,1950
Resources,Financial Services,Revenue Expenditure,28/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7976189,revenue,1CS14,Revs & Bens Small Grants,5376
Resources,Financial Services,Revenue Expenditure,28/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7976213,revenue,1CS14,Revs & Bens Small Grants,6600
Resources,Financial Services,Revenue Expenditure,28/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7976214,revenue,1CS14,Revs & Bens Small Grants,3130
Resources,Financial Services,Revenue Expenditure,28/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7976308,revenue,1CS14,Revs & Bens Small Grants,4285
Resources,Financial Services,Revenue Expenditure,24/02/2020,ALBANYOFFICE FURNITURESOLUTIONS,7976186,revenue,1CS14,Revs & Bens Small Grants,880
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,06/02/2020,ALERE TOXICOLOGY,7969117,revenue,1MD67,S17 Children in Need,1184
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,04/02/2020,ALEXANDRA HOUSE,7967809,revenue,1MG20,Residential Care OP,4152
ASC & Integrated Services,Adult Social Care,Revenue Income,04/02/2020,ALEXANDRA HOUSE,7967809,revenue,1MG20,Residential Care OP,-1138.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALLAN COURT RESIDENTIAL HOME,7977360,revenue,1MG10,Nursing Care OP,56281.31
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALLAN COURT RESIDENTIAL HOME,7977360,revenue,1MG20,Residential Care OP,63361.14
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALLAN COURT RESIDENTIAL HOME,7977360,revenue,1MH10,Nursing Care PD,6332.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALLAN COURT RESIDENTIAL HOME,7977360,revenue,1MM10,Nursing Care MH,2503.84
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALLAN COURT RESIDENTIAL HOME,7977360,revenue,1MM20,Residential Care MH,12215.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALLAN COURT RESIDENTIAL HOME,7977379,revenue,1MG10,Nursing Care OP,331.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ALLAN COURT RESIDENTIAL HOME,7977378,revenue,1MG10,Nursing Care OP,331.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ALLAN COURT RESIDENTIAL HOME,7971692,revenue,1MH20,Residential Care PD,720
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ALLAN COURT RESIDENTIAL HOME,7971690,revenue,1MK50,Supported Living LD,360
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ALLAN COURT RESIDENTIAL HOME,7971689,revenue,1MM20,Residential Care MH,1260
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ALLAN COURT RESIDENTIAL HOME,7971691,revenue,1MM20,Residential Care MH,720
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,24/02/2020,ALLIANCE DISPOSABLES LTD,7965269,revenue,1MW03,Foodworks Enterprise,504.45
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,26/02/2020,ALLIANCE DISPOSABLES LTD,7965277,revenue,1KFR1,Kenton School Academy,258.91
Operations & Reg Services,Operations,Revenue Expenditure,24/02/2020,ALPHA RECOVERY LTD,7965071,revenue,1KESA,Maintenance Workshops,240
Operations & Reg Services,Operations,Revenue Expenditure,24/02/2020,ALPHA RECOVERY LTD,7965071,revenue,1KESB,Non Contract Repair Workshop,270
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,10/02/2020,ANN BRENNAN SAFEGUARDING CONSULTANCY,7970488,revenue,1MD68,Legal Fees Care,361.12
Operations & Reg Services,Local Services,Revenue Expenditure,21/02/2020,ANT J COX LTD,7980408,revenue,1KE23,Sandhills,1175.83
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,17/02/2020,ANVIL ELECTRICAL TRAINING LTD,7931909,revenue,1KB06,Citybuild Training,1590
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,04/02/2020,APPLEBY CARE HOME,7967817,revenue,1MG10,Nursing Care OP,2967.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,04/02/2020,APPLETON MANOR CARE HOME,7967540,revenue,1MG20,Residential Care OP,2332
ASC & Integrated Services,Adult Social Care,Revenue Income,04/02/2020,APPLETON MANOR CARE HOME,7967540,revenue,1MG20,Residential Care OP,-925.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971609,revenue,1MH50,Home Care PD,240
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971609,revenue,1MH60,Day Care PD,1158
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971611,revenue,1MK51,Home Care LD,112
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971611,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971615,revenue,1MK51,Home Care LD,180
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971615,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971616,revenue,1MK51,Home Care LD,256
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971617,revenue,1MK51,Home Care LD,180
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971617,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971618,revenue,1MK51,Home Care LD,80
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971618,revenue,1MK60,Ind Day Care LD,198.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971620,revenue,1MK55,Home Care Family/Carer LD,366.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971610,revenue,1MK60,Ind Day Care LD,316
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971612,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971613,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971614,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971619,revenue,1MK60,Ind Day Care LD,992
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARCADEA,7971621,revenue,1MK60,Ind Day Care LD,992.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,24/02/2020,ARCADEA,7981333,revenue,1MK51,Home Care LD,256
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,24/02/2020,ARCADEA,7981333,revenue,1MK60,Ind Day Care LD,440
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,24/02/2020,ARCADEA,7981334,revenue,1MK51,Home Care LD,256
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,24/02/2020,ARCADEA,7981334,revenue,1MK60,Ind Day Care LD,440
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,03/02/2020,ARNFIELD CARE LTD,7966653,revenue,1MC02,Ind Sector Placements,17411.52
Operations & Reg Services,Operations,Revenue Expenditure,07/02/2020,ARNOLD CLARK,7955846,revenue,1KESY,Spot Hires,307.02
Operations & Reg Services,Operations,Revenue Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968888,revenue,1KESW,Fleet Internal & External Hire,265.99
Operations & Reg Services,Operations,Revenue Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968839,revenue,1KESW,Fleet Internal & External Hire,260
Operations & Reg Services,Operations,Revenue Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968842,revenue,1KESW,Fleet Internal & External Hire,260
Operations & Reg Services,Operations,Revenue Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968843,revenue,1KESW,Fleet Internal & External Hire,260
Operations & Reg Services,Operations,Revenue Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968845,revenue,1KESW,Fleet Internal & External Hire,260
Operations & Reg Services,Operations,Revenue Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7969770,revenue,1KESW,Fleet Internal & External Hire,260
Operations&Regulatory Services,Operations,Capital Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968888,Capital,2KF01,Facility Services,27272.65
Operations&Regulatory Services,Operations,Capital Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968839,Capital,2KF01,Facility Services,27278.64
Operations&Regulatory Services,Operations,Capital Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968842,Capital,2KF01,Facility Services,27278.64
Operations&Regulatory Services,Operations,Capital Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968843,Capital,2KF01,Facility Services,27278.64
Operations&Regulatory Services,Operations,Capital Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7968845,Capital,2KF01,Facility Services,27278.64
Operations&Regulatory Services,Operations,Capital Expenditure,26/02/2020,ARNOLD CLARK AUTOMOBILES LTD,7969770,Capital,2KF01,Facility Services,24371.33
Operations & Reg Services,Parking,Revenue Expenditure,25/02/2020,ARRIVA NORTH EAST,7982474,revenue,1V301,Travel office Travel Passes,959
Operations & Reg Services,Parking,Revenue Expenditure,10/02/2020,ARRIVA RAIL NORTH LTD,7970333,revenue,1V301,Travel office Travel Passes,1328
Operations & Reg Services,Parking,Revenue Expenditure,10/02/2020,ARRIVA RAIL NORTH LTD,7970335,revenue,1V301,Travel office Travel Passes,940
Operations & Reg Services,Parking,Revenue Expenditure,10/02/2020,ARRIVA RAIL NORTH LTD,7970337,revenue,1V301,Travel office Travel Passes,1364
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARTEMIS DOMICILIARY CARE,7971569,revenue,1MG50,Home Care-Spot Purchased OP,16773.77
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/02/2020,ARTEMIS DOMICILIARY CARE,7971569,revenue,1MH50,Home Care PD,179.43
Resources,Legal Services,Revenue Expenditure,11/02/2020,ASCERTAIN FORENSICS,7971992,revenue,1FA51,Coroner,922.5
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ASHBY HOUSE,7977351,revenue,1MG10,Nursing Care OP,2535.64
ASC & Integrated Services,Adult Social Care,Revenue Income,18/02/2020,ASHBY HOUSE,7977351,revenue,1MG10,Nursing Care OP,-569.4
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ASHFIELD COURT,7977304,revenue,1MG20,Residential Care OP,4780.08
ASC & Integrated Services,Adult Social Care,Revenue Income,18/02/2020,ASHFIELD COURT,7977304,revenue,1MG20,Residential Care OP,-1382
"Children, Education and Skills",Education,Revenue Expenditure,21/02/2020,ASHMOLE MINICOACHES,7980643,revenue,1E212,Transport Special,1355
"Children, Education and Skills",Education,Revenue Expenditure,21/02/2020,ASHMOLE MINICOACHES,7980644,revenue,1E212,Transport Special,1355
"Children, Education and Skills",Education,Revenue Expenditure,25/02/2020,ASHMOLE MINICOACHES,7983192,revenue,1E212,Transport Special,1355
"Children, Education and Skills",Education,Revenue Expenditure,07/02/2020,ASHMOLE MINICOACHES,7969737,revenue,1E212,Transport Special,1355
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ASHTON COURT CARE HOME,7977345,revenue,1MG10,Nursing Care OP,48842.76
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ASHTON COURT CARE HOME,7977345,revenue,1MG20,Residential Care OP,53136.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ASHTON COURT CARE HOME,7977345,revenue,1MH20,Residential Care PD,2503.84
Operations & Reg Services,Community Hubs,Revenue Expenditure,17/02/2020,ASKEWS LIBRARY SERVICES LTD,7975716,revenue,1EJ13,Stock Services,356.94
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,04/02/2020,ASPECTS HOUSE,7967518,revenue,1MM20,Residential Care MH,3886.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,18/02/2020,ASPEN COURT,7977343,revenue,1MG10,Nursing Care OP,3082.24
ASC & Integrated Services,Adult Social Care,Revenue Income,18/02/2020,ASPEN COURT,7977343,revenue,1MG10,Nursing Care OP,-675.4
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,27/02/2020,ASPIRE PSYCHOLOGICAL SERVICES LTD,7974979,revenue,1MM60,Day Care MH,400
Resources,Financial Services,Revenue Expenditure,07/02/2020,ATAMIS LTD,7961930,revenue,1MR82,Commisioning And Procurement,18250
Place,Transport,Capital Expenditure,27/02/2020,ATKINS LTD,7985105,Capital,2N401,Capital General,10000
Place,Transport,Capital Expenditure,27/02/2020,ATKINS LTD,7985107,Capital,2N401,Capital General,12500
Place,Transport,Capital Expenditure,27/02/2020,ATKINS LTD,7985108,Capital,2N401,Capital General,17500
"Children, Education and Skills",Education Schools,Revenue Expenditure,24/02/2020,ATKINSON ROAD PRIMARY ACADEMY,7981381,revenue,1E201,ISB PVI Nurseries,8796.14
"Children, Education and Skills",Education Schools,Revenue Expenditure,24/02/2020,ATKINSON ROAD PRIMARY ACADEMY,7981381,revenue,1EEP5,2Yr Old Learning & Childcare,4719
"Children, Education and Skills",Education Schools,Revenue Income,04/02/2020,ATKINSON ROAD PRIMARY ACADEMY,7967610,revenue,1E20C,SEN EY Panel Inclusion Fund,1750
Place,Fairer Housing Unit,Revenue Income,18/02/2020,AUBREY CORNFOOT,7977502,revenue,1VH09,Care & Repair Newcastle,476.19
"Children, Education and Skills",Education,Revenue Expenditure,11/02/2020,AURA (NCLE) PROJECT COMPANY LTD,7959656,revenue,1E31G,BSF Phase 1,348.73
"Children, Education and Skills",Education,Revenue Expenditure,28/02/2020,AURA (NCLE) PROJECT COMPANY LTD,7969778,revenue,1E31G,BSF Phase 1,1148288.7
"Children, Education and Skills",Education,Revenue Expenditure,18/02/2020,AURA (NEWCASTLE) PROJECT COMPANY,7966880,revenue,1E31H,BSF Phase 2,1825.46
"Children, Education and Skills",Education,Revenue Expenditure,28/02/2020,AURA (NEWCASTLE) PROJECT COMPANY,7969779,revenue,1E31H,BSF Phase 2,847932.6
Children Education & Skills,Education,Capital Expenditure,14/02/2020,AURA NEWCASTLE LTD,7974617,Capital,2CAPI,Capital Investment,8000
Children Education & Skills,Education,Capital Expenditure,11/02/2020,AURA NEWCASTLE LTD,7966273,Capital,2CAPI,Capital Investment,134649.02
Children Education & Skills,Education,Capital Expenditure,25/02/2020,AURA NEWCASTLE LTD,7983724,Capital,2CAPI,Capital Investment,20000
Children Education & Skills,Education,Capital Expenditure,20/02/2020,AURA NEWCASTLE LTD,7974915,Capital,2CAPI,Capital Investment,188139.27
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,07/02/2020,AURA NEWCASTLE LTD,7969865,revenue,1KVEE,Electrical Stand Alone Works,375
Place,Comm Dev & Property Portfolio,Capital Expenditure,17/02/2020,AURA NEWCASTLE LTD,7974008,Capital,2FT14,Property Services,5300
Place,Comm Dev & Property Portfolio,Capital Expenditure,20/02/2020,AURA NEWCASTLE LTD,7979851,Capital,2FT14,Property Services,2750
Place,Commercial Dev & Property,Revenue Expenditure,04/02/2020,AURA NEWCASTLE LTD,7955337,revenue,1V607,Lab Space Building,17736.45
Place,Commercial Dev & Property,Revenue Expenditure,07/02/2020,AURA NEWCASTLE LTD,7956928,revenue,1V607,Lab Space Building,20474.74
