Newcastle City Council Invoices over £250 paid in October 2019,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
People,Adult Social Care,Revenue Expenditure,29/10/2019,ABBEYFIELD THE GROVE,7900475,revenue,1MG20,Residential Care OP,7511.52
People,Adult Social Care,Revenue Expenditure,01/10/2019,ABBEYFIELD THE GROVE,7879510,revenue,1MG20,Residential Care OP,7511.52
People,Adult Social Care,Revenue Expenditure,01/10/2019,ABBEYMOOR LIFEWAYS,7879557,revenue,1MM10,Nursing Care MH,8490.24
People,Adult Social Care,Revenue Expenditure,29/10/2019,ABBEYMOOR LIFEWAYS,7900524,revenue,1MM10,Nursing Care MH,8490.24
People,Adult Social Care,Revenue Expenditure,22/10/2019,ABSOLUTE QUALITY CARE,7895869,revenue,1MG50,Home Care-Spot Purchased OP,17962.63
People,Adult Social Care,Revenue Expenditure,22/10/2019,ABSOLUTE QUALITY CARE,7895869,revenue,1MH50,Home Care PD,5577.74
People,Adult Social Care,Revenue Expenditure,22/10/2019,ABSOLUTE QUALITY CARE,7895833,revenue,1MK50,Supported Living LD,1982.72
People,Adult Social Care,Revenue Expenditure,22/10/2019,ABSOLUTE QUALITY CARE,7895869,revenue,1MK51,Home Care LD,1243.69
People,Adult Social Care,Revenue Expenditure,22/10/2019,ABSOLUTE QUALITY CARE,7895869,revenue,1MM50,Home Care MH,129.71
Assistant Chief Executive,Communities Team,Revenue Expenditure,02/10/2019,ACCENT DISTRIBUTION SERVICES,7881299,revenue,1FW26,Wingrove,400
Place,Transport,Capital Expenditure,28/10/2019,ACCENT DISTRIBUTION SERVICES,7882947,Capital,2CAPI,Capital Investment,450
Place,Transport,Capital Expenditure,21/10/2019,ACCENT DISTRIBUTION SERVICES,7878949,Capital,2CAPI,Capital Investment,300
People,Adult Social Care,Revenue Expenditure,29/10/2019,ACCOUNTABILITY,7900888,revenue,1MH40,Direct Payments PD,2782
People,Adult Social Care,Revenue Expenditure,01/10/2019,ACCOUNTABILITY,7880161,revenue,1MH40,Direct Payments PD,2782
Corporate Budgets,Corporate Budgets,Revenue Expenditure,08/10/2019,ACCOUNTANT GENERAL SENIOR COURT,7885752,revenue,1RB03,Insurance Provision,44000
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,22/10/2019,ACORN DAIRY,7890818,revenue,1KFX2,School Meals Overhead,13069.75
People,Children's Social Care,Revenue Expenditure,21/10/2019,ACORNS FAMILY THERAPY,7894032,revenue,1MD62,Support to LAC,850
Operations & Reg Services,Operations,Revenue Expenditure,10/10/2019,ACP,7877487,revenue,1KESW,Fleet Internal & External Hire,1383.75
Operations & Reg Services,Operations,Revenue Expenditure,10/10/2019,ACP,7877486,revenue,1KENB,Fleet Workshops OH,721.07
Operations & Reg Services,Operations,Revenue Expenditure,10/10/2019,ACP,7877485,revenue,1KENB,Fleet Workshops OH,409.28
Operations&Regulatory Services,Single Point of Leadership,Capital Expenditure,28/10/2019,ACP,7898718,Capital,2CAPI,Capital Investment,455.7
Resources,Business Management (Res),Revenue Expenditure,10/10/2019,ACP,7877487,revenue,1KSCD,External Vehicle Tracking,3633.35
Resources,Business Management (Res),Revenue Expenditure,30/10/2019,ACP,7894706,revenue,1KSCD,External Vehicle Tracking,409.02
Place,Transport,Revenue Expenditure,04/10/2019,ACTAVO (UK) LTD,7844601,revenue,1KEMC,Highways,382.5
People,Children's Social Care,Revenue Expenditure,14/10/2019,ACTION FOR CHILDREN,7889694,revenue,1MC22,IND Sector Foster Carer Costs,9360
People,Children's Social Care,Revenue Expenditure,14/10/2019,ACTION FOR CHILDREN,7889694,revenue,1MC13,Post 18 Staying Put,1360
People,Inclusion Comm & Procurement,Revenue Expenditure,11/10/2019,ACTION FOR CHILDREN,7888616,revenue,1EEG3,CFH - Commission,224687.25
People,Inclusion Comm & Procurement,Revenue Expenditure,11/10/2019,ACTION FOR CHILDREN,7888960,revenue,1EEG3,CFH - Commission,87349.5
People,Inclusion Comm & Procurement,Revenue Expenditure,10/10/2019,ACTION FOUNDATION,7888127,revenue,1VH27,Temp Fund-Housing & Welfare,3928.47
People,Children's Social Care,Revenue Expenditure,14/10/2019,ACTIVE ARK,7889720,revenue,1MC02,Ind Sector Placements,37240
People,Children's Social Care,Revenue Expenditure,14/10/2019,ACTIVE ARK,7889722,revenue,1MC02,Ind Sector Placements,27820
People,Children's Social Care,Revenue Expenditure,14/10/2019,ACTIVE ARK,7889721,revenue,1MC02,Ind Sector Placements,18620
People,Children's Social Care,Revenue Expenditure,18/10/2019,AD MERCHANDISE LTD,7892698,revenue,1MC20,In-House Foster Carer Costs,1250.5
Assistant Chief Executive,Democratic Services,Revenue Expenditure,23/10/2019,ADARE LTD,7894428,revenue,1FL01,Electoral Registration Unit,3596.7
Assistant Chief Executive,Democratic Services,Revenue Expenditure,25/10/2019,ADARE LTD,7897102,revenue,1FL01,Electoral Registration Unit,2685.1
Assistant Chief Executive,Democratic Services,Revenue Expenditure,23/10/2019,ADARE LTD,7897108,revenue,1FL01,Electoral Registration Unit,2632.29
Assistant Chief Executive,Democratic Services,Revenue Expenditure,31/10/2019,ADARE LTD,7903443,revenue,1FL01,Electoral Registration Unit,1804.41
Assistant Chief Executive,Democratic Services,Revenue Expenditure,23/10/2019,ADARE LTD,7897103,revenue,1FL01,Electoral Registration Unit,570.21
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,16/10/2019,ADC ELECTRICAL CO LTD(F),7891426,revenue,1KR8L,Wide District Heating,565
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,17/10/2019,ADC ELECTRICAL CO LTD(F),7889671,revenue,1KR8L,Wide District Heating,297
Place,Commercial Dev & Property,Revenue Expenditure,09/10/2019,ADDERSTONE (205) LTD,7886931,revenue,1DY50,Misc Corporate Estates,965.22
Operations & Reg Services,Community Hubs,Revenue Expenditure,14/10/2019,ADT FIRE & SECURITY,7872384,revenue,1CC52,Outer West Library Hub,1694.62
Place,Commercial Dev & Property,Revenue Expenditure,18/10/2019,ADT FIRE & SECURITY,7860625,revenue,1DE49,i4- Quayside NEC,438.57
Place,Commercial Dev & Property,Revenue Expenditure,17/10/2019,ADT FIRE & SECURITY,7892116,revenue,1DR03,Grainger Market,297.21
Resources,Financial Services,Revenue Expenditure,25/10/2019,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7893181,revenue,1FF51,Finance,1566
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,11/10/2019,ADVANCED CLEANING & MAINTENANCE LTD,7852568,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,696.44
People,Adult Social Care,Revenue Expenditure,16/10/2019,ADVANCED CLEANING & MAINTENANCE LTD,7891594,revenue,1MM01,Assess & Care Management MH,580.56
People,Adult Social Care,Revenue Expenditure,24/10/2019,ADVANCED CLEANING & MAINTENANCE LTD,7897632,revenue,1MP01,Care Management HIV/AIDs,514.38
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,24/10/2019,ADVANTEX NETWORK SOLUTIONS LTD,7869777,revenue,1KVEE,Electrical Stand Alone Works,9039.08
People,Education,Revenue Expenditure,01/10/2019,ADVIZA PARTNERSHIP,7880409,revenue,1E836,Connexions,330
Operations & Reg Services,Operations,Revenue Expenditure,01/10/2019,AEBI SCHMIDT UK LTD,7867439,revenue,1KESA,Maintenance Workshops,702.54
Operations & Regulatory Services ,Operations,Revenue Expenditure,23/10/2019,AEBI SCHMIDT UK LTD,7879625,revenue,3KES1,Fleetmaster Stores Account,830.5
Operations & Regulatory Services ,Operations,Revenue Expenditure,09/10/2019,AEBI SCHMIDT UK LTD,7871707,revenue,3KES1,Fleetmaster Stores Account,827.46
Operations & Regulatory Services ,Operations,Revenue Expenditure,17/10/2019,AEBI SCHMIDT UK LTD,7877354,revenue,3KES1,Fleetmaster Stores Account,315.83
Place,Transport,Capital Expenditure,11/10/2019,AECOM,7888003,Capital,2CAPI,Capital Investment,1749
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,31/10/2019,AGD SYSTEMS LTD,7903384,revenue,1KB41,Citybuild Env Storemen,60
Place,Transport,Revenue Expenditure,03/10/2019,AGD SYSTEMS LTD,7879365,revenue,1KELU,Traffic Sig Durham Maintce,2850
Place,Transport,Revenue Expenditure,03/10/2019,AGD SYSTEMS LTD,7879366,revenue,1KELU,Traffic Sig Durham Maintce,2850
Place,Transport,Revenue Expenditure,04/10/2019,AGD SYSTEMS LTD,7879367,revenue,1KELU,Traffic Sig Durham Maintce,2736
Place,Transport,Revenue Expenditure,15/10/2019,AGD SYSTEMS LTD,7872666,revenue,1KELA,Traffic Sig General O/H,525
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,03/10/2019,AKW MEDI-CARE LTD,7871783,revenue,1KVWC,Minor Works Contracts,692
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,15/10/2019,AKW MEDI-CARE LTD,7879369,revenue,1KR10,Voids,529.85
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,08/10/2019,AKW MEDI-CARE LTD,7871782,revenue,1KR12,DDA,529.85
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,24/10/2019,AKW MEDI-CARE LTD,7893387,revenue,1KR12,DDA,376.09
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,18/10/2019,AKW MEDI-CARE LTD,7883045,revenue,1KR12,DDA,351.91
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,02/10/2019,AKW MEDI-CARE LTD,7868951,revenue,1KR12,DDA,351.91
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,17/10/2019,AKW MEDI-CARE LTD,7879371,revenue,1KR12,DDA,351.91
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,11/10/2019,AKW MEDI-CARE LTD,7879370,revenue,1KR12,DDA,351.91
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,03/10/2019,AKW MEDI-CARE LTD,7871780,revenue,1KR12,DDA,351.91
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,03/10/2019,AKW MEDI-CARE LTD,7871778,revenue,1KR12,DDA,314.7
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,10/10/2019,AKW MEDI-CARE LTD,7879368,revenue,1KVWC,Minor Works Contracts,297.28
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,21/10/2019,AKW MEDI-CARE LTD,7883044,revenue,1KR12,DDA,266.51
Place,Place Director,Revenue Expenditure,14/10/2019,ALAN HILLARY EVENTS LTD,7887207,revenue,1D506,Events,3705.4
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/10/2019,ALARM SUPPLIES SCOTLAND LTD,7887992,revenue,1KJ42,Security Consultancy,1599
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,02/10/2019,ALARM SUPPLIES SCOTLAND LTD,7881552,revenue,1KKU5,Civic Centre Control,302
Place,Commercial Dev & Property,Revenue Expenditure,07/10/2019,ALARM SUPPLIES SCOTLAND LTD,7884226,revenue,1KKX1,Civic Centre Direct Costs,1298.8
People,Adult Social Care,Revenue Expenditure,29/10/2019,ALBANY HOUSE  (WHITLEY BAY),7900485,revenue,1MM20,Residential Care MH,5884.68
People,Adult Social Care,Revenue Expenditure,01/10/2019,ALBANY HOUSE  (WHITLEY BAY),7879520,revenue,1MM20,Residential Care MH,5884.68
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,17/10/2019,ALBANYOFFICE FURNITURESOLUTIONS,7862841,revenue,1KVWC,Minor Works Contracts,3534
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,17/10/2019,ALBANYOFFICE FURNITURESOLUTIONS,7862844,revenue,1KVWC,Minor Works Contracts,390
Operations & Reg Services,Community Hubs,Revenue Expenditure,04/10/2019,ALBANYOFFICE FURNITURESOLUTIONS,7882595,revenue,1EJ08,Repairs & Maintenance,15455
Resources,Financial Services,Revenue Expenditure,08/10/2019,ALBANYOFFICE FURNITURESOLUTIONS,7885767,revenue,1CS14,Revs & Bens Small Grants,7960
Resources,Human Resources,Revenue Expenditure,08/10/2019,ALBANYOFFICE FURNITURESOLUTIONS,7885884,revenue,1FP70,Strategic HR,760
People,Adult Social Care,Revenue Expenditure,15/10/2019,ALEXANDRA HOUSE,7890563,revenue,1MG20,Residential Care OP,4152
People,Adult Social Care,Revenue Income,15/10/2019,ALEXANDRA HOUSE,7890563,revenue,1MG20,Residential Care OP,-1138.8
Resources,Business Management (Res),Revenue Expenditure,25/10/2019,ALIGNED ASSETS LTD,7885737,revenue,1KS02,Business Management,8270
People,Adult Social Care,Revenue Expenditure,01/10/2019,ALLAN COURT RESIDENTIAL HOME,7879572,revenue,1MG10,Nursing Care OP,80249.72
People,Adult Social Care,Revenue Expenditure,29/10/2019,ALLAN COURT RESIDENTIAL HOME,7900539,revenue,1MG20,Residential Care OP,76048.13
People,Adult Social Care,Revenue Expenditure,01/10/2019,ALLAN COURT RESIDENTIAL HOME,7879572,revenue,1MG20,Residential Care OP,51495.64
People,Adult Social Care,Revenue Expenditure,29/10/2019,ALLAN COURT RESIDENTIAL HOME,7900539,revenue,1MG10,Nursing Care OP,44127.58
People,Adult Social Care,Revenue Expenditure,01/10/2019,ALLAN COURT RESIDENTIAL HOME,7879572,revenue,1MM20,Residential Care MH,14450.93
People,Adult Social Care,Revenue Expenditure,29/10/2019,ALLAN COURT RESIDENTIAL HOME,7900539,revenue,1MM20,Residential Care MH,12215.36
People,Adult Social Care,Revenue Expenditure,01/10/2019,ALLAN COURT RESIDENTIAL HOME,7879572,revenue,1MH10,Nursing Care PD,6332.16
People,Adult Social Care,Revenue Expenditure,29/10/2019,ALLAN COURT RESIDENTIAL HOME,7900539,revenue,1MH10,Nursing Care PD,6332.16
People,Adult Social Care,Revenue Expenditure,01/10/2019,ALLAN COURT RESIDENTIAL HOME,7879572,revenue,1MM10,Nursing Care MH,2503.84
People,Adult Social Care,Revenue Expenditure,29/10/2019,ALLAN COURT RESIDENTIAL HOME,7900539,revenue,1MM10,Nursing Care MH,2503.84
People,Adult Social Care,Revenue Expenditure,22/10/2019,ALLAN COURT RESIDENTIAL HOME,7896024,revenue,1MM20,Residential Care MH,1260
People,Adult Social Care,Revenue Expenditure,22/10/2019,ALLAN COURT RESIDENTIAL HOME,7896023,revenue,1MH20,Residential Care PD,720
People,Adult Social Care,Revenue Expenditure,22/10/2019,ALLAN COURT RESIDENTIAL HOME,7896025,revenue,1MM20,Residential Care MH,720
People,Adult Social Care,Revenue Expenditure,01/10/2019,ALLAN COURT RESIDENTIAL HOME,7879582,revenue,1MG10,Nursing Care OP,662.24
People,Adult Social Care,Revenue Expenditure,29/10/2019,ALLAN COURT RESIDENTIAL HOME,7900550,revenue,1MG10,Nursing Care OP,662.24
People,Adult Social Care,Revenue Expenditure,22/10/2019,ALLAN COURT RESIDENTIAL HOME,7896022,revenue,1MK50,Supported Living LD,360
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,29/10/2019,ALLIANCE DISPOSABLES LTD,7898518,revenue,1KFWC,Welford Day Centre,429.48
People,Inclusion Comm & Procurement,Revenue Expenditure,10/10/2019,ALLIANCE DISPOSABLES LTD,7885721,revenue,1MW03,Foodworks Enterprise,472.08
Resources,Financial Services,Revenue Expenditure,15/10/2019,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,7880393,revenue,1V123,Blue Badge Applications,915.81
Resources,Financial Services,Revenue Expenditure,25/10/2019,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,7895159,revenue,1V123,Blue Badge Applications,730.26
Operations & Reg Services,Operations,Revenue Expenditure,01/10/2019,ALPHA RECOVERY LTD,7864973,revenue,1KESA,Maintenance Workshops,480
Operations & Reg Services,Operations,Revenue Expenditure,31/10/2019,ALPHA RECOVERY LTD,7885178,revenue,1KESA,Maintenance Workshops,220
Operations & Reg Services,Operations,Revenue Expenditure,31/10/2019,ALPHA RECOVERY LTD,7885178,revenue,1KESB,Non Contract Repair Workshop,100
Operations & Reg Services,Operations,Revenue Expenditure,01/10/2019,ALPHA RECOVERY LTD,7864973,revenue,1KESB,Non Contract Repair Workshop,100
Place,Transport,Revenue Expenditure,25/10/2019,AL-VAC LTD,7861191,revenue,1KEMC,Highways,310.04
People,Inclusion Comm & Procurement,Revenue Expenditure,11/10/2019,ANCHOR HANOVER GROUP,7888568,revenue,1MX51,VP Housing Support Subsidy,2216.5
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,31/10/2019,ANDTECH SYSTEMS,7885144,revenue,1KVWC,Minor Works Contracts,7913.54
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/10/2019,ANDTECH SYSTEMS,7887701,revenue,1KJ42,Security Consultancy,3205.48
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/10/2019,ANDTECH SYSTEMS,7887703,revenue,1KJ42,Security Consultancy,2260
People,Children's Social Care,Revenue Expenditure,04/10/2019,ANN BRENNAN SAFEGUARDING CONSULTANCY,7882496,revenue,1MD68,Legal Fees Care,276.25
People,Adult Social Care,Revenue Expenditure,15/10/2019,ANNE'S PET GROOMING,7887851,revenue,1MG92,Financial Safeguarding,537.5
People,Adult Social Care,Revenue Expenditure,15/10/2019,APPLEBY CARE HOME,7890571,revenue,1MG10,Nursing Care OP,2967.8
People,Adult Social Care,Revenue Expenditure,15/10/2019,APPLETON MANOR CARE HOME,7890678,revenue,1MG20,Residential Care OP,12492.86
People,Adult Social Care,Revenue Income,15/10/2019,APPLETON MANOR CARE HOME,7890678,revenue,1MG20,Residential Care OP,-4957.29
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/10/2019,APSE,7872340,revenue,1KKK1,Cleaning Direct O/H,2490
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895964,revenue,1MH60,Day Care PD,1158
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895972,revenue,1MK60,Ind Day Care LD,992.8
People,Adult Social Care,Revenue Expenditure,31/10/2019,ARCADEA,7895973,revenue,1MK60,Ind Day Care LD,992
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895969,revenue,1MK60,Ind Day Care LD,595.68
People,Adult Social Care,Revenue Expenditure,22/10/2019,ARCADEA,7895974,revenue,1MK60,Ind Day Care LD,595.68
People,Adult Social Care,Revenue Expenditure,22/10/2019,ARCADEA,7895971,revenue,1MK55,Home Care Family/Carer LD,532.56
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895975,revenue,1MK60,Ind Day Care LD,446.4
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895965,revenue,1MK60,Ind Day Care LD,397.12
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895966,revenue,1MK60,Ind Day Care LD,397.12
People,Adult Social Care,Revenue Expenditure,22/10/2019,ARCADEA,7895967,revenue,1MK60,Ind Day Care LD,397.12
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895968,revenue,1MK51,Home Care LD,256
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895964,revenue,1MH50,Home Care PD,240
People,Adult Social Care,Revenue Expenditure,22/10/2019,ARCADEA,7895970,revenue,1MK60,Ind Day Care LD,198.56
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895969,revenue,1MK51,Home Care LD,180
People,Adult Social Care,Revenue Expenditure,25/10/2019,ARCADEA,7895965,revenue,1MK51,Home Care LD,112
People,Adult Social Care,Revenue Expenditure,22/10/2019,ARCADEA,7895970,revenue,1MK51,Home Care LD,80
Place,Commercial Dev & Property,Revenue Expenditure,11/10/2019,ARGUS SOFTWARE LIMITED,7888872,revenue,1DTS1,I&D Property Services,1044.6
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,09/10/2019,ARMAH SWITCHGEAR LTD,7884433,revenue,1KVEE,Electrical Stand Alone Works,2674
People,Children's Social Care,Revenue Expenditure,14/10/2019,ARNFIELD CARE LTD,7889740,revenue,1MC02,Ind Sector Placements,17411.52
Operations & Reg Services,Operations,Revenue Expenditure,04/10/2019,ARNOLD CLARK,7867412,revenue,1KESA,Maintenance Workshops,2955.59
Operations & Reg Services,Operations,Revenue Expenditure,03/10/2019,ARNOLD CLARK,7867407,revenue,1KESA,Maintenance Workshops,605.37
Operations & Reg Services,Operations,Revenue Expenditure,09/10/2019,ARNOLD CLARK,7872303,revenue,1KESB,Non Contract Repair Workshop,469.81
Operations & Reg Services,Operations,Revenue Expenditure,23/10/2019,ARNOLD CLARK,7879605,revenue,1KESY,Spot Hires,307.02
Operations & Reg Services,Operations,Revenue Expenditure,09/10/2019,ARNOLD CLARK,7870718,revenue,1KESY,Spot Hires,307.02
Operations & Reg Services,Operations,Revenue Expenditure,07/10/2019,ARNOLD CLARK,7870716,revenue,1KESA,Maintenance Workshops,292.1
Operations & Reg Services,Operations,Revenue Expenditure,09/10/2019,ARNOLD CLARK,7872311,revenue,1KESA,Maintenance Workshops,285
Operations & Regulatory Services ,Operations,Revenue Expenditure,08/10/2019,ARNOLD CLARK,7870717,revenue,3KES1,Fleetmaster Stores Account,662.91
Operations & Regulatory Services ,Operations,Revenue Expenditure,11/10/2019,ARNOLD CLARK,7871701,revenue,3KES1,Fleetmaster Stores Account,570.94
Operations & Regulatory Services ,Operations,Revenue Expenditure,04/10/2019,ARNOLD CLARK,7867411,revenue,3KES1,Fleetmaster Stores Account,476
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/10/2019,ARNOLD CLARK,7872310,revenue,3KES1,Fleetmaster Stores Account,357.7
Operations & Reg Services,Parking,Revenue Expenditure,16/10/2019,ARRIVA NORTH EAST,7891428,revenue,1V301,Travel office Travel Passes,1020
