Newcastle City Council Invoices over £250 paid in June 2018,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Chief Executive's,Newcastle City   ,Revenue Expenditure,12-Jun-2018,ABSOLUTE QUALITY CARE,7527557,Revenue,1EEP1,Short Breaks,1394.30
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ACCOUNTABILITY,7528094,Revenue,1MH40,Direct Payments PD,2782.00
Chief Executive's,Newcastle City   ,Revenue Expenditure,29-Jun-2018,ACCOUNTING OFFICER,7541409,Revenue,1MD62,Support to LAC,1012.00
Chief Executive's,Newcastle City   ,Revenue Expenditure,21-Jun-2018,ACCOUNTING OFFICER,7536247,Revenue,1MD62,Support to LAC,1012.00
Children's Services,Invoice,Revenue Expenditure,27-Jun-2018,ACORN DAIRY,7540076,Revenue,1KFX2,School Meals Overhead,7312.95
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,26-Jun-2018,ACORN DAIRY,7521728,Revenue,1KFX2,School Meals Overhead,14082.95
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,22-Jun-2018,ACP,7510927,Revenue,1KENB,Fleet Workshops OH,662.85
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,20-Jun-2018,ACP,7519474,Revenue,1KENB,Fleet Workshops OH,306.54
Environment & Regeneration,NS: Resources              ,Capital Expenditure,12-Jun-2018,ACP,7510928,Capital,2FT14,Property Services,872.97
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,20-Jun-2018,ACP,7519475,Revenue,1KESW,Fleet SLA Costs & Income,3762.20
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,20-Jun-2018,ACP,7519475,Revenue,1KSCD,External Vehicle Tracking,1534.00
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,20-Jun-2018,ACP,7519473,Revenue,1KSCD,External Vehicle Tracking,1377.98
Environment & Regeneration,NS: Repairs & Maintenance  ,Revenue Expenditure,26-Jun-2018,ACROL AIR CONDITIONING CO LTD,7493138,Revenue,1KVEE,Electrical Stand Alone Works,547.50
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,28-Jun-2018,ACTION FOR CHILDREN,7540620,Revenue,1EEG3,CFH - Commission,302655.08
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,28-Jun-2018,ACTION FOR CHILDREN,7540847,Revenue,1MC22,IND Sector Foster Carer Costs,12640.00
Chief Executive's,CD - Electoral Reg               ,Revenue Expenditure,20-Jun-2018,ADARE LTD,7535658,Revenue,1FK03,Municipal Elections,959.17
Chief Executive's,Newcastle City   ,Revenue Expenditure,11-Jun-2018,ADELPHI HOTEL,7527112,Revenue,1MN30,Asylum Seekers Adults,1260.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Jun-2018,ADEN HOUSE,7538587,Revenue,1MG10,Nursing Care OP,2012.16
Adult and Culture,Social Services-Carefirst              ,Revenue Income,26-Jun-2018,ADEN HOUSE,7538587,Revenue,1MG10,Nursing Care OP,-1083.36
Children's Services,Int Childhood Services     ,Revenue Expenditure,08-Jun-2018,ADMIRE TAXIS,7519481,Revenue,1E212,Transport Special,1440.00
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,07-Jun-2018,ADT FIRE & SECURITY,7523840,Revenue,1EA15,Newcastle City Learning Main,1143.22
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Jun-2018,ADT FIRE & SECURITY,7525765,Revenue,1FN02,Mansion House,423.05
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Jun-2018,ADT FIRE & SECURITY,7526009,Revenue,1CC52,Denton CSC,1046.35
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Jun-2018,ADT FIRE & SECURITY,7526010,Revenue,1CC52,Denton CSC,1118.48
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Jun-2018,ADT FIRE & SECURITY,7525924,Revenue,1FRAA,Westgate,2022.33
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Jun-2018,ADT FIRE & SECURITY,7526005,Revenue,1HP01,Comm. Centres - Citywide,1009.75
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Jun-2018,ADT FIRE & SECURITY,7526006,Revenue,1HP01,Comm. Centres - Citywide,310.31
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Jun-2018,ADT FIRE & SECURITY,7526007,Revenue,1HP01,Comm. Centres - Citywide,507.78
Chief Executive's,Accountancy   ,Revenue Expenditure,11-Jun-2018,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7525013,Revenue,1FF51,Finance,120867.03
Adult and Culture,Adult Serv Admin Support   ,Revenue Expenditure,25-Jun-2018,ADVANCED CLEANING & MAINTENANCE LTD,7537936,Revenue,1MG01,Care Management OP,576.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,15-Jun-2018,ADVANCED LEGAL LTD,7532374,Revenue,1FA51,Coroner,1263.60
HRA,HRA Property Maint         ,Revenue Expenditure,29-Jun-2018,ADVANCED SMOKE GROUP LTD,7541573,Revenue,1HBR1,R&M Contract R11,1565.90
HRA,HRA Property Maint         ,Revenue Expenditure,08-Jun-2018,ADVANTAGE UTILTITIES LTD,7508885,Revenue,1HBTC,Planned Tech Maintenance,4650.00
HRA,HRA Property Maint         ,Revenue Expenditure,21-Jun-2018,ADVANTAGE UTILTITIES LTD,7518352,Revenue,1HBTC,Planned Tech Maintenance,450.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,08-Jun-2018,AEBI SCHMIDT UK LTD,7513940,Revenue,1KESA,Heavy Workshop Routine Repair,458.72
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,19-Jun-2018,AEBI SCHMIDT UK LTD,7518530,Revenue,3KES1,Fleetmaster Stores Account,686.07
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,06-Jun-2018,AEBI SCHMIDT UK LTD,7506410,Revenue,3KES1,Fleetmaster Stores Account,265.60
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,14-Jun-2018,AIR DESIGN SYSTEMS LTD,7513834,Revenue,1KVEE,Electrical Stand Alone Works,652.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,14-Jun-2018,AKW MEDI-CARE LTD,7519329,Revenue,1KVWC,Minor Works Contracts,2648.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,15-Jun-2018,AKW MEDI-CARE LTD,7519332,Revenue,1KR12,DDA,528.45
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,15-Jun-2018,AKW MEDI-CARE LTD,7519334,Revenue,1KR12,DDA,397.39
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,15-Jun-2018,AKW MEDI-CARE LTD,7519333,Revenue,1KR12,DDA,529.85
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,28-Jun-2018,AKW MEDI-CARE LTD,7525951,Revenue,1KR12,DDA,736.21
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,28-Jun-2018,AKW MEDI-CARE LTD,7525948,Revenue,1KR12,DDA,439.16
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,28-Jun-2018,AKW MEDI-CARE LTD,7525950,Revenue,1KR12,DDA,351.91
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21-Jun-2018,AKW MEDI-CARE LTD,7525953,Revenue,1KR12,DDA,376.09
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,18-Jun-2018,AKW MEDI-CARE LTD,7519331,Revenue,1KR12,DDA,267.74
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,18-Jun-2018,AKW MEDI-CARE LTD,7519330,Revenue,1KR12,DDA,397.39
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,26-Jun-2018,ALAN CARR DESIGN & PRINT,7524285,Revenue,1V204,Car Parking Infrastructure,420.00
Environment & Regeneration,E&R ERS&PP                 ,Revenue Expenditure,15-Jun-2018,ALAN HILLARY EVENTS LTD,7531720,Revenue,1D550,Executive and Events,2695.00
Environment & Regeneration,E&R ERS&PP                 ,Revenue Expenditure,15-Jun-2018,ALAN HILLARY EVENTS LTD,7531722,Revenue,1D550,Executive and Events,700.00
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,21-Jun-2018,ALARM SUPPLIES SCOTLAND LTD,7533606,Revenue,1KJ42,Security Consultancy,996.00
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,21-Jun-2018,ALARM SUPPLIES SCOTLAND LTD,7533607,Revenue,1KJ42,Security Consultancy,4890.00
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,21-Jun-2018,ALARM SUPPLIES SCOTLAND LTD,7533608,Revenue,1KJ42,Security Consultancy,1125.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALBANY HOUSE  (WHITLEY BAY),7528434,Revenue,1MM20,Residential Care MH,5461.68
Chief Executive's,CD - Economic Development        ,Capital Expenditure,28-Jun-2018,ALBANY OFFICE FURNITURE SOLUTIONS,7531669,Capital,2CAPI,Capital Investment,4495.00
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,20-Jun-2018,ALBANY OFFICE FURNITURE SOLUTIONS,7531668,Revenue,1CR01,Revs and Bens Supp&Svs,1900.00
Environment & Regeneration,Cityworks Highways         ,Revenue Expenditure,07-Jun-2018,ALBANY OFFICE FURNITURE SOLUTIONS,7513724,Revenue,1KE03,Unclassified Road Maintenance,297.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,14-Jun-2018,ALBANY OFFICE FURNITURE SOLUTIONS,7485162,Revenue,1KB00,Head of Citybuild,280.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,07-Jun-2018,ALBANY OFFICE FURNITURE SOLUTIONS,7513725,Revenue,1KB00,Head of Citybuild,507.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,14-Jun-2018,ALERE FORENSICS LTD,7524289,Revenue,1FA51,Coroner,1625.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,13-Jun-2018,ALERE FORENSICS LTD,7524288,Revenue,1FA51,Coroner,1350.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,05-Jun-2018,ALERE FORENSICS LTD,7514145,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,27-Jun-2018,ALERE FORENSICS LTD,7524290,Revenue,1FA51,Coroner,495.00
Adult and Culture,Adult Serv Admin Support   ,Revenue Expenditure,19-Jun-2018,ALERE LTD,7533204,Revenue,1MP12,MESMAC,436.44
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Jun-2018,ALEXANDRA HOUSE,7538498,Revenue,1MG20,Residential Care OP,1872.00
Adult and Culture,Social Services-Carefirst              ,Revenue Income,26-Jun-2018,ALEXANDRA HOUSE,7538498,Revenue,1MG20,Residential Care OP,-552.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7528512,Revenue,1MG10,Nursing Care OP,40461.65
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7528512,Revenue,1MG20,Residential Care OP,36952.11
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7528512,Revenue,1MM10,Nursing Care MH,2370.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7528512,Revenue,1MM20,Residential Care MH,6940.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7528511,Revenue,1MG10,Nursing Care OP,2104.31
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7528511,Revenue,1MG20,Residential Care OP,0.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7528525,Revenue,1MG10,Nursing Care OP,632.64
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522289,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522290,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522291,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522292,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522293,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522294,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522295,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522296,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522297,Revenue,1MM50,Home Care MH,315.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLAN COURT RESIDENTIAL HOME,7522298,Revenue,1MM50,Home Care MH,315.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,06-Jun-2018,ALLAWAY ACOUSTICS,7524028,Revenue,1KVEM,Mechanical Stand Alone Works,2049.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLCARE COMMUNITY CARE SERVICE,7522086,Revenue,1MG50,Home Care-Spot Purchased OP,10501.46
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ALLCARE COMMUNITY CARE SERVICE,7522086,Revenue,1MG51,Home Care-Personal OP,243.25
Children's Services,Invoice,Revenue Expenditure,21-Jun-2018,ALLIANCE DISPOSABLES LTD,7531020,Revenue,1KFR5,St Marys RC School,428.40
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,19-Jun-2018,ALLIANCE DISPOSABLES LTD,7531019,Revenue,1KFWC,Welford Day Centre,317.42
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,29-Jun-2018,ALLIANCE DISPOSABLES LTD,7527827,Revenue,1KFR1,Kenton School Academy,398.54
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,26-Jun-2018,ALLIANCE DISPOSABLES LTD,7522302,Revenue,1KFWC,Welford Day Centre,275.39
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,25-Jun-2018,ALPHABETTI THEATRE,7508869,Revenue,1EA06,Westgate ASB,2000.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,25-Jun-2018,AMENITY & HORTICULTURAL SERVICES LTD,7526831,Revenue,1KEMC,Highways,2028.60
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,28-Jun-2018,ANCHOR TRUST,7540567,Revenue,1MK50,Supported Living LD,2758.21
Adult and Culture,Library Admin              ,Revenue Expenditure,27-Jun-2018,ANGEL SPRINGS,7537307,Revenue,1EJ20,City Library Premises,873.60
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,13-Jun-2018,ANTALIS MCNAUGHTON LTD,7523806,Revenue,1CP17,Digital Printing,401.00
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,13-Jun-2018,ANTALIS MCNAUGHTON LTD,7523904,Revenue,1CP17,Digital Printing,411.00
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,06-Jun-2018,ANTALIS MCNAUGHTON LTD,7523906,Revenue,1CP17,Digital Printing,960.60
Chief Executive's,Accountancy  ,Revenue Expenditure,07-Jun-2018,AON HEWITT LIMITED,7520668,Revenue,1RB10,Pension Deficit Payments,1150.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Jun-2018,APPLEBY CARE HOME,7538510,Revenue,1MG10,Nursing Care OP,5330.44
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,08-Jun-2018,AQA EDUCATION,7513735,Revenue,1EA15,Newcastle City Learning Main,328.75
Children's Services,West Riverside S/Start           ,Revenue Expenditure,27-Jun-2018,AQUAID NORTH,7533847,Revenue,1EEG1,Community Family Hub - West,516.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARCADEA,7522137,Revenue,1MK51,Home Care LD,192.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARCADEA,7522137,Revenue,1MK60,Ind Day Care LD,360.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARCADEA,7522138,Revenue,1MK60,Ind Day Care LD,360.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARCADEA,7522139,Revenue,1MK60,Ind Day Care LD,360.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARCADEA,7522140,Revenue,1MK51,Home Care LD,80.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARCADEA,7522140,Revenue,1MK60,Ind Day Care LD,180.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,11-Jun-2018,ARCADEA,7526927,Revenue,1MK51,Home Care LD,256.00
Environment & Regeneration,NS: Admin & Finance        ,Revenue Expenditure,25-Jun-2018,ARCADIS LLP,7516930,Revenue,1DQ99,S&M Management,5451.60
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,15-Jun-2018,ARNOLD CLARK,7515793,Revenue,1KESA,Heavy Workshop Routine Repair,256.62
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,15-Jun-2018,ARNOLD CLARK,7507867,Revenue,3KES1,Fleetmaster Stores Account,543.96
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,22-Jun-2018,ARNOLD CLARK,7520542,Revenue,3KES1,Fleetmaster Stores Account,268.23
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,11-Jun-2018,ARNOLD CLARK,7512020,Revenue,3KES1,Fleetmaster Stores Account,300.53
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,01-Jun-2018,ARNOLD CLARK,7503849,Revenue,3KES1,Fleetmaster Stores Account,315.90
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,27-Jun-2018,ARRIVA NORTH EAST,7535701,Revenue,1V301,Travel office Travel Passes,1604.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,06-Jun-2018,ARRIVA RAIL NORTH LTD,7515855,Revenue,1V301,Travel office Travel Passes,888.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,06-Jun-2018,ARRIVA RAIL NORTH LTD,7515856,Revenue,1V301,Travel office Travel Passes,624.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,06-Jun-2018,ARRIVA RAIL NORTH LTD,7510720,Revenue,1V301,Travel office Travel Passes,4322.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,06-Jun-2018,ARRIVA RAIL NORTH LTD,7515854,Revenue,1V301,Travel office Travel Passes,1552.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,06-Jun-2018,ARRIVA RAIL NORTH LTD,7510722,Revenue,1V301,Travel office Travel Passes,2808.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARTEMIS DOMICILIARY CARE,7522081,Revenue,1MG50,Home Care-Spot Purchased OP,11446.22
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Jun-2018,ARTEMIS DOMICILIARY CARE,7522081,Revenue,1MG51,Home Care-Personal OP,2202.20
Chief Executive's,Newcastle City   ,Revenue Expenditure,27-Jun-2018,ASCENT ACADEMIES TRUST,7535723,Revenue,1E20A,SB Independent Schools,3353.94
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,14-Jun-2018,ASCENTI HEALTH LTD,7515167,Revenue,1V123,Blue Badge Applications,1350.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ASHFIELD COURT,7528435,Revenue,1MG20,Residential Care OP,3795.56
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12-Jun-2018,ASHFIELD COURT,7528435,Revenue,1MG20,Residential Care OP,-1434.64
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ASHTON COURT CARE HOME,7528502,Revenue,1MG10,Nursing Care OP,27296.76
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12-Jun-2018,ASHTON COURT CARE HOME,7528502,Revenue,1MG20,Residential Care OP,11302.07
