Newcastle City Council Invoices over 250 paid in February 2017
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-06,COMPASS COMPUTER CONSULTANTS LTD,7139946,Revenue,1EA15,Newcastle City Learning Main,10888.80
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-07,COMPASS COMPUTER CONSULTANTS LTD,7140651,Revenue,1EA15,Newcastle City Learning Main,10888.80
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-07,COMPASS COMPUTER CONSULTANTS LTD,7141154,Revenue,1EA15,Newcastle City Learning Main,8436.48
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-15,COTY UK LTD,7146399,Revenue,1EA06,Westgate ASB,495.24
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-06,LIBERDADE COMMUNITY DEVELOPMENT TRUST,7125561,Revenue,1EA15,Newcastle City Learning Main,550.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-21,LSECT,7151516,Revenue,1EA15,Newcastle City Learning Main,265.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-22,MILLENIUM BUSINESS SYSTEMS LTD,7153878,Revenue,1EA06,Westgate ASB,1684.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-28,NCFE,7156471,Revenue,1EA15,Newcastle City Learning Main,4149.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-17,NCFE,7149819,Revenue,1EA15,Newcastle City Learning Main,5693.50
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-24,NEWCASTLE SOCIETY FOR BLIND PEOPLE,7152419,Revenue,1EA56,Wellbeing Fund,378.45
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-24,NODA TAXIS LTD,7150045,Revenue,1EA15,Newcastle City Learning Main,379.20
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-17,NODA TAXIS LTD,7148685,Revenue,1EA15,Newcastle City Learning Main,271.80
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-10,NODA TAXIS LTD,7139220,Revenue,1EA15,Newcastle City Learning Main,263.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-10,OCN,7144036,Revenue,1EA15,Newcastle City Learning Main,1129.82
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-10,S L DATA LTD,7143143,Revenue,1EA15,Newcastle City Learning Main,1070.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-08,STATEX PRESS NORTHERN LTD,7141788,Revenue,1EA15,Newcastle City Learning Main,258.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-02-16,TRIBAL EDUCATION LIMITED,7148486,Revenue,1EA15,Newcastle City Learning Main,16368.25
Adult and Culture,AS - Westgate AE   td,Revenue Expenditure,2017-02-03,BLAKEMORE FOODSERVICE,7127432,Revenue,1EA06,Westgate ASB,257.85
Adult and Culture,AS - Westgate AE   td,Revenue Expenditure,2017-02-16,CITY TREASURER,7149427,Revenue,1EA04,Heaton ASB,374.50
Adult and Culture,AS - Westgate AE   td,Revenue Expenditure,2017-02-13,COCA COLA EUROPEAN PARTNERS GREAT BRITAI,7139893,Revenue,1EA06,Westgate ASB,388.31
Adult and Culture,AS - Westgate AE   td,Revenue Expenditure,2017-02-14,Redacted Personal Data,7147592,Revenue,1EA06,Westgate ASB,445.50
Adult and Culture,AS - Westgate AE   td,Revenue Expenditure,2017-02-10,PAYTEK ADMINISTRATION SERVICES LTD,7144041,Revenue,1EA02,Gosforth ASB,742.17
Adult and Culture,AS - Westgate AE   td,Revenue Expenditure,2017-02-16,RINGTONS LTD,7148564,Revenue,1EA06,Westgate ASB,300.98
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-02-03,BOB CROSBY AGENCIES LTD,7133123,Revenue,1VH22,Temporary Accommodation Prem,258.12
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-02-27,CHANGING LIVES,7156673,Revenue,1VH26,Housing & Welfare Rights,704.52
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-02-01,HAWDON CONTRACT SERVICES LTD,7137130,Revenue,1VH22,Temporary Accommodation Prem,430.00
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-02-22,HAWDON CONTRACT SERVICES LTD,7149714,Revenue,1VH22,Temporary Accommodation Prem,331.94
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-02-24,THE LAUNDRY CO,7155993,Revenue,1VH22,Temporary Accommodation Prem,311.30
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1CM00,IT Management & Admin,2945.78
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1CR01,Revs and Bens Supp&Svs,2109.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1DE49,i4- Quayside NEC,854.34
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1DE50,i6- Charlotte Square NEC,687.63
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1DR03,Grainger Market,37.89
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1FC40,Comms Team Costs,135.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1HP01,Comm. Centres - Citywide,51.09
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KE23,Sandhills,306.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KE27,Bereavement Services Overhead,158.32
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KF08,Gosforth Civic Hall,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KKX1,Civic Centre Direct Costs,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MC05,Slatyford Lane Childrens Unit,142.60
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MC06,Iona Place Childrens Unit,66.90
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MC41,Bedeburn Short Break Unit,37.89
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MG25,Connie Lewcock House OP,306.87
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MG26,Byker Lodge Resource Centre OP,234.67
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MM23,Recovery & Support MH,342.67
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MM30,Beech Grove MH Resource Centre,37.89
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MR52,Adults Admin Pool,110.70
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MW03,Capabilities,72.59
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1V075,Guildhall,29.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1V080,Private Developers s106,192.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KL0A,Leisure Concession Contract,114.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KL60,Parks - Premises Costs,38.40
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KKU5,Civic Centre Control,201.90
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1DF71,High Bridge Studios & Gallery,424.72
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MG01,Care Management OP,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KJ31,Security - Manned Guards,75.78
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KEWL,Leazes Lane Depot,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KEWH,Jesmond Dene Depot,188.13
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KL6M,Ouseburn Park,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KL6F,General Expenditure - East,114.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KE18,Walbottle Recycling Centre,135.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1CS14,Revs & Bens Small Grants,114.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KTDX,Architecture Building Design,522.90
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1DT15,Chillingham Rd Ind Est,39.45
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1FA53,Reg of Births Deaths & Margs,135.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1CC24,Telecoms,2631.48
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KFS1,Walker Technology College,90.47
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KKK1,Cleaning Direct O/H,18.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MX01,Welford Resource Centre LD,96.90
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1CC26,Contact Centre Management,115.81
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1EM10,Youth offending Team,383.67
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1EEK1,Community Family Hub - Central,111.75
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1E464,Shieldfield Community C C P,66.90
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1EPY1,Former Play & youth Buildings,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KELL,Traffic Sig Gateshead Recharge,720.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1EA06,Westgate ASB,37.89
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KFWC,Welford Day Centre,135.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1DY50,Misc Corporate Estates,24.13
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KFP6,Walbottle Campus,91.62
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KELT,Traffic Sig Sunderlnd Recharge,1620.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KL6D,General Expenditure - West,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KE19,Byker Recycling Centre,94.89
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1V072,Historic Environment,175.50
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MX06,Community Reablement,1162.07
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MR53,Care First,4871.32
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1EY10,Youth Management,172.89
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KELJ,Traffic Sig Newcastle Recharge,1260.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1MF02,16+ Team,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1V206,Shop Mobility,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1E217,City Learning Centre,171.90
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1E302,Parent Partnership Service,57.00
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1CC55,Benwell LIFT CSC,37.89
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KFE2,Canning Street Primary,56.81
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KFK9,West Jesmond Primary School,43.08
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KFR5,St Marys RC School,127.67
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KFR1,Kenton School Academy,104.95
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1EJ01,Administration,48.18
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1ERDC,One Bill Dump Code,1181.97
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1EA34,Skills For Life - Resources,107.40
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KSCA,Corporate Charges,415.26
Adult and Culture,Housing Payments,Revenue Expenditure,2017-02-06,MISCELLANEOUS PAYMENTS BACS,7139651,Revenue,1KHD8,Heaton Park Depot,57.00
