Newcastle City Council Invoices over 250 paid in July 2017
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-10,ACCOUNTABILITY,7264319,Revenue,1MH40,Direct Payments PD,2782.00
Environment & Regeneration,CW Services to Schools,Revenue Expenditure,2017-07-25,ACORN DAIRY,7261349,Revenue,1KFX2,School Meals Overhead,15015.90
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-07-24,ACORN HOUSE,7274176,Revenue,1MC22,IND Sector Foster Carer Costs,1000.00
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-07-24,ACORN HOUSE,7274177,Revenue,1MC22,IND Sector Foster Carer Costs,2920.00
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-07-31,ACROL AIR CONDITIONING CO LTD,7280131,Revenue,1MC41,Bedeburn Short Break Unit,1793.56
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-07-28,ACROL AIR CONDITIONING CO LTD,7222363,Revenue,1MC41,Bedeburn Short Break Unit,1793.56
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-07-06,ACTION FOR CHILDREN,7261721,Revenue,1EEG3,CFH - Commission,93124.36
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-07-24,ACTION FOR CHILDREN,7274195,Revenue,1MC22,IND Sector Foster Carer Costs,22656.00
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-07-24,ACTION FOR CHILDREN,7274194,Revenue,1MC22,IND Sector Foster Carer Costs,1991.43
Adult and Culture,Social Services,Revenue Expenditure,2017-07-05,ACTION ON HEARING LOSS,7255739,Revenue,1MK50,Supported Living LD,613.44
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-25,ACTIVE HORIZONS LTD,7275144,Revenue,1MK20,Residential Care LD,4810.00
Environment & Regeneration,Transport Development,Revenue Expenditure,2017-07-24,ADAM LAING T/A THE JOURNEY CAFE,7267138,Revenue,1V009,Empower,700.00
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-07-25,ADARE LTD,7275613,Revenue,1FK03,Municipal Elections,506.84
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-07-25,ADARE LTD,7275610,Revenue,1FL01,Electoral Registration Unit,809.44
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-07-25,ADARE LTD,7275611,Revenue,1FL01,Electoral Registration Unit,1724.80
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-07-25,ADARE LTD,7275612,Revenue,1FK03,Municipal Elections,2651.74
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-07-18,ADC ELECTRICAL CO LTD(F),7266879,Revenue,1KR8L,Wide District Heating,730.00
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-07-12,ADC ELECTRICAL CO LTD(F),7266848,Revenue,1KR8L,Wide District Heating,525.00
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-07-27,ADC ELECTRICAL CO LTD(F),7266864,Revenue,1KR8L,Wide District Heating,575.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-25,ADEN HOUSE,7275191,Revenue,1MG10,Nursing Care OP,2012.16
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-07-25,ADEN HOUSE,7275191,Revenue,1MG10,Nursing Care OP,1272.24
Adult and Culture,Adult Serv Finance,Revenue Expenditure,2017-07-06,ADMIRE TAXIS,7261507,Revenue,1E212,Transport Special,293.64
Adult and Culture,Adult Serv Finance,Revenue Expenditure,2017-07-28,ADMIRE TAXIS,7275260,Revenue,1E212,Transport Special,560.00
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-07-12,ADMIRE TAXIS,7265819,Revenue,1EA26,Course Fees,440.00
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-07-27,ADT FIRE & SECURITY,7277132,Revenue,1VH22,Temporary Accommodation Prem,313.06
HRA,HRA East End CSC,Revenue Expenditure,2017-07-11,ADVANCED CLEANING & MAINTENANCE LTD,7263681,Revenue,1HA01,R&M Gen - Citywide,796.60
HRA,HRA Kenton CSC,Revenue Expenditure,2017-07-06,ADVANCED CLEANING & MAINTENANCE LTD,7244946,Revenue,1HA01,R&M Gen - Citywide,438.00
HRA,HRA Kenton CSC,Revenue Expenditure,2017-07-31,ADVANCED CLEANING & MAINTENANCE LTD,7263680,Revenue,1HA01,R&M Gen - Citywide,512.00
HRA,HRA Outer West CSC,Revenue Expenditure,2017-07-20,ADVANCED CLEANING & MAINTENANCE LTD,7272931,Revenue,1HA01,R&M Gen - Citywide,780.00
HRA,HRA Outer West CSC,Revenue Expenditure,2017-07-24,ADVANCED CLEANING & MAINTENANCE LTD,7274158,Revenue,1HA01,R&M Gen - Citywide,1188.00
HRA,HRA Outer West CSC,Revenue Expenditure,2017-07-28,ADVANCED CLEANING & MAINTENANCE LTD,7275776,Revenue,1HA01,R&M Gen - Citywide,646.00
HRA,HRA Planning QS,Revenue Expenditure,2017-07-24,ADVANCED CLEANING & MAINTENANCE LTD,7274483,Revenue,1HA01,R&M Gen - Citywide,1695.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-06,ADVANCED LEGAL LTD,7261786,Revenue,1FA51,Coroner,1215.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-05,ADVANCED LEGAL LTD,7052815,Revenue,1FA51,Coroner,1215.00
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-07-28,ADVANCED WATER TECHNOLOGIES,7264768,Revenue,1KR8L,Wide District Heating,265.00
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-07-28,ADVANCED WATER TECHNOLOGIES,7264768,Revenue,1KR05,District Heating,1100.00
HRA,HRA Property Maint,Revenue Expenditure,2017-07-10,ADVANTAGE UTILTITIES LTD,7234551,Revenue,1HBTC,Planned Tech Maintenance,1050.00
HRA,HRA Property Maint,Revenue Expenditure,2017-07-10,ADVANTAGE UTILTITIES LTD,7237988,Revenue,1HBTC,Planned Tech Maintenance,300.00
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-07-19,AEBI SCHMIDT UK LTD,7253499,Revenue,3KES1,Fleetmaster Stores Account,496.48
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-07-04,AEBI SCHMIDT UK LTD,7242249,Revenue,3KES1,Fleetmaster Stores Account,428.80
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-07-12,AEBI SCHMIDT UK LTD,7245676,Revenue,3KES1,Fleetmaster Stores Account,894.69
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-07-07,AEBI SCHMIDT UK LTD,7245675,Revenue,3KES1,Fleetmaster Stores Account,365.95
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-07-03,AEBI SCHMIDT UK LTD,7243543,Revenue,1KESA,Heavy Workshop Routine Repair,557.97
Children's Services,Invoice,Capital Expenditure,2017-07-18,AECOM,7268269,Capital,2CAPI,Capital Investment,10466.80
Children's Services,Invoice,Capital Expenditure,2017-07-18,AECOM,7268268,Capital,2CAPI,Capital Investment,6465.00
Environment & Regeneration,E&R-Highway&Traffic Management,Revenue Expenditure,2017-07-05,AECOM,7257491,Revenue,1KE03,Unclassified Road Maintenance,4313.71
Environment & Regeneration,Transport Development,Capital Expenditure,2017-07-13,AECOM,7261540,Capital,2DP02,Devt Capital CC,4111.00
HRA,HRA Property Maint,Revenue Expenditure,2017-07-24,AEROVISION LTD,7269711,Revenue,1HFHS,HRA A&P Health & Safety,800.00
Children's Services,Invoice,Revenue Expenditure,2017-07-28,AGD SYSTEMS LTD,7251567,Revenue,1KELA,Traffic Sig General O/H,120.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-07-12,AGD SYSTEMS LTD,7261758,Revenue,1KELA,Traffic Sig General O/H,120.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-07-28,AGD SYSTEMS LTD,7276547,Revenue,1KELA,Traffic Sig General O/H,540.00
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-07-06,AGE UK NEWCASTLE,7261725,Revenue,1MG88,Age Friendly Unit,13847.96
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-04,AGE UK NEWCASTLE,7257707,Revenue,1MG50,Home Care-Spot Purchased OP,7091.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-04,AGE UK NEWCASTLE,7257707,Revenue,1MH50,Home Care PD,29027.50
Adult and Culture,Social Services,Revenue Expenditure,2017-07-18,AIREY TERRACE,7271126,Revenue,1MC06,Iona Place Childrens Unit,617.63
Adult and Culture,Social Services,Revenue Expenditure,2017-07-10,AIREY TERRACE,7264728,Revenue,1MC06,Iona Place Childrens Unit,1813.86
Adult and Culture,Social Services,Revenue Expenditure,2017-07-03,AIREY TERRACE,7256829,Revenue,1MC06,Iona Place Childrens Unit,512.15
Adult and Culture,Social Services,Revenue Expenditure,2017-07-25,AIREY TERRACE,7275607,Revenue,1MC06,Iona Place Childrens Unit,909.91
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-06,AKW MEDI-CARE LTD,7253250,Revenue,1KR12,DDA,434.74
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-06,AKW MEDI-CARE LTD,7253251,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-24,AKW MEDI-CARE LTD,7272551,Revenue,1KR12,DDA,485.74
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-05,AKW MEDI-CARE LTD,7253249,Revenue,1KR12,DDA,385.81
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-13,AKW MEDI-CARE LTD,7253255,Revenue,1KR10,Voids,306.03
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-13,AKW MEDI-CARE LTD,7253256,Revenue,1KR12,DDA,514.42
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-13,AKW MEDI-CARE LTD,7253254,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-13,AKW MEDI-CARE LTD,7253253,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-28,AKW MEDI-CARE LTD,7278856,Revenue,1KR12,DDA,385.81
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-11,AKW MEDI-CARE LTD,7253247,Revenue,1KR12,DDA,365.13
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-11,ALBANY HOUSE  (WHITLEY BAY),7265941,Revenue,1MM20,Residential Care MH,5287.68
Adult and Culture,Adult Serv Byker Lodge,Revenue Expenditure,2017-07-17,ALBANY OFFICE FURNITURE SOLUTIONS,7267771,Revenue,1MG26,Byker Lodge Resource Centre OP,546.00
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-07-18,ALBANY OFFICE FURNITURE SOLUTIONS,7254382,Revenue,1VH26,Housing Advice Centre,364.00
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-07-05,ALBANY OFFICE FURNITURE SOLUTIONS,7257805,Revenue,1VH26,Housing Advice Centre,1207.00
Adult and Culture,Library Admin,Revenue Expenditure,2017-07-18,ALBANY OFFICE FURNITURE SOLUTIONS,7254384,Revenue,1EJ08,Library Repairs & Maintenance,6778.00
Chief Executive's,CD - Economic Development,Capital Expenditure,2017-07-05,ALBANY OFFICE FURNITURE SOLUTIONS,7254381,Capital,2CAPI,Capital Investment,18150.00
Chief Executive's,CD - Revenues & Benefits,Revenue Expenditure,2017-07-04,ALBANY OFFICE FURNITURE SOLUTIONS,7258553,Revenue,1CR01,Revs and Bens Supp&Svs,910.00
Children's Services,Raising Stnds,Revenue Expenditure,2017-07-04,ALBANY OFFICE FURNITURE SOLUTIONS,7258556,Revenue,1MR52,Adults Admin Pool,398.00
Environment & Regeneration,Cityworks Highways,Revenue Expenditure,2017-07-26,ALBANY OFFICE FURNITURE SOLUTIONS,7276446,Revenue,1KEMC,Highways,1820.00
Environment & Regeneration,Cityworks Highways,Revenue Expenditure,2017-07-18,ALBANY OFFICE FURNITURE SOLUTIONS,7254383,Revenue,1KW03,Byker,546.00
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-07-31,ALBANY OFFICE FURNITURE SOLUTIONS,7279525,Revenue,1V205,Car Parking Management,364.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-26,ALERE FORENSICS LTD,7276464,Revenue,1FA51,Coroner,430.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-31,ALERE FORENSICS LTD,7279864,Revenue,1FA51,Coroner,410.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-04,ALERE FORENSICS LTD,7258572,Revenue,1FA51,Coroner,700.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-04,ALERE FORENSICS LTD,7258604,Revenue,1FA51,Coroner,1155.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-07,ALERE FORENSICS LTD,7262673,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-07-28,ALERE FORENSICS LTD,7278873,Revenue,1FA51,Coroner,410.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-25,ALEXANDRA HOUSE,7275079,Revenue,1MG20,Residential Care OP,1872.00
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-07-25,ALEXANDRA HOUSE,7275079,Revenue,1MG20,Residential Care OP,495.80
Adult and Culture,Social Services,Revenue Expenditure,2017-07-03,ALISTER PILLING SOLICITORS,7257071,Revenue,3WJ01,Service Users Funds,31222.98
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-11,ALLAN COURT RESIDENTIAL HOME,7265996,Revenue,1MG10,Nursing Care OP,37308.42
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-11,ALLAN COURT RESIDENTIAL HOME,7265996,Revenue,1MG20,Residential Care OP,13852.32
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-11,ALLAN COURT RESIDENTIAL HOME,7265996,Revenue,1MK20,Residential Care LD,6125.10
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-11,ALLAN COURT RESIDENTIAL HOME,7265996,Revenue,1MM20,Residential Care MH,8948.32
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-11,ALLAN COURT RESIDENTIAL HOME,7266008,Revenue,1MG10,Nursing Care OP,620.20
Environment & Regeneration,NS: City Transport,Revenue Expenditure,2017-07-25,ALLAN HADDOW LTD,7266880,Revenue,1KENB,Fleet Workshops OH,1680.00
Environment & Regeneration,Cityworks Parks & C/side,Revenue Expenditure,2017-07-19,ALLARB LTD,7255187,Revenue,1KL78,Parks - Schemes,590.00
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-07-03,ALPHA RECOVERY LTD,7243548,Revenue,1KESA,Heavy Workshop Routine Repair,730.00
Environment & Regeneration,E&R - Technical Consultancy,Revenue Expenditure,2017-07-18,AMCO ENGINEERING,7270225,Revenue,1KKU6,Ouseburn Barrage Maintenance,1378.19
Environment & Regeneration,CW Security Services,Revenue Expenditure,2017-07-31,ANDTECH SYSTEMS,7280128,Revenue,1KJ42,Security Consultancy,820.00
Environment & Regeneration,CW Security Services,Revenue Expenditure,2017-07-10,ANDTECH SYSTEMS,7263756,Revenue,1KJ42,Security Consultancy,350.00
Environment & Regeneration,CW Security Services,Revenue Expenditure,2017-07-10,ANDTECH SYSTEMS,7263757,Revenue,1KJ42,Security Consultancy,1260.00
Adult and Culture,Library Admin,Revenue Expenditure,2017-07-05,ANGEL SPRINGS,7260164,Revenue,1EJ20,City Library Premises,831.84
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-07-21,ANGUS AIR LTD,7267715,Revenue,1KVEM,Mechanical Stand Alone Works,1008.00
Environment & Regeneration,E&R Development Mngmt,Revenue Income,2017-07-21,ANTON LAING PLANNING SERIVCES LTD,7273472,Revenue,1V030,Development Management,385.00
Chief Executive's,CD - Treasury Mgmt Payments NOR,Revenue Expenditure,2017-07-03,AON HEWITT LIMITED,7255864,Revenue,1RB10,Pension Deficit Payments,1190.00
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-07-04,APEX BLINDS,7254969,Revenue,1FRAE,Shieldfield,511.00
Adult and Culture,Adult Serv Capability's,Revenue Expenditure,2017-07-31,APOGEE CORPORATION,7279859,Revenue,1MW03,Capabilities,1166.62
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-25,APPLEBY CARE HOME,7275093,Revenue,1MG10,Nursing Care OP,2530.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-25,APPLEBY CARE HOME,7275093,Revenue,1MM20,Residential Care MH,2104.92
Environment & Regeneration,Cityworks Clean E/C,Revenue Expenditure,2017-07-24,APSE,7274133,Revenue,1KEAR,Street Services Management,3758.00
Adult and Culture,Social Services,Revenue Expenditure,2017-07-31,ARCADEA,7280173,Revenue,1MK34,Shared Lives - Adult LD,260.00
Adult and Culture,Social Services,Revenue Expenditure,2017-07-31,ARCADEA,7280188,Revenue,1MK34,Shared Lives - Adult LD,325.00
Adult and Culture,Social Services,Revenue Expenditure,2017-07-05,ARCADEA,7260367,Revenue,1MK34,Shared Lives - Adult LD,559.20
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-04,ARCADEA,7257558,Revenue,1MK55,Home Care Family/Carer LD,756.00
Chief Executive's,CD - Economic Development,Revenue Expenditure,2017-07-27,ARCADIS LLP,7277739,Revenue,1FR09,Major Project Team,18420.00
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-07-20,ARCO LTD,7272861,Revenue,1D559,Street Enforcement,502.98
Environment & Regeneration,Highways,Revenue Expenditure,2017-07-17,ARCO LTD,7259701,Revenue,1KE41,Domestic Refuse Collection,2503.02
Chief Executive's,CD - Communities,Revenue Expenditure,2017-07-28,AREEEBA DISTRIBUTION,7277235,Revenue,1KN32,Kenton Ward,300.00
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-07-03,ARNOLD CLARK,7256789,Revenue,1KESY,Fleet Services Hire office,326.70
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-07-05,ARRIVA NORTH EAST,7235506,Revenue,1V301,Travel office Travel Passes,1180.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-04,ARTEMIS DOMICILIARY CARE,7257727,Revenue,1MG50,Home Care-Spot Purchased OP,13264.50
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-04,ARTEMIS DOMICILIARY CARE,7257727,Revenue,1MG51,Home Care-Personal OP,2767.05
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-04,ARTEMIS DOMICILIARY CARE,7257727,Revenue,1MH50,Home Care PD,1186.90
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-07-24,ARTEMIS SUPPORT,7274221,Revenue,1MC02,Ind Sector Placements,11600.00
Adult and Culture,Social Services,Revenue Expenditure,2017-07-20,ASCENT ACADEMIES TRUST,7272534,Revenue,1E20A,SB Independent Schools,2006.61
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-07-07,ASDAN LTD,7258461,Revenue,1EA15,Newcastle City Learning Main,350.50
Adult and Culture,Social Services,Revenue Expenditure,2017-07-28,ASFALEIA LTD,7269895,Revenue,1MM30,Beech Grove MH Resource Centre,817.68
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-07-11,ASHFIELD COURT,7265942,Revenue,1MG20,Residential Care OP,5730.12
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-07-11,ASHFIELD COURT,7265942,Revenue,1MG20,Residential Care OP,1843.40
Adult and Culture,Libraries/Galaxy Payments,Revenue Expenditure,2017-07-14,ASKEWS LIBRARY SERVICES LTD,7251504,Revenue,1EJ13,Stock Services,609.09
Adult and Culture,Libraries/Galaxy Payments,Revenue Expenditure,2017-07-14,ASKEWS LIBRARY SERVICES LTD,7251507,Revenue,1EJ13,Stock Services,529.28
Adult and Culture,Libraries/Galaxy Payments,Revenue Expenditure,2017-07-26,ASKEWS LIBRARY SERVICES LTD,7266137,Revenue,1EJ13,Stock Services,348.17
Adult and Culture,Libraries/Galaxy Payments,Revenue Expenditure,2017-07-12,ASKEWS LIBRARY SERVICES LTD,7251499,Revenue,1EJ13,Stock Services,361.81
Adult and Culture,Libraries/Galaxy Payments,Revenue Expenditure,2017-07-05,ASKEWS LIBRARY SERVICES LTD,7243520,Revenue,1EJ13,Stock Services,745.93
Adult and Culture,Libraries/Galaxy Payments,Revenue Expenditure,2017-07-21,ASKEWS LIBRARY SERVICES LTD,7259786,Revenue,1EJ13,Stock Services,256.36
