Newcastle City Council Invoices over £250 paid in September 2017,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,20-Sep-2017,AA GLOBAL LANGUAGES SERVICES LTD,7319181,Revenue,1MD62,Support to LAC,25.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,20-Sep-2017,AA GLOBAL LANGUAGES SERVICES LTD,7319181,Revenue,1MB04,Childrens Standards Unit,225.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,20-Sep-2017,AA GLOBAL LANGUAGES SERVICES LTD,7319181,Revenue,1FT08,Translation Unit,179.50
HRA,HRA Planning QS            ,Capital Expenditure,12-Sep-2017,AARAN BUILDERS (NE) LTD,7314731,Capital,1HE01,HRA NHD Mngmnt - Citywide,29350.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,11-Sep-2017,ABB LTD,7305007,Revenue,1KVEE,Electrical Stand Alone Works,300.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ABBEYFIELD CASTLE FARM,7308328,Revenue,1MG20,Residential Care OP,4498.88
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ABBEYFIELD THE GROVE,7308314,Revenue,1MG20,Residential Care OP,2249.44
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ABBEYMOOR,7308329,Revenue,1MH10,Nursing Care PD,3120.00
Adult and Culture,Social Services-Carefirst              ,Revenue Income,05-Sep-2017,ABBEYMOOR,7308329,Revenue,1MH10,Nursing Care PD,-339.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ABBEYMOOR LIFEWAYS,7308388,Revenue,1MG10,Nursing Care OP,3020.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ABBEYMOOR LIFEWAYS,7308388,Revenue,1MH10,Nursing Care PD,2044.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ABBEYMOOR LIFEWAYS,7308388,Revenue,1MM10,Nursing Care MH,9153.98
Adult and Culture,Social Services-Carefirst              ,Revenue Income,05-Sep-2017,ABBEYMOOR LIFEWAYS,7308388,Revenue,1MM10,Nursing Care MH,-2279.12
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,05-Sep-2017,ABBEYMOOR LIFEWAYS,7308388,Revenue,4WX13,Ind Sector Client Loan Fund,763.92
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ABSOLUTE QUALITY CARE,7323734,Revenue,1MG50,Home Care-Spot Purchased OP,18436.22
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ABSOLUTE QUALITY CARE,7323734,Revenue,1MG51,Home Care-Personal OP,1070.30
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ABSOLUTE QUALITY CARE,7323734,Revenue,1MH50,Home Care PD,9688.32
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ABSOLUTE QUALITY CARE,7323734,Revenue,1MM50,Home Care MH,389.20
Children's Services,Educ School Planning    ,Revenue Expenditure,12-Sep-2017,ABSOLUTE QUALITY CARE,7314513,Revenue,1MD66,CWD Care Packages,1008.00
Children's Services,Educ School Planning    ,Revenue Expenditure,05-Sep-2017,ABSOLUTE QUALITY CARE,7307726,Revenue,1MD66,CWD Care Packages,1218.00
Adult and Culture,Adult Serv Castledene      ,Revenue Expenditure,25-Sep-2017,ACCORA LTD,7323237,Revenue,1MG27,General Resource Centres,2112.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ACCOUNTABILITY,7308668,Revenue,1MH40,Direct Payments PD,2782.00
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,19-Sep-2017,ACORN HOUSE,7318963,Revenue,1MC22,IND Sector Foster Carer Costs,3588.57
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,15-Sep-2017,ACP,7302118,Revenue,1KESW,Fleet SLA Costs & Income,3805.55
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,15-Sep-2017,ACP,7302118,Revenue,1KSCD,External Vehicle Tracking,1613.70
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,28-Sep-2017,ACTION FOR CHILDREN,7327286,Revenue,1EEG3,CFH - Commission,93124.36
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,19-Sep-2017,ACTION FOR CHILDREN,7318978,Revenue,1MC22,IND Sector Foster Carer Costs,15170.28
Adult and Culture,Social Services                        ,Revenue Expenditure,27-Sep-2017,ACTION ON HEARING LOSS,7313470,Revenue,1MK50,Supported Living LD,774.40
Adult and Culture,Social Services                        ,Revenue Expenditure,28-Sep-2017,ACTION ON HEARING LOSS,7327043,Revenue,1MH50,Home Care PD,1161.60
Adult and Culture,Social Services                        ,Revenue Expenditure,01-Sep-2017,ACTION ON HEARING LOSS,7298091,Revenue,1MK50,Supported Living LD,542.08
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19-Sep-2017,ACTIVE HORIZONS LTD,7319420,Revenue,1MK20,Residential Care LD,4160.00
Children's Services,Childrens Services Support       ,Revenue Expenditure,07-Sep-2017,AD MERCHANDISE LTD,7302148,Revenue,1MB15,Newcastle Safeguarding Board,382.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19-Sep-2017,ADEN HOUSE,7319465,Revenue,1MG10,Nursing Care OP,2012.16
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19-Sep-2017,ADEN HOUSE,7319465,Revenue,1MG10,Nursing Care OP,-1203.60
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Sep-2017,ADT FIRE & SECURITY,7311929,Revenue,1VH22,Temporary Accommodation Prem,305.94
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,28-Sep-2017,ADT FIRE & SECURITY,7323273,Revenue,1EEL3,Small Commissions,688.48
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Sep-2017,ADT FIRE & SECURITY,7317670,Revenue,1DR03,Grainger Market,274.27
Chief Executive's,CD - Accountancy                 ,Revenue Expenditure,27-Sep-2017,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7316849,Revenue,1FF51,Finance,1900.00
HRA,HRA Anti-Soc               ,Revenue Expenditure,12-Sep-2017,ADVANCED CLEANING & MAINTENANCE LTD,7311921,Revenue,1HE01,HRA NHD Mngmnt - Citywide,636.00
HRA,HRA Anti-Soc               ,Revenue Expenditure,07-Sep-2017,ADVANCED CLEANING & MAINTENANCE LTD,7311255,Revenue,1HA01,R&M Gen - Citywide,1061.13
HRA,HRA Anti-Soc               ,Revenue Expenditure,08-Sep-2017,ADVANCED CLEANING & MAINTENANCE LTD,7311920,Revenue,1HA01,R&M Gen - Citywide,1420.00
HRA,HRA Outer West CSC         ,Revenue Expenditure,26-Sep-2017,ADVANCED CLEANING & MAINTENANCE LTD,7324543,Revenue,1HA01,R&M Gen - Citywide,1176.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,19-Sep-2017,ADVANCED LEGAL LTD,7319321,Revenue,1FA51,Coroner,1263.60
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,19-Sep-2017,ADVANCED LEGAL LTD,7319322,Revenue,1FA51,Coroner,1263.60
Environment & Regeneration,NS: District Heating       ,Revenue Expenditure,28-Sep-2017,ADVANCED WATER TECHNOLOGIES,7316087,Revenue,1KR8L,Wide District Heating,265.00
Environment & Regeneration,NS: District Heating       ,Revenue Expenditure,28-Sep-2017,ADVANCED WATER TECHNOLOGIES,7316087,Revenue,1KR05,District Heating,1100.00
HRA,HRA Property Maint         ,Revenue Expenditure,27-Sep-2017,ADVANTAGE UTILTITIES LTD,7308200,Revenue,1HBTC,Planned Tech Maintenance,325.00
HRA,HRA Property Maint         ,Revenue Expenditure,27-Sep-2017,ADVANTAGE UTILTITIES LTD,7308199,Revenue,1HBTC,Planned Tech Maintenance,725.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,21-Sep-2017,AEBI SCHMIDT UK LTD,7307218,Revenue,3KES1,Fleetmaster Stores Account,670.87
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,07-Sep-2017,AEBI SCHMIDT UK LTD,7295744,Revenue,3KES1,Fleetmaster Stores Account,391.77
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,07-Sep-2017,AEBI SCHMIDT UK LTD,7295745,Revenue,3KES1,Fleetmaster Stores Account,455.70
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,04-Sep-2017,AEBI SCHMIDT UK LTD,7302264,Revenue,1KESB,Heavy Workshop Code 5 Repairs,298.87
Environment & Regeneration,E&R - Technical Consultancy    ,Revenue Expenditure,01-Sep-2017,AECOM,7300805,Revenue,1V092,UTMC,16000.00
Children's Services,Childrens Services Support       ,Revenue Expenditure,20-Sep-2017,AFTER ADOPTION,7320204,Revenue,1MF10,Adoption Payments,4500.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,21-Sep-2017,AGD SYSTEMS LTD,7319165,Revenue,1KELA,Traffic Sig General O/H,2715.15
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,28-Sep-2017,AGE UK NEWCASTLE,7327294,Revenue,1MG88,Age Friendly Unit,13847.96
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,AGE UK NEWCASTLE,7323711,Revenue,1MG50,Home Care-Spot Purchased OP,5012.30
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,AGE UK NEWCASTLE,7323711,Revenue,1MG51,Home Care-Personal OP,420.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,AGE UK NEWCASTLE,7323711,Revenue,1MH50,Home Care PD,27405.00
HRA,HRA Property Maint         ,Capital Expenditure,14-Sep-2017,AGGREKO UK LTD,7301404,Capital,2HE01,Capital Citywide,6961.00
HRA,HRA Property Maint         ,Capital Expenditure,29-Sep-2017,AGGREKO UK LTD,7320655,Capital,2HE01,Capital Citywide,6636.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,07-Sep-2017,AIR TECHNIQUE,7311398,Revenue,1DF71,High Bridge Studios & Gallery,525.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Sep-2017,AIR TECHNIQUE,7317473,Revenue,1KKX1,Civic Centre Direct Costs,714.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Sep-2017,AIR TECHNIQUE,7303324,Revenue,1DF71,High Bridge Studios & Gallery,2250.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Sep-2017,AIR TECHNIQUE,7301290,Revenue,1HP01,Comm. Centres - Citywide,1500.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Sep-2017,AIR TECHNIQUE,7301291,Revenue,1HP01,Comm. Centres - Citywide,535.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,08-Sep-2017,AIR TECHNIQUE,7311841,Revenue,1KBM0,Public & Educ O/H,1425.00
Environment & Regeneration,NS: Waste Management       ,Revenue Expenditure,13-Sep-2017,AIRE VALLEY GAS LTD,7316120,Revenue,1KE14,Waste Disposal General O/H,3600.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21-Sep-2017,AKW MEDI-CARE LTD,7310315,Revenue,1KR12,DDA,573.07
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21-Sep-2017,AKW MEDI-CARE LTD,7310311,Revenue,1KR12,DDA,392.80
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21-Sep-2017,AKW MEDI-CARE LTD,7310317,Revenue,1KR12,DDA,341.66
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,28-Sep-2017,AKW MEDI-CARE LTD,7314749,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,14-Sep-2017,AKW MEDI-CARE LTD,7303327,Revenue,1KR12,DDA,365.13
Environment & Regeneration,EEC U/Design               ,Revenue Expenditure,06-Sep-2017,ALAN WILLIAMS ARCHAEOLOGY,7310336,Revenue,1V073,Historic Monumnets,400.00
Children's Services,Invoice,Revenue Expenditure,07-Sep-2017,ALARM SUPPLIES SCOTLAND LTD,7302070,Revenue,1KJ42,Security Consultancy,1236.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALBANY HOUSE  (WHITLEY BAY),7308330,Revenue,1MM20,Residential Care MH,5287.68
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,06-Sep-2017,ALBANY OFFICE FURNITURE SOLUTIONS,7300948,Revenue,1CR01,Revs and Bens Supp&Svs,1839.00
Children's Services,Childrens Services Support       ,Revenue Expenditure,13-Sep-2017,ALBANY OFFICE FURNITURE SOLUTIONS,6880125,Revenue,1MC06,Iona Place Childrens Unit,486.00
Children's Services,Raising Stnds              ,Revenue Expenditure,14-Sep-2017,ALBANY OFFICE FURNITURE SOLUTIONS,7316845,Revenue,1MR52,Adults Admin Pool,398.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,27-Sep-2017,ALERE FORENSICS LTD,7322959,Revenue,1FA51,Coroner,1460.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,18-Sep-2017,ALERE FORENSICS LTD,7305946,Revenue,1FA51,Coroner,3000.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,13-Sep-2017,ALERE FORENSICS LTD,7305010,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,14-Sep-2017,ALERE FORENSICS LTD,7305945,Revenue,1FA51,Coroner,310.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19-Sep-2017,ALEXANDRA HOUSE,7319359,Revenue,1MG20,Residential Care OP,1872.00
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19-Sep-2017,ALEXANDRA HOUSE,7319359,Revenue,1MG20,Residential Care OP,-495.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308398,Revenue,1MG10,Nursing Care OP,57305.58
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308398,Revenue,1MG20,Residential Care OP,18946.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308398,Revenue,1MK20,Residential Care LD,2338.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308398,Revenue,1MM10,Nursing Care MH,5462.93
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308398,Revenue,1MM20,Residential Care MH,8948.32
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308408,Revenue,1MG10,Nursing Care OP,620.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308397,Revenue,1MG10,Nursing Care OP,9625.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ALLAN COURT RESIDENTIAL HOME,7308397,Revenue,1MG20,Residential Care OP,1419.72
Chief Executive's,CD - Democratic Service          ,Revenue Expenditure,07-Sep-2017,ALNWICK ALES LTD,7311245,Revenue,1FN01,Lord Mayors Secretariat,291.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,05-Sep-2017,ALPHA RECOVERY LTD,7297536,Revenue,1KESA,Heavy Workshop Routine Repair,560.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,05-Sep-2017,ALPHA RECOVERY LTD,7297536,Revenue,1KESB,Heavy Workshop Code 5 Repairs,50.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,20-Sep-2017,AL-VAC LTD,7311735,Revenue,1KEMC,Highways,362.81
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,28-Sep-2017,ANCHOR TRUST,7327291,Revenue,1MX51,VP Hosuing Support Subsidy,552.42
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,27-Sep-2017,ANDREW SYKES HIRE LIMITED,7312364,Revenue,1KVEM,Mechanical Stand Alone Works,3317.52
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,27-Sep-2017,ANDREW SYKES HIRE LIMITED,7289859,Revenue,1KVEM,Mechanical Stand Alone Works,3029.04
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,28-Sep-2017,ANDREW SYKES HIRE LIMITED,7321553,Revenue,1KVEM,Mechanical Stand Alone Works,3029.04
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,25-Sep-2017,ANDTECH SYSTEMS,7312909,Revenue,1KJ42,Security Consultancy,1800.00
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,25-Sep-2017,ANDTECH SYSTEMS,7312905,Revenue,1KJ42,Security Consultancy,900.00
Adult and Culture,Social Services                        ,Revenue Expenditure,28-Sep-2017,ANNE FRANKS TRUST,7327487,Revenue,1DF66,Holocaust Memorial Day,2600.00
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,12-Sep-2017,ANTALIS MCNAUGHTON LTD,7313162,Revenue,1CP17,Digital Printing,372.00
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,27-Sep-2017,ANTALIS MCNAUGHTON LTD,7313160,Revenue,1CP17,Digital Printing,381.00
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,18-Sep-2017,ANTALIS MCNAUGHTON LTD,7317778,Revenue,1CP17,Digital Printing,857.48
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,18-Sep-2017,ANTALIS MCNAUGHTON LTD,7317780,Revenue,1CP17,Digital Printing,872.65
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,08-Sep-2017,ANTALIS MCNAUGHTON LTD,7312369,Revenue,1CP17,Digital Printing,2163.08
HRA,HRA Property Maint         ,Revenue Expenditure,14-Sep-2017,ANTHONY P DAVIES ASSOCIATES LTD,7301419,Revenue,1HBTC,Planned Tech Maintenance,1525.00
HRA,HRA Property Maint         ,Revenue Expenditure,14-Sep-2017,ANTHONY P DAVIES ASSOCIATES LTD,7301418,Revenue,1HBTC,Planned Tech Maintenance,675.00
Chief Executive's,CD - Markets                     ,Revenue Expenditure,27-Sep-2017,APEX RADIO SYSTEMS LTD,7325814,Revenue,1DR03,Grainger Market,500.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,04-Sep-2017,APPLE TRANSCRIPTION LIMITED,7307058,Revenue,1MD68,Legal Fees Care,291.90
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19-Sep-2017,APPLEBY CARE HOME,7319374,Revenue,1MG10,Nursing Care OP,2530.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19-Sep-2017,APPLEBY CARE HOME,7319374,Revenue,1MG20,Residential Care OP,3566.06
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19-Sep-2017,APPLEBY CARE HOME,7319374,Revenue,1MM20,Residential Care MH,2104.92
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19-Sep-2017,APPLETREE GRANGE,7319478,Revenue,1MG20,Residential Care OP,6348.00
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19-Sep-2017,APPLETREE GRANGE,7319478,Revenue,1MG20,Residential Care OP,-1938.60
Chief Executive's,CD - Communities                 ,Revenue Expenditure,19-Sep-2017,APSE,7319690,Revenue,1FC42,Communities Team,338.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARCADEA,7323785,Revenue,1MK51,Home Care LD,192.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARCADEA,7323785,Revenue,1MK60,Ind Day Care LD,360.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARCADEA,7323787,Revenue,1MH50,Home Care PD,240.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARCADEA,7323787,Revenue,1MH60,Day Care PD,1158.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARCADEA,7323788,Revenue,1MK60,Ind Day Care LD,360.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,04-Sep-2017,ARCADEA,7307101,Revenue,1MH60,Day Care PD,579.00
Chief Executive's,CD - Economic Development        ,Capital Expenditure,13-Sep-2017,ARCADIS LLP,7311242,Capital,2N401,Capital General,7470.00
Chief Executive's,CD - Economic Development        ,Revenue Expenditure,27-Sep-2017,ARCADIS LLP,7319227,Revenue,1FP96,One Public Estate North East,18420.00
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,11-Sep-2017,ARCO LTD,7300179,Revenue,1KR10,Voids,251.49
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,12-Sep-2017,ARCO LTD,7303417,Revenue,1V204,Car Parking Infrastructure,307.79
Environment & Regeneration,Facility Serv Civic Mngmt        ,Revenue Expenditure,14-Sep-2017,ARCO LTD,7280934,Revenue,1KF07,Banqueting Suite,272.19
Environment & Regeneration,Facility Serv Civic Mngmt        ,Revenue Expenditure,14-Sep-2017,ARCO LTD,7280934,Revenue,1KKU5,Civic Centre Control,100.26
Environment & Regeneration,Highways                               ,Revenue Expenditure,06-Sep-2017,ARCO LTD,7300949,Revenue,1KE41,Domestic Refuse Collection,770.16
Environment & Regeneration,NS: District Heating       ,Revenue Expenditure,05-Sep-2017,ARCO LTD,7296797,Revenue,1KR05,District Heating,874.52
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,07-Sep-2017,ARMAH SWITCHGEAR LTD,7298106,Revenue,1KVEE,Electrical Stand Alone Works,2865.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,26-Sep-2017,ARMCON LTD,7312925,Revenue,1KEMC,Highways,1055.43
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,27-Sep-2017,ARNOLD CLARK,7311109,Revenue,3KES1,Fleetmaster Stores Account,331.84
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,18-Sep-2017,ARRIVA NORTH EAST,7309120,Revenue,1V301,Travel office Travel Passes,309.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,21-Sep-2017,ARRIVA NORTH EAST,7311015,Revenue,1V301,Travel office Travel Passes,995.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARTEMIS DOMICILIARY CARE,7323733,Revenue,1MG50,Home Care-Spot Purchased OP,10790.22
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARTEMIS DOMICILIARY CARE,7323733,Revenue,1MG51,Home Care-Personal OP,2624.05
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26-Sep-2017,ARTEMIS DOMICILIARY CARE,7323733,Revenue,1MH50,Home Care PD,357.51
Adult and Culture,Social Services                        ,Revenue Expenditure,27-Sep-2017,ARTEMIS SUPPORT,7326078,Revenue,1MD62,Support to LAC,11600.00
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,19-Sep-2017,ARTEMIS SUPPORT,7319097,Revenue,1MC02,Ind Sector Placements,9114.29
Adult and Culture,Social Services                        ,Revenue Expenditure,28-Sep-2017,ARTHURS HILL FEDERATION-WESTGATE HILL PR,7327367,Revenue,1E20F,Statement&Supplementary Top Up,5469.75
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,05-Sep-2017,ASHFIELD COURT,7308331,Revenue,1MG20,Residential Care OP,5730.12
Adult and Culture,Social Services-Carefirst              ,Revenue Income,05-Sep-2017,ASHFIELD COURT,7308331,Revenue,1MG20,Residential Care OP,-1878.92
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,20-Sep-2017,ASKEWS LIBRARY SERVICES LTD,7307350,Revenue,1EJ13,Stock Services,339.53
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,12-Sep-2017,ASKEWS LIBRARY SERVICES LTD,7314809,Revenue,1EJ13,Stock Services,565.66
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,12-Sep-2017,ASKEWS LIBRARY SERVICES LTD,7314810,Revenue,1EJ13,Stock Services,281.76
