Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-21,ABSOLUTE QUALITY CARE,7368520,Revenue,1MG51,Home Care-Personal OP,2286.55
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-21,ABSOLUTE QUALITY CARE,7368520,Revenue,1MH50,Home Care PD,10289.52
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-21,ABSOLUTE QUALITY CARE,7368520,Revenue,1MM50,Home Care MH,389.20
Chief Executive's,Newcastle City,Revenue Expenditure,2017-11-14,ABSOLUTE QUALITY CARE,7364006,Revenue,1MD66,CWD Care Packages,1197.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,ACCOUNTABILITY,7373705,Revenue,1MH40,Direct Payments PD,2782.00
Chief Executive's,Newcastle City,Revenue Expenditure,2017-11-30,ACORN CARE & EDUCATION LTD,7378034,Revenue,1E20A,SB Independent Schools,11533.33
Environment & Regeneration,CW Services to Schools,Revenue Expenditure,2017-11-21,ACORN DAIRY,7350173,Revenue,1KFX2,School Meals Overhead,11994.75
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-11-13,ACORN HOUSE,7362702,Revenue,1MC22,IND Sector Foster Carer Costs,3280.00
Environment & Regeneration,Cityworks Highways,Revenue Expenditure,2017-11-02,ACP,7337560,Revenue,1KELA,Traffic Sig General O/H,2915.30
Environment & Regeneration,Cityworks Highways,Revenue Expenditure,2017-11-02,ACP,7337560,Revenue,1KEMC,Highways,291.53
Environment & Regeneration,NS: Resources,Capital Expenditure,2017-11-02,ACP,7350238,Capital,2FT14,Property Services,1722.15
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-11-02,ACP,7350329,Revenue,1KESW,Fleet SLA Costs & Income,3883.20
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-11-02,ACP,7350329,Revenue,1KSCD,External Vehicle Tracking,1608.70
Chief Executive's,CD - Revenues & Benefits,Revenue Expenditure,2017-11-13,ACS LTD,7358883,Revenue,1CS00,Revs and Bens Staffing,1050.00
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-11-27,ACTION FOR CHILDREN,7373009,Revenue,1EEG3,CFH - Commission,93127.81
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-11-13,ACTION FOR CHILDREN,7362721,Revenue,1MC22,IND Sector Foster Carer Costs,9480.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-14,ACTIVE HORIZONS LTD,7364058,Revenue,1MK20,Residential Care LD,2080.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373798,Revenue,1MD66,CWD Care Packages,450.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373623,Revenue,1MK40,Direct Payments LD,1168.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373452,Revenue,1MK40,Direct Payments LD,816.00
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-11-01,ADARE LTD,7349232,Revenue,1FL01,Electoral Registration Unit,1356.86
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-11-02,ADARE LTD,7344325,Revenue,1FL01,Electoral Registration Unit,297.13
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373456,Revenue,1MH40,Direct Payments PD,4915.56
Chief Executive's,Newcastle City,Revenue Expenditure,2017-11-14,Redacted Personal Data,7364011,Revenue,1MF02,16+ Team,671.67
Children's Services,Educ School Planning,Revenue Expenditure,2017-11-01,Redacted Personal Data,7340360,Revenue,1MF02,16+ Team,671.67
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-14,ADEN HOUSE,7364099,Revenue,1MG10,Nursing Care OP,2012.16
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-14,ADEN HOUSE,7364099,Revenue,1MG10,Nursing Care OP,1203.60
Children's Services,Int Childhood Services,Revenue Expenditure,2017-11-02,ADMIRE TAXIS,7355768,Revenue,1E212,Transport Special,1280.00
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-11-22,ADT FIRE & SECURITY,7370846,Revenue,1HP01,Comm. Centres - Citywide,788.20
Chief Executive's,Accountancy,Revenue Expenditure,2017-11-13,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7360319,Revenue,1FF51,Finance,950.00
Adult and Culture,Adult Serv Admin Support,Revenue Expenditure,2017-11-23,ADVANCED CLEANING & MAINTENANCE LTD,7366862,Revenue,1MM01,Assess & Care Management MH,2664.00
HRA,HRA Anti-Soc,Revenue Expenditure,2017-11-01,ADVANCED CLEANING & MAINTENANCE LTD,7355048,Revenue,1HA01,R&M Gen - Citywide,2282.00
HRA,HRA Kenton CSC,Revenue Expenditure,2017-11-14,ADVANCED CLEANING & MAINTENANCE LTD,7364228,Revenue,1HA01,R&M Gen - Citywide,1508.00
HRA,HRA Outer West CSC,Revenue Expenditure,2017-11-01,ADVANCED CLEANING & MAINTENANCE LTD,7355046,Revenue,1HE01,HRA NHD Mngmnt - Citywide,335.00
HRA,HRA Walker CHO,Revenue Expenditure,2017-11-03,ADVANCED CLEANING & MAINTENANCE LTD,7348242,Revenue,1HA01,R&M Gen - Citywide,255.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-27,ADVANCED LEGAL LTD,7367056,Revenue,1FA51,Coroner,1365.00
HRA,HRA Property Maint,Revenue Expenditure,2017-11-17,ADVANCED SMOKE GROUP LTD,7366991,Revenue,1HBR1,R&M Contract R11,1202.50
HRA,HRA Property Maint,Revenue Expenditure,2017-11-27,ADVANTAGE UTILTITIES LTD,7358746,Revenue,1HBTC,Planned Tech Maintenance,1175.00
HRA,HRA Property Maint,Revenue Expenditure,2017-11-09,ADVANTAGE UTILTITIES LTD,7343380,Revenue,1HBTC,Planned Tech Maintenance,1025.00
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-11-23,AEBI SCHMIDT UK LTD,7354556,Revenue,3KES1,Fleetmaster Stores Account,421.59
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-11-23,AEBI SCHMIDT UK LTD,7354559,Revenue,3KES1,Fleetmaster Stores Account,447.01
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-11-14,AEBI SCHMIDT UK LTD,7363894,Revenue,3KES1,Fleetmaster Stores Account,323.19
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-11-09,AEBI SCHMIDT UK LTD,7342436,Revenue,3KES1,Fleetmaster Stores Account,925.71
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-11-30,AEBI SCHMIDT UK LTD,7360099,Revenue,3KES1,Fleetmaster Stores Account,322.96
Adult and Culture,Adult Serv Finance,Revenue Expenditure,2017-11-08,AFTER ADOPTION,7350290,Revenue,1MF10,Adoption Payments,13500.00
Children's Services,Childrens Services Support,Revenue Expenditure,2017-11-28,AFTER ADOPTION,7351984,Revenue,1MF10,Adoption Payments,5742.64
Children's Services,Childrens Services Support,Revenue Expenditure,2017-11-09,AFTER ADOPTION,7361251,Revenue,1MF10,Adoption Payments,13500.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-11-01,AGD SYSTEMS LTD,7354595,Revenue,1KELA,Traffic Sig General O/H,40.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-11-01,AGD SYSTEMS LTD,7340472,Revenue,1KELA,Traffic Sig General O/H,50.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-11-01,AGD SYSTEMS LTD,7354713,Revenue,1KELA,Traffic Sig General O/H,60.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-11-01,AGD SYSTEMS LTD,7340470,Revenue,1KELA,Traffic Sig General O/H,100.00
Adult and Culture,Social Services,Revenue Expenditure,2017-11-02,AGE UK NEWCASTLE,7356140,Revenue,1MK95,Learning Disability Monies,9280.00
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-11-27,AGE UK NEWCASTLE,7373015,Revenue,1MG88,Age Friendly Unit,13847.96
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-21,AGE UK NEWCASTLE,7368499,Revenue,1MG50,Home Care-Spot Purchased OP,4177.10
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-21,AGE UK NEWCASTLE,7368499,Revenue,1MG51,Home Care-Personal OP,576.70
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-21,AGE UK NEWCASTLE,7368499,Revenue,1MH50,Home Care PD,27450.00
HRA,HRA Property Maint,Capital Expenditure,2017-11-10,AGGREKO UK LTD,7362233,Capital,2HE01,Capital Citywide,6636.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-14,Redacted Personal Data,7364088,Revenue,1MK34,Shared Lives - Adult LD,1540.00
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-14,AKW MEDI-CARE LTD,7348015,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-15,AKW MEDI-CARE LTD,7353310,Revenue,1KR12,DDA,385.81
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-13,AKW MEDI-CARE LTD,7348014,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-02,AKW MEDI-CARE LTD,7342196,Revenue,1KR12,DDA,342.11
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-02,AKW MEDI-CARE LTD,7342197,Revenue,1KR12,DDA,385.81
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-24,AKW MEDI-CARE LTD,7369469,Revenue,1KR12,DDA,514.42
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-09,AKW MEDI-CARE LTD,7348013,Revenue,1KR12,DDA,694.94
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-09,AKW MEDI-CARE LTD,7348010,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-21,AKW MEDI-CARE LTD,7355908,Revenue,1KR12,DDA,341.66
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-16,AKW MEDI-CARE LTD,7353306,Revenue,1KR12,DDA,306.03
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-16,AKW MEDI-CARE LTD,7353308,Revenue,1KR12,DDA,365.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-30,AKW MEDI-CARE LTD,7369470,Revenue,1KR12,DDA,600.40
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-11-30,AKW MEDI-CARE LTD,7369472,Revenue,1KR12,DDA,378.19
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373506,Revenue,1MG40,Direct Payments OP,1110.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373598,Revenue,1MK40,Direct Payments LD,308.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373542,Revenue,1MK40,Direct Payments LD,8525.16
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7373542,Revenue,1MK40,Direct Payments LD,369.36
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373790,Revenue,1MH40,Direct Payments PD,451.52
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373503,Revenue,1MH40,Direct Payments PD,827.52
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7373503,Revenue,1MH40,Direct Payments PD,330.35
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-28,ALBANY HOUSE  (WHITLEY BAY),7375682,Revenue,1MM20,Residential Care MH,5287.68
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-11-23,ALBANY MOTORS,7368397,Revenue,1KESA,Heavy Workshop Routine Repair,370.00
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-11-02,ALBANY MOTORS,7342460,Revenue,1KESA,Heavy Workshop Routine Repair,585.00
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-11-02,ALBANY OFFICE FURNITURE SOLUTIONS,7342255,Revenue,1VH26,Housing Advice Centre,345.00
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-11-27,ALBANY OFFICE FURNITURE SOLUTIONS,7373337,Revenue,1VH26,Housing Advice Centre,364.00
Adult and Culture,EEC Homeless,Revenue Expenditure,2017-11-03,ALBANY OFFICE FURNITURE SOLUTIONS,7356733,Revenue,1VH29,Homelessness Prev Trailblazer,728.00
Chief Executive's,CD - Economic Development,Capital Expenditure,2017-11-14,ALBANY OFFICE FURNITURE SOLUTIONS,7342251,Capital,2CAPI,Capital Investment,25410.00
Chief Executive's,CD - Revenues & Benefits,Revenue Expenditure,2017-11-15,ALBANY OFFICE FURNITURE SOLUTIONS,7353315,Revenue,1CF00,Payroll,1092.00
Chief Executive's,CD - Revenues & Benefits,Revenue Expenditure,2017-11-15,ALBANY OFFICE FURNITURE SOLUTIONS,7353315,Revenue,1CR01,Revs and Bens Supp&Svs,364.00
Chief Executive's,CD - Revenues & Benefits,Revenue Expenditure,2017-11-27,ALBANY OFFICE FURNITURE SOLUTIONS,7365971,Revenue,1CR01,Revs and Bens Supp&Svs,1820.00
Environment & Regeneration,Cityworks Clean E/C,Revenue Expenditure,2017-11-01,ALBANY OFFICE FURNITURE SOLUTIONS,7342254,Revenue,1KEAR,Street Services Management,1633.50
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373926,Revenue,1MK40,Direct Payments LD,504.40
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-28,ALERE FORENSICS LTD,7371583,Revenue,1FA51,Coroner,2950.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-23,ALERE FORENSICS LTD,7371688,Revenue,1FA51,Coroner,2240.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-23,ALERE FORENSICS LTD,7359967,Revenue,1FA51,Coroner,1845.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-29,ALERE FORENSICS LTD,7376954,Revenue,1FA51,Coroner,2950.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-29,ALERE FORENSICS LTD,7376955,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-13,ALERE FORENSICS LTD,7359963,Revenue,1FA51,Coroner,410.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-02,ALERE FORENSICS LTD,7341145,Revenue,1FA51,Coroner,310.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-07,ALERE FORENSICS LTD,7358933,Revenue,1FA51,Coroner,530.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-24,ALERE FORENSICS LTD,7359964,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-09,ALERE FORENSICS LTD,7361332,Revenue,1FA51,Coroner,1225.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-21,ALERE FORENSICS LTD,7359965,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-11-30,ALERE FORENSICS LTD,7376957,Revenue,1FA51,Coroner,470.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373664,Revenue,1MD66,CWD Care Packages,461.48
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373907,Revenue,1MK43,Carers Support Payments LD,800.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-14,ALEXANDRA HOUSE,7364163,Revenue,1MG20,Residential Care OP,1872.00
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-14,ALEXANDRA HOUSE,7364163,Revenue,1MG20,Residential Care OP,495.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373661,Revenue,1MK40,Direct Payments LD,544.20
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373832,Revenue,1MG40,Direct Payments OP,285.40
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373624,Revenue,1MK43,Carers Support Payments LD,733.88
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-28,ALLAN COURT RESIDENTIAL HOME,7375746,Revenue,1MG10,Nursing Care OP,44488.18
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-28,ALLAN COURT RESIDENTIAL HOME,7375746,Revenue,1MG20,Residential Care OP,13551.92
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-28,ALLAN COURT RESIDENTIAL HOME,7375746,Revenue,1MK20,Residential Care LD,2338.36
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-28,ALLAN COURT RESIDENTIAL HOME,7375746,Revenue,1MM10,Nursing Care MH,2249.44
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-28,ALLAN COURT RESIDENTIAL HOME,7375746,Revenue,1MM20,Residential Care MH,8948.32
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-28,ALLAN COURT RESIDENTIAL HOME,7375769,Revenue,1MG10,Nursing Care OP,620.20
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373628,Revenue,1MG40,Direct Payments OP,2529.80
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7373628,Revenue,1MG40,Direct Payments OP,14.60
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373731,Revenue,1MD66,CWD Care Packages,884.60
Chief Executive's,Newcastle City,Revenue Expenditure,2017-11-08,Redacted Personal Data,7359891,Revenue,1MD62,Support to LAC,863.00
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-11-27,ANCHOR TRUST,7373012,Revenue,1MX51,VP Hosuing Support Subsidy,682.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373632,Revenue,1MK40,Direct Payments LD,2516.04
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7373632,Revenue,1MK40,Direct Payments LD,458.60
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373634,Revenue,1MK40,Direct Payments LD,368.72
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373890,Revenue,1MH40,Direct Payments PD,307.16
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373780,Revenue,1MH40,Direct Payments PD,1322.72
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7373780,Revenue,1MH40,Direct Payments PD,529.08
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373762,Revenue,1MG43,Carers Support Payments OP,400.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373618,Revenue,1MM40,Direct Payments MH,310.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373616,Revenue,1MD66,CWD Care Packages,346.16
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373520,Revenue,1MH40,Direct Payments PD,561.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373376,Revenue,1MH40,Direct Payments PD,406.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7351480,Revenue,1MH40,Direct Payments PD,406.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7329249,Revenue,1MH40,Direct Payments PD,406.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7308045,Revenue,1MH40,Direct Payments PD,406.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7286591,Revenue,1MH40,Direct Payments PD,406.80
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7373376,Revenue,1MH40,Direct Payments PD,97.68
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7351480,Revenue,1MH40,Direct Payments PD,97.68
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7329249,Revenue,1MH40,Direct Payments PD,97.68
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7308045,Revenue,1MH40,Direct Payments PD,97.68
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7286591,Revenue,1MH40,Direct Payments PD,97.68
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-27,Redacted Personal Data,7373904,Revenue,1MG40,Direct Payments OP,1247.64
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-11-27,Redacted Personal Data,7373904,Revenue,1MG40,Direct Payments OP,336.60
Chief Executive's,CD - IT Mgmt & Networks,Revenue Expenditure,2017-11-08,ANTALIS MCNAUGHTON LTD,7344441,Revenue,1CP17,Digital Printing,286.80
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-11-13,APEX BLINDS,7363253,Revenue,1MX21,Info & Advice-Virtual Advisor,877.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-14,APPLEBY CARE HOME,7364176,Revenue,1MG10,Nursing Care OP,2530.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-14,APPLEBY CARE HOME,7364176,Revenue,1MG20,Residential Care OP,2080.20
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-11-14,APPLEBY CARE HOME,7364176,Revenue,1MM20,Residential Care MH,2104.92
