Newcastle City Council Invoices over 250 paid in March 2017
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-03-10,AA GLOBAL LANGUAGES SERVICES LTD,7167553,Revenue,1MD67,S17 Children in Need,35.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-03-10,AA GLOBAL LANGUAGES SERVICES LTD,7167553,Revenue,1FT08,Translation Unit,505.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-03-10,AA GLOBAL LANGUAGES SERVICES LTD,7167553,Revenue,1E320,Special Education Needs Admin,260.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-03-13,AA GLOBAL LANGUAGES SERVICES LTD,7169159,Revenue,1MD68,Legal Fees Care,630.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-03-13,AA GLOBAL LANGUAGES SERVICES LTD,7169159,Revenue,1MD62,Support to LAC,280.00
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-21,AAA CHEMICALS LTD,7162047,Revenue,3KES1,Fleetmaster Stores Account,726.00
HRA,HRA Planning QS,Capital Expenditure,2017-03-30,AARAN BUILDERS (NE) LTD,7184097,Capital,2HE01,Capital Citywide,2562.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ABBEYFIELD CASTLE FARM,7179561,Revenue,1MG20,Residential Care OP,4283.36
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ABBEYFIELD THE GROVE,7179552,Revenue,1MG20,Residential Care OP,2141.68
Adult and Culture,Social Services-Carefirst,Long Term Assets,2017-03-21,ABBEYMOOR,7179562,Revenue,4WX13,,6984.41
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ABBEYMOOR,7179562,Revenue,1MG10,Nursing Care OP,3025.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ABBEYMOOR,7179562,Revenue,1MH10,Nursing Care PD,9546.43
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ABBEYMOOR,7179562,Revenue,1MK10,Nursing Care LD,2848.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ABBEYMOOR,7179562,Revenue,1MM10,Nursing Care MH,10208.00
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-03-21,ABBEYMOOR,7179562,Revenue,1MH10,Nursing Care PD,5374.94
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-03-21,ABBEYMOOR,7179562,Revenue,1MM10,Nursing Care MH,793.84
Adult and Culture,AS - Westgate AE,Revenue Expenditure,2017-03-31,ABC AWARDS,7181473,Revenue,1EA15,Newcastle City Learning Main,342.00
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-03-24,ABEL ALARM COMPANY LTD,7183075,Revenue,1EEK1,Community Family Hub - Central,434.00
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-03-31,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,7172793,Revenue,1V123,Blue Badge Applications,672.00
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-03-02,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,7144710,Revenue,1V123,Blue Badge Applications,491.40
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-03-13,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,7168608,Revenue,1V123,Blue Badge Applications,400.70
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-15,ABSOLUTE QUALITY CARE,7172472,Revenue,1MG50,Home Care-Spot Purchased OP,20920.25
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-15,ABSOLUTE QUALITY CARE,7172472,Revenue,1MG51,Home Care-Personal OP,572.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-15,ABSOLUTE QUALITY CARE,7172472,Revenue,1MH50,Home Care PD,8719.75
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-15,ABSOLUTE QUALITY CARE,7172472,Revenue,1MM50,Home Care MH,331.50
Children's Services,Educ School Planning,Revenue Expenditure,2017-03-02,ABSOLUTE QUALITY CARE,7161292,Revenue,1MD66,CWD Care Packages,1183.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-20,ACCOUNTABILITY,7177166,Revenue,1MH40,Direct Payments PD,2782.00
Environment & Regeneration,CW Services to Schools,Revenue Expenditure,2017-03-21,ACORN DAIRY,7160049,Revenue,1KFX2,School Meals Overhead,12340.85
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-03-07,ACORN HOUSE,7163932,Revenue,1MC22,IND Sector Foster Carer Costs,730.00
Environment & Regeneration,NS: Resources,Capital Expenditure,2017-03-02,ACP,7144890,Capital,2DP02,Devt Capital CC,450.00
Environment & Regeneration,NS: Resources,Capital Expenditure,2017-03-29,ACP,7175468,Capital,2DP02,Devt Capital CC,3960.00
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-03-14,ACP,7160054,Revenue,1KESW,Fleet SLA Costs & Income,3873.10
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-03-14,ACP,7160054,Revenue,1KSCD,External Vehicle Tracking,1601.65
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-03-13,ACP,7133205,Revenue,1KESW,Fleet SLA Costs & Income,3880.45
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-03-13,ACP,7133205,Revenue,1KSCD,External Vehicle Tracking,1676.35
Environment & Regeneration,NS: Resources,Revenue Income,2017-03-21,ACP,7175223,Revenue,1KSCD,External Vehicle Tracking,5822.90
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-03-16,ACROL AIR CONDITIONING CO LTD,7169081,Revenue,1KKX1,Civic Centre Direct Costs,1546.14
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-03-16,ACTION FOR CHILDREN,7173943,Revenue,1EEG3,CFH - Commission,93124.36
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-03-07,ACTION FOR CHILDREN,7163945,Revenue,1MC22,IND Sector Foster Carer Costs,19376.00
Children's Services,Childrens Services Support,Revenue Expenditure,2017-03-02,ACTION FOR CHILDREN,7161129,Revenue,1MB04,Childrens Standards Unit,2185.96
Adult and Culture,Social Services,Revenue Expenditure,2017-03-20,ACTION ON HEARING LOSS,7176183,Revenue,1MK50,Supported Living LD,613.44
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-07,ACTIVE HORIZONS LTD,7164177,Revenue,1MK20,Residential Care LD,7811.71
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-03-02,ADARE LTD,7161270,Revenue,1FL01,Electoral Registration Unit,265.84
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-03-10,ADARE LTD,7167890,Revenue,1FK03,Municipal Elections,1498.47
Chief Executive's,CD - Electoral Reg,Revenue Expenditure,2017-03-10,ADARE LTD,7167889,Revenue,1FK03,Municipal Elections,1589.68
Adult and Culture,Adult Serv Finance,Revenue Expenditure,2017-03-15,ADCS,7173005,Revenue,1MA01,Director of Wellbeing Care & L,780.00
Adult and Culture,Adult Serv Finance,Revenue Expenditure,2017-03-29,ADCS,7186513,Revenue,1MA01,Director of Wellbeing Care & L,2351.25
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-07,ADEN HOUSE,7164229,Revenue,1MG10,Nursing Care OP,6036.48
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-03-07,ADEN HOUSE,7164229,Revenue,1MG10,Nursing Care OP,3542.16
Children's Services,Int Childhood Services,Revenue Expenditure,2017-03-02,ADMIRE TAXIS,7161034,Revenue,1E212,Transport Special,864.00
Children's Services,Int Childhood Services,Revenue Expenditure,2017-03-28,ADMIRE TAXIS,7166396,Revenue,1E212,Transport Special,271.20
Children's Services,Raising Stnds,Revenue Expenditure,2017-03-13,ADT FIRE & SECURITY,7168855,Revenue,1E217,City Learning Centre,389.80
Chief Executive's,CD - Accountancy,Revenue Expenditure,2017-03-27,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7182416,Revenue,1FF51,Finance,1900.00
Chief Executive's,CD - Accountancy,Revenue Expenditure,2017-03-02,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7148597,Revenue,1FF51,Finance,1900.00
HRA,HRA Anti-Soc,Revenue Expenditure,2017-03-03,ADVANCED CLEANING & MAINTENANCE LTD,7162074,Revenue,1HA01,R&M Gen - Citywide,1827.80
HRA,HRA Outer West CSC,Revenue Expenditure,2017-03-20,ADVANCED CLEANING & MAINTENANCE LTD,7161357,Revenue,1HA01,R&M Gen - Citywide,802.00
HRA,HRA Outer West CSC,Revenue Expenditure,2017-03-24,ADVANCED CLEANING & MAINTENANCE LTD,7179807,Revenue,1HA01,R&M Gen - Citywide,1590.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-21,ADVANCED LEGAL LTD,7165388,Revenue,1FA51,Coroner,1263.60
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-28,ADVANCED LEGAL LTD,7185369,Revenue,1FJX1,Legal Services,2370.77
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-03-28,ADVANCED WATER TECHNOLOGIES,7173737,Revenue,1KR8L,Wide District Heating,265.00
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-03-28,ADVANCED WATER TECHNOLOGIES,7173737,Revenue,1KR05,District Heating,1100.00
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-03-03,ADVANCED WATER TECHNOLOGIES,7148481,Revenue,1KR8L,Wide District Heating,1046.60
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-03-03,ADVANCED WATER TECHNOLOGIES,7148481,Revenue,1KR05,District Heating,2214.52
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-03-13,ADVANCED WATER TECHNOLOGIES,7150869,Revenue,1KR8L,Wide District Heating,1006.60
Environment & Regeneration,NS: District Heating,Revenue Expenditure,2017-03-13,ADVANCED WATER TECHNOLOGIES,7150869,Revenue,1KR05,District Heating,2254.52
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-31,AEBI SCHMIDT UK LTD,7167348,Revenue,3KES1,Fleetmaster Stores Account,806.15
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-27,AEBI SCHMIDT UK LTD,7165597,Revenue,3KES1,Fleetmaster Stores Account,496.89
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-10,AEBI SCHMIDT UK LTD,7150591,Revenue,3KES1,Fleetmaster Stores Account,298.50
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-10,AEBI SCHMIDT UK LTD,7149664,Revenue,1KESA,Heavy Workshop Routine Repair,577.97
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-30,AEBI SCHMIDT UK LTD,7167347,Revenue,1KESB,Heavy Workshop Code 5 Repairs,390.01
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-06,AEBI SCHMIDT UK LTD,7143688,Revenue,3KES1,Fleetmaster Stores Account,264.55
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-03,AEBI SCHMIDT UK LTD,7143686,Revenue,3KES1,Fleetmaster Stores Account,372.85
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-13,AEBI SCHMIDT UK LTD,7155475,Revenue,3KES1,Fleetmaster Stores Account,395.95
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-13,AEBI SCHMIDT UK LTD,7155476,Revenue,3KES1,Fleetmaster Stores Account,321.78
Environment & Regeneration,Transport Development,Capital Expenditure,2017-03-27,AECOM,7174144,Capital,2DP02,Devt Capital CC,8403.00
Environment & Regeneration,Transport Development,Capital Expenditure,2017-03-17,AECOM,7175194,Capital,2DP02,Devt Capital CC,43911.64
Children's Services,Educ School Planning,Revenue Expenditure,2017-03-20,AFTER ADOPTION,7176378,Revenue,1MB28,Regional Adoption Agency,4000.00
Children's Services,Educ School Planning,Revenue Expenditure,2017-03-13,AFTER ADOPTION,7168510,Revenue,1MB28,Regional Adoption Agency,6000.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-31,AGD SYSTEMS LTD,7186416,Revenue,1KELT,Traffic Sig Sunderlnd Recharge,5780.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-20,AGD SYSTEMS LTD,7172674,Revenue,1KELA,Traffic Sig General O/H,660.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-20,AGD SYSTEMS LTD,7168401,Revenue,1KELQ,Traffic Sig N Tyne Recharge,860.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-02,AGD SYSTEMS LTD,7155936,Revenue,1KELA,Traffic Sig General O/H,3300.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-02,AGD SYSTEMS LTD,7155937,Revenue,1KELJ,Traffic Sig Newcastle Recharge,1430.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-10,AGD SYSTEMS LTD,7166619,Revenue,1KELA,Traffic Sig General O/H,90.00
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-03-21,AGE UK NEWCASTLE,7179650,Revenue,1MG88,Age Friendly Unit,4451.13
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,AGE UK NEWCASTLE,7170870,Revenue,1MG50,Home Care-Spot Purchased OP,1465.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,AGE UK NEWCASTLE,7170870,Revenue,1MH50,Home Care PD,23821.00
Chief Executive's,"CD - Policy, Strat & Comms NOR",Revenue Expenditure,2017-03-23,AGE UK NEWCASTLE,7182271,Revenue,1KN22,Fenham Ward,300.00
Chief Executive's,"CD - Policy, Strat & Comms NOR",Revenue Expenditure,2017-03-29,AGE UK NEWCASTLE,7187092,Revenue,1V62L,Community Budget PB,19941.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-01,AHIMA (SAFER FAMILIES) LTD,7160534,Revenue,1MD68,Legal Fees Care,680.16
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-01,AHIMA (SAFER FAMILIES) LTD,7160533,Revenue,1MD68,Legal Fees Care,613.20
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-03-21,AIMEDIACOMMS,7179906,Revenue,1FN20,Policy & Comms (S&S),4999.00
Environment & Regeneration,NS: Asset Man,Revenue Expenditure,2017-03-06,AIR TECHNIQUE,7160391,Revenue,1KKX1,Civic Centre Direct Costs,714.00
Adult and Culture,Social Services,Revenue Expenditure,2017-03-20,AIREY TERRACE,7176778,Revenue,1MC06,Iona Place Childrens Unit,1489.72
Adult and Culture,Social Services,Revenue Expenditure,2017-03-02,AIREY TERRACE,7161290,Revenue,1MC06,Iona Place Childrens Unit,1857.28
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-15,AKW MEDI-CARE LTD,7161123,Revenue,1KR12,DDA,370.97
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-23,AKW MEDI-CARE LTD,7161878,Revenue,1KR12,DDA,388.15
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-23,AKW MEDI-CARE LTD,7161881,Revenue,1KR12,DDA,716.67
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-23,AKW MEDI-CARE LTD,7161882,Revenue,1KR12,DDA,577.31
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-23,AKW MEDI-CARE LTD,7161880,Revenue,1KR12,DDA,351.08
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-30,AKW MEDI-CARE LTD,7168399,Revenue,1KR12,DDA,739.23
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-30,AKW MEDI-CARE LTD,7179879,Revenue,1KR12,DDA,351.08
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-17,AKW MEDI-CARE LTD,7161124,Revenue,1KR12,DDA,340.13
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-22,AKW MEDI-CARE LTD,7161128,Revenue,1KR12,DDA,328.52
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-09,AKW MEDI-CARE LTD,7149404,Revenue,1KR12,DDA,739.23
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-09,AKW MEDI-CARE LTD,7149405,Revenue,1KR12,DDA,551.04
Environment & Regeneration,Allendale Rd,Revenue Expenditure,2017-03-09,AKW MEDI-CARE LTD,7149406,Revenue,1KR12,DDA,551.04
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ALBANY HOUSE  (WHITLEY BAY),7179563,Revenue,1MM20,Residential Care MH,5287.68
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-03-14,ALBANY MOTORS,7166106,Revenue,1KESA,Heavy Workshop Routine Repair,394.75
Adult and Culture,Library Admin,Capital Expenditure,2017-03-23,ALBANY OFFICE FURNITURE SOLUTIONS,7181003,Capital,2WW01,Adult And Culture Capital,6210.00
Adult and Culture,Library Admin,Capital Expenditure,2017-03-03,ALBANY OFFICE FURNITURE SOLUTIONS,7151394,Capital,2WW01,Adult And Culture Capital,708.00
Adult and Culture,Library Admin,Capital Expenditure,2017-03-24,ALBANY OFFICE FURNITURE SOLUTIONS,7183036,Capital,2WW01,Adult And Culture Capital,6210.00
Chief Executive's,CD - Economic Development,Capital Expenditure,2017-03-08,ALBANY OFFICE FURNITURE SOLUTIONS,7151393,Capital,2CAPI,Capital Investment,726.00
Children's Services,West Riverside S/Start,Revenue Expenditure,2017-03-10,ALBANY OFFICE FURNITURE SOLUTIONS,7151396,Revenue,1EEG1,Community Family Hub - West,1137.00
Environment & Regeneration,Allendale Building,Revenue Expenditure,2017-03-09,ALBANY OFFICE FURNITURE SOLUTIONS,7148093,Revenue,1KB40,Citybuild Stores O/H,269.00
Environment & Regeneration,EEC Licensing,Revenue Expenditure,2017-03-08,ALBANY OFFICE FURNITURE SOLUTIONS,7151493,Revenue,1D521,Hackney Carriage & Privte Hire,1815.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-03-15,ALBANY OFFICE FURNITURE SOLUTIONS,7151399,Revenue,1KVEE,Electrical Stand Alone Works,363.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-31,ALERE FORENSICS LTD,7172606,Revenue,1FA51,Coroner,1685.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-27,ALERE FORENSICS LTD,7182410,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-15,ALERE FORENSICS LTD,7169590,Revenue,1FA51,Coroner,1925.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-23,ALERE FORENSICS LTD,7175029,Revenue,1FA51,Coroner,495.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-23,ALERE FORENSICS LTD,7175028,Revenue,1FA51,Coroner,430.00
Chief Executive's,CD - Legal Services,Revenue Expenditure,2017-03-17,ALERE FORENSICS LTD,7171387,Revenue,1FA51,Coroner,495.00
Children's Services,Educ School Planning,Revenue Expenditure,2017-03-02,ALERON PARTNERS,7159957,Revenue,1MB28,Regional Adoption Agency,4000.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-07,ALEXANDRA HOUSE,7164109,Revenue,1MG20,Residential Care OP,1872.00
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-03-07,ALEXANDRA HOUSE,7164109,Revenue,1MG20,Residential Care OP,495.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ALEXANDRA PARK,7179598,Revenue,1MK20,Residential Care LD,7985.12
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ALLAN COURT RESIDENTIAL HOME,7179618,Revenue,1MG10,Nursing Care OP,29380.24
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ALLAN COURT RESIDENTIAL HOME,7179618,Revenue,1MG20,Residential Care OP,8515.29
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ALLAN COURT RESIDENTIAL HOME,7179618,Revenue,1MK20,Residential Care LD,2200.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ALLAN COURT RESIDENTIAL HOME,7179618,Revenue,1MM20,Residential Care MH,8625.04
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-21,ALLAN COURT RESIDENTIAL HOME,7179631,Revenue,1MG10,Nursing Care OP,625.00
Environment & Regeneration,Allendale Building,Revenue Expenditure,2017-03-15,ALLARB LTD,7172902,Revenue,1KEBA,Sandhills Overheads,4479.17
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,ALLIED HEALTHCARE GROUP,7170907,Revenue,1MG51,Home Care-Personal OP,44256.36
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,ALLIED HEALTHCARE GROUP,7170907,Revenue,1MH50,Home Care PD,10050.87
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,ALLIED HEALTHCARE GROUP,7170907,Revenue,1MK51,Home Care LD,1748.43
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,ALLIED HEALTHCARE GROUP,7170907,Revenue,1MM50,Home Care MH,1114.83
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-03-16,ALZHEIMERS SOCIETY,7173911,Revenue,1MG91,VCS Commissioning OP,9029.42
Chief Executive's,CD - Finance & Resources NOR,Revenue Expenditure,2017-03-03,AMAS LTD,7161994,Revenue,1DF32,NGI Visitor Info Ctr,24368.25
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-13,AMENITY & HORTICULTURAL SERVICES LTD,7167687,Revenue,1KEKA,Landscape Construction,1995.00
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-03-21,ANCHOR TRUST,7179647,Revenue,1MX51,VP Hosuing Support Subsidy,845.68
Environment & Regeneration,CW Security Services,Revenue Expenditure,2017-03-10,ANDTECH SYSTEMS,7167239,Revenue,1KJ42,Security Consultancy,299.75
Environment & Regeneration,CW Security Services,Revenue Expenditure,2017-03-10,ANDTECH SYSTEMS,7162735,Revenue,1KJ42,Security Consultancy,6495.00
Environment & Regeneration,CW Security Services,Revenue Expenditure,2017-03-06,ANDTECH SYSTEMS,7163231,Revenue,1KJ42,Security Consultancy,360.00
Chief Executive's,CD - IT Mgmt & Networks,Revenue Expenditure,2017-03-16,ANTALIS MCNAUGHTON LTD,7173531,Revenue,1CP17,Digital Printing,2069.20
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-07,APPLEBY CARE HOME,7164126,Revenue,1MG10,Nursing Care OP,2535.60
Chief Executive's,CD - Safe Newcastle Unit,Revenue Expenditure,2017-03-29,APPLIED CRIMINOLOGY ASSOCIATES (ACA),7172892,Revenue,1VP33,CCTV Management Contingency,2000.00
Children's Services,Educ School Planning,Revenue Expenditure,2017-03-27,ARC ADOPTION NORTH EAST,7182477,Revenue,1MB28,Regional Adoption Agency,1016.20
Adult and Culture,Social Services,Revenue Expenditure,2017-03-01,ARCADEA,7160399,Revenue,1MK34,Shared Lives - Adult LD,360.00
Adult and Culture,Social Services,Revenue Expenditure,2017-03-28,ARCADEA,7182505,Revenue,1MK60,Ind Day Care LD,769.00
Adult and Culture,Social Services,Revenue Expenditure,2017-03-09,ARCADEA,7164404,Revenue,1MK34,Shared Lives - Adult LD,360.00
Chief Executive's,CD - Economic Development,Revenue Expenditure,2017-03-16,ARCADIS LLP,7144151,Revenue,1FR09,Major Project Team,20660.00
Chief Executive's,CD - Economic Development,Revenue Expenditure,2017-03-24,ARCADIS LLP,7179829,Revenue,1FR09,Major Project Team,21956.00
Environment & Regeneration,Cityworks Highways,Revenue Expenditure,2017-03-16,ARCO LTD,7168873,Revenue,1KEMC,Highways,1370.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-20,ARCO LTD,7174348,Revenue,1KEMC,Highways,729.00
Environment & Regeneration,Highways,Revenue Expenditure,2017-03-13,ARCO LTD,7168875,Revenue,1KEMC,Highways,2523.38
Adult and Culture,Adult Serv Lewcock House,Revenue Expenditure,2017-03-13,ARGOS BUSINESS SOLUTIONS,7169380,Revenue,1MG25,Connie Lewcock House OP,432.64
Children's Services,Childrens Stationery,Revenue Expenditure,2017-03-13,ARGOS BUSINESS SOLUTIONS,7156617,Revenue,1E233,Educational Psychology Service,447.82
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-03-16,ARRIVA NORTHUMBRIA LTD,7157535,Revenue,1V301,Travel office Travel Passes,1489.00
Environment & Regeneration,E&R Parking Services,Revenue Expenditure,2017-03-13,ARRIVA RAIL NORTH LTD,7169447,Revenue,1V301,Travel office Travel Passes,2368.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,ARTEMIS DOMICILIARY CARE,7170890,Revenue,1MG50,Home Care-Spot Purchased OP,10349.03
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-03-14,ARTEMIS DOMICILIARY CARE,7170890,Revenue,1MG51,Home Care-Personal OP,1325.70
