Newcastle City Council Invoices over £250 paid in January 2019,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,22/01/2019,AA GLOBAL LANGUAGES SERVICES LTD,7693577,revenue,1FT08,Translation Unit,550
People,Children's Social Care,Revenue Expenditure,18/01/2019,AA GLOBAL LANGUAGES SERVICES LTD,7692325,revenue,1MC21,Fostering Unit,1015
People,Children's Social Care,Revenue Expenditure,22/01/2019,AA GLOBAL LANGUAGES SERVICES LTD,7693577,revenue,1MD62,Support to LAC,130
Resources,Legal Services,Revenue Expenditure,22/01/2019,AA GLOBAL LANGUAGES SERVICES LTD,7693577,revenue,1FA51,Coroner,295
Operations & Regulatory Services ,Operations,Revenue Expenditure,10/01/2019,AAA CHEMICALS LTD,7684539,revenue,3KES1,Fleetmaster Stores Account,1210
Place,Transport,Revenue Expenditure,21/01/2019,AAA SIGNS,7692783,revenue,1KEMC,Highways,290
People,Education,Revenue Expenditure,17/01/2019,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7685839,revenue,1EA15,Newcastle City Learning Main,668
People,Education,Revenue Expenditure,31/01/2019,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7685842,revenue,1EA15,Newcastle City Learning Main,680
People,Adult Social Care,Revenue Expenditure,22/01/2019,ABBEYFIELD CASTLE FARM,7693627,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,22/01/2019,ABBEYFIELD THE GROVE,7693619,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,22/01/2019,ABBEYMOOR LIFEWAYS,7693670,revenue,1MH10,Nursing Care PD,2056.64
People,Adult Social Care,Revenue Expenditure,22/01/2019,ABBEYMOOR LIFEWAYS,7693670,revenue,1MH20,Residential Care PD,873.41
People,Adult Social Care,Revenue Expenditure,22/01/2019,ABBEYMOOR LIFEWAYS,7693670,revenue,1MM10,Nursing Care MH,7032.64
People,Adult Social Care,Revenue Income,22/01/2019,ABBEYMOOR LIFEWAYS,7693670,revenue,1MH20,Residential Care PD,-45.6
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,09/01/2019,ABEL ALARM COMPANY LTD,7683523,revenue,1KE27,Bereavement Services Overhead,2050
People,Adult Social Care,Revenue Expenditure,15/01/2019,ABSOLUTE QUALITY CARE,7687836,revenue,1MG51,Home Care-Personal OP,22467.2
People,Adult Social Care,Revenue Expenditure,15/01/2019,ABSOLUTE QUALITY CARE,7687836,revenue,1MH50,Home Care PD,9095.8
People,Adult Social Care,Revenue Expenditure,15/01/2019,ABSOLUTE QUALITY CARE,7687836,revenue,1MK51,Home Care LD,1255.6
People,Adult Social Care,Revenue Expenditure,15/01/2019,ABSOLUTE QUALITY CARE,7687836,revenue,1MM50,Home Care MH,357.7
People,Adult Social Care,Revenue Expenditure,15/01/2019,ABSOLUTE QUALITY CARE,7687800,revenue,1MK50,Supported Living LD,1897.36
People,Education,Revenue Expenditure,10/01/2019,ACADEMY MUSIC GROUP LTD T/A O2 ACADEMY N,7684833,revenue,1E558,SB Music Service,500
Resources,Financial Services,Revenue Expenditure,28/01/2019,ACCENTURE,7691236,revenue,1CF00,Payroll,5329.5
Resources,Financial Services,Revenue Expenditure,28/01/2019,ACCENTURE,7691237,revenue,1CF00,Payroll,6170.15
People,Adult Social Care,Revenue Expenditure,22/01/2019,ACCOUNTABILITY,7694618,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/01/2019,ACORN DAIRY,7696733,revenue,1KFX2,School Meals Overhead,11281
People,Children's Social Care,Revenue Expenditure,11/01/2019,ACORN HOUSE,7685318,revenue,1MC22,IND Sector Foster Carer Costs,2920
Operations & Reg Services,Operations,Revenue Expenditure,17/01/2019,ACP,7686762,revenue,1KENB,Fleet Workshops OH,1226.16
Operations & Reg Services,Operations,Revenue Expenditure,17/01/2019,ACP,7691211,revenue,1KESW,Fleet SLA Costs & Income,4060
Operations & Reg Services,Operations,Revenue Expenditure,17/01/2019,ACP,7691210,revenue,1KESW,Fleet SLA Costs & Income,3667.35
Operations & Reg Services,Operations,Revenue Expenditure,10/01/2019,ACP,7679979,revenue,1KESW,Fleet SLA Costs & Income,3627.35
Resources,Business Management (Res),Revenue Expenditure,17/01/2019,ACP,7691210,revenue,1KSCD,External Vehicle Tracking,1416.05
Resources,Business Management (Res),Revenue Expenditure,17/01/2019,ACP,7686764,revenue,1KSCD,External Vehicle Tracking,1200
Resources,Business Management (Res),Revenue Expenditure,10/01/2019,ACP,7679979,revenue,1KSCD,External Vehicle Tracking,1423.4
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,16/01/2019,ACTAVO (UK) LTD,7685931,revenue,1KVWC,Minor Works Contracts,384
People,Children's Social Care,Revenue Expenditure,11/01/2019,ACTION FOR CHILDREN,7685332,revenue,1MC22,IND Sector Foster Carer Costs,16160
People,Inclusion Comm & Procurement,Revenue Expenditure,09/01/2019,ACTION FOR CHILDREN,7683715,revenue,1EEG1,Community Family Hub - West,19000
People,Adult Social Care,Revenue Expenditure,04/01/2019,ACTION ON HEARING LOSS,7680667,revenue,1MG70,Equipt & Adaptations OP,265.21
People,Children's Social Care,Revenue Expenditure,11/01/2019,ACTIVE ARK,7685360,revenue,1MC02,Ind Sector Placements,37240
People,Children's Social Care,Revenue Expenditure,11/01/2019,ACTIVE ARK,7685361,revenue,1MC02,Ind Sector Placements,75511.43
People,Children's Social Care,Revenue Expenditure,11/01/2019,ACTIVE ARK,7685359,revenue,1MC02,Ind Sector Placements,18620
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,25/01/2019,ADC ELECTRICAL CO LTD(F),7689963,revenue,1KR8L,Wide District Heating,816
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,15/01/2019,ADT FIRE & SECURITY,7688119,revenue,1DR03,Grainger Market,284.96
Place,Commercial Dev & Property,Revenue Expenditure,09/01/2019,ADT FIRE & SECURITY,7683525,revenue,1DE46,i2- Byker NEC,3101.93
Place,Commercial Dev & Property,Revenue Expenditure,09/01/2019,ADT FIRE & SECURITY,7683526,revenue,1DE46,i2- Byker NEC,426.94
Resources,Financial Services,Revenue Expenditure,25/01/2019,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7682191,revenue,1FF51,Finance,11495
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,29/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7698067,revenue,1HA01,R&M Gen - Citywide,863.79
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,29/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7698063,revenue,1HA01,R&M Gen - Citywide,457.65
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,25/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7698060,revenue,1HA01,R&M Gen - Citywide,926.77
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,24/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7681301,revenue,1HA01,R&M Gen - Citywide,468.75
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,10/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7684280,revenue,1HA01,R&M Gen - Citywide,395
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,10/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7657478,revenue,1HA01,R&M Gen - Citywide,2378
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,10/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7657479,revenue,1HA01,R&M Gen - Citywide,1522.22
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,10/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7659866,revenue,1HA01,R&M Gen - Citywide,480.72
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ADVANCED CLEANING & MAINTENANCE LTD,7651700,revenue,1HA01,R&M Gen - Citywide,751.25
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,23/01/2019,ADVANCED WATER TECHNOLOGIES,7696292,revenue,1KR05,District Heating,1100
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,23/01/2019,ADVANCED WATER TECHNOLOGIES,7696292,revenue,1KR8L,Wide District Heating,265
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,23/01/2019,ADVANCED WATER TECHNOLOGIES,7677565,revenue,1KR05,District Heating,3221.13
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,29/01/2019,ADVANCED WATER TECHNOLOGIES,7696293,revenue,1KR05,District Heating,1100
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,29/01/2019,ADVANCED WATER TECHNOLOGIES,7696293,revenue,1KR8L,Wide District Heating,265
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,25/01/2019,ADVANCED WATER TECHNOLOGIES,7698174,revenue,1KR05,District Heating,1100
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,25/01/2019,ADVANCED WATER TECHNOLOGIES,7698174,revenue,1KR8L,Wide District Heating,265
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,14/01/2019,ADVANTEX NETWORK SOLUTIONS LTD,7686715,revenue,1KVEE,Electrical Stand Alone Works,909.38
Operations & Reg Services,Operations,Revenue Expenditure,30/01/2019,AEBI SCHMIDT UK LTD,7683139,revenue,1KESA,Heavy Workshop Routine Repair,516.74
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/01/2019,AEBI SCHMIDT UK LTD,7683138,revenue,3KES1,Fleetmaster Stores Account,399.51
Place,Transport,Revenue Expenditure,14/01/2019,AECOM,7686672,revenue,1V091,Air Quality,55232.38
Place,Transport,Revenue Expenditure,23/01/2019,AGD SYSTEMS LTD,7682469,revenue,1KELA,Traffic Sig General O/H,4720
Place,Transport,Revenue Expenditure,23/01/2019,AGD SYSTEMS LTD,7682469,revenue,1KEL4,Traffic Sig - Non Local Auth,312
Place,Transport,Revenue Expenditure,08/01/2019,AGD SYSTEMS LTD,7682480,revenue,1KEMC,Highways,1024
Place,Transport,Revenue Expenditure,08/01/2019,AGD SYSTEMS LTD,7682480,revenue,1KELP,Traffic Sig N Tyne Maintenance,2010
Place,Transport,Revenue Expenditure,08/01/2019,AGD SYSTEMS LTD,7682481,revenue,1KELR,Traffic Sig Sunderland Maintce,6330
Place,Transport,Revenue Expenditure,04/01/2019,AGD SYSTEMS LTD,7632626,revenue,1KELP,Traffic Sig N Tyne Maintenance,4972
Place,Transport,Revenue Expenditure,31/01/2019,AGD SYSTEMS LTD,7696547,revenue,1KELM,Traffic Sig S Tyne Maintenance,1930
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,15/01/2019,AKW MEDI-CARE LTD,7687311,revenue,1KR10,Voids,285.6
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,15/01/2019,AKW MEDI-CARE LTD,7687309,revenue,1KR12,DDA,715.98
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,15/01/2019,AKW MEDI-CARE LTD,7687308,revenue,1KR12,DDA,590.27
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,15/01/2019,AKW MEDI-CARE LTD,7687307,revenue,1KR12,DDA,376.09
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,29/01/2019,AKW MEDI-CARE LTD,7687312,revenue,1KR12,DDA,351.91
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,14/01/2019,AKW MEDI-CARE LTD,7683481,revenue,1KR10,Voids,351.91
Operations & Reg Services,Parking,Revenue Expenditure,07/01/2019,ALAN CARR DESIGN & PRINT,7677860,revenue,1V204,Car Parking Infrastructure,1778.2
Assistant Chief Executive,Democratic Services,Revenue Expenditure,10/01/2019,ALAN HILLARY EVENTS LTD,7684150,revenue,1FN01,Lord Mayors Secretariat,2551
Place,Development Management,Revenue Expenditure,22/01/2019,ALAN WILLIAMS ARCHAEOLOGY,7693568,revenue,1V073,Historic Monumnets,300
Place,Development Management,Revenue Expenditure,22/01/2019,ALAN WILLIAMS ARCHAEOLOGY,7693571,revenue,1V073,Historic Monumnets,600
Place,Development Management,Revenue Expenditure,22/01/2019,ALAN WILLIAMS ARCHAEOLOGY,7693570,revenue,1V073,Historic Monumnets,500
Corporate Budgets,Corporate Budgets,Revenue Expenditure,14/01/2019,ALARM,7686893,revenue,1RB03,Insurance Provision,684
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,14/01/2019,ALARM SUPPLIES SCOTLAND LTD,7684907,revenue,1KJ42,Security Consultancy,1043.8
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,11/01/2019,ALARM SUPPLIES SCOTLAND LTD,7684906,revenue,1KJ42,Security Consultancy,447.6
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,21/01/2019,ALARM SUPPLIES SCOTLAND LTD,7693159,revenue,1KVEE,Electrical Stand Alone Works,1319.5
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALBANY HOUSE  (WHITLEY BAY),7693628,revenue,1MM20,Residential Care MH,5658.36
People,Inclusion Comm & Procurement,Revenue Expenditure,14/01/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7686753,revenue,1E302,Parent Partnership Service,760
Place,Major Projects,Capital Expenditure,11/01/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7685582,Capital,2CAPI,Capital Investment,990
Public Health,Public Health,Capital Expenditure,17/01/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7662728,Capital,2CAPI,Capital Investment,10542
Public Health,Public Health,Capital Expenditure,08/01/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7662729,Capital,2CAPI,Capital Investment,320
Resources,Financial Services,Revenue Expenditure,29/01/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7699156,revenue,1CR01,Revs and Bens Supp&Svs,1710
Resources,Legal Services,Revenue Expenditure,23/01/2019,ALERE FORENSICS LTD,7695588,revenue,1FA51,Coroner,965
Resources,Legal Services,Revenue Expenditure,23/01/2019,ALERE FORENSICS LTD,7695585,revenue,1FA51,Coroner,370
Resources,Legal Services,Revenue Expenditure,17/01/2019,ALERE FORENSICS LTD,7690675,revenue,1FA51,Coroner,4715
Resources,Legal Services,Revenue Expenditure,25/01/2019,ALERE FORENSICS LTD,7695587,revenue,1FA51,Coroner,1485
Resources,Legal Services,Revenue Expenditure,02/01/2019,ALERE FORENSICS LTD,7679630,revenue,1FA51,Coroner,1485
Resources,Legal Services,Revenue Expenditure,03/01/2019,ALERE FORENSICS LTD,7679978,revenue,1FA51,Coroner,1480
Resources,Legal Services,Revenue Expenditure,03/01/2019,ALERE FORENSICS LTD,7679976,revenue,1FA51,Coroner,410
Resources,Legal Services,Revenue Expenditure,03/01/2019,ALERE FORENSICS LTD,7679977,revenue,1FA51,Coroner,1435
Resources,Legal Services,Revenue Expenditure,03/01/2019,ALERE FORENSICS LTD,7679975,revenue,1FA51,Coroner,495
Resources,Legal Services,Revenue Expenditure,10/01/2019,ALERE FORENSICS LTD,7684573,revenue,1FA51,Coroner,495
People,Children's Social Care,Revenue Expenditure,18/01/2019,ALERE TOXICOLOGY,7691700,revenue,1MD68,Legal Fees Care,296
People,Adult Social Care,Revenue Expenditure,08/01/2019,ALEXANDRA HOUSE,7682019,revenue,1MG20,Residential Care OP,4152
People,Adult Social Care,Revenue Income,08/01/2019,ALEXANDRA HOUSE,7682019,revenue,1MG20,Residential Care OP,-1104.8
Operations & Reg Services,Community Hubs,Revenue Expenditure,08/01/2019,ALL ABOUT TREES LTD,7681772,revenue,1KL6E,Parks & Heritage Trust Project,3250
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALLAN COURT RESIDENTIAL HOME,7693684,revenue,1MG10,Nursing Care OP,39727.1
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALLAN COURT RESIDENTIAL HOME,7693684,revenue,1MG20,Residential Care OP,45190.14
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALLAN COURT RESIDENTIAL HOME,7693684,revenue,1MH10,Nursing Care PD,3003
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALLAN COURT RESIDENTIAL HOME,7693684,revenue,1MH20,Residential Care PD,4740.72
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALLAN COURT RESIDENTIAL HOME,7693684,revenue,1MM10,Nursing Care MH,5360.52
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALLAN COURT RESIDENTIAL HOME,7693684,revenue,1MM20,Residential Care MH,10969.43
People,Adult Social Care,Revenue Expenditure,22/01/2019,ALLAN COURT RESIDENTIAL HOME,7693695,revenue,1MG10,Nursing Care OP,632.64
Operations & Reg Services,Community Hubs,Revenue Expenditure,29/01/2019,ALLARB LTD,7677849,revenue,1KL60,Parks - Premises Costs,4480
Operations & Reg Services,Community Hubs,Revenue Expenditure,29/01/2019,ALLARB LTD,7656773,revenue,1KL60,Parks - Premises Costs,888
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,18/01/2019,ALLIANCE DISPOSABLES LTD,7677830,revenue,1KFWC,Welford Day Centre,466.75
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,09/01/2019,ALLIANCE DISPOSABLES LTD,7683243,revenue,1KFS1,Walker Technology College,323.03
People,Inclusion Comm & Procurement,Revenue Expenditure,17/01/2019,ALLIANCE DISPOSABLES LTD,7678763,revenue,1MW04,Foodworks Training,302.97
People,Inclusion Comm & Procurement,Revenue Expenditure,11/01/2019,ALLIANCE DISPOSABLES LTD,7671051,revenue,1MW04,Foodworks Training,462.27
Operations & Reg Services,Operations,Revenue Expenditure,30/01/2019,ALPHA RECOVERY LTD,7683153,revenue,1KESA,Heavy Workshop Routine Repair,290
Operations & Reg Services,Operations,Revenue Expenditure,30/01/2019,ALPHA RECOVERY LTD,7683153,revenue,1KESB,Heavy Workshop Code 5 Repairs,220
Place,Transport,Revenue Expenditure,28/01/2019,AL-VAC LTD,7699241,revenue,1KEMC,Highways,264.08
Place,Transport,Revenue Expenditure,15/01/2019,AMENITY & HORTICULTURAL SERVICES LTD,7680421,revenue,1KEMC,Highways,1125.92
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,09/01/2019,AMTECH GROUP LTD,7680425,revenue,1KVEM,Mechanical Stand Alone Works,1275.5
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,17/01/2019,ANDREW SYKES HIRE LIMITED,7690880,revenue,1KVWC,Minor Works Contracts,263.34
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,17/01/2019,ANDREW SYKES HIRE LIMITED,7690882,revenue,1KVWC,Minor Works Contracts,287.28
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,02/01/2019,ANDTECH SYSTEMS,7679561,revenue,1KJ42,Security Consultancy,275
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,02/01/2019,ANDTECH SYSTEMS,7679560,revenue,1KJ42,Security Consultancy,7150
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,02/01/2019,ANDTECH SYSTEMS,7679562,revenue,1KKU5,Civic Centre Control,430
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,28/01/2019,ANDTECH SYSTEMS,7699378,revenue,1KJ42,Security Consultancy,6500
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/01/2019,ANDTECH SYSTEMS,7697267,revenue,1KJ42,Security Consultancy,290
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/01/2019,ANDTECH SYSTEMS,7697260,revenue,1KJ42,Security Consultancy,840
People,Adult Social Care,Revenue Expenditure,07/01/2019,ANNE'S PET GROOMING,7673061,revenue,1MG92,Financial Safeguarding,635.5
Resources,ICT,Revenue Expenditure,28/01/2019,ANTALIS MCNAUGHTON LTD,7699027,revenue,1CP17,Digital Printing,486.4
Resources,ICT,Revenue Expenditure,28/01/2019,ANTALIS MCNAUGHTON LTD,7699029,revenue,1CP17,Digital Printing,507
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,28/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7699081,Capital,2HE01,Capital Citywide,425
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,28/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7698954,Capital,2HE01,Capital Citywide,750
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,15/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680639,revenue,1HBTC,Planned Tech Maintenance,475
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,15/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680492,revenue,1HBTC,Planned Tech Maintenance,540
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,15/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680491,revenue,1HBTC,Planned Tech Maintenance,570
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,14/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680651,revenue,1HBTC,Planned Tech Maintenance,475
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,14/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680493,revenue,1HBTC,Planned Tech Maintenance,525
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,14/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680494,revenue,1HBTC,Planned Tech Maintenance,450
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,14/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680814,revenue,1HBTC,Planned Tech Maintenance,570
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,14/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680495,revenue,1HBTC,Planned Tech Maintenance,540
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7676219,revenue,1HBTC,Planned Tech Maintenance,775
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7676245,revenue,1HBTC,Planned Tech Maintenance,475
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7676246,revenue,1HBTC,Planned Tech Maintenance,475
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7676247,revenue,1HBTC,Planned Tech Maintenance,625
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7676480,revenue,1HBTC,Planned Tech Maintenance,625
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7676481,revenue,1HBTC,Planned Tech Maintenance,675
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,11/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7676227,revenue,1HBTC,Planned Tech Maintenance,350
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,22/01/2019,ANTHONY P DAVIES ASSOCIATES LTD,7680634,revenue,1HBTC,Planned Tech Maintenance,630
Operations & Reg Services,Local services,Revenue Expenditure,23/01/2019,APEX RADIO SYSTEMS LTD,7695589,revenue,1KE23,Sandhills,395
People,Adult Social Care,Revenue Expenditure,18/01/2019,APM CLEANING LTD,7691692,revenue,1MM50,Home Care MH,1072
People,Adult Social Care,Revenue Expenditure,08/01/2019,APPLEBY CARE HOME,7682031,revenue,1MG10,Nursing Care OP,5876.4
People,Adult Social Care,Revenue Expenditure,08/01/2019,APPLEBY CARE HOME,7682030,revenue,1MG10,Nursing Care OP,741.11
People,Adult Social Care,Revenue Income,08/01/2019,APPLEBY CARE HOME,7682031,revenue,1MG10,Nursing Care OP,-596.76
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,09/01/2019,APPLIED GLASS FILMS LTD,7683561,revenue,1KVWC,Minor Works Contracts,387
People,Inclusion Comm & Procurement,Revenue Expenditure,22/01/2019,APT TRAINING & CONSULTANCY LTD,7694765,revenue,1EEG1,Community Family Hub - West,3250
Place,Transport,Capital Expenditure,29/01/2019,AQUASITION LTD,7695839,Capital,2CAPI,Capital Investment,500
People,Adult Social Care,Revenue Expenditure,18/01/2019,ARCADEA,7687914,revenue,1MH50,Home Care PD,240
People,Adult Social Care,Revenue Expenditure,18/01/2019,ARCADEA,7687914,revenue,1MH60,Day Care PD,1158
People,Adult Social Care,Revenue Expenditure,18/01/2019,ARCADEA,7687911,revenue,1MK51,Home Care LD,256
People,Adult Social Care,Revenue Expenditure,18/01/2019,ARCADEA,7687912,revenue,1MK51,Home Care LD,192
People,Adult Social Care,Revenue Expenditure,18/01/2019,ARCADEA,7687912,revenue,1MK60,Ind Day Care LD,380
People,Adult Social Care,Revenue Expenditure,18/01/2019,ARCADEA,7687913,revenue,1MK51,Home Care LD,180
