Newcastle City Council Invoices over £250 paid in March 2020,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABBEYFIELD CASTLE FARM,8013707,revenue,1MG20,Residential Care OP,7511.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ABBEYFIELD THE GROVE,8001188,revenue,1MG20,Residential Care OP,7511.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABBEYFIELD THE GROVE,8013698,revenue,1MG20,Residential Care OP,7511.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABBEYMOOR,8013708,revenue,1MH10,Nursing Care PD,13278.69
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ABBEYMOOR LIFEWAYS,8001124,revenue,1MH10,Nursing Care PD,8852.46
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ABBEYMOOR LIFEWAYS,8001124,revenue,1MM10,Nursing Care MH,4370.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABBEYMOOR LIFEWAYS,8013744,revenue,1MH10,Nursing Care PD,5901.64
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABBEYMOOR LIFEWAYS,8013744,revenue,1MM10,Nursing Care MH,4370.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ABSOLUTE QUALITY CARE,7993941,revenue,1MG50,Home Care-Spot Purchased OP,20202.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ABSOLUTE QUALITY CARE,7993941,revenue,1MH50,Home Care PD,6050.79
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ABSOLUTE QUALITY CARE,7993941,revenue,1MK51,Home Care LD,1449.7
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ABSOLUTE QUALITY CARE,7993906,revenue,1MK50,Supported Living LD,3296.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABSOLUTE QUALITY CARE,8013607,revenue,1MG50,Home Care-Spot Purchased OP,24268.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABSOLUTE QUALITY CARE,8013607,revenue,1MH50,Home Care PD,6958.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABSOLUTE QUALITY CARE,8013607,revenue,1MK51,Home Care LD,1464.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ABSOLUTE QUALITY CARE,8013607,revenue,1MM50,Home Care MH,100.8
ASC & Integrated Services,Adult Social Care,Revenue Income,10/03/2020,ABSOLUTE QUALITY CARE,7993906,revenue,1MK50,Supported Living LD,-119.3
Operations & Reg Services,Operations,Revenue Expenditure,16/03/2020,ACADEMIC CONSULTING SERVICES,7999096,revenue,1VP23,External Grants,800.00
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,03/03/2020,ACCESS UK LTD,7988726,revenue,1KB00,Head of Citybuild,2400
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,16/03/2020,ACCOUNTABILITY,7999568,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/03/2020,ACORN DAIRY,8006389,revenue,1KFX2,School Meals Overhead,10110.75
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,13/03/2020,ACORN DAIRY,7998088,revenue,1KFX2,School Meals Overhead,13128.75
Operations & Reg Services,Operations,Revenue Expenditure,30/03/2020,ACP,7986973,revenue,1KESW,Fleet Internal & External Hire,3628.60
Operations&Regulatory Services,Single Point of Leadership,Capital Expenditure,05/03/2020,ACP,7990436,Capital,2CAPI,Capital Investment,401.22
Resources,Business Management,Revenue Expenditure,18/03/2020,ACP,8002631,revenue,1KSCD,External Vehicle Tracking,2397.40
Resources,Business Management,Revenue Expenditure,30/03/2020,ACP,7986973,revenue,1KSCD,External Vehicle Tracking,1419.35
Resources,Financial Services,Revenue Expenditure,27/03/2020,ACS LTD,8009920,revenue,1CS00,Revs and Bens Staffing,650.00
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,03/03/2020,ACTAVO (UK) LTD,7985467,revenue,1KVWC,Minor Works Contracts,1890
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/03/2020,ACTION FOR CHILDREN,7987033,revenue,1MC13,Post 18 Staying Put,1360
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/03/2020,ACTION FOR CHILDREN,7987033,revenue,1MC22,IND Sector Foster Carer Costs,6080
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,04/03/2020,ACTION FOR CHILDREN,7989798,revenue,1MB04,Childrens Standards Unit,4089.55
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,31/03/2020,ACTION FOR CHILDREN,8013513,revenue,1MC13,Post 18 Staying Put,1360
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,31/03/2020,ACTION FOR CHILDREN,8013513,revenue,1MC22,IND Sector Foster Carer Costs,6080
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,27/03/2020,ACTION ON HEARING LOSS,8005413,revenue,1MH50,Home Care PD,1161.6
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,13/03/2020,ACTION ON HEARING LOSS,7997424,revenue,1MH50,Home Care PD,619.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,13/03/2020,ACTION ON HEARING LOSS,7997422,revenue,1MH50,Home Care PD,464.64
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,13/03/2020,ACTION ON HEARING LOSS,7997421,revenue,1MH50,Home Care PD,1161.6
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,03/03/2020,ACTION ON HEARING LOSS,7988216,revenue,1MG70,Equipt & Adaptations OP,308.66
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ACTION ON HEARING LOSS,8013645,revenue,1MH50,Home Care PD,1781.12
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/03/2020,ACTIVE ARK,7987056,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/03/2020,ACTIVE ARK,7987057,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/03/2020,ACTIVE ARK,7987058,revenue,1MC02,Ind Sector Placements,27820
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,31/03/2020,ACTIVE ARK,8013533,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,31/03/2020,ACTIVE ARK,8013534,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,31/03/2020,ACTIVE ARK,8013535,revenue,1MC02,Ind Sector Placements,27820
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,13/03/2020,ADC ELECTRICAL CO LTD(F),7996220,revenue,1KR8L,Wide District Heating,319
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,02/03/2020,ADT FIRE & SECURITY,7986658,revenue,1KJ94,Security Services Delegated,1805.44
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,03/03/2020,ADT FIRE & SECURITY,7988526,revenue,1KJ94,Security Services Delegated,1530.7
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,03/03/2020,ADT FIRE & SECURITY,7988524,revenue,1KJ94,Security Services Delegated,2044.06
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,03/03/2020,ADT FIRE & SECURITY,7988590,revenue,1KJ94,Security Services Delegated,1325.98
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,03/03/2020,ADT FIRE & SECURITY,7988589,revenue,1KJ94,Security Services Delegated,1503.28
Place,Commercial Dev & Property,Revenue Expenditure,13/03/2020,ADT FIRE & SECURITY,7997871,revenue,1DE49,i4- Quayside NEC,448.28
Resources,Financial Services,Revenue Expenditure,31/03/2020,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,8013793,revenue,1FF51,Finance,3132.00
Resources,Financial Services,Revenue Expenditure,31/03/2020,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,8013807,revenue,1FF51,Finance,522.00
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,30/03/2020,ADVANCED CLEANING & MAINTENANCE LTD,8011116,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,2409.61
Operations & Reg Services,Environment&Public Protection,Revenue Expenditure,05/03/2020,ADVANCED CLEANING & MAINTENANCE LTD,7990276,revenue,1D568,Work in Default Recoverable,2027.68
Operations & Reg Services,Operations,Revenue Expenditure,06/03/2020,ADVANCED RADIATORS LTD,7991633,revenue,1KESB,Non Contract Repair Workshop,450.00
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,11/03/2020,ADVANCED WATER TECHNOLOGIES,7996344,revenue,1KR05,District Heating,1100
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,11/03/2020,ADVANCED WATER TECHNOLOGIES,7996344,revenue,1KR8L,Wide District Heating,265
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,30/03/2020,ADVANCED WATER TECHNOLOGIES,7998107,revenue,1KR05,District Heating,1100
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,30/03/2020,ADVANCED WATER TECHNOLOGIES,7998107,revenue,1KR8L,Wide District Heating,265
Operations & Reg Services,Operations,Revenue Expenditure,18/03/2020,AEBI SCHMIDT UK LTD,8002696,revenue,1KESA,Maintenance Workshops,348.76
Operations & Regulatory Services ,Operations,Revenue Expenditure,19/03/2020,AEBI SCHMIDT UK LTD,7999895,revenue,3KES1,Fleetmaster Stores Account,342.83
Operations & Regulatory Services ,Operations,Revenue Expenditure,06/03/2020,AEBI SCHMIDT UK LTD,7973327,revenue,3KES1,Fleetmaster Stores Account,305.67
Operations & Regulatory Services ,Operations,Revenue Expenditure,13/03/2020,AEBI SCHMIDT UK LTD,7998430,revenue,3KES1,Fleetmaster Stores Account,974.81
Place,Transport,Revenue Expenditure,11/03/2020,AGD SYSTEMS LTD,7985662,revenue,1KELW,Traffic Sig Northumb Maintce,1340.00
Place,Transport,Revenue Expenditure,13/03/2020,AIMRANGE (N.E.) LTD,7997955,revenue,1KEAV,Flood Management,350.00
Place,Commercial Dev & Property,Revenue Expenditure,20/03/2020,AIR TECHNIQUE,7992291,revenue,1KKX1,Civic Centre Direct Costs,2650.00
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,10/03/2020,AKW MEDI-CARE LTD,7982950,revenue,1KVWC,Minor Works Contracts,565
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,05/03/2020,AKW MEDI-CARE LTD,7983384,revenue,1KR12,DDA,331.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ALBANY HOUSE  (WHITLEY BAY),8001199,revenue,1MM20,Residential Care MH,3923.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALBANY HOUSE  (WHITLEY BAY),8013709,revenue,1MM20,Residential Care MH,3923.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/03/2020,ALBANYOFFICE FURNITURESOLUTIONS,8005158,revenue,1MG26,Byker Lodge Resource Centre OP,990
Place,Major Projects,Capital Expenditure,30/03/2020,ALBANYOFFICE FURNITURESOLUTIONS,8005159,Capital,2CAPI,Capital Investment,297.00
Place,Major Projects,Capital Expenditure,04/03/2020,ALBANYOFFICE FURNITURESOLUTIONS,7976210,Capital,2CAPI,Capital Investment,1859.00
Place,Major Projects,Capital Expenditure,03/03/2020,ALBANYOFFICE FURNITURESOLUTIONS,7973971,Capital,2CAPI,Capital Investment,3816.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,03/03/2020,ALEXANDRA HOUSE,7988070,revenue,1MG20,Residential Care OP,4152
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALEXANDRA HOUSE,8013360,revenue,1MG20,Residential Care OP,4152
ASC & Integrated Services,Adult Social Care,Revenue Income,03/03/2020,ALEXANDRA HOUSE,7988070,revenue,1MG20,Residential Care OP,-1138.8
ASC & Integrated Services,Adult Social Care,Revenue Income,31/03/2020,ALEXANDRA HOUSE,8013360,revenue,1MG20,Residential Care OP,-1138.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7994076,revenue,1MH20,Residential Care PD,720
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7974819,revenue,1MH20,Residential Care PD,540
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7994078,revenue,1MK50,Supported Living LD,360
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7974821,revenue,1MK50,Supported Living LD,270
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7994077,revenue,1MM20,Residential Care MH,1260
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7994079,revenue,1MM20,Residential Care MH,720
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7974820,revenue,1MM20,Residential Care MH,540
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,10/03/2020,ALLAN COURT RESIDENTIAL HOME,7974822,revenue,1MM20,Residential Care MH,945
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ALLAN COURT RESIDENTIAL HOME,8001144,revenue,1MG10,Nursing Care OP,41737.4
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ALLAN COURT RESIDENTIAL HOME,8001144,revenue,1MG20,Residential Care OP,69038.14
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ALLAN COURT RESIDENTIAL HOME,8001144,revenue,1MH10,Nursing Care PD,6332.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ALLAN COURT RESIDENTIAL HOME,8001144,revenue,1MM10,Nursing Care MH,2503.84
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ALLAN COURT RESIDENTIAL HOME,8001144,revenue,1MM20,Residential Care MH,12215.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/03/2020,ALLAN COURT RESIDENTIAL HOME,8001159,revenue,1MG10,Nursing Care OP,662.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALLAN COURT RESIDENTIAL HOME,8013763,revenue,1MG10,Nursing Care OP,35338.65
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALLAN COURT RESIDENTIAL HOME,8013763,revenue,1MG20,Residential Care OP,64674.78
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALLAN COURT RESIDENTIAL HOME,8013763,revenue,1MH10,Nursing Care PD,6332.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALLAN COURT RESIDENTIAL HOME,8013763,revenue,1MM10,Nursing Care MH,2503.84
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALLAN COURT RESIDENTIAL HOME,8013763,revenue,1MM20,Residential Care MH,12215.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,ALLAN COURT RESIDENTIAL HOME,8013774,revenue,1MG10,Nursing Care OP,662.24
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,30/03/2020,ALLIANCE DISPOSABLES LTD,8009277,revenue,1MW03,Foodworks Enterprise,488.39
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,13/03/2020,ALLIANCE DISPOSABLES LTD,7998337,revenue,1MW03,Foodworks Enterprise,333.24
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,11/03/2020,ALLIANCE DISPOSABLES LTD,7965192,revenue,1KFR6,Benfield Comp,502.42
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,13/03/2020,ALLIANCE DISPOSABLES LTD,7998184,revenue,1KFWC,Welford Day Centre,261.39
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,03/03/2020,ALLIED EXPOLORATION & GEOTECHNICS LIMITE,7988666,revenue,1KBRM,Sub Contractors R & M,12460.22
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,03/03/2020,ALLIED EXPOLORATION & GEOTECHNICS LIMITE,7988671,revenue,1KBRM,Sub Contractors R & M,5851
Resources,Financial Services,Revenue Expenditure,27/03/2020,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,8009927,revenue,1V123,Blue Badge Applications,765.10
Resources,Financial Services,Revenue Expenditure,11/03/2020,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,7996222,revenue,1V123,Blue Badge Applications,786.41
Operations & Reg Services,Parking,Revenue Expenditure,31/03/2020,ALPHA HOUSE LTD,8010172,revenue,1V204,Car Parking Infrastructure,334.00
ASC & Integrated Services,Inclusion and Commissioning,Revenue Expenditure,12/03/2020,ALTIOR HOLDINGS,7997048,revenue,1FRAT,Housing Advice,16402.55
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,30/03/2020,AMARI PLASTICS PLC,8009265,revenue,1KVWC,Minor Works Contracts,420
Place,Transport,Revenue Expenditure,10/03/2020,AMENITY & HORTICULTURAL SERVICES LTD,7994668,revenue,1KEMC,Highways,976.07
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,05/03/2020,AMTECH GROUP LTD,7971890,revenue,1KVEM,Mechanical Stand Alone Works,627.5
Resources,ICT,Revenue Expenditure,30/03/2020,ANTALIS MCNAUGHTON LTD,8012366,revenue,1CP17,Digital Printing,2060.00
Resources,ICT,Revenue Expenditure,09/03/2020,ANTALIS MCNAUGHTON LTD,7992993,revenue,1CP17,Digital Printing,350.00
Resources,ICT,Revenue Expenditure,09/03/2020,ANTALIS MCNAUGHTON LTD,7992994,revenue,1CP17,Digital Printing,2012.76
Resources,ICT,Revenue Expenditure,09/03/2020,ANTALIS MCNAUGHTON LTD,7992998,revenue,1CP17,Digital Printing,310.20
Resources,ICT,Revenue Expenditure,09/03/2020,ANTALIS MCNAUGHTON LTD,7993000,revenue,1CP17,Digital Printing,307.50
Operations & Reg Services,Local Services,Revenue Expenditure,12/03/2020,APEX RADIO SYSTEMS LTD,7992726,revenue,1KE23,Sandhills,395.99
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,03/03/2020,APPLEBY CARE HOME,7988076,revenue,1MG10,Nursing Care OP,2967.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,APPLEBY CARE HOME,8013367,revenue,1MG10,Nursing Care OP,2967.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,03/03/2020,APPLETON MANOR CARE HOME,7988176,revenue,1MG20,Residential Care OP,2332
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,31/03/2020,APPLETON MANOR CARE HOME,8013465,revenue,1MG20,Residential Care OP,2332
ASC & Integrated Services,Adult Social Care,Revenue Income,03/03/2020,APPLETON MANOR CARE HOME,7988176,revenue,1MG20,Residential Care OP,-925.36
ASC & Integrated Services,Adult Social Care,Revenue Income,31/03/2020,APPLETON MANOR CARE HOME,8013465,revenue,1MG20,Residential Care OP,-925.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,12/03/2020,APPLIED CARE AND DEVELOPMENT LTD,7996892,revenue,1MC02,Ind Sector Placements,38678.57
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986934,revenue,1MK51,Home Care LD,180
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986934,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986932,revenue,1MK51,Home Care LD,180
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986932,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986896,revenue,1MK51,Home Care LD,240
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986896,revenue,1MK60,Ind Day Care LD,1158
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986935,revenue,1MK51,Home Care LD,80
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986935,revenue,1MK60,Ind Day Care LD,198.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/03/2020,ARCADEA,7986940,revenue,1MK51,Home Care LD,256
