Newcastle City Council Invoices over £250 paid in February 2019,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,04/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7699021,revenue,1FT08,Translation Unit,281.00
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,20/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7708531,revenue,1FT08,Translation Unit,200.00
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,12/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7708532,revenue,1FT08,Translation Unit,115.00
People,Children's Social Care,Revenue Expenditure,04/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7699021,revenue,1MD62,Support to LAC,1046.00
People,Children's Social Care,Revenue Expenditure,04/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7699021,revenue,1MD68,Legal Fees Care,945.00
People,Children's Social Care,Revenue Expenditure,20/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7708531,revenue,1MD68,Legal Fees Care,1215.00
People,Children's Social Care,Revenue Expenditure,12/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7708532,revenue,1MD62,Support to LAC,665.00
People,Children's Social Care,Revenue Expenditure,12/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7708532,revenue,1MD68,Legal Fees Care,1390.00
Resources,Legal Services,Revenue Expenditure,20/02/2019,AA GLOBAL LANGUAGES SERVICES LTD,7708531,revenue,1FA51,Coroner,30.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,07/02/2019,AAA CHEMICALS LTD,7707529,revenue,3KES1,Fleetmaster Stores Account,726.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,13/02/2019,AAA CHEMICALS LTD,7709741,revenue,3KES1,Fleetmaster Stores Account,968.00
People,Education,Revenue Expenditure,27/02/2019,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7711751,revenue,1EA15,Newcastle City Learning Main,276.00
People,Education,Revenue Expenditure,12/02/2019,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7711749,revenue,1EA15,Newcastle City Learning Main,320.00
People,Adult Social Care,Revenue Expenditure,19/02/2019,ABBEYFIELD CASTLE FARM,7716437,revenue,1MG20,Residential Care OP,14645.44
People,Adult Social Care,Revenue Expenditure,19/02/2019,ABBEYFIELD THE GROVE,7716428,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,19/02/2019,ABBEYMOOR LIFEWAYS,7716491,revenue,1MH10,Nursing Care PD,-5218.72
People,Adult Social Care,Revenue Expenditure,19/02/2019,ABBEYMOOR LIFEWAYS,7716491,revenue,1MM10,Nursing Care MH,7032.64
People,Adult Social Care,Revenue Expenditure,12/02/2019,ABSOLUTE QUALITY CARE,7712042,revenue,1MG51,Home Care-Personal OP,21167.51
People,Adult Social Care,Revenue Expenditure,12/02/2019,ABSOLUTE QUALITY CARE,7712042,revenue,1MH50,Home Care PD,6836.45
People,Adult Social Care,Revenue Expenditure,12/02/2019,ABSOLUTE QUALITY CARE,7712042,revenue,1MK51,Home Care LD,1146.10
People,Adult Social Care,Revenue Expenditure,12/02/2019,ABSOLUTE QUALITY CARE,7712042,revenue,1MM50,Home Care MH,343.10
People,Adult Social Care,Revenue Expenditure,12/02/2019,ABSOLUTE QUALITY CARE,7712027,revenue,1MK50,Supported Living LD,1897.36
People,Adult Social Care,Revenue Expenditure,12/02/2019,ABSOLUTE QUALITY CARE,7712070,revenue,1MK50,Supported Living LD,693.50
Operations & Reg Services,Operations,Revenue Expenditure,19/02/2019,ACADEMIC CONSULTING SERVICES,7715762,revenue,1VP22,Community Safety Team,840.00
People,Adult Social Care,Revenue Expenditure,19/02/2019,ACCOUNTABILITY,7717055,revenue,1MH40,Direct Payments PD,2782.00
People,People Management,Revenue Expenditure,15/02/2019,ACE EDUCATION TRAINING LLP,7709659,revenue,1MB26,Complaints&Customer Relations,550.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,26/02/2019,ACORN DAIRY,7705760,revenue,1KFX2,School Meals Overhead,14051.25
People,Children's Social Care,Revenue Expenditure,05/02/2019,ACORN HOUSE,7705279,revenue,1MC22,IND Sector Foster Carer Costs,2920.00
Operations & Reg Services,Operations,Revenue Expenditure,15/02/2019,ACP,7713989,revenue,1KENB,Fleet Workshops OH,895.95
Operations & Reg Services,Operations,Revenue Expenditure,12/02/2019,ACP,7700860,revenue,1KENB,Fleet Workshops OH,285.63
Operations & Reg Services,Operations,Revenue Expenditure,12/02/2019,ACP,7700862,revenue,1KENB,Fleet Workshops OH,503.01
Operations & Reg Services,Operations,Revenue Expenditure,12/02/2019,ACP,7700861,revenue,1KESW,Fleet SLA Costs & Income,3667.35
Resources,Business Management (Res),Revenue Expenditure,12/02/2019,ACP,7700861,revenue,1KSCD,External Vehicle Tracking,1418.70
Place,Transport,Revenue Expenditure,14/02/2019,ACTAVO (UK) LTD,7714026,revenue,1KEMC,Highways,2062.50
People,Children's Social Care,Revenue Expenditure,13/02/2019,ACTION FOR CHILDREN,7708602,revenue,1MB04,Childrens Standards Unit,3986.07
People,Children's Social Care,Revenue Expenditure,05/02/2019,ACTION FOR CHILDREN,7705293,revenue,1MC22,IND Sector Foster Carer Costs,16160.00
People,Inclusion Comm & Procurement,Revenue Expenditure,19/02/2019,ACTION FOR CHILDREN,7713440,revenue,1EEG1,Community Family Hub - West,21000.00
People,Inclusion Comm & Procurement,Revenue Expenditure,26/02/2019,ACTION FOR CHILDREN,7722793,revenue,1EEK1,Community Family Hub - Central,5950.37
People,Inclusion Comm & Procurement,Revenue Expenditure,26/02/2019,ACTION FOUNDATION,7717285,revenue,1VH16,Syrian Resettlement Scheme,1000.00
People,Children's Social Care,Revenue Expenditure,05/02/2019,ACTIVE ARK,7705321,revenue,1MC02,Ind Sector Placements,37240.00
People,Children's Social Care,Revenue Expenditure,05/02/2019,ACTIVE ARK,7705322,revenue,1MC02,Ind Sector Placements,27820.00
People,Children's Social Care,Revenue Expenditure,05/02/2019,ACTIVE ARK,7705320,revenue,1MC02,Ind Sector Placements,18620.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,27/02/2019,ADC ELECTRICAL CO LTD(F),7707304,revenue,1KR8L,Wide District Heating,361.00
People,Adult Social Care,Revenue Expenditure,21/02/2019,ADL SMARTCARE LTD,7719011,revenue,1MX20,Care Act,2600.00
Place,Fairer Housing Unit,Capital Expenditure,13/02/2019,ADMIR MESHI & AGNIESZKA LUKA,7712992,Capital,2N401,Capital General,2000.00
People,Inclusion Comm & Procurement,Revenue Expenditure,20/02/2019,ADT FIRE & SECURITY,7718762,revenue,1VH22,Temporary Accommodation Prem,2182.90
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,05/02/2019,ADVANCE TERRAZZO & TILE SYSTEMS LTD,7703942,revenue,1KVWC,Minor Works Contracts,8949.15
Resources,Financial Services,Revenue Expenditure,18/02/2019,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7715496,revenue,1FF51,Finance,571.62
People,Adult Social Care,Revenue Expenditure,19/02/2019,ADVANCED CLEANING & MAINTENANCE LTD,7700600,revenue,1MG10,Nursing Care OP,730.00
People,Adult Social Care,Revenue Expenditure,27/02/2019,ADVANCED CLEANING & MAINTENANCE LTD,7724404,revenue,1MK50,Supported Living LD,595.00
People,Adult Social Care,Revenue Expenditure,28/02/2019,ADVANCED CLEANING & MAINTENANCE LTD,7725166,revenue,1MG51,Home Care-Personal OP,1647.04
Resources,Legal Services,Revenue Expenditure,18/02/2019,ADVANCED LEGAL LTD,7715730,revenue,1FA51,Coroner,3361.18
Operations & Reg Services,Operations,Revenue Expenditure,01/02/2019,AEBI SCHMIDT UK LTD,7692960,revenue,1KESA,Heavy Workshop Routine Repair,732.47
Operations & Reg Services,Operations,Revenue Expenditure,19/02/2019,AEBI SCHMIDT UK LTD,7698697,revenue,1KESA,Heavy Workshop Routine Repair,1018.48
Operations & Reg Services,Operations,Revenue Expenditure,05/02/2019,AEBI SCHMIDT UK LTD,7688803,revenue,1KESA,Heavy Workshop Routine Repair,1099.30
Operations & Regulatory Services ,Operations,Revenue Expenditure,13/02/2019,AEBI SCHMIDT UK LTD,7693706,revenue,3KES1,Fleetmaster Stores Account,411.09
Operations & Regulatory Services ,Operations,Revenue Expenditure,21/02/2019,AEBI SCHMIDT UK LTD,7702058,revenue,3KES1,Fleetmaster Stores Account,583.81
Operations & Regulatory Services ,Operations,Revenue Expenditure,08/02/2019,AEBI SCHMIDT UK LTD,7690895,revenue,3KES1,Fleetmaster Stores Account,1776.84
Place,Transport,Revenue Expenditure,14/02/2019,AECOM,7695583,revenue,1V091,Air Quality,122000.00
Assistant Chief Executive,Communities Team,Revenue Expenditure,11/02/2019,AF & V LAUNCHPAD,7709861,revenue,1FW04,Byker,600.00
People,Education,Revenue Expenditure,07/02/2019,AFD SOFTWARE LTD,7691238,revenue,1EA15,Newcastle City Learning Main,2000.00
Place,Transport,Revenue Expenditure,21/02/2019,AGD SYSTEMS LTD,7696545,revenue,1KELA,Traffic Sig General O/H,180.00
Place,Transport,Revenue Expenditure,21/02/2019,AGD SYSTEMS LTD,7696545,revenue,1KELV,Traffic Sig Durham Recharge,35.00
Place,Transport,Revenue Expenditure,21/02/2019,AGD SYSTEMS LTD,7696545,revenue,1KELW,Traffic Sig Northumb Maintce,50.15
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,22/02/2019,AKW MEDI-CARE LTD,7705749,revenue,1KR12,DDA,397.39
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,22/02/2019,AKW MEDI-CARE LTD,7712733,revenue,1KR12,DDA,397.39
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,22/02/2019,AKW MEDI-CARE LTD,7705750,revenue,1KR12,DDA,529.85
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,15/02/2019,AKW MEDI-CARE LTD,7701878,revenue,1KR12,DDA,397.39
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,25/02/2019,AKW MEDI-CARE LTD,7705748,revenue,1KR12,DDA,352.37
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,25/02/2019,AKW MEDI-CARE LTD,7705746,revenue,1KR12,DDA,352.17
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,21/02/2019,AKW MEDI-CARE LTD,7707859,revenue,1KR12,DDA,376.09
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,14/02/2019,AKW MEDI-CARE LTD,7701875,revenue,1KR12,DDA,767.70
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,14/02/2019,AKW MEDI-CARE LTD,7701879,revenue,1KR12,DDA,590.27
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,14/02/2019,AKW MEDI-CARE LTD,7701877,revenue,1KR12,DDA,351.91
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,14/02/2019,AKW MEDI-CARE LTD,7701876,revenue,1KR12,DDA,376.09
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,08/02/2019,AKW MEDI-CARE LTD,7696618,revenue,1KR12,DDA,590.27
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALBANY HOUSE  (WHITLEY BAY),7716438,revenue,1MM20,Residential Care MH,5658.36
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,27/02/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7662724,revenue,1KKU5,Civic Centre Control,313.00
Operations & Reg Services,Parking,Revenue Expenditure,01/02/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7697073,revenue,1V204,Car Parking Infrastructure,594.00
Operations & Reg Services,Parking,Revenue Expenditure,13/02/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7708535,revenue,1V204,Car Parking Infrastructure,1025.00
Operations & Reg Services,Parking,Revenue Expenditure,06/02/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7691625,revenue,1V204,Car Parking Infrastructure,253.00
Place,Major Projects,Capital Expenditure,13/02/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7704819,Capital,2CAPI,Capital Investment,10640.00
Resources,Financial Services,Revenue Expenditure,01/02/2019,ALBANY OFFICE FURNITURE SOLUTIONS,7691137,revenue,1CG30,Accounts Payable,560.00
Resources,Legal Services,Revenue Expenditure,27/02/2019,ALERE FORENSICS LTD,7724134,revenue,1FA51,Coroner,1275.00
Resources,Legal Services,Revenue Expenditure,25/02/2019,ALERE FORENSICS LTD,7708544,revenue,1FA51,Coroner,410.00
Resources,Legal Services,Revenue Expenditure,21/02/2019,ALERE FORENSICS LTD,7708541,revenue,1FA51,Coroner,1190.00
Resources,Legal Services,Revenue Expenditure,14/02/2019,ALERE FORENSICS LTD,7707861,revenue,1FA51,Coroner,310.00
People,Adult Social Care,Revenue Expenditure,05/02/2019,ALEXANDRA HOUSE,7705603,revenue,1MG20,Residential Care OP,4152.00
People,Adult Social Care,Revenue Income,05/02/2019,ALEXANDRA HOUSE,7705603,revenue,1MG20,Residential Care OP,-1104.80
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716507,revenue,1MG10,Nursing Care OP,38988.39
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716507,revenue,1MG20,Residential Care OP,35962.67
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716507,revenue,1MH10,Nursing Care PD,3003.00
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716507,revenue,1MH20,Residential Care PD,4740.72
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716507,revenue,1MM10,Nursing Care MH,5360.52
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716507,revenue,1MM20,Residential Care MH,29713.11
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716523,revenue,1MG10,Nursing Care OP,632.64
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716506,revenue,1MG20,Residential Care OP,3555.54
People,Adult Social Care,Revenue Expenditure,19/02/2019,ALLAN COURT RESIDENTIAL HOME,7716506,revenue,1MH10,Nursing Care PD,0.00
Assistant Chief Executive,Communities Team,Revenue Expenditure,11/02/2019,ALLENDALE COMMUNITY CENTRE,7709863,revenue,1FW04,Byker,450.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,15/02/2019,ALLIANCE DISPOSABLES LTD,7694776,revenue,1KFWC,Welford Day Centre,466.75
People,Inclusion Comm & Procurement,Revenue Expenditure,26/02/2019,ALLIANCE DISPOSABLES LTD,7703529,revenue,1MW03,Foodworks Enterprise,614.38
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,11/02/2019,ALNWICK ALES LTD,7709687,revenue,1KF07,Banqueting Suite,286.64
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,01/02/2019,ANDTECH SYSTEMS,7697255,revenue,1KJ42,Security Consultancy,10175.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,01/02/2019,ANDTECH SYSTEMS,7697264,revenue,1KJ42,Security Consultancy,9955.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,01/02/2019,ANDTECH SYSTEMS,7697258,revenue,1KJ42,Security Consultancy,6820.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/02/2019,ANDTECH SYSTEMS,7708603,revenue,1KJ42,Security Consultancy,1425.00
Resources,Financial Services,Revenue Expenditure,27/02/2019,ANGEL SPRINGS,7724488,revenue,1CR01,Revs and Bens Supp&Svs,550.44
People,Adult Social Care,Revenue Expenditure,15/02/2019,ANNE'S PET GROOMING,7708665,revenue,1MG92,Financial Safeguarding,358.00
Resources,ICT,Revenue Expenditure,11/02/2019,ANTALIS MCNAUGHTON LTD,7704344,revenue,1CP17,Digital Printing,852.80
People,Children's Social Care,Revenue Expenditure,15/02/2019,APPLE TRANSCRIPTION LIMITED,7714000,revenue,1MD68,Legal Fees Care,276.50
People,Adult Social Care,Revenue Expenditure,05/02/2019,APPLEBY CARE HOME,7705613,revenue,1MG10,Nursing Care OP,14449.02
People,Adult Social Care,Revenue Income,05/02/2019,APPLEBY CARE HOME,7705613,revenue,1MG10,Nursing Care OP,-596.76
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,15/02/2019,APSE,7713827,revenue,1KKK1,Cleaning Direct O/H,996.00
People,Inclusion Comm & Procurement,Revenue Expenditure,22/02/2019,APT TRAINING & CONSULTANCY LTD,7719865,revenue,1EEG1,Community Family Hub - West,3250.00
People,Inclusion Comm & Procurement,Revenue Expenditure,26/02/2019,APT TRAINING & CONSULTANCY LTD,7722846,revenue,1EEG1,Community Family Hub - West,3250.00
Place,Major Projects,Capital Expenditure,28/02/2019,ARCADIS LLP,7725493,Capital,2N401,Capital General,11483.98
Operations & Reg Services,Local services,Revenue Expenditure,07/02/2019,ARCO LTD,7695603,revenue,1KE21,Brunswick Recycling Centre,440.30
Operations & Reg Services,Local services,Revenue Expenditure,07/02/2019,ARCO LTD,7695603,revenue,1KE23,Sandhills,220.15
Operations & Reg Services,Local services,Revenue Expenditure,08/02/2019,ARCO LTD,7696268,revenue,1KW00,Localised Working,815.87
Operations & Reg Services,Operations,Revenue Expenditure,15/02/2019,ARCO LTD,7702828,revenue,1KENB,Fleet Workshops OH,50.99
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,15/02/2019,ARCO LTD,7702828,revenue,1KB41,Citybuild Env Storemen,89.78
Place,Transport,Revenue Expenditure,15/02/2019,ARCO LTD,7702828,revenue,1KTC3,S.38 Developers,47.14
Place,Transport,Revenue Expenditure,15/02/2019,ARCO LTD,7702828,revenue,1KTC2,Highway Design Major Projects,47.14
Place,Transport,Revenue Expenditure,15/02/2019,ARCO LTD,7702828,revenue,1KE85,Traffic Management,47.14
Place,Transport,Revenue Expenditure,21/02/2019,ARCO LTD,7707294,revenue,1KEMC,Highways,2385.20
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,12/02/2019,ARMSTRONG PRIESTLEY,7687615,revenue,1KVWC,Minor Works Contracts,1710.00
People,Children's Social Care,Revenue Expenditure,05/02/2019,ARNFIELD CARE LTD,7705343,revenue,1MC02,Ind Sector Placements,28604.64
Operations & Regulatory Services ,Operations,Revenue Expenditure,22/02/2019,ARNOLD CLARK,7702048,revenue,3KES1,Fleetmaster Stores Account,370.96
Operations & Regulatory Services ,Operations,Revenue Expenditure,06/02/2019,ARNOLD CLARK,7692955,revenue,3KES1,Fleetmaster Stores Account,281.34
Operations & Regulatory Services ,Operations,Revenue Expenditure,06/02/2019,ARNOLD CLARK,7692167,revenue,3KES1,Fleetmaster Stores Account,354.08
Operations & Reg Services,Parking,Revenue Expenditure,13/02/2019,ARRIVA NORTH EAST,7709597,revenue,1V301,Travel office Travel Passes,1924.00
Operations & Reg Services,Parking,Revenue Expenditure,20/02/2019,ARRIVA NORTH EAST,7717329,revenue,1V301,Travel office Travel Passes,999.00
Operations & Reg Services,Parking,Revenue Expenditure,21/02/2019,ARRIVA RAIL NORTH LTD,7717317,revenue,1V301,Travel office Travel Passes,888.00
Operations & Reg Services,Parking,Revenue Expenditure,21/02/2019,ARRIVA RAIL NORTH LTD,7716164,revenue,1V301,Travel office Travel Passes,916.00
Operations & Reg Services,Parking,Revenue Expenditure,21/02/2019,ARRIVA RAIL NORTH LTD,7717318,revenue,1V301,Travel office Travel Passes,1328.00
Operations & Reg Services,Parking,Revenue Expenditure,21/02/2019,ARRIVA RAIL NORTH LTD,7717316,revenue,1V301,Travel office Travel Passes,1288.00
People,Adult Social Care,Revenue Expenditure,12/02/2019,ARTEMIS DOMICILIARY CARE,7712069,revenue,1MG50,Home Care-Spot Purchased OP,8725.42
People,Adult Social Care,Revenue Expenditure,12/02/2019,ARTEMIS DOMICILIARY CARE,7712069,revenue,1MG51,Home Care-Personal OP,918.77
People,Education Schools,Revenue Expenditure,04/02/2019,ARTHURS HILL FEDERATION-WESTGATE HILL PR,7704496,revenue,1E20F,Statement&Supplementary Top Up,12199.37
Resources,Financial Services,Revenue Expenditure,27/02/2019,ASCENTI HEALTH LTD,7707601,revenue,1V123,Blue Badge Applications,450.00
Resources,Financial Services,Revenue Expenditure,05/02/2019,ASCENTI HEALTH LTD,7685778,revenue,1V123,Blue Badge Applications,450.00
People,Adult Social Care,Revenue Expenditure,19/02/2019,ASHFIELD COURT,7716439,revenue,1MG20,Residential Care OP,6021.56
People,Adult Social Care,Revenue Income,19/02/2019,ASHFIELD COURT,7716439,revenue,1MG20,Residential Care OP,-1987.04
People,Adult Social Care,Revenue Expenditure,19/02/2019,ASHTON COURT CARE HOME,7716496,revenue,1MG10,Nursing Care OP,43732.09
People,Adult Social Care,Revenue Expenditure,19/02/2019,ASHTON COURT CARE HOME,7716496,revenue,1MG20,Residential Care OP,43775.51
People,Adult Social Care,Revenue Expenditure,19/02/2019,ASHTON COURT CARE HOME,7716496,revenue,1MH20,Residential Care PD,2156.72
People,Adult Social Care,Revenue Expenditure,19/02/2019,ASHTON COURT CARE HOME,7716496,revenue,1MK10,Nursing Care LD,3003.00
People,Adult Social Care,Revenue Expenditure,19/02/2019,ASHTON COURT CARE HOME,7716495,revenue,1MH20,Residential Care PD,3081.03
Operations & Reg Services,Community Hubs,Revenue Expenditure,15/02/2019,ASKEWS LIBRARY SERVICES LTD,7702024,revenue,1EJ13,Stock Services,380.36
Operations & Reg Services,Community Hubs,Revenue Expenditure,15/02/2019,ASKEWS LIBRARY SERVICES LTD,7702035,revenue,1EJ13,Stock Services,639.73
Operations & Reg Services,Community Hubs,Revenue Expenditure,27/02/2019,ASKEWS LIBRARY SERVICES LTD,7718401,revenue,1EJ13,Stock Services,566.18
Operations & Reg Services,Community Hubs,Revenue Expenditure,06/02/2019,ASKEWS LIBRARY SERVICES LTD,7695663,revenue,1EJ13,Stock Services,325.42
Operations & Reg Services,Community Hubs,Revenue Expenditure,06/02/2019,ASKEWS LIBRARY SERVICES LTD,7702034,revenue,1EJ13,Stock Services,415.69
Operations & Reg Services,Community Hubs,Revenue Expenditure,20/02/2019,ASKEWS LIBRARY SERVICES LTD,7705759,revenue,1EJ13,Stock Services,337.00
People,Adult Social Care,Revenue Expenditure,05/02/2019,ASPECTS HOUSE,7705695,revenue,1MM20,Residential Care MH,3886.36
People,Adult Social Care,Revenue Expenditure,19/02/2019,ASPEN COURT,7716493,revenue,1MG10,Nursing Care OP,3052.64
People,Adult Social Care,Revenue Income,19/02/2019,ASPEN COURT,7716493,revenue,1MG10,Nursing Care OP,-694.92
People,Adult Social Care,Revenue Expenditure,26/02/2019,ASPIRE HEALTHCARE LTD,7722082,revenue,1MK20,Residential Care LD,3950.00
People,Adult Social Care,Revenue Expenditure,26/02/2019,ASPIRE HEALTHCARE LTD,7722084,revenue,1MK20,Residential Care LD,4300.00
People,Adult Social Care,Revenue Expenditure,26/02/2019,ASPIRE HEALTHCARE LTD,7722085,revenue,1MK20,Residential Care LD,2750.00
People,Adult Social Care,Revenue Expenditure,26/02/2019,ASPIRE HEALTHCARE LTD,7722081,revenue,1MK50,Supported Living LD,1500.00
People,Adult Social Care,Revenue Expenditure,26/02/2019,ASPIRE HEALTHCARE LTD,7722083,revenue,1MK50,Supported Living LD,1200.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,26/02/2019,ASTRYAN LTD,7721982,revenue,1KVWC,Minor Works Contracts,11348.40
Place,Commercial Dev & Property,Revenue Expenditure,20/02/2019,ATKINS LTD,7718738,revenue,1DE50,i6- Charlotte Square NEC,1050.00
People,Education Schools,Revenue Expenditure,01/02/2019,ATKINSON ROAD PRIMARY ACADEMY,7703824,revenue,1E20D,Special Schools InYear Top Ups,16642.02
People,Education Schools,Revenue Expenditure,01/02/2019,ATKINSON ROAD PRIMARY ACADEMY,7703824,revenue,1E20F,Statement&Supplementary Top Up,10155.00
People,Education Schools,Revenue Expenditure,05/02/2019,ATKINSON ROAD PRIMARY ACADEMY,7705742,revenue,1E201,ISB PVI Nurseries,33375.38
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,26/02/2019,AURA (NEWCASTLE) PROJECT COMPANY LTD,7722845,revenue,1KH45,Walkergate Primary,356.00
People,Education,Revenue Expenditure,15/02/2019,AURA (NEWCASTLE) PROJECT COMPANY LTD,7699257,revenue,1E31G,BSF Phase 1,427.05
People,Education,Revenue Expenditure,25/02/2019,AURA (NEWCASTLE) PROJECT COMPANY LTD,7706898,revenue,1E31G,BSF Phase 1,1134317.73
