Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2020-02-03,1600640662,10191.24,1698.54,8492.70,Egbert H Taylor & Co Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-02-03,601263957,1955.14,0.00,1955.14,Cromwood Housing Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-02-03,601263975,825.00,0.00,825.00,Sheila Panter,People (Adults) - CHSC,Rents
Salford City Council,2020-02-03,601263979,990.00,0.00,990.00,Sheila Panter,People (Adults) - CHSC,Rents
Salford City Council,2020-02-03,601263980,990.00,0.00,990.00,Sheila Panter,People (Adults) - CHSC,Rents
Salford City Council,2020-02-03,601263981,990.00,0.00,990.00,Sheila Panter,People (Adults) - CHSC,Rents
Salford City Council,2020-02-03,601263978,1089.00,0.00,1089.00,Sheila Panter,People (Adults) - CHSC,Rents
Salford City Council,2020-02-03,1600640630,146456.35,24409.39,122046.96,Salix Homes Ltd,People (Adults) - CHSC,Security Services
Salford City Council,2020-02-03,6002983846,670.00,0.00,670.00,Britannia Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-03,6002983486,880.00,0.00,880.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-03,6002983797,880.00,0.00,880.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-03,601263326,8202.48,1367.08,6835.40,Thompson Reuters Professional,Place Directorate,Subscriptions
Salford City Council,2020-02-03,601263969,3414.86,569.14,2845.72,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-02-03,601263968,4428.00,738.00,3690.00,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-02-03,1600641103,11070.42,1845.07,9225.35,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-03,1600641144,1378665.60,229777.60,1148888.00,Pendleton Together Operating Ltd,Capital Expenditure,Unitary Charge
Salford City Council,2020-02-03,1600640193,694.95,115.83,579.12,Schofield & Sons,People (Childrens) Service Group,UV Day to Day
Salford City Council,2020-02-03,1600640197,709.21,118.19,591.02,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2020-02-03,1600640226,985.11,164.18,820.93,Schofield & Sons,People (Adults) - CHSC,UV Day to Day
Salford City Council,2020-02-03,1600640175,1045.56,174.26,871.30,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2020-02-03,1600640174,1170.63,195.10,975.53,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2020-02-03,1600638039,1188.00,198.00,990.00,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-02-03,1600640200,689.31,114.88,574.43,Click Fire & Security Ltd,Place Directorate,UV Light/Fire
Salford City Council,2020-02-03,1600640755,1332.24,222.04,1110.20,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-03,1600640538,1296.00,216.00,1080.00,T/A Vizwear Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-03,1600640129,1432.27,238.71,1193.56,Schofield & Sons,Capital Expenditure,Works & Building
Salford City Council,2020-02-04,601264046,888.00,148.00,740.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-02-04,601264017,83939.48,13990.01,69949.47,Reed Specialist Recruitment Ltd,Service Reform,Agency Fees
Salford City Council,2020-02-04,601264040,1562.40,260.40,1302.00,Academy 21 Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-02-04,601264317,3550.00,0.00,3550.00,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-02-04,1600641170,2356.00,0.00,2356.00,T/A Greater Manchester Travelcards,People (Adults) - CHSC,ClientTravel Expense
Salford City Council,2020-02-04,601264061,1221.60,203.60,1018.00,Information & Data Network Supplies,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2020-02-04,601262874,2848.50,474.75,2373.75,Rm Education Plc,People (Childrens) Service Group,Computer Software
Salford City Council,2020-02-04,1600641209,756.29,126.05,630.24,Valtech,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-02-04,1600641219,5040.00,0.00,5040.00,Redacted Data,Service Reform (Corp Bus & Transform),Consultants
Salford City Council,2020-02-04,601264072,4640.14,0.00,4640.14,The Albion Academy,Place Directorate,Electricity
Salford City Council,2020-02-04,6002997495,573.47,1.22,572.25,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-02-04,6002997916,1204.49,75.14,1129.35,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-02-04,601263062,2958.37,0.00,2958.37,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2020-02-04,601264049,3490.34,0.00,3490.34,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2020-02-04,6002983530,659.00,0.00,659.00,Carl Allen Furnishings,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-04,6002983391,745.00,0.00,745.00,Carl Allen Furnishings,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-04,601264325,601.20,100.20,501.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-04,601264329,1456.11,242.69,1213.42,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-04,601264073,955.00,0.00,955.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-02-04,601264262,818.85,0.00,818.85,Care Chiefs,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264298,524.70,0.00,524.70,Clk Childcare Ltd,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264249,1224.30,0.00,1224.30,Dukesgate Academy,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264276,787.05,0.00,787.05,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264278,961.95,0.00,961.95,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264284,612.15,0.00,612.15,Ladybird Private Day Nursery,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264285,612.15,0.00,612.15,Little Explorers Eccles,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264291,524.70,0.00,524.70,Little Saints Day Care Nursery,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264293,643.95,0.00,643.95,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264294,612.15,0.00,612.15,Mojo-Out Of School Club,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264268,699.60,0.00,699.60,T/A Holly House Day Nursery,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264250,1749.00,0.00,1749.00,T/A Marlborough Road Academy,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264312,524.70,0.00,524.70,Unicorn Nursery,People (Childrens) Service Group,Grants
Salford City Council,2020-02-04,601264071,912.00,152.00,760.00,Safeclimb Ltd,People (Childrens) Service Group,Leisure Activity
Salford City Council,2020-02-04,601264058,630.98,0.00,630.98,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2020-02-04,601264059,8718.00,1453.00,7265.00,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2020-02-04,601264057,12105.00,2017.50,10087.50,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2020-02-04,601264326,939.53,0.00,939.53,Uk Insurance Limited,Service Reform,Liability Insurance
Salford City Council,2020-02-04,1600641165,2640.00,0.00,2640.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-02-04,1600641158,3520.00,0.00,3520.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-02-04,1600641166,6000.00,0.00,6000.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-02-04,1600641167,6000.00,0.00,6000.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-02-04,6002983468,587.00,0.00,587.00,Access Lock And Safe,Place Directorate,Other Prof Fees
Salford City Council,2020-02-04,1600641205,946.20,157.70,788.50,Platt White Partnership,Place Directorate,Other Prof Fees
Salford City Council,2020-02-04,601264067,2460.00,410.00,2050.00,Team Teach Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-02-04,6002983522,4702.19,0.00,4702.19,Www.Restore.Co.Uk,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-02-04,1600641218,36697.00,6116.17,30580.83,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2020-02-04,1600639472,1072.13,178.69,893.44,Orbis Protect Ltd,Capital Expenditure,Other Works
Salford City Council,2020-02-04,1600641220,900.00,0.00,900.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-04,1600641228,13038.00,0.00,13038.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-04,1600641212,816.48,0.00,816.48,Seashell Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-04,1600641213,816.48,0.00,816.48,Seashell Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-04,1600641208,725.00,0.00,725.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-04,601264327,2400.00,0.00,2400.00,Salford Victoria Theatre Trust,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-02-04,601264328,3600.00,0.00,3600.00,Salford Victoria Theatre Trust,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-02-04,1600641222,1921.76,320.29,1601.47,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-02-04,1600641177,7968.00,0.00,7968.00,Fix It Uk Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-04,1600641211,1215.00,0.00,1215.00,Midstream (West Lancs) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-04,601264091,3735.00,0.00,3735.00,The Citywall Project Community,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-04,1600641210,12606.14,0.00,12606.14,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-04,601263767,2790.00,0.00,2790.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-02-04,601262879,3410.00,0.00,3410.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-02-04,601264245,746.48,0.00,746.48,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-02-04,601264246,878.24,0.00,878.24,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-02-04,601264244,955.14,0.00,955.14,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-02-04,601264028,2590.56,431.76,2158.80,Unique Specialist Services Group Lt,People (Adults) - CHSC,Security Services
Salford City Council,2020-02-04,601264030,2590.56,431.76,2158.80,Unique Specialist Services Group Lt,People (Adults) - CHSC,Security Services
Salford City Council,2020-02-04,6002983762,655.00,0.00,655.00,Www.Tradeskills4u.Co.U,People (Childrens) Service Group,Training expenses
Salford City Council,2020-02-04,1600640746,645.68,107.61,538.07,Roanza Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-05,601264373,727.50,121.25,606.25,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-02-05,1600640910,741.64,123.61,618.03,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-02-05,1600641064,5692.16,948.69,4743.47,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-02-05,1600639964,5731.48,955.25,4776.23,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-02-05,601264414,1127.66,187.94,939.72,Associated Network Solutions Group,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-02-05,1600641336,7560.00,1260.00,6300.00,Carole Brooks Associates Ltd,People (Adults) - CHSC,Consultants
Salford City Council,2020-02-05,601264350,994.52,0.00,994.52,Bgc Brokers Lp,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264349,2493.15,0.00,2493.15,Bgc Brokers Lp,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264342,1246.58,0.00,1246.58,Icap Europe Limited,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264348,2876.71,0.00,2876.71,Martin Brokers (Uk) Ltd,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264346,2506.85,0.00,2506.85,Tradition (Uk) Limited,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264347,3753.42,0.00,3753.42,Tradition (Uk) Limited,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264345,5232.88,0.00,5232.88,Tradition (Uk) Limited,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264343,4986.30,0.00,4986.30,Tullett Prebon (Uk) Ltd,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264344,4986.30,0.00,4986.30,Tullett Prebon (Uk) Ltd,Corporate Accountancy,Debt Mgmt Expenses
Salford City Council,2020-02-05,601264367,655.20,109.20,546.00,Mr Mike Smith T/A Strand Refrigerat,Place Directorate,del'd kitchen formul
Salford City Council,2020-02-05,601264357,1992.13,332.02,1660.11,Swalec,People (Childrens) Service Group,Electricity
Salford City Council,2020-02-05,601264358,1995.58,332.59,1662.99,Swalec,People (Childrens) Service Group,Electricity
Salford City Council,2020-02-05,6002983488,635.33,4.72,630.61,Chicken Joes Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-02-05,6002983863,1573.79,0.00,1573.79,Quayside Bakery,Place Directorate,Food and refreshment
Salford City Council,2020-02-05,601264409,1040.40,173.40,867.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-05,6002983364,861.02,0.00,861.02,Www.Impressionltd.Co.U,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-02-05,601264375,6500.00,0.00,6500.00,Barnardos North West,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-05,601264374,12500.00,0.00,12500.00,Barnardos North West,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-05,1600640632,10200.00,1700.00,8500.00,Core Assets Childrens Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-05,1600640633,12228.00,2038.00,10190.00,Core Assets Childrens Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-05,1600641322,25987.00,0.00,25987.00,Aim Habonim-Nursery,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-05,601264418,720.00,120.00,600.00,Carrington Riding Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-05,1600641317,2280.00,0.00,2280.00,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-05,1600641319,555.00,0.00,555.00,Gorse Hill Studios Creative Communi,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-05,1600641324,1417.50,0.00,1417.50,The Citywall Project Community,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-05,1600641295,11556.00,1926.00,9630.00,One51 Es Plastics (Uk) Ltd T/A Mgb,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-02-05,1600641294,11880.00,1980.00,9900.00,One51 Es Plastics (Uk) Ltd T/A Mgb,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-02-05,1600640818,95250.00,0.00,95250.00,Mind In Salford,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2020-02-05,601264334,650.00,0.00,650.00,Thornley Groves Estate Agent Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-02-05,601264335,650.00,0.00,650.00,Thornley Groves Estate Agent Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-02-05,6002983280,880.00,0.00,880.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-05,601264407,807.00,134.50,672.50,Can Training,People (Childrens) Service Group,Training expenses
Salford City Council,2020-02-05,1600641259,1500.00,0.00,1500.00,Mahdlo (Oldham) Youth Zone,People (Childrens) Service Group,Training expenses
Salford City Council,2020-02-05,601264359,3600.00,600.00,3000.00,Unitas Academy Ltd,People (Childrens) Service Group,Training expenses
Salford City Council,2020-02-05,1600641302,1836.01,306.00,1530.01,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-05,1600641304,2085.91,347.65,1738.26,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-05,1600641303,3888.34,648.06,3240.28,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-05,1600641269,1580.10,263.35,1316.75,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-05,1600641307,1690.78,281.80,1408.98,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-05,1600641283,24110.40,4018.40,20092.00,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-02-05,1600641264,2376.00,396.00,1980.00,Carlton Fuels,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-05,1600640753,535.00,0.00,535.00,Hireway Vehicle Rentals Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-06,601264428,1033.20,172.20,861.00,Adviceuk,People (Adults) - CHSC,Computer Software
Salford City Council,2020-02-06,601264427,4230.46,705.08,3525.38,Adviceuk,People (Adults) - CHSC,Computer Software
Salford City Council,2020-02-06,1600641267,40000.00,0.00,40000.00,Salford Womens Aid,Place Directorate,Consultants
Salford City Council,2020-02-06,6002983507,8266.56,0.00,8266.56,Bunk-A-Bin Limited,People (Adults) - CHSC,Equipment Repair
Salford City Council,2020-02-06,601264431,5760.00,960.00,4800.00,Aa Projects,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-02-06,6002997012,547.17,3.45,543.72,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-02-06,1600640108,2000.00,0.00,2000.00,Manchester City Council,People (Adults) - CHSC,Food and refreshment
Salford City Council,2020-02-06,6002983701,965.00,0.00,965.00,Carl Allen Furnishings,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-06,1600640081,5180.40,863.40,4317.00,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2020-02-06,1600640089,6036.00,1006.00,5030.00,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2020-02-06,1600640111,7869.95,1311.65,6558.30,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2020-02-06,1600640110,7931.02,1321.83,6609.19,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2020-02-06,1600640112,10534.93,1755.83,8779.10,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2020-02-06,1600640102,10540.55,1756.75,8783.80,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2020-02-06,1600640109,50000.00,0.00,50000.00,Manchester City Council,Capital Expenditure,nonuv Build Rp&Maint
Salford City Council,2020-02-06,601264443,560.00,0.00,560.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-02-06,601264446,620.00,0.00,620.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-02-06,601264444,1000.00,0.00,1000.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-02-06,601264442,1020.00,0.00,1020.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-02-06,1600640104,1800.00,300.00,1500.00,Manchester City Council,Capital Expenditure,Other Works
Salford City Council,2020-02-06,1600640082,720.00,120.00,600.00,Transport For Greater Manchester,Capital Expenditure,Other Works
Salford City Council,2020-02-06,601264423,6687.50,0.00,6687.50,Csin Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-06,1600641278,3840.00,640.00,3200.00,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-06,1600641339,83330.00,0.00,83330.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-06,1600641279,2295.00,0.00,2295.00,The Citywall Project Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-06,601264441,2000.00,0.00,2000.00,Tim Parry-Johnathan Ball Peace,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-02-06,1600641281,562.50,0.00,562.50,The Citywall Project Community,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-06,1600640101,1237.87,206.31,1031.56,British Telecommunications Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2020-02-06,6002983598,650.00,0.00,650.00,Montauban Serviced Accomm,People (Childrens) Service Group,Staff Travel
Salford City Council,2020-02-06,6002983534,510.00,0.00,510.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-06,6002983531,700.00,0.00,700.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-06,6002983627,880.00,0.00,880.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-06,6002983724,880.00,0.00,880.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-02-06,6002983651,728.54,121.43,607.11,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2020-02-06,601264429,1680.00,280.00,1400.00,Adviceuk,People (Adults) - CHSC,Training expenses
Salford City Council,2020-02-06,1600641389,2127.70,354.62,1773.08,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2020-02-06,1600641373,786.00,131.00,655.00,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-02-06,1600641376,5959.20,993.20,4966.00,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-02-06,1600641374,11053.66,1842.28,9211.38,Schofield & Sons Ltd,People (Childrens) Service Group,UV Day to Day
Salford City Council,2020-02-06,601264425,1098.09,0.00,1098.09,Bristow & Sutor,VAT Adjustment,VAT Adjustment
Salford City Council,2020-02-06,601263987,5504.31,0.00,5504.31,Marston Group Limited,VAT Adjustment,VAT Adjustment
