Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-06-02,utohacuxo,584.86,0,584.86,Brake Bros Ltd,Environment and Community Safety,Provisions,,,,,,,#N/A
Salford City Council,2015-06-02,1600536493,605.2,0,605.2,Holyrood Day Nursery Salford,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601143150,643.2,107.2,536,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-06-02,1600536551,680.4,113.4,567,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-06-02,1600537391,762.93,36.33,726.6,Emo Oil Ltd,"Community, Health & Social Care",Fuel Oil
Salford City Council,2015-06-02,601143103,880,0,880,Police And Crime Commissioner For,Customer and Support Services,Catering Materials
Salford City Council,2015-06-02,1600535956,900,150,750,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-06-02,1600537402,910,0,910,Intact Projects Ltd,Children's Services,Vehicle RunningCosts
Salford City Council,2015-06-02,1600536054,969.3,0,969.3,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-06-02,601143082,1052.6,0,1052.6,Express Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,1600535840,1080,180,900,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-06-02,1600537415,1093.63,182.27,911.36,Ordnance Survey,Sustainable Regeneration,IT  Licence Fee
Salford City Council,2015-06-02,1600535850,1166.66,0,1166.66,King David Primary School,Children's Services,Payts to Other LA's
Salford City Council,2015-06-02,1600536862,1218,0,1218,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601141561,1264,0,1264,Brookvale,"Community, Health & Social Care",Day Care
Salford City Council,2015-06-02,1600535819,1336.56,222.76,1113.8,Prism Medical Uk,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-06-02,1600536938,1343.6,200.6,1143,C. I. E. H.,Environment and Community Safety,Training
Salford City Council,2015-06-02,1600536936,1440,240,1200,Kate Cairns Associates Ltd,Children's Services,Training
Salford City Council,2015-06-02,6001769654,1559.6,0,1559.6,De Brook Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-06-02,601143100,1600,0,1600,Salford Lads & Girls Club,Customer and Support Services,Catering Materials
Salford City Council,2015-06-02,1600535943,1719.23,286.54,1432.69,Northgate Public Services (Uk) Ltd,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2015-06-02,1600536844,1848,308,1540,Alan Franklin Builders Ltd,Capital Expenditure,Demolition
Salford City Council,2015-06-02,1600536941,1875,0,1875,Kip Mcgrath,Children's Services,Pupil Assistance
Salford City Council,2015-06-02,601143085,2000,0,2000,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,1600536423,2325.12,387.52,1937.6,Language Empire Limited,Children's Services,Interpreter/translat
Salford City Council,2015-06-02,601143093,2379.51,0,2379.51,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-06-02,1600536863,2822.4,0,2822.4,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601143078,3000,0,3000,Town Twinning Committee,Customer and Support Services,Grants
Salford City Council,2015-06-02,1600535775,3113.7,0,3113.7,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535868,3113.7,0,3113.7,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535869,3113.7,0,3113.7,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535774,3132.6,0,3132.6,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600536285,3132.6,0,3132.6,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600536286,3132.6,0,3132.6,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535772,3166.65,0,3166.65,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535777,3166.65,0,3166.65,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535885,3200.7,0,3200.7,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600536072,3204.9,0,3204.9,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535921,3270,545,2725,Richard Fowler Associates,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-06-02,601143089,3315.45,0,3315.45,Redacted Data,Capital Expenditure,Money in Possession
Salford City Council,2015-06-02,1600535706,3365.67,0,3365.67,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535802,3452.62,0,3452.62,Capstone Foster Care (North) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535803,3452.62,0,3452.62,Capstone Foster Care (North) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601143073,3505,0,3505,Core Assets,Customer and Support Services,VAT Adjustment
Salford City Council,2015-06-02,1600535773,3537.77,0,3537.77,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600536287,3593.52,0,3593.52,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600536483,3600,0,3600,Loispec Ltd,Children's Services,Consult/Contractors
Salford City Council,2015-06-02,1600535771,3648.02,0,3648.02,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535801,3706.36,0,3706.36,Capstone Foster Care (North) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535707,3778.34,0,3778.34,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535867,3941.34,0,3941.34,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601143113,4450,0,4450,Accountant General Of The Senior,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,601143112,4500,0,4500,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,601143123,5566.2,927.7,4638.5,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,kihpcnqlm,6000,0,6000,Hmcourts-Service.G,Customer and Support Services,Legal Fees,,,,,,,#N/A
Salford City Council,2015-06-02,601143083,7250,0,7250,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,1600535920,7387.2,1231.2,6156,Ingenitech Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-06-02,601143077,7889.77,1314.98,6574.79,Utility Services (Media City Uk),Office of the Chief Executive,Electricity
Salford City Council,2015-06-02,601143086,8000,0,8000,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,1600535901,9352,0,9352,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600536034,10478.7,0,10478.7,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600535914,11071.65,0,11071.65,Courtyard Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601143084,12400,0,12400,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,1600535834,12520.32,2086.72,10433.6,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-06-02,1600535799,13263.57,0,13263.57,Pathfinders (Childcare ) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,1600536035,13926.96,2321.16,11605.8,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601143090,15944.9,0,15944.9,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-02,1600536074,17714.02,0,17714.02,Courtyard Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-02,601143116,25054.65,0,25054.65,Fledglings (Irlam) Limited,Children's Services,Grants
Salford City Council,2015-06-02,601143117,25366.8,0,25366.8,Holyrood Nursery - Mediacityuk,Children's Services,Grants
Salford City Council,2015-06-02,601143115,28616.1,0,28616.1,Dukesgate Academy,Children's Services,Grants
Salford City Council,2015-06-02,601143118,30256,0,30256,Bnos Yisroel Schools Manchester Ltd,Children's Services,Grants
Salford City Council,2015-06-02,601143119,30798.25,0,30798.25,Kids Planet Day Nurseries Ltd,Children's Services,Grants
Salford City Council,2015-06-02,601143120,32920,0,32920,Talmud Torah Yetev Lev Limited,Children's Services,Grants
Salford City Council,2015-06-03,1600537023,4531,0,4531,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600535654,4276.8,712.8,3564,Sap (Uk) Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-06-03,1600537551,4248.89,0,4248.89,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600535655,4209.6,701.6,3508,Sap (Uk) Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-06-03,601142248,2743.95,457.32,2286.63,Virgin Media Business,Customer and Support Services,Telephones & Fax
Salford City Council,2015-06-03,601142623,1200,200,1000,Sap (Uk) Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-06-03,601142626,1200,200,1000,Sap (Uk) Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-06-03,1600535656,1025.28,170.88,854.4,Sap (Uk) Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-06-03,1600536445,504,84,420,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-06-03,1600536526,548.05,91.34,456.71,Lex Autolease Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-06-03,601143158,574.78,34.45,540.33,Education Petty Cash,Children's Services,Class Supplies Capit
Salford City Council,2015-06-03,601143187,601.15,100.19,500.96,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-03,fwinbohaq,639.47,63.54,575.93,Brake Bros Ltd,Environment and Community Safety,Provisions,,,,,,,#N/A
Salford City Council,2015-06-03,601143234,643.2,107.2,536,Tribune Avs Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2015-06-03,601143155,757.61,126.27,631.34,Berendson Uk Ltd,Environment and Community Safety,Laundry
Salford City Council,2015-06-03,601143161,775,0,775,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2015-06-03,1600536084,780.01,0,780.01,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601142155,782.4,130.4,652,Amey Metering Ltd,Sustainable Regeneration,Electricity
Salford City Council,2015-06-03,1600536986,783.71,130.62,653.09,Bt Global Services Solutions,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-06-03,1600536200,786.59,0,786.59,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600536201,830.27,0,830.27,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601143194,864,144,720,Amblehurst Hotel,Sustainable Regeneration,Rents
Salford City Council,2015-06-03,1600536990,907.32,151.22,756.1,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2015-06-03,601143225,1000,0,1000,Beehive Manchester Limited,Children's Services,Pupil Assistance
Salford City Council,2015-06-03,601143169,1048.09,174.68,873.41,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-03,601143183,1224,204,1020,Trinity Mirror Publishing Ltd,Capital Expenditure,Legal Fees
Salford City Council,2015-06-03,601143179,1255.52,0,1255.52,Central Manchester University,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-06-03,601143227,1338,0,1338,Btw Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-03,1600535989,1475.5,0,1475.5,Autistic Society Gtr Manchester,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2015-06-03,601143195,1536,256,1280,Amblehurst Hotel,Sustainable Regeneration,Rents
Salford City Council,2015-06-03,6001784937,1607.35,0,1607.35,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-06-03,6001784938,1607.35,0,1607.35,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-06-03,1600537482,1691.1,281.85,1409.25,Morleys Of Bicester Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-06-03,1600535915,2161.32,0,2161.32,Bright Futures Care Ltd T/A Corners,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601143191,2394,399,1995,Cipfa,Customer and Support Services,Training expenses
Salford City Council,2015-06-03,601141826,2500,416.67,2083.33,Northgate Public Services (Uk) Ltd,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-06-03,601142099,2550,0,2550,Salford City College,Children's Services,Pupil Assistance
Salford City Council,2015-06-03,601143159,2586.25,0,2586.25,Abbotsound Limited,"Community, Health & Social Care",Day Care
Salford City Council,2015-06-03,601143186,2720.79,0,2720.79,Care Uk Learning Disabilities Ltd,"Community, Health & Social Care",Hire of Facilities
Salford City Council,2015-06-03,1600536041,2809.2,0,2809.2,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600536038,2890.8,0,2890.8,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600536039,2890.8,0,2890.8,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601143207,3200,0,3200,Care & Support Initiative,Children's Services,Vehicle RunningCosts
Salford City Council,2015-06-03,1600537509,3427.2,571.2,2856,Carlton Fuels,Sustainable Regeneration,Vehicle Running Cost
Salford City Council,2015-06-03,1600535708,3454.33,0,3454.33,Compass Fostering Nw Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600535888,3520.67,0,3520.67,Compass Fostering Nw Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601143166,3994.27,665.71,3328.56,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-06-03,601143255,4000,0,4000,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-03,1600537550,4248.89,0,4248.89,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601143221,4299,0,4299,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-03,601143231,4576.32,762.72,3813.6,Post Office Counters,"Community, Health & Social Care",Bank Commission
Salford City Council,2015-06-03,1600534732,4692.31,782.05,3910.26,Kdb Services Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-06-03,601143165,5216.7,869.45,4347.25,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-06-03,601143162,6250,0,6250,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601142116,6600,1100,5500,Cles Limited,Office of the Chief Executive,Vehicle Hire
Salford City Council,2015-06-03,1600536719,10542,1757,8785,John Turner Construction Group Ltd,Capital Expenditure,Other Works
Salford City Council,2015-06-03,601141449,12000,2000,10000,Stepping Out Business Dev Services,"Community, Health & Social Care",Conferences/Seminars
Salford City Council,2015-06-03,601141450,12000,2000,10000,Stepping Out Business Dev Services,"Community, Health & Social Care",Conferences/Seminars
Salford City Council,2015-06-03,1600536121,13130.67,0,13130.67,Bright Futures Care Ltd T/A Corners,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600536987,13263.66,0,13263.66,Roc North West Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,1600536090,14167,0,14167,Footsteps A Path To Change Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-03,601142409,15000,2500,12500,Stepping Out Business Dev Services,"Community, Health & Social Care",Conferences/Seminars
Salford City Council,2015-06-03,601143184,15540.04,2590.01,12950.03,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-06-03,1600537512,19216.2,3202.7,16013.5,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-06-03,1600537510,40101.02,6683.5,33417.52,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2015-06-03,1600537481,40104,6684,33420,Sound Innovations Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-06-03,601143229,44143.2,7357.2,36786,Virgin Media Business,Customer and Support Services,Lease line rentals
Salford City Council,2015-06-03,1600537501,168399.25,0,168399.25,Gaddum Centre,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2015-06-03,1600537315,179427.31,29904.55,149522.76,Connell Bros Ltd,Capital Expenditure,Demolition
Salford City Council,2015-06-03,1600535653,246350.4,41058.4,205292,Sap (Uk) Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-06-03,2204054594,850000,0,850000,Aspire,Community Health & Social Care,Payments to agencies
Salford City Council,2015-06-04,1600537001,562.99,93.83,469.16,G Jones Builders,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-06-04,601143262,600,0,600,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2015-06-04,lpxbmnxfm,628.8,104.8,524,Lion Fpg,Customer and Support Services,Printing & Photocopying,,,,,,,#N/A
Salford City Council,2015-06-04,601142240,720,0,720,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-06-04,601143265,787.6,6.6,781,Complete Background Screening Ltd,Customer and Support Services,Disclosure barring
Salford City Council,2015-06-04,1600537618,845.53,0,845.53,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-06-04,601143272,978.78,163.13,815.65,Rothwell Robinson Ltd,Children's Services,Building Rep & Maint
Salford City Council,2015-06-04,1600536176,1200,0,1200,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-06-04,601142136,1248,208,1040,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2015-06-04,601143268,1310.64,218.44,1092.2,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-06-04,hxfsuwntp,1629.93,0,1629.93,Quayside Bakery,Environment and Community Safety,Provisions,,,,,,,#N/A
Salford City Council,2015-06-04,egolhabve,2006,0,2006,Francotyp,Customer and Support Services,Postage,,,,,,,#N/A
Salford City Council,2015-06-04,601143276,2334.83,0,2334.83,Caritas Care Limtied,Children's Services,Payts to Agencies
Salford City Council,2015-06-04,601143275,2652,442,2210,Dwf Llp,Customer and Support Services,Legal Fees
Salford City Council,2015-06-04,6001769695,3264.75,0,3264.75,Abbeyside Nursing Home Ltd,"Community, Health & Social Care",Catering Supp (food)
Salford City Council,2015-06-04,1600536450,3415.8,0,3415.8,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2015-06-04,1600537605,3480,580,2900,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2015-06-04,1600537590,4062.6,0,4062.6,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-06-04,1600537003,5713.5,0,5713.5,Start In  Salford,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-06-04,601143181,21633.62,2815.21,18818.41,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2015-06-04,1600537562,23142.86,0,23142.86,Hexagon Care Services Ltd,"Community, Health & Social Care",Hire of Facilities
Salford City Council,2015-06-04,601142109,27000,0,27000,Blackpool Borough Council,Children's Services,Payts to Agencies
Salford City Council,2015-06-04,txehgwrhv,40858.03,0,40858.03,Capita Business Servs,Sustainable Regeneration,Works & Building,,,,,,,#N/A
Salford City Council,2015-06-04,2204054594,260587,0,260587,Peel Holdings,Sustainable Regeneration,Capital Expenses
Salford City Council,2015-06-05,601143018,2720.88,453.48,2267.4,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-06-05,601142622,681.05,0,681.05,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-06-05,1600537045,504,84,420,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2015-06-05,1600536109,529.68,88.28,441.4,Yorkshire Purchasing,Children's Services,Class Supplies Capit
Salford City Council,2015-06-05,601143079,536.5,0,536.5,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-06-05,1600535949,587.52,97.92,489.6,Sidhil  Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-06-05,601143317,600,0,600,Redacted Data,Children's Services,Vehicle RunningCosts
Salford City Council,2015-06-05,1600537008,600,100,500,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-06-05,1600536693,602.46,100.41,502.05,G Jones Builders,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-06-05,601143331,615,0,615,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2015-06-05,601143314,618.23,103.04,515.19,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-06-05,1600536175,696,0,696,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-06-05,1600536167,721.11,0,721.11,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-06-05,1600536179,749.85,0,749.85,C P A G,"Community, Health & Social Care",Books & Periodicals
Salford City Council,2015-06-05,1600534427,755.15,125.86,629.29,G Jones Builders,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-06-05,601143304,759,0,759,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2015-06-05,1600536859,765.77,0,765.77,Langdon Community,"Community, Health & Social Care",Hire of Facilities
