Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2013-10-01,1600483216,3600,600,3000,Astral Ps Ltd,Capital Expenditure,Other Works
Salford City Council,2013-10-01,1600482796,3647.28,607.88,3039.4,Bpi Recycled Products,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-10-01,1600481974,3658,0,3658,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481987,3658,0,3658,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481966,4245.69,0,4245.69,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481973,4245.69,0,4245.69,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481988,4245.69,0,4245.69,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481989,4245.69,0,4245.69,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600482227,4248.89,0,4248.89,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481984,4312.1,0,4312.1,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481963,4380.3,0,4380.3,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600482243,4380.3,0,4380.3,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481691,4800,800,4000,Olm Profesional Services Ltd,Customer and Support Services,Consult/Contractors
Salford City Council,2013-10-01,601098636,5000,0,5000,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-01,1600481964,5000,0,5000,Sounds From The Other City Ltd,Office of the Chief Executive,Marketing/Publicity
Salford City Council,2013-10-01,601098616,5609.28,934.88,4674.4,S I G Roofing Supplies Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098613,6000,0,6000,Redacted Data,Customer and Support Services,GM City Skillz fund
Salford City Council,2013-10-01,601098608,6014.07,0,6014.07,Dial Construction Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2013-10-01,601098651,6026.23,1004.4,5021.83,Pts,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098652,6041.14,1006.89,5034.25,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098598,6044.97,0,6044.97,Hughes Brothers Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2013-10-01,601098658,6092.78,1015.46,5077.32,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,1600481664,6300,1050,5250,Vector Resourcing Ltd,Customer and Support Services,Consult/Contractors
Salford City Council,2013-10-01,601098649,6434.72,1072.52,5362.2,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098604,6459.11,0,6459.11,G Jones Builders,Capital Expenditure,Improvement Grants
Salford City Council,2013-10-01,601098638,7500,0,7500,Scott Rees & Co,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-01,601098627,7750,0,7750,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-01,601098625,8150,0,8150,Peasegoods Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-01,601098664,8763.53,1460.71,7302.82,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098656,9057.46,1509.65,7547.81,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098606,9101.76,0,9101.76,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,2013-10-01,1600483632,9130,0,9130,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,601098624,10000,0,10000,Wilkin Chapman Grange Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-01,601098646,10017.56,1669.59,8347.97,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098655,10454.68,1742.43,8712.25,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,1600481965,10714.5,0,10714.5,Courtyard Care Group,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481968,11357.14,0,11357.14,Alliance Care And Education,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,601098653,12108.65,2018.16,10090.49,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098662,13498.69,2249.78,11248.91,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,1600481959,13710,0,13710,Footsteps A Path To Change Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,601098637,15000,0,15000,Healds Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-01,601098623,16000,0,16000,Wilkin Chapman Llp,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-01,1600481967,17142.6,0,17142.6,Courtyard Care Group,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,1600481958,18000,0,18000,Footsteps A Path To Change Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-01,601098301,20931.67,3488.61,17443.06,G Jones Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098338,22008.42,3668.07,18340.35,Disc Groundwork & Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098047,22038.53,3673.09,18365.44,G Jones Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,601098610,25654.02,175.04,25478.98,Southern Electric,Capital Expenditure,Electricity
Salford City Council,2013-10-01,1600482678,27150.61,4525.1,22625.51,Zurich Assurance Ltd,Sustainable Regeneration,Rents
Salford City Council,2013-10-01,601098052,33791.08,5631.85,28159.23,G Jones Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-01,1600482939,34209.35,0,34209.35,Greater Manchester West,Environment and Community Safety,Payments to H A
Salford City Council,2013-10-01,1600482941,36209.75,6034.96,30174.79,Greater Manchester West,Environment and Community Safety,Payments to H A
Salford City Council,2013-10-01,1600483591,48762.29,8127.05,40635.24,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2013-10-01,1600483648,112237.53,18706.25,93531.28,Npower Ltd,Sustainable Regeneration,Principal Road Maint
Salford City Council,2013-10-02,1600483120,3333,0,3333,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-10-02,1600483709,3333,0,3333,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-10-02,1600483711,3333,0,3333,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-10-02,601098326,1081.55,180.26,901.29,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2013-10-02,1600482136,532.8,88.8,444,Simple Technology (Uk) Ltd,Customer and Support Services,Computer Equipment
Salford City Council,2013-10-02,1600482577,548.04,91.34,456.7,Gerald Simonds Healthcare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2013-10-02,53506393,574.8,0,574.8,Don Ruffles Ltd,Children's Services,Stationery
Salford City Council,2013-10-02,601095606,586.08,0,586.08,Enterprise Rent A Car Uk Ltd,Customer and Support Services,Liability Insurance
Salford City Council,2013-10-02,53506443,593.76,98.96,494.8,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-02,1600483695,600,0,600,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-10-02,1600482085,624,104,520,West March Systems Ltd,Children's Services,Grants
Salford City Council,2013-10-02,601098581,630,105,525,Psi (Resources) Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2013-10-02,1600481862,651.61,108.6,543.01,Facultatieve Technologies Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2013-10-02,1600481782,675.89,112.65,563.24,Qbs Software Ltd,Customer and Support Services,Computer Software
Salford City Council,2013-10-02,1600482421,694.28,115.71,578.57,Viridor Waste (Greater Manchester),Sustainable Regeneration,Refuse Disposal
Salford City Council,2013-10-02,53506449,699.04,116.51,582.53,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-02,1600482080,752.4,125.4,627,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2013-10-02,1600482576,837.6,139.6,698,Genie Care Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2013-10-02,1600482082,842.4,140.4,702,Taylors Oak Park,Environment and Community Safety,Equipment Repair
Salford City Council,2013-10-02,601098703,856.68,142.78,713.9,B & M Waste Services,Capital Expenditure,Other Works
Salford City Council,2013-10-02,601098152,891.6,148.6,743,Strand Refrigeration,Environment and Community Safety,del'd kitchen formul
Salford City Council,2013-10-02,53506446,913.7,152.28,761.42,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-02,601098721,1000,0,1000,Redacted Data,Community Health & Social Care,Residents Savings
Salford City Council,2013-10-02,601098717,1014.66,0,1014.66,Redacted Data,Community Health & Social Care,Residents Savings
Salford City Council,2013-10-02,601098162,1044,174,870,Strand Refrigeration,Environment and Community Safety,del'd kitchen formul
Salford City Council,2013-10-02,601098719,1100.22,0,1100.22,Redacted Data,Community Health & Social Care,Residents Savings
Salford City Council,2013-10-02,1600482096,1200,200,1000,Manchester Food & Drink Festival,Office of the Chief Executive,Marketing/Publicity
Salford City Council,2013-10-02,1600482236,1200,0,1200,Rochdale Mbc,Children's Services,Photography
Salford City Council,2013-10-02,601098718,1218.71,0,1218.71,Redacted Data,Community Health & Social Care,Residents Savings
Salford City Council,2013-10-02,601098710,1248,208,1040,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2013-10-02,1600481747,1625.4,270.9,1354.5,Bemrosebooth Ltd,Sustainable Regeneration,Stationery
Salford City Council,2013-10-02,1600482086,1656,276,1380,Direct Healthcare Services Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2013-10-02,1600481850,2100,350,1750,Abca Systems,Sustainable Regeneration,Electricity
Salford City Council,2013-10-02,601098241,2125.89,354.32,1771.57,"Thorpe, Whyman & Briggs Ltd",Capital Expenditure,External Fees-Other
Salford City Council,2013-10-02,1600482375,2234.46,372.41,1862.05,Northgate Information Solutions,Community Health & Social Care,Other Prof Fees
Salford City Council,2013-10-02,1600481760,2358,393,1965,Sunrise Medical Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2013-10-02,601097508,2500,416.67,2083.33,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2013-10-02,1600483726,2794.61,0,2794.61,Wirral Women & Childrens Aid,Children's Services,Children Act-Sect 23
Salford City Council,2013-10-02,1600483073,2879,0,2879,Thyssenkrupp Encasa Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-02,601098289,3384.79,0,3384.79,Modus Communicandi Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-02,601098288,3520.67,0,3520.67,Modus Communicandi Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-02,601098681,3581.71,596.95,2984.76,Darfen Durafencing,Capital Expenditure,Works & Building
Salford City Council,2013-10-02,1600483072,3926.4,654.4,3272,Thyssenkrupp Encasa Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-02,601098690,4597.5,766.25,3831.25,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2013-10-02,601098716,4676.25,0,4676.25,Redacted Data,Community Health & Social Care,Residents Savings
Salford City Council,2013-10-02,1600481761,5061,843.5,4217.5,Prism Medical Uk,Community Health & Social Care,Disability Equipment
Salford City Council,2013-10-02,601098678,5640,940,4700,Md Construction,Capital Expenditure,Works & Building
Salford City Council,2013-10-02,1600483696,5950,0,5950,Redacted Data,Capital Expenditure,External Fees-Other
Salford City Council,2013-10-02,601098011,6523,0,6523,Tameside M. B. C.,Children's Services,Payts to Other LA's
Salford City Council,2013-10-02,601098688,7033.96,0,7033.96,Abbotsound Limited,Community Health & Social Care,Day Care
Salford City Council,2013-10-02,1600482088,7303,0,7303,Pollock Lifts,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-02,1600483688,7507.08,1251.18,6255.9,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2013-10-02,1600481746,7778.4,1296.4,6482,Jla Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2013-10-02,1600483717,7797.4,0,7797.4,Britannia Hotels,Children's Services,Conferences/Seminars
Salford City Council,2013-10-02,1600483584,8065,0,8065,Pollock Lifts,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-02,1600481873,8414.33,0,8414.33,Choices Homes For Children Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-10-02,1600482579,12076.8,2012.8,10064,Sico Europe Ltd,Environment and Community Safety,del'd kitchen formul
Salford City Council,2013-10-02,601098720,13376.18,0,13376.18,Redacted Data,Community Health & Social Care,Residents Savings
Salford City Council,2013-10-02,1600483713,13897.5,0,13897.5,Swinton & Worsley Mencap,Community Health & Social Care,Payts to Agencies
Salford City Council,2013-10-02,1600483708,24805.79,0,24805.79,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-10-02,1600483710,25180.47,0,25180.47,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-10-02,601098682,40944,6824,34120,Rubax Lifts Ltd,Capital Expenditure,Works & Building
Salford City Council,2013-10-02,601098709,42165,7027.5,35137.5,Capital Properties (Uk) Ltd,Office of the Chief Executive,Electricity
Salford City Council,2013-10-02,601098708,56169,9361.5,46807.5,Emerson Management Services Ltd,Customer and Support Services,Rents
Salford City Council,2013-10-02,601098692,68773.15,11462.2,57310.95,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-02,601098691,100032,16672,83360,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-02,601098693,269914.91,44985.81,224929.1,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-10-02,1600483679,1612713.6,268785.6,1343928,Salford Community Leisure Ltd,Community Health & Social Care,SCL management fee
Salford City Council,2013-10-03,1600482863,504,84,420,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-10-03,1600483793,518.23,86.37,431.86,J Fletcher Engineers Ltd,Children's Services,Internet
Salford City Council,2013-10-03,1600482745,523.2,87.2,436,Phillip Dean Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-10-03,53581133,555.6,92.6,463,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,6001410464,578.13,0,578.13,Redacted Data,Children's Services,Cont Care Allowance
Salford City Council,2013-10-03,1600482438,585.86,97.64,488.22,Acorn Pressurisation Services Ltd,Sustainable Regeneration,UV Tank Clean
Salford City Council,2013-10-03,601098776,632,0,632,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-10-03,53581131,641.45,106.91,534.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,1600483099,650.4,108.4,542,P.P.O'Connor Ltd,Sustainable Regeneration,Rechargeable R & Mnt
Salford City Council,2013-10-03,53581119,665.71,110.96,554.75,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581125,674.09,112.35,561.74,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581053,720.54,3.62,716.92,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2013-10-03,601098747,721.5,0,721.5,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2013-10-03,601098725,732,122,610,Nectarfleet Ltd,Community Health & Social Care,Transport
Salford City Council,2013-10-03,53581140,738.18,123.03,615.15,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581115,742.26,123.71,618.55,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581110,755,125.84,629.16,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581136,756.96,126.16,630.8,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581118,760.25,126.71,633.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581106,770.36,128.39,641.97,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,1600482138,819,136.5,682.5,Prism Medical Uk,Community Health & Social Care,Disability Equipment
Salford City Council,2013-10-03,601098777,837.6,0,837.6,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-10-03,53581113,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581121,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581127,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581132,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581135,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581122,864.78,144.13,720.65,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,53581117,874.91,145.83,729.08,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2013-10-03,1600483744,900,0,900,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2013-10-03,601098809,942,0,942,Training Local Communities Ltd,Community Health & Social Care,Other Prof Fees
Salford City Council,2013-10-03,601098766,965.64,0,965.64,Lark Hill Day Nursery Ltd,Children's Services,Grants
Salford City Council,2013-10-03,1600482766,986.4,164.4,822,Tyreforce Nw Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-10-03,601098778,1018.5,0,1018.5,Bethany Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2013-10-03,1600482726,1020,0,1020,Sodexo Ltd,Community Health & Social Care,Integrated Drug Programme
Salford City Council,2013-10-03,53581129,1032.36,172.06,860.3,The Furnishing Service,Sustainable Regeneration,Furniture
