Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-12-03,1600455308,8896.1,1482.68,7413.42,Danfo (Uk ) Ltd,Sustainable Regeneration,Consult/Contractors
Salford City Council,2012-12-03,1600455153,1351,221,1130,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-12-03,1600456175,514.8,85.8,429,Door Repair Service  Ltd,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2012-12-03,1600454645,1543.32,257.22,1286.1,Drinkle Mann Ltd,Office of the Chief Executive,Equipment Hire
Salford City Council,2012-12-03,601074416,599.44,0,599.44,E On Uk Plc,Sustainable Regeneration,Electricity
Salford City Council,2012-12-03,1600456180,506.4,84.4,422,Ellesmere Engineering Co Ltd,Children's Services,UV Heat Rep
Salford City Council,2012-12-03,601072211,600,100,500,Fielding Porter,Children's Services,Legal Fees
Salford City Council,2012-12-03,601074497,964.72,160.78,803.94,Firemark Limited,Sustainable Regeneration,Electricity
Salford City Council,2012-12-03,601074527,18283.8,3024.8,15259,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2012-12-03,1600455692,6925,0,6925,Greater Manchester West,Environment and Community Safety,Grants - External
Salford City Council,2012-12-03,601074535,1174.56,195.76,978.8,Hays Education,Children's Services,Agency Fees
Salford City Council,2012-12-03,601074536,1174.56,195.76,978.8,Hays Education,Children's Services,Agency Fees
Salford City Council,2012-12-03,1600455320,12405.49,2067.58,10337.91,Ingenitech Ltd,Customer and Support Services,Lease line rentals
Salford City Council,2012-12-03,1600455364,12465.49,2077.58,10387.91,Ingenitech Ltd,Customer and Support Services,Lease line rentals
Salford City Council,2012-12-03,601072077,4068,678,3390,Integrated Water Services,Children's Services,Dev Servs Day to Day
Salford City Council,2012-12-03,1600454672,1321.68,220.28,1101.4,Integrated Water Services,Environment and Community Safety,UV Tank Clean
Salford City Council,2012-12-03,1600455380,3506.16,584.36,2921.8,Integrated Water Services,"Community, Health & Social Care",UV Tank Clean
Salford City Council,2012-12-03,1600454679,4279.56,713.26,3566.3,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2012-12-03,1600454607,2614.8,435.8,2179,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2012-12-03,601074512,625.7,104.28,521.42,Jacobs,Customer and Support Services,Debt Recoveries Agen
Salford City Council,2012-12-03,601074514,502.99,0,502.99,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2012-12-03,601074513,558.62,0,558.62,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2012-12-03,601074511,703.06,0,703.06,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2012-12-03,601057479,560,0,560,Little Hulton  Health & Hobby Group,"Community, Health & Social Care",Leisure Activity
Salford City Council,2012-12-03,1600455616,14523.84,2420.64,12103.2,Manchester City Council,Customer and Support Services,Payts to Other LA's
Salford City Council,2012-12-03,1600454199,701.41,116.9,584.51,Marlow Electrical Co,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2012-12-03,1600454202,1065.42,177.56,887.86,Marlow Electrical Co,Office of the Chief Executive,Dev Servs Day to Day
Salford City Council,2012-12-03,1600454348,5112.34,852.06,4260.28,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Electricity
Salford City Council,2012-12-03,1600454347,3482.35,580.39,2901.96,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Gas
Salford City Council,2012-12-03,1600454346,4317.37,719.56,3597.81,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Gas
Salford City Council,2012-12-03,1600454601,3360,560,2800,N Shawcross Ltd,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2012-12-03,1600455393,1562.4,260.4,1302,Nextelcom Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2012-12-03,601073141,714.37,119.06,595.31,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2012-12-03,601073140,1785.62,297.6,1488.02,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2012-12-03,1600455381,831.42,138.56,692.86,Peel Mount Contract,"Community, Health & Social Care",Domestic Equipment
Salford City Council,2012-12-03,1600455211,16115.06,2685.84,13429.22,Powerperfector Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-12-03,1600456724,1964.94,327.49,1637.45,R H Smith Engineering Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2012-12-03,1600455214,869.34,144.89,724.45,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2012-12-03,1600454591,840,140,700,Rayden Asbestos Surveys,Capital Expenditure,Other Works
Salford City Council,2012-12-03,601074454,843.68,0,843.68,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074459,843.68,0,843.68,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074460,852.92,0,852.92,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074423,862.16,0,862.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074461,899.08,0,899.08,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074458,943.14,0,943.14,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074427,966.16,0,966.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074456,966.16,0,966.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074457,966.16,0,966.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074426,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074429,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074430,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074431,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074434,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074435,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074436,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074437,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074438,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074439,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074440,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074441,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074442,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074443,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074444,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074445,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074446,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074447,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074449,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074450,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074451,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074452,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074455,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074462,974.16,0,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074425,982.16,0,982.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074453,982.16,0,982.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074432,994.16,0,994.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074433,994.16,0,994.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074448,1066.16,0,1066.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074424,1222.88,0,1222.88,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074422,1378.44,0,1378.44,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601074428,1547.8,0,1547.8,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-12-03,601073332,3000,500,2500,Redacted Personal Data,Customer and Support Services,Legal Fees
Salford City Council,2012-12-03,1600454853,595,0,595,Redacted Personal Data,"Community, Health & Social Care",Leisure Activity
Salford City Council,2012-12-03,601072812,5379.59,0,5379.59,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2012-12-03,601074369,26899.82,4483.3,22416.52,Ricoh Uk Limited,Customer and Support Services,Equipment Hire
Salford City Council,2012-12-03,1600455389,4896,816,4080,Roche Audio Visual,Customer and Support Services,Computer Maintenance
Salford City Council,2012-12-03,601074474,922.74,153.79,768.95,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2012-12-03,601072162,2862.29,477.05,2385.24,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2012-12-03,1600456643,3456.6,0,3456.6,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-12-03,1600456645,3456.6,0,3456.6,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-12-03,1600456641,3660.3,0,3660.3,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-12-03,41321115,602,0,602,Shanleys  Ltd,Marketing and Communications,Printing & Photocopying
Salford City Council,2012-12-03,1600454600,1296,216,1080,Spectra Security,Sustainable Regeneration,Equipment Purchase
Salford City Council,2012-12-03,1600454605,952.8,158.8,794,Spectra Security,Capital Expenditure,Works & Building
Salford City Council,2012-12-03,1600454822,624,104,520,Strand Refrigeration,Children's Services,Equipment Repair
Salford City Council,2012-12-03,601074464,527.41,9.42,517.99,Swinton Private Hire Ltd,Children's Services,Travel Expenses
Salford City Council,2012-12-03,601072192,1062,177,885,Teaching Personnel Ltd,Children's Services,Supply Teach-Basic
Salford City Council,2012-12-03,601073228,1380,230,1150,Teaching Personnel Ltd,Children's Services,Supply Teach-Basic
Salford City Council,2012-12-03,601073542,4324.08,720.68,3603.4,Teaching Personnel Ltd,Children's Services,Supply Teach-Basic
Salford City Council,2012-12-03,601074521,2400,0,2400,The Links Resource Centre,Children's Services,Payts to Agencies
Salford City Council,2012-12-03,601074505,1235.78,0,1235.78,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-12-03,1600453851,2550,425,2125,Trango Consulting Ltd,"Community, Health & Social Care",Consult/Contractors
Salford City Council,2012-12-03,1600455215,852.29,142.06,710.23,Tts Group Ltd,Children's Services,Equipment Purchase
Salford City Council,2012-12-03,1600455384,2800,0,2800,University Of Bolton,Children's Services,Training expenses
Salford City Council,2012-12-03,1600455392,2800,0,2800,University Of Bolton,Children's Services,Training expenses
Salford City Council,2012-12-03,601073886,16730,0,16730,Wigan Council,Children's Services,Payts to Other LA's
Salford City Council,2012-12-03,1600454309,1584,264,1320,Ymca Training Ltd,Environment and Community Safety,Contractors
Salford City Council,2012-12-03,1600455197,3192,532,2660,Ymca Training Ltd,Environment and Community Safety,Contractors
Salford City Council,2012-12-04,601074608,3870.86,0,3870.86,Albion Cooked Meats Limited,Environment and Community Safety,Provisions
Salford City Council,2012-12-04,601074625,17181.67,2863.61,14318.06,Audit Commission,Customer and Support Services,District Audit Fees
Salford City Council,2012-12-04,601074479,754.64,125.77,628.87,B & M Waste Services,Capital Expenditure,Other Works
Salford City Council,2012-12-04,601074607,828.57,0,828.57,Barnardos North West,Children's Services,Rents
Salford City Council,2012-12-04,601074575,532.94,13.05,519.89,Brakes Quality Food,"Community, Health & Social Care",Provisions
Salford City Council,2012-12-04,1600456734,7113.6,1185.6,5928,Broxap Limited,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2012-12-04,601074642,698.14,116.35,581.79,Bt Plc,Children's Services,Pupil Assistance
Salford City Council,2012-12-04,601074617,1287.58,0,1287.58,Caritas Diocese Of Salford,Children's Services,Other Prof Fees
Salford City Council,2012-12-04,1600457336,851.93,141.99,709.94,Connevans Limited,Children's Services,Equipment Purchase
Salford City Council,2012-12-04,601074165,2938.02,489.67,2448.35,Cunninghams,Environment and Community Safety,IT  Licence Fee
Salford City Council,2012-12-04,1600454821,1519.56,253.26,1266.3,Drinkle Mann Ltd,Office of the Chief Executive,Equipment Hire
Salford City Council,2012-12-04,1600456481,1149.32,191.55,957.77,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2012-12-04,1600457340,1050,175,875,Ecodrive Transmissions Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2012-12-04,601074665,2496,416,2080,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2012-12-04,1600456742,2162.4,360.4,1802,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-12-04,1600455756,1307.28,0,1307.28,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-12-04,1600455757,1307.28,0,1307.28,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-12-04,601074538,684.6,0,684.6,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-12-04,601074550,3376.74,0,3376.74,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-12-04,601074630,3423,0,3423,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-12-04,601074691,4011.6,0,4011.6,Fp Teleset Data Group,"Community, Health & Social Care",Postage
Salford City Council,2012-12-04,41373137,1996,0,1996,Francotyp,Environmental and Community Health,Equipment Purchase
Salford City Council,2012-12-04,601074614,525,0,525,Gears + Ltd,Children's Services,Training of others
Salford City Council,2012-12-04,1600455978,11558.4,1926.4,9632,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2012-12-04,1600455979,70156.8,11692.8,58464,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2012-12-04,1600457252,992.44,0,992.44,Great Places Housing Association,Children's Services,Rents
Salford City Council,2012-12-04,1600457317,2232.99,0,2232.99,Great Places Housing Association,Children's Services,Rents
Salford City Council,2012-12-04,601074547,1174.56,195.76,978.8,Hays Education,Children's Services,Agency Fees
Salford City Council,2012-12-04,601074688,1174.56,195.76,978.8,Hays Education,Children's Services,Agency Fees
Salford City Council,2012-12-04,1600457319,3054,509,2545,Hint Media,Children's Services,Marketing/Publicity
Salford City Council,2012-12-04,1600455588,2790,0,2790,Ias Tact,Children's Services,Payts to Agencies
Salford City Council,2012-12-04,1600457351,622.8,103.8,519,J Cocker (Tinsmith),"Community, Health & Social Care",Accessibility Adaptations & Alterations
Salford City Council,2012-12-04,1600454112,2204.4,367.4,1837,Leigh Dogs And Cats Home Ltd,Environment and Community Safety,Animal Boarding Fees
Salford City Council,2012-12-04,1600454536,597.58,99.6,497.98,Lyreco Uk Limited,Environment and Community Safety,Computer Equipment
Salford City Council,2012-12-04,601074566,686.43,0,686.43,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2012-12-04,1600454636,3426.58,571.1,2855.48,Mitie Security Ltd,Customer and Support Services,Security Services
Salford City Council,2012-12-04,601074636,1048.01,174.67,873.34,P C Concepts,Children's Services,Pupil Assistance
Salford City Council,2012-12-04,601074622,2019.28,336.55,1682.73,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2012-12-04,601074588,510,85,425,Psi (Resources) Limited,Environment and Community Safety,Delegated Kitchen Formula
Salford City Council,2012-12-04,601074711,3432.83,572.14,2860.69,Psychological Associates Ltd,Children's Services,Legal Fees
Salford City Council,2012-12-04,1600456725,1628.71,271.45,1357.26,R H Smith Engineering Ltd,Customer and Support Services,Dev Servs Day to Day
Salford City Council,2012-12-04,1600457341,604.8,100.8,504,Rbs Invoice Customer & Support Services Limited,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2012-12-04,6001199446,532,0,532,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199149,503.24,0,503.24,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199077,504.16,0,504.16,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199047,511.92,0,511.92,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199048,511.92,0,511.92,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199292,514.08,0,514.08,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199212,526.32,0,526.32,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199291,526.32,0,526.32,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199167,526.68,0,526.68,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199248,526.68,0,526.68,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199351,527.24,0,527.24,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199066,533.4,0,533.4,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199346,533.64,0,533.64,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199526,533.96,0,533.96,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199504,534,0,534,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199242,535.92,0,535.92,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199481,540.84,0,540.84,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199142,540.96,0,540.96,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199402,548.72,0,548.72,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199530,548.84,0,548.84,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199286,550.8,0,550.8,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199531,550.84,0,550.84,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199496,551.2,0,551.2,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199191,554.4,0,554.4,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199201,554.4,0,554.4,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199263,554.4,0,554.4,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199266,554.4,0,554.4,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199492,558.88,0,558.88,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199463,565.4,0,565.4,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199453,571.8,0,571.8,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199239,572.88,0,572.88,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199056,574.84,0,574.84,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199386,577.36,0,577.36,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199314,582.12,0,582.12,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199173,585.08,0,585.08,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199323,591.36,0,591.36,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199342,591.36,0,591.36,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199539,597.96,0,597.96,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199375,599.96,0,599.96,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199389,601.32,0,601.32,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199438,618.56,0,618.56,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199369,621.76,0,621.76,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199520,622.72,0,622.72,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199493,633.36,0,633.36,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199229,636.48,0,636.48,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199457,636.48,0,636.48,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199340,639.52,0,639.52,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199471,641.6,0,641.6,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199060,643.12,0,643.12,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199503,644.24,0,644.24,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199045,644.64,0,644.64,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199078,646.64,0,646.64,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199156,646.8,0,646.8,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199095,648,0,648,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199507,648.96,0,648.96,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199302,656.04,0,656.04,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199328,660,0,660,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199358,660.08,0,660.08,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199125,665.28,0,665.28,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199279,665.28,0,665.28,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199281,665.28,0,665.28,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199350,672,0,672,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199174,674.52,0,674.52,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199485,674.52,0,674.52,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199147,683.76,0,683.76,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2012-12-04,6001199411,697.64,0,697.64,Redacted Personal Data,"Community, Health & Social Care",Payt to care clients
