Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-05-01,601140248,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140249,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140298,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140299,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140340,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140513,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140514,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140515,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140516,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-01,601140968,1000.00,0.00,1000.00,Willow Tree Primary School,Children's Services,Pupil Assistance
Salford City Council,2015-05-04,lvqvoyeje,790.00,0.00,790.00,Cliffe Enterprise,Customer and Support Services,Printing & Photocopying
Salford City Council,2015-05-05,1600534589,15450.00,0.00,15450.00,42Nd Street,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,1600535359,8500.00,0.00,8500.00,Aim Habonim,Children's Services,Release of Provision
Salford City Council,2015-05-05,601141130,11878.53,0.00,11878.53,Aon Ltd,Customer and Support Services,Repaymt-Insur Hldg
Salford City Council,2015-05-05,1600534158,3600.00,600.00,3000.00,Apem Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-05-05,1600534602,4183.20,697.20,3486.00,Apem Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-05-05,601141118,17000.00,0.00,17000.00,Arthur Mcqueen T/A Bargain Booze,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-05,1600534745,1080.00,180.00,900.00,Balmers Garden Machinery Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-05-05,601141120,5167.00,0.00,5167.00,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,601141119,15833.00,0.00,15833.00,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,601141121,15833.00,0.00,15833.00,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,601139798,2852.89,0.00,2852.89,City West Housing Trust,"Community, Health & Social Care",Rents
Salford City Council,2015-05-05,1600534218,10714.50,0.00,10714.50,Courtyard Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,1600534330,17142.60,0.00,17142.60,Courtyard Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,1600533932,812.00,0.00,812.00,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,1600533929,1203.50,0.00,1203.50,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,601141145,3950.50,0.00,3950.50,Cross Roads Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-05-05,601141144,6434.74,0.00,6434.74,Cross Roads Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-05-05,1600534333,12642.60,0.00,12642.60,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,601141129,717.11,119.52,597.59,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-05,601141142,1512.00,252.00,1260.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-05,601141140,36200.00,0.00,36200.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-05,1600534622,1111.01,185.17,925.84,Gbm Digital Technologies Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-05-05,1600535288,2795.85,0.00,2795.85,Gmpr Unit,Children's Services,Rents
Salford City Council,2015-05-05,1600535425,540.00,90.00,450.00,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2015-05-05,1600534715,15428.57,0.00,15428.57,Hexagon Care Services Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-05-05,1600535334,12857.10,0.00,12857.10,Horizon Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,1600533362,5124.00,854.00,4270.00,Lisclare Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-05-05,1600533360,2364.00,394.00,1970.00,Mac Active Ltd,Office of the Chief Executives,Computer Equipment
Salford City Council,2015-05-05,1600535335,32580.00,5430.00,27150.00,Manchester City Council,Capital Expenditure,Legal Fees
Salford City Council,2015-05-05,601141139,7102.00,0.00,7102.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-05,1600534597,1200.00,200.00,1000.00,Northgate Information Solutions,Customer and Support Services,Computer Software
Salford City Council,2015-05-05,1600534598,1077.30,179.55,897.75,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2015-05-05,1600534599,1229.62,204.94,1024.68,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2015-05-05,1600533364,3121.20,520.20,2601.00,Premier Blinds,Capital Expenditure,Works & Building
Salford City Council,2015-05-05,1600534325,5031.20,0.00,5031.20,Ramilies Hall School,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-05-05,601140791,835.80,139.30,696.50,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-05-05,1600533992,1764.00,294.00,1470.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2015-05-05,601141134,18644.41,3107.40,15537.01,Reed Business Information Ltd,Children's Services,Other Prof Fees
Salford City Council,2015-05-05,601140901,1159.21,0.00,1159.21,Salford Womens Aid,Children's Services,Rents
Salford City Council,2015-05-05,1600535412,843.60,140.60,703.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-05-05,601141138,6003.00,0.00,6003.00,Sheldon Davidson Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-05,1600535084,504.00,84.00,420.00,The Audience Agency,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-05-05,601140774,1488.92,248.15,1240.77,The Danwood Group Limited,Environment and Community Safety,MFP Devices
Salford City Council,2015-05-05,1600535305,600.00,0.00,600.00,The Mustard Tree,"Community, Health & Social Care",Oth Office Expenses
Salford City Council,2015-05-05,1600534476,1007.14,0.00,1007.14,Timeout Homes Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-05-05,1600534311,5991.85,0.00,5991.85,Together Trust,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-05-05,1600535427,1824.00,304.00,1520.00,Warrington Borough Council,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-05-05,601141135,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-06,601141289,1000.00,0.00,1000.00,Aguda North West,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-05-06,1600533366,6960.00,1160.00,5800.00,Bluefort Security Ltd,Customer and Support Services,Computer Software
Salford City Council,2015-05-06,1600533925,8137.60,1356.27,6781.33,Csl Dual Com Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2015-05-06,601141280,1438.00,0.00,1438.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,1600534731,5343.68,890.61,4453.07,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-05-06,1600534730,5387.70,897.95,4489.75,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-05-06,601141292,20750.00,0.00,20750.00,Ds Properties Cheshire Llp,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-06,601141304,20750.00,0.00,20750.00,Ds Properties Cheshire Llp,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-06,601141163,5913.36,0.00,5913.36,Fiddlers Lane Primary School,Children's Services,Prog Maint & Works
Salford City Council,2015-05-06,601141282,585.00,0.00,585.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141281,3000.00,0.00,3000.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141314,3500.00,0.00,3500.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141278,6316.00,0.00,6316.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141315,6600.00,0.00,6600.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141312,7250.00,0.00,7250.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141310,8500.00,0.00,8500.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141309,16000.00,0.00,16000.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,1600534733,8921.02,1486.84,7434.18,G Jones Ltd,Capital Expenditure,Works & Building
Salford City Council,2015-05-06,601141175,813.60,135.60,678.00,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2015-05-06,1600535547,18816.00,3136.00,15680.00,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2015-05-06,601141259,1164.26,0.00,1164.26,Heptonstalls Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,1600535604,605.20,0.00,605.20,Holyrood Day Nursery Salford,Children's Services,Payts to Agencies
Salford City Council,2015-05-06,601141262,39000.00,0.00,39000.00,Kidz R Us Flexible Childcare,Children's Services,Grants
Salford City Council,2015-05-06,1600534586,6300.00,0.00,6300.00,Loispec Ltd,Children's Services,Consult/Contractors
Salford City Council,2015-05-06,601141165,700.00,0.00,700.00,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2015-05-06,601141305,515.00,0.00,515.00,Paypoint Plc,Sustainable Regeneration,Provisions
Salford City Council,2015-05-06,601141264,111000.00,0.00,111000.00,Pomegranate,Children's Services,Grants
Salford City Council,2015-05-06,601141170,594.00,99.00,495.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-05-06,601141313,884.00,0.00,884.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141291,26170.36,0.00,26170.36,Redacted Data,"Community, Health & Social Care",Money in Possession
Salford City Council,2015-05-06,601141320,555.00,0.00,555.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-05-06,601141271,721.50,0.00,721.50,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-05-06,601141270,740.00,0.00,740.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-05-06,1600535609,1067.00,0.00,1067.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-05-06,601141319,1313.26,0.00,1313.26,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-05-06,1600534743,1028.57,0.00,1028.57,Redacted Data,Children's Services,Rents
Salford City Council,2015-05-06,601141274,635.50,0.00,635.50,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2015-05-06,601141267,36000.00,0.00,36000.00,Roobyloos Childrens Nursery,Children's Services,Grants
Salford City Council,2015-05-06,601141311,1268.06,0.00,1268.06,Rsa Claims,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141335,800.00,0.00,800.00,Salford City College,Children's Services,Training expenses
Salford City Council,2015-05-06,1600534611,990.74,165.12,825.62,Salford Innovation Park Ltd,Sustainable Regeneration,Rents
Salford City Council,2015-05-06,601140116,971.75,0.00,971.75,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Rents
Salford City Council,2015-05-06,601141329,1387.90,0.00,1387.90,Sheilas Wheels,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-06,601141279,10887.07,0.00,10887.07,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2015-05-06,601141273,20234.69,0.00,20234.69,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2015-05-06,601141268,13500.00,0.00,13500.00,Tashbar Academy Ltd,Children's Services,Grants
Salford City Council,2015-05-06,601141251,3766.00,0.00,3766.00,The Court Service,Sustainable Regeneration,Debt Recoveries Agen
Salford City Council,2015-05-06,601141252,4431.00,0.00,4431.00,The Court Service,Sustainable Regeneration,Debt Recoveries Agen
Salford City Council,2015-05-06,601140797,1369.18,228.20,1140.98,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-05-06,601141167,1500.00,0.00,1500.00,The Hawthorn Hotel,Children's Services,Grants - External
Salford City Council,2015-05-06,601141263,70000.00,0.00,70000.00,The Stables Day Nursery Limited,Children's Services,Grants
Salford City Council,2015-05-06,601141269,15000.00,0.00,15000.00,Tinytots Vision Ltd,Children's Services,Grants
Salford City Council,2015-05-06,601141266,18000.00,0.00,18000.00,Tinytots Vision Ltd,Children's Services,Grants
Salford City Council,2015-05-06,1600535554,5903.40,983.90,4919.50,Tribune Avs Ltd,Capital Expenditure,Other Works
Salford City Council,2015-05-06,601141333,595.73,99.29,496.44,Urban Vision Partnership Ltd,Customer and Support Services,General Repairs
Salford City Council,2015-05-06,601141161,840.00,0.00,840.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-05-06,1600534615,47383.56,7897.26,39486.30,Wigan Leisure & Culture,Environment and Community Safety,Contractors
Salford City Council,2015-05-06,1600535052,976.28,162.71,813.57,Yorkshire Purchasing,Children's Services,Equip for Staff
Salford City Council,2015-05-07,1600533907,892.03,0.88,891.15,Ashtead Plant Hire Company Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-05-07,dyhesfjkn,567.56,0.00,567.56,Birtwistle Butcher,Environment and Community Safety,Food and refreshments
Salford City Council,2015-05-07,601141358,91805.74,15300.96,76504.78,Capita Business Services Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2015-05-07,cbcuijqmv,600.00,100.00,500.00,Capita Business Servs,Customer and Support Services,Other Professional Fees
Salford City Council,2015-05-07,yjpiyucqn,1110.96,0.00,1110.96,Creamline Dairies,Environment and Community Safety,Food and refreshments
Salford City Council,2015-05-07,601141344,6482.00,0.00,6482.00,David Marlow Building Contractor Lt,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-07,601141342,6355.50,0.00,6355.50,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-07,601141343,780.50,0.00,780.50,Dolphin Mobility Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-05-07,1600534075,548.05,91.34,456.71,Lex Autolease Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-05-07,601141345,6604.59,0.00,6604.59,M Connor Builder & Repairers Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-07,601141346,811.09,0.00,811.09,M Connor Builder & Repairers Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-05-07,2204039674,9264803.00,0.00,9264803.00,NHS CCG,"Community, Health & Social Care",Payments to Health Authority
Salford City Council,2015-05-07,kdzlkwdql,81527.03,13587.84,67939.19,Npower Ltd (I&c),Customer and Support Services,Electricity
Salford City Council,2015-05-07,601141367,2640.00,440.00,2200.00,Prestwich Plastering Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-05-07,6001781691,523.07,0.00,523.07,Redacted Data,Children's Services,Cont Care Allowance
Salford City Council,2015-05-07,601141306,8000.00,0.00,8000.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-07,601141328,12750.00,0.00,12750.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-05-07,1600535279,525.13,87.52,437.61,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-05-07,1600535287,3363.29,560.55,2802.74,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-05-07,1600534245,47040.00,0.00,47040.00,Salford Community & Voluntary Service,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-05-07,601141349,1270.00,0.00,1270.00,Silverdale Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-05-07,1600534585,8250.00,0.00,8250.00,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
