Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2018-07-03,6002575339,18000,0,18000,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,1600609499,3750,0,3750,Special Spirits,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575342,9483.12,0,9483.12,Swiis Fostercare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575360,9290.8,0,9290.8,The Fostering Team,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575350,11301.68,0,11301.68,The National Fostering Agency,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575369,3124.24,0,3124.24,Therapeutic Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575327,3672,0,3672,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575375,2880,0,2880,Uk Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575352,2396,0,2396,Wigan Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,6002575361,12593.88,0,12593.88,Witherslack Group,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-03,601221182,45599.95,0,45599.95,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-07-03,601221283,777.65,0,777.65,Eeven Homes Ltd,People (Childrens) Service Group,Rents
Salford City Council,2018-07-03,1600608674,2950,0,2950,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents
Salford City Council,2018-07-03,1600609517,1080,180,900,Prestige Training,People (Childrens) Service Group,Training expenses
Salford City Council,2018-07-03,1600609158,77906.71,12984.45,64922.26,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-07-03,6002575380,3824.13,0,3824.13,Leaving Care Services Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2018-07-03,6002575335,3400,0,3400,Right-Step Ltd,People (Childrens) Service Group,Vehicle RunningCosts
Salford City Council,2018-07-03,1600609483,70014,11669,58345,Salford Community Leisure Ltd,Place Directorate,SCL management fee
Salford City Council,2018-07-03,1600609482,1305837.6,217639.6,1088198,Salford Community Leisure Ltd,Place Directorate,SCL management fee
Salford City Council,2018-07-03,601221260,1020,170,850,T/A Strand Refrigeration,Place Directorate,del'd kitchen formul
Salford City Council,2018-07-03,osafirvxe,728.44,68.53,659.91,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-07-03,601221295,900,0,900,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2018-07-03,601220954,6880.28,1146.71,5733.57,Utilities Services (Media City Uk),Place Directorate,Electricity
Salford City Council,2018-07-03,1600608871,833.52,138.92,694.6,Alan Franklin Builders Ltd,Place Directorate,Rechargeable R & Mnt
Salford City Council,2018-07-03,1600609440,1075,0,1075,City West Housing Trust,Place Directorate,Rents
Salford City Council,2018-07-03,1600608537,554.26,92.38,461.88,Ags Tech,Place Directorate,UV Dec&Flr
Salford City Council,2018-07-03,1600608373,936,156,780,Ags Tech,Place Directorate,UV Dec&Flr
Salford City Council,2018-07-03,601221281,22253.61,0,22253.61,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-07-03,1600607216,522,87,435,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2018-07-03,1600608016,522,87,435,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2018-07-03,1600608539,522,87,435,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2018-07-03,1600607328,794.4,132.4,662,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2018-07-03,601221284,4771.06,795.18,3975.88,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2018-07-03,1600609434,1212.31,202.05,1010.26,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,2018-07-04,1600609558,5766,961,4805,Celtic Technologies Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-07-04,1600609564,756,126,630,M & A Brown (Engravers) Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-07-04,1600609578,1200.61,200.11,1000.5,Commsec Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-07-04,2204975236,6462865.13,0,6462865.13,NHS CCG,People (Adults) - CHSC,Payts to HA
Salford City Council,2018-07-04,601221419,663.12,110.52,552.6,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-07-04,601221418,1291.39,215.23,1076.16,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-07-04,601221463,4920,820,4100,Paypoint Payment Services Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2018-07-04,601221382,6908,0,6908,Disclosure & Barring Service,People (Childrens) Service Group,Disclosure barring
Salford City Council,2018-07-04,601221410,930,155,775,Gf Associates Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-04,601221396,528,88,440,Guardian Selection Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-04,1600607054,717.18,119.53,597.65,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-04,1600608486,781.58,130.26,651.32,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-04,1600608418,976.98,162.83,814.15,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-04,601221412,720,120,600,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-04,601221415,885.5,0,885.5,Carrington Riding Centre,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-07-04,601221392,648,108,540,The School Of Military Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-07-04,601221409,2592,432,2160,The School Of Military Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-07-04,1600609536,744,124,620,The Association Of Directors,People (Childrens) Service Group,Conferences/Seminars
Salford City Council,2018-07-04,601221445,1322.2,0,1322.2,Karenza Cutting,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221439,1322.2,0,1322.2,Kimberley Mclaighlin-Knowles,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221450,1322.2,0,1322.2,Mary Davies,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221451,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221454,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221457,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221460,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221455,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221443,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221448,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221447,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221442,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221441,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221452,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221458,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221446,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221461,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221440,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221459,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221438,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221456,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221449,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,601221453,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-07-04,1600609593,114276.73,0,114276.73,Foundations Support & Care Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-04,1600609571,503.04,83.84,419.2,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-04,1600609570,507.84,84.64,423.2,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-04,1600609572,1350.72,225.12,1125.6,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-04,1600609569,2352.38,392.06,1960.32,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-04,1600609568,3168.19,528.03,2640.16,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-04,1600609577,1213,0,1213,St Helens Mbc,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-07-04,1600609609,898,0,898,Yesoiday Hatorah School,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-07-04,1600609157,13861.99,2310.33,11551.66,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-07-04,1600609565,510,85,425,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2018-07-04,1600609579,3624,604,3020,Teleshore Ltd,Place Directorate,Equipment Purchase
Salford City Council,2018-07-04,1600609136,537.6,89.6,448,Kennedys Turf Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2018-07-04,1600609576,1306.22,217.7,1088.52,Kennedys Turf Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2018-07-04,601221405,3466.17,0,3466.17,Cleggs Chilled Food Service,Place Directorate,Provisions
Salford City Council,2018-07-04,1600609552,24812.52,4135.42,20677.1,Carlton Fuels,Place Directorate,Vehicle Running Cost
Salford City Council,2018-07-04,1600609554,25334.4,4222.4,21112,Carlton Fuels,Place Directorate,Vehicle Running Cost
Salford City Council,2018-07-04,1600609581,1117.2,186.2,931,Spectra Security,Place Directorate,Security Sys R & Mnt
Salford City Council,2018-07-04,1600609534,145833.33,0,145833.33,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2018-07-04,1600609535,145833.33,0,145833.33,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2018-07-04,601221381,15509.83,2574.97,12934.86,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Annual Vehicle Hire
Salford City Council,2018-07-04,601221383,16461.56,2738.6,13722.96,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Annual Vehicle Hire
Salford City Council,2018-07-05,1600608687,12600,2100,10500,Bloom Procurement Services Ltd,Capital Expenditure,Ext Fees-Architects
Salford City Council,2018-07-05,1600609606,576,96,480,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-07-05,1600609651,594,99,495,Geomatic Surveys Ltd,Capital Expenditure,Other Works
Salford City Council,2018-07-05,1600609614,6000,1000,5000,Soft Surfaces Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-07-05,1600608890,740.88,0,740.88,Chubb Fire & Security Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-07-05,601221556,742.8,123.8,619,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-07-05,601221500,579.84,96.64,483.2,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221488,690,115,575,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221489,690,115,575,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221497,724.8,120.8,604,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221499,724.8,120.8,604,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221486,754.5,125.75,628.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221496,1249.5,208.25,1041.25,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221494,1259.7,209.95,1049.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221487,1282.8,213.8,1069,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221484,646.02,107.67,538.35,Tradewind Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221485,646.02,107.67,538.35,Tradewind Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-07-05,601221426,1550,0,1550,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-07-05,601221508,604.8,100.8,504,Next Level Learning Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-07-05,601220222,853.2,142.2,711,"Egan, Reid Stationery Co Ltd",People (Childrens) Service Group,Furniture
Salford City Council,2018-07-05,601221514,2544.5,0,2544.5,Barnardos North West,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-07-05,601221473,5000,0,5000,Bayis Sheli Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-05,601221472,15116,0,15116,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-05,1600609756,15900,0,15900,Home Start Trafford & Salford,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-05,1600609388,5000,0,5000,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-05,1600609847,3750,0,3750,The Federation Of Jewish Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-05,1600609757,12500,0,12500,You Can Community Club Hq,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-07-05,1600609592,2000,0,2000,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-07-05,1600609855,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-07-05,1600609856,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-07-05,1600609858,8306.33,0,8306.33,T'Mimei Lev,People (Childrens) Service Group,Pupil Assistance
