Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description
Salford City Council,2015-02-02,1600527290,910.80,151.80,759.00,Ashtead Plant Hire Company Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-02-02,601134229,959.76,159.96,799.80,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134251,972.00,162.00,810.00,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134236,975.00,0.00,975.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,1600527483,1028.04,171.34,856.70,Rbs Invoice Finance Limited,Sustainable Regeneration,Equipment Repair
Salford City Council,2015-02-02,601134244,1074.10,0.00,1074.10,Lindley Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134230,1080.00,180.00,900.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,1600526746,1173.12,195.52,977.60,Rigby Taylor Ltd,Environment and Community Safety,Horticultural/GMaint
Salford City Council,2015-02-02,601134228,1230.00,0.00,1230.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134227,1290.00,0.00,1290.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134241,1350.00,0.00,1350.00,Thc Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134231,1557.00,259.50,1297.50,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134252,1753.20,292.20,1461.00,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134201,2109.07,0.00,2109.07,Basic,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-02-02,1600527369,3000.00,0.00,3000.00,Barnsley M. B. C.,Customer and Support Services,Subscriptions
Salford City Council,2015-02-02,1600525308,3480.00,580.00,2900.00,Our Life,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-02,1600526507,5167.00,0.00,5167.00,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-02-02,601134016,6250.00,0.00,6250.00,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-02-02,601134202,8078.45,0.00,8078.45,Marmion (Taxis),Children's Services,Pupil Assistance
Salford City Council,2015-02-02,601134234,9000.00,0.00,9000.00,Stockport Mbc,"Community, Health & Social Care",Grants
Salford City Council,2015-02-02,1600525595,15610.67,0.00,15610.67,Timeout Homes Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-02,1600525584,15942.99,0.00,15942.99,Timeout Homes Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-02,601134225,16840.00,0.00,16840.00,Royal Bolton Hospital Nhs,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-02,1600525428,22816.85,0.00,22816.85,City West Housing Trust,Sustainable Regeneration,Rents
Salford City Council,2015-02-02,601133081,32397.60,0.00,32397.60,Community Integrated Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-02-03,601134535,1050.00,0.00,1050.00,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,1600526853,503.39,83.90,419.49,Wrs Group Uk,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2015-02-03,1600526852,506.56,84.43,422.13,Wrs Group Uk,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2015-02-03,601134443,507.50,0.00,507.50,Penderels Trust,"Community, Health & Social Care",Oth Office Expenses
Salford City Council,2015-02-03,601134498,518.00,0.00,518.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-02-03,1600526620,528.00,88.00,440.00,Lloyds Tsb Commercial Finance,Environment and Community Safety,Vehicle related expenditure
Salford City Council,2015-02-03,601134410,528.67,0.00,528.67,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-02-03,601134432,540.00,90.00,450.00,Booth Ventures,Capital Expenditure,Other Works
Salford City Council,2015-02-03,601134509,545.00,0.00,545.00,Redacted Data,"Community, Health & Social Care",Carers Respite
Salford City Council,2015-02-03,601134368,549.99,0.00,549.99,Ashley Property Services,Sustainable Regeneration,Rental Bonds
Salford City Council,2015-02-03,601134475,594.00,99.00,495.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-02-03,601134485,600.00,0.00,600.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,601134405,600.00,0.00,600.00,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-02-03,601133125,608.51,101.42,507.09,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-02-03,1600526780,613.33,102.22,511.11,Terberg Matec Ltd,Environment and Community Safety,Vehicle related expenditure
Salford City Council,2015-02-03,601134483,627.00,0.00,627.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,1600527566,640.98,106.83,534.15,S&W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-02-03,601134474,643.20,107.20,536.00,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-02-03,601134412,652.80,108.80,544.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,601134296,679.20,0.00,679.20,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2015-02-03,601134476,739.92,0.00,739.92,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2015-02-03,1600527372,745.20,124.20,621.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-02-03,1600525483,756.00,126.00,630.00,Click Fire & Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2015-02-03,601132969,768.00,128.00,640.00,Amblehurst Hotel,Sustainable Regeneration,Rents
Salford City Council,2015-02-03,601134451,796.00,0.00,796.00,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-03,1600526508,812.56,135.43,677.13,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2015-02-03,601134392,813.05,0.00,813.05,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2015-02-03,601134341,846.96,141.16,705.80,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,601134500,851.00,0.00,851.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-02-03,601134453,875.60,0.00,875.60,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-03,601134465,936.00,0.00,936.00,Scott Rees & Co,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,601134383,942.25,0.00,942.25,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2015-02-03,601134343,971.20,161.87,809.33,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,601134497,980.50,0.00,980.50,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-02-03,601134491,1050.00,0.00,1050.00,Paypoint Plc,Sustainable Regeneration,Gas
Salford City Council,2015-02-03,601134342,1050.00,0.00,1050.00,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,601134536,1050.00,0.00,1050.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,601134467,1106.00,0.00,1106.00,Redacted Data,"Community, Health & Social Care",Rents
Salford City Council,2015-02-03,601134373,1120.50,0.00,1120.50,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,601133030,1170.00,195.00,975.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2015-02-03,601134534,1206.00,201.00,1005.00,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,601134478,1260.00,0.00,1260.00,Leylands City Farm,Children's Services,Other Prof Fees
Salford City Council,2015-02-03,601134472,1260.00,0.00,1260.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,1600526145,1275.00,0.00,1275.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2015-02-03,601134397,1280.00,0.00,1280.00,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-02-03,601134494,1300.00,0.00,1300.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,601134495,1376.65,0.00,1376.65,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,601134462,1380.96,230.16,1150.80,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,1600527515,1419.96,236.66,1183.30,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2015-02-03,601134452,1472.60,0.00,1472.60,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-03,1600527540,1500.00,0.00,1500.00,Classic Foster Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-03,601134499,1572.50,0.00,1572.50,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-02-03,601134525,1582.80,263.80,1319.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,1600527516,1746.46,291.08,1455.38,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2015-02-03,601134377,2000.00,0.00,2000.00,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2015-02-03,601134378,2000.00,0.00,2000.00,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2015-02-03,601134493,2028.00,0.00,2028.00,Redacted Data,Children's Services,Grants
Salford City Council,2015-02-03,601134455,2500.69,0.00,2500.69,Redacted Data,Environment and Community Safety,Rents
Salford City Council,2015-02-03,601134439,2700.00,0.00,2700.00,Quindell Legal Services,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,1600527582,2879.99,480.00,2399.99,S&W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-02-03,601134487,2965.00,0.00,2965.00,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-02-03,601134484,3200.00,0.00,3200.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,1600525438,3312.00,552.00,2760.00,Sunrise Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-03,1600525478,3420.00,570.00,2850.00,Rbs Invoice Finance Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-02-03,1600526802,3450.65,0.00,3450.65,Lorimer Foster Services,Children's Services,Payts to Agencies
Salford City Council,2015-02-03,601134214,3661.73,610.29,3051.44,Whistl Uk Ltd,Customer and Support Services,Postage
Salford City Council,2015-02-03,601134375,3900.00,0.00,3900.00,The Salfordian Trust,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-02-03,1600527066,4062.60,0.00,4062.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-02-03,601133712,4233.04,0.00,4233.04,Helping Hands Homecare Agency,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-02-03,1600527520,4315.00,0.00,4315.00,Ability Cooperative Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-03,601134514,4499.68,0.00,4499.68,Helping Hands Homecare Agency,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-02-03,1600526844,5000.00,0.00,5000.00,Jcom Employment Agency Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2015-02-03,601134004,5143.52,0.00,5143.52,Fostering Outcomes Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-03,601134446,5259.60,876.60,4383.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,1600525641,5430.00,905.00,4525.00,Richard Fowler Associates,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-02-03,1600525479,5760.00,960.00,4800.00,Rbs Invoice Finance Limited,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-02-03,1600527146,7245.60,1207.60,6038.00,Creative Concern,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-02-03,601134519,7333.64,1222.25,6111.39,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2015-02-03,601134429,7539.70,1256.62,6283.08,Virgin Media Business,Customer and Support Services,Telephones & Fax
Salford City Council,2015-02-03,601134376,8000.00,0.00,8000.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-02-03,601134411,8087.60,0.00,8087.60,Helping Hands Minor Repairs Service,Capital Expenditure,VAT Adjustment
Salford City Council,2015-02-03,1600525480,8136.00,1356.00,6780.00,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2015-02-03,601134517,8735.40,1455.91,7279.49,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2015-02-03,601134486,12500.00,0.00,12500.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,601134531,12619.20,2103.20,10516.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-03,1600527630,13766.40,2294.40,11472.00,S&W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-02-03,1600527519,14497.48,2416.25,12081.23,Covalent Software Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2015-02-03,1600526115,15000.00,0.00,15000.00,Salford Community & Voluntary Servi,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-03,1600527159,15450.00,0.00,15450.00,42nd Street,Children's Services,Payts to Agencies
Salford City Council,2015-02-03,601134496,18500.00,0.00,18500.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-02-03,601134431,18600.00,0.00,18600.00,Independent Childcare Group Of Scho,Children's Services,Payts to Agencies
Salford City Council,2015-02-03,601134516,20139.55,3356.53,16783.02,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2015-02-03,601134538,22794.00,3799.00,18995.00,Local Government Information Unit,Office of the Chief Executive,Subscriptions
Salford City Council,2015-02-03,601134340,28814.67,4715.78,24098.89,Electoral Reform Services,Sustainable Regeneration,Consult/Contractors
Salford City Council,2015-02-03,1600526392,30141.49,5023.58,25117.91,Salford Schools Solutions Ltd,Children's Services,Office Equipment
Salford City Council,2015-02-03,601134515,32793.78,5465.69,27328.09,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2015-02-03,1600526848,37500.00,0.00,37500.00,Skills And Work Solutions Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2015-02-03,601134518,43834.55,7305.77,36528.78,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2015-02-03,601134380,50000.00,0.00,50000.00,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2015-02-03,601134381,50000.00,0.00,50000.00,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2015-02-03,601134402,55250.00,0.00,55250.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-02-03,601134480,255374.40,42562.40,212812.00,Balfour Beatty Civil,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-02-04,1600525670,600.00,100.00,500.00,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-04,1600526114,696.96,116.16,580.80,Sunrise Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-04,601133057,711.44,118.57,592.87,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2015-02-04,1600527702,792.00,132.00,660.00,Blackline Private Hire,Children's Services,Travel Expenses
Salford City Council,2015-02-04,601131466,875.87,0.00,875.87,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2015-02-04,601133260,900.00,150.00,750.00,Amblehurst Hotel,Sustainable Regeneration,Rents
Salford City Council,2015-02-04,601134552,942.38,157.07,785.31,Scales Express,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2015-02-04,1600526144,945.00,0.00,945.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2015-02-04,1600526184,945.00,0.00,945.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2015-02-04,601133262,960.00,160.00,800.00,Amblehurst Hotel,Sustainable Regeneration,Rents
Salford City Council,2015-02-04,1600526347,975.00,0.00,975.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2015-02-04,601134539,990.00,165.00,825.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2015-02-04,1600527306,1051.03,175.17,875.86,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2015-02-04,601133908,1114.00,0.00,1114.00,Imperial College Healthcare Nhs Tru,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-04,1600525666,1128.00,188.00,940.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-04,601133080,1254.34,0.00,1254.34,Brookvale,"Community, Health & Social Care",Day Care
Salford City Council,2015-02-04,1600525632,1284.00,214.00,1070.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-04,1600525482,1404.00,234.00,1170.00,Cipfa Nw & N.Wales Audit Group,Customer and Support Services,Training expenses
Salford City Council,2015-02-04,1600526173,1430.00,0.00,1430.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2015-02-04,1600525637,1440.00,240.00,1200.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-02-04,1600527701,1440.00,240.00,1200.00,Blackline Private Hire,Children's Services,Travel Expenses
Salford City Council,2015-02-04,601134550,1508.40,251.40,1257.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-04,1600526116,1740.00,290.00,1450.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-04,1600526131,2110.42,0.00,2110.42,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Payments to H A
Salford City Council,2015-02-04,1600525642,2170.00,0.00,2170.00,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600525878,2275.99,379.33,1896.66,Manchester City Council,Customer and Support Services,Legal Fees
Salford City Council,2015-02-04,1600526133,2394.00,399.00,1995.00,Sunrise Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-04,601134208,2400.00,400.00,2000.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2015-02-04,601134555,2448.56,0.00,2448.56,Fiddlers Lane Primary School,Children's Services,Council Tax
Salford City Council,2015-02-04,1600525594,2494.80,415.80,2079.00,Ags Tech,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-02-04,1600525665,2987.32,0.00,2987.32,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600526127,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600526704,3067.20,511.20,2556.00,Marlow & Son Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-02-04,1600526130,3107.44,0.00,3107.44,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600526129,3167.27,0.00,3167.27,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600526126,3170.99,0.00,3170.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600526090,3233.30,0.00,3233.30,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600527478,3233.30,0.00,3233.30,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600527680,3690.16,615.03,3075.13,S&W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-02-04,1600526134,5000.00,0.00,5000.00,Ramilies Hall School,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-02-04,1600526708,6060.00,1010.00,5050.00,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-02-04,601133107,6300.00,1050.00,5250.00,Sthree Partnership Llp,Customer and Support Services,Consult/Contractors
Salford City Council,2015-02-04,1600525877,8400.00,1400.00,7000.00,Salford Royal Nhs Foundation Trust,Customer and Support Services,Other Prof Fees
Salford City Council,2015-02-04,601133996,8804.59,1467.43,7337.16,Virgin Media Business,Customer and Support Services,Telephones & Fax
Salford City Council,2015-02-04,1600527054,9544.97,0.00,9544.97,The Carers Federation Ltd,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2015-02-04,1600526125,11628.00,0.00,11628.00,Langdon College,Children's Services,Pupil Assistance
Salford City Council,2015-02-04,1600527050,11735.71,0.00,11735.71,Alliance Care And Education,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,601134545,15413.33,2568.89,12844.44,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-02-04,1600526132,19928.57,0.00,19928.57,Branas Isaf,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600525674,21030.00,3505.00,17525.00,Core Assets,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,601133078,51607.92,0.00,51607.92,Community Integrated Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-02-04,1600527409,52470.00,8745.00,43725.00,Barnardos North West,Children's Services,Payts to Agencies
Salford City Council,2015-02-04,1600526174,72700.00,12116.67,60583.33,The Lowry Centre Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-02-05,1600526332,9601.75,0.00,9601.75,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,ydontzuep,507.82,1.26,506.56,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2015-02-05,1600525715,531.18,88.53,442.65,Electricity North West Ltd,Capital Expenditure,Demolition
Salford City Council,2015-02-05,sidvsxunb,567.94,7.64,560.30,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2015-02-05,1600526341,600.00,0.00,600.00,Salford Royal Nhs Foundation Trust,Children's Services,Training expenses
Salford City Council,2015-02-05,1600526731,610.20,101.70,508.50,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2015-02-05,1600527390,706.32,117.72,588.60,Rigby Taylor Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-02-05,1600525773,714.28,0.00,714.28,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,1600526181,714.28,0.00,714.28,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,1600526283,716.15,119.36,596.79,R.Draper Ltd,Environment and Community Safety,Horticultural/GMaint
Salford City Council,2015-02-05,601134628,720.00,120.00,600.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-05,1600526803,720.00,0.00,720.00,Acorn Care & Education Ltd,Children's Services,Transport
Salford City Council,2015-02-05,1600526988,742.01,123.66,618.35,Terberg Matec Ltd,Environment and Community Safety,Vehicle related expenditure
Salford City Council,2015-02-05,601134626,810.00,135.00,675.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-05,6001725375,826.73,0.00,826.73,Redacted Data,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2015-02-05,601133239,1038.78,173.13,865.65,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-02-05,kjxstnxqo,1258.91,,1258.91,Argos Retail Group,Children's Services,General Materials
Salford City Council,2015-02-05,1600525758,1305.00,0.00,1305.00,Inspire Training & Education Servic,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,1600525634,1310.40,218.40,1092.00,Manbat Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-05,1600526187,1425.00,0.00,1425.00,Classic Foster Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,1600525192,1484.00,0.00,1484.00,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,1600525765,1484.00,0.00,1484.00,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,1600526196,1484.00,0.00,1484.00,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,601134012,1500.00,0.00,1500.00,Classic Foster Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-02-05,1600525717,1879.20,313.20,1566.00,Treework Arboricultural Services,Environment and Community Safety,Contractors
Salford City Council,2015-02-05,1600526227,2000.00,0.00,2000.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-05,601134594,2400.00,400.00,2000.00,Bolton Council,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-02-05,601134524,2619.37,436.56,2182.81,Edge Analytics Ltd,Children's Services,Other Prof Fees
Salford City Council,2015-02-05,1600527867,2880.00,480.00,2400.00,Strand Refrigeration,Environment and Community Safety,del'd kitchen formul
Salford City Council,2015-02-05,601134021,2928.96,488.16,2440.80,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-02-05,601134625,2988.00,498.00,2490.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-02-05,1600526175,3000.00,0.00,3000.00,Baby Moves Training,Children's Services,Training
Salford City Council,2015-02-05,1600525645,3240.00,540.00,2700.00,Mangar International Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-02-05,601134601,3294.42,549.07,2745.35,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-02-05,601133237,3317.04,552.84,2764.20,Meridian Business Support,Environment and Community Safety,Agency Fees
