Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2020-03-02,601266788,903.02,150.5,752.52,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266706,973.06,162.18,810.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266707,1004.69,167.45,837.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266697,1025.24,170.87,854.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266764,1037.53,172.92,864.61,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266699,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266749,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266754,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266757,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266750,1136.54,189.42,947.12,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266762,1143.27,190.54,952.73,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266703,1300.03,216.67,1083.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266701,1319.38,219.9,1099.48,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266748,1362.17,227.02,1135.15,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266770,1451.23,241.87,1209.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266792,1463.52,243.92,1219.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266751,1523.43,253.91,1269.52,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-02,601266760,693.52,115.59,577.93,Gazprom Energy,Place Directorate,Gas
Salford City Council,2020-03-02,601266963,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266954,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266947,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266956,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266953,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266967,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266960,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266944,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266957,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266940,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266936,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266939,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266962,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266959,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266937,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266942,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266941,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266949,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266955,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266943,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266948,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266945,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266952,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266946,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266938,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266950,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266951,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,601266961,1322.20,0,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-03-02,1600642669,10333.34,1722.22,8611.12,Moss Bank Nurseries,Place Directorate,Horticultural/GMaint
Salford City Council,2020-03-02,1600643352,1827.85,304.64,1523.21,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643343,3834.00,639,3195.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643322,8050.80,1341.80,6709.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643340,8835.60,1472.60,7363.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643351,9902.40,1650.40,8252.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643346,12890.40,2148.40,10742.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643317,3668.40,611.4,3057.00,Stannah Stairlifts Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643324,4014.00,669,3345.00,Stannah Stairlifts Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,1600643357,4208.40,701.4,3507.00,Stannah Stairlifts Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-02,601266730,901.08,150.18,750.9,Berendsen Uk Ltd,Place Directorate,Laundry
Salford City Council,2020-03-02,1600643455,1313.10,0,1313.10,Patrol,Place Directorate,Mediation Service
Salford City Council,2020-03-02,1600641252,8454.36,1409.06,7045.30,Dunelm Geotechnical & Environmental,Capital Expenditure,Miscellaneous Exes
Salford City Council,2020-03-02,1600643499,3300.00,0,3300.00,T/A The Marlowe School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-03-02,601266886,6193.92,1032.32,5161.60,Peter Cox Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2020-03-02,1600643527,1800.00,300,1500.00,Locata Housing Services,People (Adults) - CHSC,Other Prof Fees
Salford City Council,2020-03-02,601266841,594,0,594,Pearson Education Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-03-02,601266837,1618.50,0,1618.50,Pearson Education Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-03-02,1600641344,141799.61,23633.27,118166.34,Salford Innovation Park,Place Directorate,Other Prof Fees
Salford City Council,2020-03-02,601266839,792,132,660,Teachers2Parents Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-03-02,1600643557,3461.28,576.88,2884.40,British Telecommunications Plc,Capital Expenditure,Other Works
Salford City Council,2020-03-02,1600643483,5808.00,968,4840.00,Lar Ltd,Capital Expenditure,Other Works
Salford City Council,2020-03-02,1600643261,12000.00,2000.00,10000.00,Street Uk Services Ltd,Capital Expenditure,Other Works
Salford City Council,2020-03-02,1600642280,64200.00,10700.00,53500.00,Bha For Equality,Public Health,Payts to Agencies
Salford City Council,2020-03-02,1600642275,270915.90,45152.65,225763.25,Bha For Equality,Public Health,Payts to Agencies
Salford City Council,2020-03-02,601266964,2545.55,0,2545.55,Bridgewater Community Health Nhs,Public Health,Payts to Agencies
Salford City Council,2020-03-02,1600643450,3120.00,0,3120.00,Csin Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643452,1908.00,0,1908.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643260,968.8,0,968.8,Fairfield Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643264,1344.24,0,1344.24,Fairfield Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600642973,1464.54,0,1464.54,Fairfield Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643267,2967.22,0,2967.22,Fairfield Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600642112,725270.00,0,725270.00,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2020-03-02,601266965,942,0,942,Liverpool University Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2020-03-02,1600643286,688.8,114.8,574,Orchid Cellmark Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643287,958.8,159.8,799,Orchid Cellmark Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643422,4185.00,0,4185.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643438,1763.08,0,1763.08,"Tlc:Talk,Listen,Change",People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-02,1600643537,8343.00,0,8343.00,Egerton High School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-03-02,601266694,5250.00,0,5250.00,Trafford Mbc,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-03-02,601266927,1922.90,0,1922.90,Salford Loaves And Fishes,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-03-02,601266926,2200.00,0,2200.00,Salford Loaves And Fishes,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-03-02,601266924,1500.00,0,1500.00,Salford Sings,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-03-02,601266932,1441.80,0,1441.80,"Tlc:Talk,Listen,Change",Place Directorate,Payts to Vol Orgs
Salford City Council,2020-03-02,1600643316,6288.42,1048.07,5240.35,Dlp Services Northern Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-02,1600643321,6660.48,1110.08,5550.40,Dlp Services Northern Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-02,1600643382,1674.00,279,1395.00,Horticon Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-02,1600643240,976.33,0,976.33,Access To Music Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,1600643245,976.33,0,976.33,Access To Music Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,1600643236,989.66,0,989.66,Access To Music Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,1600643248,989.66,0,989.66,Access To Music Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,601266906,955.2,159.2,796,Carrington Riding Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,601264835,18691.88,0,18691.88,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,1600643457,875,0,875,Pennine Care In Patient Services Pr,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,601266934,2200.00,0,2200.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,1600642271,1853.00,0,1853.00,T/A Greater Manchester Travelcards,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-02,1600642667,850.52,141.75,708.77,Sap (Uk) Limited,Capital Expenditure,Purch of Comp Soft
Salford City Council,2020-03-02,6002999162,713.31,0,713.31,Travelodge Gb0000,People (Adults) - CHSC,Rents
Salford City Council,2020-03-02,601266801,1860.00,310,1550.00,Haymarket Media Group,Place Directorate,Recruitment Advert.
Salford City Council,2020-03-02,601266923,4030.00,0,4030.00,Redacted Data,Place Directorate,Refunds
Salford City Council,2020-03-02,601266843,4600.00,0,4600.00,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2020-03-02,1600643484,1293.30,215.55,1077.75,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2020-03-02,1600643486,1858.63,309.77,1548.86,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2020-03-02,1600643485,2158.92,359.82,1799.10,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2020-03-02,1600643294,1100.00,0,1100.00,Lloyds Tsb Commercial Finance,People (Childrens) Service Group,Resid Care Home
Salford City Council,2020-03-02,1600643297,1100.00,0,1100.00,Lloyds Tsb Commercial Finance,People (Childrens) Service Group,Resid Care Home
Salford City Council,2020-03-02,1600643299,1100.00,0,1100.00,Lloyds Tsb Commercial Finance,People (Childrens) Service Group,Resid Care Home
Salford City Council,2020-03-02,1600643302,1100.00,0,1100.00,Lloyds Tsb Commercial Finance,People (Childrens) Service Group,Resid Care Home
Salford City Council,2020-03-02,1600643303,1100.00,0,1100.00,Lloyds Tsb Commercial Finance,People (Childrens) Service Group,Resid Care Home
Salford City Council,2020-03-02,601266919,2590.56,431.76,2158.80,Unique Specialist Services Group Lt,People (Adults) - CHSC,Security Services
Salford City Council,2020-03-02,6002999038,682.32,113.72,568.6,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2020-03-02,1600643278,1500.00,0,1500.00,Redacted Data,People (Childrens) Service Group,Taxis service users
Salford City Council,2020-03-02,1600643279,850,0,850,University Of Bolton,People (Adults) - CHSC,Training expenses
Salford City Council,2020-03-02,601264599,1620.00,270,1350.00,North West Local Authorities,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2020-03-02,1600641255,17340.00,2890.00,14450.00,North West Local Authorities,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2020-03-02,1600643320,19351.20,0,19351.20,Evidence Based Psychology Hub Ltd,People (Childrens) Service Group,Training of Staff
Salford City Council,2020-03-02,1600643313,1176.00,196,980,Langford Roofing Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-03-02,1600643370,1595.52,265.92,1329.60,Hodgkinson Bennis Ltd,Place Directorate,UV Heat Rep
Salford City Council,2020-03-02,1600643239,796.28,132.71,663.57,J Fletcher Engineers Ltd,Service Reform (Corp Bus & Transform),UV Heat Rep
Salford City Council,2020-03-02,1600643216,1397.66,232.94,1164.72,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2020-03-02,1600641174,610.28,101.71,508.57,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2020-03-02,1600641175,671.59,111.93,559.66,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2020-03-02,601266803,768.86,0,768.86,Equita Limited,VAT Adjustment,VAT Adjustment
Salford City Council,2020-03-02,601266804,3022.46,0,3022.46,Marston Group Limited,VAT Adjustment,VAT Adjustment
Salford City Council,2020-03-02,1600643017,715.49,119.25,596.24,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-03-02,1600642976,744.02,124,620.02,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-03-02,1600642464,2725.20,454.2,2271.00,Asbestos Clearance And Disposal Ser,Capital Expenditure,Works & Building
Salford City Council,2020-03-02,1600643257,2291.34,381.89,1909.45,J Fletcher Engineers Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-02,1600643482,1194.00,199,995,Lar Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-03,601267079,1110.00,185,925,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-03,601267108,1110.00,185,925,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-03,601267110,630,105,525,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-03,601265175,1428.00,238,1190.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-03,601267076,865.8,144.3,721.5,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-03,1600642633,1080.00,180,900,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-03,1600642635,1146.00,191,955,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-03,601267056,2378.78,0,2378.78,NHS Salford CCG,Public Health,Agnc Rec Hlth Auth
Salford City Council,2020-03-03,601267104,868.54,144.76,723.78,Technology Supplies Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-03-03,601267114,567,0,567,Welsh Joint Education Comm Cbac Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-03-03,1600642954,947.86,157.98,789.88,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-03-03,6003000941,540,0,540,Bruntwood Meeting Room,People (Childrens) Service Group,Computer Software
Salford City Council,2020-03-03,6003001010,540,0,540,Bruntwood Meeting Room,People (Childrens) Service Group,Computer Software
Salford City Council,2020-03-03,1600643717,1300.00,0,1300.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2020-03-03,1600643634,12057.22,2009.54,10047.68,Aecom Ltd - Europe,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-03,1600643695,13480.84,2246.81,11234.03,Aecom Ltd - Europe,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-03,1600643696,15196.57,2532.76,12663.81,Aecom Ltd - Europe,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-03,1600643694,21007.56,3501.26,17506.30,Aecom Ltd - Europe,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-03,1600643731,4082.40,680.4,3402.00,Bloom Procurement Services Ltd,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-03,1600642959,5400.00,900,4500.00,Strategic Leisure Limited,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-03,6003014623,565.44,3.33,562.11,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-03,6003014613,1012.44,62.29,950.15,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-03,601266327,5850.00,975,4875.00,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2020-03-03,1600643406,2292.53,382.09,1910.44,Horticon Limited,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-03-03,601267067,1751.07,0,1751.07,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-03-03,1600643697,4700.00,0,4700.00,38.6 Solutions Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-03,601267120,3223.06,0,3223.06,Excel Fostering,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-03,601266987,8886.50,0,8886.50,Salford Community Leisure Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-03-03,1600643405,2046.00,341,1705.00,Horticon Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-03,1600642920,1083.26,180.54,902.72,Wicksteed Leisure Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-03,601267082,529,0,529,Safehands Property Services,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2020-03-03,601267083,883.46,0,883.46,Safehands Property Services,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2020-03-03,601267027,2210.75,0,2210.75,Gorse Hill Studios Creative Communi,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600643667,2220.00,0,2220.00,Gorse Hill Studios Creative Communi,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,601267028,2491.00,0,2491.00,Gorse Hill Studios Creative Communi,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600643674,3330.00,0,3330.00,Gorse Hill Studios Creative Communi,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,601267048,630,0,630,Marmion Taxis,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600643002,2550.00,0,2550.00,Metropolitan Borough Of Wigan,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600642999,2716.33,0,2716.33,Metropolitan Borough Of Wigan,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600642998,5466.24,0,5466.24,Metropolitan Borough Of Wigan,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600643000,5466.24,0,5466.24,Metropolitan Borough Of Wigan,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600642991,140925.34,0,140925.34,Salford City College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-03,1600642698,620.82,103.47,517.35,Connevans Limited,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-03-03,1600642992,769,0,769,Doro Care Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-03-03,1600643295,4397.32,732.89,3664.43,Sauna Tech,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-03-03,601267115,810,135,675,Team Teach Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,2020-03-03,1600643018,780.91,130.15,650.76,Roanza Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-03-03,1600642919,610,101.67,508.33,Safety-Kleen Uk Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-03-03,1600642751,11103.60,1850.60,9253.00,Air Services & Systems (Europe) Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-04,601266898,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-04,601266899,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-04,601266901,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-04,601266903,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-04,601266900,1080.00,180,900,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-04,601266114,720,120,600,Teacher Active Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-04,601266116,720,120,600,Teacher Active Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-04,1600643498,38640.00,6440.00,32200.00,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-03-04,1600643023,6000.00,1000.00,5000.00,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-03-04,601267129,1500.00,0,1500.00,The Derby High School,People (Childrens) Service Group,Consultants
Salford City Council,2020-03-04,601266907,1500.00,0,1500.00,Wellacre Technology Academy Trust,People (Childrens) Service Group,Consultants
Salford City Council,2020-03-04,1600642598,1682.64,280.44,1402.20,Manchester City Council,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-04,6003001029,878.71,0,878.71,Bettaveg,Place Directorate,Food and refreshment
Salford City Council,2020-03-04,6003014640,524.73,1.83,522.9,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-04,6003023190,1935.57,0,1935.57,Quayside Bakery,Place Directorate,Food and refreshment
Salford City Council,2020-03-04,6003000988,613.77,0,613.77,Ralph Livesey Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-04,601267141,981,0,981,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-03-04,1600643399,3728.40,621.4,3107.00,Stannah Stairlifts Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-04,6003000956,1137.56,0,1137.56,Hn Nuttall Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-03-04,601267132,718.8,119.8,599,Primary Pe Passport,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-03-04,601264922,718.8,119.8,599,Primary Pe Passport,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-03-04,1600643799,2553.72,0,2553.72,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-03-04,601267125,15325.00,0,15325.00,Homes England,Capital Expenditure,Other Works
Salford City Council,2020-03-04,1600642537,9853.20,1642.20,8211.00,Manchester Ship Canal Company,Capital Expenditure,Other Works
