Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2019-11-04,1600635980,5762.4,960.4,4802,Handicare,Capital expenditure,Improvement Grants
Salford City Council,2019-11-04,1600635981,6542.4,1090.4,5452,Handicare,Capital expenditure,Improvement Grants
Salford City Council,2019-11-04,601257559,3125.76,520.96,2604.8,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2019-11-04,601257557,1539.45,0,1539.45,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-11-04,1600637112,13758,2293,11465,Bloom Procurement Services Ltd,Capital expenditure,Miscellaneous Exes
Salford City Council,2019-11-04,601257565,16081.92,2680.32,13401.6,G Jones Builders Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2019-11-04,1600637110,10710,1785,8925,General Utilities North West Ltd,Capital expenditure,Other Works
Salford City Council,2019-11-04,601257543,815.64,0,815.64,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-04,601257680,505,0,505,Blackpool Teaching Hospitals Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2019-11-04,601257685,687,0,687,Liverpool University Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2019-11-04,1600636589,2500,0,2500,Bayis Sheli Ltd - Burlington House,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-04,1600636910,795,0,795,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-04,1600637025,1629.6,0,1629.6,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-04,1600637170,1470,0,1470,Kedleston (Wings Education) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-04,1600637057,2978.67,0,2978.67,Manor Academy,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2019-11-04,601257544,2027.72,0,2027.72,Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-11-04,6002920721,840,0,840,Iz *kevin Booth Pa,People (Childrens) Service Group,Purc
Salford City Council,2019-11-04,601257687,4365.56,0,4365.56,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2019-11-04,1600636594,141480,23580,117900,Salford Community Leisure Ltd,Public Health,Pyts Agenc - Ext Fnd
Salford City Council,2019-11-04,601257308,1853.6,171.6,1682,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-11-04,601257554,1248,208,1040,W T Gunson,Place Directorate,Rents
Salford City Council,2019-11-04,601257810,1749.64,0,1749.64,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-11-04,6002920738,795,0,795,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-11-04,1600636912,1615,0,1615,Salford Community Leisure Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,2019-11-04,1600637075,3012,502,2510,Don't Panic Projects Ltd,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2019-11-04,1600636597,56204.48,9367.41,46837.07,Salford Community Leisure Ltd,Place Directorate,UV Day to Day
Salford City Council,2019-11-04,1600637018,975,0,975,Aqua Clenz,Place Directorate,UV Day to Day
Salford City Council,2019-11-04,1600637139,1752,292,1460,Langford Roofing Ltd,Place Directorate,UV Day to Day
Salford City Council,2019-11-04,1600636701,1118.71,186.45,932.26,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-04,1600636780,608.26,101.38,506.88,Ciceley Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-05,601257433,1440,240,1200,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-11-05,601257823,580.8,96.8,484,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-11-05,1600636513,2151.11,358.52,1792.59,Xma Ltd,Place Directorate,Cmputer Eqt purchase
Salford City Council,2019-11-05,1600636511,990,165,825,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Conferences/Seminars
Salford City Council,2019-11-05,601256893,2000,0,2000,Jdp Educational Consultant Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2019-11-05,1600636514,1153.92,192.32,961.6,Versapak International Ltd,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2019-11-05,6002927924,1004.9,0,1004.9,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-11-05,1600635933,3520.8,586.8,2934,Stannah Stairlifts Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-05,1600635934,3180,530,2650,Stannah Stairlifts Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-05,601257919,10774.52,0,10774.52,Kphp Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-11-05,1600635936,3120,520,2600,Kdb Services Ltd,Capital expenditure,Miscellaneous Grants
Salford City Council,2019-11-05,601257850,2196.5,0,2196.5,Weightmans Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-11-05,601257851,12729.2,0,12729.2,Weightmans Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-11-05,601257922,3660.84,0,3660.84,Weightmans Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-11-05,601257923,6337,0,6337,Stephensons Solicitors Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-11-05,601257835,24028.66,0,24028.66,Witherslack Group,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-05,1600637016,2700,0,2700,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-05,1600637203,5915.48,0,5915.48,"Crossroads Care Cheshire, Mancheste",People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-05,1600637204,1360,0,1360,"Crossroads Care Cheshire, Mancheste",People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-05,1600637209,1702.23,0,1702.23,"Crossroads Care Cheshire, Mancheste",People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-05,1600637281,2819.4,469.9,2349.5,Advanced Child Care Assessments Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-05,601257852,3600,600,3000,S & S Marquees Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-11-05,1600637289,51060,8510,42550,Sabien Technology Limited,Capital expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-11-05,1600637263,13299.33,2216.55,11082.78,Econ Engineering Ltd,Place Directorate,Principal Road Maint
Salford City Council,2019-11-05,601257829,1863.72,60.12,1803.6,T/A Mantax,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-11-05,1600636522,1200,0,1200,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-11-05,601257838,2113,0,2113,Safenet,People (Childrens) Service Group,Rents
Salford City Council,2019-11-05,601257839,1508.2,0,1508.2,Safenet,People (Childrens) Service Group,Rents
Salford City Council,2019-11-05,1600636016,576,96,480,Langford Roofing Ltd,Place Directorate,UV Day to Day
Salford City Council,2019-11-05,1600637261,878.65,41.84,836.81,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2019-11-05,1600637262,24398.4,4066.4,20332,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2019-11-05,1600636496,512.1,85.35,426.75,T/A Vizwear Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-05,1600636782,752.4,125.4,627,P D J Imports Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-05,1600636783,1296,216,1080,T/A Vizwear Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-05,1600636792,916.63,152.77,763.86,Roanza Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-05,1600636793,1852.24,308.71,1543.53,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-05,1600636795,912,152,760,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-05,1600636794,652.81,108.8,544.01,C P Davidson & Sons Ltd,Place Directorate,VMS Materials
Salford City Council,2019-11-05,1600637132,1836,306,1530,Langford Roofing Ltd,Capital expenditure,Works & Building
Salford City Council,2019-11-06,601257951,708,118,590,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-11-06,6002924719,903.36,0,903.36,Pineapple Contracts Un,Service Reform (Corp Bus & Transform),Cleaning Services
Salford City Council,2019-11-06,1600637078,15400,0,15400,St Andrews Ce Boothstown Primary,People (Childrens) Service Group,del'd kitchen formul
Salford City Council,2019-11-06,6002924540,612,0,612,A Venning Ltd,Place Directorate,Equipment Maint'ce
Salford City Council,2019-11-06,6002924496,2187.08,0,2187.08,Quayside Bakery,Place Directorate,Food and Refreshments
Salford City Council,2019-11-06,6002928254,9442.51,0,9442.51,Wilds Of Oldham,Place Directorate,Food and Refreshments
Salford City Council,2019-11-06,6002931871,9442.51,0,9442.51,Wilds Of Oldham,Place Directorate,Food and Refreshments
Salford City Council,2019-11-06,6002932184,9442.51,0,9442.51,Wilds Of Oldham,Place Directorate,Food and Refreshments
Salford City Council,2019-11-06,6002924743,865.02,0,865.02,Bettaveg,Place Directorate,Food and Refreshments
Salford City Council,2019-11-06,6002924769,525.2,0,525.2,Birtwistle Butcher,Place Directorate,Food and Refreshments
Salford City Council,2019-11-06,6002928762,503.48,0,503.48,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-11-06,601257943,1028.74,171.46,857.28,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2019-11-06,1600637336,6080,0,6080,Disclosure & Barring Service,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-11-06,1600637368,740,0,740,Vivien Lunniss,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-11-06,1600636416,12000,2000,10000,Street Uk Services Ltd,Capital expenditure,Other Works
Salford City Council,2019-11-06,1600636420,9882.92,0,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2019-11-06,1600636421,145833.33,0,145833.33,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2019-11-06,1600637017,5512,0,5512,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-06,1600637359,674.5,0,674.5,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-06,1600636154,1400,0,1400,Unlimited Potential,People (Adults) - CHSC,Training expenses
Salford City Council,2019-11-06,601257944,1047.53,174.59,872.94,T/A Printerland.Co.Uk,People (Childrens) Service Group,Unclass Road Maint
Salford City Council,2019-11-06,1600637166,1434.49,239.08,1195.41,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2019-11-06,1600636708,589.25,98.21,491.04,Proactive Personnel Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-06,1600636784,643.8,107.3,536.5,P F Cusack (Tools Supplies) Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-06,1600636796,911.39,151.9,759.49,Cornthwaite Agricultural Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-11-06,1600637124,1980,330,1650,Barratt & Hughes Flooring,Capital expenditure,Works & Building
Salford City Council,2019-11-06,1600637169,6883.2,1147.2,5736,Schofield & Sons Ltd,Capital expenditure,Works & Building
Salford City Council,2019-11-07,601257563,750,125,625,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-11-07,1600636916,690,115,575,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-11-07,1600636917,576,96,480,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-11-07,1600636712,1134,189,945,F. R. Sharrock Limited,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-11-07,601257996,1196.4,199.4,997,Orchid Cellmark Ltd,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-11-07,601258002,2800,0,2800,Redacted Data,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-11-07,601258005,3240,0,3240,Paul Tyler,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-11-07,1600637409,1563.3,260.55,1302.75,Associated Cleaning Contractors Ltd,Place Directorate,Cleaning Services
Salford City Council,2019-11-07,601257425,592.8,98.8,494,Information & Data Network Supplies,People (Childrens) Service Group,Computer Consumables
Salford City Council,2019-11-07,601257127,1500,0,1500,Wellacre Technology Academy Trust,People (Childrens) Service Group,Consultants
Salford City Council,2019-11-07,601258043,982,0,982,Redacted Data,People (Childrens) Service Group,Cont to Fund & Provn
Salford City Council,2019-11-07,1600637423,1590,265,1325,Connell Brothers Ltd,Capital expenditure,Demolition
Salford City Council,2019-11-07,1600637430,1659.14,276.52,1382.62,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2019-11-07,1600637432,1564.43,260.74,1303.69,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2019-11-07,1600637440,1446.01,241,1205.01,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2019-11-07,6002924667,1245.34,0,1245.34,Boots.Com,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2019-11-07,6002924672,572,0,572,Ao Retail Limited,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2019-11-07,6002924787,1423.01,0,1423.01,Hn Nuttall Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-11-07,6002928387,542.15,0,542.15,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-11-07,6002928449,654.06,0,654.06,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-11-07,6002931886,654.06,0,654.06,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-11-07,6002932253,654.06,0,654.06,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-11-07,1600637438,878.11,146.35,731.76,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2019-11-07,601258058,11355,0,11355,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258059,13527.6,0,13527.6,C Owens Builders/Contractors,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258060,6453.53,0,6453.53,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258062,8048.52,0,8048.52,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258063,7828.55,0,7828.55,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258065,8408.16,0,8408.16,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258067,5990.44,0,5990.44,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258069,8299.18,0,8299.18,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258071,6834.48,0,6834.48,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258073,6514.15,0,6514.15,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258075,7483.92,0,7483.92,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258077,6923.22,0,6923.22,David Marlow Building Contractor Lt,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258079,7998.85,0,7998.85,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258080,10118.97,0,10118.97,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258081,9070.64,0,9070.64,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258083,1987.97,0,1987.97,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-11-07,601258007,28983.6,4830.6,24153,Public-I Group Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2019-11-07,601257997,892,0,892,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-11-07,601257995,1104.18,0,1104.18,Child Action Northwest,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-11-07,601257998,1108.45,0,1108.45,Child Action Northwest,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-11-07,1600635850,2280,0,2280,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-07,1600636205,725270,0,725270,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2019-11-07,1600636636,927.6,0,927.6,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-11-07,1600637422,834,139,695,Small Steps Consultation Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-11-07,1600636699,524.9,87.48,437.42,Commsec Ltd,Capital expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-11-07,601256906,2190.14,365.02,1825.12,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-11-07,601258042,6000,0,6000,Ymca Training Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-11-07,1600637058,2750,0,2750,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-11-07,601257815,6231.6,1038.6,5193,T/A Amblehurst Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-11-07,601257816,723.6,120.6,603,T/A Amblehurst Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-11-07,601257999,3300,0,3300,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-11-07,601257669,2590.56,431.76,2158.8,Unique Specialist Services Group Lt,People (Adults) - CHSC,Security Services
Salford City Council,2019-11-07,1600636604,714,119,595,Esafe Global Ltd,People (Childrens) Service Group,Training of Others
