Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",147007693,1,201403,UKACTIVE,1237.50,2014-06-18
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",147007530,1,201403,COMPETITION LINE UK LTD,846.65,2014-06-13
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",147007530,2,201403,COMPETITION LINE UK LTD,99,2014-06-13
Community Based Services,Premises,Rep & Maint,43793638,0,201403,GEZE LTD,641,2014-06-19
Community Based Services,Premises,Energy,41072801,1,201403,ENER-G COMBINED POWER LTD,1715.82,2014-06-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43795085,1,201403,EUROCOIN LTD,280,2014-06-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43795623,0,201403,SPORTS RETAIL SOLUTIONS,849.96,2014-06-19
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43791545,0,201403,BRENNTAG UK LTD,1136.24,2014-06-20
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43794310,0,201403,GYMNASTICS ENTERPRISES LTD,1010.00,2014-06-06
Community Based Services,Premises,Energy,43793718,0,201403,BILLINGTON BIOFUELS,1799.60,2014-06-06
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43795085,3,201403,EUROCOIN LTD,280,2014-06-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43794063,0,201403,BRENNTAG UK LTD,593.79,2014-06-06
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41071853,1,201403,DE LAGE LANDEN LEASING LTD,2377.52,2014-06-16
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41073230,1,201403,DE LAGE LANDEN LEASING LTD,2408.87,2014-06-16
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43795625,0,201403,SPORTS RETAIL SOLUTIONS,870.84,2014-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43795085,2,201403,EUROCOIN LTD,280,2014-06-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43793844,0,201403,BRENNTAG UK LTD,637.16,2014-06-06
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41072592,1,201403,ING LEASE UK LTD,428,2014-06-16
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41073231,1,201403,DE LAGE LANDEN LEASING LTD,2120.61,2014-06-16
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",147007361,1,201403,REDACTED - Personal Information,665,2014-06-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43797062,0,201403,AV WORKS LTD,735.5,2014-06-19
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43797066,0,201403,HATTON TRAFFIC MANAGEMENT LTD,801.72,2014-06-19
Community Based Services,Supplies and Services,Miscellaneous Supplies,147007418,1,201403,GATESHEAD FC,2873.12,2014-06-12
Community Based Services,Transport,Public Transport and Taxi Fares,148010529,4,201403,CLICK TRAVEL LTD,91.58,2014-06-05
Community Based Services,Transport,Public Transport and Taxi Fares,148010529,5,201403,CLICK TRAVEL LTD,91.58,2014-06-05
Community Based Services,Transport,Public Transport and Taxi Fares,148010813,44,201403,CLICK TRAVEL LTD,27.74,2014-06-20
Community Based Services,Transport,Public Transport and Taxi Fares,148010895,12,201403,CLICK TRAVEL LTD,34.52,2014-06-27
Community Based Services,Supplies and Services,Comms & Computing,148010588,7,201403,BRITISH TELECOM,51.93,2014-06-09
Community Based Services,Supplies and Services,Comms & Computing,148010693,20,201403,VIRGIN MEDIA PAYMENTS LTD,49,2014-06-19
Community Based Services,Supplies and Services,Comms & Computing,148010693,7,201403,VIRGIN MEDIA PAYMENTS LTD,70,2014-06-19
Community Based Services,Supplies and Services,Comms & Computing,148010693,8,201403,VIRGIN MEDIA PAYMENTS LTD,5,2014-06-19
Community Based Services,Supplies and Services,Comms & Computing,148010588,8,201403,BRITISH TELECOM,51.93,2014-06-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41073465,1,201403,MAGNA LARGE PRINT,875.8,2014-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43795761,0,201403,OAKHILL PUBLISHING LTD,351.2,2014-06-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43795827,0,201403,WF HOWES LTD,363.2,2014-06-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",147007523,1,201403,SUMMERHILL BOOKS,695.5,2014-06-12
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147007943,1,201403,WF HOWES LTD,3627.00,2014-06-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43796133,0,201403,VIKING DIRECT LTD,367.96,2014-06-19
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43798516,0,201403,ARMADILLO NEW MEDIA COMMUNICATIONS LTD,2400.00,2014-06-27
Community Based Services,Supplies and Services,Comms & Computing,148010693,3,201403,VIRGIN MEDIA PAYMENTS LTD,70,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,41071309,1,201403,EDUTAINMENT BY DON SWEENEY,3200.00,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,41071375,1,201403,SOUTH TYNESIDE NHS FOUNDATION TRUST,73971.00,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,147007161,1,201403,OXFORD TERRACE & RAWLING ROAD MEDICAL GROUP,448.5,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007163,1,201403,BIRTLEY MEDICAL GROUP,1140.00,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007165,1,201403,CHAINBRIDGE MEDICAL PART'SHIP,541,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007168,1,201403,HIGH STREET MEDICAL CENTRE,484.43,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007169,1,201403,THE CROFT SURGERY,1850.84,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007170,1,201403,BEWICK ROAD SURGERY,815.89,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007171,1,201403,CENTRAL GATESHEAD MEDICAL GROUP,476.28,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007178,1,201403,PELAW MEDICAL PRACTICE,1362.70,2014-06-04
Community Based Services,Third Party Payments,Third Party Payments,147007519,1,201403,PELAW MEDICAL PRACTICE,39390.00,2014-06-13
Community Based Services,Employees,Indirect Employee Expenses,148010603,1,201403,ALPHABET (UK) FLEET MANAGEMENT LIMITED,713.46,2014-06-10
Community Based Services,Transport,Car Allowances,148010677,33,201403,COMMONWHEELS CIC,5.7,2014-06-13
Community Based Services,Transport,Public Transport and Taxi Fares,148010813,62,201403,CLICK TRAVEL LTD,44.92,2014-06-20
Community Based Services,Third Party Payments,Third Party Payments,41071377,1,201403,SOUTH TYNESIDE NHS FOUNDATION TRUST,88780.00,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,41073337,1,201403,CITY HOSPITALS SUNDERLAND FOUNDATION NHS TRUST,525.48,2014-06-17
Community Based Services,Third Party Payments,Third Party Payments,41071377,2,201403,SOUTH TYNESIDE NHS FOUNDATION TRUST,56345.00,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,41071377,3,201403,SOUTH TYNESIDE NHS FOUNDATION TRUST,21797.00,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,147007550,1,201403,BOOTS THE CHEMIST LTD,961.28,2014-06-17
Community Based Services,Third Party Payments,Third Party Payments,41071374,1,201403,BUSINESS SERVICES AUTHORITY,9120.07,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,147007563,1,201403,CENTRECHEM,452.2,2014-06-17
Community Based Services,Third Party Payments,Third Party Payments,147007582,1,201403,BOOTS THE CHEMIST LTD,905.04,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007583,1,201403,BOOTS THE CHEMIST LTD,667.44,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007587,1,201403,BOOTS THE CHEMIST LTD,527.04,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007592,1,201403,CO-OP PHARMACY,624.24,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007593,1,201403,LLOYDS PHARMACY,594.32,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007595,1,201403,N & B CHEMISTS LTD,461.89,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007596,1,201403,CO-OP PHARMACY,708.48,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007601,1,201403,K & A PHARMACY,753.84,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007603,1,201403,LLOYDS PHARMACY,654.48,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007604,1,201403,LLOYDS PHARMACY,689.04,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007607,1,201403,LLOYDS PHARMACY,1183.68,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007609,1,201403,LLOYDS PHARMACY,600.48,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007612,1,201403,N & B CHEMISTS LTD,1036.80,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007616,1,201403,MD & AG BURDON LTD T/A WHICKHAM PHARMACY,438.48,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007617,1,201403,WHITWORTH CHEMISTS,453.6,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,41073862,1,201403,THE HUNTERCOMBE GROUP,8422.31,2014-06-24
Community Based Services,Third Party Payments,Third Party Payments,41073863,1,201403,THE HUNTERCOMBE GROUP,8422.31,2014-06-24
Community Based Services,Third Party Payments,Third Party Payments,147007478,1,201403,TEAMS MEDICAL PRACTICE,760,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,147007453,1,201403,R G YOUNG PHARMACY,528.5,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,147007457,1,201403,WHITWORTH CHEMISTS,560.5,2014-06-13
Community Based Services,Third Party Payments,Third Party Payments,147007192,1,201403,ASHCHEM,952.35,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007193,1,201403,BOOTS THE CHEMIST LTD,976,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007195,1,201403,CENTRECHEM,751.85,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007196,1,201403,FAIRMAN CHEMISTS LTD T/A NUMARK PHARMACY,623.55,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007197,1,201403,LLOYDS PHARMACY,544.79,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007198,1,201403,LOBLEY HILL PHARMACY,502.01,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007199,1,201403,N & B CHEMISTS LTD,790.36,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007200,1,201403,R G YOUNG PHARMACY,1501.78,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007201,1,201403,L ROWLAND & CO RETAIL LTD,456.81,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007203,1,201403,TESCO STORES LTD,868.78,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007205,1,201403,MD & AG BURDON LTD T/A WHICKHAM PHARMACY,555.14,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007206,1,201403,WHITWORTH CHEMISTS,1686.43,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007207,1,201403,BOOTS THE CHEMIST LTD,815.21,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007208,1,201403,BOOTS THE CHEMIST LTD,593.14,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007210,1,201403,BOOTS THE CHEMIST LTD,1141.63,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007211,1,201403,BOOTS THE CHEMIST LTD,602.26,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007212,1,201403,BOOTS THE CHEMIST LTD,801.49,2014-06-19
Community Based Services,Third Party Payments,Third Party Payments,147007213,1,201403,BOOTS THE CHEMIST LTD,3417.89,2014-06-19
Community Based Services,Supplies and Services,Advertising,41073861,1,201403,CONSULT & DESIGN INTERNATIONAL,4881.00,2014-06-24
Community Based Services,Third Party Payments,Third Party Payments,60020220,143,201403,KEIRO LTD,4800.00,2014-06-18
Community Based Services,Third Party Payments,Third Party Payments,60020220,558,201403,FOUR SEASONS HEALTHCARE LTD,3222.08,2014-06-18
Community Based Services,Third Party Payments,Third Party Payments,60020220,680,201403,FOUR SEASONS HEALTHCARE LTD,2172.56,2014-06-18
Community Based Services,Third Party Payments,Third Party Payments,60020220,935,201403,COMMUNITY INTEGRATED CARE,9434.84,2014-06-18
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020220,368,201403,FOUR SEASONS HEALTHCARE LTD,319.4,2014-06-18
Community Based Services,Third Party Payments,Third Party Payments,60020220,947,201403,BOND CARE,2347.56,2014-06-18
Community Based Services,Third Party Payments,Third Party Payments,60020220,991,201403,KEIRO LTD,443.56,2014-06-18
Community Based Services,Third Party Payments,Third Party Payments,41071099,1,201403,INTERACTIVE DEVELOPMENT LTD,19246.50,2014-06-02
Community Based Services,Third Party Payments,Third Party Payments,41071614,1,201403,CREATIVE SUPPORT,1631.84,2014-06-10
Community Based Services,Third Party Payments,Third Party Payments,41071620,1,201403,MENCAP,13397.56,2014-06-10
Community Based Services,Third Party Payments,Third Party Payments,41074419,1,201403,COMMUNITY INTEGRATED CARE,18931.44,2014-06-25
Community Based Services,Third Party Payments,Third Party Payments,41074583,1,201403,LIFEWAYS COMMUNITY CARE,34793.59,2014-06-26
Community Based Services,Third Party Payments,Third Party Payments,147007525,1,201403,INTERACTIVE DEVELOPMENT LTD,32263.93,2014-06-17
Community Based Services,Third Party Payments,Third Party Payments,147007525,2,201403,INTERACTIVE DEVELOPMENT LTD,1067.58,2014-06-17
Community Based Services,Third Party Payments,Third Party Payments,147007526,1,201403,INTERACTIVE DEVELOPMENT LTD,32172.01,2014-06-17
Community Based Services,Third Party Payments,Third Party Payments,147007526,2,201403,INTERACTIVE DEVELOPMENT LTD,1304.82,2014-06-17
