Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
Corporate Resources,Transport,Public Transport and Taxi Fares,148028020,1,201804,CLICK TRAVEL LTD,2710.9,2018-07-11,
Corporate Resources,Transport,Public Transport and Taxi Fares,148028020,2,201804,CLICK TRAVEL LTD,672.84,2018-07-11,
Corporate Resources,Transport,Public Transport and Taxi Fares,148028021,1,201804,CLICK TRAVEL LTD,540,2018-07-11,
Corporate Resources,Transport,Public Transport and Taxi Fares,148028021,2,201804,CLICK TRAVEL LTD,6440.9,2018-07-11,
Corporate Resources,Transport,Public Transport and Taxi Fares,148028022,1,201804,CLICK TRAVEL LTD,737.21,2018-07-11,
Corporate Resources,Transport,Public Transport and Taxi Fares,148028022,2,201804,CLICK TRAVEL LTD,3224.76,2018-07-11,
Corporate Resources,Supplies and Services,Comms & Computing,148028000,3,201804,ROYAL MAIL,150.4,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028000,4,201804,ROYAL MAIL,314.56,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028001,3,201804,ROYAL MAIL,194.43,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028001,4,201804,ROYAL MAIL,117.11,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028002,3,201804,ROYAL MAIL,136.89,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028002,4,201804,ROYAL MAIL,160.62,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028070,3,201804,ROYAL MAIL,177.77,2018-07-17,
Corporate Resources,Supplies and Services,Comms & Computing,148028070,4,201804,ROYAL MAIL,710.87,2018-07-17,
Corporate Resources,Supplies and Services,Comms & Computing,148028000,5,201804,ROYAL MAIL,11.03,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028001,5,201804,ROYAL MAIL,18.03,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028002,5,201804,ROYAL MAIL,13.36,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028070,5,201804,ROYAL MAIL,14.76,2018-07-17,
Corporate Resources,Supplies and Services,Comms & Computing,148028000,8,201804,ROYAL MAIL,52.35,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028001,8,201804,ROYAL MAIL,45.05,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028002,8,201804,ROYAL MAIL,35.21,2018-07-10,
Corporate Resources,Supplies and Services,Comms & Computing,148028070,8,201804,ROYAL MAIL,5.47,2018-07-17,
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41230197,1,201804,DISCLOSURE & BARRING SERVICE,7480,2018-07-27,
Corporate Resources,Employees,Indirect Employee Expenses,148028201,1,201804,TYNE & WEAR PENSION FUND,39131,2018-07-27,
Corporate Resources,Supplies and Services,Comms & Computing,44005389,0,201804,VIRGIN MEDIA LTD,55085,2018-07-27,
Corporate Resources,Supplies and Services,Comms & Computing,44003197,0,201804,TRUSTMARQUE SOLUTIONS LTD,4315.5,2018-07-11,
Corporate Resources,Supplies and Services,Comms & Computing,41230506,1,201804,VIRGIN MEDIA PAYMENTS LTD,2018.94,2018-07-27,
Corporate Resources,Supplies and Services,Comms & Computing,41230507,1,201804,VIRGIN MEDIA PAYMENTS LTD,1272.1,2018-07-27,
Corporate Resources,Supplies and Services,Comms & Computing,41230508,1,201804,VIRGIN MEDIA PAYMENTS LTD,2022.15,2018-07-27,
Corporate Resources,Supplies and Services,Comms & Computing,41230283,1,201804,VIRGIN MEDIA BUSINESS,2331.37,2018-07-24,
Corporate Resources,Supplies and Services,Comms & Computing,41230686,1,201804,VIRGIN MEDIA BUSINESS,2318.52,2018-07-31,
Corporate Resources,Supplies and Services,Comms & Computing,41230283,2,201804,VIRGIN MEDIA BUSINESS,1777.72,2018-07-24,
Corporate Resources,Supplies and Services,Comms & Computing,41230686,2,201804,VIRGIN MEDIA BUSINESS,1667.48,2018-07-31,
Corporate Resources,Supplies and Services,Comms & Computing,44003059,0,201804,GETECH LTD,5250,2018-07-16,
Corporate Resources,Supplies and Services,Comms & Computing,44003194,0,201804,MICRO COMPUTER CONSULTANTS LTD,477,2018-07-11,
Corporate Resources,Supplies and Services,Comms & Computing,44005264,0,201804,MICRO COMPUTER CONSULTANTS LTD,624,2018-07-26,
Corporate Resources,Supplies and Services,Comms & Computing,44005265,0,201804,MICRO COMPUTER CONSULTANTS LTD,7296.5,2018-07-26,
Corporate Resources,Supplies and Services,Comms & Computing,44005381,0,201804,PCM TECHNOLOGY SOLUTIONS UK LTD,742.14,2018-07-27,
Corporate Resources,Supplies and Services,Comms & Computing,44003186,0,201804,DELL BANK INTERNATIONAL LTD,3555.5,2018-07-11,
Corporate Resources,Supplies and Services,Comms & Computing,44003187,0,201804,DELL BANK INTERNATIONAL LTD,3941.31,2018-07-11,
Corporate Resources,Supplies and Services,Comms & Computing,44005267,0,201804,DELL BANK INTERNATIONAL LTD,538.64,2018-07-26,
Corporate Resources,Supplies and Services,Comms & Computing,44005378,0,201804,PCM TECHNOLOGY SOLUTIONS UK LTD,896.76,2018-07-27,
Corporate Resources,Supplies and Services,Comms & Computing,44004789,0,201804,PHOENIX SOFTWARE LTD,518.4,2018-07-24,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41229486,1,201804,CANON (UK) LTD,425,2018-07-19,
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",44001784,0,201804,SUNDERLAND CITY COUNCIL,692,2018-07-02,
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",44003468,0,201804,TREATMENT SOLUTIONS,4166.66,2018-07-12,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44004531,0,201804,POSITIVE ABOUT AUTISM LTD,1330,2018-07-25,
Corporate Services & Governance,Employees,Indirect Employee Expenses,41228535,1,201804,MAYBO LTD,700,2018-07-24,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44001695,0,201804,CORNWALL COLLEGE,729.5,2018-07-25,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44005343,0,201804,NORTHUMBRIA UNIVERSITY,1980,2018-07-26,
Corporate Services & Governance,Employees,Indirect Employee Expenses,41228573,1,201804,THE FRONTLINE ORGANISATION,11200,2018-07-25,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44001794,0,201804,T-ASC,600,2018-07-02,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44003402,0,201804,Y & H EDT TRAINING GROUP,600,2018-07-11,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44001738,0,201804,KATE CAIRNS ASSOCIATES LTD,1650,2018-07-02,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44002804,0,201804,AIM PROJECT,1986.18,2018-07-25,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44005365,0,201804,REDACTED - Personal Information,575,2018-07-30,
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",300000624,0,201804,REDACTED - Personal Information,1322.2,2018-07-16,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44003421,0,201804,REACH PUBLISHING SERVICES LTD,436,2018-07-13,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44005393,0,201804,TOTAL ID,909.75,2018-07-27,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41229022,1,201804,CANON (UK) LTD,1201.61,2018-07-05,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44000511,0,201804,PREMIER PAPER GROUP,440.5,2018-07-02,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44000827,0,201804,PREMIER PAPER GROUP,752,2018-07-02,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44001759,0,201804,PREMIER PAPER GROUP,1573.2,2018-07-03,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44005353,0,201804,PREMIER PAPER GROUP,842.23,2018-07-27,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44005355,0,201804,PREMIER PAPER GROUP,1602.58,2018-07-27,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44000546,0,201804,PRINT BY LASER,665,2018-07-02,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44001061,0,201804,CHROMAZONE,894,2018-07-02,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44005356,0,201804,POTTS PRINTERS LTD,520,2018-07-27,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44005357,0,201804,POTTS PRINTERS LTD,947,2018-07-27,
Corporate Services & Governance,Supplies and Services,Other Running Costs,41229019,1,201804,CANON (UK) LTD,555.47,2018-07-05,
Corporate Services & Governance,Supplies and Services,Other Running Costs,41229021,1,201804,CANON (UK) LTD,436.49,2018-07-05,
Corporate Services & Governance,Supplies and Services,Other Running Costs,41229344,1,201804,CANON (UK) LTD,5003.52,2018-07-11,
Corporate Services & Governance,Employees,Agency Staff,60091275,45,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,1634.16,2018-07-05,
Corporate Services & Governance,Employees,Agency Staff,60091277,11,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,1104.55,2018-07-13,
Corporate Services & Governance,Employees,Agency Staff,60091277,42,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,955.48,2018-07-13,
Corporate Services & Governance,Employees,Agency Staff,60091278,48,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,1293.29,2018-07-18,
Corporate Services & Governance,Employees,Agency Staff,60091278,59,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,1311.16,2018-07-18,
Corporate Services & Governance,Employees,Agency Staff,60091280,22,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,1100.63,2018-07-23,
Corporate Services & Governance,Employees,Agency Staff,60091280,35,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,1610.62,2018-07-23,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",41229315,1,201804,ADARE LIMITED,3999.6,2018-07-12,
Corporate Resources,Supplies and Services,Comms & Computing,41230394,1,201804,POSTAGE BY PHONE-PITNEY BOWES,11,2018-07-25,
Corporate Resources,Supplies and Services,Comms & Computing,41230394,2,201804,POSTAGE BY PHONE-PITNEY BOWES,19923.99,2018-07-25,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,33,201804,CANON (UK) LTD,2.68,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,34,201804,CANON (UK) LTD,3.93,2018-07-31,
Corporate Resources,Supplies and Services,Comms & Computing,44004689,0,201804,DELL COMPUTER CORPORATION LTD,3520.32,2018-07-20,
Corporate Resources,Supplies and Services,Comms & Computing,41228502,1,201804,CIVICA LTD,2515.52,2018-07-02,
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41229324,1,201804,DERE STREET BARRISTERS,780,2018-07-11,
Corporate Resources,Transfer Payments,Transfer Payments,147041322,1,201804,THE DURES PARTNERSHIP,3750,2018-07-26,
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41228862,1,201804,ALLPAY LTD,3726.25,2018-07-05,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,15,201804,CANON (UK) LTD,39.07,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,16,201804,CANON (UK) LTD,1.18,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,17,201804,CANON (UK) LTD,13.56,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,18,201804,CANON (UK) LTD,0.26,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,23,201804,CANON (UK) LTD,15.11,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,24,201804,CANON (UK) LTD,0.51,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,25,201804,CANON (UK) LTD,14.78,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,26,201804,CANON (UK) LTD,0.68,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,39,201804,CANON (UK) LTD,73.87,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,40,201804,CANON (UK) LTD,31.46,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,31,201804,CANON (UK) LTD,9.08,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,32,201804,CANON (UK) LTD,5.03,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,8,201804,CANON (UK) LTD,11.67,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,9,201804,CANON (UK) LTD,0.45,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,10,201804,CANON (UK) LTD,3.17,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,41,201804,CANON (UK) LTD,20.26,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,42,201804,CANON (UK) LTD,0.24,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,43,201804,CANON (UK) LTD,5.99,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,44,201804,CANON (UK) LTD,0.17,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,6,201804,CANON (UK) LTD,9.53,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,7,201804,CANON (UK) LTD,8.59,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,19,201804,CANON (UK) LTD,31.54,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,20,201804,CANON (UK) LTD,3.56,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,21,201804,CANON (UK) LTD,15.94,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,22,201804,CANON (UK) LTD,0.46,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,35,201804,CANON (UK) LTD,22.82,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,36,201804,CANON (UK) LTD,0.93,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,37,201804,CANON (UK) LTD,15.55,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,38,201804,CANON (UK) LTD,0.14,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,27,201804,CANON (UK) LTD,66.45,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,28,201804,CANON (UK) LTD,3.23,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,29,201804,CANON (UK) LTD,19.98,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,30,201804,CANON (UK) LTD,1.32,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,45,201804,CANON (UK) LTD,7.33,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,46,201804,CANON (UK) LTD,6.72,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,11,201804,CANON (UK) LTD,26.92,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,12,201804,CANON (UK) LTD,0.51,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,13,201804,CANON (UK) LTD,7.79,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,14,201804,CANON (UK) LTD,0.09,2018-07-31,
Corporate Resources,Premises,Energy,41229694,1,201804,GATESHEAD ENERGY COMPANY LTD,3665.04,2018-07-17,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,1,201804,CANON (UK) LTD,12,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,2,201804,CANON (UK) LTD,69.98,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,3,201804,CANON (UK) LTD,1.84,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,4,201804,CANON (UK) LTD,65.18,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41230510,5,201804,CANON (UK) LTD,28.37,2018-07-31,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44001723,0,201804,ASKEWS LIBRARY SERVICES LTD,2064.4,2018-07-03,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44002299,0,201804,BOLINDA DIGITAL LIMITED,2121.34,2018-07-11,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44002835,0,201804,ASKEWS LIBRARY SERVICES LTD,1248.59,2018-07-11,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44004989,0,201804,ASKEWS LIBRARY SERVICES LTD,2013.24,2018-07-24,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44004990,0,201804,ASKEWS LIBRARY SERVICES LTD,2153.39,2018-07-24,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44005094,0,201804,ULVERSCROFT LARGE PRINT BOOKS,460,2018-07-30,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44005129,1,201804,COVERGOLD LTD,1345,2018-07-27,
Corporate Resources,Supplies and Services,"Printing, Stationery etc",44005060,0,201804,JCS ONLINE RESOURCES,1732.5,2018-07-27,
Corporate Resources,Supplies and Services,"Printing, Stationery etc",44005090,0,201804,UNIQUE MAGAZINES LIMITED,2473.76,2018-07-27,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44003189,0,201804,BUNZL CLEANING & HYGIENE SUPPLIES,422.99,2018-07-11,
Corporate Resources,Supplies and Services,Comms & Computing,44002295,0,201804,REDACTED - Personal Information,990,2018-07-05,
Corporate Resources,Supplies and Services,Comms & Computing,148028171,1,201804,FILEMAKER INTERNATIONAL,990,2018-07-24,
Corporate Resources,Employees,Agency Staff,60091275,6,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,433.53,2018-07-05,
Corporate Resources,Employees,Agency Staff,60091276,25,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-05,
Corporate Resources,Employees,Agency Staff,60091277,24,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-13,
Corporate Resources,Employees,Agency Staff,60091278,58,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-18,
Corporate Resources,Employees,Agency Staff,60091279,40,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-18,
Corporate Resources,Employees,Agency Staff,60091280,8,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,433.53,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,12,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,23,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,611.21,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,37,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,611.21,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,40,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,529.06,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,49,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,75,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,433.53,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,79,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,88,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,127,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,611.21,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,147,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,611.21,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,164,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,594.69,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,178,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,611.21,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,184,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,487.32,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,198,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,611.21,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,200,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,208,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,611.21,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,218,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,487.32,2018-07-23,
Corporate Resources,Employees,Agency Staff,60091280,223,201804,GEOMETRIC RESULTS INTERNATIONAL LTD,543.75,2018-07-23,
Corporate Resources,Third Party Payments,Third Party Payments,300000640,5,201804,NEWCASTLE CITY COUNCIL,43692.5,2018-07-27,
Corporate Resources,Third Party Payments,Third Party Payments,41228796,1,201804,BALTIC FLOUR MILLS VISUAL ARTS TRUST,44827.25,2018-07-13,
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44002020,0,201804,DANCE CITY,3500,2018-07-03,
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44005066,0,201804,I C EVENTS LTD,4800,2018-07-27,
