Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001397,44,201909,CLICK TRAVEL LTD,87,2019-12-06
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001397,48,201909,CLICK TRAVEL LTD,52.05,2019-12-06
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001392,4,201909,CLICK TRAVEL LTD,13.9,2019-12-02
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001392,9,201909,CLICK TRAVEL LTD,13.9,2019-12-02
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44061142,0,201909,SMI,444.4,2019-12-19
Corporate Services & Governance,Supplies and Services,Comms & Computing,41267044,1,201909,ROYAL MAIL,2043.25,2019-12-19
Corporate Services & Governance,Supplies and Services,Comms & Computing,41266065,1,201909,ADARE LIMITED,13578.09,2019-12-12
Corporate Services & Governance,Supplies and Services,Comms & Computing,41267045,1,201909,ROYAL MAIL,5133.03,2019-12-19
Resources and Digital,Supplies and Services,"Furn, Equip & Mats",41267271,11,201909,CANON (UK) LTD,62.29,2019-12-20
Resources and Digital,Supplies and Services,Comms & Computing,44059042,1,201909,DELL COMPUTER CORPORATION LTD,627.97,2019-12-10
Resources and Digital,Supplies and Services,Comms & Computing,44061037,0,201909,LLOYDS-IP,521.52,2019-12-18
Resources and Digital,Supplies and Services,Comms & Computing,44061037,1,201909,LLOYDS-IP,6.95,2019-12-18
Resources and Digital,Supplies and Services,"Licenses, Housing, Fees",41265924,1,201909,TRINITY CHAMBERS,1000,2019-12-11
Resources and Digital,Supplies and Services,Miscellaneous Supplies,41265660,1,201909,ALLPAY LTD,2988.91,2019-12-04
Office of the Chief Executive,Supplies and Services,Other Running Costs,44062064,0,201909,THE FELLING BAND,800,2019-12-23
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,6,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,8,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,13,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,10,201909,CANON (UK) LTD,62.29,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,4,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,14,201909,CANON (UK) LTD,62.29,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,3,201909,CANON (UK) LTD,62.29,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,7,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,12,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,9,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,15,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,5,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Premises,Energy,41266804,1,201909,GATESHEAD ENERGY COMPANY LTD,3868.26,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,1,201909,CANON (UK) LTD,117.92,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41267271,2,201909,CANON (UK) LTD,62.29,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44059247,0,201909,ASKEWS LIBRARY SERVICES LTD,1675.23,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44059248,0,201909,ASKEWS LIBRARY SERVICES LTD,831.73,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44059268,0,201909,BOLINDA DIGITAL LIMITED,968.81,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44059269,0,201909,BOLINDA DIGITAL LIMITED,488.49,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44061765,0,201909,ASKEWS LIBRARY SERVICES LTD,762.46,2019-12-23
Public Health and Wellbeing,Supplies and Services,Comms & Computing,44060366,0,201909,BIBLIOTHECA LIMITED,2815.2,2019-12-11
Public Health and Wellbeing,Supplies and Services,Comms & Computing,44059256,0,201909,INDIGO MULTIMEDIA LTD,3450,2019-12-02
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41265835,1,201909,REDACTED - Personal Information,600,2019-12-05
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",44062071,0,201909,REDACTED - Personal Information,650,2019-12-27
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41265833,1,201909,REDACTED - Personal Information,1500,2019-12-05
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41265834,1,201909,REDACTED - Personal Information,900,2019-12-05
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41265836,1,201909,REDACTED - Personal Information,579.4,2019-12-05
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41267274,1,201909,REDACTED - Personal Information,525,2019-12-20
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,300001392,5,201909,CLICK TRAVEL LTD,8.3,2019-12-02
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,300001392,13,201909,CLICK TRAVEL LTD,7.5,2019-12-02
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,300001392,22,201909,CLICK TRAVEL LTD,10.45,2019-12-02
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,300001392,24,201909,CLICK TRAVEL LTD,14.6,2019-12-02
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,300001392,25,201909,CLICK TRAVEL LTD,7.55,2019-12-02
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,300001392,26,201909,CLICK TRAVEL LTD,20,2019-12-02
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,300001392,30,201909,CLICK TRAVEL LTD,8.3,2019-12-02
Public Health and Wellbeing,Premises,Rep & Maint,44060472,0,201909,DC LIGHTING SERVICES LTD,1560,2019-12-09
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",147046690,7,201909,PPL PRS LTD,1340.57,2019-12-17
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,41265680,1,201909,MOLSON COORS BREWING COMPANY,754.34,2019-12-06
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,41266585,1,201909,SELECTA UK LTD,545.37,2019-12-17
Public Health and Wellbeing,Premises,Energy,44060542,0,201909,CENTRICA BUSINESS SOLUTIONS (GENERATIONS) LIMITED,2039.01,2019-12-10
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41266645,1,201909,INITIAL WASHROOM SOLUTIONS,436.19,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",147046690,3,201909,PPL PRS LTD,3253.83,2019-12-17
Public Health and Wellbeing,Premises,Energy,41266809,1,201909,GATESHEAD ENERGY COMPANY LTD,11313.22,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266407,1,201909,ENTRE-PRISES  UK  LIMITED,1067,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266881,1,201909,ALISON BLACK LTD T/A SPORTMAX,818.8,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266881,2,201909,ALISON BLACK LTD T/A SPORTMAX,271.3,2019-12-20
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41265894,1,201909,CRYOSERVICE LTD,542.94,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266625,1,201909,INITIAL WASHROOM SOLUTIONS,617.38,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",147046690,1,201909,PPL PRS LTD,6420.64,2019-12-17
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60193164,1,201909,BATLEYS LTD,181.97,2019-12-02
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60193164,2,201909,BATLEYS LTD,294.19,2019-12-02
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60194131,0,201909,BATLEYS LTD,411.14,2019-12-10
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60194131,1,201909,BATLEYS LTD,172.99,2019-12-10
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60194133,0,201909,HOPWELLS LTD,199.2,2019-12-10
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60194133,1,201909,HOPWELLS LTD,223.63,2019-12-10
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60194133,2,201909,HOPWELLS LTD,252.78,2019-12-10
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,60194134,0,201909,ORIGINAL BAKEHOUSE,519.19,2019-12-10
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",147046690,5,201909,PPL PRS LTD,2169.67,2019-12-17
Public Health and Wellbeing,Premises,Energy,44060538,0,201909,CENTRICA BUSINESS SOLUTIONS (GENERATIONS) LIMITED,1866.07,2019-12-10
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266363,1,201909,ALISON BLACK LTD T/A SPORTMAX,85.5,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266363,2,201909,ALISON BLACK LTD T/A SPORTMAX,403.65,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",147046690,4,201909,PPL PRS LTD,484.2,2019-12-17
Public Health and Wellbeing,Premises,Energy,44060543,0,201909,CENTRICA BUSINESS SOLUTIONS (GENERATIONS) LIMITED,1903.18,2019-12-10
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266613,1,201909,ALISON BLACK LTD T/A SPORTMAX,689.1,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41265240,1,201909,BRENNTAG UK LTD,801.54,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41265892,1,201909,CRYOSERVICE LTD,521.96,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",147046690,6,201909,PPL PRS LTD,4607.77,2019-12-17
Public Health and Wellbeing,Premises,Energy,44060545,0,201909,CENTRICA BUSINESS SOLUTIONS (GENERATIONS) LIMITED,2004.99,2019-12-10
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44060370,0,201909,DALESAUNA LTD,1360.74,2019-12-12
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41265897,1,201909,CRYOSERVICE LTD,554.16,2019-12-06
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41266621,1,201909,BRENNTAG UK LTD,656.92,2019-12-17
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",147046690,2,201909,PPL PRS LTD,5026.69,2019-12-17
Resources and Digital,Third Party Payments,Third Party Payments,44060813,0,201909,NEWCASTLEGATESHEAD INITIATIVE,26712.5,2019-12-19
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046602,1,201909,TYNE COAST ACADEMY TRUST,30845.43,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046603,1,201909,WHICKHAM ACADEMY,5140.91,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046605,1,201909,THORP ACADEMY,5140.91,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046606,1,201909,JOSEPH SWAN SCHOOL,133663.55,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046607,1,201909,HEWORTH GRANGE SCHOOL,35986.34,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046608,1,201909,CARDINAL HUME CATHOLIC SCHOOL,5140.91,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046609,1,201909,LORD LAWSON OF BEAMISH ACADEMY,87395.4,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046610,1,201909,EMMANUEL COLLEGE,179931.7,2019-12-16
"Children, Adults and Families",Supplies and Services,Internal Recharges,147046611,1,201909,HEBBURN COMPREHENSIVE,92536.3,2019-12-16
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009037,0,201909,DUNSTON HILL OUT OF SCHOOL CLUB,5936.42,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009038,0,201909,CROOKHILL EARLY YEARS,12991.07,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009039,0,201909,ST MARYS DUCKPOOL PLAYGROUP,9416.55,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009040,0,201909,BUMBLE BEES PRE-SCHOOL,9492.77,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009041,0,201909,REDACTED - Personal Information,548.26,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009042,0,201909,REDACTED - Personal Information,964.45,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009043,0,201909,VILLAGE MONTESSORI NURSERY SCHOOL,8969.67,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009045,0,201909,ST PHILIPS PRE-SCHOOL,6699.52,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009046,0,201909,ROSE VILLA DAY NURSERY,20632,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009047,0,201909,THE VILLAGE MONTESSORI @ WREKENTON,4068.49,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009048,0,201909,LITTLE HEARTS PRE SCHOOL,11895.1,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009049,0,201909,TIK TOK NURSERY,14630.81,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009051,0,201909,BRIDGES NURSERY,18118.76,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009052,0,201909,TRINITY CORNER NURSERY,8063.71,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009053,0,201909,SALTWELL PARK MONTESSORI NURSERY,4969.57,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009054,0,201909,VALLEY NURSERY,1130.19,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009055,0,201909,ROWLANDS GILL UNDER-5S PRE-SCHOOL,3329.75,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009056,0,201909,ST ANNE'S PRE-SCHOOL,10010.88,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009058,0,201909,REDACTED - Personal Information,509.03,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009061,0,201909,THE GATESHEAD CHEDER SCHOOL LTD,16713.26,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009062,0,201909,2ND HOME CHILDCARE LTD,9739.14,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009063,0,201909,KIDS 1ST DAY NURSERY - LOW FELL,8531.42,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009064,0,201909,KIBBLESWORTH ACADEMY,6344.97,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009065,0,201909,BRIGHT STAR NURSERY,8998.72,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009068,0,201909,ST AGNES DAY NURSERY,12094.59,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009069,0,201909,DUNSTON RIVERSIDE ACADEMY,6433.56,2019-12-04
"Children, Adults and Families",Supplies and Services,"Licenses, Housing, Fees",6009070,0,201909,BLAYDON YOUTH CLUB,4144.93,2019-12-04
