Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Supplies and Services,Comms & Computing,148026891,8,201711,ROYAL MAIL,33.24,2018-02-19
Corporate Resources,Supplies and Services,Comms & Computing,148026939,8,201711,ROYAL MAIL,34.63,2018-02-27
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41219299,1,201711,DISCLOSURE & BARRING SERVICE,6806,2018-02-26
Corporate Resources,Employees,Indirect Employee Expenses,43986642,0,201711,QA LTD,8351,2018-02-27
Corporate Resources,Supplies and Services,Comms & Computing,43985050,0,201711,CORPORATE COMPUTER SUPPLIES LTD,719.6,2018-02-09
Corporate Resources,Supplies and Services,Comms & Computing,43985900,0,201711,CORPORATE COMPUTER SUPPLIES LTD,527.1,2018-02-16
Corporate Resources,Supplies and Services,Comms & Computing,43984800,0,201711,TENEO,2720,2018-02-08
Corporate Resources,Supplies and Services,Comms & Computing,43985091,0,201711,SPECOPS SOFTWARE LTD,5940,2018-02-09
Corporate Resources,Supplies and Services,Comms & Computing,43986161,0,201711,MICROSOFT LTD,158733.06,2018-02-21
Corporate Resources,Supplies and Services,Comms & Computing,43986654,0,201711,INSIGHT DIRECT UK LTD,4511.66,2018-02-23
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,49,201711,CLICK TRAVEL LTD,138.6,2018-02-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,50,201711,CLICK TRAVEL LTD,83.1,2018-02-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,61,201711,CLICK TRAVEL LTD,138.6,2018-02-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,62,201711,CLICK TRAVEL LTD,83.1,2018-02-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,64,201711,CLICK TRAVEL LTD,138.6,2018-02-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,74,201711,CLICK TRAVEL LTD,83.1,2018-02-07
Corporate Resources,Supplies and Services,Comms & Computing,43984164,0,201711,DELL COMPUTER CORPORATION LTD,1283.33,2018-02-02
Corporate Resources,Supplies and Services,Comms & Computing,43984531,0,201711,DELL BANK INTERNATIONAL LTD,17852.7,2018-02-06
Corporate Resources,Supplies and Services,Comms & Computing,43985056,0,201711,DELL COMPUTER CORPORATION LTD,3170.9,2018-02-26
Corporate Resources,Supplies and Services,Comms & Computing,43985322,0,201711,DELL BANK INTERNATIONAL LTD,4191.62,2018-02-12
Corporate Resources,Supplies and Services,Comms & Computing,43985323,0,201711,DELL BANK INTERNATIONAL LTD,1585.51,2018-02-12
Corporate Resources,Supplies and Services,Comms & Computing,43985589,0,201711,INSIGHT DIRECT UK LTD,6371.55,2018-02-22
Corporate Resources,Supplies and Services,Comms & Computing,43985559,0,201711,PHOENIX SOFTWARE LTD,1244.16,2018-02-23
Corporate Resources,Supplies and Services,Comms & Computing,43985040,0,201711,UNITED CARLTON OFFICE SYSTEMS,718,2018-02-12
Corporate Resources,Transport,Public Transport and Taxi Fares,300000409,0,201711,CLICK TRAVEL LTD,154,2018-02-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300000409,4,201711,CLICK TRAVEL LTD,47,2018-02-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300000409,25,201711,CLICK TRAVEL LTD,67.6,2018-02-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300000409,26,201711,CLICK TRAVEL LTD,54.6,2018-02-20
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",148026928,1,201711,MHR INTERNATIONAL UK LIMITED,3000,2018-02-26
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",148026947,1,201711,MHR INTERNATIONAL UK LTD,1019,2018-02-28
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43984912,0,201711,THE HUMAN OFFICE LTD,556.8,2018-02-09
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",41217282,1,201711,JON PUNSHON,1000,2018-02-01
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000409,24,201711,CLICK TRAVEL LTD,78.28,2018-02-20
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000409,29,201711,CLICK TRAVEL LTD,78.28,2018-02-20
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43983527,0,201711,TREATMENT SOLUTIONS,4166.66,2018-02-01
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43986644,0,201711,TREATMENT SOLUTIONS,4166.66,2018-02-27
Corporate Services & Governance,Supplies and Services,Comms & Computing,43986091,0,201711,HANDS FREE COMPUTING LTD,480,2018-02-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,43985761,1,201711,HAZEL SIMPSON TRAINING CONSULTANT,600,2018-02-15
Corporate Services & Governance,Employees,Indirect Employee Expenses,43987126,0,201711,REDACTED - Personal Information,920,2018-02-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43984256,0,201711,MAYBO LTD,700,2018-02-02
Corporate Services & Governance,Employees,Indirect Employee Expenses,43984757,0,201711,SYED & QUINN LTD,480,2018-02-07
Corporate Services & Governance,Employees,Indirect Employee Expenses,43985427,0,201711,MAYBO LTD,700,2018-02-12
Corporate Services & Governance,Employees,Indirect Employee Expenses,43985645,0,201711,SAFE CHOICE TRAINING LTD,450,2018-02-14
Corporate Services & Governance,Employees,Indirect Employee Expenses,43986672,0,201711,CHRIS BARSON T/A POSITIVE ABOUT AUTISM,1330,2018-02-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,43986673,0,201711,MAYBO LTD,700,2018-02-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,43987138,0,201711,EPILEPSY AWARENESS LTD,650,2018-02-28
Corporate Services & Governance,Employees,Indirect Employee Expenses,43986439,0,201711,NORTHUMBRIA UNIVERSITY,610,2018-02-22
Corporate Services & Governance,Employees,Indirect Employee Expenses,300000371,0,201711,BLUEBIRD CARE SERVICES LIMITED (NORTH TYNESIDE),1710,2018-02-02
Corporate Services & Governance,Employees,Indirect Employee Expenses,43984170,0,201711,DO THE WRITE THING LTD,980,2018-02-01
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",300000402,0,201711,REDACTED - Personal Information,1322.2,2018-02-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,41217838,1,201711,LLG ENTERPRISES LIMITED T/A LLG LEGAL TRAINING,612.75,2018-02-07
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000392,4,201711,CLICK TRAVEL LTD,13.54,2018-02-12
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000392,5,201711,CLICK TRAVEL LTD,13.54,2018-02-12
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000392,7,201711,CLICK TRAVEL LTD,13.54,2018-02-12
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000392,12,201711,CLICK TRAVEL LTD,13.54,2018-02-12
Corporate Services & Governance,Supplies and Services,Comms & Computing,43984532,0,201711,CIVICA LTD,2813.75,2018-02-07
Corporate Services & Governance,Supplies and Services,Comms & Computing,41218613,1,201711,THOMSON REUTERS PROFESSIONAL,18272.38,2018-02-15
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",41218880,1,201711,REDACTED - Personal Information,3052.7,2018-02-20
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000385,45,201711,CLICK TRAVEL LTD,68.25,2018-02-07
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000385,47,201711,CLICK TRAVEL LTD,82.75,2018-02-07
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000385,51,201711,CLICK TRAVEL LTD,68.25,2018-02-07
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300000385,52,201711,CLICK TRAVEL LTD,82.75,2018-02-07
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41219458,1,201711,CANON (UK) LTD,4532.57,2018-02-27
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41218694,1,201711,PREMIER PAPER GROUP,805.18,2018-02-16
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41218702,1,201711,PREMIER PAPER GROUP,443.79,2018-02-16
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41218704,1,201711,PREMIER PAPER GROUP,638.5,2018-02-16
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43983877,0,201711,CANON (UK) LTD,622.24,2018-02-01
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43983996,1,201711,PREMIER PAPER GROUP,852.88,2018-02-02
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43985872,0,201711,PREMIER PAPER GROUP,1389.7,2018-02-21
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43985873,0,201711,PREMIER PAPER GROUP,724.87,2018-02-19
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43985903,0,201711,PREMIER PAPER GROUP,764,2018-02-19
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",43983989,0,201711,JL GROUP LTD,640,2018-02-02
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",43983997,0,201711,SPEED OFFICE SUPPLIES,812,2018-02-02
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",43985870,0,201711,POTTS PRINTERS LTD,527,2018-02-19
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",43985910,0,201711,PRINT BY LASER,489,2018-02-21
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",43985911,0,201711,WASHINGTON DIRECT MAIL,1211.9,2018-02-19
Corporate Services & Governance,Supplies and Services,Other Running Costs,41218830,1,201711,CANON (UK) LTD,1836.98,2018-02-19
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",41217709,1,201711,ADARE LIMITED,1551.17,2018-02-08
Corporate Services & Governance,Supplies and Services,Comms & Computing,41218026,1,201711,ROYAL MAIL,3500.35,2018-02-08
Corporate Services & Governance,Supplies and Services,Miscellaneous Supplies,43986704,0,201711,NEWLANDS ADVENTURE CENTRE,1040,2018-02-23
Corporate Resources,Supplies and Services,Comms & Computing,41218244,1,201711,POSTAGE BY PHONE-PITNEY BOWES,19913.2,2018-02-14
Corporate Resources,Supplies and Services,Comms & Computing,43984424,0,201711,DELL COMPUTER CORPORATION LTD,381.6,2018-02-06
Corporate Resources,Supplies and Services,Comms & Computing,43984424,1,201711,DELL COMPUTER CORPORATION LTD,139.2,2018-02-06
Corporate Resources,Supplies and Services,Comms & Computing,43984952,0,201711,DELL COMPUTER CORPORATION LTD,660,2018-02-12
Corporate Resources,Supplies and Services,Comms & Computing,43985055,0,201711,DELL COMPUTER CORPORATION LTD,520.8,2018-02-12
Corporate Resources,Supplies and Services,Comms & Computing,43986021,0,201711,DELL COMPUTER CORPORATION LTD,520.8,2018-02-20
Corporate Resources,Supplies and Services,Comms & Computing,43986022,0,201711,DELL COMPUTER CORPORATION LTD,324.55,2018-02-20
Corporate Resources,Supplies and Services,Comms & Computing,43986022,1,201711,DELL COMPUTER CORPORATION LTD,139.2,2018-02-20
Corporate Resources,Supplies and Services,Comms & Computing,43985470,1,201711,VIRGIN MEDIA LTD,569.25,2018-02-13
Corporate Resources,Supplies and Services,Comms & Computing,43985470,0,201711,VIRGIN MEDIA LTD,1265.45,2018-02-13
Corporate Resources,Third Party Payments,Third Party Payments,41218233,1,201711,MISHCON DE REYA,2000,2018-02-16
Corporate Resources,Support Services,Support Services,41219243,1,201711,MAZARS LLP,4785,2018-02-22
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41217704,1,201711,ALLPAY LTD,3136.03,2018-02-07
Corporate Resources,Supplies and Services,Comms & Computing,43985570,0,201711,LOGOTECH SYSTEMS,3500,2018-02-15
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43983779,0,201711,MAGNA LARGE PRINT,713.44,2018-02-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43983781,0,201711,MAGNA LARGE PRINT,532.27,2018-02-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43983789,0,201711,ULVERSCROFT LARGE PRINT BOOKS,580.68,2018-02-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43983790,0,201711,ASKEWS LIBRARY SERVICES LTD,1365.4,2018-02-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43983874,0,201711,ASKEWS LIBRARY SERVICES LTD,2971.93,2018-02-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43985221,0,201711,ASKEWS LIBRARY SERVICES LTD,2532.52,2018-02-15
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43985260,0,201711,ULVERSCROFT LARGE PRINT BOOKS,475.44,2018-02-15
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43986558,0,201711,ASKEWS LIBRARY SERVICES LTD,2190.17,2018-02-23
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43986586,0,201711,ASKEWS LIBRARY SERVICES LTD,203.46,2018-02-26
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43986586,1,201711,ASKEWS LIBRARY SERVICES LTD,2996.93,2018-02-26
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43986588,0,201711,ASKEWS LIBRARY SERVICES LTD,1388.58,2018-02-26
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43986628,0,201711,MAGNA LARGE PRINT,713.44,2018-02-26
Corporate Resources,Employees,Indirect Employee Expenses,43986713,0,201711,SOCIETY OF CHIEF LIBRARIANS,525,2018-02-26
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,1,201711,CLICK TRAVEL LTD,82.68,2018-02-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000385,55,201711,CLICK TRAVEL LTD,54.68,2018-02-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000392,41,201711,CLICK TRAVEL LTD,32.84,2018-02-12
Corporate Resources,Transport,Public Transport and Taxi Fares,300000392,43,201711,CLICK TRAVEL LTD,34.72,2018-02-12
Corporate Resources,Transport,Public Transport and Taxi Fares,300000392,44,201711,CLICK TRAVEL LTD,28.82,2018-02-12
Corporate Resources,Transport,Public Transport and Taxi Fares,300000392,46,201711,CLICK TRAVEL LTD,35.84,2018-02-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43984168,1,201711,DEMCO INTERIORS,587.68,2018-02-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43985480,0,201711,BUNZL CLEANING & HYGIENE SUPPLIES,420.86,2018-02-14
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",43983910,0,201711,GLAS PERFORMING ARTS ACADEMY CIC,1000,2018-02-01
Corporate Resources,Employees,Agency Staff,60091256,15,201711,DE POEL MANAGED SERVICES LIMITED,537.98,2018-02-14
Corporate Resources,Employees,Agency Staff,60091258,25,201711,DE POEL MANAGED SERVICES LIMITED,537.98,2018-02-20
Corporate Resources,Employees,Agency Staff,60091259,83,201711,DE POEL MANAGED SERVICES LIMITED,537.98,2018-02-20
Corporate Resources,Premises,Rep & Maint,41218813,1,201711,STATUS SECURITY SYSTEMS LTD,443.23,2018-02-27
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41218102,1,201711,REDACTED - Personal Information,600,2018-02-13
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41218323,1,201711,NEWCASTLEGATESHEAD INITIATIVE,3500,2018-02-13
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41219250,1,201711,REDACTED - Personal Information,600,2018-02-27
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41219292,1,201711,GLAS PERFORMING ARTS ACADEMY CIC,650,2018-02-23
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",43986240,0,201711,EPOS NOW LIMITED,1796.47,2018-02-21
Corporate Resources,Premises,Security & Insurance,148026805,1,201711,MARSH LTD,34881.28,2018-02-08
Corporate Resources,Premises,Security & Insurance,148026804,1,201711,MARSH LTD,68315.35,2018-02-08
Corporate Resources,Third Party Payments,Third Party Payments,41218045,1,201711,NORTH MUSIC TRUST,65383.5,2018-02-27
Corporate Resources,Employees,Indirect Employee Expenses,43981148,0,201711,SGS UNITED KINGDOM LTD,2696.55,2018-02-09
Corporate Resources,Transport,Public Transport and Taxi Fares,300000409,6,201711,CLICK TRAVEL LTD,309.06,2018-02-20
