Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Central Services,Supplies and Services,Comms & Computing,42361814,342,201206,O2 (UK) LTD,3.09,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,293,201206,O2 (UK) LTD,10.54,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,294,201206,O2 (UK) LTD,15.56,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,295,201206,O2 (UK) LTD,1.33,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,296,201206,O2 (UK) LTD,26.00,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,292,201206,O2 (UK) LTD,4.29,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,298,201206,O2 (UK) LTD,649.00,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,299,201206,O2 (UK) LTD,103.59,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,300,201206,O2 (UK) LTD,21.88,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,303,201206,O2 (UK) LTD,17.11,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,304,201206,O2 (UK) LTD,13.00,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42361814,306,201206,O2 (UK) LTD,29.49,2012-09-06
Central Services,Supplies and Services,Comms & Computing,42362046,9,201206,VODAFONE CORPORATE LTD,78.00,2012-09-07
Central Services,Supplies and Services,Comms & Computing,42362046,10,201206,VODAFONE CORPORATE LTD,78.00,2012-09-07
Central Services,Supplies and Services,Comms & Computing,42362046,11,201206,VODAFONE CORPORATE LTD,160.50,2012-09-07
Central Services,Supplies and Services,Comms & Computing,42362102,3,201206,VIRGIN MEDIA BUSINESS,512.28,2012-09-07
Central Services,Supplies and Services,Comms & Computing,42362102,4,201206,VIRGIN MEDIA BUSINESS,495.17,2012-09-07
Central Services,Transport,Car Allowances,42362143,36,201206,COMMONWHEELS CIC,16.00,2012-09-07
Central Services,Transport,Car Allowances,42362143,39,201206,COMMONWHEELS CIC,9.30,2012-09-07
Central Services,Transport,Car Allowances,42362143,40,201206,COMMONWHEELS CIC,1.20,2012-09-07
Central Services,Transport,Car Allowances,42362143,66,201206,COMMONWHEELS CIC,10.00,2012-09-07
Central Services,Transport,Car Allowances,42362143,42,201206,COMMONWHEELS CIC,3.45,2012-09-07
Central Services,Transport,Car Allowances,42362143,59,201206,COMMONWHEELS CIC,10.00,2012-09-07
Central Services,Transport,Car Allowances,42362143,43,201206,COMMONWHEELS CIC,0.45,2012-09-07
Central Services,Transport,Car Allowances,42362143,41,201206,COMMONWHEELS CIC,37.65,2012-09-07
Central Services,Transport,Car Allowances,42362143,38,201206,COMMONWHEELS CIC,86.00,2012-09-07
Central Services,Transport,Car Allowances,42362143,44,201206,COMMONWHEELS CIC,3.45,2012-09-07
Central Services,Transport,Car Allowances,42362143,37,201206,COMMONWHEELS CIC,49.00,2012-09-07
Central Services,Supplies and Services,"Furn, Equip & Mats",42362249,2,201206,CHARTERED INST. OF ENV HEALTH,625.00,2012-09-10
Central Services,Supplies and Services,"Furn, Equip & Mats",42362250,3,201206,CHARTERED INST. OF ENV HEALTH,963.70,2012-09-10
Central Services,Supplies and Services,"Furn, Equip & Mats",42362250,4,201206,CHARTERED INST. OF ENV HEALTH,1650.00,2012-09-10
Central Services,Supplies and Services,"Furn, Equip & Mats",42362250,5,201206,CHARTERED INST. OF ENV HEALTH,3.80,2012-09-10
Central Services,Supplies and Services,"Licenses, Housing, Fees",42362255,2,201206,NEW COLLEGE DURHAM,6210.00,2012-09-10
Central Services,Supplies and Services,"Licenses, Housing, Fees",42362260,17,201206,CRIMINAL RECORDS BUREAU,2024.00,2012-09-10
Central Services,Other Costs,,42362435,2,201206,REMPLOY LTD,2514.00,2012-09-11
Central Services,Third Party Payments,Third Party Payments,42362460,2,201206,CREDITSAFE BUSINESS SOLUTIONS LTD,850.00,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,29,201206,CLICK TRAVEL LTD,195.50,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,30,201206,CLICK TRAVEL LTD,195.50,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,21,201206,CLICK TRAVEL LTD,18.50,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,22,201206,CLICK TRAVEL LTD,26.00,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,23,201206,CLICK TRAVEL LTD,18.50,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,24,201206,CLICK TRAVEL LTD,26.00,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,33,201206,CLICK TRAVEL LTD,20.50,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,34,201206,CLICK TRAVEL LTD,17.50,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,43,201206,CLICK TRAVEL LTD,31.50,2012-09-11
Central Services,Transport,Public Transport and Taxi Fares,42362491,44,201206,CLICK TRAVEL LTD,15.50,2012-09-11
Central Services,Supplies and Services,"Licenses, Housing, Fees",42362713,2,201206,DERE STREET BARRISTERS,500.00,2012-09-12
Central Services,Supplies and Services,"Furn, Equip & Mats",42362716,2,201206,STANDING STONE DRAWING OFFICE SUPPLIES LTD,455.88,2012-09-12
Central Services,Supplies and Services,"Licenses, Housing, Fees",42362894,2,201206,DUE DILIGENCE CHECKING LTD,800.00,2012-09-12
Central Services,Supplies and Services,Comms & Computing,42363054,40,201206,VIRGIN MEDIA BUSINESS,896.92,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363054,41,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363054,42,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363054,43,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363054,44,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363061,38,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363061,39,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363061,40,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363061,41,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363062,35,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363062,36,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363062,37,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363062,38,201206,VIRGIN MEDIA BUSINESS,34.00,2012-09-13
Central Services,Supplies and Services,Comms & Computing,42363079,3,201206,POSTAGE BY PHONE-PITNEY BOWES,9.00,2012-09-14
Central Services,Supplies and Services,Comms & Computing,42363079,4,201206,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2012-09-14
Central Services,Works,,42363223,2,201206,BAM CONSTRUCTION LTD,937.12,2012-09-14
Central Services,Works,,42363239,2,201206,G O'BRIEN & SONS LTD,8982.00,2012-09-14
Central Services,Supplies and Services,"Licenses, Housing, Fees",42363334,4,201206,ROSSENDALES COLLECT LTD,24.50,2012-09-14
Central Services,Premises,Energy,42363688,2,201206,DTZ DTL LTD,550.49,2012-09-18
Central Services,Premises,Energy,42363839,6,201206,DTZ DTL LTD,1081.38,2012-09-17
Central Services,Premises,Rent,42363839,4,201206,DTZ DTL LTD,23797.80,2012-09-17
Central Services,Premises,Rent,42363839,5,201206,DTZ DTL LTD,6108.00,2012-09-17
Central Services,Third Party Payments,Third Party Payments,42363972,2,201206,NEWCASTLE & GATESHEAD INITIATIVE,12500.00,2012-09-18
Central Services,Third Party Payments,Third Party Payments,42363974,3,201206,NEWCASTLE & GATESHEAD INITIATIVE,33000.00,2012-09-18
Central Services,Supplies and Services,Miscellaneous Supplies,42363974,4,201206,NEWCASTLE & GATESHEAD INITIATIVE,15000.00,2012-09-18
Central Services,Transport,Public Transport and Taxi Fares,42364224,44,201206,CLICK TRAVEL LTD,8.40,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,45,201206,CLICK TRAVEL LTD,136.50,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,46,201206,CLICK TRAVEL LTD,83.50,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,42,201206,CLICK TRAVEL LTD,14.00,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,43,201206,CLICK TRAVEL LTD,11.50,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,63,201206,CLICK TRAVEL LTD,51.70,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,64,201206,CLICK TRAVEL LTD,51.70,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,49,201206,CLICK TRAVEL LTD,64.55,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,50,201206,CLICK TRAVEL LTD,31.55,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,51,201206,CLICK TRAVEL LTD,6.60,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,47,201206,CLICK TRAVEL LTD,61.00,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,48,201206,CLICK TRAVEL LTD,136.50,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,54,201206,CLICK TRAVEL LTD,134.00,2012-09-19
Central Services,Transport,Public Transport and Taxi Fares,42364224,55,201206,CLICK TRAVEL LTD,115.00,2012-09-19
Central Services,Supplies and Services,Comms & Computing,42364827,2,201206,MLL TELECOM LTD,678.97,2012-09-20
Central Services,Supplies and Services,Comms & Computing,42364910,3,201206,VIRGIN MEDIA BUSINESS,22.62,2012-09-24
Central Services,Supplies and Services,Comms & Computing,42364910,4,201206,VIRGIN MEDIA BUSINESS,4528.56,2012-09-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",42364933,2,201206,ZENITH CHAMBERS,900.00,2012-09-21
Central Services,Supplies and Services,"Licenses, Housing, Fees",42364934,2,201206,REDACTED - Personal Information,4800.00,2012-09-21
Central Services,Supplies and Services,"Licenses, Housing, Fees",42364936,2,201206,ADASS,450.00,2012-09-21
Central Services,Supplies and Services,"Licenses, Housing, Fees",42364937,2,201206,ADASS,450.00,2012-09-21
Central Services,Supplies and Services,Catering & Provisions,42364938,2,201206,AUTOBAR UK LTD,509.43,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,26,201206,CLICK TRAVEL LTD,115.00,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,27,201206,CLICK TRAVEL LTD,37.50,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,43,201206,CLICK TRAVEL LTD,116.00,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,44,201206,CLICK TRAVEL LTD,59.00,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,67,201206,CLICK TRAVEL LTD,92.20,2012-09-21
Central Services,Employees,Indirect Employee Expenses,42364961,41,201206,CLICK TRAVEL LTD,11.60,2012-09-21
Central Services,Employees,Indirect Employee Expenses,42364961,65,201206,CLICK TRAVEL LTD,57.50,2012-09-21
Central Services,Employees,Indirect Employee Expenses,42364961,66,201206,CLICK TRAVEL LTD,57.50,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,37,201206,CLICK TRAVEL LTD,50.50,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,38,201206,CLICK TRAVEL LTD,83.50,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,39,201206,CLICK TRAVEL LTD,48.00,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,40,201206,CLICK TRAVEL LTD,81.00,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,35,201206,CLICK TRAVEL LTD,12.40,2012-09-21
Central Services,Transport,Public Transport and Taxi Fares,42364961,36,201206,CLICK TRAVEL LTD,12.40,2012-09-21
Central Services,Employees,Indirect Employee Expenses,42365545,2,201206,LAW WEEK LTD,395.00,2012-09-25
Central Services,Premises,Energy,42365673,2,201206,DTZ DTL LTD,600.42,2012-09-26
Central Services,Premises,Rent,42365678,3,201206,DTZ DTL LTD,23797.80,2012-09-26
Central Services,Premises,Miscellaneous Premises,42365678,4,201206,DTZ DTL LTD,6108.00,2012-09-26
Central Services,Capital Financing Charges,Capital Financing,42366104,2,201206,ICAP EUROPE LTD,1203.29,2012-09-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42366138,12,201206,HMCTS,70.00,2012-09-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42366138,8,201206,HMCTS,95.00,2012-09-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42366138,14,201206,HMCTS,70.00,2012-09-26
Central Services,Supplies and Services,Comms & Computing,42366324,11,201206,ROYAL MAIL,1722.27,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366324,6,201206,ROYAL MAIL,361.85,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366324,7,201206,ROYAL MAIL,245.52,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366324,8,201206,ROYAL MAIL,35.95,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366324,12,201206,ROYAL MAIL,50.00,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366324,10,201206,ROYAL MAIL,939.94,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366324,9,201206,ROYAL MAIL,819.05,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366326,11,201206,ROYAL MAIL,652.30,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366326,6,201206,ROYAL MAIL,371.75,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366326,7,201206,ROYAL MAIL,583.44,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366326,8,201206,ROYAL MAIL,28.83,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366326,12,201206,ROYAL MAIL,40.00,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366326,10,201206,ROYAL MAIL,37.44,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366326,9,201206,ROYAL MAIL,352.60,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,11,201206,ROYAL MAIL,790.06,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,12,201206,ROYAL MAIL,217.66,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,6,201206,ROYAL MAIL,225.18,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,7,201206,ROYAL MAIL,207.60,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,8,201206,ROYAL MAIL,26.83,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,13,201206,ROYAL MAIL,40.00,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,10,201206,ROYAL MAIL,54.38,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366329,9,201206,ROYAL MAIL,1393.44,2012-09-27
Central Services,Supplies and Services,"Licenses, Housing, Fees",42366333,2,201206,STUDSVIK UK LTD,2886.30,2012-09-27
Central Services,Transport,Public Transport and Taxi Fares,42366369,29,201206,CLICK TRAVEL LTD,50.00,2012-09-27
Central Services,Transport,Public Transport and Taxi Fares,42366369,20,201206,CLICK TRAVEL LTD,198.50,2012-09-27
Central Services,Transport,Public Transport and Taxi Fares,42366369,31,201206,CLICK TRAVEL LTD,25.50,2012-09-27
Central Services,Employees,Indirect Employee Expenses,42366369,23,201206,CLICK TRAVEL LTD,11.60,2012-09-27
Central Services,Employees,Indirect Employee Expenses,42366369,32,201206,CLICK TRAVEL LTD,140.00,2012-09-27
Central Services,Transport,Public Transport and Taxi Fares,42366369,24,201206,CLICK TRAVEL LTD,136.40,2012-09-27
Central Services,Supplies and Services,"Printing, Stationery etc",42366376,2,201206,CUSTOM CARD IBS,2233.50,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366421,2,201206,ADVANCED BUSINESS SOFTWARE AND SOLUTIONS LTD,1467.44,2012-09-27
Central Services,Supplies and Services,"Furn, Equip & Mats",42366427,2,201206,OCE FINANCE,2400.00,2012-09-27
Central Services,Supplies and Services,Comms & Computing,42366508,2,201206,O2 (UK) LTD,3000.00,2012-09-28
Central Services,Supplies and Services,Comms & Computing,42366517,2,201206,O2 (UK) LTD,800.00,2012-09-28
Central Services,Purchase of Equipment,,43695424,2,201206,VIRGIN MEDIA BUSINESS,76764.00,2012-09-05
Central Services,Supplies and Services,Comms & Computing,43696645,2,201206,SCOTIA UK PLC,577.36,2012-09-04
Central Services,Supplies and Services,Comms & Computing,43696646,2,201206,PHOENIX SOFTWARE LTD,954.80,2012-09-04
Central Services,Supplies and Services,Comms & Computing,43696647,2,201206,DELL COMPUTER CORPORATION LTD,14849.00,2012-09-04
Central Services,Supplies and Services,Comms & Computing,43696665,2,201206,UNITED CARLTON OFFICE SYSTEMS,365.00,2012-09-04
Central Services,Purchase of Equipment,,43696820,2,201206,PHOENIX SOFTWARE LTD,8115.57,2012-09-05
Central Services,Supplies and Services,Comms & Computing,43696821,2,201206,DURHAM COUNTY COUNCIL,43497.36,2012-09-05
Central Services,Supplies and Services,Comms & Computing,43696822,2,201206,DURHAM COUNTY COUNCIL,15000.00,2012-09-05
Central Services,Supplies and Services,Comms & Computing,43696831,4,201206,DURHAM COUNTY COUNCIL,35000.00,2012-09-05
Central Services,Supplies and Services,Comms & Computing,43696831,3,201206,DURHAM COUNTY COUNCIL,15000.00,2012-09-05
Central Services,Supplies and Services,Comms & Computing,43696880,2,201206,DELL COMPUTER CORPORATION LTD,714.96,2012-09-05
Central Services,Supplies and Services,Comms & Computing,43696882,2,201206,DELL COMPUTER CORPORATION LTD,3269.12,2012-09-05
Central Services,Consultants,,43696896,2,201206,UNIT4 BUSINESS SOFTWARE LTD,3475.00,2012-09-05
Central Services,Consultants,,43696898,2,201206,UNIT4 BUSINESS SOFTWARE LTD,2550.00,2012-09-05
Central Services,Consultants,,43696901,2,201206,UNIT4 BUSINESS SOFTWARE LTD,26300.00,2012-09-05
Central Services,Purchase of Equipment,,43696902,2,201206,VIRGIN MEDIA BUSINESS,1915.34,2012-09-05
Central Services,Supplies and Services,Miscellaneous Supplies,43696903,2,201206,TEAM NETSOL,1700.00,2012-09-05
Central Services,Supplies and Services,Miscellaneous Supplies,43696904,2,201206,TEAM NETSOL,800.00,2012-09-05
Central Services,Supplies and Services,"Furn, Equip & Mats",43697074,2,201206,ANTALIS MCNAUGHTON LTD,816.00,2012-09-06
Central Services,Supplies and Services,"Furn, Equip & Mats",43697078,2,201206,STANDING STONE DRAWING OFFICE SUPPLIES LTD,479.92,2012-09-06
Central Services,Supplies and Services,"Printing, Stationery etc",43697079,2,201206,STATEX PRESS NORTHERN LTD,1802.00,2012-09-06
Central Services,Supplies and Services,"Furn, Equip & Mats",43697081,2,201206,ANTALIS MCNAUGHTON LTD,464.00,2012-09-06
Central Services,Supplies and Services,"Furn, Equip & Mats",43697090,2,201206,ANTALIS MCNAUGHTON LTD,856.00,2012-09-06
Central Services,Supplies and Services,"Furn, Equip & Mats",43697096,2,201206,ANTALIS MCNAUGHTON LTD,1441.36,2012-09-06
Central Services,Supplies and Services,"Printing, Stationery etc",43697099,2,201206,STATEX PRESS NORTHERN LTD,675.00,2012-09-06
Central Services,Supplies and Services,"Printing, Stationery etc",43697101,2,201206,STATEX PRESS NORTHERN LTD,576.00,2012-09-06
Central Services,Purchase of Equipment,,43697361,2,201206,INSIGHT DIRECT UK LTD,4013.76,2012-09-07
Central Services,Supplies and Services,"Licenses, Housing, Fees",43697657,2,201206,TREATMENT SOLUTIONS,4099.33,2012-09-10
Central Services,Supplies and Services,"Licenses, Housing, Fees",43697659,2,201206,WINNOVATION TRAINING LTD,595.00,2012-09-10
Central Services,Supplies and Services,"Licenses, Housing, Fees",43697660,2,201206,I TO I TRAINING SOLUTIONS,400.00,2012-09-10
Central Services,Supplies and Services,"Furn, Equip & Mats",43697662,2,201206,CACI LTD,1200.00,2012-09-10
Central Services,Supplies and Services,Miscellaneous Supplies,43697665,2,201206,RENWICK FRAMING,884.00,2012-09-10
Central Services,Supplies and Services,"Printing, Stationery etc",43697684,2,201206,ST IVES DIRECT LTD,14725.00,2012-09-10
Central Services,Purchase of Equipment,,43697911,2,201206,CAPITA BUSINESS SERVICES LTD,1785.00,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697913,2,201206,KENSON NETWORK ENGINEERING LTD,5975.00,2012-09-11
Central Services,Purchase of Equipment,,43697916,2,201206,DELL COMPUTER CORPORATION LTD,2393.44,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697919,2,201206,ECONOCOM PLC,1656.71,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697920,2,201206,ECONOCOM PLC,2207.08,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697922,2,201206,ECONOCOM PLC,2775.42,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697924,2,201206,ECONOCOM PLC,1746.22,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697925,2,201206,ECONOCOM PLC,4596.25,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697928,2,201206,SYSCAP LEASING LTD,476.20,2012-09-11
Central Services,Purchase of Equipment,,43697929,2,201206,DELL COMPUTER CORPORATION LTD,8119.54,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697930,2,201206,SMAILES & HANNANT LTD,450.00,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697932,2,201206,UNITED CARLTON OFFICE SYSTEMS,365.00,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697934,2,201206,UNITED CARLTON OFFICE SYSTEMS,1905.00,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697935,2,201206,LANWAY CBS LTD,711.57,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697936,2,201206,UNITED CARLTON OFFICE SYSTEMS,1150.00,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697937,2,201206,SMAILES & HANNANT LTD,490.00,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697938,2,201206,DELL FINANCIAL SERVICES,14653.17,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697940,2,201206,UNITED CARLTON OFFICE SYSTEMS,654.00,2012-09-11
Central Services,Supplies and Services,Comms & Computing,43697944,2,201206,DELL FINANCIAL SERVICES,437.96,2012-09-11
Central Services,Supplies and Services,Miscellaneous Supplies,43697952,2,201206,ROYAL BRITISH LEGION POPPY APPEAL,458.00,2012-09-11
Central Services,Supplies and Services,Miscellaneous Supplies,43697960,2,201206,GORDON CARIS CLOCK & WATCH SPECIALIST,850.00,2012-09-11
Central Services,Supplies and Services,"Furn, Equip & Mats",43697962,2,201206,ANTALIS MCNAUGHTON LTD,1338.00,2012-09-11
Central Services,Employees,Indirect Employee Expenses,43698194,2,201206,NEWCASTLE COLLEGE,905.00,2012-09-12
Central Services,Supplies and Services,Comms & Computing,43698197,2,201206,KANA SOFTWARE IRELAND LTD,41402.94,2012-09-12
Central Services,Supplies and Services,"Furn, Equip & Mats",43698594,2,201206,INKLAND LTD,359.39,2012-09-14
Central Services,Supplies and Services,Comms & Computing,43699030,2,201206,DAVID CASEY DISPLAYS LTD,996.00,2012-09-17
Central Services,Supplies and Services,"Licenses, Housing, Fees",43699132,2,201206,CITY OF SUNDERLAND,4331.31,2012-09-17
Central Services,Supplies and Services,"Furn, Equip & Mats",43699311,2,201206,ANTALIS MCNAUGHTON LTD,1749.07,2012-09-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43699316,2,201206,ANTALIS MCNAUGHTON LTD,1038.92,2012-09-18
Central Services,Employees,Agency Staff,43699322,2,201206,JB SKILLCARE LTD,804.00,2012-09-18
Central Services,Employees,Agency Staff,43699326,2,201206,JB SKILLCARE LTD,420.00,2012-09-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43699795,2,201206,DPH GUILLOTINE SERVICES LTD,1543.55,2012-09-20
Central Services,Supplies and Services,"Printing, Stationery etc",43699811,2,201206,MAGS LASER COMMERCIAL PRINTERS LTD,27087.00,2012-09-20
Central Services,Supplies and Services,"Furn, Equip & Mats",43699817,2,201206,DPH GUILLOTINE SERVICES LTD,670.00,2012-09-20
Central Services,Supplies and Services,Comms & Computing,43699872,2,201206,PHOENIX SOFTWARE LTD,4867.99,2012-09-20
Central Services,Supplies and Services,Comms & Computing,43699878,2,201206,INSIGHT DIRECT UK LTD,457.28,2012-09-20
Central Services,Supplies and Services,Miscellaneous Supplies,43699937,2,201206,PAYNE SECURITY,621.50,2012-09-21
Central Services,Supplies and Services,Comms & Computing,43699996,2,201206,DELL COMPUTER CORPORATION LTD,1598.35,2012-09-21
Central Services,Supplies and Services,Comms & Computing,43699998,2,201206,SCOTIA UK PLC,1051.36,2012-09-21
Central Services,Supplies and Services,Comms & Computing,43699999,2,201206,DELL COMPUTER CORPORATION LTD,1407.00,2012-09-21
Central Services,Supplies and Services,Comms & Computing,43700003,2,201206,UNITED CARLTON OFFICE SYSTEMS,805.00,2012-09-21
