Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Central Services,Supplies and Services,Miscellaneous Supplies,42317509,6,201112,CIPFA BUSINESS LIMITED,1145.00,2012-03-06
Central Services,Supplies and Services,Miscellaneous Supplies,42317509,4,201112,CIPFA BUSINESS LIMITED,1145.00,2012-03-06
Central Services,Supplies and Services,Miscellaneous Supplies,42317509,5,201112,CIPFA BUSINESS LIMITED,1145.00,2012-03-06
Central Services,Supplies and Services,"Grants, Contribs & Subs",42317511,2,201112,CIPFA BUSINESS LIMITED,3465.00,2012-03-06
Central Services,Supplies and Services,"Printing, Stationery etc",42317523,2,201112,CLAVERING STATIONERS,647.50,2012-03-06
Central Services,Supplies and Services,"Furn, Equip & Mats",42317561,2,201112,ANTALIS MCNAUGHTON LTD,349.24,2012-03-06
Central Services,Supplies and Services,"Licenses, Housing, Fees",42317567,2,201112,I TO I TRAINING SOLUTIONS,400.00,2012-03-06
Central Services,Works,,42318089,2,201112,RADECAL GROUP,750.00,2012-03-08
Central Services,Works,,42318094,2,201112,BUREAU VERITAS HS&E LTD,581.00,2012-03-08
Central Services,Works,,42318101,2,201112,NORTHERN POWERGRID(NORTH-EAST)LTD,450.67,2012-03-08
Central Services,Supplies and Services,Comms & Computing,42318133,2,201112,TROJAN CONSULTANTS LTD,5466.00,2012-03-07
Central Services,Support Services,Support Services,42318405,2,201112,CITY OF SUNDERLAND,473.55,2012-03-08
Central Services,Employees,Indirect Employee Expenses,42318413,2,201112,GATESHEAD COLLEGE,875.00,2012-03-08
Central Services,Capital Financing Charges,Capital Financing,42318418,2,201112,SECTOR TREASURY SERVICES LTD,16500.00,2012-03-08
Central Services,Third Party Payments,Third Party Payments,42318422,3,201112,NEWCASTLE & GATESHEAD INITIATIVE,33680.00,2012-03-08
Central Services,Supplies and Services,Miscellaneous Supplies,42318422,4,201112,NEWCASTLE & GATESHEAD INITIATIVE,15000.00,2012-03-08
Central Services,Supplies and Services,"Furn, Equip & Mats",42318478,2,201112,OCE UK LTD,685.00,2012-03-08
Central Services,Supplies and Services,"Furn, Equip & Mats",42318479,2,201112,OCE UK LTD,685.00,2012-03-08
Central Services,Supplies and Services,"Furn, Equip & Mats",42318480,2,201112,OCE UK LTD,685.00,2012-03-08
Central Services,Supplies and Services,"Furn, Equip & Mats",42318485,2,201112,OCE UK LTD,685.00,2012-03-08
Central Services,Supplies and Services,"Furn, Equip & Mats",42318487,2,201112,OCE UK LTD,1656.65,2012-03-08
Central Services,Supplies and Services,Comms & Computing,42318769,317,201112,O2 (UK) LTD,15.52,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,318,201112,O2 (UK) LTD,27.37,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,329,201112,O2 (UK) LTD,27.28,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,324,201112,O2 (UK) LTD,13.08,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,320,201112,O2 (UK) LTD,20.87,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,321,201112,O2 (UK) LTD,20.07,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,322,201112,O2 (UK) LTD,3.15,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,323,201112,O2 (UK) LTD,26.00,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,319,201112,O2 (UK) LTD,3.45,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,325,201112,O2 (UK) LTD,469.15,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,326,201112,O2 (UK) LTD,34.22,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,327,201112,O2 (UK) LTD,131.23,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,328,201112,O2 (UK) LTD,24.99,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,333,201112,O2 (UK) LTD,13.00,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,331,201112,O2 (UK) LTD,17.27,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,332,201112,O2 (UK) LTD,13.04,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,337,201112,O2 (UK) LTD,4.70,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,335,201112,O2 (UK) LTD,14.61,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318769,336,201112,O2 (UK) LTD,205.88,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318776,3,201112,POSTAGE BY PHONE-PITNEY BOWES,9.00,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318776,4,201112,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2012-03-09
Central Services,Supplies and Services,"Licenses, Housing, Fees",42318788,2,201112,EILEEN M BRADY INTERNATIONAL TRAINING & CONSULTANC,1600.00,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318883,3,201112,VIRGIN MEDIA BUSINESS,1386.07,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42318883,4,201112,VIRGIN MEDIA BUSINESS,577.11,2012-03-09
Central Services,Supplies and Services,Comms & Computing,42319500,2,201112,SYSCAP LEASING LTD,1911.37,2012-03-13
Central Services,Supplies and Services,Comms & Computing,42319501,2,201112,DELL FINANCIAL SERVICES,15763.57,2012-03-13
Central Services,Support Services,Support Services,42319589,4,201112,AUDIT COMMISSION,228.00,2012-03-13
Central Services,Support Services,Support Services,42319589,3,201112,AUDIT COMMISSION,22521.00,2012-03-13
Central Services,Supplies and Services,Miscellaneous Supplies,42319595,2,201112,REDACTED - Personal Information,1016.30,2012-03-13
Central Services,Supplies and Services,Other Running Costs,42319597,2,201112,REDACTED - Personal Information,909.30,2012-03-13
Central Services,Works,,42319713,2,201112,HENDERSON INSULATION LTD,3312.00,2012-03-13
Central Services,Supplies and Services,Comms & Computing,42319888,2,201112,DURHAM COUNTY COUNCIL,71670.00,2012-03-27
Central Services,Transport,Public Transport and Taxi Fares,42320076,30,201112,TRAVEL BUREAU,71.10,2012-03-14
Central Services,Supplies and Services,Catering & Provisions,42320076,23,201112,TRAVEL BUREAU,46.07,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,19,201112,TRAVEL BUREAU,55.67,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,32,201112,TRAVEL BUREAU,38.89,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,18,201112,TRAVEL BUREAU,190.10,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,16,201112,TRAVEL BUREAU,94.08,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,17,201112,TRAVEL BUREAU,188.16,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,25,201112,TRAVEL BUREAU,141.60,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,33,201112,TRAVEL BUREAU,35.11,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,20,201112,TRAVEL BUREAU,35.88,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,27,201112,TRAVEL BUREAU,102.32,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,31,201112,TRAVEL BUREAU,58.19,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,21,201112,TRAVEL BUREAU,185.26,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,29,201112,TRAVEL BUREAU,132.88,2012-03-14
Central Services,Transport,Public Transport and Taxi Fares,42320076,22,201112,TRAVEL BUREAU,148.88,2012-03-14
Central Services,Works,,42320490,2,201112,PYEROY LTD,4085.00,2012-03-16
Central Services,Supplies and Services,"Furn, Equip & Mats",42320550,2,201112,BANK OF SCOTLAND ASSET FINANCE,2995.00,2012-03-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",42320563,2,201112,REDACTED - Personal Information,1250.00,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320570,12,201112,ROYAL MAIL,849.56,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320570,7,201112,ROYAL MAIL,404.06,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320570,8,201112,ROYAL MAIL,210.99,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320570,13,201112,ROYAL MAIL,7.00,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320570,9,201112,ROYAL MAIL,143.61,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320570,11,201112,ROYAL MAIL,41.15,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320570,10,201112,ROYAL MAIL,953.84,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320575,12,201112,ROYAL MAIL,583.17,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320575,7,201112,ROYAL MAIL,212.20,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320575,8,201112,ROYAL MAIL,88.08,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320575,13,201112,ROYAL MAIL,4.00,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320575,9,201112,ROYAL MAIL,87.60,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320575,11,201112,ROYAL MAIL,1054.77,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320575,10,201112,ROYAL MAIL,558.40,2012-03-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",42320586,2,201112,I TO I TRAINING SOLUTIONS,400.00,2012-03-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",42320588,2,201112,I TO I TRAINING SOLUTIONS,17945.00,2012-03-16
Central Services,Supplies and Services,Comms & Computing,42320900,4,201112,VIRGIN MEDIA BUSINESS,12.83,2012-03-27
Central Services,Supplies and Services,Comms & Computing,42320900,5,201112,VIRGIN MEDIA BUSINESS,4382.53,2012-03-27
Central Services,Supplies and Services,Comms & Computing,42320900,6,201112,VIRGIN MEDIA BUSINESS,11.57,2012-03-27
Central Services,Third Party Payments,Third Party Payments,42321256,2,201112,RSM TENON,6750.00,2012-03-19
Central Services,Supplies and Services,Miscellaneous Supplies,42321259,2,201112,LOOMIS UK LTD,929.26,2012-03-19
Central Services,Supplies and Services,Comms & Computing,42321326,2,201112,CAPITA BUSINESS SERVICES LTD,12190.87,2012-03-19
Central Services,Supplies and Services,Comms & Computing,42321329,2,201112,CAPITA BUSINESS SERVICES LTD,12218.12,2012-03-19
Central Services,Supplies and Services,"Licenses, Housing, Fees",42321571,2,201112,REDACTED - Personal Information,600.00,2012-03-20
Central Services,Supplies and Services,"Printing, Stationery etc",42321681,14,201112,INTERCHANGE NEWS,53.35,2012-03-20
Central Services,Supplies and Services,"Printing, Stationery etc",42321681,15,201112,INTERCHANGE NEWS,65.81,2012-03-20
Central Services,Supplies and Services,"Printing, Stationery etc",42321681,16,201112,INTERCHANGE NEWS,110.45,2012-03-20
Central Services,Supplies and Services,"Printing, Stationery etc",42321681,17,201112,INTERCHANGE NEWS,22.25,2012-03-20
Central Services,Supplies and Services,"Printing, Stationery etc",42321681,12,201112,INTERCHANGE NEWS,22.15,2012-03-20
Central Services,Supplies and Services,"Printing, Stationery etc",42321681,22,201112,INTERCHANGE NEWS,31.45,2012-03-20
Central Services,Supplies and Services,Comms & Computing,42321693,2,201112,ROYAL MAIL,5382.77,2012-03-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42321718,2,201112,KINGS CHAMBERS,700.00,2012-03-20
Central Services,Support Services,Support Services,42322076,2,201112,CITY OF SUNDERLAND,496.65,2012-03-21
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,20,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,10,201112,CIPFA BUSINESS LIMITED,630.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,19,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,11,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,21,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,12,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,16,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,17,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,15,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,18,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,13,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322555,14,201112,CIPFA BUSINESS LIMITED,540.00,2012-03-22
Central Services,Consultants,,42322558,2,201112,UNIT4 BUSINESS SOFTWARE LTD,12850.00,2012-03-22
Central Services,Consultants,,42322559,2,201112,UNIT4 BUSINESS SOFTWARE LTD,3650.00,2012-03-22
Central Services,,,42322561,2,201112,BALTIC FLOUR MILLS VISUAL ARTS TRUST,107875.00,2012-03-22
Central Services,Works,,42322796,2,201112,GATESHEAD ACCESS PANEL,12385.66,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42322883,12,201112,ROYAL MAIL,836.59,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42322883,7,201112,ROYAL MAIL,259.01,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42322883,8,201112,ROYAL MAIL,353.34,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42322883,9,201112,ROYAL MAIL,366.11,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42322883,13,201112,ROYAL MAIL,6.00,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42322883,11,201112,ROYAL MAIL,1677.66,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42322883,10,201112,ROYAL MAIL,695.70,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,21,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,16,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,19,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,13,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,20,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,10,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,12,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322886,15,201112,EMAP BUSINESS COMMUNICATIONS,186.75,2012-03-23
Central Services,Supplies and Services,"Grants, Contribs & Subs",42322887,2,201112,EMAP BUSINESS COMMUNICATIONS,747.00,2012-03-23
Central Services,Supplies and Services,Other Running Costs,42322888,2,201112,BACS PAYMENTS SCHEMES LIMITED,4260.00,2012-03-23
Central Services,Supplies and Services,Comms & Computing,42323249,2,201112,CACI LTD,11011.54,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,317,201112,O2 (UK) LTD,14.55,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,318,201112,O2 (UK) LTD,27.69,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,329,201112,O2 (UK) LTD,26.00,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,324,201112,O2 (UK) LTD,13.05,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,320,201112,O2 (UK) LTD,23.11,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,321,201112,O2 (UK) LTD,18.12,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,322,201112,O2 (UK) LTD,0.89,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,323,201112,O2 (UK) LTD,26.00,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,319,201112,O2 (UK) LTD,7.47,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,325,201112,O2 (UK) LTD,535.43,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,326,201112,O2 (UK) LTD,22.85,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,327,201112,O2 (UK) LTD,122.48,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,328,201112,O2 (UK) LTD,23.06,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,333,201112,O2 (UK) LTD,13.00,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,331,201112,O2 (UK) LTD,15.10,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,332,201112,O2 (UK) LTD,13.18,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,337,201112,O2 (UK) LTD,3.91,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,335,201112,O2 (UK) LTD,28.20,2012-03-26
Central Services,Supplies and Services,Comms & Computing,42323292,336,201112,O2 (UK) LTD,143.79,2012-03-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323391,2,201112,STEFFANI SMITH CONSULTANCY IN CHILD PROTECTION,600.00,2012-03-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323400,2,201112,E R I C,840.00,2012-03-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323405,2,201112,E R I C,1080.00,2012-03-26
Central Services,Supplies and Services,Miscellaneous Supplies,42323447,2,201112,SAFETY MEDIA LTD,5260.96,2012-03-26
Central Services,Supplies and Services,Miscellaneous Supplies,42323450,2,201112,SAFETY MEDIA LTD,500.00,2012-03-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323452,2,201112,IMPROVEMENT DEVELOPMENT GROWTH LIMITED,4050.00,2012-03-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323470,2,201112,NORTHUMBRIA UNIVERSITY,2320.00,2012-03-26
Central Services,Supplies and Services,Catering & Provisions,42323472,2,201112,AUTOBAR UK LTD,678.26,2012-03-26
Central Services,Employees,Indirect Employee Expenses,42323702,2,201112,HBINFO LTD,398.00,2012-03-27
Central Services,Transport,Car Allowances,42323742,37,201112,COMMONWHEELS CIC,16.00,2012-03-27
Central Services,Transport,Car Allowances,42323742,40,201112,COMMONWHEELS CIC,0.75,2012-03-27
Central Services,Transport,Car Allowances,42323742,41,201112,COMMONWHEELS CIC,6.45,2012-03-27
Central Services,Transport,Car Allowances,42323742,44,201112,COMMONWHEELS CIC,2.25,2012-03-27
Central Services,Transport,Car Allowances,42323742,45,201112,COMMONWHEELS CIC,3.75,2012-03-27
Central Services,Transport,Car Allowances,42323742,59,201112,COMMONWHEELS CIC,10.00,2012-03-27
Central Services,Transport,Car Allowances,42323742,42,201112,COMMONWHEELS CIC,11.10,2012-03-27
Central Services,Transport,Car Allowances,42323742,43,201112,COMMONWHEELS CIC,2.25,2012-03-27
Central Services,Transport,Car Allowances,42323742,63,201112,COMMONWHEELS CIC,10.00,2012-03-27
Central Services,Transport,Car Allowances,42323742,39,201112,COMMONWHEELS CIC,86.00,2012-03-27
Central Services,Transport,Car Allowances,42323742,46,201112,COMMONWHEELS CIC,27.15,2012-03-27
Central Services,Transport,Car Allowances,42323742,62,201112,COMMONWHEELS CIC,10.00,2012-03-27
Central Services,Transport,Car Allowances,42323742,38,201112,COMMONWHEELS CIC,49.00,2012-03-27
Central Services,Transport,Car Allowances,42323742,47,201112,COMMONWHEELS CIC,0.45,2012-03-27
Central Services,Works,,42323789,2,201112,ERGOLET LTD,3377.00,2012-03-27
Central Services,Third Party Payments,Third Party Payments,42323803,2,201112,ASSOCIATION OF NORTH EAST COUNCILS LTD,12403.00,2012-03-27
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323932,2,201112,REDACTED - Personal Information,375.00,2012-03-27
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323970,2,201112,I TO I TRAINING SOLUTIONS,400.00,2012-03-27
Central Services,Supplies and Services,"Licenses, Housing, Fees",42323998,2,201112,THE STROKE ASSOCIATION,500.00,2012-03-27
Central Services,Premises,Rent,42324242,3,201112,DTZ UK LAND ESTATES (SERVICES) LTD,2400.00,2012-03-28
Central Services,Premises,Rent,42324242,4,201112,DTZ UK LAND ESTATES (SERVICES) LTD,564.00,2012-03-28
Central Services,Supplies and Services,Comms & Computing,42324541,3,201112,POSTAGE BY PHONE-PITNEY BOWES,9.00,2012-03-28
Central Services,Supplies and Services,Comms & Computing,42324541,4,201112,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2012-03-28
Central Services,Supplies and Services,"Licenses, Housing, Fees",42324833,18,201112,CRIMINAL RECORDS BUREAU,220.00,2012-03-28
Central Services,Supplies and Services,Comms & Computing,42324911,10,201112,BRITISH TELECOM,16.52,2012-03-28
Central Services,Supplies and Services,Comms & Computing,42325017,10,201112,BRITISH TELECOM,16.52,2012-03-28
Central Services,Supplies and Services,"Printing, Stationery etc",42325457,2,201112,PITNEY BOWES LTD,1024.97,2012-03-29
Central Services,Supplies and Services,"Printing, Stationery etc",42325537,2,201112,THOMSON REUTERS,536.00,2012-03-29
Central Services,Supplies and Services,Comms & Computing,42325613,2,201112,DATASAFE STORAGE LTD,5116.00,2012-03-29
Central Services,Employees,Indirect Employee Expenses,42325626,2,201112,QA LTD,440.00,2012-03-29
Central Services,Employees,Indirect Employee Expenses,42325630,2,201112,QA LTD,440.00,2012-03-29
Central Services,Supplies and Services,Comms & Computing,42325718,2,201112,VIRGIN MEDIA BUSINESS,2521.00,2012-03-29
Central Services,Supplies and Services,Comms & Computing,42325719,2,201112,VODAFONE CORPORATE LTD,2402.83,2012-03-29
Central Services,Supplies and Services,"Printing, Stationery etc",42325767,2,201112,CIPFA BUSINESS LIMITED,516.00,2012-03-30
Central Services,Support Services,Support Services,42325791,2,201112,CITY OF SUNDERLAND,2979.90,2012-03-30
Central Services,Support Services,Support Services,42325793,2,201112,CITY OF SUNDERLAND,485.10,2012-03-30
Central Services,Support Services,Support Services,42325794,2,201112,CITY OF SUNDERLAND,5751.90,2012-03-30
Central Services,Employees,Indirect Employee Expenses,42325808,2,201112,FAST CORPORATE SERVICES LTD,1190.00,2012-03-30
Central Services,Supplies and Services,"Licenses, Housing, Fees",42325858,2,201112,JENNY BIANCARDI CONSULTANCY,800.00,2012-03-30
Central Services,Supplies and Services,"Licenses, Housing, Fees",42325974,2,201112,ERNST & YOUNG LLP,1850.00,2012-03-30
Central Services,Supplies and Services,"Licenses, Housing, Fees",42326001,2,201112,DO THE RIGHT THING,1700.00,2012-03-30
Central Services,Supplies and Services,Comms & Computing,43672414,2,201112,DELL COMPUTER CORPORATION LTD,1908.84,2012-03-01
Central Services,Supplies and Services,Comms & Computing,43672422,3,201112,DELL FINANCIAL SERVICES,2320.18,2012-03-01
Central Services,Supplies and Services,Comms & Computing,43672422,4,201112,DELL FINANCIAL SERVICES,44.60,2012-03-01
Central Services,Supplies and Services,Comms & Computing,43672556,2,201112,SPECOPS SOFTWARE LTD,2806.00,2012-03-02
Central Services,Supplies and Services,"Furn, Equip & Mats",43672720,2,201112,ANTALIS MCNAUGHTON LTD,1194.00,2012-03-05
Central Services,Supplies and Services,"Furn, Equip & Mats",43672815,2,201112,ANTALIS MCNAUGHTON LTD,624.80,2012-03-06
Central Services,Supplies and Services,"Furn, Equip & Mats",43672817,2,201112,ANTALIS MCNAUGHTON LTD,781.00,2012-03-06
Central Services,Supplies and Services,"Furn, Equip & Mats",43672909,2,201112,WOOTTON PRINTING SERVICES,375.50,2012-03-06
Central Services,Employees,Agency Staff,43672921,2,201112,JB SKILLCARE LTD,384.00,2012-03-06
Central Services,Employees,Agency Staff,43672927,2,201112,JB SKILLCARE LTD,756.00,2012-03-06
Central Services,Employees,Agency Staff,43672928,2,201112,JB SKILLCARE LTD,456.00,2012-03-06
Central Services,Supplies and Services,"Printing, Stationery etc",43672932,2,201112,OXFORD PSYCHOLOGISTS PRESS LTD,463.50,2012-03-06
Central Services,Supplies and Services,Comms & Computing,43673067,2,201112,INSIGHT DIRECT UK LTD,3260.50,2012-03-08
Central Services,Supplies and Services,Comms & Computing,43673069,2,201112,CORPORATE COMPUTER SUPPLIES LTD,2401.96,2012-03-08
Central Services,Supplies and Services,Comms & Computing,43673088,2,201112,INSIGHT DIRECT UK LTD,1359.96,2012-03-08
Central Services,Supplies and Services,"Licenses, Housing, Fees",43673165,2,201112,TREATMENT SOLUTIONS,4099.33,2012-03-07
Central Services,Supplies and Services,Miscellaneous Supplies,43673195,2,201112,SUPPLIES TEAM LTD,474.25,2012-03-08
Central Services,Supplies and Services,Comms & Computing,43673200,3,201112,FUJITSU SERVICES LTD,532.85,2012-03-08
Central Services,Purchase of Equipment,,43673200,4,201112,FUJITSU SERVICES LTD,532.84,2012-03-08
Central Services,Purchase of Equipment,,43673203,2,201112,SIMS GROUP UK LIMITED,835.00,2012-03-08
Central Services,Supplies and Services,Comms & Computing,43673323,3,201112,VIRGIN MEDIA BUSINESS,1280.00,2012-03-08
